Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
-469.0280939962119,-2.662189393846271,-45947.6548205221,21719331953071.953,472.4316330490026,18012.348534704564,884.1042751923537,-46003.50640473534,-436.45248918869805,342171.2490360924
-440.23191735977105,-2.6751567404726364,-45919.68717652275,30315030513533.59,462.9130501613753,18014.635295153348,858.7118450530293,-45993.755484202855,-405.1584754257469,473687.2375881615
-451.65857315576477,-2.683719553363002,-45938.42873413379,22708668590576.395,465.73740465663616,17982.7559714908,894.7889026350938,-45986.04617886345,-438.2022820765075,361882.3935869164
-456.2337577604639,-2.644711314567295,-45952.14287850997,23222743797150.33,479.59261117433533,17975.640847267012,905.7388513704847,-45980.30266781605,-445.1184758974401,412402.36261370743
-455.14446760588316,-2.6297238696360496,-45934.45721251706,18085109213777.2,457.1855123270637,17975.990597992648,885.1761400235702,-45975.60089031156,-434.68091464668345,384232.0264746685
-452.2562202582874,-2.614683678444788,-45925.05272400861,28746669902558.598,452.09794023773037,18001.275520587715,853.2842717137706,-45971.36658859517,-417.7399737832623,473054.9218743476
-437.5085882511566,-2.6033996083178654,-45906.57565791291,15576869819667.963,429.5985286654942,18027.404926909767,816.042206798222,-45965.64553339604,-402.0022100092654,272154.527230507
-412.30845900181413,-2.613562524691727,-45890.18444451276,20440616904441.984,421.6399271076034,18043.195331537012,799.1249145879378,-45960.16106845044,-387.84724644083906,358415.02146660304
-400.71916685442255,-2.6274992358600224,-45885.95672915372,20325918796548.188,418.18805352691,18037.36735270769,799.2300888610996,-45955.506017780324,-388.52766382934107,368207.5511440049
-407.0754684401211,-2.5248752249561863,-45899.062024433784,22552385140745.8,429.53007203799245,18027.452645810754,814.1212723416584,-45949.45274049348,-404.6326040599381,420607.4668780624
-413.59938504103627,-2.5438783825769073,-45897.62754692113,21848034582166.63,426.05434235983637,18020.549810147022,811.895602170549,-45944.00670460923,-397.4363603992257,378363.24909747584
-411.09449480745013,-2.5848214338241475,-45898.84939399987,26751538169594.71,431.5443564411496,18008.214730990516,818.658287190417,-45939.242797529165,-400.09164776898984,591690.5045987484
-415.47281474700037,-2.483426911110484,-45908.775604987626,24330220128134.777,442.37606191085547,17980.873937991044,846.91925746639,-45936.85656544992,-414.8233065630369,469171.25079964474
-429.4128659939366,-2.5288462023872356,-45939.53441239011,29137389213122.844,473.78313283134736,17941.615421522987,900.9732328747352,-45936.25943695821,-446.59755394012905,593660.883375621
-462.8788218476245,-2.5004894447190575,-45940.36004080664,21220436004161.957,464.29774103584214,17924.6735877673,892.3020600578491,-45933.553118284304,-440.9986315877903,362850.11623726075
-437.7896753125652,-2.447006427320463,-45939.036546008276,31274290955449.27,479.00243206754016,17913.746005400444,909.5446249709291,-45930.62172251695,-449.0516203139033,590217.5447835332
-452.0873605771165,-2.437839342717828,-45963.59587973534,34291183110214.51,510.2290264246183,17872.7781762063,953.5885818839154,-45930.33534562524,-470.4754330570591,653417.4078135975
-486.472917126911,-2.4317371435155835,-45976.11929368164,25121125413350.38,503.45285752357563,17850.520108698678,972.2641721993652,-45929.98912104554,-477.18729421711544,360279.4131348899
-489.455551642729,-2.4188538145126155,-45977.07872368829,30353840382691.38,509.73945781581807,17844.033035246397,972.1950932388863,-45930.26263638906,-483.54753724500364,429934.1859782618
-492.83668670833725,-2.353561683450241,-45983.1371352222,22437470299081.15,510.7154833685322,17836.672857736783,986.6811379512301,-45932.35180819382,-489.65573541709006,423333.11268943537
-501.99680580104615,-2.287928508560602,-45989.000549089884,31998994144597.34,513.4942001121251,17839.990699328813,988.0000689744304,-45935.10780978374,-489.6049115572782,638380.1929987272
-502.6770157452226,-2.3153652906264783,-45983.37777064008,17198971237177.326,505.6030179601073,17849.65796566695,976.019329384324,-45937.15528527902,-484.0070264265683,250135.73293856383
-495.1689832628887,-2.2812806301333963,-45971.04313103022,24559188184626.773,495.64154143697635,17862.858697266853,959.532276705672,-45938.824952796,-470.11033104371654,518914.07849618414
-480.9542757286426,-2.249475618398978,-45972.54087906223,26225804583914.36,504.5046002551931,17860.40205200782,968.8398887139983,-45940.76502399162,-479.50029844937086,576052.2617334884
-480.03011125736924,-2.21528125076498,-45973.69115784859,30565736026546.156,511.045319846495,17849.36188290568,980.7357835748678,-45943.68485473781,-483.23429631310177,407669.39546025405
-493.46316857214094,-2.17846671682788,-45988.32635503115,28011782740324.41,522.2410901079147,17826.284628330148,1010.059076243072,-45947.8372678066,-499.0498517092596,442640.5180668158
-505.7444949902773,-2.136100541465387,-46001.81127342737,32073653259157.836,534.90141730922,17811.89566323409,1032.1398651659188,-45953.579274882635,-510.39083299871334,417098.01673388196
-517.3352392479495,-2.1017249573273595,-46011.93144485971,25479296149683.67,547.988042599968,17799.887895707692,1049.6265920504216,-45959.93661368996,-522.7493287060337,381771.2783722647
-553.484280011054,-2.127215798987525,-46034.14250881913,26748862952100.457,552.6462049349722,17823.728148489907,1044.2685125602936,-45965.36595030599,-511.5380001201818,357499.2702046315
-517.746808790263,-2.0775375483081615,-46005.626174578145,32812352351155.07,529.6312942132154,17827.116539441573,1034.286291604587,-45970.85689788677,-510.7766794446322,522035.8208532818
-525.5205774538993,-2.016946739444112,-46003.175219869256,40551150191913.805,527.1378134175462,17841.105460892973,1019.388884794255,-45975.79998500321,-503.83662952623683,928317.205500441
-517.4512006260511,-1.97186828525962,-45994.47707929002,22868549530850.586,523.2254134336594,17860.748997606846,1004.6290135719042,-45980.36889441706,-489.72626648784944,213162.66229409966
-512.6254232758305,-1.921965954774567,-46000.96801224314,29792673714420.504,527.1046223254242,17859.93743551351,1016.5442007550694,-45984.16932632611,-503.2817159548212,726157.242820645
-508.12367396245133,-1.8108754221800603,-45996.47476814712,21187478197393.18,524.9274941265434,17853.341695410956,1021.7222185704354,-45987.085008185786,-498.9886556331596,331099.77958457277
-510.9714696665234,-1.7192408282085805,-46008.38207244591,26382516663544.074,541.815536686895,17847.949591114462,1036.8743670128038,-45990.911785524215,-516.5602272468998,448828.7946714619
-525.5255561177177,-1.6363330354416439,-46006.22672590123,27614844688968.652,529.7329419328393,17842.34930229755,1035.2160570726553,-45993.43114499952,-512.0099359612922,483792.45824302064
-516.4915631750722,-1.5871302058711063,-46011.185682508585,31566784334640.38,541.6060179178745,17840.685066857404,1049.138475551902,-45995.738807540394,-519.0412613830232,563977.6521095444
-525.0218812947654,-1.6284476173340232,-46019.50938607982,26284206377272.895,552.6648749242908,17822.396842829676,1066.7036163915436,-45998.26516826169,-529.8148824415155,434672.814973324
-552.3561977675556,-2.0045623611503043,-45981.65494551462,32591764321219.76,500.66273134206557,17868.06045499593,970.1772822821913,-45997.80894632826,-480.52922230515446,673392.8444075066
-486.0982726745833,-1.9865351176190793,-45966.11217940684,29672503543370.875,488.6703748697166,17925.235928483384,955.1450366601139,-45996.91226823015,-472.21796539346684,316094.18604022916
-482.2346221072505,-1.9785850482741718,-45968.084974944846,26667128246614.566,488.7668364811964,17929.639001482665,956.5504719671569,-45995.97918365287,-475.84201776454347,846445.7338653412
-481.82035578870233,-1.9352033812589167,-45966.89631895823,25781726931656.02,487.97439915678234,17936.431843593782,949.9012589934812,-45995.250691041874,-472.0654938140312,354425.1956010997
-475.96669180432673,-1.972927300041302,-45961.51521314794,36140456143487.055,485.7817126334693,17944.437099212395,938.9851236831897,-45994.505914051304,-467.2247804723557,863365.9722566911
-475.81152344865626,-2.0246485326835653,-45959.98427402381,30975080799467.965,484.544307230294,17944.893149828134,939.9451760228201,-45993.797647262065,-461.47234931895247,566535.2699012761
-482.049789212996,-2.0543637922182465,-45966.29991652166,38897986143684.71,489.5706832435273,17953.031814200924,932.2911027351491,-45991.975093277,-460.1291473096381,658303.7459563847
-469.0712424159707,-2.0597891214735067,-45949.62657883847,49612314510948.125,473.271782568342,17961.69014555391,913.9299980175556,-45989.243725700755,-453.89751976372287,808891.6060008745
-462.5693149135863,-2.075012338835884,-45945.86457599076,30187742247357.508,468.355352047763,17967.524333712237,907.512292911431,-45985.838630815524,-448.6294711109759,566478.6754003753
-463.2854127261196,-2.0324859666234847,-45942.04967483998,33687073112168.445,462.083272858324,17973.44157966789,895.9997551645715,-45981.57409408865,-442.34183359710465,560910.2355398826
-444.7400974472487,-1.9979266692300874,-45926.23411944383,25994755180854.816,454.10185242459926,17981.9295471012,875.9967286085653,-45977.78393067372,-433.37090372949126,459649.6942781272
-442.4362207653268,-2.0126560295908833,-45925.14399951194,25418021734855.46,447.6254405742838,17985.637872916388,874.0148055202272,-45973.72077052609,-432.44673925821786,560686.9218459249
-444.9089571284196,-2.0096921639273395,-45928.77427521279,33052209720406.59,451.246381280474,17995.889519974204,865.4950670611479,-45969.82071347959,-430.1513677936522,680839.7186249131
-447.49060176253795,-2.1883817328632786,-45911.81985046819,29433338858663.344,430.654420283627,18028.804319972045,815.9729203934171,-45964.64072494312,-401.20873546322264,598136.182756019
-394.8387425520235,-2.2259870929268546,-45880.1067991672,36778928518039.55,434.7462596092988,18038.007529547416,796.9361695068142,-45960.19685259664,-384.6463804943187,644703.2415894573
-438.61364417449516,-2.2847548948356278,-45919.02231745868,24238900823782.6,438.6223568361772,18032.58388845371,821.0453490469697,-45954.69921493635,-403.82460841109184,468164.1263786305
-406.80454615067487,-2.3006410969103817,-45889.61604706017,32240717450958.625,421.15761905020486,18028.66037348724,805.0364555392009,-45949.179328872124,-391.4795965849461,602689.7700925348
-416.0262762081355,-2.314587266253045,-45902.66325792902,36839574010251.65,427.8228052369645,18011.30854173713,822.7876739390517,-45943.80600222405,-407.077335439053,682159.1125044605
-413.19403882849576,-2.3128972988934966,-45897.58813249924,18445478191697.03,420.5747004948113,18006.29344999132,818.7317224817372,-45937.79722174509,-403.874395049275,364140.7421670187
-415.1911053526145,-2.258868198472441,-45899.396009798256,18964889005545.242,420.41600558560276,18006.13127024322,815.1207391031835,-45930.98490567028,-403.31948147785937,353048.1046052823
-407.83429978376154,-2.0615547734788815,-45887.08730072912,15825524732941.102,410.2875363802327,18009.376563146645,799.6099194215712,-45926.936007320044,-394.3568493832765,279248.2112465956
-407.2729554382473,-2.091840891954413,-45888.62653762628,18928787448717.637,409.51376904513745,18015.684530957522,793.9541573239735,-45922.78297191827,-390.56995321647616,406527.25493322813
-401.6566077625448,-2.1127499830557324,-45882.945674765266,29292048910469.53,406.8989333188969,18030.11274148878,776.2589488920788,-45918.37415766283,-383.8892087052843,522951.84961864364
-392.43881914727336,-2.111756831907466,-45876.43399737957,21517512308882.965,398.2412443831854,18026.732288407835,776.0079412579057,-45914.12040804091,-382.45161952774794,444880.3870925027
-376.92571757807775,-2.1224569503212103,-45878.41094180409,33731706240831.12,423.05469740930596,18004.779579620506,797.393791689447,-45911.43587102121,-390.5813626543931,455320.52488877176
-418.09926735548356,-2.0866486532611743,-45911.51075842281,25648376869740.844,436.0344888722859,17963.0786786568,841.9248278793241,-45908.80760327487,-418.51477833998644,368175.1857235248
-426.40803493526204,-2.076373797323515,-45907.670963952936,31403049282934.617,432.70085855727734,17970.954620012682,822.3953967190344,-45906.0878007198,-408.18301369536886,543096.1186587164
-412.92394631635256,-2.051852222057076,-45897.30911988109,27548897887763.367,422.01540133723415,17978.388378710144,813.6995380273825,-45903.62496982326,-403.87128338438856,367393.20893246605
-409.990683550066,-2.026589401953785,-45896.518756999925,24849841040658.094,419.93473474983296,17971.13716877654,819.5307980245755,-45901.51074911617,-405.3804408543132,487018.9119786455
-409.0250302136402,-2.0859893482048166,-45908.37731188216,26291192047720.2,437.5809863208478,17948.809502098036,848.2722093590148,-45900.65592291078,-418.59775607029155,400097.5164397574
-436.99620076652246,-2.08815079207374,-45918.80450091663,26365627686428.016,440.12114208981353,17941.17940535154,848.3475116492668,-45899.80789050706,-421.0684179901269,290695.22973446135
-418.9566347538612,-2.06750667653556,-45911.44437623856,42227033376798.78,443.1508664675797,17935.26330403024,853.5659811081566,-45899.69120307382,-422.5381610381565,810608.6172495461
-437.13435868748036,-2.052217217038619,-45925.0454634572,34502847455534.285,447.507197308599,17915.516254212696,874.5900486355674,-45899.98001743636,-432.34094265207875,529235.8638689441
-431.85137404327855,-1.8575921635834374,-45925.987260696165,36902404911978.28,460.8583141146945,17912.00358985936,878.8617421916756,-45902.00690408231,-437.90356224740896,581333.8301764014
-447.75571561086286,-1.8304790899110357,-45931.75421295237,41761849485698.875,454.49081053540453,17903.509201197186,885.8872591722852,-45903.14442504263,-440.47172300035277,722909.5297259548
-437.4160680818663,-1.7722903068619713,-45929.15597277219,35514300508880.9,461.26179332830327,17899.585807313706,892.8279314236577,-45905.58801547795,-440.0703182300017,474733.69491453085
-455.7703271367097,-1.734252104567128,-45944.451880132314,35875152195968.98,467.3689542787608,17889.621658043936,909.1272469874947,-45907.700991519094,-452.37072952610845,463512.88619888225
-463.4273046449414,-1.7242868870426993,-45943.68537334862,24457951510692.242,463.6183608689689,17901.823852341684,897.2954524232861,-45909.47619633681,-445.5800395222624,396003.47065579385
-447.07052700286806,-1.673285252470139,-45932.992655577174,28921912912307.82,457.14194901865346,17906.25976027315,892.9482491326003,-45911.44001990772,-441.8087016798942,433467.7530150949
-448.262916987353,-1.6274297397826114,-45939.438988000256,36501638119670.98,465.1482627714697,17902.1603076852,903.3727413908339,-45913.868000157534,-450.5379589079939,482560.7498665534
-447.0995692084752,-1.4353799870136095,-45940.74485003093,47284399707148.4,474.1150437525679,17888.0583543102,916.727592194793,-45917.011352164736,-452.01703695068284,441625.0067525136
-474.31429760408935,-1.4357058656168344,-47531.40218827088,44965148719967.59,503.7291876719969,18454.30695510344,977.6711584776051,-47494.29939360707,-484.6890175306451,633595.2201747214
-486.3455463108926,-1.3899338872328673,-45968.347392016934,25809089844919.49,487.2110040379752,17863.288687829252,952.6314337648455,-45925.56303704998,-473.5653162892964,377816.66849633725
-480.15789696203905,-1.4112856619374805,-45960.12637338696,34317032023956.71,482.17633025171136,17877.356747216043,937.9968589152556,-45929.602392961235,-464.49792481020324,594454.6187371389
-469.0940612918044,-1.3818236455833839,-45955.19231009869,38445272271467.375,479.9877926149136,17883.516344641925,936.2686402373256,-45932.31571288113,-464.19298165133193,595665.202838581
-469.6388100912576,-1.36696553638475,-45960.423018772795,34769142418193.254,485.1033696882248,17878.92588685811,947.6633496071518,-45935.03401146485,-470.3105148180777,443213.8773592119
-474.82242890341894,-1.3485294555889278,-45964.93493285814,40857873302552.77,489.8839241754292,17877.80343100829,951.5056334089306,-45938.4189323894,-471.0199744121866,518844.8674751555
-479.6984077804744,-1.3619561095575103,-45963.600028621855,41238376680932.984,488.41210668414186,17880.63370303296,949.0028176186022,-45941.88288960207,-469.79190400367065,498728.4747267904
-483.4799103948049,-1.4146939140786126,-45970.904143331965,36753940422249.05,493.0308545972512,17887.327780757387,952.5057225034334,-45944.96644578237,-472.29264535074145,239239.99205038516
-482.865875190547,-1.3912220951292136,-45963.565800308104,42283347185878.47,483.97176089118864,17899.76098703212,937.6962720872252,-45946.819338500085,-461.38522270213207,517396.340836435
-476.29196450712305,-1.4102795718216852,-45954.22873120552,41606890031362.305,473.6441451330862,17920.862043805664,916.3450648580864,-45948.44176057188,-453.57390661553285,501331.48779708263
-468.69742774094595,-1.5058275728360428,-45937.21518482808,33763988888786.55,455.6317543271001,17957.508723617277,873.8003080873884,-45948.285866161066,-430.9054279178,421164.2701409653
-440.08753610904,-1.612379040633501,-45915.3837439848,38408057233454.625,441.4643440991279,17989.06004325981,842.4805712280427,-45947.501726609684,-409.16941146437114,570567.4414708125
-446.6110378213036,-1.668747038668577,-47498.775845442586,27953969650258.566,461.3826475311916,18576.800766820194,893.2267967893315,-47520.83695934412,-433.7886179157988,484157.9470730358
-440.7909798177017,-1.6581313727024602,-45920.393524451974,22051177473038.953,439.2332803755487,17981.67070993466,852.2976665004427,-45945.873029347036,-422.42925276713095,401728.2990405411
-438.40889662496727,-1.7176153025444294,-45904.9337360745,35562596727930.195,423.70296092731473,18018.555141563167,806.841013729012,-45943.13139327667,-395.69382806281794,552245.0509885257
