Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
-359.37077114530223,-1.0044912245781406,-158506.87426296464,18543368232342.88,364.29446221728296,17334.48607071559,714.0558194951777,-158502.05940607644,-354.86019063062645,396441.38034595316
-359.97265603905123,-1.0018378942985642,-204044.5940542858,20768504411059.07,364.70860999621664,17332.8056837786,716.3329654939798,-204039.9747136746,-356.7716419180125,595962.0523862897
-359.0038910377388,-1.0124267588350848,-220586.99065643366,20914794715846.617,366.3963177608156,17329.25605767292,720.7993900021718,-220582.30148858068,-358.3941528945146,494035.1892377804
-363.87231301435554,-1.024675272012248,-229780.10451002794,27742730678340.207,367.21275935721076,17329.671996474295,720.774793032117,-229774.1267795193,-358.2933942220012,546660.2853649274
-361.2410299165726,-1.0092328853881207,-192448.95929663378,26081903274803.633,365.8977105063928,17332.293569334204,716.7723029410417,-192446.71278571666,-354.9557631949957,474087.90868494695
-360.4208839572173,-1.0278187276899087,-349797.071782065,44591530913766.625,369.5598437286987,17332.74388175539,719.8795225919321,-349793.3871633595,-356.5538253759615,766421.6523146189
-361.4538085249978,-1.0131113337873148,-286602.96454179776,38000565039193.68,370.0280752068491,17325.773531220926,726.1382660747149,-286598.61658281705,-360.33079385002895,674452.9616522449
-363.4273449355945,-1.0076943098544082,-421326.59578924533,45777135869561.25,373.8880214112217,17320.526643134697,732.3380360991738,-421319.9221200674,-363.6165637955938,869665.8058022701
-370.22855533024705,-0.9893027327205322,-223264.29379614198,30153698346020.31,373.5738914322094,17319.11522469651,734.0516744044932,-223255.2568174828,-364.5463588985664,647808.8260358268
-365.45051980985545,-0.9684847375349627,-259898.83948187943,30582687074830.57,375.20381113463156,17319.096776444316,732.3959723358691,-259893.59369644808,-363.2402005188526,596186.6569650935
-367.4717684153775,-0.9483940243750411,-329375.141785957,38114140315403.41,377.33159721888455,17317.66835010921,736.0735157080887,-329367.4953140221,-366.1888734350528,734350.6967288515
-374.83144856988724,-0.9644494590114181,-349337.81301187654,32577151341396.047,374.54962063588664,17322.718937113183,732.684171774161,-349328.33432497794,-363.9995949256629,740602.7794180966
-365.04541067654435,-0.9560069414777695,-268654.69033166935,30365269161627.613,373.73910602022767,17324.16800638588,731.8016443425583,-268650.9936367406,-362.75566984367805,599204.6530645153
-367.30492390765676,-0.9712867514480233,-403116.78318192106,40371350892251.66,380.3876966609262,17320.143457500617,737.7080288205814,-403109.64191100665,-367.0942197424891,815412.0684290443
-373.24020241676817,-0.9987975803445635,-186304.5487539951,24471676201586.25,378.9126193302341,17314.72743213551,741.9819746293691,-186296.26624293998,-367.79656695971465,523544.9993934619
-372.65950647915054,-1.0061114633939707,-209977.10244077552,20778749999393.637,381.6523661754875,17310.91888620101,749.0823493766754,-209967.4389802525,-371.26385069032193,511019.8917590831
-377.7174436648034,-1.0059041307461654,-245408.32138082493,27741543534031.24,384.14836593796946,17310.33228539715,749.0282656774588,-245397.03463140922,-370.92304929799724,581572.0724085408
-374.57332855883107,-1.0192741908961234,-279282.59508702,26942235225450.574,384.2817230045313,17307.599949967953,754.0986495226574,-279272.5158487984,-374.18807481098577,746295.4417122009
-382.91273862901494,-1.0502637162767783,-266830.56643757614,35478890776274.82,387.0199881046006,17312.057611128526,750.417846311033,-266817.10467144847,-371.86543923503416,675084.6551496314
-375.03933741920537,-1.066690956702667,-204981.96161602138,28814615796852.367,385.4863818391397,17311.630592297606,752.8910271976811,-204973.13178533892,-373.7761496498282,628049.3392253153
-378.478764340353,-1.0799312333228688,-244790.0098599659,27795224515969.78,389.0203441030278,17304.63481305944,761.1796134080532,-244778.2527305415,-378.79185709773645,670978.6901663329
-385.2578967317639,-1.1055070071933142,-285690.91704176675,42783827462908.94,390.4724543833676,17305.719916431884,758.6219730459159,-285678.9613214441,-374.8578236341629,730173.5251317843
-383.70621317505777,-1.1087247460078673,-210603.92584684415,30022758694438.082,388.9106949594103,17308.0405567088,758.2333112841472,-210592.99701297763,-376.8552161422221,642664.2817398636
-384.5712560134888,-1.1269472975402834,-266477.6851176388,35787560926459.96,387.4148731961419,17316.027462513932,752.0488032350838,-266468.2850002786,-373.64131083808235,656422.9598222894
-377.98964025510804,-1.1321549049271111,-223477.31244728708,29935653478757.5,386.23762664743793,17313.84297817715,755.4468894655975,-223471.82643391777,-374.06064472516005,598619.66720978
-378.71925158371954,-1.1298768121660618,-277916.70385457535,32464103929160.0,393.08699376057126,17308.168949775336,760.6168465871623,-277910.0773048943,-378.23546178113685,574243.9759983678
-387.77449275230356,-1.119977409605319,-228524.59514419432,24255371924991.945,391.4911541973815,17301.72847899919,768.9172867590066,-228513.57310855572,-381.5953189859026,482879.1130276216
-386.4622592173354,-1.1184578728227519,-179979.3230691682,22576437004497.87,392.6861816882937,17301.13663367703,769.8620474883378,-179969.35625836242,-382.92444441596876,427916.1367733095
-389.78270200020614,-1.139341757898651,-217764.68393301708,24206055835489.53,394.2131201004266,17305.044523060125,767.6729171534664,-217753.9733602162,-380.43511250681485,502152.6744016049
-382.61179618214044,-1.1472462959086716,-222124.42649232264,27343249264649.49,392.7995351948713,17303.37854566119,767.7507087756276,-222119.10058152044,-380.5403164148803,496304.0560046417
-387.835392479367,-1.1890657227660661,-442591.4809891987,35622368315813.05,397.81598351537167,17298.589770319184,775.8539286634787,-442581.17726658174,-385.21448159787195,870492.7545961372
-390.3116850309014,-1.1745833036245088,-321504.9692989033,34807152802109.953,398.6013084629023,17295.85046635745,777.8139811929007,-321495.48990817583,-385.27893751337683,778232.1308653308
-391.9820563768473,-1.1792824975716356,-199185.96567246286,28644799061242.383,399.1132514239813,17292.556811465794,782.9937178326799,-199175.73437014173,-388.6069371966862,532279.8341984295
-389.5635518874895,-1.1697513078245145,-573327.4284843223,57704581354143.26,406.5241999618583,17294.026491403507,779.4326396319243,-573319.2962592724,-384.4387879940374,1154761.12770817
-397.75715823156617,-1.1685433895168704,-260331.10381830548,26888823579006.215,401.94634821582787,17290.97997174006,785.7008662838848,-260320.1710207706,-389.25297809691904,648606.5006391043
-393.68206262647374,-1.2048240484265174,-380474.9277407821,42455633091889.66,405.8892721505057,17285.508723833424,795.1250620032899,-380463.08107690496,-394.00567577466376,864078.4524141755
-400.67130648497846,-1.207402180433176,-399764.25839319837,63423588050075.945,410.68123607562694,17278.504492226995,804.0349439693218,-399747.82102343574,-398.57982315773404,1060802.2308010436
-405.5139460953931,-1.200338373863219,-288571.5096937419,41626208764084.7,413.14241482628444,17276.58528729434,806.1365031638175,-288554.08666708285,-400.0830536469225,809954.8193161213
-407.4296944438129,-1.1899871152226091,-306712.7145355557,34543089546469.65,412.66084764147786,17276.568189223446,806.7989914355932,-306696.0991711528,-401.63221823681556,758554.9304502854
-411.2222212423126,-1.2101564357075605,-323053.4871070236,36474901242815.35,412.66603374962193,17287.83002773409,798.7642281752435,-323036.92656719254,-396.72171469697275,703885.2201101953
-400.54269100300553,-1.1977242605106286,-242166.1784587133,33335448105409.523,405.62255801738206,17289.260008483212,795.1019467784192,-242158.40551982695,-393.8330524607254,783519.2091012208
-397.6700316147457,-1.183802518227987,-258653.8897730997,29948745888098.418,409.2876547300559,17285.617353547626,802.5561622756697,-258645.62185723466,-398.3434848008829,564742.7215377883
-403.78489764016024,-1.1907990329176352,-375986.96977070323,36109573467444.49,415.3072445401379,17277.24305310966,810.9046109914761,-375974.90232679364,-403.25621095850175,820746.3322075334
-411.73638682116774,-1.1904142923870407,-264101.86081656156,31746316061261.71,416.21999957349436,17278.223723420313,811.9836178344797,-264087.22443398286,-402.7427862522388,632122.8188414971
-407.9552694605851,-1.2000863808748128,-247086.18220780356,24598764677358.582,414.89976461453244,17279.167258008707,811.7492057463676,-247075.16143164836,-403.5273703271775,528180.9054034741
-406.428627397489,-1.1991067733572462,-245986.7413578398,30627208223658.67,417.23129066158816,17274.433061575284,818.6938490748335,-245975.80893074122,-405.4632704100999,567122.7060925389
-415.64700871083386,-1.2115109636886086,-222296.94904758848,30073768955834.01,421.83729556611496,17276.319699056417,818.814907656368,-222281.65558510792,-408.0059451458785,567805.977809258
-411.580210878772,-1.2077833303820427,-186842.69267429048,23912804143622.715,416.85715000262303,17276.59462310203,818.5898305629152,-186831.92464682006,-407.5236370884799,529094.1426048389
-412.2910040435466,-1.3426967374716505,-209820.56569342746,21926010288668.035,414.75159009613037,17287.05541020046,805.1797402984957,-209814.897277226,-398.0960333551515,465520.4237314428
-411.0223338169883,-1.3715523425823017,-215870.87948990014,25830782404074.41,410.69160829191503,17302.786433416222,794.9885932718416,-215866.8168779982,-394.60578257419195,495183.7787358999
-400.65945252350656,-1.3367314871348883,-203963.64409226496,28524517418332.805,402.9450444698575,17307.761133409782,788.5099588037502,-203968.2956608339,-390.5969209788253,533305.3952940416
-396.0605599958629,-1.484416815513157,-318203.1735383008,33016786901214.227,401.7715022841135,17310.666880382116,782.4358407708964,-318212.76287452097,-388.26539493176955,684071.0274674433
-395.01178075461354,-1.4902203679155914,-197581.35788214664,23561427813445.22,405.0017067852776,17307.955632385467,789.5701474829166,-197587.46059786156,-390.91327357561363,478317.18164153496
-402.9515641486673,-1.484809227076087,-166352.4386668747,21094701737686.7,402.83391358105604,17307.84606010003,788.8390544091211,-166356.41878261347,-389.21667533991047,441344.36501658184
-393.1849371172349,-1.7759042305132735,-220016.77016335208,23446287173301.832,387.2859613651322,17320.17980450074,757.9058455984791,-220040.16343770656,-376.75519834230073,541504.2418464903
-381.51263760463416,-1.72484509948625,-247683.0155852627,26208564256325.637,388.42838690201177,17330.469204242534,763.3259213071062,-247702.4015538543,-378.0265357101901,542629.9086360864
-382.8350951813723,-1.8630916182318236,-277157.8865875142,26936077093561.06,387.3622712421093,17329.976264970366,758.3598523228627,-277178.37515974086,-377.2197254574911,586175.0059537516
-383.1693768948874,-1.8699841470173197,-313717.02280343144,32053779563194.406,389.97162451116884,17331.46282341255,761.3431980763689,-313732.7939435157,-377.5516363787116,680184.0531764582
-382.6584711554371,-1.8588048891437754,-239335.8359842063,23216671125601.797,390.3116850309014,17327.609944623167,764.338990489421,-239349.69126481123,-377.9242952924926,466825.6880098084
-385.018446710026,-1.8246595966786252,-178831.9040510185,20544893954176.785,390.64211420693795,17325.31493466087,766.4605532439009,-178843.9247829111,-380.90260311237324,406413.0703680503
-383.0038659578322,-1.8306809520194842,-239652.19179144246,24718348613845.555,392.5142992469474,17318.592532822666,771.1674649954596,-239663.7944489314,-383.677170969451,479900.5606612334
-388.50099241602874,-1.8132778136660601,-191599.58369090603,21811718727184.906,394.04494202204023,17312.92318316289,774.771958330107,-191607.61789851193,-384.71291085308115,403112.5850352337
-388.87068783944176,-1.802528989534474,-218159.80832640565,21564385671657.52,401.55961272279865,17311.60939996703,778.5748573448949,-218163.34484468,-388.3491135346667,439616.78790072136
-394.0501281301843,-1.7799172516100596,-223374.72085598108,25128601750913.62,399.4429397274259,17301.456311871847,786.5651682497237,-223375.00364704945,-390.5813626543931,456528.79955672997
-395.98884352895647,-1.7729359037787127,-312077.84713275963,35507925245430.17,401.80706416853,17300.896636817673,786.0133663431947,-312076.0164736284,-390.0938684888505,763618.1882563119
-393.7078449926757,-1.7711921480317059,-226698.59091546258,27105232002891.586,403.9852295890397,17296.065261175812,791.8194366722594,-226695.36463758617,-393.2499857308135,545857.5533058462
-397.64736091343013,-1.8000706200222683,-292080.4371318734,30717467721807.234,409.60771168980426,17286.939319277422,799.0456115856889,-292073.3699852619,-396.21051260848583,639491.9057889488
-401.6886727283269,-1.872556431775928,-239582.9772512791,35667995512803.95,418.44261734952465,17279.51804413826,807.8665888406795,-239569.70388905154,-401.0773046654001,625940.1283544196
-408.74429877107576,-1.742544452718574,-280779.2295875218,44317445929965.82,418.96937776244386,17268.797421352887,816.8908615349178,-280762.6473771674,-403.715551965548,723049.3018087243
-416.86737404439276,-2.0243785787801927,-392749.03633116983,51822352057377.266,389.1707412392058,17299.348963455697,756.8066870209727,-392757.86786585924,-369.73765315078106,1234775.9824646881
-386.36594578037403,-2.1689784084217534,-399754.56135879905,46801016202403.914,386.392469019168,17342.60130909571,739.3647681108345,-399765.9356052679,-364.7893651087457,1161280.2325516262
-369.5168731183621,-2.038145129679288,-411719.83350484446,40023393821567.06,379.67645897259655,17350.36827913667,732.4266444611783,-411740.2020557112,-362.47636087649016,894341.0644112821
-367.4514685063564,-2.0781426455556367,-389923.857244714,28294497599433.31,384.9825884765728,17334.439083488993,751.2891124792368,-389938.1100405082,-371.2838542503062,658575.3589645054
-380.5481696643556,-2.2781151683673966,-473628.90055055695,39089080524054.0,377.6738803563932,17331.34533670905,738.5939642661069,-473645.88916657167,-366.52226610145726,776186.2200167399
-373.21071568760607,-1.9930228532106586,-552859.1200756324,37010220357861.086,378.72443769186356,17337.28491682094,744.051083604335,-552873.1533508776,-368.6419025871982,798803.3040909577
-369.87323283511904,-2.021685915568123,-707602.4779940215,57793443214030.75,387.96460065941346,17334.59077939068,744.6525239745288,-707615.5644711377,-369.64726669455587,1195228.6868739906
-381.8273602817202,-1.8854554423338654,-289218.1659415818,38093784560606.41,384.8959063833076,17330.096370945706,750.6882648071166,-289225.47920606844,-369.5272453346503,802106.1954466598
-373.7626657686535,-1.8934712551326904,-270460.92786796833,28387366558016.324,386.26429806075026,17327.08230163445,752.3481157622559,-270470.923795067,-374.0939839918004,595257.026402837
-376.3914298996237,-1.9068966441960975,-362753.6930897635,36951326285053.805,391.0532984955035,17318.07086748454,762.7587092506635,-362759.33761282393,-378.52366121942885,763641.3286598749
-386.9244155402312,-1.9329467837051695,-427217.40416189376,39625559128681.61,391.15924327616096,17314.616318294615,763.9833716452563,-427219.1097246878,-379.10820969452476,927476.2021252607
-387.6162423666504,-1.9774491498445521,-491312.6843742865,47275659230376.555,385.2248538141601,17325.54839903355,750.5070473711111,-491317.72530844616,-371.3557188917311,1075630.1110316787
-378.19145394917155,-1.9860803832693297,-318465.0979301171,44174702465661.44,381.9990945485481,17333.75919355403,744.7595059768153,-318473.9161661435,-368.9449194773303,824018.4253199905
-377.0605860247273,-1.9697995837180746,-225623.11655297776,28980956001729.51,381.5975416036787,17335.81509659939,744.0218932242096,-225630.5963285794,-369.1775534712215,756909.2541959473
-375.97935656394765,-1.9787577859772503,-214774.8244276819,37439307617016.766,380.8625959924047,17333.77303583013,744.7437994778645,-214782.42363194542,-367.1334859898656,655209.4870194463
-378.3151796720373,-2.001566187900185,-275318.75928256015,42250558174477.055,378.4132712032193,17337.206805549857,735.7786484164687,-275326.92432826577,-364.7049056332566,728984.5413352604
-374.1212481031865,-2.0189231970203387,-337829.6012200816,41892978055657.03,372.62927887739653,17349.610140502158,724.2423731117613,-337840.28949261754,-357.9859320963171,854393.6218374433
-364.6306701995371,-2.0053563320472514,-277006.67819584796,37087447453405.17,368.7330299160154,17355.021630985262,716.3654157135097,-277021.7738453464,-355.42103118277805,785811.5248299217
-360.7526467039195,-1.9395166716107424,-314731.79055964196,39254963828273.36,369.54873063981853,17354.412498670747,714.9024886933266,-314744.99057548295,-354.59718086046286,731090.6094447443
-363.2756142287508,-1.954795072928106,-362816.2569225074,45723418158377.67,361.2050235086009,17360.449667778965,700.2440281113702,-362832.97160088125,-343.59596374170496,857951.1901969392
-356.1419002148039,-1.6868467598220156,-362073.0179834384,44730240410704.73,362.04517302794034,17373.652362501463,693.9886926425104,-362088.77071283874,-341.11255881328714,1045513.1319600296
-347.01183091442675,-1.6487413737981944,-394185.29663023364,42367505572454.21,357.7999730757225,17367.36897249615,694.9750904115127,-394207.07035710197,-342.3135132849355,955853.5427476892
-356.97671545148074,-1.6822070875898558,-265118.5832416273,28073030106995.543,359.1735508613092,17369.215915508146,693.2998293064595,-265133.4527027235,-343.9960349413904,667854.4628014341
-346.9869375953352,-1.617245634886689,-260281.3571872424,35554965765435.984,356.3523080309348,17366.790063306507,693.7775439537877,-260299.93456748704,-343.7952584689557,707529.4943966992
-351.60361106518695,-1.3944128543794634,-256401.02216913772,29649610188035.13,355.68255920775766,17364.792797277798,695.1886098925302,-256416.09374027696,-344.23978202416174,718441.5470327901
-354.56443429189596,-1.4265491970065973,-610224.5601611006,57404692715483.56,355.71515760180614,17377.02499173605,681.6258998741564,-610238.9371641849,-336.2361354126768,1373122.1902102092
-347.5550386988885,-1.4382548350296573,-323847.19428706035,38800243879691.3,347.8063426820983,17386.55365063986,669.7934237071634,-323866.683459204,-331.38934691574667,877033.7271617696
-330.33804870768444,-1.5723005637938852,-289375.7794943229,31933163195158.85,351.3691989770749,17377.115689857004,677.3775882570523,-289399.5373891235,-333.8564526471403,720445.4949996051
-348.3880758413447,-1.5616119698367419,-69554.97482375054,9769196757338.938,357.0753996807366,17362.153491540954,694.3345319684609,-69563.03288745391,-345.16735450935846,222437.44219823615
-348.04357008606,-1.570992328400079,-314333.35446576704,36381917711830.086,358.9075776007776,17351.1819010056,699.3739473393136,-314341.34485075914,-344.50427353950937,794907.9436134854
-346.4326167219932,-1.6069720935448573,-403368.5842906401,42028887090853.84,366.2148039757731,17336.145844306327,710.1220823806409,-403373.3325430823,-350.4312542755901,781845.5788151039
-358.60841324812395,-1.5996944946315068,-386087.3747222879,43839143790136.945,372.79227084763875,17321.59197493824,728.4280069075814,-386080.28053382674,-360.9271962865971,1027164.2467760936
-369.3014273686055,-1.5953139044360247,-290302.1325032331,40192163558878.914,375.5920283728449,17317.469695190943,732.0738409328629,-290288.7897953309,-363.3194738861977,884951.6056263391
-368.4759471265879,-1.6038059028227156,-210310.0994812159,29544926757489.043,374.8481922904668,17316.780044931467,732.4081226463779,-210297.16484593743,-364.16703213145723,612564.1418991081
-364.75765576180754,-1.625176915858423,-345293.78960329306,37857258632897.03,379.12524976414096,17308.00782025427,739.9819149799787,-345280.736613618,-366.9334503900229,855214.8398860248
-376.6064311258251,-1.619787861262638,-275499.73445322824,31849687419698.453,382.3910161497215,17304.543073218778,745.6962652821526,-275479.19950237736,-370.49630668499947,633978.3138362883
-373.55566596644593,-1.5885957443993017,-274462.20980752405,33650543780482.664,382.8207222530874,17298.70685075596,752.219500280283,-274442.76334668533,-373.55166525444906,703619.2290671328
-378.73806974755666,-1.5663435312671226,-257774.64737057028,36823042049218.76,385.4597104258274,17295.794099152212,754.505833099226,-257753.96694938594,-373.86801785123737,705002.9434975589
-379.70905736664486,-1.5572444483670127,-291126.22879524884,34159076835694.867,387.70381350702587,17293.792951587584,758.9506241277318,-291103.7777256132,-377.29899882483613,725628.6680451296
-383.6133077520197,-1.51339961098554,-363453.9324186259,38178556670790.25,387.73493015589037,17296.85826007333,757.5275560529985,-363431.6513422065,-376.02840232953884,787661.7185661024
-381.1264948096787,-1.478491831677913,-280346.4714065937,40210686047759.94,385.7693951692875,17300.681545764626,753.4932084404669,-280328.5140626213,-374.3006874449713,749647.8657174429
-376.28311432667175,-1.4417188454309227,-336454.1372787147,38750867194147.09,385.0396356661576,17299.50714023745,757.1860137880818,-336439.2357378353,-374.4518254537413,740441.4206281336
-379.87204933688713,-1.3867624440832802,-523067.2622190943,44419545164099.06,389.8723475838394,17294.855592367163,764.4879058804148,-523049.85293562186,-379.9098338390797,1008151.3139113697
-381.6937068661217,-1.3825861846532788,-376774.52739070944,35202727263911.016,392.74841498602257,17289.60212923377,770.5076438650156,-376757.3075113151,-382.1954257854308,827752.3286277639
-388.75926060160344,-1.3742867209048633,-167141.8430705749,10898630577634.11,395.417038062443,17284.502890091826,779.1271037749793,-167120.8878967898,-387.40524185244584,268957.31562848657
-388.4346102317846,-1.2873000599469355,-529588.8740712147,38067259904764.195,400.5216502213926,17280.954785380083,784.9253208545686,-529568.8603242324,-390.25537871390867,854302.008433571
-398.551077301164,-1.2317994877003369,-342353.8700967675,42731334803134.766,401.7981736974259,17281.499002557648,787.2236558095024,-342332.2166876081,-386.3850602932479,855302.0057431745
-396.8381798684367,-1.1514523107032253,-305795.27644654515,41502660572009.58,404.00449227643196,17290.817993913384,780.9062352174323,-305775.6003892902,-388.25724533325746,804017.4620551635
-387.03480555644074,-1.1758199949255819,-272685.0898341583,40896109639675.99,402.23084329115983,17289.224643297435,784.6100054794091,-272673.5651905533,-387.98682683717374,749819.2789895596
-397.1841673689055,-1.1553587441127338,-336075.4031038401,44959018059984.586,409.02316321470835,17281.362701736445,795.9207591671088,-336056.88495635916,-396.3446105476396,831586.1192902265
-403.78578668727056,-1.1479456428171833,-227601.50938341493,27825497107416.723,405.81888925426466,17287.728616815035,789.1665200947896,-227584.47064736937,-392.0757026724775,593230.3051792625
-395.31464947022715,-1.1295808821320719,-203957.60375802236,33416277804948.82,402.18194570008717,17291.900128108384,786.8764829128864,-203946.95560373733,-390.4035532323106,581076.8991475534
-394.6392700153508,-1.113416410794245,-270693.5783727344,35643354199045.97,402.75686283148696,17289.79469278161,790.9961790480179,-270683.87701657834,-393.22479606268513,698754.62819865
-398.58011950677076,-1.128292588318233,-231596.29217691554,42133477787988.07,406.53086781518635,17288.40575725132,793.759485641697,-231585.3255215032,-393.8938040132702,709880.1961298408
-397.6639564594911,-1.1187263672121452,-304235.36401795974,44207582985451.11,411.6614105148563,17279.453284075913,803.6854002804114,-304223.8535620649,-398.5287029488854,746552.0303125351
-403.1959039295121,-1.1160616633924985,-296861.2983403309,35834927900662.85,417.0519994943217,17274.264543396628,809.3132166638385,-296847.00224053365,-402.9250409098732,680638.7078785448
-408.16701084738145,-1.1209293261847637,-439731.9431954159,46916108794452.13,419.0212388438846,17265.391319676582,822.2319602252369,-439714.28653458494,-406.8783370608391,947926.6613678895
-414.8591647964903,-1.1461387501461264,-422041.28149861825,46503709372117.8,422.92934176673776,17265.22186235896,821.5608778313942,-422022.0804888693,-408.0867002584076,962364.345009336
-415.8943119820467,-1.1770913868419661,-296687.46147708676,43431227405436.875,419.67987457818145,17269.94983072978,819.4166443755985,-296669.86534554657,-406.1945116584138,727090.6272747805
-410.2387869636785,-1.1538119354520238,-322053.2831772693,51463383007149.4,419.5020651560991,17272.79235265555,819.7601129092543,-322039.7758474772,-404.668314118873,923406.131744016
-409.94377149754,-1.1472129975131693,-388065.32747440535,38968386349246.875,424.1058474428498,17265.143996667433,827.7157509767771,-388051.6614867476,-410.8271879762529,797036.0420498315
-421.5861397574235,-1.1663256823587,-324881.3553711968,35798393253192.11,423.9206292948473,17266.346916279475,829.6632086721349,-324863.793912494,-412.4652572771872,784526.4607893486
-418.1511580718279,-1.1546436896639158,-313646.87748033495,38158248621781.3,423.36645659602374,17269.444480792412,828.9344863906339,-313632.2392085311,-410.31746763294996,736479.0159542861
-416.65800344989066,-1.1409459656505712,-303243.89275344746,37004103291482.76,421.990656192661,17268.64273709803,830.1394415742791,-303231.93921869894,-412.04370077233347,742898.7094799414
-420.8954983271517,-1.162526088638872,-304118.89662387804,36521669895469.63,422.4907451922678,17275.760909100612,824.8980643348444,-304106.3247198206,-408.7520038460326,680745.0024134392
-418.60338670199087,-1.1970079417723203,-252965.53817192468,30859196602080.137,415.70138875908725,17288.199313683006,809.8982096624898,-252960.38403243298,-401.4232921658688,621626.7740715783
-402.2103952076203,-1.209509830636374,-218258.60368655022,32933991430563.086,416.68156319831667,17285.192501126272,814.9602957346576,-218259.87809853937,-401.9989501698606,581924.5726097053
-413.29355283505447,-1.1871524179631918,-380451.9495773409,49270743720729.055,419.5568897279078,17279.42571714861,822.5671309858624,-380446.7350196893,-408.9009192370267,825730.7967041397
-413.28629228365276,-1.1524480693160495,-424599.35823471216,49298945567567.07,421.989174447477,17278.265949660792,825.4549041749992,-424593.9892421688,-410.17818358565205,949872.0013954594
-413.49151399163964,-1.153187090852402,-339343.31357470184,35631170062913.54,423.7761591394053,17273.272655459845,829.5756375317594,-339338.1951823127,-412.01925197679714,696629.8117681853
-420.79370243300934,-1.1270441449345192,-259298.35854169226,30046830134250.64,424.86301923188415,17271.400349432366,834.1918664780558,-259289.520487324,-414.6041564503204,477373.25646879134
-414.99696709860416,-1.133764862471502,-284060.95585047937,31389107154798.64,427.95986666648633,17267.156689492014,839.6922527756572,-284054.6073873257,-416.2162952105343,634693.795994276
-423.28066354986885,-1.1370980230460261,-419642.6323947264,38181028124645.5,433.4904805658417,17258.766197022698,850.0474289941822,-419631.0706704481,-421.1260578777852,799263.7963346494
-429.937107440043,-1.1173167690234078,-284536.0641080288,38913070113627.8,434.39138163772594,17256.737873039736,853.1104926385888,-284522.3501118271,-423.69614489946827,705633.8229426912
-428.34556493788676,-1.1137590326484355,-353177.2185236356,43621845347863.78,436.7725461484464,17257.302715851823,852.6764894741893,-353165.68624904286,-421.70542024473707,749873.9525473731
-430.1449962893609,-1.1008396293103433,-332450.6706117241,37582427332379.71,437.9697962571347,17256.44362821436,855.0741013564523,-332437.9775379542,-424.77781888380304,694202.1156107844
-436.1734765705469,-1.1027217324374727,-249249.56647923,39262293186297.16,434.09947783647397,17263.05670113626,848.9559754916329,-249236.62713941053,-421.4846402123181,610267.9895127795
-427.28211641931557,-1.0931837195008556,-464177.47963321675,75219177778643.25,430.1965610217648,17274.497014196797,836.4138915560125,-464172.8736283122,-411.6199216497037,930766.8642587934
-422.09926811464965,-1.0717877782993903,-354140.24102148734,39806436753485.45,429.08895649670967,17273.801578861603,840.9744068833897,-354136.0077125402,-418.0069842654228,711894.4642841192
-424.03013026394643,-1.0657643877736978,-315236.756723522,42917993781780.625,426.96413390282476,17276.316678415857,836.4178922680094,-315234.35444414243,-415.28575923496965,624465.6225146364
-420.94602583792675,-1.0527531401420187,-499787.22219652723,83180898646212.27,427.0448890153539,17279.672210449604,834.7463355259163,-499785.34252867405,-414.59452510662425,1074464.5131615791
-418.39668324882007,-1.0963569433442888,-512677.0578972156,91524721245752.8,421.0949412289208,17290.90046452302,814.8990996585578,-512685.1120713379,-402.5190427294517,553841.3874027489
-410.37747831290295,-1.1350114262075948,-538819.8959057668,38403214852719.914,424.48591508255095,17286.063511654378,829.1312621510717,-538824.3564403378,-411.8784861843152,1557601.2720947692
-418.38882999934475,-1.160522888825127,-696934.0390407726,49333630007220.83,430.01801072709037,17276.758830282237,839.1431180104591,-696931.7324080446,-416.97124438179264,739221.0093211944
-425.51883965033136,-1.1525539437088068,-610248.0008759968,32659554889875.03,426.3981072425291,17275.904127181217,835.8204526098123,-610246.5016462195,-414.2166800846991,621880.5035251223
-418.08714667987823,-1.1149094194652218,-641748.9042980968,41512953579202.836,429.1778612077509,17277.044856907705,839.1906820308662,-641748.6155800477,-417.69878126714656,808257.08125428
-420.2863528820009,-1.1578656655213198,-808127.1752165947,59302506341988.75,437.5600937137531,17271.081698909784,846.0330849416348,-808123.6183243241,-417.55282936652054,1036294.9806116011
-426.1985161662416,-1.1928726554349725,-492884.60782933363,44969095800754.68,441.23704438789923,17256.641980200675,861.8062624255296,-492876.2086678889,-426.92264503767217,883559.4577203162
-437.8094714282237,-1.2230463744889635,-268586.64785194653,36927480448059.7,445.99863253674806,17255.99717857929,861.605485953095,-268573.9341448749,-427.01895847463356,675420.5618819202
-432.79154136253936,-1.2321972729474733,-374139.32835792186,34067015030270.23,443.6315446052758,17249.804186417103,868.7778735163445,-374128.8545309577,-430.71220834580384,791811.2205654104
-435.586705477675,-1.2632152995352048,-320372.21437196725,42520940887894.195,450.1519642875566,17250.04254966497,868.9328640625931,-320359.99045576627,-431.3656579719567,680819.9175931363
-440.41808382469105,-1.2945994345377998,-307170.90126310365,41493519916634.45,447.6507784169306,17250.72029173141,870.1225572708427,-307157.22816306906,-431.8346303226991,789963.0077709968
-438.8695119328717,-1.313302141747729,-286062.1127321786,38001456718421.8,443.72563542446113,17253.708383395246,866.356109187582,-286051.4539834155,-429.23268577955963,740950.5614102914
