Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
601.4005845413535,2.8130442578929458,54960.36105096434,26817906420122.133,610.4217569521134,-21434.098302809954,-1179.3095243699258
604.468388142891,2.734597609543402,54967.369170967366,38246113269097.85,613.7429587012922,-21441.15300873533,-1180.8859484625932
590.2143704229545,2.76739083641661,54960.648665300214,20556702471371.773,604.3111920317315,-21444.731263084046,-1166.566225743513
569.7027573505899,2.726651875055828,54945.90595115268,29353844337908.46,592.4049503000724,-21438.96101472961,-1146.860428698385
590.2728850637016,2.6886376151106357,54947.696102450114,31345831939102.727,602.9983317658186,-21423.30415022707,-1157.9851528553208
594.1271651078214,2.647767528636383,54949.07094856427,36533042161858.93,610.8159869469766,-21410.894480848416,-1172.2034667266657
613.056403446087,2.6037657444354494,54966.563354940125,33480484127211.145,624.1974918669607,-21403.453815428253,-1207.251505043589
630.6125312739415,2.55312847957412,54982.68091520182,38335347978671.41,639.3294771414952,-21400.205131948365,-1233.6430956808495
640.9507789882947,2.5120417979497676,54994.77683362912,30453583701209.258,654.9709860886362,-21397.029896936045,-1254.5437319368243
650.8390094443608,2.5425091811780107,55021.324132717185,31971006264870.71,660.5385549783571,-21434.377267962027,-1248.1396020391358
625.3863804363757,2.483132314704349,54987.240594199015,39218262267130.85,633.0304752424365,-21386.141114995506,-1236.2085659681775
610.2360473507593,2.4107124464873255,54984.31114301077,48467894848258.18,630.0501956586269,-21399.318706872215,-1218.4027591435758
599.0882644582746,2.356833388381451,54973.914876542454,27333144650740.16,625.3739832667258,-21390.438255692956,-1200.7613387885308
620.3724691432144,2.2971886953132556,54981.67302530929,35609055969526.81,630.0105247157476,-21378.561099631177,-1215.0027113954243
615.0121809300379,2.1644101125301063,54976.302571417,25323880098654.83,627.4083588062565,-21363.59133621735,-1221.1916264279926
640.0723155469107,2.0548858242106527,54990.53452217496,31533138699942.02,647.5934304300457,-21362.498521007183,-1239.301907739193
617.5245913312642,1.955792058358843,54987.958390321735,33006052412035.145,633.1519675050046,-21368.20218921416,-1237.3198482555842
640.1764517719689,1.8969834287959322,54993.8854771313,37729523738883.43,647.3430076031199,-21348.88217614811,-1253.9603211331055
649.8782287965023,1.9463671810400511,55003.83420577526,31415635433143.246,660.5608698837267,-21348.550756786328,-1274.954679991633
526.7180510238705,2.3959102832417467,54958.58949542138,38954609142887.08,598.4064201275362,-21433.325866370855,-1159.5836439099648
568.7571012497037,2.374363606025788,54940.01233670117,35465425143261.875,584.0728125784482,-21363.810820680523,-1141.6166738799166
578.0909302790312,2.3648614556985623,54942.37027836856,31873314606809.137,584.1881062561913,-21359.923396523136,-1143.2964903674629
575.7446419511118,2.3130104461613112,54940.949562726695,30815057624432.75,583.2409624949472,-21364.96132717997,-1135.349160791768
569.877805386045,2.358099153146225,54934.51791111239,43196107134769.22,580.6202008309815,-21368.53429044943,-1122.3018835655425
566.4036225633877,2.419917850110298,54932.68808887208,37022302745657.33,579.1412184917615,-21361.91095978607,-1123.449365588327
574.0447420487327,2.4554343784399455,54940.236725471834,46491985882079.1,585.1488869040501,-21385.506370171533,-1114.3009982169606
549.7001720640455,2.4619188871808917,54920.30827525979,59298057676514.71,565.667974516369,-21379.179250702695,-1092.355280559508
548.478554966755,2.480114112098521,54915.81182182782,36081253183012.016,559.7917161023681,-21378.518014288045,-1084.6846558103964
538.5032963797477,2.4292853753790586,54911.25214283062,40263753546183.38,552.2951476151397,-21389.948081074606,-1070.9245413293079
522.8627792061786,2.3879791144159745,54892.34893854862,31069675082611.0,542.7555255696258,-21389.895602747172,-1047.0163517162935
523.0105534684042,2.4055840673163935,54891.04599601843,30380346768035.89,535.0147328402965,-21387.55991302731,-1044.6475005396119
528.7330869787476,2.402041570281102,54895.38500539585,39504946657396.16,539.3425847650385,-21404.358025220616,-1034.4644653892733
485.118604433819,2.615616455262967,54875.120591886305,35179568670008.016,514.730483859309,-21442.441910789457,-975.2741788963478
472.2409204884025,2.660563457475274,54837.21624568207,43959227583351.945,519.6211672861515,-21401.049923571263,-952.5209096079082
512.945787316525,2.7308044156243363,54883.729186491124,28971027721308.49,524.2539895842782,-21442.785852007077,-981.3368907418815
480.670499963474,2.749792058837749,54848.581970817,38535027880835.164,503.37963532796067,-21415.411517758024,-962.2026032176086
500.8372237761816,2.7664609194267227,54864.17637051947,44031712810704.81,511.34605654491617,-21424.872857009792,-983.4193672996532
492.09052470146827,2.7644410220897493,54858.11043540983,22046563245554.844,502.68291439364236,-21428.43478615792,-978.5715780797993
494.02522699701456,2.6998638955299024,54860.27126207979,22667377910269.023,502.49323769800066,-21441.7113369095,-974.255627437921
473.39484903940496,2.464029244971844,54845.55954085638,18915119916563.54,490.38740153498003,-21445.95864771533,-955.7166520002311
477.74526381290946,2.5002280802394905,54847.39928083241,22624228296743.93,489.4625726791057,-21455.546123735807,-948.9567233335933
470.87822360049734,2.525219224118967,54840.60935101522,35010694881865.516,486.33724621039335,-21466.97091053708,-927.8069039676575
466.3297020559893,2.524032181453166,54832.82640790908,25718346311376.758,475.9893287037131,-21456.047835656052,-927.5068924621326
489.59720594150235,2.536821269104538,54835.18930844433,40317100338718.77,505.6470776569074,-21435.864603604798,-953.0678727328568
519.5090968725173,2.494022168006839,54874.75115623074,30655673815641.41,521.1608957566555,-21458.46647033177,-1006.2926411903031
500.39935574415097,2.481741366233359,54870.16172402639,37533822921225.914,517.1764454312128,-21486.582886786222,-982.9505063434983
491.7463792719901,2.4524324779289643,54857.77695154625,32927230909074.09,504.40488125799834,-21473.773996714444,-972.556967252507
493.3629701943228,2.4222376325890425,54856.83228721894,29701240947204.426,501.91800902625033,-21466.672533761197,-979.5266560296193
522.8645148099297,2.493234147741201,54871.00597127954,31423984906875.094,523.0093137514392,-21452.8594606468,-1013.879213129189
514.3583208264221,2.495817567290809,54883.46884592847,31512952511772.613,526.0453805986729,-21486.71974612565,-1013.9692165808467
518.3256630577483,2.471143129785171,54874.67181434498,50470958377166.15,529.6665938533769,-21463.771597400224,-1020.2064805750491
529.1119444832452,2.4528687303731678,54890.928222906754,41238790380216.48,534.8734051062889,-21469.666068227787,-1045.3350475683887
537.6776448810715,2.220247298390299,54892.05388591096,44106810101855.02,550.8310418794995,-21466.369773333106,-1050.440697916959
532.4539734774357,2.1878409770500538,54898.94671223624,49914957281846.06,543.2204194314929,-21473.578777193015,-1058.8377968075479
538.6012340199809,2.1182920788074595,54895.84122123897,42447708006514.64,551.3132917788763,-21455.60486552447,-1067.1334868504018
553.2279106595901,2.072827731177014,54914.12332732151,42879008266617.9,558.612745268673,-21465.206626110798,-1086.614895124869
542.2437704064823,2.060917018093576,54913.20717648439,29232843369072.664,554.1299287233088,-21477.097132867217,-1072.4731957619597
536.2333746168711,1.999958405329634,54900.42693429242,34568297747282.902,546.3891359939794,-21456.74844512798,-1067.2772940183395
550.2178778686209,1.9451505846698047,54908.13177522977,43627802165993.17,555.9585112466528,-21452.24822289007,-1079.7369454031652
554.7299517343586,1.7156072257446964,54909.69257888868,56515667302928.555,566.6758644088968,-21440.759775538463,-1095.6990451574497
598.3652102256659,1.7159967251744408,56810.891737200756,53743632170692.9,602.0715364623446,-22136.520664004456,-1168.5405391335335
573.8047328443125,1.6612887471040878,54942.6839267607,30847762561199.73,582.3285308087227,-21450.629925002417,-1138.612343786986
561.5483950417436,1.686808999091104,54932.857930096274,41016698460160.414,576.3109446607143,-21449.095669204056,-1121.1206812413104
562.9775407589715,1.65159515425601,54926.960596493875,45950889310212.39,573.6951418646084,-21434.140535437604,-1119.0550648342623
574.8302267177432,1.6338363170611883,54933.21248914826,41557073737936.55,579.8094259358852,-21424.9279196262,-1132.6743474681293
579.4201548088818,1.611800985850021,54938.60525794592,48834499085427.99,585.5232814274738,-21427.91430417822,-1137.2667549931978
570.401213888659,1.627848906800904,54937.009742211994,49289287609223.28,583.7641230541684,-21427.291228845366,-1134.275317956703
583.3416275125035,1.69088263955801,54945.73982907937,43929361096093.6,589.2845826992202,-21428.25083763702,-1138.4620900908303
566.5335449013172,1.6628284500365713,54936.96883155215,50538266252657.01,578.4568947270931,-21431.305784768236,-1120.7614112648594
552.0710067878715,1.685606491401137,54925.8088994334,49729745308638.74,566.1130329067963,-21434.758925153277,-1095.2418375407656
520.478059652345,1.7998081957782088,54905.473822056854,40355685482916.53,544.5841080929699,-21451.760627782496,-1044.391127071254
502.48629528299676,1.927161558456303,54879.38025937798,45906408832243.484,527.6508140683209,-21436.47624686259,-1006.956881540139
553.4850621572153,1.994534202358731,56771.89579883443,33411384268269.68,551.4577401797268,-22113.424238060757,-1067.6102221467277
513.6211851190458,1.9818460546888907,54885.36809231882,26356198183174.36,524.9841828766508,-21433.707140085684,-1018.6905546702728
479.51235637479067,2.0529429494316522,54866.890110955814,42505433029382.76,506.4219007600193,-21461.185839402737,-964.3594627932792
514.4654323721966,2.189437087657605,54860.95186669356,32816776035861.906,516.6594834568165,-21404.862521062634,-987.8699512039282
497.2460116720301,2.184031574821219,54874.24535170903,29603587324591.043,513.5229995354193,-21449.15650522011,-984.1200553282595
495.0351004366866,2.195024510526742,54855.221894881426,35859635891766.19,507.2252373533257,-21421.401018523262,-980.9099322191428
496.6303682272217,2.1895045958941193,54864.17389108554,39698592843409.445,510.4918915560455,-21440.452868043503,-981.4216873822863
500.90491232246933,2.1972343336437854,54865.272280316516,32792698838289.113,505.0718489851571,-21435.32740071678,-985.7247449677284
487.7473002863607,2.1722889570652533,54854.95659545092,32354093557175.72,504.7631594608773,-21437.31277251592,-976.8701905170622
497.4966824423491,2.188973796926684,54856.35003731956,27958753020768.85,509.87203307355605,-21432.912138558655,-987.2394311555399
505.3807864528299,2.1631274456388363,54869.70674790024,29564640193671.41,515.0094201764293,-21451.251393845854,-994.9784882811182
494.36962036988564,2.1695320971774184,54863.56395033877,40335637527395.8,507.3368118801738,-21449.38696339305,-989.3067831663388
493.0339493118175,2.189970547678118,54862.84863364998,23904098542954.91,504.8077892716165,-21459.24874277134,-983.2192769815059
491.95961058996653,2.2023083821893774,54861.089475276676,35581952892491.63,503.6300581548864,-21469.399170714787,-968.9506306013827
459.54795437076774,2.2108131176338244,54843.354084375685,35681724966241.05,483.3842403998133,-21488.87219822551,-932.1379791565082
459.83358515949897,2.1921795843998986,54827.33570147119,47199517357019.67,474.4334839126644,-21465.407183220384,-921.1359869791049
454.55437443583196,2.223874133186505,54830.001092945895,40514726971109.07,470.8978111285441,-21474.956641235436,-922.8822522959746
480.9305925827268,2.2513224727437207,54829.84736804224,39791149066855.516,489.5233188103895,-21477.487100909722,-912.6372312973876
454.9019910728122,2.20078938198878,54825.290168478976,40861670265084.984,470.0188518003739,-21487.429459635743,-906.9536248997446
441.1329506295757,2.1482776050740022,54818.856037430734,29194796601277.754,457.9254128070031,-21498.425077034226,-889.1914561123104
451.87856933862133,2.1443737095771964,54809.070951426154,40463325987144.68,471.57841574231753,-21473.811797184437,-891.9743727552956
492.168874813655,2.1545863178552414,54842.19494901343,48517353111193.63,495.5495829771529,-21479.607922953335,-940.8695536842488
471.58833347803744,2.1103331140092165,54846.36287744969,33707837837114.34,486.24798658891496,-21507.454254771346,-933.1994248219233
464.21474491373493,2.007540019007388,54826.983621853135,29277977402003.633,479.78906120137395,-21481.4337319803,-927.3407703888253
496.89021290308114,2.087212489684607,54848.581970817,36332457192227.73,497.5492464416641,-21475.614541876865,-963.0560243763001
521.0060196872447,2.122436771164016,58616.88109062595,8140647701124.622,527.8736974683817,-22438.547547872764,-1037.4207475946896
493.76215905704606,2.08517611962851,54855.3607431815,20045929276631.086,503.09697985994546,-21486.94046293428,-973.5165081834006
503.54456043316367,2.1120318182677615,56738.68891120594,18542053255630.52,514.8061493430337,-22208.003504038574,-999.2034949963997
483.23423464705064,2.09711749326311,54847.03108489381,22252603675541.406,495.2309757171532,-21486.181282160003,-961.5591901127843
508.30552671660865,2.169342902838985,54865.42104635231,29418614585697.516,506.29049076173146,-21484.884898233362,-986.4581615242103
500.0770293332565,2.190595057960994,54861.06840008827,33657640867149.977,506.95497905496023,-21483.728003352477,-990.7607232228665
511.53350175002106,2.208594994858794,54869.53938610997,39585552708004.86,516.8578381712131,-21480.51066584405,-1007.9583249044492
512.7402422437317,2.1792242750103545,54877.65581307969,32712883523307.527,519.0075073884868,-21491.442169539776,-1013.0862901583885
507.4335098034423,2.128452556150172,54871.12994297604,26838286764188.094,516.7921331720693,-21482.05888111269,-1012.9293419906221
525.0161675743474,2.0918140083387677,54879.08892589121,42847701527106.74,532.6406748523615,-21472.646644896824,-1031.0971461689974
521.2325513972313,2.0948682251443214,54886.78756824372,32909642747368.74,532.5291003255135,-21486.318288662216,-1033.960892358099
514.482044579527,2.067633487113511,54886.416892871195,29836907230964.945,524.2899413762626,-21491.177754172193,-1023.2718047426563
491.42801995538355,2.0626799831368148,54872.869265877904,28082035092473.31,511.01629183223173,-21505.495178051002,-983.9526935379874
501.45584254170615,2.0635455493643673,54856.22358618913,30621130093197.72,513.1523241628906,-21463.586610271384,-987.9976420513212
526.1993534457233,2.049437247720106,54883.664721208945,30749571711393.91,526.9987229447419,-21473.63709520641,-1017.5338987419473
510.3604815577578,2.0167317687804664,54875.70201914288,25927928424439.473,517.0859460927692,-21473.18996823405,-1010.4796612678235
499.54643047224533,1.9894369113931858,54868.180656316355,27569885034041.145,512.8176005823462,-21470.197932423234,-1001.341707518963
510.054023524015,1.9290796652911886,54873.41722077643,23496787146764.844,515.8474688447551,-21463.899719370114,-1011.8567388725222
507.92939658943385,1.9207801355430938,54871.91592353184,29069932051145.79,517.9785423075541,-21462.45302508391,-1011.1441495610524
514.8856964233245,1.865678736123122,54882.13243104023,34281319030178.965,521.3431341505074,-21477.47894855242,-1007.9930369794685
497.11212223981255,1.8538098246522166,54865.67518833013,24718202601948.43,507.4744204632865,-21463.677085224062,-997.4011431740804
509.04836512202394,1.8351691984294,54870.3774347783,26265962113287.984,511.34605654491617,-21455.90255507919,-1007.4666531561384
518.3839297551023,1.850931419489887,54874.79454632452,28136153157669.625,522.2456481010121,-21447.898304679195,-1021.8143934786272
518.7722091085337,1.9091748671621749,54883.74282337774,34924332493799.35,526.7321837972713,-21460.352772502447,-1029.6670086781974
475.28566535439097,2.114831771873562,54860.65061547107,31993384563471.11,507.61078932943417,-21479.581414627537,-986.6875091627313
496.64152567990647,2.1037458837170906,54866.39174473589,32353628860439.527,504.9020077609549,-21470.452005347055,-982.7382667990939
493.3959466655911,2.078967268068525,54853.90035659676,47819997108026.664,507.24011395690553,-21452.873732847722,-981.0584503115472
504.2727274295316,2.098656447226644,54869.03854045612,34051175812529.48,509.8807110923109,-21463.47717834147,-995.519252821242
506.3472697987276,2.1303563630254025,54866.08305521161,38678027218656.3,511.2245642823482,-21453.36205453347,-1000.4761371340146
535.4568159100079,2.1377488402269735,54891.61254667142,37600021080240.37,531.4852586410011,-21466.845262069168,-1020.2704499704421
509.2028338558603,2.1400033991793084,54873.80277275253,40738074756643.336,517.1107404320688,-21460.313728184916,-1013.524654077205
516.3550089702176,2.1109883529440245,54876.64916290413,40741675742740.31,522.2456481010121,-21454.892885467256,-1022.1520923798876
524.2772962632197,2.043864827716074,54884.98130062575,36893118590753.85,530.491005635088,-21456.068687874264,-1034.270821599344
529.2202957459845,2.062418395059662,54890.31208357516,38762531166343.305,534.8188575598298,-21457.737141152862,-1043.1350458423374
538.362712475919,2.0396002875537067,54894.39075238994,41731225223019.875,550.6872347115619,-21457.3551916713,-1048.4467371504866
535.2160628754091,2.039570876489695,54901.11001834013,45604996898284.3,542.326583499743,-21463.664512632236,-1056.4302664615586
515.5236547735026,2.1304366542224353,54892.87953740963,54317486392108.16,532.0691653315062,-21483.70057575263,-1022.6782282598247
497.432960990349,2.1126171965533893,54868.64555017822,35195123676806.55,513.8936749079481,-21462.09624368071,-1001.9630536618101
498.9642593854912,2.135717260198999,54872.51470682592,37602937775018.63,510.877443532154,-21473.872335788794,-992.2402014488725
478.3995864270254,2.362231491026363,54854.887171300885,38774157203517.97,494.3817695961426,-21472.273144948496,-964.4752523578082
468.3229189922825,2.381442576743977,54847.0422423465,44100686760321.445,485.66284018144484,-21480.383129917238,-938.8203015411384
463.1590019463587,2.4291397308528055,54839.235744618025,50734866478378.23,476.3909970003664,-21494.502484337972,-905.6251442000728
440.5450768447826,2.4254738627106733,54816.96546905914,41099333600528.5,456.8493384814013,-21494.358995802366,-866.8291935546249
439.5309883674297,2.3564133586400735,54799.761916736126,40541140711250.59,449.1990450905154,-21471.17313554812,-860.8872301414802
446.5554726343941,2.1962259069848016,54803.15626178624,35545812086802.836,451.8867514705902,-21465.313443375384,-874.9681833731056
449.9934557216741,2.192941070907172,54810.17925839284,43955983074733.6,458.86139911556234,-21469.05354507315,-888.7528442501009
452.38635740747674,2.1543808424738993,54817.890297915015,34261772042239.055,461.45860615719346,-21484.816799257074,-892.9805270440723
449.6113749530676,2.1377053033108413,54813.18185288202,38766199581111.81,458.3072456322167,-21475.766060942682,-894.4181028366622
451.40648511835724,2.173877595156277,54816.14973529618,53676557857270.266,462.13921077096705,-21480.9791602098,-900.397257758756
482.22733652809484,2.2355154519633396,54825.326120270955,51189798681337.54,491.6271184999591,-21471.921020309834,-923.3099546488924
483.64011798138495,2.249047609131985,54840.8895270493,52925290522401.5,493.8077806413573,-21476.509379512518,-954.7201675037809
478.9440701180442,2.2163751719572065,54850.97214512548,50308781639727.99,494.4573923310063,-21508.05491336928,-948.0604079679134
