Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
462.1235532720675,-1.810525499999867,-47503.035113243895,-37486267220239.69,-446.6221359625477,-17134.4390918177,-858.7156744772244,-48428.31268104645,417.0979175831857
420.82375936192926,-1.9309020150545158,-47508.27215242465,-28941675190781.016,-455.6508352432754,-17117.51175551176,-907.981453245607,-48426.49218126777,428.6204971084448
459.4573645985408,-1.926134800829901,-47496.54840062188,-26107909156681.953,-452.88471642755235,-17117.996220208355,-875.6946146988264,-48424.51987295251,427.8497011538658
427.85298113665135,-1.9358296588483461,-47513.32551256942,-31625225248228.305,-447.3306122442032,-17129.180341267736,-895.3095677523288,-48422.765191495055,422.1851708834067
442.2359243163351,-1.9309615517229375,-47505.43059400486,-35010866746371.84,-450.21153045741676,-17126.046757846612,-885.7328926809132,-48420.49845005842,429.49625251215787
440.403507266868,-1.9377785396513922,-47504.46190575556,-28920440915996.75,-445.4315022114321,-17140.20930249266,-878.0303997730994,-48417.62425580991,431.85237347970065
433.81227252676206,-1.9157787853888422,-47513.559484674784,-28533627589676.32,-445.1592636402404,-17143.589293956276,-887.8720974535787,-48414.06443582649,421.25693575512656
427.67192608689464,-1.9304934310349364,-47512.330584457835,-24657301851859.375,-449.6648666598431,-17128.492945131267,-903.570313730225,-48411.11687929635,430.1773956039347
444.27782293303255,-1.9076990917662502,-47500.55107294772,-26073561171276.848,-454.19561621413413,-17118.816010378283,-895.8979966640372,-48408.314844669134,437.5967166646054
443.1538821652209,-1.9133474635012884,-47505.96851118167,-35572687770577.78,-447.42901172776646,-17138.817437002053,-888.1976904114138,-48405.481759538205,427.71740851485293
443.0701332714325,-1.9313724825707401,-47506.59936120408,-21081432751469.125,-445.19862343366566,-17150.8187449011,-879.6299380448003,-48402.08265871127,430.93725828256214
440.91474725035886,-1.9422534298486942,-47508.150793061584,-31380332028708.113,-444.15996221827555,-17173.410935991236,-868.0717160399392,-48398.37075685937,425.3416076505975
