Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
268.64539690716276,-1.4590748426175468,-130707.00193294542,-14031672988735.264,-269.92946331076644,-16607.2518559543,-531.5626318778288,-131245.7821669426,260.9113849266773
266.3561563505117,-1.4447470577326809,-122016.53478943181,-11884458026290.385,-267.93617091515614,-16612.5354292271,-531.3037943791605,-122550.76381302973,259.9648756085925
262.2949753793708,-1.4656386659206466,-111952.29558740849,-14257785702469.422,-269.93321186252126,-16605.448142705958,-540.6401248072314,-112484.89848925517,260.6077522345392
268.05762399201143,-1.4482802430144526,-129712.42774712275,-16208689222467.455,-271.180542458928,-16599.80181428255,-538.9737061246389,-130248.50349474266,265.4490068258521
269.81606962018407,-1.2859977614157625,-116218.70414429656,-12751615176041.803,-268.23699219347816,-16613.466708183183,-528.5233061150441,-116752.48113940973,260.66116909704493
264.32650300288,-1.261623603489506,-102988.37253052079,-14322314292643.535,-266.18372296979123,-16624.076664498363,-525.9712920803821,-103519.1390168628,259.1045829808679
263.2654754286863,-1.2470311219979588,-98664.63456023288,-18214197453425.668,-263.7124902254451,-16633.71814702582,-520.5192109806258,-99192.78750943455,257.0700565159549
260.3835888396027,-1.220294851340305,-138817.91579816808,-14733406293636.496,-261.9600422800802,-16640.95264546748,-518.5326659781742,-139342.4781502145,255.32604281203828
257.7268027833944,-1.2624401834430146,-103232.43042675791,-14495490412721.676,-265.65517717236565,-16631.837224326704,-527.5910412936273,-103758.91944069254,259.11020580850004
264.5298619355773,-1.2419693994503807,-108366.7036859153,-13659525281170.273,-265.81074207018946,-16628.344036980245,-524.5655851723353,-108895.02550737353,259.6462487094352
260.9391242096627,-1.2450914501391057,-124653.01212937062,-15119785928715.018,-266.24088838405174,-16627.13050756793,-528.571475005093,-125178.97704891302,258.9574523244923
263.25816575276434,-1.2346339908968447,-111719.2771760892,-13242386637179.686,-264.89422116614304,-16629.323793570882,-526.4061240839379,-112244.36901107102,258.697865115473
262.69157215502764,-1.2083068642449948,-115420.2794890089,-12826846947933.973,-264.0985910561886,-16631.7996586986,-524.9297569753132,-115944.60900913448,258.6941165637183
261.57412887692436,-1.1635045938281872,-136491.98910263082,-14744358973588.95,-264.1238937805334,-16633.018273094138,-524.5702708620289,-137016.50609720103,259.4363298111669
262.3253386485846,-1.088020130724856,-114485.5902917449,-11744767369147.896,-261.0388356863402,-16642.370439155507,-517.9263377318367,-115007.68445674531,256.56493916699674
259.2183515266259,-1.061563022967616,-144674.51623771494,-14824054328399.754,-260.8617166159263,-16648.97555773603,-515.9474772604824,-145195.12471108424,254.40483621829827
254.88633769120128,-1.022686309741218,-188153.2736223266,-17065337294250.074,-260.15792602396425,-16650.351964572263,-519.035909051255,-188671.0614510711,254.1677403198078
259.34955083804346,-1.049178315939815,-192401.40986368596,-26684409455013.223,-267.8649484318151,-16632.68792742011,-528.1621331534698,-192926.95180601973,256.1413528187053
264.59002619124175,-1.0460454524290241,-123476.46075005984,-15903023088933.88,-266.93249618281084,-16626.833526454688,-526.6580267618599,-124003.435060876,259.67248857171876
263.23961042157816,-1.0186861449372075,-102709.14103603052,-11056755171162.975,-261.5861242425397,-16642.406739028953,-517.8451815863455,-103230.92767921633,256.13666712901187
258.45552124452564,-1.0332353931185692,-129952.38566487806,-14846951369016.127,-260.1448060928224,-16651.037755834233,-516.7524787498239,-130470.14402063438,252.99350648261932
259.12351316722953,-1.0457717584055628,-91972.90926944306,-11386438556239.709,-258.54042594177173,-16657.171860351973,-511.1242157175924,-92490.77431835371,251.80146702459572
255.93893102394662,-1.0425676398718096,-117591.70493828275,-12331744020087.77,-254.2577055619227,-16672.659300917814,-503.89532108606517,-118103.9948598823,248.4333932729157
243.77319373135924,-1.0329615897181623,-105927.82188035092,-12917609057127.332,-253.96156997329422,-16678.7191163571,-511.74647530888785,-106429.79311667815,239.90918658252036
248.2480273886413,-1.0201834746447318,-101051.51645585477,-13903805171878.973,-255.5659501243449,-16675.83131198121,-510.31733995237363,-101558.50995496617,244.69046434575665
253.6408813706718,-1.0172139695321132,-89974.31923306533,-12566857548898.766,-255.04864998218372,-16676.908850703734,-503.61811568379835,-90484.65077065746,247.9760699588312
250.31666567452285,-1.014718625420546,-112648.82429748359,-12093576729172.1,-252.99912931025156,-16683.06107948606,-503.2921791087192,-113156.34025099581,247.1279601243097
252.47077094041376,-1.0196693107587638,-129015.57666159673,-12076337513429.021,-251.2476185028253,-16690.709359490895,-496.6819829443203,-129521.8321645814,243.879840028783
246.73529932799536,-0.993481486296633,-135611.01196632328,-14482762816967.488,-258.60321418366453,-16676.862297841562,-511.88161059964796,-136118.03184586763,246.63689984443198
248.8112472897987,-1.0470242781906298,-125151.5507699991,-17163473119931.941,-259.7577681241403,-16662.372051390234,-521.1403460063948,-125659.49869724417,249.39489679801974
255.6793438149274,-1.0410051993736371,-115232.26150436797,-15444028901065.324,-261.9197453487161,-16649.95087169157,-523.09259176029,-115745.56292580164,255.14798660368567
258.9709471108095,-1.0500663816231035,-32635.884006290107,-5128720065668.028,-263.25141835960574,-16642.59905361824,-524.9889840930391,-33152.496054919815,258.85905284092905
263.6695693078528,-1.1020820674854592,-99827.2066529121,-13806950972177.908,-264.43783498999716,-16646.669976293677,-518.993362988838,-100343.98860465009,255.3691511572183
257.6304650032961,-1.1028749297324565,-86033.8819253601,-13036061045386.738,-258.8543671512356,-16662.16340039779,-513.5497161305302,-86544.17161974327,251.07143657035016
255.1704779142144,-1.109396081503902,-128791.65598538633,-10987238903012.898,-258.13558235225435,-16665.32941916679,-512.1786833262153,-129302.73535905356,251.04894525982138
254.87059377383116,-1.1121921923826272,-165788.3764415436,-13281108099799.979,-256.9772798600238,-16668.667519807364,-510.55368614051326,-166297.7164871966,250.75374680913154
255.1256827207446,-1.1089797956173784,-121971.70023616863,-11214809362863.535,-255.43849936468197,-16673.685825883076,-507.2950701000732,-122480.07662287928,249.77443766319234
255.75712626383924,-1.1065991402139006,-116730.89875896774,-12236680557909.516,-252.61021706569196,-16692.330878980585,-494.0385042468415,-117235.61149862083,242.93707926245298
243.3153081345114,-1.1128501012689873,-94265.62004788111,-11900471915279.795,-251.10517353614324,-16699.97256388034,-499.71231218289364,-94763.90369327646,242.76745729554872
246.01107912896967,-1.1609222234793555,-84526.2331523418,-10354891647036.568,-252.619588445079,-16691.93450054969,-503.76580862293724,-85027.46742339403,245.97809187352743
249.71708482134403,-1.1758677751050821,-91130.67903834893,-14674698817581.271,-256.47309964900444,-16677.30418599062,-510.7844095010206,-91635.95176477729,249.88595707789742
254.44382115654818,-1.1751437942666676,-117681.04698366851,-14713485344136.715,-256.9051202387441,-16670.329230010964,-511.8932311100879,-118187.97975624148,250.65534732556833
252.77140479114797,-1.1949272553642778,-160796.65310851744,-15063699059220.889,-261.2103319291219,-16656.877448474508,-522.3278872023127,-161305.66389075568,254.0084268702291
260.62405843467263,-1.223217705872664,-133073.12247467344,-13617747627210.121,-260.10450916145845,-16660.242628213822,-513.1726118239982,-133583.98063693024,252.17632220007488
256.8912505972513,-1.2361829583480415,-102757.01847618064,-11913450673893.066,-255.32697994997696,-16675.382012007667,-505.46202829198023,-103264.59670250889,249.82129456012723
267.38513380720184,-1.4181289231179808,-196028.9564935567,-31381547758640.594,-253.72915976449715,-16721.9024289317,-466.44166622806796,-196531.6500758071,222.59837457889412
234.6685238017344,-1.4578903608765665,-162454.310488521,-30508513580999.414,-227.74138758646777,-16802.079238487826,-437.487102763709,-162930.04860995786,207.66227011192822
216.47792670125867,-1.4865969521395208,-142997.48353082876,-21628893107950.168,-229.29891084058357,-16800.4739847423,-454.27293009407674,-143467.696755548,217.4075675364469
220.8552980129162,-1.4834806537064602,-167184.40458895944,-20739255860681.113,-228.67571411134958,-16792.71061723067,-456.76852842482907,-167654.98653060067,219.0588045844325
226.01611664132508,-1.458843051140487,-119242.51277709239,-17434392326805.85,-226.12107609045927,-16799.665717888187,-449.08399732750695,-119710.98676751122,217.57250381365773
223.98421416264048,-1.4951106158231533,-88656.33499604628,-10437005751625.95,-227.4564976531037,-16801.10750428042,-449.59492493168494,-89125.71669827253,220.9349547377055
223.97652963154314,-1.4965555099256491,-103586.79226979362,-11955901548070.682,-225.68624408690346,-16805.650053823472,-448.00760069111857,-104052.73186437102,219.75978376257842
224.24323908889653,-1.4555870748336297,-134368.42235074835,-17135768753272.803,-226.32630929903402,-16809.275856015465,-445.7635301831127,-134833.69123570304,219.52175072614918
219.5397437745721,-1.463495600053165,-197967.9960996199,-18005115417889.656,-225.5812846377693,-16813.98859242885,-448.2909912037808,-198427.5640933521,218.0991753352059
221.33642463064362,-1.4815865903766756,-136359.2997418906,-13191374395165.174,-223.696700243048,-16819.682404031784,-444.18895101851274,-136817.5362031826,217.30541950112882
220.67311839763323,-1.52738353252133,-170486.05681495834,-14294268398138.17,-223.28904523971443,-16825.46223137176,-442.0595861942035,-170941.03372307197,214.5277426508285
220.1428857519181,-1.5351416993935407,-182924.50687053447,-13813364063878.484,-223.77260841608253,-16827.441767917684,-441.2403402081938,-183379.6211630699,216.41045276967242
219.7892098938535,-1.512099551440484,-255331.20456780455,-14031863635979.947,-221.27138725769805,-16833.59997100892,-438.7994707330615,-255782.60770038897,215.19685913905872
215.89615146891504,-1.5454306359712338,-209473.1345507019,-14262194467429.822,-224.21681179902527,-16826.839301517644,-447.94518730440126,-209923.43973247733,216.9333757394658
219.06311541895047,-1.564592396646562,-245327.93368579706,-14150225438034.182,-226.46594285190005,-16818.26575722495,-451.91827730930453,-245779.10721958647,218.77953747870052
221.55608976347446,-1.568016281868059,-193005.55832717806,-19157851619759.715,-228.73943949118097,-16811.921658046504,-455.4089287033662,-193457.7816428864,220.60883073503865
223.66596211865863,-1.580628657207545,-178570.8067260705,-14621868151159.268,-229.0290151142386,-16809.325543801762,-456.34475464894984,-179023.0461605514,222.6555399931547
225.49994106469035,-1.5675376206076261,-135880.1242453515,-13481715803092.922,-227.87820972551768,-16816.643765641198,-451.2607813315141,-136328.92330588875,219.8684917634674
222.6244270135899,-1.547815743035097,-99301.27453319753,-9655373536437.527,-224.81751721773057,-16827.491460403868,-447.17148622221237,-99746.77421219401,218.94634803178866
223.0275837548177,-1.556680939619535,-101298.19458976851,-11647140408476.977,-226.3366178163598,-16831.615139232457,-445.08991543277676,-101742.47922257056,216.4029556661628
218.04763274857757,-1.445720788034211,-120761.75956924,-9788420617267.947,-225.05836166797593,-16831.808192667475,-449.2161337768632,-121204.0868957433,218.84045144471588
221.9545608150088,-1.4248755976858025,-153532.64579270303,-11620225465155.568,-225.91209433012963,-16824.664384031996,-450.78677696212077,-153977.62264244352,220.47388287186615
223.198705142424,-1.3958468845838983,-137300.14218686012,-10302856751519.37,-227.9550550364909,-16817.85703833919,-454.497280916601,-137747.13627287053,222.20009095494757
224.18757309533794,-1.4277603646236854,-168989.23104799408,-15434550471359.463,-233.39795218444786,-16801.635457828488,-465.4222475783525,-169439.4309423221,225.12302418574606
232.24452280949862,-1.4338893864710909,-200669.17719139814,-20359160335879.457,-235.21225123376686,-16799.0693490995,-459.6847142624689,-201123.2700504373,223.63297486321653
224.9258503634441,-1.4201248376273345,-150790.6111096252,-16447286287946.695,-231.04479882037765,-16805.134869315072,-462.3551825325822,-151239.6796910336,222.69115123482524
231.92289706893746,-1.4314545627633648,-179897.0293427086,-18519404727942.582,-234.88519009316127,-16799.539087756333,-459.3390977906771,-180352.19630239622,224.95621363265786
228.81872136079485,-1.4505643355841993,-175619.67876324832,-15698307096563.305,-230.46658471220104,-16811.85604009646,-453.517034632723,-176069.96234399427,221.24702167129186
226.19698426349385,-1.4536583522149795,-176358.0225681481,-18530354155680.363,-229.90242767310502,-16813.875149180847,-453.6815960547584,-176808.5924913912,221.29013001647198
226.26464562266779,-1.4712624146531872,-181267.4220818114,-14844622996955.95,-231.53773337613268,-16807.708842531923,-458.04191145593165,-181719.35586875363,223.10724047960704
227.7365144691866,-1.4307874769680484,-193464.76153996759,-15804808882934.912,-231.5433562037649,-16806.682057928127,-456.535368505681,-193917.17931179822,223.93660755535464
225.10165744074382,-1.4427691579763025,-227873.77237737796,-17800475930858.477,-232.71103007538235,-16801.81940341952,-462.9984340137044,-228326.12497126494,224.25992014420538
228.45473698540462,-1.45712478975272,-381055.4946861423,-26830593076609.28,-236.04817827508532,-16788.134126394918,-469.1151333395851,-381511.6923101349,227.536154377893
232.2803214787568,-1.4695284098696746,-289141.40206800785,-21823054142997.523,-237.50917632151518,-16782.43437319553,-468.90502701372907,-289600.85348178045,227.1922247543909
229.78997112046125,-1.4661282958428064,-192421.34653619383,-16268669744303.295,-239.59243395924048,-16773.097085190075,-477.4998939047023,-192881.80242126604,230.1573291924308
237.28070209206066,-1.4884058194915728,-208638.04437356268,-15883715394275.598,-240.22593920580022,-16769.21712619867,-473.9207766892276,-209101.91017559555,231.14975826951178
232.8947091113671,-1.4846802451797316,-231685.020534544,-16989983352685.094,-241.1846313170881,-16763.026791710265,-481.2475085215549,-232148.76858519486,233.87308111936764
235.79646302475103,-1.503539059732083,-363487.54046637897,-26978988989239.996,-245.62853942239317,-16747.75559123133,-488.93353903957893,-363956.1230710849,237.45107376931597
240.20869586772818,-1.4983986985244417,-248992.58441807464,-23964221615065.04,-247.387547333329,-16735.854675222767,-493.2872944751813,-249465.10197127136,240.3824412415627
243.3923408730724,-1.5088052106023382,-172950.65743411233,-15573562217360.223,-249.70602659366733,-16727.952161559937,-496.259708589143,-173424.95620538914,240.25873903365462
245.3209707509125,-1.5352094471254842,-211383.9447506377,-19484974111300.94,-247.15607426247058,-16734.293469046177,-488.01383186654095,-211859.50879870242,238.5016053985962
240.4885252562233,-1.5093909002300536,-188716.57974017438,-17863679581697.79,-246.05868573625548,-16738.16886281766,-488.97027484677585,-189191.50709672357,238.06864767091784
241.1964392551157,-1.5100429939407813,-146865.811822703,-14102783499786.521,-246.93209829512185,-16730.215377034776,-493.058632818139,-147343.0929886128,241.46014987106525
243.94356540861443,-1.4852015267624976,-239089.9162309243,-20431317313362.492,-249.3274228664335,-16722.64148238292,-495.5482334660837,-239570.07708114907,242.29607691238374
247.23142015274186,-1.4872853655085332,-159927.34427668463,-17704926669234.0,-249.85878007767516,-16719.659768468086,-494.51325832658586,-160410.27989863206,241.90435325400804
241.5868509203772,-1.513494980461161,-268534.6637511882,-25298931746015.246,-256.35314599285107,-16696.693265537957,-514.816539196062,-269020.4847271351,247.40629009210295
254.005615456413,-1.53937529717525,-235828.5506277721,-25385558522199.887,-260.7698770979339,-16676.947894430676,-517.2382910572449,-236323.11327326807,251.56905681579863
254.86909435312924,-1.5216284144644454,-248254.3849324175,-25972994673524.934,-259.50192946687577,-16674.727053062317,-517.0279973038009,-248749.5568581443,252.57648009989887
254.7513898280288,-1.5208137522688103,-255781.53589572854,-27781654683929.113,-261.2356346534668,-16670.648506277365,-520.5222098220297,-256277.0465031064,250.69751853280974
257.13846758547993,-1.5053075320973683,-235779.49895378473,-22705915525158.3,-260.7567571667921,-16670.747839486154,-515.3846322145005,-236279.44667501783,252.04324861277976
253.58652737022737,-1.542276137356635,-222054.36038265243,-23549370573360.285,-257.94534335069864,-16677.661013832556,-513.3896529706005,-222550.9863716049,248.58146106722998
251.33252320007136,-1.5438398875300332,-218310.3078271048,-23677643811104.22,-259.50286660481447,-16670.78718329343,-518.6068873029191,-218810.4040847012,252.17069937244267
254.24983360323773,-1.5267415526604307,-328056.12900633214,-31778388328942.555,-262.91873439136805,-16656.56090952562,-525.684153015965,-328559.8208747717,254.29800249328667
258.10934248997074,-1.502151326755121,-229501.4535261364,-24702710750455.42,-267.19676908152354,-16639.578461010722,-533.2596012572228,-230011.7693198112,258.97432080738884
263.12902814481174,-1.487290173805161,-223797.04803638582,-22205512639786.297,-269.515248341862,-16628.929114133367,-535.1663021072974,-224312.00449027613,260.9854188238344
265.18304707884965,-1.4636175366921325,-175169.55173139504,-20278152503618.047,-268.80958347402253,-16628.515237066902,-532.7393022736578,-175686.42528836653,261.70701503663173
265.48143179853105,-1.4763190309321756,-220913.30029135602,-23387514204860.97,-270.547974350307,-16627.475947817715,-532.0744966199456,-221432.60370643187,259.61157460570337
266.2268313149712,-1.5694807676936824,-275553.8831403112,-32264239993153.727,-274.1325269658262,-16622.174782557333,-536.5105327665656,-276074.99124877254,255.07863839622203
265.4801198054169,-1.5981036074703416,-216830.15280693208,-21462810557176.29,-269.62208206687353,-16621.923683170906,-534.9190851190689,-217350.65889798154,260.6892832352059
265.0649676985738,-1.6129484162905143,-233368.90090834824,-20718623166998.344,-271.32579883942617,-16616.709175366115,-538.1559595593312,-233891.60782098986,261.7613690370762
266.1110010657482,-1.590243351769868,-226884.11160576786,-23112149465882.613,-275.2158584229609,-16603.262443694635,-546.0230451271118,-227410.98611139358,265.07602592625045
270.8641646908236,-1.6064455898049639,-169662.54216563795,-17590413090793.453,-274.40991979568076,-16601.707601531947,-541.5744513321131,-170191.8755806441,265.3880928598368
261.6274624382801,-1.6495771941643285,-295979.2578807398,-31124684523583.68,-277.4655882028521,-16400.23108496545,-552.4642649085197,-296509.6037431307,266.4831125095958
271.8883419187389,-1.6482909339406313,-275545.3004145629,-28520781746953.895,-277.153989838235,-16391.907264696674,-549.1350823812957,-276078.97214305395,267.4051521148368
271.5938723531126,-1.6601692686357004,-290891.1882292476,-25716887149171.87,-279.5620438665473,-16383.87376674811,-553.1933321932172,-291430.1334984421,269.52711875575216
277.6844359431474,-1.6381356380864027,-297518.92826664925,-29099142125766.11,-276.97632410402355,-16389.864270514245,-544.4040716558268,-298057.91636304755,266.033937089256
270.0517337801571,-1.6476658557389463,-245748.4462216496,-25344015653358.113,-275.8310634481066,-16389.220584259798,-549.7416969753367,-246285.96072070254,268.30168074285774
275.2299154920413,-1.6634850154554508,-267135.1758206607,-30878678148440.46,-278.9716469651677,-16383.943016715673,-547.1975236614285,-267678.16654252796,268.85290007207794
269.01744587514764,-1.6670502050139246,-251597.73427798718,-27299932495022.848,-273.76376318694867,-16397.61072174251,-544.6333060082761,-252131.41829339787,262.9735309291724
271.25475857735097,-1.6763061112685071,-241901.17219133835,-25770773227686.2,-272.03995001193283,-16409.73049335325,-531.9018706053157,-242438.2639110229,259.8985470678202
257.85639334135055,-1.663928194716891,-248173.8695810234,-28106573884985.055,-267.24570850721113,-16422.34558036424,-536.0661731939663,-248699.5497720284,253.2256043121035
264.53972270922117,-1.662492830405943,-337528.09632824507,-33072338900355.76,-269.6391848342548,-16416.457515083264,-532.4915386216317,-338063.4939420272,260.0042354020178
264.704086291025,-1.6810534782700461,-336815.62028980395,-29039347430391.8,-269.95807204950614,-16410.26342367226,-537.0221059546568,-337351.298029735,261.9558251593561
261.63384018258506,-1.6962418498222358,-234061.96231217662,-28875855818381.977,-274.7568690858742,-16392.620004264594,-551.8875346020795,-234597.59664700212,263.55572787358847
269.04477906502626,-1.7415778265444415,-292600.3699477213,-28271404405196.97,-279.9875305223255,-16373.497377301414,-557.7368372361184,-293144.56649538694,269.0205436366671
274.953303610469,-1.7560385104311826,-194997.91400135536,-27748112747491.746,-279.2313122690152,-16370.016318430562,-555.5292266002498,-195544.79815129642,270.114782338144
275.4627942698078,-1.7486973994704358,-241729.04598360896,-27684909867378.75,-281.85803181635697,-16360.140634077943,-560.0781982811266,-242279.93214987929,273.3583208704148
277.29010912383086,-1.7039010407772035,-442881.99163664697,-43044878279548.086,-284.73621671058265,-16352.425407672032,-563.753054549683,-443434.9822242535,273.9168290502692
277.1273855334198,-1.6902958829624053,-267106.61901498184,-32865217448568.164,-287.4367358705969,-16340.722919526566,-573.0887966633815,-267661.35946819803,274.7659801491671
279.6713766260621,-1.7012233973002395,-263728.05908024195,-30148868602562.688,-288.25582046062823,-16332.406914203511,-575.3262915868506,-264284.9648479351,277.37265535726453
284.9572511060683,-1.7418737791528043,-247218.27666299362,-34496266041376.695,-293.07010630459416,-16328.95594337107,-575.089768383767,-247777.19110516034,277.7862976307619
282.8926841638982,-1.7433867754302892,-273810.71705162857,-38833715827399.39,-285.5234125790888,-16348.624304917828,-563.0613426244865,-274363.3466823359,272.2895931461581
275.79097476961795,-1.7190274020964722,-273133.17829649034,-32549415603105.473,-284.05926470792053,-16351.433825229164,-566.3245610534698,-273685.63618365454,275.6816420101031
279.6660922093521,-1.71740654098358,-266891.5478104214,-33070951592764.715,-289.765523648261,-16331.105885009525,-577.1701885760671,-267449.39785261895,280.88952578832215
284.6664259657592,-1.69407549281252,-230627.07231752205,-30684538977659.848,-290.4807421167532,-16322.850676173184,-577.8460472511338,-231187.5531336901,281.6748994441698
288.52095240245154,-1.690999181681397,-263145.87580242084,-32519937025616.21,-291.91573458538426,-16322.61531595794,-574.1181645942127,-263710.21998275694,281.69403267708486
284.5115378897799,-1.6572591669847097,-270072.00862930284,-32219777490932.04,-290.4980531370098,-16323.408189766204,-576.660697916728,-270634.6073121333,281.2111463225614
287.3616607090633,-1.756482507355975,-252665.12723147144,-28893185939919.434,-288.126443361869,-16328.048905993326,-570.9123458639745,-253226.40645011584,279.63037684124396
279.89988209344784,-1.809621943431497,-235867.87801184368,-28074787462631.047,-291.2806934738695,-16320.96407568438,-581.4910192320897,-236429.95075854557,280.62894937814536
288.75784004806667,-1.7843126739812278,-283767.25512938324,-25954415865432.836,-294.57252064159263,-16310.123804202616,-580.3455763549068,-284336.65216875565,284.1257754699586
284.5900752553648,-1.7746021133477272,-252858.03304125293,-27919356875751.46,-296.47308844449066,-16298.380562002634,-591.6072150274574,-253427.9387057337,286.2440976855569
290.01443789742285,-1.786780631037871,-344921.3834366626,-29143246214988.46,-299.77129335651887,-16281.122370665036,-598.2422557598757,-345496.64390081714,290.3996536534465
295.8752204712108,-1.8957187227172378,-283472.5641649188,-34120705909055.11,-301.57346167585354,-16277.240085710606,-596.0477650551488,-284050.8969707263,288.544641167013
298.44326477094637,-1.9718973986881718,-356354.95516240067,-40617255612262.875,-301.6909943923319,-16289.898941307592,-583.9140154042022,-356934.18363128527,270.08380472294806
279.99809935574535,-1.9766711359870746,-296898.80834348913,-33446560942266.727,-299.31300687288615,-16285.04753745164,-603.3477311866825,-297470.46524544543,284.65421714094657
295.9171313623582,-1.9688795390246523,-256827.25500931425,-33194158051601.83,-306.5107468742736,-16256.194760519495,-607.6087932675039,-257414.5178871424,295.46813816328427
303.02102741182887,-1.9738678818851845,-344864.45204657054,-35348193620555.734,-308.26280434549744,-16243.082733189427,-610.0050029135353,-345456.64933961217,297.7076375206781
301.149797232734,-1.9587967969388607,-327177.24965330045,-35718763557886.82,-313.2310671591133,-16227.930844987271,-621.5612933729781,-327772.3478633392,299.517094690647
306.37207649095586,-1.9532427938899504,-248459.80116923808,-27039799293342.35,-317.4039341472595,-16209.743336696432,-629.6265888211151,-249059.94863944314,302.9920542305574
312.6193503696284,-1.9347892496780539,-287836.23595165106,-33094788880512.25,-316.8117150332213,-16206.225103246925,-625.4019709934653,-288440.79003317305,305.53221867661665
314.34680796996133,-1.9217255830357705,-265693.42020974733,-34472481014116.035,-316.71331554965803,-16211.099238067538,-618.4156076604731,-266300.0531170255,300.93477613902155
299.11001238272047,-1.9415791017347361,-263358.36857606936,-45595641704097.38,-319.4739677274054,-16201.187776463647,-639.8779927957496,-263959.8512726,300.7197550453093
317.16649983784663,-1.9504350548237899,-314068.57067469764,-37521916303801.164,-325.22851530319815,-16176.129783088769,-640.2167421289794,-314685.1761874137,309.6959746014699
316.1025098665022,-1.9547788745476697,-253038.8931142549,-32063484833356.566,-327.4953478504706,-16158.956460489275,-651.2227243655313,-253657.9889539008,316.14296298752276
320.8783470233722,-1.93142967547039,-258549.42454851203,-41093863726549.805,-333.5450938769532,-16137.94272898759,-660.7239233886287,-259175.81324766012,319.58147827426154
328.28801035695244,-1.938834970938563,-247971.3607105312,-33437437990059.508,-330.2550889218886,-16140.193500729267,-652.661907923277,-248599.60360217004,316.7424709521952
321.47767276677894,-1.9560664689620395,-266702.01582737727,-34823704372608.953,-329.42689326856447,-16141.892019115247,-654.6944039226562,-267327.99922087474,317.5305779270308
330.2547244793569,-1.8898961693482443,-202133.89648242455,-31957435335303.16,-329.78040252432874,-16152.042359822748,-638.2531257680945,-202767.55444342087,313.7057535566732
321.4822282984254,-1.9221106230323795,-277849.69605357933,-33788980862163.14,-319.280813185596,-16187.575955373268,-620.2882956096948,-278472.6573984932,303.7008949547447
302.5252033474295,-1.9147368664255482,-297280.1400532311,-42709581028468.945,-318.5273282512735,-16187.327536027919,-637.9624828490511,-297894.4915799991,299.4943170324148
317.9781133559777,-1.9361132093640667,-247193.74694729023,-39520457382960.41,-324.5306078549624,-16168.698680677218,-633.9302906781473,-247823.1677627469,310.03946168761206
317.7632744835313,-1.9623097488755126,-240811.7523312372,-35901697585257.93,-315.6673654836336,-16194.871392191746,-616.3375563446295,-241433.8452551533,301.48508436191247
305.83725707566276,-1.8450146477943363,-234613.24086330816,-40392674098647.59,-313.6456205389401,-16201.906672095805,-622.7049140375025,-235231.3326182239,298.6223882752847
312.5533862713877,-1.7938901338693178,-189500.79860779704,-30497688790197.316,-313.7977752959315,-16201.90741242972,-614.2239718819437,-190123.51942064,302.0308370531569
302.7484243981054,-1.7536377897857065,-180126.78638384317,-34016747672430.99,-310.8148131738375,-16205.074627251246,-622.0718773599122,-180741.60731259207,298.1540796220299
302.26480915851846,-1.8021173571618825,-311143.7899805794,-40262453068124.555,-320.84882717830334,-16172.419929924416,-644.9459306417898,-311765.1687793546,304.9044664157362
314.5182781811338,-1.8036932037499251,-267042.3905742985,-42946482808875.71,-322.8623721660332,-16158.662470718215,-642.8494749780943,-267669.8847187559,309.4281093406588
313.63195394400077,-1.822557462556515,-236308.15921219694,-35305474055247.88,-325.08091607785326,-16148.70097641977,-650.2246984924275,-236940.0566424332,314.25970620488124
321.1033902867069,-1.829423365519406,-241493.28537652298,-37320235335002.57,-330.8545968865612,-16130.588286653954,-656.0435701750681,-242131.29974687748,317.15975765100995
323.68364341125493,-1.8242318112645786,-263811.4708646884,-36114813830215.99,-331.0614180233099,-16122.376028003076,-658.1682701349714,-264454.54023517907,322.8705721229968
324.20734732933045,-1.80395385548953,-212784.57640595612,-31532866498346.91,-334.62839930247844,-16108.52015656377,-667.3897595149767,-213428.41912349907,323.2851255028235
327.737155470264,-1.7901329553645091,-387839.6365636419,-35030604219466.383,-337.99038165755695,-16094.817818340242,-673.2571020543357,-388488.9911100346,326.5878859464982
330.08908534869204,-1.8514274506618722,-307807.0425375033,-36098992691584.734,-343.80324003842424,-16072.942542777193,-686.6727783105925,-308461.15187449654,316.20400711158516
340.2821785182518,-1.8639264606710269,-340776.7361448536,-42344765187388.67,-345.13618859817484,-16067.94487993116,-679.6667350808876,-341437.24887379503,332.4636106640865
337.4426245323882,-1.8653516141496163,-228583.9054408143,-37285736147163.664,-342.69897916732526,-16075.01004102297,-678.1020010709656,-229241.9357238957,330.01000131930977
332.4124064883804,-1.8832866276258196,-254816.64287285836,-37659276028066.58,-346.86911283648357,-16058.680478285589,-692.9211455168603,-255476.05721756458,335.1577520797956
347.7126150761399,-1.8880891024433857,-298948.3912309679,-43703375209907.27,-357.37872434483853,-16027.672367416444,-700.9862587437315,-299623.80022950604,340.5651681441292
345.2843344873174,-1.8637863443749616,-254984.72467959198,-40123937554698.125,-359.7384897376985,-16004.775786027307,-718.2227505024971,-255659.9359680567,345.6801190767607
356.7863230095346,-1.8347603177573952,-289347.2347324842,-48348442568920.31,-364.9955732576992,-15993.993897682474,-713.892079898118,-290031.9041246426,345.7703186033604
351.77997595135423,-1.825830615504109,-270373.8180675179,-45812354837047.95,-358.82556119575037,-16000.543067503582,-713.6604766692125,-271055.0852519768,345.81040728184917
