Feature_1,Feature_2,Feature_3
1160.4643399432878,-2.5211507684524084,-232732.93444436972
1149.3732157560414,-2.5348487359455834,-342890.6275171391
1146.6346024487502,-2.5661832503451407,-236181.23523746824
1141.018107803249,-2.645505880970975,-295290.51238558214
1143.6278413709724,-2.6589434201672413,-316834.5398492479
1136.2154708582432,-2.619033249197028,-442246.6190692001
1138.8810414919758,-2.6767643810756594,-362818.1118625274
1153.8703720085198,-2.7099535241278034,-424920.44565968885
1164.4758435751273,-2.71588386729072,-334295.4331658708
1171.527870231634,-2.7377291421828387,-309293.7099981163
1166.9294281384878,-2.715054801668036,-235351.2789317205
1154.262854641108,-2.680895507691762,-171994.8527478436
1152.0615107771036,-2.6962504785950943,-175453.61974447785
1146.9907260616114,-2.504061858433769,-209165.50318534076
1158.614250180574,-2.4679569296568813,-265926.3431334377
1166.7924325463023,-2.4176777236860425,-237810.82215407275
1182.554716866149,-2.472953492561289,-292697.9341071218
1196.719476756742,-2.4835692698016953,-347569.21040854335
1178.2081908382536,-2.4597283718610456,-261176.99974623087
1195.075529650516,-2.4793520314324407,-311590.7949522805
1177.240781206233,-2.5124511288792246,-304182.20642687107
1173.4386665719278,-2.517810122883199,-305461.05541041127
1178.311099849445,-2.5483012534457896,-313964.38480273006
1183.5140106455522,-2.478196604941945,-335090.7964614212
1180.6890446664092,-2.498949485208324,-394688.95147000405
1198.5601521304193,-2.5238141688198295,-660007.477299691
1210.5615503472586,-2.545297869060178,-500807.5989534905
1215.271017304214,-2.539408698814115,-333283.5486615054
1226.329353446885,-2.5779945016405956,-361371.69324682053
1228.0112827433618,-2.571541617645113,-401290.2269184689
1245.982377511621,-2.604206042620305,-629578.8880060166
1260.6003266123826,-2.5953026758394144,-431267.80691998807
1267.730590088123,-2.6133272834879104,-299559.3258783226
1267.7305900881233,-2.659060762681065,-366127.73221243697
1256.216792296551,-2.6143417276805794,-326866.70434060553
1265.112740667782,-2.615471187118856,-254379.04797177148
1275.3364425272566,-2.572444503831514,-414115.8824893477
1280.2345218990458,-2.576053818414428,-277002.28580677754
1294.7833239355052,-2.6214502031591964,-465115.68121048255
1328.2307003773658,-2.6662762266239723,-408467.0315626306
1329.7834253001697,-2.6355377240928934,-429989.2079047087
1326.5461740080514,-2.634126687779048,-443026.61580940447
1335.095088521353,-2.607269126608761,-408382.0715710882
1319.3052103026066,-2.671300629202769,-384609.4342249637
1324.189655041998,-2.674009123953439,-378124.5449725472
1339.1796348267512,-2.644393939234461,-568209.8831733374
1359.62768781391,-2.601802418596868,-397508.17791817576
1376.2645364118316,-2.576062146628485,-387627.85778295295
1377.5763828289446,-2.535059936399579,-303402.563537841
1378.5171724643797,-2.5570595697553777,-382633.06017234916
1375.7068150199484,-2.7184204311476647,-477273.32582191617
1379.6751423158623,-2.767996643897742,-375560.8412745298
1383.4425211009643,-2.7937086070029276,-404206.79327976593
1395.95359486219,-2.7543822816640384,-392974.8087313176
1403.9103767685096,-2.7824453811371495,-293864.14317218197
1396.8560957084978,-2.857151511299528,-512651.11263597244
1414.2844383241468,-2.85492364324033,-477258.4601048526
1422.830070425945,-2.8754975224414974,-503838.3174871386
1418.4101770903862,-2.8373341548549122,-515317.8999712767
1411.60138253683,-2.8538409760363073,-425648.794737005
1426.2848085329874,-2.8812405643983405,-462691.6970102295
1395.7719530629934,-2.887415653852231,-435780.05883868755
1391.8494713167552,-2.9034473537552627,-418985.1206458657
1354.577688698733,-2.8820081733960152,-429849.75122530485
1373.7902113362263,-2.8795220494820826,-584615.8118225228
1377.1919258728337,-2.911670034604104,-583381.7671247673
1389.9488288098476,-2.93797706581673,-405407.21084396174
1420.453162634593,-3.0165012809103504,-506798.7070629031
1427.0321883829304,-3.041547920114379,-337746.2944202941
1441.2551299191782,-3.0288327429463644,-418686.9893087642
1449.1745789034567,-2.951243173695606,-767094.1112719673
1453.9192416079306,-2.927678349115383,-462642.2351718918
1466.7392678430815,-2.946605359148949,-456790.39770850574
1482.7889976274162,-3.0170138858646673,-428194.6157399243
1457.6848619582981,-3.019634472288934,-474254.07359028666
1447.5576756216753,-2.977442800034224,-473080.5420422903
1471.1354899418388,-2.974635386234682,-462269.72091834806
1486.7108481406733,-2.9342248254085694,-399457.80685481
1491.3841815182523,-2.928896498229575,-455782.02669200255
1484.5015327058754,-2.8704570785267913,-467778.4406481328
1481.1083398145163,-3.0423169453465237,-437628.8376657633
1478.4978758200573,-3.1343571485148862,-408535.14858997136
1500.5907145515457,-3.0905202079245693,-491499.30340845196
1504.3850560025658,-3.073701023537368,-437962.96032938006
1526.355751152159,-3.094794834937573,-597421.3607292458
1532.2315833592495,-3.2834811446058327,-490988.88368546806
1523.0777582799003,-3.415426481840817,-617224.8878702073
1500.8312143174483,-3.423694837384503,-514243.8207575778
1554.0406828656119,-3.4101993955734886,-444837.8544445808
1574.6267684705683,-3.418839458853504,-597322.752669061
1585.392131351357,-3.392735574001284,-566687.6194801633
1606.5419080086776,-3.383115758535179,-430344.9992635815
1617.9943679896885,-3.351153282380456,-498546.98492764327
1618.6287571359662,-3.328526348022878,-460194.50304003
1598.5230398298331,-3.3629136511185056,-456150.0749722031
1646.505899292246,-3.3782526118181933,-543982.721469113
1663.4825947097238,-3.385776328278873,-438276.2191648801
1688.2903664940884,-3.345334329160984,-447820.7395857188
1688.668159433439,-3.3581606771569192,-429498.99557262904
1681.2177165543192,-3.388006507224103,-461941.4418940563
1682.2191676792638,-3.2733961863409546,-350106.1786394273
1632.961533210972,-3.329193256859951,-481249.79043236916
1600.6622884036988,-3.3164215357742726,-514904.30665338796
1648.660297457665,-3.353446447823803,-428152.12902603083
1617.6664424558662,-3.3988201852401128,-417098.1900973959
1589.812655919897,-3.1956591106885885,-406362.0533036445
1604.5623613790985,-3.107108855058194,-328225.0112635821
1581.363918080739,-3.0373897499816342,-311988.7458209223
1613.065700871145,-3.12135882380613,-538916.8527059037
1644.34802934543,-3.124088270161554,-462530.98824933736
1652.179736945298,-3.156762124861696,-409297.7379986006
1679.6061787528793,-3.1686542176332613,-418278.6399588681
1693.3828385712977,-3.1596621818936494,-456934.8711571169
1704.223002560379,-3.124539732217631,-368553.6974021378
1721.9508652256882,-3.1006012309947595,-671757.955717276
1743.2906430104015,-3.206766411074084,-533137.4366024703
1764.753195609991,-3.2284153314542516,-590242.6210403799
1748.8565398236387,-3.2308837696877517,-395918.93801601033
1759.522799126352,-3.2619481242629687,-441355.3720699246
1808.0188510026198,-3.2702662546490635,-517793.8024530146
1825.2723420824286,-3.228172642910498,-441646.4982990152
1850.1362936021355,-3.1778980900670266,-501164.1115862208
1830.1527198778974,-3.162431392067873,-468301.1899293252
1851.6935453671772,-3.143790986290688,-525205.0457639913
1864.9765809941637,-2.9656005686725555,-547032.3121555576
1865.8041274327406,-3.089720174600818,-487496.9564873281
1835.4481333586173,-3.1313360648243496,-451932.7884866751
1801.5660718505567,-3.1330789153400205,-348240.5695629859
1773.4739948641195,-3.103473455444497,-366530.3858118781
1775.667845090874,-3.1084861307358262,-362821.8762654998
1803.5636086201043,-3.049952960340608,-411624.00512402196
1798.4676647614976,-3.096851672680556,-460430.91083813057
1775.1742208994422,-3.1010817549018648,-479079.4173382744
1782.1054746513846,-3.1003416786528724,-474387.2621712734
1808.8252511363212,-3.097185765625517,-636710.4771611943
1837.1669807668904,-3.0632849181260653,-567571.0915828074
1902.6040633971884,-3.2013005200185933,-666077.8262494823
1961.653383872504,-3.2365731474500334,-624177.5088585691
1972.307334132081,-3.2867239287073646,-491462.91440515843
1969.0501719482077,-3.2724739530289844,-486535.8837581191
1963.0780767114584,-3.232001362722545,-327814.9670531309
1942.2379198315002,-3.1213922835443673,-262735.1796491957
1953.869018746239,-3.0899056284920245,-349864.74149254785
1964.771990416967,-3.068954304554751,-429824.18155531207
1957.7204867820733,-3.0949721290727727,-423467.3198328504
1919.8903785920286,-3.0103766126491696,-367783.7983155844
1890.9868516080392,-2.9253746898503437,-85118.78654010232
1908.282950914091,-2.927417805564068,-354484.14863652823
1916.9690323542445,-2.897047528209855,-333005.2912890296
1891.2715376826377,-2.9524909142692746,-417658.23420121014
1887.2164970103115,-2.9833828648634158,-297508.7141379396
1864.5302992763345,-2.917141507751743,-339784.6325116755
1889.2323395363194,-2.8816588043709,-295956.29603945254
1894.908070888315,-2.8608063001125097,-326475.5837735267
1926.5151687315151,-2.877852200895115,-596737.43873092
1962.7643539197168,-2.7521883893518773,-364121.53920975124
1994.15620131627,-2.6628717741958434,-397578.34852675727
2038.9046229821388,-2.6976071551564367,-415033.01197964675
2048.2661237123593,-2.6973031732264623,-471064.210310722
2036.9313886823736,-2.682721500457829,-553819.455417853
2047.289921906669,-2.749162852121632,-460776.70973382023
2013.8841256830524,-2.762772391703384,-426485.8585908587
2037.2141810580279,-2.83361729287569,-503940.1243204566
2068.7830893058554,-2.8539049451422644,-560763.2233636511
2082.506409937348,-2.8504204786451592,-468159.15461810445
2091.2953823534644,-2.7914953444573567,-405852.28690679633
2110.231740561608,-2.846185094989655,-377868.9019274218
2118.126571459614,-2.831418723428782,-517107.76898036595
2132.3564565586557,-2.824100685628905,-444142.99475677026
2136.5563652002065,-2.819393068043611,-558597.1000456034
2156.627995925346,-2.79604598495117,-522452.84155973035
2185.5409914040556,-2.8019487668461007,-511696.48795166815
2198.2215151503233,-2.824818087161387,-390819.5365787481
2202.8351970111626,-2.87487150638874,-557001.903287969
2218.8107569201866,-2.847993952072117,-319552.05789135874
2248.489122388808,-2.9038200634006737,-406554.18484234926
2284.7809158032524,-2.8648450257449936,-566398.2007362872
2276.705867889066,-2.7964497345011408,-415076.4471210948
2296.590022418738,-2.6801210667516466,-349608.8049240861
2325.01128740496,-2.708899008518374,-562297.8375358986
2371.6231088318355,-2.641682465199114,-549595.5930627416
2382.221826205542,-2.724160463289797,-600095.9169644684
2326.9286575858737,-2.6856187331399313,-456994.81461911043
2347.2448910912935,-2.729242537135515,-636131.3998049092
2411.547963670559,-2.7661418613984243,-839947.9131593555
2397.6501071197176,-2.8394114736292235,-677957.427386245
2364.0596752490505,-2.8405646207148276,-564423.8523103098
2391.733560385329,-2.840359621217163,-632190.4718528728
2399.0602816001,-2.918511892820417,-588071.2143022781
2354.2932385612803,-2.973968710172638,-629662.012913106
2323.811944740355,-3.000339342998409,-530387.7967821963
2353.25675400587,-3.0590411869327916,-600228.0103562325
2304.8923142062176,-3.2552710465157277,-658166.4475788708
2247.800447206133,-3.289222561304809,-612544.04282015
2206.87224754352,-3.525541641838986,-485589.5440066953
2277.2047125478575,-3.5801821729149177,-608193.1102803273
2304.038836034352,-3.645790107195302,-596840.7802280984
2260.7728309045306,-3.6468342123681494,-598282.1297699993
2236.7721928489536,-3.6847822776206898,-441157.5027513717
2183.4678431595494,-3.7700379832546367,-616460.1963277975
2155.8101141755237,-3.8573640462298364,-468617.1411014434
2193.066747201993,-3.843664757695763,-395844.0103625655
2188.0428150843154,-3.8925738552275218,-446441.7089464127
2226.95556460899,-3.851938384361547,-418881.90364659746
2257.7830385391444,-3.835528016730664,-536682.5296117207
2253.223113843827,-3.845936986709897,-372045.8865193142
2263.700284747918,-3.844487202195,-556153.048769739
2253.835136870143,-3.8354355472201065,-482257.95361114794
2284.6002722782996,-3.779764622496157,-412264.3977651121
2286.1304833872473,-3.7730098021458076,-479393.84860373556
2301.0429019426606,-3.719594963190528,-431233.43422228727
2283.264139720597,-3.713088934963129,-488841.64621845994
2224.7955194674405,-3.540695798883615,-457877.86281468684
2222.512025627156,-3.5346304338683203,-425175.3566939032
2184.6289365175535,-3.2856079320803646,-503612.2630615062
2205.9640653566603,-3.1783931438181026,-355492.38180539646
2164.383964097625,-3.112316136645439,-518221.3770696303
2147.9370352248498,-3.1473533832610205,-421990.7825496101
2178.4132024103455,-3.268900521175149,-518340.13348946813
2220.1732562501243,-3.081158904301232,-519310.325104158
2231.5142609590466,-2.956901001684603,-357534.91729754774
2232.445039580604,-2.957073519661146,-433668.4536631112
2249.115527290889,-2.962234110807348,-557272.295475562
2251.9569969660038,-2.9045553557544643,-504712.68691163533
2206.1777974320826,-2.8588606071094147,-439120.9846155679
2181.21905007289,-2.852274109105911,-476126.0740286172
2154.074462321666,-2.8363780119511355,-480027.3185383095
2170.9801781494416,-2.8683953243443976,-504303.024554487
2102.8868586033595,-2.8853173176961575,-446937.09291303466
2116.227609397264,-2.890099429553987,-411528.2381667146
2116.594577544002,-2.916972588913701,-394537.16616218083
2089.780414667999,-2.898414814482529,-325674.78271902114
2099.865743433817,-3.000221660948405,-352242.433590879
2068.4612543172857,-2.9423049634404106,-298525.11729557446
2077.3781196535333,-2.8896274337507903,-319413.65204182826
2071.5465505267175,-2.927138025918794,-578544.6604781244
2100.2886012899316,-3.0118358478582037,-611220.8063096058
2127.119653913274,-2.9944513195398788,-395360.2050854605
2125.1779471418754,-2.7760257742762557,-389306.1027894275
2092.5383568653624,-2.7727792770089956,-408312.42873786483
2128.8546915945008,-2.842690628614966,-551605.2985113896
2171.4721304264904,-2.850425331827574,-505298.07941269194
2184.767125359421,-2.803401560654487,-408979.7150174754
2230.421033676716,-2.797851611379421,-396632.73239011463
2212.112547560826,-2.795182627369229,-380287.6241268912
2216.332527705149,-2.7465923898526907,-464755.94064726104
2215.9348509268857,-2.726555235891401,-333711.48800648743
2228.8951217761814,-2.6852060408100145,-349850.47686404426
2260.018012741618,-2.7045496470651136,-560049.5887170815
2244.6996260774295,-2.676363435555052,-297309.19060511765
2247.7268829732766,-2.601709714048732,-72738.73860700017
2237.246948292348,-2.6296828918810315,-414939.87960966997
2223.0168755294458,-2.453619294330199,-288660.98740893434
2229.3195150638726,-2.4792952976387266,-381245.2743364658
2261.971388792996,-2.4561870072462018,-454221.6578302573
2270.244908298771,-2.408168346843851,-714269.9392319657
2234.001045940034,-2.6331022179333736,-767482.2996802016
2184.1805904972716,-2.636683558362656,-433341.1672100317
2178.7522257023943,-2.656705745195519,-837884.9973720814
2182.2656002353006,-2.62959880469109,-457090.58409281936
2169.417722977391,-2.6092177563750267,-453993.4358870497
2174.8454735996374,-2.5963326318360833,-335343.42913452367
2190.7098597323616,-2.5989728523888713,-330274.4965882074
2218.3095494028025,-2.627536972034362,-436166.5900897423
2213.4317903711894,-2.642744154915179,-516980.9141825841
2167.3292289472975,-2.704128361278198,-555953.0818383986
2115.1537285527947,-2.933354983143273,-608537.5521104087
2012.2810412854578,-3.3361741335080914,-491590.6035820493
1979.5573093585633,-3.336439231251466,-664191.4847096257
1990.001929113237,-3.8864489237049606,-952016.3380111764
1839.3076112291747,-4.827510059654623,-914072.836322583
1748.2531408046761,-5.585054992594595,-932161.4552902824
1880.6543268886116,-5.8014329071604145,-711504.8327108672
1906.069711598598,-5.8031864781065465,-583453.4475110318
1877.8957705186178,-5.843697954814849,-431697.0132592376
1931.2784272184135,-5.951414504420149,-373956.69580110256
1971.9090175906608,-5.867064848105384,-405515.25933458994
1980.4103951423594,-5.876725057075913,-396739.8487031726
1932.4484260795598,-6.109156215424922,-413514.2022178686
1901.3854169455992,-6.201207379208357,-464856.19511660445
1817.2191996587314,-6.247842405582416,-526703.2285379734
1835.8080555804547,-6.273015172010969,-402621.1335689975
1859.2599303906593,-6.299959048179768,-283526.24626525736
1874.7653326208424,-6.280431061415766,-390135.03009280225
1826.5994582447083,-6.3177154615191835,-285038.4928247626
1869.326833977561,-6.320199234304455,-384473.66202078876
1869.3824166006236,-6.238519745362996,-316990.42164464726
1873.8173571656298,-5.808212418493027,-296955.6190988835
1872.0113825455771,-5.7869878673451,-226457.03677592645
1868.9300784582433,-5.436099571631635,-267406.7727430355
1823.8676183841421,-4.633720238744129,-301670.61470625043
1804.9148651788341,-3.785676732997936,-268186.86410969426
1828.5116847298418,-3.524186071700433,-237492.4506799422
1818.373537117799,-3.5018272346764356,-259326.3276162549
1828.3010235175725,-3.4240866442787823,-197579.7774435343
1829.471329465034,-3.2427606914869815,-267647.25664281147
1832.4193580915444,-3.2256934746554236,-312627.87360760063
1831.0411547086505,-3.225219964780719,-452620.7815538729
1821.11296524284,-3.031871091229545,-498390.679847366
1784.4642095774307,-3.2478177992166666,-358546.1397653781
1784.7078987310283,-3.1356102821305423,-344023.6790100398
1811.2344348666943,-3.0366671664252634,-352541.06642597273
1814.1700669035306,-3.0240702980248066,-407147.6914370757
1563.1953551260676,-3.4401410532645635,-294327.72383461165
1452.2731354950638,-3.381153822338767,-296196.27096835355
1451.37671821594,-3.377587260742188,-298361.3250109536
1454.3273005075982,-3.4048217921333097,-331124.2777191906
1481.0027411812907,-3.424567435091528,-485054.9299541052
1483.1783022629793,-3.5982039189270645,-688796.440537933
1448.4013185012775,-3.6122560334266756,-431820.53052711446
1476.5882299374682,-3.558794087509744,-287540.1392075711
1483.207903767527,-3.573985442504587,-320618.55574778037
1461.8134911071368,-3.5835849279525913,-333783.4227334009
1452.769483955152,-3.596463566096361,-355978.42452955694
1472.8704005683478,-3.585201776755992,-379521.9976166458
1491.923005313429,-3.5548271525007724,-331173.8079134157
1490.208510090449,-3.530053814462037,-346455.1181880826
1489.523788419604,-3.489327980634998,-381942.46629770024
1503.010413294477,-3.465351661089586,-492940.17574540206
1501.806319771118,-3.010064194557581,-420226.7544251967
1506.4444868270768,-2.9521268430615075,-386600.3318094125
1520.0719431023724,-2.946110662452893,-397550.71920999174
1508.9372923160872,-2.915983851341724,-340209.2754798462
1514.7595195539436,-2.516382243998789,-608726.0197502072
1538.0771329946283,-2.5236506305774875,-415799.57583046326
1547.7693831956926,-2.4871069768634855,-326547.4291333839
1549.174707148955,-2.4605975886622926,-368918.7327076499
1544.4136489983596,-2.430997112148564,-297093.8304469456
1549.5197590302453,-2.2135348955463723,-440547.51453554904
1562.3608319019067,-2.1616496664555225,-369132.86221741355
1551.574522052973,-2.1554245558145926,-340576.673507019
1567.036673600017,-2.1142287388120895,-370446.93878539576
1562.5623613369066,-2.3370424415497575,-398256.9692477802
1533.3603275983062,-2.3107308389204197,-283579.9557426088
1517.179367799423,-2.322374422162342,-331621.4424631923
1511.487506783614,-2.3183344879426877,-320287.0009565433
1523.6256186735477,-2.3702972993532025,-393345.9720015247
1516.2566380718129,-2.3929128979373773,-368087.53143011057
1511.8648512153195,-2.394202656646422,-397204.2096788562
1526.6234437704431,-2.383868974872073,-248970.4297851672
1519.4900791847022,-2.3906478821206525,-374712.74283455557
1514.1722735445378,-2.4153212193630256,-375291.8648754911
1499.3775090395427,-2.692227076649783,-324466.68153275823
1549.5600649172454,-2.6160493159029516,-632023.7027819348
1554.9764226371958,-2.599508959466863,-334526.34499875485
1557.9635433516391,-2.6263891053832094,-327479.4585175035
1569.3081256161336,-2.6117294497235415,-287566.739448463
1578.517751691036,-2.604650814642228,-243114.67488159306
1580.2686657347626,-2.552338456105922,-263232.7951267688
1576.2521302742998,-2.516132148441241,-277656.2975291462
1585.2427500663155,-2.481328999557747,-262507.1500486486
1591.1101868747537,-2.5105242841683837,-343402.73213621427
1597.3272951932227,-2.3032612599860918,-391741.4906954439
1606.3843838181765,-2.3038306091323193,-367462.39452311746
1601.7710491354767,-2.298686952275052,-341019.99064745684
1619.6312813569793,-2.308015301283533,-453037.22621938004
1624.1670690679175,-2.333871506060557,-541047.1066832097
1633.9831522296718,-2.280912130178743,-417792.8788788768
1630.6821509152423,-2.2417104125345624,-302209.31062579213
1649.3181369092003,-2.2356724281290172,-454511.46658654907
1661.0035849836354,-2.1548454299093196,-430660.3530035384
1657.3327442654204,-2.1569383647265883,-463539.91680237127
1671.281541317859,-1.8328204519558777,-438567.2069961395
1665.935913253471,-1.8638968679675703,-426812.3870482849
1649.6013395862924,-1.833030961089914,-287900.3703815873
1648.9346628730177,-1.8018923719865125,-242824.62364226967
1642.7294848578972,-1.8367108284836668,-313475.6471436152
1632.9935051614787,-1.866425176357388,-426270.998404002
1655.4412230750938,-1.8741163412399342,-499974.30622073164
1670.7279184315476,-1.941406213104813,-515512.26086706336
1704.7292829730873,-1.9750597173872564,-542473.6911696006
1720.2278832413876,-2.0178040232664562,-476191.7705778584
1722.1816124420284,-2.0873031603700847,-458109.22993593535
1715.0742762499326,-2.077864017756143,-426739.66474800836
1721.392224037175,-2.0736545494516583,-376372.308653533
1725.3371776775502,-2.0333373976739217,-49464.601402332766
1723.4067409739218,-1.972885615063366,-298544.26036552363
1710.6018327686747,-2.009285441113721,-332733.6791541334
1690.7961089369383,-2.077294659432068,-352233.87217795267
1694.9188809081654,-2.0536432084548633,-320436.7362802303
1693.2208010649797,-2.059900271112698,-249394.35764112137
1691.0517582943933,-2.03927398913625,-327708.4052995725
1697.3344832812754,-2.0379510263505405,-339611.937898933
1685.799300218056,-1.9946555845725282,-275441.7548540295
1677.8133824008387,-2.0556646994095926,-300505.98144913337
1670.4697125805178,-2.0848129175001686,-385711.16547862894
1685.4459359950843,-2.1027877641884727,-467218.54772461747
1704.2503665101212,-2.1086508576095353,-588795.5666152525
1711.1492064484707,-2.135845189014699,-397908.101164444
1702.0921178235167,-2.0946296397780806,-338055.1824408228
1719.7182888555267,-2.070254859078877,-375637.0994488955
1735.4563473553098,-2.081466133363827,-406032.3622111735
1760.2756391415842,-2.0313479389933033,-370631.3003942759
1761.381180585157,-2.068175976927535,-393008.41221618454
1739.2461793394946,-2.0720035595110406,-1134379.591755515
1742.386578817741,-2.0745517377856837,-669573.6735968859
1745.6464198928038,-2.0562630846089465,-559161.7575772458
1754.9628644444874,-2.0721339685972247,-532869.5624560855
1753.9011921535275,-1.9730228259614788,-117188.66918706219
1752.5474283473825,-1.981242757962794,-627483.3971094589
1759.0161191893544,-2.0104529409920646,-680775.7822666258
1768.4434144109377,-2.0264554936807877,-634570.0471809183
1772.2411583616865,-2.060650549831247,-540361.3412420923
1753.2582582681116,-2.044122864140764,-653219.619310106
1767.27975950367,-1.9968608811484536,-813148.2413620075
1785.1161865438116,-1.9792104391362937,-775982.292497316
1800.5840118948809,-1.9984349700666235,-925722.6183937087
1808.1711859961365,-2.0079123530163674,-795938.989398922
1838.4960495071296,-1.9879090918940878,-974737.0157003886
1844.6097410787493,-2.011457970191532,-872609.319421931
1851.463637998621,-2.1087222184688055,-977871.5123804628
1872.9839099261899,-2.1259151241201026,-689521.8876509777
1870.0391618803155,-2.156778210011317,-589091.7945578252
1864.9766117860163,-2.1385136216243943,-582615.294286159
1868.3231935102754,-2.1712250545314236,-727860.5174387333
1858.1626211073083,-2.1794728455829873,-549691.8624432202
1864.3769096618612,-2.2064569190609116,-477662.33451327845
1855.016956222242,-2.1735855214328375,-418494.49250170623
1872.5745938275868,-2.189551184547517,-584106.2732084052
1893.0390131243657,-2.2157898528742073,-856053.3187703622
1908.1806603792563,-2.2025386703006946,-572359.7408723225
1920.2697573117955,-2.229022042325194,-482277.4469635966
1920.0904563532335,-2.1903953426551297,-580887.7641912479
1945.63599323152,-2.206597923417888,-557849.5738573801
1956.7193974613983,-2.2251613625631896,-497599.7918954899
1945.472765620093,-2.2335770144414897,-467819.4767578433
1958.045448600068,-2.20702126013447,-426874.67843908723
1959.393669872718,-2.149905478167341,-422369.9469289547
1968.6272535486523,-2.1446979157833077,-489639.6468590247
1986.3192975912502,-2.11645649150307,-390766.7521070496
1983.5142213894492,-2.0325263781007314,-683947.0896829066
1985.9255005864334,-1.992093641711927,-332916.73195754073
2003.9645072258159,-1.9928169292578013,-463240.5542799805
2014.2046149844355,-1.9669105234949165,-485112.9821582192
1989.6190449074766,-2.1629101447086567,-642848.858795043
1935.226838201304,-2.206389802220312,-675661.6796826562
1920.9866840193692,-2.21881995365426,-455572.5949817693
1938.3040527977073,-2.256625667691347,-428360.0954289713
1901.8142292802668,-2.318440756464846,-408272.10837957007
1872.5017095121282,-2.336028059287174,-586006.925722665
1853.4273576158862,-2.4204563006599784,-624182.3777817955
1863.8245961990879,-2.447585155580286,-593835.565838162
1855.7865369980177,-2.4316482426744708,-530496.2981107102
1867.0154327321384,-2.443096743284335,-555767.2661934565
1869.2183126697114,-2.454396693445269,-339766.611926262
1860.8258084516383,-2.5044873082958934,-450322.24999632663
1865.9651226348433,-2.5709942581961633,-435172.94434577937
1855.7513419103243,-2.608254824833451,-405677.5819401758
1884.3048117163275,-2.6193486899699967,-800425.0397999098
1915.914988744803,-2.7505429649089495,-717351.6993424776
1961.461311993014,-2.8128757610928647,-1008986.0940770522
1981.2974851181389,-2.8258574623993225,-1011173.9385068871
1987.708533611763,-2.7972539987330913,-591165.0886766529
2001.97335206775,-2.824888654722465,-567982.6345097114
2020.7021270005812,-2.67756270174208,-528387.531777515
2019.8959655037386,-2.6378200244589,-438212.4073609155
1997.0463169174027,-2.619664148306002,-399689.4495367179
2005.8952487687864,-2.65517025016801,-488797.85518560995
2016.8287274676259,-2.594864798382495,-467821.5898487383
2024.3286066663356,-2.4775716882729046,-456502.91061453224
2050.0609269234023,-2.3912000787397005,-554410.9528219039
2058.3802696993425,-2.3236919916993077,-471353.3670159311
2013.492122303658,-2.5704398476140664,-576097.4093025194
1972.1146156236832,-2.5441037565432185,-407600.56670752016
1969.096151882326,-2.5245731641387983,-544882.326231699
1960.5249009590402,-2.5080239875977917,-320574.5934295554
1955.8902344505518,-2.466342244428212,-337231.06635705434
1976.857084408649,-2.4417822477454187,-438221.2532443735
1980.3993175652795,-2.4187567596060173,-765041.6597733678
1978.0171366691447,-2.312291460481869,-500055.6427612069
1983.4939911421925,-2.2820837814280033,-558156.7313642375
2002.619888599938,-2.331606374741976,-480061.85522545275
1996.8592564119476,-2.333352023672165,-527341.3480964063
2004.8989783730665,-2.315191676989807,-575963.3340316429
2028.210874252883,-2.3377296593360013,-587636.9169274983
2046.538369760678,-2.3308772132710054,-747480.6481507577
2056.8779659955326,-2.427023976791216,-604755.5387685077
2068.8664659451388,-2.406250690913497,-497818.14138815744
2064.51779416499,-2.3986471787912405,-439030.1776941631
2068.4884651607817,-2.3915095033968736,-451301.5228274506
2058.131687072093,-2.3778063196477053,-400018.2714213736
2052.984336215321,-2.3835637375650642,-348911.5691059785
2050.8451954129396,-2.126321885812674,-304800.9407796678
2034.5925473189836,-2.1566046990885717,-358231.63293203467
2011.3740431285578,-2.169311157293294,-361500.81733293657
2011.197513436743,-2.144487002511528,-262990.4818670009
1988.5839767772923,-2.131168636965056,-414071.1323114465
1956.3117441228437,-2.2336308128227564,-579342.5488074868
1912.2377157185194,-2.2385245922655916,-484062.8387328237
1910.4852326099538,-2.2483063186146457,-374809.87656230933
1906.4724845473788,-2.220941288182518,-430378.8286171356
1878.215520488594,-2.198858228685223,-481063.9852007798
1908.3802509693624,-2.276997803032143,-741290.3534876347
1936.1023803406456,-2.3203698442616094,-316739.3887815736
1955.472756311552,-2.2989675457873804,-560268.9850727043
1948.8878240260315,-2.293695998274013,-382869.7757867042
1939.9122320877796,-2.240523267010627,-347495.34154118836
1952.5829717228362,-2.211793850371325,-326408.58718472783
1935.4468899775625,-2.200058744425155,-310988.52537485084
1911.3052042527543,-2.187748613085734,-213920.14162532377
1901.31080228257,-2.200978472029546,-224745.67183037408
1919.02067480791,-2.1937630194448965,-347841.88844796084
1892.1477341488505,-2.3092350124681005,-488268.28554202465
1840.5376747112703,-2.310708071679179,-443371.0642272186
1842.210081407342,-2.335257663338989,-366835.462966178
1824.9541555717478,-2.404111723186904,-363155.5947145681
1842.8090313305229,-2.3888682740312848,-290269.2000139482
1869.3689706069626,-2.3619651454191852,-336041.02889137686
1875.4031070281667,-2.344086340574282,-260803.87748006187
1868.9512747255753,-2.3212602856733167,-283161.66904138954
1853.4970681710938,-2.286573180333787,-398453.7764668152
1839.8340302893225,-2.2852669248896667,-790538.3346001182
1837.7882943728396,-2.2669211881623963,-359545.59583814343
1817.4545666962213,-2.2028336541679376,-249138.5269619923
