Feature_1,Feature_2,Feature_3
1214.428099932649,-4.517269437246637,-76837.92783811876
1192.8562258820716,-4.646974180154017,-74584.85455666941
1187.0300939894264,-4.713313731199218,-74587.19216092484
1188.1877010145568,-4.7438731817707644,-74585.84707770424
1179.7930449893615,-4.754920763107591,-74586.80450961157
1166.9517610552791,-4.766335965015036,-74594.67951236769
1182.8468016278262,-4.747265691537539,-74590.01600023267
1203.3596017587608,-4.691445499620221,-76845.74365012447
1178.4513035904301,-4.744712917302989,-74591.86904034652
1232.0030033696087,-4.752361198761013,-76829.0360608039
1225.4125867351981,-4.696838163020254,-74574.89759901533
1260.195269182268,-4.703739918824833,-74562.38247687585
1208.2560084837057,-4.703215811983733,-74588.09779459634
1207.1239309507575,-4.155386395965799,-76838.89362458026
1205.632010111499,-3.9279073550597148,-74582.09421197324
1241.3282655882165,-3.7910182775610712,-76828.10298368782
1229.1683082047218,-3.689085483926495,-76832.90781437237
1216.7164983957227,-3.6050520778376876,-74575.0429682578
1249.424000728747,-3.4995842434316207,-76822.33925271973
1222.7214177475032,-3.476493677099545,-74575.66788890936
1228.7965153542718,-3.435212174439224,-74574.33951479709
1271.3891869359572,-3.295666032735586,-76814.09477613487
1246.5813864591846,-3.2761648302224495,-76826.77395133795
1204.5826781083497,-3.2807907159811123,-74583.02156748557
1257.6815610517742,-3.1908354542042767,-76821.41134023711
1273.194742801944,-3.189563214574034,-76814.50794681358
1251.9601800782618,-3.140470678040371,-76823.56499239992
1258.708290188382,-3.14905343666279,-76821.4165048706
1243.5894231413454,-3.2219262884367352,-74564.92560316373
1259.9898079101977,-3.1470698681312492,-76819.72594817686
1239.7469965896855,-3.17270881057375,-74568.21061386149
1248.9640749269033,-3.1176236225633405,-74564.97740139956
1280.6500633904652,-2.7753154545672154,-76811.92563007161
1283.1666171327413,-2.7323442960193143,-76810.53290057543
1268.0047722337322,-2.907599782070007,-74564.362506213
1322.9266087692718,-3.0386679862701884,-74544.56221284147
1350.6573791365774,-3.1309647189778826,-74530.02863041569
1332.0668252081696,-3.057350651646665,-74541.17694749373
1345.3118011995145,-3.021668765314717,-74536.0622894338
1347.7302775392573,-2.9207699053090925,-74533.66787421005
1369.5714214022619,-2.98510982067831,-74527.92662458772
1418.7710566989713,-3.0233389893755036,-74504.16794345272
1397.0736111676079,-3.018888629195552,-74518.14009983861
1388.4283185174565,-3.0098701510551344,-74523.07429952857
1391.9689785726694,-3.0163833958373845,-74523.8796785501
1410.9892907673354,-2.976502632209428,-74514.74480902587
1456.5847713971762,-3.0478406586633047,-74496.25450974745
1516.1560844167338,-2.995693951134517,-74475.90448671185
1517.861416012935,-2.9958531855055046,-74477.26627904078
1518.9745768099067,-2.9882050601755186,-74477.22617718078
1498.8384303609364,-3.048432521450091,-74487.35690956151
1489.7921191108553,-3.0568522802085827,-74486.6835324958
1493.417995618553,-3.117414996611433,-74481.64072360167
1506.643062454154,-3.159085217315315,-76740.21469414706
1465.7761177075652,-3.05319593570679,-74490.26095258932
1446.8834631005434,-2.875716266847438,-74499.18695825942
1409.445369157606,-2.83590097093743,-74518.01645243696
1415.7657564746648,-2.8175117381033066,-74512.39717930545
1408.6704007132419,-2.821141383435633,-74515.13413124997
1433.5328855445503,-2.827813112430767,-74499.03657628446
1392.8599082288465,-2.793523672218898,-74519.05074624262
1408.1989506900163,-2.7955015931771747,-76771.23176130712
1409.7351050960551,-2.9376747188771652,-74513.15911464531
1428.8556719407036,-2.936939901101549,-74507.40115591466
1420.596025510818,-2.8979157149570907,-82514.64982082606
1438.7604971768005,-2.9376889416633922,-164795.0295883057
1522.7556859973602,-2.8802889483223804,-247938.93323881552
1516.4394708940176,-2.954505474502593,-226457.3722225661
1535.0173259000944,-2.9457843757607067,-162682.32993100942
1546.4791058504188,-2.9333117746174246,-205702.30202101846
1493.2392081594176,-2.9067508535603355,-176672.52547024703
1462.356097414498,-2.926281987123951,-216751.99525805487
1468.4091389982702,-3.01836964949114,-176949.91839037256
1470.5311957562317,-3.040177468149515,-184291.65329594896
1459.0380026822463,-3.0641501762603394,-155620.49431180806
1459.7588336156196,-3.0433554093011304,-223786.7454126526
1492.1156877152814,-3.0411667939100697,-213515.57297641132
1456.3952901087096,-3.0680020896743234,-160869.9898632387
1456.5724066570117,-3.023053447718849,-164972.08097108547
1458.0555071124186,-3.0455386182618014,-201266.72291718627
1455.5050288168654,-2.979611407906485,-149148.73732581653
1441.0178977122382,-3.010227209732219,-128494.61093214153
1437.180149710911,-2.8443568548535074,-161264.64359249186
1418.1635135200777,-2.845468305986343,-132745.47307126215
1408.6861072750726,-2.8618362804114352,-132970.65578321475
1415.4786939935484,-2.8748281342523723,-203720.12909092344
1441.4312810523325,-2.933407209835758,-181799.26681470132
1432.4471276852407,-2.944818350027873,-165421.9219146458
1420.2474735110457,-3.0275949522045784,-182632.4722569565
1442.7619944397659,-3.254410937169088,-340865.80158569565
1472.3885802382395,-3.3358510273609885,-301836.15839064383
1447.2848158826398,-3.351461518048679,-256869.5969019835
1467.8533940552009,-3.34220520879006,-229696.08699387257
1468.8261983421971,-3.3366673107568876,-193545.32625132106
1474.4093797997184,-3.3536099214895687,-216630.97619915023
1488.459066448256,-3.399398482874528,-221593.85540265695
1501.903215010899,-3.4253014688820533,-267813.3711013135
1497.633035285981,-3.529921641999455,-309754.3424954217
