Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Close
2164.704127644858,3.536874983577938,-53754.998222966016,-35911572158621.97,745.2814686359134,23750.21539693163,897.4691176470589
2189.4518496706382,3.4989149972228044,-53758.331269392256,-38907080542151.36,747.3526598394577,23743.39507611385,907.4220588235294
2213.900649064077,3.4352344897286495,-53765.23720925804,-32977425342573.67,761.2696941729122,23764.779439979804,923.404411764706
2240.104466947957,3.3263410491010803,-53765.8610477951,-28984994204074.785,773.1675238475779,23784.20268981966,939.5720588235296
2268.80907393704,3.315001339985581,-53776.031506369036,-38680360571950.945,786.8269884820177,23814.762723389078,940.9073529411766
2319.940440031058,3.2873143150767956,-53813.54334294709,-32567160444025.902,801.8416478172362,23848.128534312084,951.2279411764706
2310.333090257813,3.2568114636324257,-53789.1415677464,-30476911764708.36,797.8221426977514,23863.70752320397,976.9205882352942
2405.189157633085,3.295450395463766,-53825.56523142174,-27967734818657.848,830.6894541068724,23949.329365892834,1017.0220588235294
2505.3064996400635,3.368942161414496,-53863.71035863589,-35408351363454.42,861.3544264381806,24010.637217969794,1054.6279411764706
2537.8368437181803,3.3797505311989724,-53874.02968776981,-40124902758748.21,870.131881915151,23973.474574907395,1043.110294117647
2547.448446935996,3.3873890921015715,-53875.83858322482,-33326778205926.863,876.5817580019433,24025.164696012333,1062.9426470588237
2613.890559367862,3.401980982337936,-53891.52670461709,-32136008721028.74,906.4692951866843,24115.603915866795,1106.3764705882354
2715.852714806223,3.449010683528532,-53940.503937338435,-27412835573566.344,929.7663563113175,24142.19356212706,1120.9382352941177
2767.53679239198,3.5024054417504367,-53950.73701606855,-37166808754473.45,958.3258735800382,24227.594921527296,1165.739705882353
2812.8080933797023,3.551201086107213,-53982.51024701305,-32404159550778.676,971.2823383479016,24154.239779338393,1128.2044117647058
2736.3269065506465,3.557469945989762,-53957.02029890965,-34822737718434.93,942.4380765954079,24099.620004784323,1081.4485294117646
2596.2274218798398,3.3780066417005226,-53885.94287710543,-29983016703223.11,885.8034621340948,24055.4586840291,1074.4147058823528
2570.2726668058326,3.4090499925975464,-53882.86031130392,-20447230623235.46,877.0011948971276,24006.450110804948,1036.125
2480.649281462652,3.399071121898019,-53847.8757297084,-23204263197868.973,856.0695215588578,23998.519095706506,1036.654411764706
2518.304553643731,3.4963456741894237,-53866.53535473839,-42503617638257.164,879.8710884700931,24014.896665656324,999.6691176470588
2451.0105707853077,3.521037388495535,-53844.05944471841,-35717689184396.96,853.6391505915501,24042.987179691034,1038.7911764705882
2560.053057316857,3.6187291622624045,-53886.643513947245,-29648640641358.66,883.2868407629887,24098.210162935262,1064.8617647058825
2564.392988594015,3.7068344807160813,-53884.5416034218,-32138846982844.766,875.8185010039457,24054.136230164706,1048.0
2567.9358716190845,3.7490641698855542,-53890.38063760772,-31106808786456.65,888.9699153146412,24108.066412483542,1063.6808823529411
2579.5683336130223,3.7949421748829923,-53890.65947452959,-26927643921759.375,887.0747694558366,24099.21845604206,1064.8808823529412
2553.033219657566,4.050887104790026,-53874.37823392215,-34466734040751.184,877.9074148932019,24035.890248838023,1009.895588235294
2428.9184159866154,4.116052002815455,-53845.108627712565,-22877025475454.336,846.8489989390871,23964.34341665513,979.154411764706
2379.5827124089383,4.114302278959975,-53818.08271351412,-21323567927949.043,833.7602047845741,23977.016045618217,967.129411764706
2330.8498164479456,4.113068118928871,-53809.01578750386,-28893277170866.574,819.6576730073339,23903.129171027278,927.6691176470588
2203.6460668086283,4.197923011592549,-53759.06026253121,-31110773088792.73,756.3971371144889,23803.156468439433,904.7220588235294
2153.657459489321,4.302163978361228,-53730.96862416529,-26094534719419.22,753.1727898272832,23807.09908867771,910.6985294117648
2160.3332407433227,4.347831681171564,-53740.38645935265,-24413159988622.418,738.4239707777447,23745.549503112794,871.8838235294118
2122.5978620228257,4.382214173568391,-53728.45318430656,-21056104524668.637,738.8575858214987,23784.441819238687,886.4823529411765
2441.9079315941444,4.439826906377927,-59529.30159898484,-33439748284610.586,852.1911677851326,26352.755316218914,1042.785
2544.2400736961786,4.442176144384638,-59583.22905351177,-24078889553554.652,887.9812257543871,26347.733760600895,1035.4083333333333
2517.8629830832797,4.452717871005361,-59553.85704956252,-26012603764426.934,877.4938067924296,26373.390741745745,1071.3
2579.752413241951,4.466253281211725,-59581.28341769056,-23353378611267.844,890.9190956729948,26351.646699094887,1062.71
2529.558490577857,4.462501575839588,-59562.51265172928,-23533367188548.773,866.6796602734345,26298.97700938506,1047.26
2650.895722695218,4.444006905823596,-61623.17721281648,-27360541925583.63,919.0293014380796,27234.797948962703,1101.5879310344828
2522.420296885007,4.408932292639649,-59563.94811050446,-34130294935318.094,858.236966637691,26250.9713505361,1031.045
2433.8091053217095,4.397851309713045,-59527.726879283706,-45914557291315.33,833.3976380186524,26192.83322772805,993.19
2367.0894635083423,4.335488054681112,-59515.485308273725,-40693269186828.79,822.3518363055281,26146.438888314056,953.7666666666668
2208.725687850162,4.348258157562033,-59448.25709627116,-21027688336687.5,734.6991348460317,25967.059750749715,887.1816666666667
2112.0022795407804,4.314933259676266,-59404.47828172287,-39973170615501.76,755.7476203750165,26042.185614539634,900.9383333333334
2176.570340048213,4.254129205525917,-59452.49250308637,-39376533597483.73,763.3440360761382,26054.065162790732,926.3216666666668
2313.3473331367154,4.061795254118252,-59494.805060770086,-24237096154012.41,802.1041011007583,26194.466039965446,996.205
2489.1286334891975,4.041611287746935,-59561.95292993075,-39695745139931.97,856.9086316517026,26288.14696745349,1051.8266666666666
2525.978413543039,4.002667543707866,-59559.6350389421,-45081373223341.55,880.3834710059004,26279.089673611536,1073.8316666666667
2561.102161543516,3.953698758866449,-59575.38491404814,-44627338452139.8,868.2195647430783,26218.77031683693,1036.246666666667
2430.9151561566705,3.913331501050471,-59534.37926659257,-17017340745657.557,821.8925430593648,26097.71233883295,977.3433333333334
2253.774454919335,3.9182869387469115,-59458.510181944264,-20567672509754.14,743.7979616905798,25952.780548254603,910.6983333333334
2174.189246023934,3.8626666520117503,-59456.450727097035,-23504398518495.35,755.9565117639423,25955.691185690615,865.9449999999999
2112.313474148385,3.782853982331389,-59453.43519243126,-33324414295134.293,739.8383986325478,25916.143420606855,829.9133333333334
1958.039952571052,3.690961122807393,-59359.59743119326,-36138168274098.05,696.0167345685765,25873.948330119114,844.3366666666667
2043.6902426010654,3.6585286829410983,-59407.51390209911,-33756786233214.02,706.4278278307343,25869.932566530486,831.6333333333333
1949.6409118794045,3.6452554335614544,-59367.56476301446,-33478486831526.68,671.5068116013049,25787.66804108218,808.4783333333332
2022.4612534872908,3.75215986267242,-59408.3883000284,-34549139209171.035,695.3606013597716,25904.581787913765,856.995
2067.73337365693,3.761434556654205,-59419.81840833525,-52137303226729.73,708.623865509183,25852.213421500965,840.6766666666666
2016.7467349528104,3.725810339032861,-59393.65208377759,-36961604608572.02,692.4736152410305,25819.98515701228,829.555
1967.0407611484889,3.802612878040876,-59387.44426019388,-37620621667062.07,677.0022619868863,25728.684162227357,777.7616666666667
1817.3998078347904,3.766330973448995,-59313.29986855157,-35706697119004.76,633.7429978161765,25672.01401021425,758.4449999999999
1870.507229755451,3.788719344882776,-59340.31113199649,-31931195770744.875,660.5118936880474,25786.086410273292,809.33
1987.9432905146987,3.7556367456360547,-59380.30981583365,-40592628247597.93,695.8640831689771,25845.54037295533,850.6383333333332
2036.6345342258935,3.7741082996947894,-59411.409190883634,-41688057871444.55,708.4176522149871,25758.861553344756,790.9683333333334
1890.6347185068523,3.7356534877927294,-59343.26373143611,-32148286574992.223,655.0686661496974,25734.516175146102,805.4283333333333
1942.260082804033,3.503314991649528,-59377.858020108506,-36697816765263.31,661.8723658107937,25707.50878116021,787.2583333333333
1849.8548344370056,3.4348585013529584,-59338.25837238609,-27464322128035.254,623.2515617121243,25597.655044934803,735.4133333333333
