Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13
-311.1635785405141,1.076312562911262,166931.36249057608,22836968211272.164,315.87116444040157,-16452.29771675163,626.5646861622351,166924.15709170804,-306.9664662883399,507784.7311559247,-22836968881075.83,22836968729033.082,507478.558211045
-310.5082021134732,1.0625113975722162,156801.61335605185,19567990148277.953,317.52292616709013,-16450.574484953937,628.9998326008417,156798.6449854526,-308.0223721915142,417066.0344453583,-19567990731466.863,19567990589555.555,416754.77911671717
-306.10094834186117,1.0568740350226145,149394.05526852407,20631220366123.1,313.5202305587495,-16444.07744883572,624.5101856793694,149390.2368275053,-304.19511941016253,451786.08148608694,-20631220969344.223,20631220834850.383,451476.15848326974
-304.8742780870842,1.0509604392091754,102763.9120205576,14462823776824.645,309.49479236172516,-16437.739655683545,615.6898300419123,102756.05120088672,-300.422448841652,317957.22266220895,-14462824189797.676,14462824101940.812,317655.0309699253
-306.00958811417723,1.0573158578724984,107964.32851764534,16447851622691.303,309.2979065225487,-16438.020688928224,614.3868746468075,107954.49748770616,-300.8454609911698,319058.0637494713,-16447852051060.332,16447851957996.375,318759.5525877826
-305.98801514434,1.0538496665687542,167097.83823974108,18938538738753.484,311.35903484554484,-16439.000637880592,618.7132947603552,167093.17044623956,-302.9806651744501,425711.7556378387,-18938539348045.734,18938539195847.375,425406.8231387246
-300.60711866176393,1.1093206177457529,234556.49737625857,26077959447518.5,305.6837842865762,-16423.91353138893,608.3875097096831,234549.4429945188,-293.43592559800294,506739.45175861416,-26077960202927.117,26077959983295.41,506442.44732591516
-295.4640446779952,1.1100282525014995,212988.56989590367,23909215906775.926,300.9045917217475,-16409.70765071676,595.8998791575582,212973.0398284011,-287.3110215713441,545559.2377904154,-23909216638198.914,23909216440137.176,545273.0399860707
-291.79689972097725,1.121821494868962,176222.05630502547,26660350393320.25,301.028701277136,-16404.16843691157,594.1458407606176,176210.16823250504,-288.4358050288177,486921.1459594627,-26660351059609.14,26660350898311.83,486627.92095513
-291.11774104405555,1.154897915325257,174454.30477689675,31276216006402.973,299.03775008493545,-16403.64808111416,593.6514818614576,174439.7510812158,-287.8405989935515,527071.8087967206,-31276216720257.73,31276216560726.84,526782.304999727
-293.6077296108025,1.1475751992125238,139440.8133141393,23442863807583.547,301.08783200771376,-16406.808437910233,598.7893575392416,139432.54280931738,-289.33446217595,449398.8739459549,-23442864401777.54,23442864277254.99,449107.3226661918
-296.453542222213,1.1346513542638148,161428.8886774144,25828710942467.805,304.6707644077771,-16413.32860118703,605.6351366483505,161425.8490979474,-295.4671636615862,499457.8058580278,-25828711587252.91,25828711440735.426,499158.0111046337
-298.3593711539115,1.1260626542276475,125286.13021827136,18299129518874.445,304.0209761596698,-16415.689780728753,605.2725548059066,125283.8167446822,-294.61918999780625,377045.2301691786,-18299130022432.293,18299129912061.617,376747.69278015854
-297.5186751185104,1.115097372137812,136026.4658758944,15862078888516.621,303.08073256465866,-16412.432895932285,602.5004281818315,136023.4469272043,-294.9141938624469,356060.59870645084,-15862079383476.758,15862079262368.75,355763.05494950595
-296.8616092420243,1.0984342257212276,191411.002806888,27868364634889.156,300.5166681376275,-16408.097504818765,596.3633081361083,191404.88336108264,-291.33516019187226,547860.5436769492,-27868365381339.848,27868365204853.227,547569.3053352063
-294.7764387538482,1.0978067209032332,379762.3320949954,33078908113846.55,299.97669410345037,-16404.62111540796,595.6550389456713,379754.33930967073,-289.7743688199186,826207.0515111239,-33078909319167.773,33078908954328.164,825917.5279605677
-291.31800578212227,1.0889937140462371,172720.11741093578,22131119325278.227,298.3496243301899,-16397.28582669824,592.2763999708129,172714.284456769,-286.72556235979954,526915.3751193841,-22131120031397.953,22131119873611.465,526624.2040957037
-288.53132390128957,1.058207058544877,119682.27709242825,17056351545180.527,296.58349987183436,-16392.433714584513,588.8017222928843,119674.04187110822,-286.6729295117028,419986.9099296652,-17056352078192.318,17056351973440.572,419696.4955194209
-291.5677843846947,1.052516676264166,120139.04314228223,17528474990034.416,295.7017372191529,-16394.826694500927,586.2993877494234,120130.87293227641,-287.5910803062783,400213.094095012,-17528475510188.662,17528475404980.334,399925.7765755581
-293.2286431468567,1.069761303203374,111469.5995258714,15829300814373.459,297.1111279292975,-16398.102641694222,589.7237718169486,111462.38638897623,-289.50925521469094,341560.86923286854,-15829301271327.035,15829301174781.318,341273.11765486497
-296.22936527661597,1.0812322590092702,138751.5081937234,20025153858631.812,302.3302271380948,-16402.848302992217,597.9039560723705,138749.92673908517,-293.64710677863775,395137.50074570894,-20025154395666.28,20025154271829.09,394843.7028880567
-297.99977833740894,1.088234895505497,152712.11643437616,22762750426818.184,303.1944455080774,-16407.708961590528,603.128513502452,152712.63278860753,-293.46451628091967,489374.85120261303,-22762751063513.492,22762750925715.008,489081.4325613825
-302.85928472970375,1.095721414261638,200390.50783101292,20491995638762.82,306.34656829964564,-16413.24228444221,606.4361956006171,200392.40401058912,-296.2761500304797,414500.47908502916,-20491996295860.684,20491996110376.18,414207.90945712343
-302.10579027719854,1.0938851925845794,155779.5627201805,19818721161838.715,306.27899032184246,-16414.953811012892,609.0032490535895,155785.9315547155,-298.68751421920564,453590.1986466637,-19818721736098.06,19818721595230.082,453290.14371805516
-302.549855565955,1.089947360509176,130734.06925313406,16234312246250.814,303.1333654127553,-16411.55695209085,601.5863060743943,130735.60632723496,-295.0545481240381,347561.7027340553,-16234312734055.809,16234312618238.055,347270.8809065795
-301.7447679265501,1.1017658571551008,127490.42898512594,15239861078160.76,304.98201297862045,-16412.92577117437,605.4882845042782,127494.33664920299,-298.08386093671396,357768.01718995033,-15239861553893.92,15239861441312.707,357471.2283569921
-302.2115758039904,1.0218049609705757,138917.32700696966,15656840715822.156,305.04569222693493,-16414.466131158173,606.5601751983559,138922.1748496629,-298.1852279034187,328810.6942063217,-15656841205436.889,15656841081431.21,328513.0700055917
-302.8034029403665,1.0031526205098527,145229.40058913096,17083210093603.36,307.2146853991169,-16417.276858621928,610.4460388796867,145235.0157667664,-300.06896403468164,358817.9801544268,-17083210585626.924,17083210455302.16,358517.75602095854
-302.69124948874315,0.9873703107202767,148166.25698134847,19403003514512.65,307.9158069188246,-16417.21622583374,611.6972711302421,148173.66622433695,-299.8135972531755,388653.0305113404,-19403004083971.78,19403003950714.64,388350.5928092261
-301.4001202397541,0.9597643447014093,192425.47041390394,23883778286088.67,304.04826726609036,-16415.582908058776,606.4151424613784,192428.77825844917,-296.41845365681513,536479.4407763986,-23883778975402.8,23883778797892.406,536182.8674132234
-301.80779738661664,0.9507841812613422,131735.2441419585,20258280546590.188,307.3556894489562,-16415.618432072148,608.8528880529775,131739.6387898381,-299.98384177417955,424342.3935641578,-20258281117696.79,20258281000866.723,424041.3070317266
-302.82367633370745,0.9227329098577581,111052.80974861744,19872080523665.47,307.38363034362476,-16418.188000118374,610.8897142954943,111057.45982825736,-299.3476990792826,401776.41370700684,-19872081024107.754,19872080927961.91,401476.5379899972
-304.5038987856632,0.9295286520010252,100736.25818895096,14255676408889.465,309.923652605476,-16421.59821334714,615.1440079135022,100742.15271055425,-301.8097467513609,291860.38683346985,-14255676806353.88,14255676720518.42,291558.1633015621
-305.17188110471733,0.9221005858093856,164912.82843703157,19035398371886.94,310.384352473384,-16425.542870855676,617.8510257551169,164920.44278568053,-302.8448594305957,387030.3058411103,-19035398925710.1,19035398775697.406,386725.5188945637
-309.6116242887349,0.9227707508009233,171825.7345708995,23012293608144.85,312.95751393588864,-16431.192629338573,620.5706494887448,171832.47482439713,-304.37121202539964,442827.82896924554,-23012294224160.527,23012294067227.81,442526.0632781373
-312.33332734475687,0.8989447059438042,350448.8292796003,35507307194409.016,317.9608834463144,-16434.692270190797,627.5639305301743,350457.6926837092,-305.2107384419542,750959.590889211,-35507308292139.23,35507307956576.58,750656.6884585416
-315.335479008662,0.8668908123086215,235565.24099859694,28771984229222.414,320.1253281007596,-16441.49466277793,631.8218629623714,235575.82692637274,-308.6208271680209,572234.2925921031,-28771985071626.168,28771984850943.58,571928.0978143382
-312.25613250088173,0.8773373772604839,147670.3918730294,22337884342667.57,317.4650950130085,-16440.731111633428,630.5560754550584,147680.38844286418,-307.98533426137215,454200.89221649495,-22337884916944.23,22337884784163.81,453891.81757721445
-312.05079941447985,0.898138750466327,148677.02108440845,21887711829419.742,317.6431369929899,-16442.805454998004,631.2110620091505,148685.15448390998,-309.00940054038915,405762.0140041644,-21887712381345.02,21887712247553.04,405452.44097729755
-313.53036725542,0.89008228273287,191326.545929552,21779792603440.71,318.4826634095445,-16446.47529566971,632.4086217504122,191336.06445017265,-310.2478969412815,471780.1599135971,-21779793267131.645,21779793090690.113,471468.4601297943
-311.7382512671403,0.889605121668154,159973.32206499454,19985931031583.418,317.3279896926579,-16443.5834353808,630.5541260903142,159981.91021880152,-308.73518989968784,420087.6134157034,-19985931619115.633,19985931474033.566,419775.8889399471
-311.6168708223939,0.8802048432557649,205148.68429453313,23378861237368.53,317.0635258756783,-16444.878766602214,630.5364518499655,205153.9450126792,-308.269291725795,584135.3997678413,-23378862025022.098,23378861834758.78,583826.6358573011
-312.77349390402463,0.8688290426296428,38912.80511103597,7877203004440.998,317.3955676704611,-16448.690006609537,632.1121883516257,38920.51432876916,-311.41946515261884,177585.65532986203,-7877203219599.975,7877203195574.423,177271.92898647097
-313.9853489867446,0.8666924304430516,195053.41682318304,19940045246511.438,318.43652844392886,-16448.513906305263,631.3980710669559,195059.91957907597,-310.73848706860247,539764.1896157707,-19940045984649.875,19940045804482.098,539452.9454634875
-313.68514681611924,0.8803068844771742,135801.76065245166,16713176687737.229,318.9258189947536,-16449.64216473963,633.422811248058,135807.14427804487,-310.52275737023086,357324.1899724703,-16713177187797.176,16713177066878.879,357013.26421642856
-316.1512231753357,0.877166549406009,154747.19734565867,19669442739898.28,320.6373612402681,-16453.7568402146,635.5383918262455,154752.68669179987,-312.51955665666435,406944.4592318826,-19669443300649.184,19669443160780.836,406633.16062734416
-317.0273976490835,0.8867162527211916,139094.76273451553,18087073130645.44,321.49183278652913,-16456.278962994147,637.6375977405808,139101.44850326856,-313.2291254235975,371213.9149339028,-18087073640088.83,18087073515873.977,370900.84916524484
-314.0291447146671,0.8804782751920451,160681.71861392804,20484110266660.266,321.8700095469275,-16453.564342640377,639.1543334693126,160689.71572034457,-312.3844007010581,410592.2553770635,-20484110865362.348,20484110719562.63,410275.21927225194
-313.91777100894154,0.8809970838397962,138388.6274486854,16263609110125.693,319.5073794768096,-16453.8958331371,635.4566484646336,138392.85035753105,-311.23297592541206,347705.1250574627,-16263609600333.47,16263609476827.838,347392.2609830769
-315.0845307872429,0.8786699592402237,178326.65286266702,18215182355284.81,319.8706111075016,-16456.914152415287,636.3445191268474,178330.704292394,-312.9094296055287,522695.6869619128,-18215183027649.1,18215182864204.17,522381.71473864873
-317.5144789198647,0.8879570077973349,192833.62970364655,18343487563163.953,321.35082873668983,-16461.551078766588,638.2778990802656,192837.74237591587,-314.3324658688836,433296.6532175539,-18343488188577.508,18343488010620.344,432982.8555274132
-317.4890072205389,0.8986996645039538,200892.91760656695,24331983448854.996,322.0668953861041,-16462.51082734784,640.3774948675498,200898.1604230468,-314.244094667141,479456.2326382202,-24331984135091.836,24331983949077.9,479140.6946851934
-317.8825189835926,0.8851557954780233,168156.79164979898,22875341586821.496,320.9135212457137,-16461.32931316036,637.3133534047754,168158.76197021428,-311.31679860941784,415803.3193034297,-22875342174855.953,22875342021580.273,415493.82931950106
-317.20868857030536,0.9014566575143821,306156.5143341097,39109358451757.805,324.12542455610776,-16462.080347240513,642.7156928995389,306159.74595849344,-312.7183918605852,672196.9605844255,-39109359422897.55,39109359131614.15,671883.5445799017
-320.98252875766264,0.8885574197490048,250729.3311506046,33328699110771.293,324.5360907289116,-16469.34062721413,643.8737455153155,250733.14456289625,-316.0310123494359,591532.1892099355,-33328699959342.63,33328699723483.59,591218.0920973701
-323.8391278539916,0.883806375467871,368884.6078093456,40149202536289.2,327.92148750155025,-16475.036906012996,649.7918869214267,368890.4610044163,-318.9128232297915,762744.0444481988,-40149203695001.54,40149203340979.89,762427.3398653513
-323.5701155192753,0.8676758952549013,195167.30780858174,26446541870023.355,327.6459772843528,-16477.3312590699,651.8081798553035,195175.2337631851,-319.7283074811661,568168.8030122943,-26446542603569.895,26446542423270.027,567848.4290752098
-326.76655386936443,0.8494173056315025,227303.23865591455,26822789856362.32,329.07551143018867,-16478.725379296062,651.1368186373589,227307.83951409467,-318.582730799753,522885.74208488525,-26822790631269.69,26822790418829.332,522572.3645478257
-327.72681094241733,0.8317965845409959,288232.55971205706,33428311161125.64,330.94170327875264,-16481.229382259124,653.4800850176832,288239.26611158694,-321.16888802721985,644064.3983933278,-33428312075424.77,33428311802052.21,643746.6814403898
-323.0952502675585,0.8458781322422902,305736.990897696,28572050533994.227,328.50174840711,-16477.547343519094,652.7242513274848,305745.3042560529,-319.2487637540629,649558.9522435701,-28572051488128.773,28572051197262.547,649236.5290043087
-323.2426222422292,0.8384735545362636,234982.01056074337,26632101771201.453,327.7908800636807,-16477.63408724189,650.5976243490796,234985.25277667554,-318.1577692854909,525535.8465060316,-26632102534212.023,26632102314094.35,525219.0613494413
-326.75810662213905,0.8518748344041622,352905.63381030463,35408015592219.375,333.622079802195,-16482.52843913174,658.4729279584897,352911.89711922815,-321.96292926640683,715160.7870275163,-35408016674492.07,35408016336440.4,714839.9954065458
-328.35190723709655,0.8760034275056562,162745.3018369256,21463078969748.527,332.32835140021353,-16488.651567281035,659.822668107458,162752.56607966646,-322.57892852561247,459180.0935984049,-21463079577184.69,21463079429297.3,458858.5682365447
-329.12502529469447,0.8824181272864126,183503.26826601484,18224168414901.734,334.7312683417141,-16493.79332740277,665.3369011385457,183511.7436815608,-325.6199375267544,448193.57791230234,-18224169050353.246,18224168881699.105,447867.6663498098
-331.78460859419744,0.8822362845249907,214574.09350815666,24330942074533.066,336.92040494958735,-16495.87019999707,667.0347978308498,214583.99264224363,-325.321034932625,510073.7098878921,-24330942864404.62,24330942664681.074,509748.5520797675
-331.68051251685057,0.8939626029981288,244284.22447104353,23629902207489.42,337.03736683424665,-16499.93371814484,669.4898277898487,244293.0645477543,-328.1846517420337,654543.0318802875,-23629903079627.305,23629902850187.305,654215.1201396097
-331.5010410027234,0.9211422147477509,233355.8303475945,31117044400135.07,339.438984199251,-16497.278924815393,671.3158627246796,233367.63709753085,-326.1475655842175,592094.588441641,-31117045269475.883,31117045050969.89,591764.9130457002
-330.3932819973502,0.9355498576983613,179117.2755658808,25272088771905.11,338.09392252566903,-16499.48952209161,671.2572518247003,179125.01983968995,-327.8233694760861,550836.1185642008,-25272089494340.08,25272089330066.027,550506.7896353537
-334.45679778571366,0.9471623484859526,214023.99057476808,24378023476322.523,341.1934124691406,-16507.720116144526,676.4259274654446,214034.30225941376,-332.22243591577205,588486.6263568219,-24378024232605.117,24378024033418.047,588153.3354091111
-335.2702027146942,0.9695937860590099,249894.1745600186,37523897632114.08,342.46699743543076,-16508.659858655337,679.5775304264143,249904.66042040422,-328.7720603183226,640409.1082152012,-37523898552776.375,37523898317723.336,640078.9387202766
-334.57518920451867,0.9724159296903492,184038.7581114918,26331700249579.016,341.09724380842067,-16508.18883158953,676.062565877103,184048.3433328761,-330.52388943521976,563657.7642761173,-26331700946498.164,26331700777302.48,563325.2636008738
-330.733900997008,0.9883981646440905,233044.5720299274,31387766151090.066,339.78532133549214,-16502.548152321317,673.8998106721028,233052.81647824057,-327.70510801493054,575729.5551688088,-31387766959914.51,31387766741718.883,575396.6746273553
-331.1183157245881,0.9929655384641102,195335.80829792796,26255303892541.195,338.7528078092498,-16506.262777943186,673.7161805131879,195340.61984994754,-328.0728881633592,525026.5661017958,-26255304615306.86,26255304434813.86,524696.231170783
-337.31677578093274,0.9909675189393066,243078.33769338237,28472901675448.215,344.7601001630012,-16513.217997558644,680.7311644821038,243084.14956192052,-331.7344449414435,503642.1081040462,-28472902426478.117,28472902198231.44,503312.3223740608
-337.39319087891016,0.9822851685370585,199749.10575003573,21273367616975.367,343.3604562765782,-16520.660744808578,683.5904926890751,199758.77271478166,-334.68123464660977,423517.67054475006,-21273368237617.215,21273368052704.04,423180.2709859464
-339.1704916951331,0.980952446616276,157172.38967809262,19800844364476.707,344.40856472077513,-16522.72937884185,683.891214690299,157181.13114943675,-335.8469547637142,375309.0205847189,-19800844900834.902,19800844758495.68,374972.38465706434
-337.3577124405635,0.9992688254963799,190309.61562507568,21230114494948.133,345.7477783001242,-16520.688466583088,686.6468366928723,190319.0094188421,-333.6636662500739,440423.53287018614,-21230115131273.957,21230114955798.664,440085.9035462579
-340.1784432255971,1.0062015639469855,194141.20574298347,23981615178988.242,344.5079823227356,-16523.738137763736,682.9683854203371,194145.87687576262,-333.7559361813051,435284.85903750116,-23981615804704.543,23981615625394.418,434953.87964650407
-341.9142875515907,1.0428796276350871,387493.13579379144,31242882272411.312,348.9076985506697,-16529.60124458815,691.2522758801571,387502.1727563414,-337.8554502386137,763472.9767800567,-31242883423084.484,31242883050414.91,763134.3996749897
-344.24676744699644,1.0301777057880186,281292.40665736946,30527891116207.934,349.5964740936633,-16534.308179261385,693.3552505663313,281300.72063302516,-337.911981816199,682554.8708391861,-30527892086901.887,30527891820432.617,682218.15316817
-345.19766756927663,1.0342991715236252,174008.01786212,25123149712477.69,350.0454777731054,-16539.395473613695,695.7845489107049,174016.9913078687,-340.83083062669675,466840.95903589216,-25123150394638.562,25123150235451.215,466500.51054067054
-351.37221541809083,1.0259397651223758,502153.4451365567,50610263844860.1,356.54530961892215,-16540.148262926537,699.022183835724,502160.5775697514,-337.17512194284535,1012784.856941804,-50610265338621.24,50610264851279.8,1012455.0671831316
-347.3504160352559,1.0248803506839888,227630.64551112358,23583057217723.22,352.5302680338675,-16544.772890620385,700.8347031749945,227640.23420887502,-341.39744597904627,568869.0882102262,-23583058011682.637,23583057798871.527,568527.6227963964
-349.6977111027185,1.0567005935264377,333000.06285402365,37236051931308.586,355.98844109029426,-16551.591722898513,706.4083268519591,333010.4530655791,-345.56583759065416,757844.6337004281,-37236053033001.055,37236052714806.58,757499.5037407944
-353.3301573672876,1.0589617648777099,349907.34383795806,55626164635957.91,360.19127147905186,-16560.25883906517,714.5448453371082,349921.76036492473,-349.57763023446824,930385.3031714625,-55626165924510.34,55626165589402.53,930034.5032895334
-355.1142159812908,1.052766396678695,252380.81801686427,36508598852168.41,362.3498680392641,-16564.259412752133,719.1345596487889,252396.0990221162,-350.8960505898778,710380.020132756,-36508599783761.62,36508599546179.2,710027.6689463633
-356.0968257700785,1.0436877422780273,268290.52718781,30296292368543.188,361.92750567799436,-16566.889314837037,718.3884727823122,268305.0998264032,-352.25475781667,665300.014866839,-30296293302100.824,30296293048610.887,664946.6975752789
-350.5937690968583,1.0613774065533272,282620.62127104274,31990603283045.152,361.9320541957311,-16558.784360636822,718.4683967368294,282635.14582530566,-347.94796130821527,617360.3717019145,-31990604243715.1,31990603975901.875,617005.0023790669
-351.25967209351865,1.0504736675994282,211691.784890003,29237120826481.605,355.75451732097565,-16558.94013466569,706.895148207441,211698.60220838684,-345.4144369288452,687193.9460777874,-29237121669299.09,29237121472418.91,686848.7893468778
-352.14689296748423,1.0382634918877116,226149.51557923495,26266786696821.047,358.9690197843621,-16564.239866752723,713.5064837166328,226156.76702114736,-349.3703477833221,495310.84209427575,-26266787449583.99,26266787238233.766,494961.1423038507
-358.5748582330603,1.044399841203467,329048.2229229212,31670189547651.957,364.2485493002334,-16574.11892653245,721.1113454571807,329058.8067713746,-353.6790936565211,719839.8092034479,-31670190594917.867,31670190280661.56,719487.6229333127
-357.84020763975025,1.0440624014357567,230911.31201308538,27843360015636.848,365.04908842190156,-16575.932140695022,724.1884826849174,230924.1489697997,-353.2287904005828,554413.7520689645,-27843360781576.727,27843360565461.484,554057.6920212093
-358.2896011921412,1.0525453842074046,215991.54874024852,21574542889866.297,363.8911657637745,-16577.45572844364,721.8754964369549,216001.21460035443,-353.9169161553284,463246.9146591396,-21574543573941.17,21574543372744.797,462892.60293164477
-360.37581134151446,1.0516862115783494,215025.0413540371,26861837607059.32,365.9360493805679,-16583.998558229978,726.3969829825842,215034.6297268944,-355.6148128476326,497397.7063575813,-26861838309684.715,26861838109446.16,497042.665957545
-360.72630712254335,1.0625654061814813,194237.90463091378,26376439212176.75,369.97578291905063,-16584.486748899333,732.5027832347488,194251.31788482534,-357.8448861151366,498004.7316139596,-26376439917436.7,26376439737986.223,497642.9044355872
-360.43338258029667,1.0592960554969215,163148.32325099036,20972915733346.168,365.60790631527374,-16586.331810549866,726.1542220930913,163157.7674358354,-357.42187396561883,464048.9256740209,-20972916349321.234,20972916200964.41,463690.15782867814
-359.20957139381136,1.1776229410968961,183308.49228927997,19230382334118.355,363.761208114153,-16578.624509246383,719.787856753436,183313.46381916624,-349.1533185084542,408293.1695907411,-19230382928256.945,19230382759751.49,407945.06710978743
-349.34214697335415,1.2029309809611497,188616.9828673694,22655093977193.895,360.20036851452534,-16565.57929661096,714.4970209220476,188620.5460137173,-346.092166071621,434318.4583200556,-22655094603796.438,22655094429992.055,433964.55673890293
-346.71531300155584,1.1723910704518647,178188.4968347192,25017655803059.04,353.4061825923161,-16561.71269901403,703.6147572156965,178184.41713920346,-342.5761618611127,467746.80473733065,-25017656454367.17,25017656290997.258,467401.21745672775
-347.91313265811675,1.3019196720400175,278391.59012054495,28957636532531.77,352.3769180073142,-16559.168687240126,699.395422205437,278383.1797163132,-340.5312782443193,599972.0392128819,-28957637406726.5,28957637143155.26,599633.8935672117
-347.81150577611277,1.3070097242150411,172592.82779186103,20664738329769.87,355.2099947690618,-16561.852096064493,704.0689592011233,172587.47535610374,-342.8536214430545,419513.1706947491,-20664738942875.14,20664738785093.45,419169.38527695823
-345.94349452045407,1.3022638397481539,145199.58635494308,18501276590326.684,353.3087143551,-16561.90180729573,704.7894444106248,145196.0955625166,-341.36560635488894,387094.6875476498,-18501277102669.22,18501276972289.59,386748.6884312553
-350.24288344288044,1.5575710468929456,192301.53586815027,20563753235289.74,339.6722581803215,-16549.409492863757,672.7382491997863,192281.01860927982,-330.4361680217252,474928.35606105765,-20563753904422.223,20563753726975.305,474615.1943836543
-337.08519124930746,1.5127892265668463,216560.88778833803,22986430501641.977,340.67423165890284,-16538.99586785197,676.8658341094131,216543.88516912275,-331.5512046554773,475918.46199060214,-22986431195480.305,22986430993758.36,475588.2523387636
-339.3977876243209,1.6340394444739312,242415.95719881507,23624501369469.11,339.73918636987656,-16537.22236856619,673.3849184643027,242397.98753223955,-330.8435852532885,514109.12857064913,-23624502139267.62,23624501911696.613,513783.887849544
-335.444995753435,1.640084592118555,274474.20672747097,28113023202085.85,342.02774057971027,-16533.865625338356,678.5905020775394,274460.37452258647,-331.1346903884405,596564.7753913609,-28113024083349.133,28113023823713.973,596232.1737390235
-337.0055272100894,1.6302797343506619,209236.11532277206,20362366783832.51,342.32599338559146,-16535.378812776355,678.3308466935957,209223.96343780772,-331.4615338772384,409435.082000565,-20362367397646.676,20362367203247.68,409102.9765265339
-335.8635893428658,1.600332331772518,156168.76573736104,18019063298037.395,342.61579894424733,-16536.124436955397,682.0920809889396,156158.2228580567,-334.07368263462956,356452.86310907936,-18019063804684.984,18019063663352.31,356116.0581065227
-340.0996888899265,1.6056134097613155,209511.8479841464,21679425047490.406,344.25781384721427,-16541.115312738282,683.6624892269651,209501.67178035044,-336.50713962379115,420899.6633478677,-21679425671494.082,21679425476812.062,420564.74156161165
-342.2987022791709,1.5903498477073352,167362.10906961106,19130142107763.76,345.6002763678038,-16544.67234461488,687.3174181649188,167355.06260340151,-337.4155435946451,353554.745297062,-19130142633854.223,19130142481322.01,353218.70730455325
-342.7386089231395,1.5809225053046065,190650.4665991381,18913216611914.824,352.1910785683555,-16544.454476028095,697.2182417013288,190647.36486742517,-340.6047043163554,385570.91464165563,-18913217189329.168,18913217013495.715,385228.87715425214
-345.57233547313535,1.5610906992275302,195219.62226043685,22039240851038.58,350.3346335435132,-16552.316764647643,697.5970682499752,195219.37423626255,-342.5625163079025,400405.3993666523,-22039241460888.094,22039241280488.19,400061.9251974322
-347.14040447346764,1.5549676521264755,273014.90361602843,31142509248029.586,352.4081078432234,-16551.61952440558,698.8854683883224,273016.50921030005,-342.13495564064795,669740.730420507,-31142510190101.867,31142509931905.906,669397.9984394241
-347.5255989469456,1.5534382771648505,198131.07258194164,23772860157065.492,354.31848529265864,-16554.68158891854,704.1430350614075,198133.90221482568,-344.9030535775848,478749.6304265289,-23772860823667.48,23772860640346.266,478403.880698864
-352.94522280910877,1.5787663726095067,255468.5799322457,26941000267147.758,359.24972830754444,-16562.062774700906,712.2136650181988,255474.77822985497,-347.4996074170213,560870.4763708144,-26941001088498.49,26941000847831.086,560524.4671177232
-357.66606438925743,1.6423406350940337,209414.39469206004,31282900408941.684,366.9984531662232,-16568.42515136043,723.404188269452,209426.0362008449,-351.76806641883775,548983.7320678771,-31282901162794.836,31282900968167.953,548632.7416680336
-361.9329638992785,1.5283125862558038,245539.37039621716,38868970071062.21,367.46045261062756,-16578.779484815903,727.6365190446737,245553.9139567863,-354.0819623703476,634155.8046320466,-38868970955465.59,38868970724713.38,633803.5033493915
-358.6890910070776,1.7754974666325347,343789.3910293814,45451207279191.33,341.3253194835063,-16550.06458944476,679.0409352911272,343781.6452610593,-324.28137373565346,1082980.6562456898,-45451208709321.76,45451208380403.445,1082677.9135329716
-330.75053557615945,1.9023199068100958,349940.4540147364,41047204540677.56,338.88861355310416,-16509.52525906416,666.8680621663857,349930.47814065736,-319.94143802654526,1018522.0600775068,-41047205906616.4,41047205571536.44,1018199.1242852753
-324.17610803946,1.7875715304967843,360452.64425333525,35102836935904.168,332.9982830840121,-16500.76737633846,658.7514272016285,360434.7798524559,-317.91279911595444,784392.4893093586,-35102838084267.68,35102837738673.74,784073.9839033603
-328.4775762842804,1.8226516725484965,341327.0918892511,24815914861810.273,337.6520665169561,-16513.156897288467,669.2729284726304,341314.59136040224,-325.6374818094533,577606.2438820453,-24815915783485.1,24815915456996.715,577279.7069633428
-335.3696203166546,1.9980391773216084,414748.1539342068,34283390126272.766,331.2419054493782,-16513.435906705592,656.7953046595264,414733.25393229414,-321.46129273886805,680762.7380232667,-34283391248677.258,34283390848797.516,680450.7106162291
-326.08921459953746,1.7479966760705843,484233.17369994806,32460109206366.668,332.16330518519425,-16508.02226487869,661.7897070921283,484220.8657033571,-323.3203369167029,700601.5779317637,-32460110368332.457,32460109898955.445,700276.1712547399
-333.20621532340635,1.773135844769096,619950.9616601354,50688200688045.195,340.2674642155878,-16509.789144230035,667.3663197950343,619939.4840604361,-324.2020995693844,1048279.6450699947,-50688202381413.234,50688201776304.36,1047959.9161127253
-329.36648660769106,1.6536538157449987,252994.02745664012,33410457884602.418,337.57604129192754,-16513.461246037346,671.9831952554857,252987.61329937482,-324.0968338731911,703502.4966216941,-33410458812937.824,33410458574794.094,703174.2241185809
-333.5208427931399,1.660684148641472,236547.83435702472,24897366402899.984,338.77620018618165,-16515.803427647246,669.604710352114,236539.06734900243,-328.102128634524,522072.5606242983,-24897367181684.504,24897366959979.16,521746.9336690585
-336.75665831106437,1.6724589937818501,317486.1181691609,32408455730033.062,342.9764314219468,-16523.876610589767,678.3795808122037,317481.16759494564,-331.9872125699572,669754.4565570864,-32408456704004.684,32408456401350.203,669424.267308599
-338.05558501903073,1.6953064775423485,374017.7426320713,34753912731373.72,343.0693511414262,-16526.741649506483,680.7883458479373,374016.2467545453,-332.4998954977138,813455.1309798382,-34753913941704.29,34753913582525.59,813122.3328315347
