Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13
-563.6218696252923,2.4584423539314195,35433.173638617955,20142284082750.152,600.07524261484,-16300.433010780927,1181.8161594004655,35454.32536984528,-565.5720599829175,358974.8464843681,-20142284544373.695,20142284522351.19,358385.1004439257
-569.4262063531733,2.518298131134076,35434.601605627424,21834046407773.684,595.0015048594279,-16308.97824152801,1180.9226164690735,35450.92501838723,-565.7903888342815,364735.56188630493,-21834046742095.016,21834046720104.49,364152.82982074853
-563.8994362311809,2.5469875554574717,35430.63476304124,21132914353816.047,603.9361314937405,-16309.282904941814,1193.6213288224544,35447.537951276565,-542.4412419323393,376107.9522674268,-21132914770686.32,21132914748666.54,375539.07573606423
-571.4232731994734,2.5781555223160537,35430.4453306555,18293730982230.758,602.6486334143734,-16322.90250760261,1194.6355947657767,35444.15457649206,-570.389742945737,352902.97017754137,-18293731365424.9,18293731343414.73,352313.47954974783
-575.5180629139901,2.752035861999743,35441.50625555181,23415534250760.285,596.4206423932942,-16293.297657295176,1154.6738697779128,35442.55347149274,-536.6226175075675,291297.2845233041,-23415534579713.27,23415534557736.836,290756.7167355595
-530.9682213290794,2.7963066924796838,35461.39103729755,15541877828874.518,575.3206037322416,-16226.778311455335,1124.9100285797913,35442.49250797707,-518.2789805949859,247348.7651869523,-15541878116526.037,15541878094578.428,246801.8759762812
-534.1721972228468,2.7951179891970908,35479.75153048174,14486511275608.975,566.428519116761,-16219.615785393135,1096.4970971494845,35443.854133517554,-514.8860539232369,237650.06777587382,-14486511548542.395,14486511526566.453,237128.13596095244
-513.3842403905084,2.7942795425612843,35485.911293736775,19629115779575.58,556.8477354039629,-16175.455760789311,1077.8116792629662,35447.31898028152,-498.54510261415976,362910.8034003842,-19629116179804.543,19629116157869.17,362390.58434319455
-494.8425021524979,2.8519270902800167,35519.84938992987,21135607572749.785,513.870664228474,-16150.299927489938,1020.0193901632265,35451.09574833827,-476.7106121185554,375996.6397924202,-21135607986766.332,21135607964861.227,375513.6515836813
-499.0509512984599,2.922744881893539,35538.93390011381,17727744896262.082,511.6801515984282,-16132.167775201275,999.8745402268914,35455.25065875488,-469.72729959330877,260176.51143273266,-17727745197504.04,17727745175573.082,259723.79949584889
-490.78993338497327,2.95376997655011,35532.535741017404,16585475464881.164,501.66030214410017,-16116.854894396556,984.338516021299,35461.650222540586,-470.70496334684333,384183.0355361982,-16585475883768.637,16585475861879.525,383714.686758551
-481.36791969717444,2.977128280460657,35540.642804983494,14304805573977.6,501.95488555752155,-16100.269286017681,980.5291591727571,35468.048782976795,-452.63744821686913,284036.6656419538,-14304805897082.69,14304805875152.672,283585.0694297149
-560.7610981239538,3.016268425001385,39344.007971378815,22717834719888.695,578.9498927903817,-17827.033847568953,1130.588847622927,39279.18709059756,-535.4214877532253,344113.6162214536,-22717835102365.47,22717835077968.676,343589.86149975436
-557.009116813263,3.017864417947028,39307.37148041638,16358383732305.674,603.264449203956,-17825.545932435172,1180.2271855655058,39285.53723072466,-549.2680854474414,226236.32938237445,-16358384000234.713,16358383975871.62,225658.33959070797
-578.9981070783912,3.0250261109187533,39327.32582772751,17672083900569.555,596.1396510211098,-17849.158995923255,1165.4685190947166,39289.45791655821,-553.873004804128,199409.4067224803,-17672084141841.598,17672084117437.203,198868.75534903334
-583.7785992197163,3.0342216113933884,39308.69327967068,15865496120664.436,605.2603387868422,-17855.307993101393,1185.2145442934984,39293.407439994204,-561.6373245807613,215910.4739811519,-15865496381006.945,15865496356632.014,215348.2062320129
-575.1829923415143,3.03167282949434,39321.44550399744,15987774130382.47,588.7928851727102,-17843.088765695,1168.513114926988,39296.60786804414,-552.0399521562175,243897.354422385,-15987774465609.715,15987774441254.611,243348.84066311902
-592.032747302966,3.0191081754264255,40655.808736727806,18587827207179.24,624.357463034573,-18428.978966986306,1223.4459965271378,40646.662828215456,-591.3324010478576,427239.0750892677,-18587827623485.535,18587827598235.582,426635.3273051583
-568.3831402657817,2.9952796680326124,39320.47030179468,23186968406320.445,583.0572043066675,-17825.658304925208,1159.2412344316856,39301.830294168765,-545.0461512841895,531133.1626870928,-23186968979623.848,23186968955297.08,530583.8676744204
-557.3986518722381,2.987751622542487,39345.0777827505,31192797849954.27,566.1822035033226,-17781.72055628297,1113.76952067668,39306.58026575608,-526.8320668591452,697110.434812521,-31192798590468.973,31192798566152.332,696592.9768768358
-528.7046006410106,2.945384133674191,39353.39429258038,27645631119115.164,558.6780589412313,-17723.970640023294,1092.6427474337302,39313.211549764485,-511.1660620702285,684467.4428000298,-27645631842261.336,27645631817961.227,683945.2733277323
-512.4627535066215,2.9540597102036297,39399.06686887864,14285500269770.748,499.1297744352391,-17678.149475742925,992.2988073468211,39321.13852453539,-480.54726007351786,438304.9064684751,-14285500749692.021,14285500725460.184,437842.78652733803
-506.23583272500997,2.9314199002788692,39428.8087166557,27156420547478.91,513.4294044960357,-17627.946336544566,984.5481331233977,39329.162246278545,-458.74530485772465,641055.9707381694,-27156421234110.887,27156421209790.223,640639.1676792437
-484.8627117614376,2.8901116798204742,39396.18947655837,26751085769610.953,518.590152720153,-17640.795406493344,1032.6729063038956,39336.522066372854,-462.16579019576113,512243.64884358214,-26751086327202.7,26751086302899.184,511769.43293825747
-520.292935820083,2.759446490181365,39367.44375416565,16465863396635.861,544.9224316017501,-17711.485362440922,1073.8970322556142,39340.2737292873,-523.8364130777213,495344.8514372633,-16465863942567.896,16465863918193.861,494815.6494107226
-548.4768253019564,2.745734185233252,39321.82576008023,26967946759795.555,582.1547783876962,-17776.979490598962,1151.2987947004813,39341.57228561596,-567.3429852297414,807552.4239220273,-26967947591807.41,26967947567414.03,806962.281218731
-576.6607147838297,2.7192771210338256,39323.400456920695,30626761230113.773,598.1027912762913,-17799.70223243635,1181.7926034297861,39341.907329432455,-536.3339204112175,276105.8153322326,-30626761724922.81,30626761700533.645,275576.4402800771
-579.1227364643782,2.6860093827542832,39312.70052379676,30318305169962.043,589.8390442521627,-17799.33896039834,1161.4103315699872,39342.06225194657,-558.0994874851168,716555.7656065146,-30318305751594.484,30318305727256.816,715996.3870758419
-546.3937861192342,2.6585852313804272,39340.55837552727,11561006015477.512,558.3660306244902,-17739.067685587514,1112.0339882490455,39343.12960711867,-526.308987319419,207659.4515975473,-11561006279622.295,11561006255337.916,207126.99246842568
-529.1361640038738,2.661951788359116,39392.10126881658,13972980876506.22,505.31121003948317,-17682.407345309082,1006.2351018108061,39346.18994082231,-491.4200368714467,543546.5289798245,-13972981446192.988,13972981421952.473,543083.244072325
-477.8669095416054,2.6241652443774597,39393.5003928724,15968093713748.498,513.5713182494225,-17595.187459235498,1006.1515910251595,39349.28256900189,-468.7020101834718,333027.1584085732,-15968094089432.34,15968094065185.32,332536.72139735497
-439.92790504007746,2.5699432126297546,39395.54904526103,22639480397274.77,502.6212166499689,-17541.47397149736,988.5313610758254,39353.8309502831,-444.39655080537096,494602.06819917314,-22639480932867.668,22639480908640.863,494100.0462952202
-462.6200961473078,2.507514307965217,39459.29925045223,24551049783505.992,472.85025835938836,-17533.14106475977,924.7087434822536,39359.246642926366,-423.58708215973667,504754.2249462937,-24551050329037.04,24551050304769.67,504359.4549072848
-455.7023464918384,2.4854808038720884,39426.74641871386,22933219297562.805,479.9232034400357,-17532.05621647262,932.4652398083797,39364.80888881111,-441.923066860126,489942.00984915526,-22933219827732.355,22933219803494.688,489489.43324405217
-446.08859940344223,2.4764634066074613,39453.886514345504,22744152004048.723,456.1990446286916,-17509.767308280083,909.3251106744344,39371.981173519125,-421.95962251352734,525534.0092983749,-22744152574638.223,22744152550422.12,525118.9224861617
-440.09201556001966,2.5490906645658726,39426.15238229744,23471516909956.34,472.40450362118685,-17531.361363320426,940.6378345370639,39377.595772843015,-454.5069960306203,570712.7526949901,-23471517557232.38,23471517532959.04,570231.3877933683
-455.31790577272824,2.5553915783624492,39418.38715281726,35420321071988.58,481.41511725768993,-17530.713175583616,951.9188862870434,39383.23302378524,-450.7044352026968,803905.9141538135,-35420321895177.02,35420321870941.39,803435.8124737521
-456.2323397785246,2.5311896882792393,39436.16366983603,25110464683245.14,470.4431827731,-17512.99683923023,925.729248921671,39389.687052057445,-443.2312205612154,485489.32542018866,-25110465194082.26,25110465169844.27,485045.38790579326
-430.89855151049915,2.5833667389289006,39440.38105548154,25558178496134.1,459.93246798701654,-17459.74619940445,907.2362493890091,39396.59943446198,-418.1552422785091,504411.92404388095,-25558179064664.16,25558179040477.117,503971.9461051458
-429.97993286838505,2.558718038534254,39490.752250601865,24257922982754.027,430.5435851863232,-17423.533580544165,842.5661519707261,39403.005885238665,-382.88785515483914,385133.48228154704,-24257923464747.13,24257923440541.785,384778.22430641385
-429.35824146412585,2.573927941818075,39472.40171064472,21692975005201.42,448.72946880139966,-17443.54140056983,875.2521643084353,39406.94772167969,-412.71885387954467,459445.4658471773,-21692975435276.383,21692975411007.97,459041.4046419579
-454.7928248851978,2.551452741403952,39445.22795598183,27577259504751.688,472.7465521549906,-17491.491516192033,921.9425169354714,39407.945029678645,-442.4979995020513,470344.90705123,-27577260007924.195,27577259983641.543,469909.3275291463
-445.61628132165805,2.5640016912713515,39424.10009109462,28321457593411.562,481.27502291139797,-17460.61681954654,930.9107383866678,39410.94623265171,-426.75012139387314,357618.164328092,-28321457993912.543,28321457969706.918,357168.0282756657
-439.0203847812411,2.5378767910499196,39470.395814322816,21840459291818.406,445.0315238814214,-17451.478227029336,879.4766456416199,39414.245545477235,-406.5246824256376,318777.1968393197,-21840459658159.098,21840459633920.387,318386.9860525494
-427.0885311134873,2.380033865051536,39446.89362317702,24931256287736.79,449.65372760550736,-17439.986770209387,891.0282432265813,39419.94793119345,-421.58573435556644,399393.2864123476,-24931256721287.832,24931256697085.113,398952.58052883385
-418.1168527888109,2.333526837970967,39473.796286182805,18658332123806.137,423.4160578928349,-17398.089029956667,840.1723580562289,39428.58320114631,-393.4877208885629,299141.59397374874,-18658332462543.24,18658332438379.566,298746.9170883831
-391.4448906026335,2.334894556786991,39487.44547820725,19049113660063.957,414.34995233994346,-17340.192309077393,812.7169591750735,39438.46039838202,-382.7941556894621,300128.627693038,-19049114001623.05,19049113977455.29,299731.62160270975
-391.0453488046372,2.346267672134779,39511.974724658,26588039769611.473,406.00160288591127,-17321.05969515958,797.951742838743,39447.01252143066,-355.34748996236124,415450.9464901061,-26588040233381.57,26588040209190.883,415105.5167701577
-392.9970267951222,2.3537777558480997,39495.53729126093,19916819269274.066,408.4787256453457,-17335.48167531805,809.7429563380765,39453.774029501874,-384.3288255738418,317399.69664371933,-19916819622095.242,19916819597906.816,317010.79983275273
-396.30743800392935,2.319565267193281,39483.50919095786,20367692953059.7,420.63054563084876,-17331.715692208007,820.2964271908853,39458.81142192497,-390.39472882757246,361709.2744799704,-20367693355216.754,20367693331022.145,361305.5940766559
-393.47480309819053,2.3064204084274103,39499.020546143736,15861689390989.023,400.97821989744386,-17323.18776691623,795.8570594506145,39462.93515359028,-381.240382030588,337004.1062371745,-15861689768365.89,15861689744195.705,336622.2589009371
-383.69967460049446,2.2932292881312035,39507.268828207554,25212496535694.31,396.5161239976915,-17293.61034847421,782.7003809267085,39466.64888186681,-366.38219399171834,414914.15453129157,-25212496990921.98,25212496966766.035,414545.6385366592
-373.7005770894406,2.283332503935963,39523.47428720005,13661818105305.996,376.7828346485724,-17260.677742005522,740.0458371171367,39471.666579208104,-352.5792620677748,238709.89710198928,-13661818388040.682,13661818363912.992,238361.3904007623
-359.38893894181894,2.2922459712412047,39537.85033235882,17927606343523.617,369.8026793297548,-17237.190426140187,732.209832700972,39476.47677317025,-340.16453775708754,314357.5828107816,-17927606699446.402,17927606675300.55,314021.55524087645
-363.9860348479981,2.304469275534124,39541.558284017825,17827009436145.38,366.7751859241736,-17234.1119560592,718.9014156253681,39480.55952269076,-340.7613032841492,322931.4623627353,-17827009798096.867,17827009773946.78,322603.1430748683
-362.2319444679976,2.2144620637974626,39530.06417969706,19779749504308.656,376.7227942144473,-17232.369592900683,736.1977911118455,39485.868598078276,-354.8862702638547,368896.3775895386,-19779749913138.582,19779749888980.434,368540.68513999105
-360.4199969423855,2.2311289355808714,39531.32229970304,19161993264186.53,373.674377627277,-17228.837467640522,738.1989569753064,39490.64508752399,-348.57474705233955,331853.31475036376,-19161993640166.63,19161993616015.973,331503.3799965081
-366.1065538168712,2.267038367012162,39530.250668924265,23462650047731.633,378.4894385034013,-17231.22778305505,743.7335933573847,39494.82331043179,-350.90358813355584,518945.88325243595,-23462650603967.055,23462650579804.727,518598.2345835948
-374.05627117645463,2.178109487752335,39521.544805976126,21339013849153.2,387.98947264837864,-17251.199374605905,765.9987696194885,39496.91617441282,-363.82410761656973,411485.1016539149,-21339014301907.254,21339014277724.44,411123.77632000216
-388.70449963659587,2.2179448413978515,39494.567547279454,25555179826263.812,415.5352960621407,-17284.504267928605,812.1223769365255,39497.43989074504,-391.6919660860937,520667.3899012434,-25555180388553.8,25555180364335.883,520265.86767862464
-401.03189240673754,2.19307431968343,39493.84342325576,18611552932588.203,407.2160571216237,-17294.665783137734,803.4547215373734,39499.81348924078,-386.78138633749774,318249.93009127874,-18611553291491.414,18611553267320.023,317864.9217171551
-404.58956103971445,2.1461666103772554,39495.00420498218,27429366643601.707,420.11292431240656,-17299.201713971794,821.1304434030959,39502.3844934063,-393.84432467912416,517638.7005057872,-27429367202002.56,27429367177778.707,517251.3476436813
-429.24743957205874,2.1381265453128484,39473.46424438802,30075355987507.97,447.50045930892963,-17334.646618931398,859.3367188068353,39502.635662555724,-412.63425144964106,573056.5131362673,-30075356602816.54,30075356578560.965,572653.488265329
-426.74429929117,2.1327745625671106,39462.48048375732,22032683849341.402,441.5573660340912,-17353.57162141051,874.5238556484268,39502.93932159983,-418.5209431045439,315990.1347041612,-22032684213453.9,22032684189229.625,315567.73624065646
-437.8139359367454,2.1214751355496873,39461.639007976024,26622078354899.41,447.0710792345804,-17359.763537708583,875.3540511057386,39502.699432774396,-424.09924525689485,377072.9355174713,-26622078779535.87,26622078755309.152,376655.1869126785
-436.75522294833934,2.064210148403786,39456.325429555945,19678962530860.195,447.9271102726369,-17369.998020161347,883.1682226367667,39500.867107889324,-429.4564894472398,371287.3208881103,-19678962934704.36,19678962910474.81,370857.8427477187
-435.82241293088657,2.0066460460342475,39451.18287540278,28064973295030.645,450.3642060759878,-17372.037555382332,887.8808508934592,39498.44993459366,-429.41191397341964,559904.9388396583,-28064973899538.668,28064973875316.918,559469.4299105698
-432.9643063258219,2.0307096957691035,39456.11437833296,15084495050379.725,443.44318148774806,-17367.102184221163,876.8486940340347,39496.654179791185,-424.50224392837094,219395.5245098552,-15084495388769.201,15084495364560.81,218966.9986471369
-426.66606478609793,2.000815470948288,39466.93257291805,21539832085800.766,434.7063886189974,-17358.512955731083,866.2646571420349,39495.18978450584,-412.31403580097384,455129.3813702342,-21539832555273.996,21539832531069.465,454717.5636686887
-433.20192089238964,1.9729206303524627,39465.61896099568,23001551328955.062,442.47980543110424,-17364.126475837584,868.3446033326964,39493.4882295057,-420.5495820151346,505223.8244181238,-23001551815914.242,23001551791685.656,504808.99341454805
-439.7108497736799,1.9429301860039316,39464.61009976167,26807923181274.125,448.21639600069415,-17378.99104751375,880.913977246433,39490.92736853473,-423.8245147855951,357534.9017836499,-26807923579575.664,26807923555330.043,357122.29591495096
-449.99322896937844,1.9106417037873475,39451.774182708556,24567957907440.527,458.0357360907915,-17406.57953003017,902.0982437535754,39487.28546135327,-437.6956744755899,388208.0399243858,-24567958337353.543,24567958313099.27,387779.0093581395
-459.5300151376687,1.8734841099383053,39439.947126889456,28130454043939.44,469.1395775897472,-17429.345949150804,921.252597765161,39482.24938800032,-447.64237306231627,365806.94463164243,-28130454461567.625,28130454437305.582,365365.67709715856
-468.7172932030673,1.8433347282016845,39431.07114937796,22346820361867.574,480.61730724666387,-17451.08926668211,942.7714532370189,39476.6736330179,-458.4814908289931,334824.26363399683,-22346820728013.535,22346820703740.633,334372.4682823002
-453.03236658036576,1.8656916752986186,39411.590757615006,23460304129057.89,484.70278587781326,-17439.65895434018,954.6720131027439,39471.9117897993,-448.6485051856855,313583.73867249675,-23460304484143.664,23460304459914.258,313106.61098805774
-455.6404866506186,1.8221209671551377,39436.60123724231,28778335594386.766,464.51737386566117,-17446.40603951839,921.6152055991347,39467.09591018998,-447.9807827819305,457857.8007908023,-28778336218033.805,28778336193789.137,457408.9594284645
-454.8938019789537,1.7689793123446238,39438.750866724695,35565710049209.16,462.33044653783145,-17442.913975478823,916.0394506167163,39462.76053599437,-441.89395634661076,814197.6057382658,-35565710798452.555,35565710774224.06,813756.2541471741
-446.24051989584973,1.7294428926041507,39446.37964067277,20057044103100.766,458.8990447572267,-17433.778924197653,913.0649019575908,39458.753337353475,-429.5183492884596,186967.0754728747,-20057044469399.22,20057044445167.414,186537.07498070612
-449.1357424056462,1.6856756534701252,39440.68671587345,26129902435913.125,462.3013360243163,-17441.24464428337,911.8062361294772,39455.420138070804,-441.4072649487784,636885.8709410145,-26129902956756.824,26129902932518.473,636441.183830896
-452.99852560840435,1.588242810989024,39444.62755164057,18582647078163.145,460.3918682784284,-17452.33880103211,912.5993156820571,39452.862915914026,-437.6420019662963,290389.54877850146,-18582647409921.254,18582647385674.26,289956.4305503354
-461.1407362386071,1.5078739555003942,39434.18415491699,23138997018867.473,475.2036614363832,-17463.9413385628,928.9808932813193,39449.506610161254,-453.0532897619549,393638.92029929406,-23138997453956.58,23138997429692.875,393188.0895972391
-461.8923333094277,1.4351590109911072,39436.07451888839,24219820127752.805,464.6065248133015,-17473.417795531805,922.1260951113265,39447.29698572992,-449.0624202997298,424315.9495703587,-24219820596946.203,24219820572708.133,423871.75169880805
-461.14619445989103,1.3920052747436702,39431.725226228504,27685900360538.85,475.0199013198185,-17479.01164191774,939.2878344727964,39445.273031792596,-455.22930064721635,494635.75337610254,-27685900892376.613,27685900868109.867,494180.29319269507
-473.8927786246516,1.4282430418042296,39424.42485526102,23052773219430.22,484.7191605416656,-17499.410529786575,954.2262583645422,39443.05726686231,-464.67839139354214,381222.71650587453,-23052773641759.785,23052773617482.95,380763.2534449179
-471.2770170446012,1.7581174940479078,39457.62539592511,28584867075727.637,439.11026349171937,-17457.90087743055,871.3398932327012,39443.457399967614,-421.45200793410595,590621.2819822838,-28584867708345.76,28584867684189.082,590235.6300838707
-426.65987880197605,1.742306555542846,39471.257303582155,26024506108847.566,428.5922710772572,-17406.213414344344,850.8886658440135,39444.2438386843,-414.16255340918934,277236.10184544063,-26024506687119.387,26024506662918.3,276826.7541709669
-421.697445951181,1.735333883469848,39469.52704743509,23388617714431.77,428.6768735071608,-17400.72887058249,850.4037938532758,39445.0622079955,-417.3410576036307,742386.7397591432,-23388618237395.156,23388618213191.953,741967.5208914771
-418.52203474880065,1.6972856445232112,39470.56956770036,22612069409280.332,427.98185999698524,-17393.569389839973,848.0791374083774,39445.70113828198,-414.02882698772885,310858.9169898569,-22612069923023.203,22612069898823.367,310440.87746186974
-417.9503770396459,1.7303717100109892,39475.28910970401,31697275685415.504,426.05874669788705,-17385.175718807743,839.5355655730837,39446.35435091415,-409.7832405322459,757225.0103348915,-31697276323622.598,31697276299423.887,756815.3642776541
-411.58390773387066,1.775734231868331,39476.6318321399,27166942020234.363,424.9734703658983,-17383.442628779663,847.1228570394028,39446.97554198146,-404.73802465864196,496893.5835602358,-27166942556928.86,27166942532725.54,496483.9589720022
-413.09183233395817,1.8017962385390125,39471.09264724008,34115789435362.67,429.3818937563571,-17373.05545273527,842.1116640784701,39448.57402756969,-403.5599585648235,577383.8769243823,-34115790098666.25,34115790074475.395,576971.3991419426
-407.4469398819412,1.8065545670697198,39485.71613176374,43512876935843.66,415.0868122132971,-17360.66094145843,820.9266698084896,39450.9695954061,-398.09445965234397,709452.4386572483,-43512877656908.375,43512877632724.45,709054.404965793
-401.57443960237714,1.8199062119370466,39489.015626529974,26476400457265.97,410.7748173988574,-17349.54438510709,813.442902605859,39453.9560611817,-393.47407533535267,496842.43052627455,-26476400979925.17,26476400955743.117,496446.44421362283
-396.66349597236217,1.7826081161561265,39492.36151617713,29545516612630.516,405.2738400480312,-17336.948721011173,804.5745666041615,39457.696307316626,-387.95945243131615,491964.050098368,-29545517156199.594,29545517132029.805,491572.0133546375
-398.79747855373614,1.7522976072356307,39506.232675867126,22798907702602.715,398.2736712511719,-17322.916515688914,782.3734334717908,39461.02050053418,-380.09142645028487,403134.22042429016,-22798908136825.953,22798908112652.9,402766.0568488119
-388.7245131146376,1.7652161108593298,39507.18877429539,22293078813212.89,392.5934823015177,-17312.51100740483,779.2393228104603,39464.58412772539,-379.2808805895959,491757.8092801033,-22293079345228.12,22293079321060.207,491381.33938347496
-383.04978238626757,1.76261662871097,39504.00481187966,28988704380891.332,395.769257385317,-17296.683764489182,779.5941071939267,39468.00470403378,-377.26770663931006,597146.6215023035,-28988705025879.58,28988705001717.4,596763.3060864814
-370.77697182896685,1.9193377481127516,39518.874826064646,25814744842708.145,377.70891285977484,-17258.415831986742,744.316713331236,39472.5478545196,-351.88333885405194,524625.672648369,-25814745401703.375,25814745377586.008,524270.33880395984
-370.7154758691659,1.952319830725439,39546.68901202488,32257252959717.77,381.29769335407116,-17242.483051303545,744.3090718214384,39476.44538839787,-337.35719260996507,565421.6337585512,-32257253618864.125,32257253594677.53,565108.5787503866
-358.0614995255257,2.0038626026665756,39512.55784463185,21258921582792.25,384.6972555105185,-17237.493319280344,755.0381154588857,39481.267135595066,-354.1776112004689,410637.7372319279,-21258922004615.17,21258921980481.76,410261.0766614361
-359.63128396683305,2.0177957235925703,39538.34884990277,28276978740059.492,369.37966718023705,-17231.224082627134,732.4760119589267,39486.108395933355,-343.3503195799077,528595.09151094,-28276979304195.66,28276979280042.184,528256.6190217809
-364.2791413309543,2.0300273232531674,39526.90568898066,32310442649901.227,375.22542217550904,-17236.992744159812,740.2901834899549,39490.821115160405,-357.03044152495903,598297.7801605094,-32310443271609.184,32310443247457.695,597938.8322458474
-363.2353474807248,2.028545123828108,39531.35686843784,16177753927059.684,368.86841378662626,-17230.85413678122,731.4809782188352,39496.09116426573,-354.2212769707418,319375.7749620484,-16177754287404.752,16177754263258.87,319023.0435975475
-359.418777218172,1.9811584680278764,39529.77125515481,16633307316743.803,368.72922914388175,-17219.141558254538,730.4324539101594,39502.065960709195,-353.73458557290945,309652.36157342215,-16633307692047.54,16633307667907.242,309294.71471677354
-359.0392488982175,1.808103146320339,39540.566707151214,13879902881219.77,359.84597400400764,-17209.539121197136,714.5801418347454,39505.61707947663,-345.873837220257,244919.15435153825,-13879903168874.357,13879903144740.424,244579.78416691872
