Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14
-1353.6492431098986,-2.4624369396415076,38899.4022338181,-34131876936423.35,-463.9032147068625,-14117.968691638971,34.506614857209115,-38933.27760017775,434.3096609931646,-774667.088813312,34131876144948.664,-34131876168334.812,775125.01500103,-752994.9923767361
-1320.2706529251852,-2.4391154148095953,38882.27235339749,-24197050130520.0,-453.33039408596403,-14145.832736807643,19.66977681949811,-38927.05834291732,427.1082911730268,-467849.39808124915,24197049640003.02,-24197049663367.586,468282.06520502025,-452041.73085554683
-1287.7304547180715,-2.4893944788908846,38878.20837890131,-24628478066979.72,-443.20201588731874,-14164.793460440136,54.358551706972094,-38920.39740456329,402.94447387636274,-486083.07294832816,24628477520808.41,-24628477544168.26,486512.0250876495,-507703.0640577308
-1189.767455343018,-2.4656423968695336,38829.669480750264,-23375520336258.344,-414.8821798058375,-14241.093131085187,7.323744893405035,-38914.223994124724,368.959969288767,-371209.7365721713,23375519873353.676,-23375519896649.367,371557.0030076629,-424426.8017537931
-1224.5344240452155,-2.4802990264098317,38847.35250351494,-20903874519819.918,-432.4065357491574,-14233.802154286192,-8.24629164918258,-38910.42554548594,397.705838934775,-442759.83651504666,20903874106982.0,-20903874130326.766,443154.1602330351,-374306.20933549915
-1301.4143722947422,-2.4586413813764043,38873.53778871243,-26574113084270.14,-455.5499763604119,-14180.540775821619,-2.4424171141652096,-38909.464515451386,426.40174168123974,-453254.47112839256,26574112601104.57,-26574112624476.242,453679.12334118015,-444645.8518004017
-1333.2902737216125,-2.4707338520446362,38893.89710874562,-27291240108510.49,-463.7682164168685,-14133.540074004155,66.49121620589284,-38906.572483902564,411.2267066287256,-344640.9042194318,27291239724294.78,-27291239747693.242,345079.60764078115,-345718.0112575106
-1237.7109584384539,-2.4455592682765674,38849.28543357622,-21045993811675.11,-428.8431068606778,-14233.027780916635,-3.852886260921366,-38903.393186511974,391.7369859700376,-307239.12928766693,21045993460275.344,-21045993483595.67,307620.03692896507,-312909.27457150194
-1271.5076926772397,-2.2934580189296496,38871.93271164113,-24024360450688.617,-433.29717381820905,-14210.645336439336,32.13046963085901,-38897.89823014185,406.2501787566718,-384871.0191610766,24024360034567.566,-24024360057923.363,385300.2808926184,-377647.8160453747
-1211.0142576410828,-2.248642726273215,38846.00865690091,-17979619293038.11,-408.0139226493215,-14256.05273297418,28.74692158073526,-38889.577075804584,379.17425549013575,-288303.02191858407,17979618968208.793,-17979618991520.74,288687.8393670897,-286385.4560074172
-1159.0071306943712,-2.2499606931023064,38832.85596636149,-18356185809226.746,-399.27760473970585,-14297.006740387369,34.59690592129601,-38880.05917039264,368.86967822468006,-289223.3544363737,18356185481602.95,-18356185504924.844,289610.41899887595,-289144.16477931873
-1111.34817594265,-2.2609201012761186,38809.21899304071,-25620877019989.402,-391.23293391324154,-14343.096119110072,8.78347964988626,-38871.81813841709,342.4214093453891,-400402.82604442607,25620876574522.516,-25620876597807.633,400740.21229165467,-406963.85121265077
-1144.9078742229005,-2.268156999022856,38825.05850019592,-19192327877785.61,-393.61994913177296,-14334.584209095769,9.97181524674312,-38865.30258620849,370.34852312870595,-305866.170180682,19192327539299.17,-19192327562603.613,306245.4568386749,-300006.14101727545
-1171.279001222195,-2.2351890200351976,38836.649067665414,-19626800725864.95,-405.32973587034866,-14311.102403504794,23.898554422948678,-38860.44843340971,376.19377376299417,-348558.703179954,19626800339856.02,-19626800363193.36,348952.16972803243,-347506.86863720976
-1138.6551742042666,-2.2225223171840467,38821.70195180379,-15284706998490.438,-386.3922809434546,-14346.185565909258,11.382985683317429,-38856.47470614699,367.3724244629277,-324764.41622000944,15284706636338.996,-15284706659633.941,325136.8185648151,-323690.6233462849
-1113.3391377363805,-2.2098110356068217,38813.75370832733,-24295370376672.188,-382.0924977459165,-14359.576914543542,22.440046923649106,-38852.89606803558,353.0547162131031,-399850.2390368044,24295369939461.34,-24295369962750.4,400209.7695568355,-398743.88931777066
-1072.471824228542,-2.200274255728398,38798.13773730165,-13164857802715.299,-363.0770243267531,-14388.015294141012,22.683394490547528,-38848.0608938925,339.75387819959735,-230062.91800755693,13164857531674.148,-13164857554946.098,230403.14801644566,-232591.01294105043
-1030.9745771415496,-2.208863487742217,38784.28463355635,-17275474345370.572,-356.35077835841264,-14429.941074705768,9.274908489955465,-38843.42567500882,327.79075051421466,-302955.1789454978,17275474003744.586,-17275474027000.469,303283.4009410162,-303152.358446005
-1028.2583063533964,-2.2206421584830243,38780.71156193287,-17178536751480.186,-353.43341271490465,-14433.129456797704,2.0398767585466544,-38839.49143912899,328.36580816509843,-311224.8620844986,17178536404040.58,-17178536427298.99,311545.679750927,-308963.49105407146
-1048.7200147000417,-2.1339090390303417,38791.787557998294,-19060244255284.957,-363.01916791675563,-14422.910955192496,11.606521812852975,-38834.37548607497,341.97696692313593,-355487.33326858224,19060243862703.066,-19060243885984.297,355834.3549073795,-354096.35157379566
-1044.5492688290433,-2.1499696385467706,38790.57520322516,-18464959383877.598,-360.0816401909758,-14434.6295771201,11.062846881331495,-38829.77274567599,335.89503097522174,-319800.38442508527,18464959022942.2,-18464959046211.316,320141.8899306853,-322458.2657527574
-1052.094270660075,-2.184572832509943,38791.60785248239,-22609176303865.62,-364.7215489503171,-14431.960710216094,7.412633377855741,-38825.74650933814,338.1391583933048,-500093.69649138505,22609175769239.695,-22609175792513.145,500433.06827673165,-496140.29576753714
-1076.533168887909,-2.0988788202323234,38799.99703193202,-20562789059063.49,-373.87601091400524,-14423.1398482154,0.3061130056229331,-38823.72977514359,350.5896825023025,-396532.4877037456,20562788624190.96,-20562788647472.363,396884.86726529786,-396382.025859487
-1142.640428918364,-2.1372651275016237,38825.99296887861,-24625588464414.637,-400.4198305310192,-14376.01993166043,6.614039597436317,-38823.2251094582,377.44382286384825,-501717.6189439585,24625587924070.258,-24625587947399.34,502108.80996929604,-501826.38332177984
-1155.914968563689,-2.113299293108058,38826.69075224767,-17934541775334.598,-392.403211297281,-14365.232813658205,15.338084935234178,-38820.937852716306,372.71186981587465,-306696.5438338018,17934541431009.316,-17934541454312.035,307071.7737848844,-305866.22742777056
-1157.1061093198184,-2.0680978933979164,38825.57219498772,-26431600063856.207,-404.8309434871888,-14369.939313156714,-1.4716566833897105,-38818.460371111236,379.5178875010298,-498825.7054773301,26431599527286.027,-26431599550603.22,499203.1042307624,-498064.12856019626
-1222.379886401401,-2.0603502928425432,38846.32862038044,-28981339304477.293,-431.2222325687549,-14315.544240130524,2.817256521966897,-38818.21833846274,397.6243139934149,-552238.9704382939,28981338713141.516,-28981338736498.26,552631.455622114,-552804.2968223256
-1241.1362332327578,-2.055192993223565,38856.91283696088,-21231226025839.934,-425.49532459127965,-14318.021794684035,8.201935068184696,-38817.92572528612,403.2968720099836,-304507.45091005537,21231225676600.746,-21231225699939.25,304918.59464020294,-310756.6308111577
-1253.4249347162172,-2.0443045929016392,38857.72370331312,-25653677345946.9,-430.80847157604586,-14300.570478951171,9.88205015001978,-38818.15688794243,408.6722584661107,-363378.91552289773,25653676938409.3,-25653676961752.656,363785.556760274,-369058.0942677155
-1262.6453179228115,-1.9891226705339815,38862.8439955979,-18963123487776.33,-431.63336372464596,-14298.70114629008,7.879692396744247,-38819.92256038208,413.8346281399745,-357791.502987047,18963123100286.848,-18963123123633.65,358209.33672390017,-349012.1476898393
-1271.657418053415,-1.9336525135246625,38867.7994847754,-27044086047495.66,-433.9818080031789,-14287.894776759882,16.675970585811626,-38822.25180685184,413.79167413861273,-539546.3866207934,27044085466648.406,-27044085490001.848,539969.9208307331,-542371.3844850635
-1259.3990473545907,-1.956840826623697,38863.04736964516,-14535783717212.307,-427.31254183256334,-14294.690579993574,17.297313364693537,-38823.98223947813,409.0605977029118,-211427.21222093207,14535783392791.658,-14535783416133.975,211844.06375637036,-285957.61645072524
-1232.4805636522294,-1.9280340307869914,38852.62269649834,-20756302386086.56,-418.89355756566096,-14316.579160219155,10.382069790361356,-38825.393366084085,397.31574647342853,-438597.4496672997,20756301935314.54,-20756301958635.58,438998.14320217865,-412311.9552160171
-1241.3103284301137,-1.9011538897979576,38853.88852462011,-22164850326950.504,-426.384209435786,-14303.58129138192,5.047358143687063,-38827.03302550954,405.2517173780794,-486866.4408839376,22164849859338.758,-22164849882678.164,487269.9843490267,-429128.49974676856
-1249.5268152620251,-1.8722543745043327,38854.86068763052,-25832761850915.34,-431.91212642736093,-14298.4810886591,-3.0621819909561623,-38829.50073288777,408.4075215597587,-344556.1245206436,25832761468748.03,-25832761492085.582,344957.4659930831,-343677.15132857824
-1284.1731621155006,-1.8411404145115455,38867.22968679816,-23674277364665.89,-441.3742792987628,-14273.492461099375,-3.1068892168632374,-38833.010162460254,421.77410549371604,-374106.64577040565,23674276952085.0,-23674276975435.164,374523.75224950863,-374094.8039172345
-1316.156711529457,-1.8053344611473603,38878.62652295538,-27107184515794.72,-452.07420869920117,-14244.55154156472,1.0251103916821762,-38837.863044171245,431.3589840832944,-352519.69182766415,27107184115090.53,-27107184138456.65,352948.5185325077,-362215.05269716855
-1342.1160060830423,-1.7762817899543282,38887.179628900005,-21533935547504.734,-463.1344257437146,-14219.945685503904,3.3523406532161175,-38843.23597611301,441.8038193123803,-322660.90797469334,21533935196449.6,-21533935219824.887,323099.82143270376,-312564.89332954277
-1364.54518301451,-1.797825483240028,38905.95140410736,-22606915332213.92,-467.0712914603595,-14192.43910359642,45.42429474618319,-38847.824603054396,432.3285172568881,-302181.70474724576,22606914991813.137,-22606915015214.65,302645.072139278,-301912.68009175087
-1318.8570279742473,-1.755839698310894,38881.85070289433,-27731499196353.883,-447.62014174166984,-14232.834269791252,5.659408832478221,-38852.46530076479,431.68508384873456,-441214.06702465337,27731498597132.0,-27731498620492.113,441650.0930631086,-560752.0928546208
-1313.9946350200978,-1.7046311184020002,38879.77926809397,-34271977117949.13,-445.5127658381262,-14226.695806774935,14.10714598192476,-38856.64297187274,425.81967113217445,-784602.0892119339,34271976397693.68,-34271976421047.883,785030.7955090661,-681795.5686681082
-1290.9535827222935,-1.6665328710513925,38872.4279975752,-19327451934601.43,-442.20618434554433,-14241.549748196067,11.878972907204627,-38860.50440510332,413.89423777451736,-180194.87671996182,19327451583321.965,-19327451606665.297,180612.56862798295,-312807.22558013804
-1304.7151681463242,-1.6243577041210813,38877.913837177686,-25179404948615.445,-445.48471424540014,-14225.768502042989,12.780480968437644,-38863.71635630106,425.35068356628597,-613730.2275930179,25179404448434.082,-25179404471796.797,614161.9875298804,-461703.81853498815
-1300.8424704480399,-1.5304690678387767,38874.1163528124,-17906687344629.133,-443.6447050850266,-14231.681123792308,0.8092884501461981,-38866.180557230204,421.7223853696275,-279852.9058716366,17906687026647.86,-17906687049998.58,280273.3299776323,-279503.7341940976
-1328.8155187144457,-1.4530237008634606,38884.17986170286,-22297296207764.61,-457.91770610894406,-14200.574095662496,8.130403506733103,-38869.41477437967,436.57307388124684,-379332.63535743667,22297295790251.06,-22297295813629.54,379769.97273961507,-379019.79110647767
-1325.8965751688468,-1.382953827056334,38882.358261400215,-23338803481660.363,-447.70604974439334,-14207.642029817336,5.888730603013698,-38871.54402175942,432.72737584096143,-408903.0404870643,23338803031288.418,-23338803054642.926,409333.8461740923,-411915.3815113657
-1333.559744334237,-1.341369846300112,38886.54934467594,-26678802087638.49,-457.7406304298609,-14202.187561662631,2.504305940617087,-38873.494352574315,438.66993043751813,-476651.659025436,26678801576904.453,-26678801600275.055,477093.2341797609,-472247.35445968655
-1359.9122871533502,-1.3762894323923651,38893.58415816427,-22214208851014.785,-467.08707048126786,-14178.938634177335,1.728679401742113,-38875.6295170869,447.7753021139357,-367370.407369924,22214208445843.2,-22214208469222.414,367815.9096327434,-366685.2421815531
-1293.405993216367,-1.6941644083948213,38861.591316660226,-27545068284267.547,-423.137237577747,-14208.73699298262,19.32263835951335,-38875.243939178756,406.12131675258655,-569229.545008801,27545067676394.105,-27545067699691.02,569604.5568056359,-569498.7084068048
-1224.139773200051,-1.678928606823379,38848.45528175398,-25077842617305.48,-413.0018464809202,-14272.705740121877,5.7551348926558035,-38874.486107869016,399.09702261153194,-267172.1199516823,25077842061688.414,-25077842085007.99,267569.93509807065,-517163.23550013744
-1222.6924863378417,-1.6722095718911438,38850.122598296635,-22537836898203.953,-413.0833714222803,-14275.227109122246,7.9019583484706,-38873.69750746851,402.1599058923063,-715386.814030705,22537836395881.496,-22537836419209.06,715794.1278587945,-463862.56864597293
-1217.6233882097922,-1.635545371435985,38849.11800063214,-21789536209727.93,-412.4136396459461,-14277.688439038342,11.51237365476618,-38873.081818838786,398.9681606074467,-299556.53617169557,21789535716280.785,-21789535739608.95,299962.64023123373,-454984.3480251944
-1207.9767961162167,-1.6674279018999512,38844.57013616143,-30544260276692.996,-410.5604813014822,-14281.056453376887,11.642462916033196,-38872.45236739638,394.8770111308086,-729692.6831537834,30544259663295.46,-30544259686621.8,730090.7628275873,-574931.221384274
-1199.254153358055,-1.7111403217273633,38843.27625644694,-26178721327431.754,-409.51468286016456,-14295.441121506312,8.243311167455545,-38871.853772705974,390.01531946647697,-478828.4094828541,26178720811838.215,-26178720835155.695,479226.555893448,-477122.4840069188
