Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14
-959.3959040420107,-1.600275287481538,228581.20392543587,-23991703626408.74,-326.452914955767,-13979.338397589578,2.156967112112966,-228589.65202575325,316.16712223901175,-503088.95011001406,23991702877222.297,-23991703090857.832,503405.9326460644,-520902.77682216745
-970.0553840475807,-1.6116218121698622,306582.82713329623,-31229570627032.805,-330.50035904909544,-13973.154166593682,0.8997798827526253,-306587.5976259766,319.9108827950159,-645397.5118919744,31229569689772.17,-31229569981410.07,645718.9134568518,-630975.8736869501
-977.8503456066531,-1.633638198412226,361064.60682149685,-33489709892949.42,-330.58989873123437,-13966.983122113083,6.408035713354423,-361066.0482851489,320.40491642583834,-783872.4178816158,33489708727938.773,-33489709074054.508,784196.3774780335,-804258.4009224881
-966.8752851829153,-1.6712495625004113,415235.0056010171,-39955224542999.625,-325.5744242282083,-13972.867558879889,11.046441708799705,-415239.2659679699,313.8528658391136,-909094.7892564746,39955223216478.07,-39955223616762.484,909413.1203352531,-911601.1251642836
-953.9272209940044,-1.6785442861529172,269152.13249817217,-37334437739584.6,-322.84816006014637,-13984.103035706536,8.19732659223672,-269159.58526786906,311.81536845673565,-696434.970742552,37334436703362.95,-37334436957567.11,696752.6669663141,-767372.9906454275
-951.963859963831,-1.6647844991417917,190686.33691985716,-24493378270329.645,-322.5087858802912,-13986.83441876921,9.335419782836027,-190692.65848403133,312.0119800664673,-639713.5421970409,24493377539066.3,-24493377714806.25,640034.1429188204,-540878.6699784658
-949.5553051294564,-1.6723555618958528,181517.8566736255,-31641990125980.85,-321.88764346992895,-13991.44872329904,6.811778280089868,-181524.27917344135,310.2844277376472,-553763.5975264265,31641989382563.16,-31641989549132.273,554082.0241137958,-562199.4211600069
-948.2536611348385,-1.691632179824579,232686.82081423202,-35708239005179.57,-319.8175862031369,-13987.913010471966,11.190331351845373,-232693.7215373502,308.231902716309,-616122.8744936426,35708238136945.84,-35708238354684.695,616435.7911794827,-635852.4386985397
-932.1695791555461,-1.7063015299318387,285518.1248443901,-35406028646364.68,-314.92922047965067,-14002.102872465764,13.474031552524082,-285527.1580833995,302.5533336441562,-722112.0872306658,35406027642109.8,-35406027912679.5,722424.2394201782,-719036.7612638252
-918.4205418100471,-1.6948354362765068,234113.37266543388,-31344614011654.02,-311.63628909245784,-14013.91360236497,8.99454283908483,-234126.13081783542,300.3855967241217,-664143.3383135275,31344613140149.773,-31344613359315.402,664450.3437721188,-637681.9759049512
-918.8691168330143,-1.6391907671287103,265996.9118898058,-33176499698069.395,-312.32568202976523,-14012.563067025982,9.15145643589608,-266008.06793935626,299.68931611895755,-617895.3669466804,33176498813661.47,-33176499064715.938,618199.4970322071,-618695.8709222851
-903.7015955999805,-1.6521033730075299,306635.7032227318,-38643341396675.984,-305.2739624476079,-14026.595643251678,10.365814894219284,-306649.8297042759,290.3915906638471,-725128.8610550142,38643340333330.11,-38643340625013.805,725422.125308725,-757001.0441782976
-893.305474967191,-1.425645716138589,306007.5516710977,-37803952997543.74,-305.9840183884858,-14035.512834979982,14.482887048064185,-306020.865157374,288.292730422381,-883636.5763235638,37803951841865.23,-37803952132928.734,883935.9304455039,-849944.6723103906
-885.5070069590275,-1.3934407870124836,333147.3805984644,-35807077596205.04,-302.39616958669563,-14044.914584955415,2.0791990804930265,-333165.78275636846,289.3077222038298,-807854.4182847535,35807076446753.914,-35807076764952.53,808145.1664120803,-816575.9211965003
-894.3193396757179,-1.4217244774110331,224066.09863425777,-23726040837452.723,-303.55705469638474,-14035.422833475206,13.245486210001616,-224078.6656225687,290.7297125404556,-564455.4102938066,23726040054196.29,-23726040263316.55,564753.4502957526,-559473.7959030726
-885.7096296243434,-1.3668220292656066,219977.89645331068,-30049430592796.797,-301.1726693146715,-14045.894644790038,3.9341106495022586,-219993.59720526615,290.56002545052803,-597979.1264468966,30049429746634.492,-30049429951665.598,598272.135217417,-626459.9739119695
-889.0461411645215,-1.178493956726939,216698.41480298748,-25058494200868.35,-300.60662824716394,-14045.21850793138,6.673774462303868,-216711.15260546125,290.9357164245374,-607204.0488587336,25058493403926.973,-25058493605677.156,607499.6185008346,-580525.6011077119
-882.7104885788259,-1.2056541234296747,515733.8833599919,-48515820289284.78,-300.6341789185913,-14045.879425783574,16.51838074524727,-515746.0341453188,284.1714004374974,-1160521.493236062,48515818621535.61,-48515819122324.18,1160814.2615714027,-1152292.4628191185
-864.4825886715109,-1.2155471932091757,273700.83413360163,-32792191198847.84,-293.9500103393399,-14062.03977315646,14.296168633981324,-273717.30549035996,280.0751165175477,-741246.4810960547,32792190170677.57,-32792190429430.645,741535.067113991,-754744.0154734128
-859.8971551034012,-1.3288365112024476,244567.17125500803,-26988448740760.664,-296.9611734960256,-14069.207656683002,-1.8665579892035566,-244587.2503408822,282.1602014233002,-608891.7167657453,26988447901119.473,-26988448130742.254,609172.5704742637,-595325.4140056015
-886.6844224715733,-1.3198030005425023,58784.682909827636,-8256478204158.962,-301.78379329906016,-14052.274404799407,7.780059150436898,-58791.49321665141,291.71965825697055,-187997.03761227088,8256477958090.852,-8256478001931.304,188296.61221863012,-187559.0613676697
-889.3699867841174,-1.327730850493186,265660.17192983,-30748332548745.09,-303.33226626360243,-14053.659257312853,1.020126224760304,-265666.92503770295,291.1592525540731,-671828.9336547332,30748331610180.707,-30748331860891.668,672121.5268724016,-673178.3101686196
-903.4423688279139,-1.358139302089428,340908.6752370528,-35520892745739.67,-309.50799972469434,-14041.82945982538,-4.395709626235259,-340912.6882428068,296.16846554086567,-660788.2449243359,35520891699300.8,-35520892025263.92,661077.3377841647,-705800.0986647666
-924.9579404487854,-1.3519886084036024,326303.38744350476,-37050838897277.15,-315.06697383678744,-14030.495284545848,-0.48263767127747315,-326297.391759943,305.03915558885205,-868115.0411317067,37050837748703.695,-37050838060060.766,868420.5534115086,-822554.2199059463
-936.3620399648421,-1.3482863339616686,245350.0824418691,-33968578037908.17,-317.4332008214236,-14021.241961220698,6.499579080688079,-245338.80579551597,307.0609991806462,-747929.7565376337,33968577037109.71,-33968577267512.605,748240.9744202984,-755744.0835183733
-935.3077258614471,-1.355463382529328,177744.4753889272,-24970020554112.22,-316.80454459158113,-14022.909739764586,5.207703051394276,-177733.54362688825,307.7773166377575,-517718.1573831155,24970019838010.504,-24970020000807.02,518029.6462168125,-538653.8529096179
-940.8070903389972,-1.3735251851243149,291826.5154145564,-31995223205326.637,-320.4193179131753,-14019.477868003909,-1.0042219735273648,-291815.48362479557,310.11536679934295,-722792.9188361992,31995222208116.59,-31995222484996.4,723101.5661258708,-705673.1715282906
-954.078373995881,-1.368970602703723,232839.7727497224,-26917898833897.23,-323.179394268898,-14009.114510084177,7.4081250861675585,-232822.41754864014,313.12652995602866,-535817.9486896334,26917898016386.03,-26917898234279.12,536136.1895314357,-584973.6039528792
-956.2272011368902,-1.3426084524226851,231962.90438101973,-28439900249368.98,-323.54256221044056,-14009.415126645481,1.5080235696740374,-231946.46912190248,315.7087792507202,-594670.0574232698,28439899486645.18,-28439899703660.45,594988.0985203704,-531062.3163053022
-962.1286801869553,-1.323801899816898,217859.3399863805,-31121150659303.586,-325.77291429280996,-14003.868415801531,3.3326294001131487,-217841.86184042698,315.97614599389027,-595845.4993279026,31121149844760.73,-31121150047670.64,596163.5040642013,-596988.4031399353
-968.784296252182,-1.3161117711897428,246046.5709293722,-28869689124642.523,-327.6695275599343,-13997.125283510602,4.437536554674921,-246027.59631234646,318.8758541616199,-613274.2335789842,28869688268312.535,-28869688499412.875,613595.7591889334,-610589.5238138839
-969.8213285707727,-1.2790561203289113,307174.63738141244,-32266769609066.805,-327.69582592811497,-13994.785060600674,7.8906375271203615,-307155.8064348767,317.80200412757625,-665705.9641978504,32266768635299.285,-32266768927526.715,666028.6803975469,-666902.1881659395
-965.2545543210385,-1.249553662123946,236936.0131074091,-33984232398173.348,-326.03464567136984,-13995.948774109413,6.50270983880489,-236920.8363817472,316.34181854192616,-633579.4441543027,33984231528400.19,-33984231750388.473,633898.0115771397,-633145.3095792971
-962.139700455526,-1.2184748163382288,284355.6456421181,-32750460282914.07,-325.41788632237103,-14000.506929192014,0.6554555193217766,-284343.0515414419,316.4695534730894,-625793.8404529663,32750459366017.66,-32750459635424.312,626111.4989106562,-632843.9422397619
-972.488609255915,-1.172028179914701,442072.5221736643,-37541367587898.78,-329.502273361477,-13991.169272756884,1.8202227690757695,-442057.8086436658,321.082412482302,-852046.8161962669,37541366290788.82,-37541366717914.14,852369.6496995217,-855343.0994138096
-978.9600115135524,-1.1684985964885852,318432.5948975842,-29751734724491.84,-331.9329939633181,-13985.666518887321,-0.27437964135157245,-318418.04144324816,323.0140902403339,-699583.0008587139,29751733714117.11,-29751734017601.332,699905.7770854417,-692248.9360491508
-990.5533340501852,-1.1614842693896468,141260.63981426242,-9211024002743.977,-334.1883921106215,-13976.741824690742,2.37912570807714,-141242.92945997938,327.4171884557246,-227313.83843163948,9211023640433.79,-9211023766745.55,227644.31782324056,-221366.05584751008
-997.8769286672006,-1.0879671227764272,447584.29017817177,-32172706673706.043,-338.5025767954967,-13968.278453219775,0.5168255499124257,-447567.3754747565,329.8259937507485,-722019.5895553222,32172705455620.15,-32172705888257.77,722349.5642548228,-770813.5627161242
-1005.3213705475225,-1.0410605780023467,289341.8299350569,-36114569418428.16,-339.58143604252706,-13960.84907807418,6.400020972575589,-289323.52946417645,326.55497767037286,-722879.4523424896,36114568442746.56,-36114568717138.51,723210.3562354228,-686658.9644941415
-1006.2330473111186,-0.9731548195078127,258444.17896468058,-35076150164318.293,-341.4461155768606,-13951.638700385467,12.092365380442061,-258427.54966117526,328.1372628225761,-679532.0483371471,35076149230585.02,-35076149474087.63,679864.0167512252,-675604.2528760843
-995.7714312185271,-0.9937492715062183,230460.9638743667,-34563521063156.15,-339.94710859056295,-13964.228392629166,-0.6768699048403732,-230451.22377278967,327.9087174800536,-633717.5724098688,34563520208572.113,-34563520424085.934,634045.3566164662,-624428.166989212
-1016.6628549012443,-0.9764563583246725,284035.5568428118,-37997305401138.52,-345.68766667342726,-13944.819801041658,5.458915082681926,-284019.90615167865,334.97233394305454,-702822.8122361691,37997304402411.52,-37997304671503.67,703160.2767246068,-715007.5485590585
-1015.0983524551441,-0.9701911442240045,192358.38403802554,-23516837269591.816,-342.97956090244253,-13942.862924378656,11.449057202613176,-192343.98367776143,331.36444828931724,-501386.3306882943,23516836589773.703,-23516836767185.5,501722.1619154419,-487785.12094772037
-1004.3185261075665,-0.9546700885939116,172375.63660032552,-28241909363374.5,-339.9057825834219,-13952.397358950344,4.853802153877268,-172366.6372674265,329.9512240754183,-491108.2457652874,28241908687119.414,-28241908844547.223,491440.61651788274,-504197.7298168393
-1006.0126419396998,-0.9410086168673101,228777.8294894037,-30124132453451.04,-340.3916762431408,-13951.782645960457,2.3388015435334637,-228769.63034697177,332.3356094571316,-590559.4669267536,30124131645981.99,-30124131859811.176,590893.9507931146,-579010.4092508353
-1012.6854145594062,-0.9535812815958054,195734.59171266886,-35609288018354.234,-343.581292612481,-13944.415953787075,4.83351484128076,-195725.32319718695,332.9010243730158,-599966.3304349511,35609287221136.516,-35609287401923.305,600301.9772893715,-601802.395915853
-1021.7123920525805,-0.9454963491263214,257125.8123386578,-37362226850740.016,-347.91739260417336,-13937.544761294457,0.044957686556472254,-257116.08422788436,336.81822892868763,-630956.505020604,37362225951378.625,-37362226193557.52,631292.4264899736,-642551.6391535368
-1034.519196435264,-0.9432442633555557,250893.58935656218,-30286041782447.023,-352.4732718156612,-13923.963749677012,2.9313914398709926,-250881.50694699257,340.533812661641,-575251.9883013676,30286040948630.35,-30286041184579.297,575590.278255988,-583243.3467480277
-1044.1082076255564,-0.9473581892750222,371641.3227316441,-39651348962244.4,-354.13758283052306,-13921.049126467862,0.7854445963290573,-371626.40012961853,343.8749577238317,-801149.8751195507,39651347814836.016,-39651348171529.04,801495.0840122591,-776094.0324835321
-1053.5888945850093,-0.9686640411952231,356689.9847296328,-39302807835801.24,-357.4405326436894,-13907.644643663965,6.808897982622568,-356673.75691454834,344.89621102151403,-813359.5826750452,39302806658932.516,-39302807000676.484,813704.5591736643,-820510.6342287713
-1050.1054878739935,-0.994823793793778,250746.67039196278,-36706086629086.49,-354.6942316236803,-13910.262722216768,8.320553231711813,-250731.79894652482,343.29701977548046,-614517.8894934978,36706085706029.7,-36706085941828.82,614864.3516979185,-672645.6379489006
-1044.2219167603564,-0.9751490664038226,272184.70252655697,-43494497110521.95,-354.5439552340766,-13915.590597331102,3.9540222711247566,-272173.2867493131,342.0071474313814,-780430.7659944576,43494496122844.375,-43494496380081.375,780775.6681775912,-715819.315669607
-1054.7401369596987,-0.9695719459281102,327975.06262760883,-32934297522270.477,-358.43486142156775,-13904.711123323694,0.9120524545703006,-327963.51275999483,347.21234587628226,-673624.7237371813,32934296515750.875,-32934296828780.824,673969.8244016374,-678871.4420002685
-1061.5035763344663,-0.9857251128445959,274574.85977393424,-30255164369672.633,-358.27832351573045,-13899.650285680522,8.781150365847452,-274560.0176323923,348.5967671155071,-663056.51710391,30255163435769.16,-30255163695395.4,663410.5435566669,-659670.6129808336
-1058.5033082160269,-0.9758520270148915,265079.9929848188,-32249606174983.336,-357.8099621014654,-13900.765942533186,7.110327374102724,-265067.62138712197,346.78155355941806,-622449.0284480589,32249605254778.562,-32249605504911.12,622800.790150614,-655461.1895662269
-1057.07029761083,-0.9642753372849162,256287.86618101416,-31274175338506.98,-356.6471985369061,-13902.141183535829,3.9004236921659867,-256277.7636002624,348.24048684182145,-627871.2384528496,31274174480730.445,-31274174722068.844,628222.5816498902,-601827.3452818905
-1057.8194254130049,-0.9825138700460434,257027.37942501245,-30866444701241.906,-357.06985088266674,-13897.45201043079,11.191708885416745,-257016.75422680826,345.4584951792815,-575348.801413479,30866443856076.695,-30866444098156.906,575700.9422374982,-588477.175493288
-1041.4617151743091,-1.0116563549327011,213794.90088569117,-26080781305053.746,-351.3317974062958,-13907.895253846415,12.1673783449192,-213790.54484277026,339.2646033211125,-525390.5736054657,26080780589271.727,-26080780788115.16,525735.3842505296,-502326.52407385956
-1034.4992848136415,-1.0222223794982992,184462.18753679306,-27834302982046.23,-352.16019600398664,-13914.944171684137,-1.5068964967518923,-184463.26461150797,339.75112313245467,-491823.69507264235,27834302309108.28,-27834302478622.625,492161.88175303745,-488794.46694110276
-1049.8214654976423,-1.0033269170528378,321540.5839050488,-41641378688514.11,-354.59029045420436,-13902.121417426059,4.974148495884947,-321536.176799463,345.58435165557466,-697877.6754026399,41641377608124.64,-41641377914717.48,698225.7003312047,-759183.7841709156
-1051.870108378916,-0.9739963891361237,358851.9541670646,-41665213599360.19,-356.64594623365946,-13900.784892110383,4.255451662604969,-358847.41654017294,346.66383705422845,-802794.3043534664,41665212497337.266,-41665212841241.79,803143.8843389391,-743502.9692132947
-1056.9863932933013,-0.9746209763319081,286797.44528133253,-30113834978923.85,-358.1562239491774,-13895.902006778027,1.903626165305866,-286793.1194502274,348.21982383825093,-588766.6372387243,30113834103149.81,-30113834374999.76,589114.3544199885,-589309.4082779593
-1064.6616346619896,-0.9525261543582719,219147.11096563164,-25394206328358.426,-359.0747883806305,-13890.420761059644,6.244860600309607,-219139.6414463788,350.40446685211583,-403462.26142132416,25394205663607.83,-25394205867806.367,403816.8078045443,-445945.635048082
-1066.4375258961322,-0.9582061973794814,240075.32543928197,-26528637463300.312,-361.69210216622963,-13888.712230369343,-0.13574967194193732,-240069.96000863667,351.7669727845234,-536418.2684367014,26528636732222.668,-26528636957351.277,536769.8148916205,-491334.9852511499
-1081.3693636581377,-0.9610232322207339,354662.7562338779,-32268858368735.68,-366.3663240345305,-13877.291319329663,2.4696672328134355,-354652.98479341215,355.91647959245773,-675507.5811123439,32268857335651.223,-32268857675366.836,675865.3865775951,-678761.4329398747
-1088.2466373980299,-0.9443050212196524,240476.8652046065,-32887546770357.395,-367.12772440852297,-13871.236652247606,5.833103292795386,-240465.27476236733,358.0885995738557,-596378.0172883335,32887545938118.938,-32887546163647.027,596740.0124594014,-592110.9007600307
-1087.9061361452527,-0.9412981851851421,298489.2289084337,-36867188194132.21,-369.1401757259669,-13869.726876761628,4.480490556036727,-298479.48235749494,356.4061301619167,-633771.1498044828,36867187241264.53,-36867187524805.48,634129.217875183,-654720.7090800196
-1093.0400785354163,-0.9303792964853997,280972.09875484725,-31762948362258.855,-370.152036749299,-13863.938755005842,6.186002347714805,-280961.37114954507,359.00278094394537,-586717.5895231863,31762947509155.855,-31762947775181.656,587078.6962600139,-572476.7215117619
-1090.1416226709334,-0.9319699639511311,210654.3315991595,-33182694136069.273,-366.88102066892344,-13865.294285366825,12.507629137047047,-210643.3958610577,356.2195369781587,-515786.91789568047,33182693419252.93,-33182693614958.2,516149.8693257671,-506517.20254191523
-1073.1398528724608,-0.9239088717360935,392301.5718611725,-63571808136083.87,-363.58245391712046,-13876.151550406481,9.614057255226442,-392297.67907653016,347.88232811326577,-786663.5571675282,63571806949765.984,-63571807327118.37,787014.9166851392,-794356.7345683455
-1072.7238377339077,-0.9058260009957538,299303.1314698924,-33642579387077.797,-362.6463572402136,-13877.964402982812,6.116624747847766,-299299.55367082416,353.2803812581582,-601666.667752141,33642578494137.742,-33642578778494.55,602024.3405319318,-593977.6703184735
-1069.769529144622,-0.9007353068650733,266423.68619170296,-36272325048370.625,-360.85055438444846,-13879.13147455197,7.341502553443263,-266421.65589506424,350.980526345597,-527781.713502181,36272324246909.11,-36272324498383.78,528136.091434398,-535382.1273254189
-1067.6887020699085,-0.8897387955698335,422397.2972983416,-70300690402278.25,-360.9188049113935,-13879.563745875455,7.838792172707031,-422395.70868905797,350.3963268810123,-908097.5870171073,70300689046637.98,-70300689454089.625,908452.0664334017,-933582.0809343703
-1049.802680948942,-0.926590735368577,433291.1967835298,-77352507572982.78,-355.8901812242771,-13888.663510578079,7.50380105421533,-433298.0038030576,340.1906815720457,-468108.21682068985,77352505943142.75,-77352506361482.25,468444.7868662413,-1196884.1665049528
-1053.5959074831908,-0.9592597360248305,455385.9275571352,-32456640427332.305,-358.7560772043458,-13891.445111356148,1.8208489206991203,-455389.6973969063,348.10085502981457,-1316415.0040878523,32456639418109.547,-32456639858550.152,1316765.2745491553,-554162.907961366
-1070.0715846877256,-0.9808208572003856,589016.7683604391,-41694527301096.54,-363.4315513758933,-13878.289049400208,5.333809988336782,-589014.818899975,352.40502128871617,-624760.1066679303,41694526076952.484,-41694526651025.53,625116.2105259971,-635460.724702132
-1069.9752825680546,-0.9740858693296295,515753.69437992026,-27602361772002.1,-360.37217454420977,-13878.380941008852,7.305436219938315,-515752.42729949526,350.0769895531043,-525600.7012002968,27602360708692.54,-27602361209495.39,525953.305050919,-547902.4819230341
-1068.892666411284,-0.9422704394979327,542376.8169349001,-35084849343102.125,-362.72149543501547,-13879.029578402846,3.84093928794789,-542376.5729236124,353.019902182845,-683105.0256146817,35084848153910.51,-35084848681341.902,683460.6671634344,-647150.0043172311
-1080.4975101377863,-0.978575093619409,682992.1204960425,-50119765550281.46,-369.8057749015869,-13867.635916451349,4.906899811537301,-682989.1143734064,352.89655031304517,-875839.0878653635,50119763980048.74,-50119764648099.53,876193.3470975127,-887566.6757378802
-1095.2571562033706,-1.0081614000901709,416563.52339715767,-38005822646577.29,-372.9133654082684,-13860.346039456987,1.660929796095786,-416556.4248101265,360.81548989354087,-746747.8445044227,38005821494010.51,-38005821895629.33,747110.4493997681,-736340.8522071615
-1106.1396714171779,-1.0336628471296343,226997.14819534242,-31209417216345.016,-376.9376418915329,-13847.945026865424,10.700680782386428,-226986.4031517175,360.8968896045763,-570850.033812243,31209416417361.633,-31209416629413.836,571215.1936908244,-572331.6415479847
-1105.8798184934878,-1.0413967678964324,316205.4452229672,-28791882697998.812,-374.93708745493257,-13851.477992529211,2.4336008993084874,-316196.5932235452,364.0182554469714,-669209.5560057135,28791881712712.43,-28791882013970.895,669574.8046118764,-669428.06090503
-1113.8702645893702,-1.067611785040336,270763.94007326453,-35936754105723.44,-380.44784789202777,-13839.919316913225,6.978710302874845,-270753.60897847783,364.5705211787653,-575409.3562199879,35936753203133.49,-35936753458955.45,575774.2332263056,-632167.8624316182
-1114.6434366138815,-1.0941362202687532,259606.7941313051,-35068424900464.574,-378.33396001160133,-13841.252324190193,9.478432813608947,-259595.23825263555,364.9668751563453,-667652.6617852729,35068423990420.133,-35068424235081.7,668022.4728175953,-650788.9116059988
-1108.7577365847249,-1.1099428928421669,241766.61169222931,-32117092830716.97,-375.01660871109794,-13845.942140889829,8.137090806070546,-241757.60340536208,362.7678306551433,-626231.3123873499,32117092004845.473,-32117092231664.54,626598.0548310999,-584457.9249973546
-1111.7834264590722,-1.140291848549902,320078.40277417505,-38766063325827.43,-380.56556439721743,-13843.776364437856,-1.0968924137828822,-320071.1027541667,364.65755625441085,-660752.0505521278,38766062319919.52,-38766062625054.984,661114.6652403505,-686163.5426207635
-1132.8307618960034,-1.1410945683895286,310406.3519817458,-39784285848772.63,-385.1853110742869,-13828.776412656498,5.107143100684425,-310391.18668335106,372.41307026121245,-707371.220747075,39784284856446.39,-39784285151907.75,707746.5073440663,-682273.0960849363
-1135.3651732066712,-1.159946079382319,277427.4293690032,-38417685555736.59,-383.7251254886369,-13825.965331903924,7.845554610239276,-277412.16310365923,370.55402609148905,-644309.6639578817,38417684639593.734,-38417684902071.48,644682.8339206196,-639078.9262208539
-1136.234146429555,-1.17410468460842,349726.62265534955,-40157532382693.695,-386.2084428268393,-13825.002177898348,3.649837812501687,-349712.4589177839,374.3992232104758,-725457.5494510345,40157531306658.42,-40157531641439.875,725833.7840654347,-726663.1295404246
-1146.3278358282666,-1.1808170717343198,225034.23423742814,-31002530287683.273,-390.47190923022316,-13816.117418181664,2.9722165257135202,-225018.8241763638,377.11609510418737,-522398.306477921,31002529536060.105,-31002529746148.555,522775.20809416,-526944.9867784162
-1153.6781045044368,-1.200906502575183,320646.4619283647,-42394369870501.9,-390.3448004506833,-13808.139317309027,11.74597830240532,-320627.8870465353,377.3740695730072,-804106.5070249136,42394368747495.164,-42394369053195.41,804489.5113452617,-802728.9817695129
-1143.8664337968814,-1.2102019975207583,389121.2187789481,-43716165879240.37,-388.33234913323935,-13813.58824812998,11.511046213324676,-389107.0868811925,373.2683933787073,-926929.5394040362,43716164567915.73,-43716164942091.14,927308.6656485919,-922564.8214013197
-1145.1780962174732,-1.2184581063959856,284556.69782971224,-34656780052490.23,-389.2421474419655,-13812.782212237797,4.94158861147082,-284544.65120470786,376.2069229470845,-625631.4172395007,34656779126765.23,-34656779396378.336,626010.3685191075,-641523.9486531821
-1147.7892737171635,-1.1886104544314011,298031.5966022347,-37545967853720.23,-387.91032293910206,-13808.245723946164,14.400109803457326,-298018.22723192605,374.10367964425495,-683364.4671447886,37545966885701.086,-37545967168785.68,683746.9189019918,-670356.4458352028
-1132.7974506296412,-1.1755879518252745,233755.00605453926,-29336268463720.035,-383.92424170486186,-13820.740139832797,5.5612282579371595,-233749.39489068938,370.73561006226026,-517987.2846588743,29336267662450.805,-29336267881256.16,518361.76813865127,-567873.0953819406
-1144.3341690595232,-1.1575320632862294,194815.15192124635,-27520573960878.008,-387.7306174232009,-13812.166863220107,1.7812761381034647,-194807.3811917551,377.95826903759183,-481884.0286434546,27520573278955.84,-27520573458825.34,482264.4990891499,-487465.8260964795
-1154.4899726992712,-1.1517362102128066,219305.24054889544,-27648000130352.48,-390.82944180715543,-13801.996192429862,5.239261093211098,-219295.41416362472,379.3639794320105,-569578.4141824887,27647999395144.34,-27647999599503.824,569960.8564343598,-516267.0529133584
-1158.4330999321496,-1.1431967541165298,448180.5311646251,-44560368278985.5,-392.36852249734744,-13797.18436622877,7.957134829519987,-448170.1324767706,381.0884010027139,-914595.5632830885,44560366924884.016,-44560367358119.555,914981.5666621142,-906287.6939470234
-1156.2209062468573,-1.1105911515075941,170150.7051125594,-24243819757884.92,-390.14443193121156,-13799.013619991834,7.5463793646030695,-170142.06381315863,379.99200951022965,-454873.5124036517,24243819126699.75,-24243819281902.453,455258.5489131347,-461405.6570207403
-1156.428913816134,-1.099474067994748,247048.93344129532,-26674315628203.06,-392.85879921842985,-13796.551813854094,-0.01390056603827361,-247043.94711415036,380.8830232702554,-462032.63261458866,26674314925508.613,-26674315157612.348,462410.38591044984,-456004.61857782264
-1169.23471635622,-1.0886576513933315,355272.38851638255,-51255356096968.664,-397.1385455640207,-13787.404974933726,8.378660102358594,-355261.32645219075,381.45970891535995,-960093.8484268291,51255354780910.42,-51255355121236.92,960480.9757454263,-961151.7013440101
-1175.994524051572,-1.1247369739233437,346772.2802538763,-43517388968683.27,-403.62297177542376,-13781.407118159805,-1.337209406824229,-346763.33301679237,384.60799927755903,-738405.1267714059,43517387885639.49,-43517388217467.73,738786.6052264959,-736623.3962556329
-1202.4459236889795,-1.1233512760391486,581219.1446133815,-54102650617153.17,-410.4160907371379,-13759.574158445368,5.934665086102484,-581201.2730250554,395.7816749962233,-1076304.0505813872,54102648949922.12,-54102649516200.625,1076701.7408370592,-1086381.226306372
-1207.3617148535684,-1.1013090538462513,245082.2709223292,-40972956708347.18,-409.11745227031184,-13755.315076788398,7.681127193947759,-245064.33759545308,395.79858109005374,-645003.9116031888,40972955824124.68,-40972956054261.18,645401.6555792997,-639522.2881349027
-1211.9709421833659,-1.0906970194738717,293402.2992344543,-34479280183355.05,-411.2520031543089,-13752.85608420512,3.554036614129359,-293384.51674750424,399.99755387623264,-669332.4907737983,34479279226540.723,-34479279504999.26,669735.0422819295,-663790.7225102882
-1216.1714177334406,-1.0598705426534416,342561.2690765869,-40517634026787.84,-412.56441695684856,-13746.521014972837,4.750361905700117,-342544.83550807904,398.4810146444811,-762063.9680590618,40517632905514.04,-40517633233127.836,762461.1729440774,-779096.0648845745
-1215.9626587822158,-1.0975620062930793,380581.0184454333,-50721734341981.89,-412.40224368640116,-13740.445531250729,17.47025644306251,-380563.1416600488,393.1775103947145,-860454.6805906205,50721733121472.625,-50721733487111.17,860854.0361755041,-840311.9045190566
-1195.8778436206971,-1.0836780536771486,262486.8098304803,-42254681577751.71,-406.1663996694677,-13761.430360142227,3.90818797229565,-262478.17053476477,388.8044674572446,-694949.9939578691,42254680616798.31,-42254680864335.47,695341.0005954639,-698839.9215935213
-1212.952372237803,-1.0705980902515977,240561.90911808977,-35935204456772.984,-412.82990524514855,-13746.117252051263,0.586453610428805,-240550.08258538102,400.01571227330976,-547817.1164840319,35935203660599.64,-35935203886219.38,548215.8299342482,-555984.3701580137
-1228.813168548209,-1.0656921180406718,266302.0887987518,-31820811263139.047,-416.5736658011527,-13733.099644406548,7.331609357794264,-266284.71775603347,403.67181160204495,-562786.9976126673,31820810441882.688,-31820810693241.613,563193.7481759115,-555340.2161876804
-1229.2316882932555,-1.0462344271290107,236418.67948017953,-38965912956842.42,-416.9011431001643,-13730.519132711826,8.462814880536769,-236402.70030990473,402.71567807319093,-555589.6968232294,38965912086133.24,-38965912307608.38,555994.9661934426,-634676.8052978001
-1230.8385185890938,-1.0638251472579203,400203.2628428998,-43423980343114.73,-417.3087678069645,-13731.223995734717,3.899922770867363,-400188.4714822545,405.07376508672354,-867784.8475954372,43423979153780.11,-43423979539038.086,868192.1788746649,-789517.5269549427
-1238.8508799917934,-1.0508382212195213,275328.65741491603,-40399812634542.77,-418.9148467208549,-13722.702348189021,6.415674763159359,-275312.62633667164,407.0912256171543,-644739.5376173295,40399811643090.32,-40399811903473.94,645148.857753399,-716516.4042123994
