Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Close
2371.3145620712617,3.8744524231626998,58885.6502107372,-39339156291942.48,-816.4149441249373,897.4691176470589
2398.424333272036,3.8328693415441104,58889.30138016293,-42620571317642.305,-818.6838204111123,907.4220588235294
2425.206651135446,3.76311084068826,58896.866458253455,-36124959495557.6,-833.929167687126,923.404411764706
2453.911495430963,3.6438240530961217,58897.54983913143,-31751470307863.17,-846.9625870834635,939.5720588235296
2485.355816935445,3.6314020241399096,58908.69101829366,-42372212033773.38,-861.9257808909169,940.9073529411766
2541.3674221469428,3.6010724079544114,58949.78317642816,-35675536816521.375,-878.3735161132264,951.2279411764706
2530.843097769646,3.56765820834579,58923.05237098699,-33385784111593.1,-873.9703688653277,976.9205882352942
2634.7527134049783,3.609985037469649,58962.95249543091,-30637118483291.45,-909.9747045919727,1017.0220588235294
2744.4257666343415,3.690491233473859,59004.73838869911,-38787905529867.62,-943.5664987342312,1054.6279411764706
2780.0609731443196,3.702331209355489,59016.04264738904,-43954628715588.28,-953.1817194586991,1043.110294117647
2790.589956936694,3.71069883358195,59018.02419307879,-36507656382902.62,-960.2472047103978,1062.9426470588237
2863.3736444311485,3.7266834484601423,59035.20966902165,-35203233767487.81,-992.9873613191121,1106.3764705882354
2975.067589522025,3.7782019048897766,59088.86153935296,-30029256815694.805,-1018.5080131221886,1120.9382352941177
3031.6846598371576,3.8366929319511196,59100.07131545939,-40714199088657.03,-1049.793396801262,1165.739705882353
3081.2768853543207,3.890145882195532,59134.87714608564,-35496978283955.85,-1063.9864928390214,1128.2044117647058
2997.495942852239,3.897013074130554,59106.9543069539,-38146397923070.95,-1032.3891872061727,1081.4485294117646
2844.0246467541383,3.700420874123294,59029.092892450935,-32844749178982.266,-970.3490754540338,1074.4147058823528
2815.592637097028,3.7344271612169906,59025.71611080197,-22398818899916.39,-960.7066748082824,1036.125
2717.4151374321523,3.7234958560558735,58987.39242179248,-25418996765799.523,-937.7771755008829,1036.654411764706
2758.6644213972995,3.83005478917831,59007.83301687951,-46560380310382.516,-963.8504857033871,999.6691176470588
2684.9475566054507,3.857103206996171,58983.211891042716,-39126768134784.586,-935.1148374970827,1038.7911764705882
2804.3976158050164,3.964119183345782,59029.8604016567,-32478458555449.234,-967.592254866725,1064.8617647058825
2809.1517723220595,4.060633724052292,59027.557874039405,-35206342927597.23,-959.4110985604439,1048.0
2813.0328062249255,4.106894030761396,59033.95421551475,-34075801726935.086,-973.8177511225722,1063.6808823529411
2825.7755298917277,4.157150867222259,59034.25966605869,-29497755990989.516,-971.7417228493127,1064.8808823529412
2796.707768932981,4.43752449040058,59016.424460568975,-37756415433570.66,-961.6993890761067,1009.895588235294
2660.746813551171,4.508909059612684,58984.361213428405,-25060525801381.97,-927.6765990392128,979.154411764706
2606.7022580714065,4.5069923331625805,58954.755807741036,-23358798319602.31,-913.3385434212757,967.129411764706
2553.3180452506313,4.505640378585367,58944.82348793493,-31650999331857.58,-897.88999387662,927.6691176470588
2413.9733190972443,4.59859425623852,58890.09995213587,-34080144402775.54,-828.5915488598672,904.7220588235294
2359.213543403139,4.712784514069222,58859.327104115284,-28585130585340.46,-825.0594533750008,910.6985294117648
2366.5264953667124,4.762810976026549,58869.643825665255,-26743276849984.145,-808.9029315950125,871.8838235294118
2325.189459084279,4.800475109364533,58856.57157780994,-23065806841235.496,-809.3779330764879,886.4823529411765
2674.9761149697897,4.863586696083135,65211.08263658469,-36631408903825.11,-933.5286518051738,1042.785
2787.075360144006,4.866160157381583,65270.15720321116,-26377101934543.414,-972.7346959735302,1035.4083333333333
2758.1807050839207,4.8777080403120285,65237.98178496688,-28495379720654.668,-961.246304102587,1071.3
2825.977179022011,4.892535339302251,65268.02586595522,-25582344516888.906,-975.9529712244047,1062.71
2770.9924916364225,4.888425551979385,65247.46352207794,-25779512124659.906,-949.4000001253479,1047.26
2903.9107698282596,4.868165656056639,67504.80844919581,-29971971994508.97,-1006.7461588117022,1101.5879310344828
2763.1729922255918,4.829743342383407,65249.03598838101,-37387864858998.35,-940.151492624544,1031.045
2666.104295292333,4.817604733766946,65209.35761758057,-50296877490934.43,-912.9413714286817,993.19
2593.016589592641,4.749289210686071,65195.947648417634,-44577242942863.6,-900.841301900667,953.7666666666668
2419.5377651532954,4.763278157505155,65122.30283198855,-23034678466834.332,-804.8225782694026,887.1816666666667
2313.5825800136336,4.726772560907975,65074.345543450676,-43788414480746.53,-827.8800389204947,900.9383333333334
2384.3133464821926,4.66016505681615,65126.942487694345,-43134831373913.336,-836.2014953918763,926.3216666666668
2534.1450354067942,4.449473769295989,65173.29357231257,-26550408582259.273,-878.661019280579,996.205
2726.7038021880844,4.427363341932997,65246.85037756797,-43484510098403.98,-938.6963745530456,1051.8266666666666
2767.070713737271,4.3847026077651865,65244.31125520732,-49384170073737.46,-964.4117726492539,1073.8316666666667
2805.5468519052465,4.331059991622664,65261.56437895426,-48886799901509.484,-951.0868809542018,1036.246666666667
2662.9341328164032,4.286839876241788,65216.644942761224,-18641562788599.56,-900.3381713578001,977.3433333333334
2468.886216976459,4.292268286259092,65133.534524602925,-22530756376357.684,-814.7898436885877,910.6983333333334
2381.704988664916,4.231339314859586,65131.27850485095,-25747778536830.297,-828.1088679720611,865.9449999999999
2313.9234766263517,4.1439089157423,65127.97515213218,-36505066848752.2,-810.452359679091,829.9133333333334
2144.925301039021,4.043245331672408,65025.1810349805,-39587379899916.05,-762.4481318485899,844.3366666666667
2238.7504928516173,4.00771737385301,65077.67089896286,-36978706576197.17,-773.8529131045377,831.6333333333333
2135.7246129425826,3.993177257659765,65033.9088097037,-36673844856172.84,-735.5988564648128,808.4783333333332
2215.4953004303256,4.1102851923023405,65078.628753903075,-37846685773032.6,-761.7293739302087,856.995
2265.0884233163174,4.1204451105179025,65091.14981021185,-57113554128080.02,-776.258551851773,840.6766666666666
2209.235359017093,4.081420735348536,65062.48603779738,-40489409209974.23,-758.5668390893311,829.555
2154.785192826317,4.165553701525257,65055.68570777776,-41211326227486.5,-741.6188207444796,777.7616666666667
1990.8617415133372,4.12580886637681,64974.46459614778,-39114726930932.5,-694.2306711297341,758.4449999999999
2049.038007427117,4.150334098496982,65004.05395273878,-34978872422170.07,-723.5545273467952,809.33
2177.682766511892,4.114093926760317,65047.87031555504,-44466996317834.55,-762.2809106185994,850.6383333333332
2231.021351579098,4.134328500420607,65081.93797403341,-45666979348165.73,-776.032656505996,790.9683333333334
2071.0865666572654,4.092203364573854,65007.288363371496,-35216683483216.47,-717.59177033002,805.4283333333333
2127.6393197872408,3.837689293944937,65045.18450790492,-40200444105692.39,-725.0448498877654,787.2583333333333
2026.414441862264,3.762698966058808,65001.80526725127,-30085657510957.426,-682.737878700107,735.4133333333333
1939.3898734398704,3.764904346383205,64979.796606419855,-30715773813718.63,-668.1192227519687,711.9116666666666
1859.6411887455477,3.7832429438502038,64940.24438496836,-42871927295994.36,-654.6579137377137,722.88
1915.7973048528079,3.7953525899718223,64966.748949921894,-32114907104229.996,-658.6521541698611,729.5883333333334
1959.924640482734,3.740186609622645,64986.14367889503,-32841919233446.61,-678.2463751366713,726.1183333333333
1905.3345365258078,3.718991161735558,64961.13237018826,-25576206727123.29,-646.5579520534252,714.8433333333334
1862.9727050398892,3.697721119372192,64947.832414992416,-40653930449261.77,-639.3630386051393,693.8349999999999
1794.5886098322003,3.6817630343599284,64921.70189752702,-22029020558295.527,-607.5440656142687,660.4783333333332
1725.150434134412,3.6961355685291073,64898.521221232775,-28907397649535.543,-596.288903353576,655.3783333333334
1720.6052437550325,3.715845054478187,64892.54232883416,-28745190029773.613,-591.4072169201619,658.8783333333333
1754.8442306515055,3.570712786432858,64911.076015158134,-31893888929905.11,-607.4472533232214,662.4599999999999
1747.8652379493128,3.597587309667995,64909.047357604824,-30897786817297.395,-602.5318292732304,665.6566666666666
1760.490440813614,3.6554895280267785,64910.775310314726,-37832388093783.31,-610.2958816446428,676.4566666666667
1801.3845392931403,3.5120960188547694,64924.81309251658,-34408127280732.02,-625.6142264235317,701.075
1912.0031431554917,3.576328596571725,64968.3126151076,-41206490997342.805,-670.030532073705,739.2549999999999
1934.2156965392621,3.5362260852924607,64969.480230011744,-30010228396557.12,-656.6161623520791,722.3566666666667
1936.20885625252,3.460589676730732,64967.60852571816,-44228526422799.52,-677.4117358396123,756.4316666666667
2045.4327763826327,3.447625461358264,65002.34066855782,-48495056224285.516,-721.5728090861155,781.765
2076.818147657843,3.4389956484861472,65020.05145040789,-35526636261636.47,-711.9898591253301,794.3016666666666
2097.381078276284,3.4207758698816355,65021.40828933545,-42926812739311.25,-720.880454519838,796.0483333333334
2112.809730392851,3.328438852616984,65029.97617709313,-31731374802305.02,-722.2607630937091,802.5533333333333
2127.889858261648,3.235619526546451,65038.26829650662,-45253411501587.76,-726.1904619984914,800.4816666666667
2107.3776807533623,3.2744209958518886,65030.31648696469,-24323018382481.887,-715.0306451759513,788.68
2062.334442176013,3.226218006713689,65012.872672341444,-34731937011573.2,-700.9429899756783,783.2466666666667
2077.109464642722,3.1812389277674398,65014.99080792133,-37088888526719.125,-713.4772479605109,788.4666666666667
2090.8582768243296,3.132880789302668,65016.617547781505,-43226478432658.44,-722.7272223142094,808.6783333333333
2148.8327037798044,3.0808171761163767,65037.314842125095,-39614643057616.305,-738.5604324591226,827.2816666666665
2202.3514183824736,3.0209023563328623,65056.385396608515,-45358995433953.98,-756.4648388912896,845.0100000000001
2245.789626522491,2.972287939030366,65070.69748030167,-36033166174604.17,-774.97212186316,859.6850000000001
2283.3208180557294,3.0083374330224775,65102.10866818782,-37828604764920.65,-781.5597582130584,833.3616666666668
2206.869912039171,2.938081777156751,65061.780481555055,-46403673708369.18,-749.0117593335441,838.9233333333334
2198.7335724030954,2.852393433506056,65058.31430816498,-57347986571233.77,-745.4854449747919,824.5133333333334
2160.1785175493874,2.7886428722275336,65046.0132797904,-32341012898330.723,-739.9524758561507,823.2883333333333
2183.2060544014284,2.7180703196615474,65055.19284520516,-42133203226290.836,-745.438505682163,823.2099999999999
2176.7257916834187,2.560964581815145,65048.83843846551,-29963619019238.637,-742.3595814562808,832.9566666666666
2223.5336542930386,2.4313736962381265,65065.677909696155,-37310512875119.15,-766.2428802870642,845.3383333333334
2218.649327524414,2.314124371280707,65062.62978938106,-39053287881967.05,-749.1555109172205,837.3966666666668
2231.472262158915,2.2445410623949207,65069.64281307041,-44642174526555.93,-765.9465760023437,855.9266666666666
2275.5685005074747,2.3029727060479273,65081.414307550025,-37171481134953.67,-781.5861615651622,875.4916666666667
2164.282185207476,2.8348792777613947,65027.88004430667,-46091715124737.484,-708.0440248387064,781.3866666666668
2048.3776302539436,2.809384905467333,65005.899253680254,-41963256940599.766,-691.0842716706977,773.7366666666668
2045.9558561248668,2.7981418095779587,65008.68920788589,-37713014435905.92,-691.2206889899007,770.495
2037.473632576231,2.736790867726631,65007.00819446862,-36460867888148.58,-690.1000133783838,765.2683333333333
2021.3317965822825,2.7901405452945416,64999.39816165114,-51110323228470.4,-686.9990863590817,759.3116666666666
2006.736023539301,2.8632854139598845,64997.23308677863,-43805379362211.016,-685.2491308557575,765.705
2027.0308134485986,2.905309137003267,65006.16475405419,-55010059553400.59,-692.3574999832589,750.1066666666667
1970.769377303502,2.912981711216396,64982.5850937726,-70162408042103.305,-669.3073735966398,739.5033333333333
1950.6597042295098,2.934510591673223,64977.26481832368,-42691914503637.17,-662.3544908759719,735.58
1931.9508756699138,2.874369219331922,64971.869733377134,-47640715671883.59,-653.4844314219893,722.635
1890.6586733147778,2.825494992252094,64949.50316043943,-36762135327334.11,-642.1969983976139,711.5566666666667
1871.3331797982687,2.8463254534394125,64947.961498047145,-35946511066127.66,-633.037968923384,708.3449999999999
1872.4509217039963,2.8421339144209763,64953.09548317844,-46742883252999.78,-638.158752378627,699.1766666666666
1804.707254470114,3.094839126264784,64929.1183057624,-41625026999845.67,-609.0373218610282,656.8183333333333
1714.9100407062422,3.1480211364846165,64884.269278508305,-52013259519763.07,-614.8240565304449,680.3966666666666
1804.5758244507529,3.231131358974859,64939.304132262885,-34278982282010.684,-620.305685797773,656.2783333333333
1723.9335329730056,3.2535978414035753,64897.7173858465,-45595259879785.57,-595.6068167575611,667.9449999999999
1768.3310629061275,3.273320703231122,64916.16892840838,-52099025197346.23,-605.0328134586183,664.7133333333334
1752.2933734676994,3.270930728471281,64908.99161719483,-26085845423156.04,-594.7824454307645,662.8216666666667
1751.2527880242305,3.194522041893006,64911.548341790214,-26820403240543.43,-594.5580169378823,656.5633333333333
1715.8265303948228,2.9154787202288275,64894.141198489335,-22380671708997.105,-580.2341984215698,651.2666666666667
1711.6506935743173,2.9583097597285626,64896.318008185,-26769347929255.043,-579.1399261621567,640.27
1684.1689112223644,2.9878796799409435,64888.284054880976,-41425212838883.01,-575.4419900147296,628.8083333333333
1658.6119332387793,2.9864751521175794,64879.075152408324,-30430357735753.246,-563.198168903039,628.565
1685.714094061595,3.0016074046972934,64881.87097402554,-47703836447769.49,-598.2896907018863,673.0383333333334
1799.3893259858296,2.9509668253495063,64928.681183599794,-36272282422044.85,-616.6458878256071,681.24
1791.2151415450717,2.9364359847310393,64923.25089418377,-44410618195797.8,-611.9314226221838,662.7
1748.342258510655,2.901757240418488,64908.597033766164,-38960025021307.4,-596.8199041014412,660.355
1746.1273106397248,2.866030217604622,64907.479291860436,-35142982222515.168,-593.877397194762,667.635
1793.8484358615574,2.950034427197064,64924.24982100504,-37181360364842.53,-618.8329654915386,695.1633333333334
1832.239789932222,2.9530911704308043,64938.99609315501,-37286628254627.016,-622.4252882305503,684.3033333333333
1817.8179856425463,2.923895982253512,64928.58730501453,-59718043300251.13,-626.7099655358396,704.5949999999999
1866.2983539226525,2.902273421271584,64947.822147022154,-48794394812107.56,-632.8707476933934,708.4583333333334
1883.2337573326101,2.627032031097678,64949.1540494505,-52187881510704.16,-651.7520781534009,721.9566666666667
1900.8131091633213,2.5886883545925468,64957.30975154479,-59060173932460.16,-642.7470682331098,716.9533333333333
1899.2796611472484,2.506396988426574,64953.635285043674,-50224805437854.016,-652.322683929422,734.8083333333333
1948.0149684604457,2.452602846852915,64975.26696468116,-50735126787739.19,-660.9595137731544,735.85
1936.851924561537,2.43850990107787,64974.18296039201,-34588766734285.44,-655.6553737060797,721.7633333333332
1904.9446470264081,2.366382697762159,64959.061173901006,-40901761490360.21,-646.4963442318497,725.9333333333333
1928.8314663041388,2.301533209809886,64968.17766464129,-51621111677674.414,-657.8189817256966,734.5916666666667
1949.410825675,2.0299338447935633,64970.02443243566,-66870239354520.59,-670.4999249999947,752.285
2075.7829845119713,2.0303947067339316,67219.55361326288,-63590323153902.305,-712.38064896892,800.4155172413792
2042.8763451578266,1.965663354126677,65009.060321668236,-36499564891191.81,-689.0204096479173,769.025
2018.0888782027778,1.9958593234946758,64997.434045625196,-48531612108672.35,-681.9003056972587,758.3833333333333
2001.0481547549844,1.9541937403918543,64990.45622640532,-54369825455436.41,-678.8052460895352,760.2466666666667
2018.3523249826578,1.9331812008519258,64997.853565553065,-49170992759891.52,-686.0397645659768,768.595
2038.4781334384913,1.907108645353468,65004.23437564482,-57781758554192.69,-692.8004895574448,771.4683333333334
2032.8644874106442,1.926096801493128,65002.3465359694,-58319871592426.76,-690.7190252999284,771.69
2048.5659741656173,2.0006793198966517,65012.67611405356,-51977921015798.25,-697.2509212398301,766.7316666666667
2019.9506078966747,1.967485155204846,65002.298129823874,-59797683052800.53,-684.4394280579077,754.7066666666667
1981.6716147577406,1.9944364972079485,64989.093520066184,-58841028170519.45,-669.8339737858212,736.4416666666667
1912.1398538452736,2.1295617761000916,64965.03273203515,-47749491006337.37,-644.3606064172311,699.5583333333333
