Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12
458.24200474370286,-2.477217787227874,41057.62861996251,-25949274270896.863,-468.01443814479535,-17172.118811693952,1.4458391438299145,-41029.58265454536,-438.8003445339719,415670.670337583,25949274638204.215,-25949274695116.117
413.54673289486516,-2.428811738722939,41085.62979939963,-19420207796180.215,-440.7054056717491,-17146.38919678476,-1.624036214470948,-41038.57052847391,-409.5550048905705,311327.46644865844,19420208064856.117,-19420208121831.266
416.2799085809027,-2.4302353056010126,41099.83632887836,-19826946114719.8,-431.26910383323644,-17106.692251906632,-1.4606099955940408,-41048.85104130171,-398.4247893465493,312358.18604464276,19826946386357.953,-19826946443391.137
391.5054027746567,-2.4420728193647605,41125.367178042885,-27673709192034.19,-422.57986622817623,-17104.60473477095,-37.15418391359276,-41057.75237318851,-369.8573939251402,432415.3087155752,27673709590898.777,-27673709647960.676
415.29158710197044,-2.449889562324343,41108.258554932305,-20730082746825.555,-425.1581373405854,-17133.706442584255,-15.20962180942837,-41064.78997391699,-400.02212440590824,330351.91688586154,20730083030185.023,-20730083087228.418
436.15352151978584,-2.4142800751294144,41095.739311212776,-21199366955652.78,-437.8061525883128,-17140.20163264562,-1.1555350956973598,-41070.03305818355,-406.33571668557926,376470.1279532547,21199367290338.355,-21199367347366.957
404.8584421392771,-2.4005984723490656,41111.88404156081,-16509369751296.691,-417.35136344348166,-17139.882355375736,-8.007695355074134,-41074.32517418286,-396.80757044827715,350754.2470268303,16509370060224.475,-16509370117280.48
390.3248708528968,-2.386868719041325,41120.46912572394,-26241998401608.16,-412.7070667830458,-17116.800484592248,-11.483958506781448,-41078.19054512511,-381.3426780211825,431838.08608237375,26241998791590.336,-26241998848666.445
370.05320239596136,-2.376567819459682,41137.33630221915,-14219671121900.52,-392.1680080352016,-17092.947709164237,-0.8220547116392822,-41083.4131301006,-366.97613098167295,248441.95615217122,14219671332376.984,-14219671389509.424
363.13154338533593,-2.3858452503730194,41152.29936442606,-18659644290050.875,-384.902832036114,-17078.53310782011,-22.592207143050928,-41088.41973871152,-354.0544762365214,327186.6536765947,18659644576725.75,-18659644633885.297
365.99235438020656,-2.398567668846869,41156.158722874156,-18554939709182.37,-381.7517169931108,-17083.853300269246,-16.459084372753694,-41092.6691991421,-354.67560949019025,336125.96934218105,18554940002124.47,-18554940059300.766
384.1167576044129,-2.30488519265739,41144.19527979472,-20587416012047.98,-392.1055159700458,-17092.904147966758,-10.534836595992147,-41098.1950600035,-369.37734124280763,383960.3291070364,20587416353766.402,-20587416410922.707
375.542278155366,-2.322232622811882,41145.50477261458,-19944434931531.46,-388.9326233891854,-17099.20554597305,-15.236701704329164,-41103.16658784148,-362.8080996056814,345396.81076938944,19944435239069.16,-19944435296221.348
380.0596969865463,-2.359608344047221,41144.3893839365,-24420700432385.137,-393.94429764477917,-17110.465881144097,-18.76655653615495,-41107.51542012416,-365.2320342541454,540137.0607172479,24420700927528.09,-24420700984672.703
394.18555489025897,-2.2670482318843157,41135.32803448892,-22210349797511.69,-403.8322466814625,-17135.42449625392,-23.81818783946943,-41109.69374201957,-378.6801373057603,428292.79565979855,22210350184925.42,-22210350242040.723
437.6177295433737,-2.308510182514606,41107.24921339509,-26598674478926.883,-432.5028486953257,-17171.262454660155,-15.66751821411458,-41110.23884326063,-407.68592403273146,541935.7622221189,26598674980290.547,-26598675037343.85
408.57501568699234,-2.2826241227936586,41106.495521215336,-19371518470182.465,-423.8439102733713,-17186.728162182648,-5.138552084849209,-41112.70936290312,-402.57483058257185,331235.32276086544,19371518759870.67,-19371518816911.312
429.06180834397884,-2.233801031005906,41107.703701141676,-28549389966109.01,-437.2673952387128,-17196.703634451515,-25.952386549484174,-41115.38534888105,-409.9261698836166,538792.4385220946,28549390463416.754,-28549390520448.594
460.84887071016806,-2.22543266596687,41085.28419934233,-31303422992284.85,-465.77324544443826,-17234.101974754267,-20.87973518789005,-41115.646774020286,-429.48334572893833,596485.7562100996,31303423548766.582,-31303423605739.3
452.32381680356247,-2.2198621457111045,41073.85193881672,-22932344424865.047,-459.5874778434948,-17254.420717521592,-13.822487332865933,-41115.962832374054,-435.6104086626144,328888.60263117036,22932344719904.74,-22932344776847.254
451.3527279850216,-2.2081013291932945,41072.97610305507,-27709137675068.23,-465.3263324936277,-17260.34257829161,-12.934910637760481,-41115.71314816827,-441.4164896252633,392474.41983819223,27709138033092.715,-27709138090027.25
459.3272836085737,-2.1484980408425507,41067.44555528879,-20482513604448.23,-466.2173178468327,-17267.061470373712,-10.00706270026808,-41113.80600396166,-446.9924861662026,386448.491931467,20482513940824.535,-20482513997749.94
461.6703573121242,-2.0885834234963223,41062.093015223254,-29210950343922.312,-468.75392758247125,-17264.032709236733,-4.207041574240179,-41111.290130229456,-446.94609054207183,582758.7199498408,29210950889154.81,-29210950946071.613
450.7836714523158,-2.1136296642343786,41067.22588621127,-15700440234556.271,-461.55029679906744,-17255.207742832055,-2.9901506327535685,-41109.42104937162,-441.83594394138424,228341.63894756563,15700440502817.666,-15700440559747.129
435.1176681973563,-2.0825147685394345,41078.48582013296,-22419368045385.887,-452.45675446943915,-17243.157178710655,-14.49380360855389,-41107.896858433975,-429.15005471477457,473701.5769989443,22419368450105.797,-22419368507052.98
450.82836274739685,-2.053480897925006,41077.11856949532,-23940773670022.06,-460.5475832081598,-17245.399778750925,-13.924178966164732,-41106.12582383897,-437.7218829852998,525861.3634221694,23940774092919.406,-23940774149867.51
453.7721177560198,-2.022265853770397,41076.06851343081,-27902571103186.465,-466.5184159789465,-17255.47802817744,-24.906685992545135,-41103.46039523266,-441.1305410847023,372149.5398301256,27902571433796.3,-27902571490728.355
468.2295623448466,-1.988658935968082,41062.70846738009,-25571141327972.465,-476.7387091803217,-17276.544583004623,-20.235877546891686,-41099.669778056224,-455.56810183461596,404073.66101828,25571141691459.41,-25571141748357.938
481.63827645842406,-1.9499840860993203,41050.39847739389,-29279104868306.56,-488.29595383624024,-17289.679850941735,-15.552381318312655,-41094.4280667214,-465.920953962079,380756.65409302403,29279105218983.71,-29279105275851.73
489.53424357579536,-1.9186036146662961,41041.160067095036,-23259308073676.105,-500.242353625174,-17300.641392840877,-19.47309561220345,-41088.62463693727,-477.20266542162926,348507.9016201226,23259308370751.4,-23259308427586.95
497.0865043348105,-1.9418734629780712,41020.88423250042,-24418258723242.77,-504.49465460417855,-17278.878319131807,8.692078153476302,-41083.66835337579,-466.96816947817325,326350.6909711854,24418259008815.03,-24418259065629.86
477.6467378240237,-1.896523632120598,41046.91596503567,-29953441365929.227,-483.48501166872245,-17275.785155535345,-8.964770801428472,-41078.65582695567,-466.273181965684,476551.3248451138,29953441931045.64,-29953441987909.832
466.07547979591857,-1.841212044133392,41049.153370338136,-37017964680047.57,-481.20878553789925,-17263.01507581185,-7.636151622239197,-41074.14342642669,-459.9378121481556,847433.789954584,37017965375901.18,-37017965432768.016
457.5612199732943,-1.8000612337762094,41057.0936500108,-20876033381467.63,-477.637269329303,-17245.08306219957,-20.420702563837153,-41069.97260184476,-447.0568719303024,194589.99759389053,20876033678757.01,-20876033735635.13
473.8172998192394,-1.7545068469783074,41051.16826601467,-27196864736980.54,-481.17848635479345,-17245.82391364179,-7.259873642044056,-41066.503298036674,-459.43124768060545,662887.8369810393,27196865195106.445,-27196865251986.566
469.7233120719626,-1.6530955292661835,41055.27001792762,-19341432303222.016,-479.19104931294737,-17251.84497303781,-16.288840837678094,-41063.84165682825,-455.51223771576474,302251.3634390984,19341432564541.47,-19341432621420.812
488.8633060398963,-1.5694449723228394,41044.400185988416,-24083831679877.566,-494.60765241696726,-17256.767268297157,-11.59966351226683,-41060.348303043575,-471.55281462186963,409722.75883235695,24083832048719.715,-24083832105576.47
471.64219721203165,-1.493760858503815,41046.367739191344,-25208788038477.14,-483.577802916984,-17261.879609153104,-8.400069776294231,-41058.04845301842,-467.39898598795884,441640.07088429754,25208788442832.6,-25208788499689.457
488.94284139554907,-1.4488450257557055,41041.84085186545,-28816398724490.83,-494.41638882361184,-17263.398841305716,-17.208799784728058,-41055.941854970515,-473.81767855902814,514838.8033153309,28816399194032.086,-28816399250875.59
496.352695993967,-1.4865624895489755,41034.242384852194,-23994087104107.77,-504.5116978946756,-17280.09362936687,-17.560270308755207,-41053.63561371143,-483.6526040252764,396800.17649193155,23994087459648.61,-23994087516466.035
402.2875564527499,-1.8299067052130655,41068.79860318436,-29752072947288.12,-457.0404527636635,-17238.40864529917,-0.4018429159407333,-41054.05208545171,-438.6611576615796,614720.7515742633,29752073521801.02,-29752073578693.6
434.39541142007175,-1.813450158660247,41082.98714252312,-27087164761609.633,-446.09297916774915,-17186.214817690638,-7.492609242275535,-41054.870636820306,-431.07405284199285,288553.1933174469,27087165279571.43,-27087165336538.76
441.52424109518336,-1.8061927714703534,41081.18623482727,-24343645137081.523,-446.1810361686504,-17182.195380350557,-3.3861230819675256,-41055.722422605366,-434.3823448973574,772695.7035701032,24343645597474.523,-24343645654446.707
439.73223378436967,-1.766590908792965,41082.271324322246,-23535388035184.35,-445.4576431719994,-17175.994392260844,-3.1367229310279754,-41056.38744233207,-430.9348659696006,323544.4576315051,23535388485985.43,-23535388542961.875
435.2513633428107,-1.8010279775839737,41087.18357938327,-32991570536756.785,-443.4560033880725,-17168.686627125997,-4.06880155131995,-41057.067327595476,-426.51591948351415,788141.6973122819,32991571117109.41,-32991571174097.715
432.5979123823202,-1.8482427872842073,41088.58112920403,-28276249758218.55,-442.32641196790934,-17168.270311776647,-14.761004529568197,-41057.71388375747,-421.26469231149014,517173.5782453443,28276250232922.793,-28276250289906.586
438.4339137882862,-1.8753689838663161,41082.81576276868,-35508839458008.586,-446.914844509494,-17160.84076166842,1.985543342901849,-41059.37764030729,-420.0385222451772,600946.3522507703,35508840064484.336,-35508840121469.7
419.84044133562304,-1.8803216092246475,41098.036368031986,-45289638229846.09,-432.03605190560205,-17152.936822681113,-6.405626048355032,-41061.87102636453,-414.34985061706334,738413.6319721004,45289638896466.03,-45289638953482.32
418.90741586585887,-1.894218441803278,41101.47059106713,-27557511311747.188,-427.54798540805535,-17147.61096191603,-5.484720251832982,-41064.979438496346,-409.54080214848966,517121.9147707206,27557511771867.137,-27557511828897.242
411.2886862739055,-1.8553973528872916,41104.95310342535,-30751948686247.297,-421.82238665053126,-17142.20928010234,-3.2192882049911873,-41068.8724101007,-403.80100064888467,512038.647901216,30751949168143.668,-30751949225185.23
399.34304396454945,-1.8238491749641361,41119.39066417527,-23729855496372.79,-414.5363799630584,-17134.46086138468,-8.986737709180204,-41072.33234009902,-395.6116995650702,419600.843510806,23729855864468.13,-23729855921540.152
399.45590842161846,-1.8372951798428534,41120.3858029704,-23203372096054.574,-408.6242518595392,-17131.075638552087,-7.7149294983144046,-41076.041480878375,-394.768056685468,511834.7913219154,23203372565945.418,-23203372623026.996
403.8265655846302,-1.8345895530406233,41117.071829818204,-30172400140745.562,-411.92970336648756,-17121.717207976842,-1.4562544880224664,-41079.60172957826,-392.67267880380757,621518.7865605585,30172400728223.98,-30172400785307.016
370.5154543082193,-1.997710065869104,41132.549031288436,-26868838313530.473,-393.13190079775484,-17091.670243919194,4.307218248383947,-41084.33039052665,-366.2517911355499,546021.1329258404,26868838811550.61,-26868838868675.566
360.6799607322879,-2.032038905852311,41161.49895389655,-33574413362704.195,-396.86722196501677,-17083.268901442734,-53.58467343229057,-41088.38707240473,-351.1324987657558,588530.8471920808,33574413964974.832,-33574414022123.863
391.7688162977825,-2.0856863237863617,41125.974108554474,-22126987123645.21,-400.40559844209093,-17088.219985727457,6.2978745784348575,-41093.40570600394,-368.6397455040758,427373.4210537922,22126987478883.867,-22126987536008.34
367.1181584024814,-2.1001883758354083,41152.81823793674,-29431612606891.375,-384.4625470316078,-17091.80164848053,-23.907002319948276,-41098.44464952433,-357.3703430876623,550177.9704288064,29431613110277.367,-29431613167439.02
382.5207481343149,-2.1129194284016815,41140.907818427746,-33629774947520.504,-390.5470017390413,-17107.641631253147,-8.219410897025853,-41103.34980321432,-371.60906544844426,622723.2228773291,33629775510808.87,-33629775567955.766
375.8403463691692,-2.1113767063278943,41145.540752894514,-16838340150354.094,-383.93041762831217,-17112.219762715038,-8.316368282964447,-41108.83504423336,-368.68519427873457,332413.49765258137,16838340441615.111,-16838340498773.008
377.3179996552601,-2.062055111224021,41143.89039426472,-17312495151472.94,-383.7855496590876,-17112.367811892385,-3.9243123218843152,-41115.05380953841,-368.1786298111844,322287.3512945945,17312495458305.926,-17312495515465.99
361.5612882208777,-1.8819334216113939,41155.126656949615,-14446660953344.867,-374.5395645644583,-17109.40527834419,-9.897228161509531,-41118.74993113753,-359.9969035231464,254917.57407121372,14446661168965.879,-14446661226145.998
364.88397238821756,-1.909580738725265,41153.72153233308,-17279539082671.826,-373.8332148583044,-17103.646917907467,-2.6943548576832654,-41122.54111642364,-356.53995610066903,371106.9129459707,17279539393039.951,-17279539450227.47
359.6391837926035,-1.9286680401471372,41158.907426891536,-26739858966408.55,-371.4462073392505,-17090.47582395346,-4.751101280883802,-41126.56579478956,-350.44129865115474,477387.540875301,26739859394846.414,-26739859452048.5
356.16519307962926,-1.927761421335608,41164.8517478771,-19642710642074.938,-363.542854795997,-17093.561741298498,-8.68620768674947,-41130.44891915941,-349.12896528288474,406118.37233698973,19642711006983.574,-19642711064200.125
373.9360427109697,-1.9375292483742477,41163.04705278337,-30792693185018.523,-386.19433471599876,-17113.601730967097,-38.246469464556924,-41132.89955496299,-356.55037144486164,415648.8706277879,30792693560339.234,-30792693617522.754
396.7816267727428,-1.9048408949648685,41132.831192431106,-23413656953543.36,-398.0432090093106,-17151.669271177285,-6.372675686727405,-41135.298824182704,-382.0499745768085,336096.4238907142,23413657247700.76,-23413657304830.457
