Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
-1769.8876675589045,3.168378779901014,51448.41621489502,-29234233178070.52,611.7844448416754,-21263.401921885503,-34.90427630087504,-51527.37138329449
-1688.4385579450218,3.1568838087474766,51413.81924558839,-28993218723267.004,581.5419576610209,-21197.502415769723,-3.9172944398269465,-51518.22847837368
-1751.5028236897124,3.2494657601346453,51449.1734657148,-29920430685531.37,602.1999455683862,-21243.302912325646,-5.3172227547350985,-51511.0712404953
-1790.709629839802,3.257497880735198,51459.07222987654,-45152227082096.93,613.6862692588797,-21220.858283692494,-13.90929438397336,-51503.885127355956
-1746.5539054684555,3.226646403285169,51436.41152808594,-32009687354942.38,599.6997422491833,-21206.705864075237,-19.321608359568586,-51495.657823330635
-1703.507269434069,3.293159353141255,51431.03539516023,-32580412721984.914,586.3011573001714,-21197.09986039006,-16.098479832021212,-51486.8462301391
-1573.914402417885,3.261738302067003,51366.82446844985,-30922905663049.586,548.8375355793148,-21168.23939038449,-23.60975856075072,-51478.6795757583
-1619.9067789306757,3.281127200478019,51390.21690878146,-27653225715902.88,572.0200794356153,-21204.765110725464,-28.30819259047348,-51473.654700525265
-1721.609390868557,3.252476829107138,51424.85678510238,-35154246087663.38,602.6359736055014,-21204.412802308456,-30.021226144799243,-51472.38337728832
-1763.777244864311,3.2684736641693806,51451.78963393749,-36102916231637.02,613.5076833075082,-21209.10508387668,-40.332361503344714,-51468.55757915735
-1637.3376955037747,3.235170820164444,51392.77393490337,-27841232029739.156,567.3061061088251,-21160.53072787102,-13.495067748713836,-51464.351764037645
-1682.0465724647593,3.0339597802273586,51422.73346771952,-31781240578463.0,573.1982828550541,-21170.01768872809,-10.553965866449289,-51457.082620027395
-1602.0212799359033,2.9746747205766066,51388.43916681099,-23784799898598.85,539.7516853910242,-21135.234336827587,-8.489558654554912,-51446.0747675287
-1533.2223177839205,2.9764182268096104,51371.03979269164,-24282950568304.184,528.194623109403,-21153.20368248026,-20.374337753433394,-51433.483762167576
-1470.1754467747533,2.9909161610817883,51339.77101611512,-33893233404263.438,517.5525239163024,-21124.937587471093,-17.912170922574433,-51422.58190159066
-1514.570754636706,3.000489676932523,51360.724714526375,-25389062526662.16,520.7102482382827,-21120.934485413996,-9.19671263602504,-51413.96263619156
-1549.4564765530226,2.95687714011765,51376.05759406557,-25963815954624.727,536.2008400462195,-21142.662819647452,-26.72480779824724,-51407.5411956258
-1506.2992100007089,2.940120667280001,51356.28441837182,-20219765931772.145,511.14894194569115,-21101.080936764745,-7.775214849068334,-51402.28444856824
-1472.8092416627742,2.9233052223308738,51345.76988057255,-32139752956408.027,505.4608634296012,-21099.05589910364,-13.170597948754391,-51397.55035533069
-1418.7468675162486,2.9106892483975364,51325.11189266519,-17415469278426.521,480.3057565649685,-21090.67021122071,-17.234472026590367,-51391.15402116655
-1363.851169573258,2.9220517343283365,51306.78595896697,-22853303645276.42,471.4077695203287,-21081.6260483406,-9.427482793966306,-51385.022202947264
-1360.2578810737768,2.937633451105881,51302.059229500795,-22725067246845.77,467.54845753224566,-21084.505267384116,-18.673828408684244,-51379.81769807872
-1387.3261769161554,2.8228963188535525,51316.71139505652,-25214332175016.543,480.22921972866635,-21093.15254844716,-21.986713771531583,-51373.049928328706
-1381.8087987380002,2.84414249496709,51315.107600441275,-24426844394243.848,476.3432358127811,-21072.666097230835,-11.66374999283039,-51366.96107510616
-1391.7898979812185,2.8899182178646337,51316.473667004364,-29909127609390.2,482.48125815440477,-21071.748262588197,-16.884489947863358,-51361.634865071406
-1424.1195214948514,2.776555695197685,51327.57150826817,-27202012005342.28,494.59147302566413,-21068.388114697667,-12.722277631869417,-51358.96697650176
-1511.5712064430836,2.8273360065900244,51361.960900397564,-32576590152871.586,529.7056458018525,-21096.463553410507,-24.154329747530596,-51358.299366552375
-1529.1317717782824,2.7956321877062575,51362.88398102933,-23725167896369.16,519.1006553778683,-21057.603089026907,-13.99348490390571,-51355.27361029057
-1530.707502886878,2.735836356433727,51361.40426886082,-34965718941308.145,535.5409997453723,-21074.89233854687,-24.34196096137441,-51351.99621018818
-1617.0565935327459,2.725587244270235,51388.862438708726,-38338706765690.19,570.4533935894915,-21099.43220739784,-45.463112693271,-51351.67603108966
-1641.8689081426678,2.718764778156003,51402.86404115587,-28086271222220.113,562.8774064446156,-21060.90138013338,-10.951261625799589,-51351.288940241815
-1658.1253321732397,2.7043607784424375,51403.93671651314,-33936624257088.285,569.9060392450277,-21066.54154079265,-23.950231517391558,-51351.59473969231
-1670.3227526519224,2.63136195671679,51410.71022652588,-25085853489124.246,570.9972689868506,-21066.583811084987,-16.17153772121867,-51353.930504778364
-1682.244640519917,2.5579818364006077,51417.26572252006,-35775961621050.2,574.1039687512958,-21071.827073894892,-16.377491389813486,-51357.01180822895
-1666.028340345952,2.588657091292181,51410.97926510197,-19229033654727.273,565.2813588939234,-21065.719958737962,-12.795567450873932,-51359.3009554238
-1630.4185335722555,2.5505492823659144,51397.188718779165,-27458006032303.715,554.1440895629289,-21053.18703845536,-4.013081450108075,-51361.1677004577
-1642.0992144409952,2.5149901982342455,51398.86325198554,-29321339768384.168,564.0532905659846,-21077.94251442136,-21.180061902868488,-51363.336765994994
-1652.968604844932,2.476759732995626,51400.14930276522,-34173530856133.82,571.3660373799426,-21077.42540688717,-19.782684815837115,-51366.60123601063
-1698.801413650523,2.435599832773962,51416.511950647386,-31318124195907.254,583.8832890624451,-21082.356126259092,-17.812441105574862,-51371.24377495688
-1741.1116725477602,2.388233008745357,51431.58854774987,-35859433525209.32,598.0379651821993,-21094.753359105525,-21.704687126248587,-51377.663534031526
-1775.45259134749,2.34979993729591,51442.9032433832,-28486718274147.74,612.6692570552894,-21102.63347350386,-23.536004882132374,-51384.77125489611
-1805.1236034837552,2.3782995646738168,51467.73596781614,-29906137138365.71,617.8772408709386,-21118.599841571926,-18.781675768928153,-51390.8414377692
-1744.6838554348067,2.3227575919126506,51435.85373690016,-36685323692267.1,592.1457884359703,-21101.793053325415,-9.458097528487315,-51396.980503794955
-1738.2515141681304,2.255015008196795,51433.11348623074,-45337562390051.72,589.357992156117,-21102.17397895329,-10.99022583337171,-51402.50704320049
-1707.7710670055185,2.2046157642582282,51423.388669424225,-25567814817770.53,584.9837959965469,-21102.576712569735,-6.033653928484341,-51407.615239216684
-1725.975933344497,2.148823262658109,51430.64575308451,-33309220603374.53,589.3208833870009,-21125.15802300088,-16.312319114053253,-51411.86425126294
-1720.8528358382011,2.0246202713891224,51425.62215346541,-23688320017556.23,586.8867800627862,-21117.445366637607,-10.433130437014938,-51415.124082682436
-1757.857700400859,1.9221696807837116,51438.93492438584,-29496549332197.688,605.7681856487142,-21145.032841754528,-27.31344564835274,-51419.40254981418
-1753.996301044513,1.829475950538044,51436.525173691356,-30874333862924.6,592.2594340413887,-21118.45277836593,-9.034129841335016,-51422.219279337456
-1764.1337209776334,1.7744655147355146,51442.06945572712,-35292736548603.9,605.5339365436682,-21136.719816804078,-13.70612387306221,-51424.799324492706
-1798.9948583344108,1.82065978507822,51451.375639232036,-29386635123260.664,617.8981145535665,-21141.689301052003,-19.39165116127549,-51427.62388164697
-1711.0153011455009,2.241168852334782,51409.05308805503,-36438698754222.27,559.7579505407865,-21075.043537572747,-8.771121440223851,-51427.11381001898
-1619.3847049351723,2.2210137813434003,51391.67574726734,-33174866121213.008,546.3500883994956,-21121.375366180262,-8.02569904060249,-51426.11129342832
-1617.4701243785842,2.2121253336028754,51393.88139973169,-29814754531526.375,546.4579357597396,-21128.68548665127,-8.85948669668187,-51425.068073156544
-1610.764337869483,2.1636231553911895,51392.55244193771,-28824845791214.29,545.5719638970907,-21129.940487970718,-10.050910115118313,-51424.2535936569
-1598.003096030042,2.205799778778737,51386.536182744756,-40406256812960.68,543.1204658373528,-21132.758342541543,-16.038873871628425,-51423.420907667394
-1586.4641242733646,2.263625874812828,51384.82454076927,-34631191872486.582,541.73700453874,-21122.018386561544,-3.600014463883781,-51422.629041323926
-1602.5085644603603,2.296848544957126,51391.88564374266,-43489269014163.08,547.3566637617721,-21140.253982325237,-21.227375583491607,-51420.591364022286
-1558.029993797703,2.302914247464666,51373.24428550695,-55468252148121.98,529.1339388276564,-21119.978308249752,-11.787600509755634,-51417.53760223628
-1542.131901318909,2.319934321893931,51369.03823845744,-33750920646327.188,523.6372024023217,-21117.906452517647,-10.334096409436086,-51413.73059041968
-1527.3412736684265,2.2723883923422403,51364.77304930714,-37663291437734.8,516.624804688398,-21108.835793412592,-7.614255563026802,-51408.96269341277
-1494.6969214067271,2.233749923229106,51347.09072082328,-29063018817012.066,507.70130536499073,-21106.33829311237,-18.068259682669748,-51404.725161891954
-1479.4187773019805,2.2502178487450215,51345.87192968762,-28418210972625.574,500.4604567911955,-21097.81493159767,-7.581785390050186,-51400.18241074516
-1480.3024298665596,2.2469041461950905,51349.930701309706,-36953492328946.23,504.50879157196414,-21107.3890433093,-15.226191827983996,-51395.82201440911
-1426.7463584886632,2.446685157700538,51330.97507818555,-32907471923744.004,481.4862792824771,-21088.14603263709,-14.151197172649518,-51390.03061116401
-1355.7554277309487,2.4887292284107936,51295.51880894407,-41120090574984.96,486.0610947250816,-21086.395259299872,-23.310569109751384,-51385.062210838965
-1426.6424539351378,2.554433628388923,51339.02768108376,-27099913998052.094,490.3947031684308,-21102.40805135037,-18.300885279066677,-51378.91566507694
-1362.8891247339209,2.572194942260647,51306.150471295856,-36046216596128.28,470.86853271910917,-21069.867274431122,-8.009695883921154,-51372.74424484311
-1397.9884540024627,2.5877872335986063,51320.73769650562,-41187894392076.98,478.3204374172527,-21075.28764297933,-12.952352000389851,-51366.73668301791
-1385.309547244498,2.5858977926507536,51315.063533777946,-20622670740947.996,470.21680996150616,-21060.164451965604,-7.974674483067645,-51360.01866221149
-1384.4868922191536,2.525491421998432,51317.08480204575,-21203389646817.42,470.0393836591695,-21056.806873476526,-8.956433355997888,-51352.40226129775
-1356.4799764479421,2.304888306418979,51303.323246948814,-17693473910409.89,458.71541083355913,-21040.212257918236,-6.516299856801709,-51347.875455325186
-1353.1786875754437,2.3387492162619297,51305.04416611658,-21163026870582.055,457.8503126535382,-21044.65881533561,-10.165947299378558,-51343.232220589525
-1331.4524309771464,2.362126290787073,51298.692768352535,-32749505129928.297,454.92683743660376,-21045.389810251218,-14.50280276002519,-51338.303016401864
-1311.2478658424195,2.3610159140473455,51291.412491711555,-24057309118217.93,445.2472469424544,-21031.709363894122,-4.884673664724687,-51333.54717974491
-1332.67400527049,2.3729790101175596,51293.622782772036,-37713193053773.57,472.98953080390606,-21045.95972977026,-19.744880257300224,-51330.545776112835
-1422.5421668776066,2.3329441169251868,51330.629502773154,-28675756273418.395,487.5013788264034,-21043.09136886345,-13.792401761257452,-51327.6072834409
-1416.0799066658303,2.321456478757375,51326.33648204603,-35109675232434.293,483.7742668282968,-21036.122218945802,-19.875224808820803,-51324.56645174164
-1382.1859166041434,2.294040524151807,51314.751588187566,-30800603308255.508,471.8275624709555,-21025.560261246086,-10.779169709023279,-51321.812923090765
-1380.4348465614735,2.265795832624654,51313.867935622984,-27782965844862.652,469.5013065069848,-21018.925090125675,-5.7880402628968,-51319.44915248051
-1418.161708613248,2.332206991463224,51327.12620303878,-29394445427239.543,489.2304155374106,-21032.90131751056,-12.460660809600427,-51318.49342772842
-1448.5127389435675,2.334623559173456,51338.78415478644,-29477666660992.07,492.07039602383344,-21023.45375409302,-11.454781236744793,-51317.5452986775
-1437.111301562427,2.3115427363340904,51330.55528523492,-47211257319966.12,495.45773085472007,-21025.56060065255,-14.387765575765115,-51317.41483816107
-1475.4383979546558,2.2944486009468954,51345.76176302931,-38575354991196.164,500.32825680121914,-21021.452322704557,-8.885926694677096,-51317.73774243484
-1488.8270099219678,2.076851176121737,51346.81472435298,-41258141655631.016,515.2552591782038,-21036.38501807838,-23.40519647099768,-51320.003870596345
-1502.7247078155924,2.0465378382165125,51353.26237298692,-46691165494205.45,508.136173753071,-21022.943479616988,-11.666533150514056,-51321.2756576929
-1501.512410714528,1.9814808010036646,51350.357452154545,-39706194037827.78,515.7063626527724,-21028.774658097624,-14.254405936754097,-51324.007674854176
-1540.0410541090191,1.9389527979670855,51367.45879647193,-40109638468209.23,522.5343761701502,-21035.557302471825,-14.03917507588011,-51326.370053885585
-1531.21589302377,1.9278113460694881,51366.60181583515,-27344820194624.56,518.3410852600215,-21031.79156533969,-9.881601356025612,-51328.35479320878
-1505.9909752872375,1.8707897851355642,51354.64699393457,-32335680684329.34,511.10023668622614,-21029.699533669904,-7.804438004747283,-51330.550414708974
-1524.8751640308492,1.8195217633793563,51361.854212686354,-40810070935540.31,520.0515675864705,-21042.564726510904,-13.700557557694879,-51333.26497915228
-1541.1445761306118,1.604803612252598,51363.31421082126,-52865565056176.266,530.0767334930143,-21043.93890148492,-16.339454901469367,-51336.779353534934
-1641.0505398199625,1.6051679556072098,53141.723179427965,-50272563170737.51,563.186352942667,-21746.50378428899,-17.681448750110803,-53100.24099391622
-1615.0355571947557,1.553993328041609,51394.17479093751,-28855438817604.805,544.7184622074185,-21046.15659664274,-6.210384441400379,-51346.34042789772
-1595.4393439437274,1.5778653378814969,51384.98341268705,-38367606866017.27,539.0895257921075,-21049.254698244047,-9.894125565602394,-51350.85656509916
-1581.967469175711,1.5449258022205115,51379.46696222812,-42983119714540.25,536.6426663285091,-21054.97332800914,-10.724202344769992,-51353.89014899195
-1595.6476169103917,1.5283139311278813,51385.31507231102,-38873082031310.414,542.3620553685407,-21062.87891650229,-11.055630038938943,-51356.929299200114
-1611.5584655285693,1.507701766178813,51390.35954561275,-45680489880016.24,547.706877770306,-21071.69813498288,-16.875212755584585,-51360.713755843
-1607.1204886720807,1.5227132216708719,51388.867077304865,-46105905686051.18,546.0613357898102,-21065.003011245386,-9.78395890728848,-51364.58657774234
-1619.5336038712512,1.5816758796175119,51397.033325808494,-41092153744634.97,551.2252529421341,-21080.790409728324,-14.052858934491496,-51368.03409835813
-1596.9111704987981,1.5554335882543002,51388.82880888671,-47274218482344.47,541.0968782714859,-21072.70275120609,-8.674406710714948,-51370.10569539404
-1566.6489692845505,1.5767404949362924,51378.389648274715,-46517916081488.84,529.5502528311785,-21073.424718059643,-9.633436462561122,-51371.91961841441
-1511.6792857331343,1.6835664076274537,51359.367925155566,-37749286242890.5,509.4117876914398,-21068.13187017122,-10.721187257279155,-51371.74532316446
-1443.5234649358963,1.8026945701762016,51334.9596322694,-42941512118746.586,493.572141524004,-21067.47658470827,-9.568728046414833,-51370.86862849409
-1499.8518332844767,1.8657159078572039,53105.24581921733,-31253487086220.082,515.8414817592849,-21773.75160460519,-1.8675947767264347,-53129.91089438893
-1455.9685864484295,1.85384723249387,51340.56073710787,-24653965060413.74,491.07773644997553,-21070.976011758263,-10.25152939815257,-51369.04768959707
-1402.3981354225004,1.9203522878416057,51323.27616824298,-39760190628222.43,473.7143114507065,-21061.439869032925,-10.166411158992332,-51365.98244728562
-1381.2094921167738,2.0480308629777255,51317.7214493659,-30697282178524.004,483.29069318075153,-21081.648378190763,-10.790766199372172,-51364.051515677646
-1411.889398913385,2.0429744687193345,51330.15636596692,-27691619409974.54,480.35678112250326,-21061.803176370988,-4.001253029952466,-51361.95956680117
-1383.7778827992277,2.0532574184905594,51312.36155152668,-33543616843406.277,474.46576402530917,-21063.592013045563,-12.414042918398025,-51360.09844606509
-1400.3038092655058,2.048094011150681,51320.73537720755,-37134631936411.29,477.52143923221985,-21062.831396274447,-13.205851279414617,-51357.694203703526
-1394.62616759073,2.055324518737897,51321.76282625245,-30674759828971.797,472.45145365172135,-21057.896376542725,-5.446639587027789,-51354.64566033818
-1381.167976681325,2.0319902556026666,51312.11338663321,-30264482339815.19,472.1627010420361,-21046.838575835543,-7.2621861160370145,-51350.86990106306
-1392.6255410757535,2.047597494181332,51313.41683214842,-26153018016866.348,476.9416147147795,-21052.133195393155,-15.533034962613442,-51347.743545247475
-1417.8080156576093,2.0234204463769996,51325.910890850224,-27655187869874.816,481.74720031532524,-21053.057321343622,-15.86307107794039,-51344.77153871843
-1398.9034170909838,2.0294114493117617,51320.164829882386,-37730533120452.97,474.5701324384484,-21036.207523712314,-3.4559860537515306,-51341.76659815679
-1398.8809198997071,2.048529869134301,51319.49571238926,-22360236082585.527,472.20444840729175,-21037.099451978233,-9.216658599425045,-51338.1613072898
-1385.611519853181,2.060070856543263,51317.85017040877,-33283868359136.29,471.10278182415504,-21040.024437218424,-11.580487192125872,-51334.22424083393
-1345.962655490995,2.0680263080928314,51301.26023131576,-33377196593650.26,452.164553435518,-21020.712059924346,-9.228255089773768,-51329.18081121633
-1302.2652244182334,2.0505962337762274,51286.27640613607,-44151104302175.69,443.79188740367914,-21019.814166320295,-6.057078838989071,-51324.47304201187
-1303.8557990344761,2.080243769423195,51288.769651561066,-37898055605116.195,440.4845683561993,-21004.266828194905,3.910568475424782,-51319.63487027345
-1306.567058478027,2.1059193400379295,51288.62585508074,-37221210451274.36,457.90713545624726,-21048.450431470035,-33.34431641915347,-51315.70099285242
-1292.9857128411181,2.0586499619629937,51284.362985228516,-38222591228072.55,439.6623771904688,-21011.854387494717,-9.257710175259774,-51312.88478517121
-1273.491316775352,2.009529692466543,51278.34440673749,-27309230683143.695,428.3500008552074,-21002.424750217167,-5.535700632906639,-51309.93753714907
-1255.7600511022188,2.0058779326108387,51269.19129690517,-37849974207247.164,441.12121567634875,-21012.56234523225,-13.559080375439407,-51307.31707822494
-1331.0834306542474,2.0154309529112826,51300.17595946815,-45383826661825.484,463.54418941480253,-21028.677567908588,-18.86401085040478,-51305.95077973205
-1340.3339510054907,1.9740358711465595,51304.07469952342,-31530793918189.984,454.84334270609247,-21006.978393504032,-8.240466041862476,-51305.26873215218
-1306.9223749423145,1.877881735340823,51285.94706581016,-27387039154595.285,448.80157123436385,-21001.969966056473,-9.66706628457274,-51303.80038454422
-1352.8226753217355,1.9524085074488098,51306.150471295856,-33985900366765.805,465.4147033080651,-21017.06159993558,-12.317096259082177,-51303.63165560964
-1463.2458977011645,1.9853578056966183,54831.07153059758,-7614878344990.191,493.7806298540608,-21952.870343551356,-6.014354055261151,-54823.49519141639
-1376.8121029765061,1.9505036576831594,51312.49143221859,-18751249123063.594,470.6041327391564,-21007.96079884588,-10.913688997069471,-51303.05293275879
-1424.8613289885157,1.9756248634807918,53074.1836201206,-17344501900777.117,481.55705786150264,-21691.55250419362,-6.27506086722849,-53060.11889677685
-1357.1395848189825,1.9616737899001915,51304.69975035322,-20815403907512.426,463.24615961283814,-21001.520551484795,-8.161609907490458,-51302.23300290867
-1389.6438514772683,2.0292344742132777,51321.90198413664,-27518592898240.895,473.5913886530091,-21012.10781040657,-6.422600214783415,-51301.81558723857
-1396.1687327369282,2.0491140450125602,51317.83045637517,-31483838831309.324,474.2129605357052,-21003.96845735041,-9.368804552801407,-51301.89264591694
-1418.1292384402714,2.0659514442263403,51325.754338230516,-37028892332702.27,483.4762370263324,-21007.481288695075,-10.111211864931931,-51302.34432921602
-1435.3980360782941,2.038477651507395,51333.346560461876,-30600099269876.832,485.4870684528156,-21006.059858779976,-8.52759514289886,-51303.01176521805
-1426.843769007593,1.9909850572792918,51327.24216794227,-25104917586705.44,483.4147756274838,-21001.61248380006,-7.364931020527592,-51304.08380276834
-1450.1258107510864,1.9567128340144893,51334.6871147462,-40080353391671.984,498.23972888939886,-21016.15708731351,-15.209724811688545,-51306.790423615756
-1467.9403392249242,1.9595697922323165,51341.88853525281,-30784150889826.176,498.1353604762596,-21012.286136670707,-12.403374147277134,-51309.19843483668
-1456.3401379992054,1.934094027549858,51341.54180019138,-27909869918983.547,490.42833299044236,-21009.823252582057,-5.1808480282332425,-51311.6874475427
-1416.021228424665,1.929460448863653,51328.8691555382,-26268337563586.086,478.01197077397444,-21008.105875361307,-5.421823097681511,-51313.02945138832
-1390.1550247718437,1.930270111930919,51313.29854794686,-28643443164023.145,480.0100460610739,-21023.254310630244,-16.29330086988108,-51315.253020430246
