Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
-823.0385709794659,1.396878363417876,139879.52914149716,-19357801159645.688,280.58503586848775,-19308.291395614153,-3.788275201489114,-139874.43024752286
-839.2085183248653,1.4277349278724942,151382.67470089073,-23353330717587.66,287.34313911547696,-19311.351769016575,-5.307879296796898,-151372.85343441734
-850.7484840664296,1.421546806586479,149177.7965507746,-19939412463483.812,286.38195572970875,-19308.02706295141,-2.9857318036927722,-149163.79716822703
-850.3743481549475,1.4467477498474157,177797.22469509323,-30250466482188.65,290.0905133432572,-19312.23803365249,-7.283324861301367,-177786.14116721178
-864.9248953223803,1.3806684473815747,146415.36245797074,-23148999088313.387,292.54068608981237,-19312.30768298635,-2.807013321002728,-146397.99093199466
-875.8740364470873,1.393378473894773,178211.4460290999,-32293942817530.008,297.1269323586178,-19315.966975668704,-4.676102502593892,-178191.60867511528
-877.7365653284241,1.38245276770597,186953.3492835692,-22957450787246.367,295.7214377283423,-19311.939009139274,-2.959291805697319,-186935.54845552042
-881.6767214206532,1.337430434137912,204669.6548214959,-26679934420682.92,301.98354251669826,-19321.460296155565,-8.791995122851631,-204650.81845999177
-879.0124443294294,1.3243690741526746,154314.697525197,-28469089877237.13,297.0981067968936,-19317.443413971327,-5.495543643470171,-154299.271873735
-881.6471006710194,1.32445506717132,193730.19809154308,-25897571616287.336,298.818694636361,-19319.609790627164,-2.6990665622701044,-193714.54859468451
-889.4045563234391,1.3119086485260154,179442.98833421883,-20343656383371.734,299.72719682311606,-19316.610518419944,-1.0951725485413135,-179426.7243559031
-894.0365258970486,1.2697709141124178,193284.0171614634,-21353764167654.69,303.4079228598275,-19322.91800584319,-4.80472414697698,-193268.7054703687
-901.446484432959,1.2692053113833628,195839.5383902564,-27037057883633.03,304.48341450760546,-19324.450363733253,-6.012216987754016,-195822.58205176765
-884.0102003414697,1.313674799126217,179221.10506382427,-27720314548250.145,298.08115785017685,-19321.586532840007,-4.452853496964565,-179211.12142991959
-873.4526892622564,1.3094588483863787,136239.10521601568,-20762330505177.867,296.6547895372735,-19327.58618440397,-6.654132427804711,-136234.49963674083
-883.1885724338418,1.3575990777185885,221136.84241353106,-24838565433786.234,300.8613335792295,-19328.8450976242,-4.429395453630548,-221129.0991221633
-897.583262770987,1.3656679219745733,203844.42868857703,-33935442205069.555,305.35712722331414,-19335.525588218185,-8.79776023519662,-203832.14487424525
-883.0289384609835,1.392551390624286,192347.9249361987,-22550403289711.062,297.743202988583,-19324.231232319664,-2.4567330468095747,-192344.11051919466
-892.0626707083632,1.414551429090319,179900.48379426764,-29547396305210.004,303.8959694393644,-19334.262312275925,-6.555330330032916,-179894.13098835835
-887.7026553998483,1.6042128827259132,160677.84485326012,-24551538965032.797,298.3326360265981,-19324.927262647223,-3.433820190770575,-160676.4222620898
-887.777005469399,1.6001449375117338,154394.01056128863,-23870383492433.918,300.90308094448517,-19333.173666858398,-4.83712805429451,-154390.82225536494
-887.5275152627516,1.5863893452149547,159738.76769137962,-22724802183801.29,299.98165695419846,-19334.412431622266,-4.020072477147096,-159734.81908641584
-878.9134434346804,1.5921258091665103,146970.52687302025,-18547089184639.2,296.5812346556325,-19333.865164594306,-3.4383925212509325,-146970.3473096504
-878.0502669587742,1.5884259405422183,192904.50180377264,-22577367125139.934,297.8266977190944,-19336.262236423354,-6.0591330744222205,-192906.27810446502
-880.6704111210133,1.6044707152057034,166895.85150210248,-23439383520165.363,297.3505789582019,-19332.59288343234,-3.3376024537048465,-166897.13607847126
-883.6428235272197,1.592212156633714,137808.97313909128,-19941803094985.37,298.6149277345176,-19334.88632191699,-5.27030666806678,-137809.61187377968
-884.7373996848288,1.583921394779745,115680.133113173,-12829316740455.043,297.47482706908204,-19331.652003504998,-1.6225809296050784,-115679.38250548556
-884.0497609399738,1.566815190418134,115963.80944204018,-16380794459968.303,298.87236982026116,-19332.937613893595,-2.922911958831776,-115964.44087093968
-894.9949261251329,1.5633808087826369,225378.90054151605,-24119057501859.023,302.63659058748397,-19336.136500622535,-4.736337986748538,-225376.0980508263
-899.8078009481837,1.547602357522672,150846.12762277553,-21461685143710.594,303.87907169628477,-19335.175293445966,-4.913267296641777,-150842.4075349373
-898.6054768288195,1.5359576023385326,107243.22119948859,-14478787315350.766,302.26682820950487,-19330.557671821975,-1.6255628842662304,-107239.75929922477
-899.552148035237,1.4971424179274928,106837.66244377247,-15856931038857.676,303.5500626986743,-19334.483067164056,-4.539330182137121,-106834.3583883087
-903.9052054495426,1.4692049869186827,74981.16844714855,-13880656585316.61,304.53510172173156,-19333.934132554503,-2.705825659502011,-74975.93551431224
-908.4298246553515,1.442212479680533,149250.7351617856,-22617721796799.89,306.5389752540055,-19336.90012794063,-3.8548721889209787,-149243.15652401437
-906.8784130436585,1.4286089895933565,164864.09371179246,-23697451211520.676,306.18213467955786,-19337.699604088146,-3.9276318826522356,-164858.26925854987
-908.804159363811,1.3842294921387044,130856.61940156727,-18228481786097.297,306.2179181354913,-19335.956305621763,-3.009587440981477,-130850.40868579758
-909.6154498286137,1.3573367049146483,135664.57698138178,-20121830618047.605,307.08566694187783,-19337.629723382306,-4.355641775012089,-135658.46407372496
-909.2321692561707,1.331563796448338,147279.4693037311,-16312636505214.645,306.41174518846424,-19336.6341691188,-2.7368379879775944,-147273.84737490924
-910.6509832839324,1.3124525991217137,158046.42989638692,-16927100820836.893,306.91072560175866,-19335.741593701987,-3.4022114713627047,-158041.83659282542
-908.9806910797495,1.1582770823243247,161258.65606636502,-30000151296149.55,308.51799916410334,-19339.947632290685,-5.620388145282504,-161250.49932698347
-871.6267390247629,1.3202636325424766,109959.69059115883,-18141391566318.965,291.7792936663393,-19329.99184667572,-3.033045484315835,-109967.59465958209
-860.1853765839932,1.3357876879750419,119788.27989320178,-18732716397566.695,292.40351617540074,-19337.780581044026,-6.396093951128876,-119800.70843173312
-874.4975661755137,1.3224714340915147,116625.31873817787,-21873918974953.65,296.2909910686166,-19338.46514157933,-4.6852471635546635,-116631.64947762268
-880.794858028871,1.3103666910037317,116968.41860754488,-14769622020340.64,297.94100598110407,-19335.592099835125,-3.872565119910348,-116973.02910704493
-880.0795865041563,1.2752595650542136,145913.6502902111,-20374166751258.383,296.73729028289785,-19335.535671733345,-4.7456814446866815,-145918.71618388715
-875.2685008539023,1.3291134969396412,148945.7615707309,-12921717589326.398,293.6489792388627,-19333.764668811113,-2.946370002165793,-148951.1488197209
-865.9023800602961,1.335093847472029,157042.24771839014,-14391772756673.4,291.6789011927481,-19334.620705037043,-3.098648486860384,-157050.5244814468
-864.5752114391194,1.3534528451510512,137224.43050672044,-16152879864600.877,292.1848395002518,-19335.774194775724,-3.9860781940103607,-137232.89334374794
-863.2629525912482,1.3666529743874847,124762.75053128254,-15760733737037.549,290.22768325766884,-19333.030031129063,-2.647975739076287,-124770.16386936707
-856.5825789624257,1.4059238348463916,146476.428913491,-19813030194237.465,289.13429988192416,-19335.134156494616,-3.362849669835896,-146483.94875705618
-839.8866148148043,1.4740734590869937,183300.38126881327,-17383433757044.348,282.45670941078527,-19328.674409771706,-1.8947339916767874,-183313.83480456012
-831.2029640446403,1.5091555882057646,281456.6154926289,-19710789327295.94,281.6992929268603,-19331.13004389775,-3.578345593346171,-281472.425170152
-836.047646384076,1.5340364860289455,299479.5454885099,-20066261988240.832,282.939786065887,-19332.018747361653,-4.325822228400909,-299490.8146927682
-832.2464493790554,1.5313655507235622,218319.40716098773,-20093707855906.13,283.282710851916,-19332.87468057177,-4.647674534824546,-218330.3364224147
-828.1713101391663,1.536234983706912,153243.20269064984,-19602233446229.246,280.1109050773694,-19325.71570212688,-2.9889125553312397,-153256.83022345114
-832.6519952129679,1.5539084591076533,108801.57877757223,-13343637590901.11,283.7359679604066,-19327.93808378098,-7.823456248919342,-108814.75628371593
-847.1476744146362,1.5475825732103428,139204.69391597243,-14882836682018.387,286.3034309236325,-19326.50151304112,-2.0229580421049604,-139207.17385856636
-841.2322715548801,1.5323856624331365,129979.69213873388,-12605371291105.85,284.1892250688971,-19322.074315412236,-1.9511923332607921,-129984.71419767641
-842.7347791101306,1.554544559162541,119303.51516776616,-15122665431808.635,286.3074068631807,-19322.637599681468,-3.5342126643616893,-119308.25175424914
-853.3135614659265,1.5361331713410304,138149.4885057541,-17191911094453.223,287.6304007478317,-19322.583007243757,-3.905764215137367,-138149.4000907984
-845.7270712140777,1.3640066065317082,123833.11026191959,-13525130342516.725,284.5082942176371,-19320.28340512597,-3.4173200416456666,-123834.70670104667
-835.8168430933054,1.3381539079986564,109795.14718494518,-15191108337357.377,282.3304733301311,-19321.73297389452,-2.7581092645602325,-109798.62777212488
-829.9505430869689,1.322676244073138,105205.45079459684,-19319073799223.277,279.709335183005,-19320.080751016343,-2.237459980728431,-105209.83903907613
-824.0335498513936,1.2943181466446392,147788.92234179535,-15627137249754.234,277.8505834442391,-19319.017406155286,-3.2813429090984982,-147795.0168110325
-828.3941615508406,1.3390200218324169,110050.41343777096,-15374789350638.879,281.7698658538402,-19322.944513600763,-3.0924857805607076,-110052.95331765358
-836.1836235166232,1.3173074765663222,115501.1542064427,-14488114430596.205,281.93486734508895,-19318.9660951149,-2.183585999850834,-115500.61646061881
-834.9785162395751,1.3206189113861306,132771.3096278212,-16036954739861.195,282.39110640824055,-19320.28504494621,-5.533911460109948,-132772.35529992238
-833.5267019135636,1.3095271008698535,119052.20497479079,-14045672084803.555,280.9627501255632,-19314.775974229255,-1.8694867755460791,-119053.13171660023
-832.8831960976936,1.2816029661928332,122976.91354789032,-13604925686627.344,280.1188569564657,-19314.795910466884,-2.50225755463606,-122977.82890857279
-832.8696779032298,1.234082982356416,145327.76308028374,-15638754321150.953,280.1456945484158,-19316.690090260636,-3.182540811326703,-145327.95089372815
-826.8186955048814,1.1540196187545293,121981.64343839075,-12457206974716.402,276.87349630027813,-19312.726577642614,-1.6462377699167519,-121984.07035189094
-821.039070980695,1.125957618295938,153999.3657596322,-15723284009880.35,276.68563315662743,-19316.133777111012,-3.354301399807241,-154002.68591765114
-816.5846271079112,1.0847226369669918,200109.90818977897,-18100523585449.1,275.9391505064599,-19315.81894778952,-4.369756360407962,-200115.88044857426
-829.6469801024668,1.1128216528123875,204631.92713112338,-28303090315840.89,284.11368221748194,-19322.076002197744,-3.1773720899140585,-204629.93384353013
-839.7080951290918,1.1094987492628696,131529.02035810362,-16867703200760.96,283.12466725487656,-19318.38146671692,-4.255845692353091,-131525.50473295664
-827.6560283737244,1.0804798214788223,109491.74522599467,-11727459838613.432,277.4539834743098,-19312.08174503151,-1.8484142959407563,-109492.93348522788
-817.5243404201192,1.0959116295541327,138379.8405273862,-15747569988913.447,275.92523471804134,-19312.336230204914,-2.6217345380583765,-138384.4853690641
-816.7482370203179,1.10920845291293,98097.78095456344,-12077141874468.025,274.2235325914278,-19312.948949614405,-2.4450040251423957,-98101.28057655372
-804.4349510366361,1.1058099719985162,125260.6117175941,-13079789730144.986,269.68102165765214,-19309.52733650545,-2.09730811165565,-125268.20347596586
-789.6641368182352,1.0956212171924233,112869.12099096972,-13701193440962.545,269.3669224333473,-19311.624346011922,-11.349120643252434,-112885.84264962666
-795.141987530716,1.082067979463616,107708.71127998391,-14747212381454.498,271.0686245599609,-19311.62982758478,-5.306686514932494,-107719.0666145371
-802.5465785482363,1.078918343660765,95967.84330102082,-13329165286004.12,270.5199449023145,-19312.16079572803,-4.725602949968618,-95973.46522984268
-794.7151704202206,1.0762716315467404,120012.8118493246,-12827175170461.623,268.3460999543566,-19309.030824065067,-1.3939644055857912,-120020.42328859711
-791.2336389548723,1.0815226263080022,137370.71625653104,-12808890220928.639,266.4883422004777,-19306.655878849317,-0.5812823619412484,-137378.64875292208
-795.5676118593469,1.0537462439154588,144368.91754696978,-15361289696754.92,274.29012957885953,-19316.86997364526,-7.794829484172567,-144374.97503996914
-804.8243943153786,1.1105369507633167,133277.42685260455,-18204612347178.914,275.51471895969354,-19310.64388527961,-5.035328640770331,-133282.0254739852
-820.0991588715093,1.104152753591329,122768.12702236742,-16380866346623.38,277.80784209409626,-19309.694010627663,-3.8457275279600935,-122766.70865563286
-828.2971486258655,1.113763588712576,35168.59775602168,-5439829105307.611,279.220294618581,-19309.311295627867,-2.2072428401624506,-35163.53216054109
-827.6930046115224,1.1689345550145875,106436.52493283394,-14644482989345.906,280.4786794855744,-19310.26154998495,-4.728187310674798,-106430.87219048059
-813.437472158563,1.1697755124216855,91793.38210926394,-13826830747178.53,274.5565175285864,-19306.342561841066,-3.920276394488269,-91793.95593673922
-812.55183162421,1.176692238379789,137146.85197425666,-11653726701705.717,273.79413112022627,-19309.586539449407,-3.5713876991370057,-137146.2614975345
-809.470478474384,1.1796579618247334,176384.3507210164,-14086742398012.428,272.5655657998441,-19307.672108325743,-3.523676424559028,-176385.36453590193
-805.9774167843458,1.1762507005198795,129908.2067336277,-11895101624748.363,270.9334426153233,-19305.456587698332,-1.4927665033575295,-129909.7391104288
-795.7455351541271,1.1737256341506783,124343.58909238726,-12978959702022.732,267.9335962262347,-19306.462758495334,-4.560402661742387,-124347.14383083954
-782.2774375286815,1.1803557795771555,100503.51959471319,-12622356585391.77,266.3372564976475,-19309.521965928107,-7.121305324713774,-100512.29836983704
-788.6125008077463,1.2313439649786253,90180.4428330631,-10983021152578.65,267.9435360751052,-19306.942820403154,-2.4072325994350194,-90185.24820330026
-801.1281621144293,1.2471961163333125,97194.41369373476,-15564868568136.455,272.03080193061624,-19307.884817973012,-2.8241098610597533,-97194.6043400361
-808.5096926825706,1.2464282186928746,125358.80251466042,-15606007892045.834,272.48902896354195,-19303.82024226319,-1.461555377904574,-125357.28291056512
-815.7961982955105,1.2674117479390652,171093.37115526898,-15977465631242.766,277.0553955346065,-19308.633226932863,-5.024593603990297,-171090.49317142702
-819.2121267583143,1.2974183020350185,141691.56756651177,-14443802536973.668,275.88249336789863,-19305.481388465054,-4.035181047430058,-141687.20784939872
-807.4465264473918,1.3111700289527213,109529.58722462918,-12636122637716.217,270.8151584137655,-19303.564076052673,-1.1687274301824004,-109528.64487725703
-782.3406549674971,1.5041528672002504,208451.37568663998,-33285157835835.184,269.12041418136124,-19311.346034104987,-10.971605183154338,-208453.29372957727
-711.6695222807734,1.5463262406034846,172786.2755216473,-32359165255064.49,241.55621927883774,-19302.001610596108,-4.39460598258384,-172813.41334673253
-701.3288987039125,1.5767741786236629,152140.1031126343,-22940905478812.715,243.2082221610993,-19309.988211765467,-7.938957292793447,-152170.47188559486
-710.6435310803702,1.5734688449923353,177797.7654228718,-21997302683291.023,242.54722221121733,-19302.32073626107,-5.0832387123257945,-177824.96681329055
-710.396028843497,1.5473367212224676,126946.86533109327,-18491965559738.52,239.83761940914454,-19294.878135000374,-2.93821932609211,-126972.67578876035
-712.1337132230215,1.58580428260882,94511.0520926799,-11070116312907.78,241.25404787317746,-19299.408221469323,-3.394657186221167,-94532.09798318944
-709.9232896312205,1.5873368242357768,110343.94512679316,-12681148589279.174,239.3764104215577,-19294.21836974291,-2.369063579772643,-110364.58845342344
-710.6363743891835,1.5438832368335251,142995.2115473668,-18175227428946.004,240.0553020994064,-19295.925025346125,-4.119868559805951,-143012.72610776813
-703.8444756560348,1.5522714945514025,210444.2477941841,-19097308811576.797,239.26508411420912,-19293.962043377374,-6.5541375481683986,-210464.21421710632
-702.16742435462,1.5714598874556043,145099.17637581102,-13991565431512.764,237.2661805063705,-19288.815442613082,-2.505438306274698,-145116.91145175957
-698.728037848482,1.620034879977744,181292.85186012485,-15161361174158.809,236.83379708050776,-19287.744393028846,-4.37989500625585,-181310.34619293374
-700.3261667498659,1.6282636585851196,194489.62540689454,-14651285100377.871,237.34669328222074,-19289.533246334096,-4.630180400812634,-194503.4604837403
-695.7870353647062,1.6038237699790545,271283.57577975316,-14883038894058.38,234.69374761870935,-19283.62372012479,-2.6992653592475335,-271298.4246217852
-697.4193573462043,1.6391767238230472,222644.05151729737,-15127341633310.916,237.817842118678,-19285.900111404953,-4.704331673385866,-222657.43164726032
-706.5984101840696,1.6595008401925446,260678.47071617865,-15008580543348.34,240.20340584757548,-19284.61851411628,-6.4195519944631485,-260688.1100834177
-713.0929086390156,1.6631324188797318,205187.53088749296,-20319970189462.684,242.61481318353603,-19283.477075105093,-6.0704645021344845,-205192.96390948704
-717.4113753792523,1.6765098630738628,189880.26004360142,-15508833184465.307,242.9219545136316,-19280.38405098031,-4.677494081435782,-189882.61489319731
-714.5954161942662,1.662624721945017,144596.4963507671,-14299518999106.348,241.7013410723457,-19277.074956840912,-6.324527039262023,-144598.65921218204
-706.838755729756,1.6417065118911174,105795.25657694455,-10241070153277.297,238.454986431271,-19273.85112112934,-2.9732075941159053,-105797.43067038873
-705.4907134259516,1.6511094728232292,107914.16298621078,-12353657945918.162,240.0662359331639,-19276.260252103813,-5.7750521937060455,-107914.19548951658
-702.3855046388367,1.5334184593820246,128554.77901970521,-10382187892891.613,238.71044054724047,-19275.154937706604,-4.475913946343894,-128556.34762725545
-709.5034304149345,1.5113087962062985,163318.5684786005,-12325110337513.453,239.61596077933447,-19272.923448135763,-2.579390781870387,-163317.9316821826
-714.5115238698,1.4805191963810858,146105.3743551587,-10927829811408.344,241.78284783308303,-19273.967106499582,-2.6901206982867336,-146102.90122136127
-724.1639123108741,1.5143685536021783,179723.06246185536,-16370812953808.59,247.55591205701498,-19277.44575958058,-4.918436018054393,-179717.6559295585
-732.8380208261228,1.5208693629676897,213332.59591653867,-21594150498646.34,249.48026679832563,-19279.096013197643,-7.104805175589007,-213323.4421606162
-721.5022195803567,1.5062698542265993,160417.13355122317,-17444981498994.371,245.06001600565597,-19273.68238597796,-3.11256427527897,-160413.90464101685
-731.831312932528,1.5182868424355993,191301.5948170367,-19642794999505.137,249.1333660727484,-19279.319413141176,-4.923207145512151,-191292.3915109676
-720.9098045876806,1.538555817358419,186754.02450018603,-16650569101201.96,244.44672733035188,-19275.817446969624,-4.85104384271304,-186750.3965050476
-718.5814943882765,1.541837517569512,187537.29353703806,-19654408621418.484,243.8483484283535,-19277.69155732498,-3.7950342987211343,-187533.83208406743
-721.5652382221951,1.560509445459244,192746.65302777107,-15745100377471.648,245.58285205623935,-19278.30776326771,-3.3962475620403723,-192742.48321147068
-724.7513573791151,1.5175792911013473,205684.19929194005,-16763531304230.361,245.5888159655616,-19279.482315502246,-6.31697275412057,-205680.2287199103
-723.0214260817096,1.5302877829377728,242179.22415641267,-18880255858099.2,246.82732113481418,-19278.996093280035,-4.246104640460118,-242176.42693384283
-733.9651996880268,1.5455142298037556,404659.60792112193,-28458141461094.848,250.36690131756586,-19280.50224735822,-5.59295416240019,-404654.257101678
-741.3145251458278,1.5586702556476966,307175.789563616,-23146844355566.42,251.91652375646214,-19281.977406055164,-6.407822972796083,-307168.09100156813
-744.1984728970874,1.5550638901198877,204589.47006065835,-17255530045117.562,254.12615216035346,-19283.35071725441,-6.4449980075713995,-204582.04568934158
-750.9702931355177,1.5786927721800172,221796.05020866176,-16847224298084.533,254.79808594399293,-19280.51211695499,-4.2371587764767185,-221786.06796633592
-752.0002602754693,1.5747412038904411,246239.59079291057,-18020598660887.91,255.8149324834355,-19282.873402124664,-5.650804082825914,-246230.95276604674
-763.0052633508282,1.5947439973731021,386045.5620708121,-28615539095259.703,260.5284088177821,-19286.03782640905,-6.564872584948489,-386033.7640168946
-771.9568924465386,1.5892918209715947,264611.2802661075,-25417895414285.363,262.3941184507574,-19283.79660402623,-3.99224090030998,-264597.6979099193
-776.3232692583306,1.6003295938597653,183957.72236032606,-16518257176161.89,264.8532370612958,-19284.037749300467,-5.661936713560692,-183944.943839716
-776.3232692583308,1.6283355159061206,224723.12497620034,-20666935987487.715,262.1486041836583,-19285.303415504615,-6.207634416546057,-224710.94299562022
-769.2725368605968,1.6009508115209077,200677.4218730651,-18947293453223.004,260.9846478809338,-19287.087270061395,-4.2719482475231985,-200667.89641649407
-774.7201704325116,1.6016424613481446,156290.97306708217,-14958260768936.232,261.9110417956556,-19287.20157418381,-3.4912725172413275,-156280.9503198722
-780.9808836420257,1.5752941065035635,254113.85259136124,-21670684530751.816,264.4516671669315,-19289.20737823128,-4.833748505678557,-254102.43911019654
-783.9803324371594,1.577504351265895,170153.12208520662,-18778910561808.63,265.0152565978835,-19288.718062949396,-2.7141751325530663,-170140.79503253227
-792.8896177766821,1.605303845963832,285352.0293431376,-26833569291041.555,271.903571865075,-19295.75852522066,-6.403051845338268,-285339.3135429739
-813.3718691560184,1.6327540671355139,250677.46195567283,-26925450862333.652,276.5882226376974,-19294.589466134057,-5.009683830684764,-250658.51391996664
-814.3227150989615,1.6139306554709156,263855.0138226969,-27548520991505.965,275.2433610855315,-19292.869686084443,-4.613680251687811,-263838.7477073137
-812.3403116402476,1.613066575726551,271836.13297244394,-29466894628829.906,277.0822331265567,-19293.710727204016,-5.357777338126368,-271822.85616721003
-817.5754312433131,1.5966197455758535,250627.22794745152,-24083260260777.336,276.57430684927886,-19298.424207158096,-6.035476234110604,-250612.19849836553
-807.9061450591594,1.6358308727806077,236059.5484565057,-24977879437093.83,273.59235218815695,-19296.894562238835,-6.257333660898098,-236050.9674346751
-810.8972443812421,1.6374894803081448,232092.83209411005,-25113933751480.15,275.2443550704185,-19301.20340585813,-4.958394210513347,-232083.48078369125
-820.0766948130622,1.6193539575082032,348500.5531987328,-33706070823305.848,278.8674299836816,-19302.337100022436,-6.08358510264344,-348490.31604898267
-832.5985188260452,1.5932720842753727,243978.19366813247,-26201181427444.594,283.404970993022,-19305.167581616828,-4.892393614013997,-243964.32275813154
-842.7864663242567,1.577509451234622,237934.53693840146,-23552502850404.707,285.8640896035605,-19306.688072325953,-5.87305910356821,-237918.8092149323
-843.589804909963,1.5524008278878358,186358.26047154685,-21508228717295.793,285.1156189836189,-19306.42132597656,-4.60294521490772,-186343.5940257416
-844.1659185504917,1.5658727969503408,234879.29179561854,-24806204833458.582,286.9594609490793,-19311.98863880272,-6.796272266651499,-234864.7434849171
-842.4449331170695,1.664685740667107,292835.6421591777,-34221394332906.637,290.76145314200966,-19314.223873163402,-5.923155941875052,-292821.7476420357
-844.8750273689066,1.6950448468214445,230546.2333572401,-22764748331878.742,285.97740388068314,-19309.882090345418,-4.752042947963787,-230535.1872031904
-847.1820662917278,1.7107901442946873,248090.59640745187,-21975418406776.26,287.78446840532297,-19313.04126314891,-5.308674484706501,-248079.51292926967
-854.8435030040594,1.6867077866599467,241218.16601274014,-24514136422107.805,291.9104996714286,-19316.648157884392,-6.041042549478107,-241205.77559352922
-859.7160169203325,1.7038928552374693,180527.9556399249,-18657450569976.195,291.05567266857366,-19315.941572857475,-6.451558307825906,-180515.74398889593
-855.3961696455306,1.749640830126412,314505.75915371167,-33012713232803.86,294.29669844622623,-19117.74775910461,-8.166248503630186,-314495.9272405557
-866.0688062632162,1.748276545136592,292836.1630072585,-30250857266430.266,293.96619847128517,-19111.21115402858,-6.937020526656454,-292825.9700180481
-871.3019158079546,1.760875421654722,309120.6350824875,-27276877940696.004,296.52032547061,-19116.8560357362,-5.586222675859688,-309108.3354582738
-868.5952949605428,1.737505227291371,316148.2754166005,-30864301085169.465,293.777755503117,-19110.7418077831,-2.396414730581057,-316138.16076996556
-864.4257768556294,1.7476135495838168,261231.97340938254,-26881387995897.984,292.56302313907946,-19113.863668626353,-3.645356741147623,-261225.70940497864
-873.4175021972552,1.764392302246137,283925.567678487,-32751784068668.086,295.89411499177436,-19120.535982429938,-6.963499179619646,-283915.5701067053
-854.7322705730612,1.7681737568156555,267424.16682292224,-28955951089161.316,290.37032008895926,-19113.60976751772,-7.995200270985265,-267425.7534381653
-852.3302508721451,1.777991127933619,257145.331555495,-27334032757993.516,288.5419401106306,-19119.359444495396,-7.145177528417548,-257144.61064586713
-829.5060385676227,1.764862364837705,263772.85721672897,-29811523484413.355,283.4568790926786,-19115.397407050932,-9.61967529401386,-263785.70718276384
-841.271257851005,1.7633399310810887,358566.71797230176,-35078512658644.926,285.99554410487167,-19120.125435896,-3.7736912343410722,-358570.48355703714
-843.3543740673291,1.783026471032973,357810.3852080106,-30800879233325.734,286.3337750733785,-19117.4122714318,-2.1913501262462205,-357815.08571836434
-851.166349790803,1.7991361718125742,248822.27530936842,-30627470192033.203,291.4236679623092,-19121.284368793426,-9.069808376641333,-248828.32715874247
-869.8463629943401,1.847222236670555,310928.2757042014,-29986352652282.715,296.9716222200177,-19124.533666019073,-8.138223651953865,-310926.76625531836
-873.8751770163549,1.8625601081259195,207409.19821545054,-29431318032728.367,296.1695316375585,-19118.77088138795,-2.6772430718613123,-207406.5791978045
-882.5849143676658,1.854773684113239,256981.47314686637,-29364281255046.625,298.9555884438595,-19124.087120993012,-5.1693288478199975,-256976.67445289437
-887.4345666315369,1.8072599706065646,470338.9770545825,-45655987989624.836,302.008364528183,-19126.704038990603,-7.7025821645169685,-470333.8244191587
-890.3400672884306,1.7928295215816292,283902.4355793637,-34858827183974.758,304.8726976443384,-19125.386157504232,-5.211849312432378,-283897.7435123594
-898.1906979797341,1.804419900816323,280321.20259797404,-31977704150348.76,305.7414680463032,-19125.801090384208,-7.457509668478792,-280316.5362144348
-908.0191101000264,1.8475361418149798,262821.8937902944,-36588815464589.56,310.8477892965613,-19128.96274861516,-10.183071450126704,-262807.398080721
-892.6460293942908,1.8491409167065591,291012.75115867023,-41189375699723.16,302.8433118332971,-19121.988098071048,-8.433934155848362,-291006.274422173
-886.4444196305878,1.8233038996018638,290292.844903313,-34523868744325.934,301.2903485007527,-19124.044894083163,-4.465615158486457,-290287.45388822467
-900.8828232142095,1.8215847167754322,283682.4646530598,-35077041196699.3,307.3427500886344,-19126.483318063278,-5.526500750563287,-283672.9242687685
-910.4207432512644,1.7968384032145126,245222.4744141819,-32545868382411.52,308.10135383228544,-19124.71547429416,-6.26655010965618,-245211.42982013628
-913.2825637945108,1.7935754825217276,279720.6058671964,-34492601991242.312,309.6233931905664,-19127.740538190643,-5.30636070877506,-279706.9272270055
-909.0678193772368,1.7577887927376854,287061.7128646765,-34174234727625.086,308.1197149420044,-19127.00393693411,-4.806358699902148,-287051.34908125177
-906.9899215815697,1.8630310379804398,268594.9339929249,-30645851561683.562,305.6042429105089,-19123.198842633734,-4.764611334646531,-268587.1637645667
-905.3913453869866,1.9193939213765856,250778.45537596018,-29777808892183.527,308.94983037613986,-19130.792682650306,-6.856618193571421,-250771.8321854536
-918.9203908524225,1.8925493872938413,301596.39920854167,-27528815189655.56,312.4413403453266,-19132.912831666887,-6.206055085003413,-301584.56233261165
-921.2439409686453,1.8822497823842341,268810.1580891794,-29612949859195.117,314.4571969176276,-19134.35175512461,-7.097438643148166,-268800.92100142944
-934.6981890713314,1.8951670510494856,366466.1447622445,-30911080535979.676,317.95547150618444,-19134.071522781,-6.699679024184206,-366454.5296691924
-938.2963867517274,2.0107133460834885,301293.5017797533,-36190473790108.11,319.86695966534614,-19134.234904598725,-6.559941315481069,-301281.4731751829
-932.6908365919529,2.091513033624779,378597.2449126221,-43081105314260.94,319.99162193659583,-19141.349410551204,-11.055900623713626,-378585.87252444925
-919.0676662798525,2.096576346648265,315516.1729542935,-35475435073842.016,317.46938528573025,-19139.353596091958,-9.644801023102957,-315515.0747666575
-951.6516781367702,2.088312110075663,273044.2628470907,-35207721380459.83,325.10374143202836,-19142.416855599105,-5.702767403865096,-273029.3267607963
-964.2580295201196,2.093603046671012,366429.6989258265,-37492421117033.76,326.96207901042476,-19139.88816843836,-4.061864019508846,-366412.1090310345
-970.8504410085773,2.0776177471229356,347672.6898582445,-37885469890413.54,332.2317174997618,-19145.95333435902,-7.8189336176832285,-347655.07478940464
