Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Close
10060162296032.613,885214653399.0408,-25688959675632.965,-8873646992595.758,13155129019571.729,19373444447497.434,3422126105663.902,789547159068.7804,-7423494789206.269,-21072204587243.508,6211390837487.109,413.5111111111111
9071141892057.293,798188640707.9617,-23163463374958.73,-8001273560863.4795,11861840460519.775,17468830017522.305,3085694915150.161,711926387036.2717,-6693686888707.966,-19000583915804.027,5600745629241.176,417.7458333333333
10264167928576.654,903165497379.4933,-26209894993288.062,-9053591764092.303,13421895959212.186,19766310144771.67,3491521916389.654,805558091601.549,-7574032738476.104,-21499518544497.246,6337349117713.422,412.8222222222223
8939618553449.002,786615655348.2384,-22827614104818.3,-7885262384405.886,11689854623862.756,17215547797663.48,3040955135611.853,701604079007.1567,-6596634423512.899,-18725092719748.984,5519539790943.808,416.3736111111111
10891865323900.822,958397931140.7494,-27812741169055.523,-9607257342761.521,14242701940494.963,20975103815356.434,3705043288574.892,854821357785.5824,-8037216872124.18,-22814305343143.41,6724904765642.374,413.62916666666666
9629530949539.703,847322479780.2584,-24589328465495.79,-8493805160482.702,12592015633979.69,18544152604553.67,3275639947925.3906,755750178741.2683,-7105727755902.433,-20170196161086.88,5945508680132.282,409.35277777777776
9090149185804.818,799861156350.6146,-23211999042692.57,-8018039129892.322,11886695346922.887,17505433436210.318,3092160551334.448,713418106001.563,-6707712488929.683,-19040396947245.754,5612481108492.658,401.1888888888889
9914058390542.082,872358649871.7184,-25315878565353.426,-8744774863183.707,12964076763123.662,19092083654669.07,3372426523036.983,778080586956.9752,-7315683336178.84,-20766172558087.45,6121182828871.788,400.80277777777775
11665637382538.738,1026483665979.4779,-29788594292216.773,-10289769131985.562,15254521364301.33,22465202285502.266,3968254336219.141,915549078749.976,-8608191383430.665,-24435062730121.812,7202651057266.449,402.8833333333333
10243076483848.934,901309599206.6924,-26156037349235.934,-9034987860147.348,13394315764116.697,19725693139682.41,3484347321700.2266,803902796066.4495,-7558469200618.435,-21455340011552.324,6324326805126.554,407.1611111111111
10185407964561.637,896235280137.4382,-26008778593805.723,-8984120942087.914,13318905946615.754,19614637349655.02,3464730438836.7173,799376763578.3167,-7515914832401.775,-21334546409669.082,6288720620474.784,414.2736111111111
9972199109223.533,877474557337.0951,-25464343158912.215,-8796058361298.891,13040104204739.395,19204048844672.13,3392204041433.072,782643663645.1948,-7358586079334.937,-20887955396419.83,6157080441754.217,418.8263888888889
9787618024149.062,861232928830.0293,-24993008849202.535,-8633247171044.988,12798737663431.605,18848590025170.816,3329415800374.507,768157204735.6405,-7222381647190.715,-20501328266133.63,6043115339089.0625,420.8569444444445
9765324362677.828,859271231824.0442,-24936081508016.062,-8613582848082.084,12769585344775.232,18805657971637.785,3321832266850.8267,766407593450.2849,-7205931078592.402,-20454631630422.867,6029350853167.073,423.87638888888887
15183260579310.133,1336006731946.5652,-38770962018795.836,-13392516980887.178,19854326891844.516,29239295318884.25,5164830443344.64,1191620989006.6362,-11203880572186.492,-31803142330757.44,9374517456968.38,424.8375
11592579139849.133,1020055223572.2086,-29602037330233.4,-10225327639056.611,15158987524910.678,22324509557202.332,3943402375788.1978,909815154186.8262,-8554280602424.72,-24282033780475.69,7157542581913.194,430.7861111111111
10634438920121.75,935746455940.6735,-27155394167017.684,-9380192315727.484,13906079437537.814,20479362625085.855,3617475545273.286,834617852975.6986,-7847259277554.017,-22275095158842.83,6565963310104.937,433.2833333333333
12167900436065.38,1070678943810.3298,-31071139546265.746,-10732794433605.613,15911303977836.613,23432439602988.54,4139107187889.3804,954967859578.9257,-8978816020965.166,-25487112588748.08,7512760122408.987,431.21527777777777
13697853189615.488,1205302686022.027,-34977924883182.203,-12082301568446.197,17911940305010.11,26378759338593.684,4659545240300.671,1075042441139.3457,-10107783506018.096,-28691780334055.344,8457390437144.522,422.25694444444446
11481186086479.873,1010253500817.7802,-29317591459697.71,-10127072478749.709,15013324793197.846,22109993423304.31,3905510236803.1577,901072757959.973,-8472082592793.489,-24048707740086.746,7088765849820.445,428.4944444444444
11665147956738.45,1026440700142.4929,-29787344209456.85,-10289337539482.932,15253881805455.477,22464259576653.047,3968087826923.4043,915510543908.104,-8607829873602.411,-24434037749916.645,7202348373307.517,436.0736111111111
10823386392205.62,952372349916.434,-27637877954861.56,-9546854991823.002,14153155843116.738,20843229944762.91,3681749082309.205,849446945930.7175,-7986685536977.917,-22670868171397.37,6682624120251.873,436.2305555555556
11470788168461.014,1009338576246.695,-29291039727122.51,-10117900889523.305,14999728024165.479,22089969349387.14,3901973197144.095,900256657340.3499,-8464409749081.363,-24026927897496.324,7082345812516.424,433.85833333333335
11364912427875.559,1000022341984.4012,-29020683051774.875,-10024512399187.057,14861280062025.072,21886078584715.23,3865957897686.1255,891947334164.7808,-8386283159884.158,-23805158940642.312,7016975684414.024,437.4069444444444
10191520787135.652,896773154882.5465,-26024388027311.965,-8989512811985.113,13326899349881.396,19626409252513.57,3466809820673.2627,799856530678.1927,-7520425592468.501,-21347350531655.734,6292494864724.589,430.7902777777778
9902846222643.098,871372084986.247,-25287248150392.12,-8734885134466.82,12949415311376.512,19070491876186.207,3368612539223.981,777200641929.8915,-7307409788654.591,-20742687564621.484,6114260138955.094,437.9347222222222
9154925624100.879,805560965406.1647,-23377407802933.137,-8075175687465.147,11971399990670.016,17630177183783.77,3114195290370.808,718501914477.836,-6755511655519.303,-19176078889850.62,5652475643886.272,437.90833333333336
9848021093214.604,866547925195.1431,-25147250062653.113,-8686526170978.512,12877723549690.713,18964911708924.51,3349962863095.676,772897765199.4456,-7266953623223.542,-20627849728094.16,6080409584943.947,445.92083333333335
10279724765381.793,904534374387.1472,-26249619932475.348,-9067313788267.225,13442238824883.5,19796268862373.234,3496813819088.908,806779023880.3711,-7585512274401.538,-21532104259259.527,6346954256234.605,450.3347222222222
12035428797003.738,1059022491677.2177,-30732868583960.168,-10615946727997.322,15738078033733.305,23177331041023.47,4094044805214.327,944571104860.538,-8881063769277.105,-25209634925919.547,7430968774524.806,448.05277777777775
14326962855937.953,1260659361940.3638,-36584377252106.164,-12637212778618.246,18734592987631.89,27590272601597.508,4873546996443.794,1124416528597.1328,-10572009759478.568,-30009525245804.04,8845818049884.693,437.35833333333335
11797637025691.773,1038098690187.9182,-30125659328970.484,-10406200565123.922,15427130596831.09,22719401448163.79,4013156101868.029,925908597951.0381,-8705594831895.715,-24711551780778.984,7284150312168.426,451.0680555555556
11708606622141.844,1030264755538.746,-29898317317961.203,-10327670650626.947,15310710524700.852,22547950448324.023,3982870985293.2603,918921250053.2179,-8639898341826.211,-24525067219891.44,7229180635445.538,459.87361111111113
12468401682187.436,1097120699764.4059,-31838479085100.52,-10997853932486.748,16304253346693.121,24011132167582.902,4241327475069.4746,978551858136.2207,-9200558662235.855,-26116548078094.047,7698296648723.662,460.9555555555556
12599113111941.945,1108622250448.3076,-32172255412067.26,-11113149019044.918,16475177495609.879,24262851062515.305,4285791101348.7705,988810494143.4414,-9297012114043.33,-26390338793741.81,7779001292515.515,468.6972222222222
9537773930262.887,839248637480.7933,-24355023495497.37,-8412870164269.979,12472030184032.191,18367450488142.703,3244427289189.07,748548757020.7385,-7038019072057.658,-19978000176355.0,5888855316823.871,473.81111111111113
11673556046254.768,1027180551191.8485,-29808814639047.906,-10296753976436.83,15264876660695.613,22480451577906.652,3970947975698.321,916170431555.9897,-8614034286345.404,-24451649606034.63,7207539703683.355,473.88194444444446
12159510730152.846,1069940731674.1577,-31049715985630.58,-10725394221366.25,15900333299820.297,23416282935424.375,4136253277272.1123,954309371029.7408,-8972625064921.463,-25469539336441.676,7507579975960.751,464.0944444444445
16082993579881.48,1415176277728.2498,-41068460048139.07,-14186133947154.947,21030859632660.355,30971963866518.07,5470889105349.407,1262234194465.8164,-11867802161248.125,-33687740370372.844,9930034028999.004,478.7097222222222
13235140879011.076,1164587697195.2168,-33796373331095.547,-11674162455877.355,17306876690207.188,25487686920298.824,4502146170018.962,1038727519983.945,-9766343242729.184,-27722574500707.62,8171700235518.291,484.3083333333333
11309783200318.543,995171467107.0465,-28879908264601.246,-9975885247069.3,14789190831529.238,21779912691699.816,3847204765658.591,887620533974.5665,-8345602433339.633,-23689684183247.88,6982937151522.008,490.7763888888889
14495077169432.87,1275452206783.6458,-37013662494273.54,-12785499505317.182,18954427460697.12,27914020048716.53,4930733769925.555,1137610444435.1785,-10696062628993.152,-30361660898654.86,8949615414306.408,496.7972222222222
11794419008260.494,1037815588913.582,-30117441906116.31,-10403362163109.574,15422922826186.889,22713204263926.09,4012061434495.6724,925655979114.3147,-8703220041470.015,-24704811412761.836,7282163159673.094,494.52777777777777
12283397996570.768,1080841865899.7845,-31366066245239.695,-10834670026898.338,16062334143373.564,23654859901554.676,4178395519880.504,964032322214.9865,-9064042616793.701,-25729036090972.367,7584070835180.754,492.5194444444445
11272376231724.7,991879964670.544,-28784388399196.297,-9942890170849.652,14740275805531.227,21707875966432.348,3834480195439.612,884684748955.4564,-8317999461396.449,-23611330909589.406,6959841167454.08,481.9944444444444
11918419060820.82,1048726581577.1166,-30434080322027.92,-10512737377604.812,15585070847642.346,22951998527255.832,4054242057793.4155,935387861809.139,-8794721048340.307,-24964544233464.914,7358723992453.991,468.5666666666667
15064990827851.643,1325600041204.3445,-38468955877482.8,-13288196329606.328,19699672380828.867,29011536112361.086,5124599067156.195,1182338754843.639,-11116607760235.242,-31555412396088.367,9301494313687.518,480.1069444444444
13940088044244.316,1226617509818.1484,-35596479628616.21,-12295966870403.922,18228698046865.625,26845245185798.312,4741945318079.015,1094053578104.4111,-10286530825476.564,-29199170297636.86,8606951831921.632,478.15833333333336
12663639572937.283,1114300119300.7793,-32337025788562.902,-11170065179849.963,16559555435957.566,24387113421562.848,4307740817906.5337,993874656564.0896,-9344626705109.11,-26525497208648.797,7818841327176.969,464.0055555555556
14247745968051.088,1253688952472.3801,-36382094283836.77,-12567338980304.477,18631005514140.938,27437720034505.016,4846600111395.044,1118199368839.1946,-10513554736960.691,-29843596163556.426,8796907475753.393,469.95416666666665
10757478510612.23,946573031620.6156,-27469579801854.035,-9488720473209.06,14066971911658.713,20716307162611.844,3659329442737.0884,844274260321.3834,-7938051254474.8955,-22532816375443.453,6641930708069.632,465.26666666666665
11998759386149.924,1055795932696.3539,-30639232166061.844,-10583602300278.607,15690127660871.143,23106714733551.473,4081571135136.664,941693183346.3109,-8854004965057.324,-25132826752303.21,7408328024603.131,470.1055555555556
14201813008660.105,1249647217914.7583,-36264802701451.37,-12526823398655.607,18570941534207.453,27349264052023.31,4830975245088.735,1114594377092.2874,-10479660222425.785,-29747384063781.82,8768547191915.125,484.9486111111112
15148553269349.994,1332952886855.3616,-38682335756305.09,-13361903326223.656,19808942516754.26,29172457476777.37,5153024208161.275,1188896995326.6985,-11178269426752.117,-31730444144260.426,9353087876896.742,482.15
12453333118681.424,1095794807839.47,-31800001200567.535,-10984562665130.17,16284549041072.95,23982113919600.945,4236201690478.7393,977369272534.0095,-9189439468772.195,-26084985296833.074,7688992993639.727,491.55555555555554
13164001743598.36,1158328046241.696,-33614717154173.926,-11611413663633.172,17213851993041.291,25350690125165.73,4477947055130.09,1033144326431.2668,-9713848901810.842,-27573565179301.105,8127777107539.799,493.1375000000001
12738812320727.447,1120914706239.0916,-32528981848649.094,-11236371867702.775,16657854675309.469,24531877947946.227,4333312032944.7305,999774412622.9823,-9400097462169.256,-26682955346478.832,7865254890393.682,499.0541666666667
11122617696084.049,978702365060.562,-28401975098860.992,-9810794416793.615,14544444530153.637,21419477244029.516,3783537429160.7773,872931362811.7648,-8207491260780.355,-23297643803908.992,6867376755298.664,502.6166666666667
12356378239311.34,1087263497398.12,-31552423103997.004,-10899042661000.027,16157766242491.498,23795401788979.0,4203220866777.475,969759937897.6522,-9117895375062.469,-25881901341298.08,7629130623802.555,508.17083333333335
12733231564314.016,1120423626223.8335,-32514731671159.594,-11231449340994.656,16650556996724.684,24521131046651.72,4331413675740.184,999336484948.7305,-9395979535984.297,-26671266074427.113,7861809342145.586,516.6888888888889
14936308945762.004,1314277019009.8396,-38140362683632.61,-13174691418624.94,19531401933328.1,28763726033662.895,5080825869773.819,1172239531006.3877,-11021652270747.75,-31285872989901.6,9222043154229.652,512.0861111111111
13151832753638.084,1157257281698.8503,-33583643354771.336,-11600679940034.547,17197939314400.432,25327255670212.76,4473807586579.349,1032189281480.269,-9704869294528.23,-27548075902014.848,8120263663593.369,512.2513888888889
13283591865402.76,1168851041685.5398,-33920094484480.777,-11716899100048.465,17370233578063.172,25580991809078.902,4518627554102.2295,1042530044858.7565,-9802095605023.152,-27824060935011.29,8201614906539.113,522.8361111111111
15415532611135.703,1356445003990.9663,-39364076117246.52,-13597394621962.877,20158057183058.984,29686595047112.844,5243841496913.153,1209850119800.258,-11375275919917.75,-32289664144363.824,9517927135282.777,531.8027777777778
14152954230135.744,1245348068094.1382,-36140040241695.76,-12483727188767.78,18507051701709.426,27255173892793.12,4814355154155.519,1110759801977.2363,-10443606778460.768,-29645043699508.094,8738380473587.811,540.4666666666667
17053991670656.375,1500616410320.556,-43547936015702.85,-15042610594783.283,22300581134023.598,32841871821641.863,5801189733549.12,1338440609698.4973,-12584311444511.027,-35721611097786.805,10529552128304.576,536.036111111111
16159434992199.996,1421902496729.7295,-41263655915355.734,-14253559702755.398,21130817834781.42,31119171690437.758,5496891895823.124,1268233552698.5486,-11924209157714.324,-33847856012389.902,9977230967247.125,539.963888888889
20074521085713.34,1766399148967.0737,-51260958554258.26,-17706892929929.6,26250363976512.867,38658682471132.15,6828671430337.464,1575499411304.166,-14813190313599.979,-42048468847497.875,12394500844474.338,544.0597222222221
15570811351748.797,1370108260254.9382,-39760585697782.02,-13734359439393.902,20361106568842.086,29985624517438.438,5296662073160.992,1222036850822.6582,-11489857830581.592,-32614913806551.508,9613800277557.363,548.2486111111111
13064968850552.432,1149613913185.9856,-33361833293157.13,-11524060856280.062,17084351962621.162,25159976617027.867,4444259413450.574,1025371974744.8097,-9640771558110.21,-27366128921273.47,8066631822703.316,538.0972222222222
18399803290108.66,1619037208484.5222,-46984510971216.86,-16229694616583.26,24060426142277.336,35433580286844.74,6258989231918.179,1444063339866.3152,-13577399351855.307,-38540573496661.74,11360489183850.533,527.2486111111111
14840525571085.73,1305848910870.7556,-37895776748925.47,-13090205063171.875,19406151463572.32,28579270486407.383,5048243635415.989,1164722188193.8862,-10950972650446.332,-31085243588387.367,9162903961927.742,522.213888888889
13695516006300.625,1205097114413.2415,-34971956444205.305,-12080240115449.129,17908884446755.02,26374258264450.24,4658750184292.911,1074858899832.2584,-10106058552261.06,-28686884900543.51,8455946972505.668,512.1416666666667
16357166180723.031,1439301292809.9043,-41768569155197.64,-14427970131860.396,21389380227014.043,31499954299885.066,5564153355626.588,1283752010131.9617,-12070116993316.52,-34262027510563.688,10099315052488.977,524.2833333333333
4056726803963.44,356959821466.0943,-10358987032625.754,-3578268409023.441,5304761785585.397,7812276597287.627,1379960884377.4456,318382238867.9194,-2993499422083.527,-8497296042665.925,2504722533293.3965,529.5958333333333
13628177194506.129,1199171803296.4343,-34800004663030.707,-12020843338684.488,17820829038081.223,26244580023764.367,4635843805839.577,1069574006542.7616,-10056368657683.043,-28545835770968.133,8414370450685.996,518.6694444444444
17330957593061.81,1524987208608.1006,-44255177752336.73,-15286910605834.217,22662754388489.23,33375241365738.746,5895404156235.31,1360177620868.1448,-12788687431887.752,-36301749052991.52,10700557761703.824,520.7
17125133552586.133,1506876315239.739,-43729599474656.36,-15105361880719.107,22393609429718.48,32978874115506.766,5825389815428.019,1344024066307.7437,-12636807904788.104,-35870626311458.13,10573477044036.754,528.1624999999999
20294179637884.266,1785727308911.9553,-51821863989443.3,-17900644435472.58,26537599329157.61,39081691811587.7,6903391819135.928,1592738813154.0256,-14975278697360.549,-42508569579355.695,12530123632613.258,535.0305555555556
17435850481128.148,1534216954213.3015,-44523025375884.29,-15379432228175.152,22799917189798.355,33577239819840.56,5931085160755.107,1368409882827.8496,-12866088957416.902,-36521459820134.86,10765321174139.79,551.6236111111111
20461163392512.027,1800420602880.4912,-52248262425470.484,-18047933836465.477,26755955169017.598,39403262111944.67,6960194011885.208,1605844053683.5908,-15098497499884.805,-42858337013893.89,12633223222735.861,571.6430555555556
20209830898313.105,1778305338956.368,-51606476741662.414,-17826244029839.008,26427301319925.523,38919256535819.19,6874699236299.216,1586118865418.042,-14913036783113.117,-42331891415795.29,12478044412809.336,579.2375
17867333647275.734,1572184105220.6504,-45624831447917.84,-15760025427188.732,23364144504127.07,34408171900185.758,6077861067672.727,1402273675197.5967,-13184484435541.291,-37425252325281.734,11031729152018.643,575.9236111111111
16809267810353.965,1479082661591.2024,-42923025953321.5,-14826750024790.586,21980569105389.555,32370593036186.91,5717943004761.421,1319234103029.301,-12403727349652.02,-35209008295406.01,10378453652527.57,576.2472222222223
13042817112903.66,1147664794358.1409,-33305268128047.125,-11504521842395.691,17055385565471.988,25117317768621.03,4436724154067.589,1023633420338.3357,-9624425452359.393,-27319729675504.484,8052954605014.929,569.2777777777778
7717898650587.672,679114048956.5719,-19707911306977.19,-6807634603059.809,10092278043796.734,14862809949708.633,2625367427677.183,605720290393.402,-5695114746381.7,-16166055384937.541,4765219578094.8,571.8638888888889
11349111306450.268,998632060563.0607,-28980333970160.6,-10010574982733.281,14840618187987.98,21855649197843.5,3860582864037.3184,890707096135.5922,-8374622994723.052,-23772061713417.812,7007219202205.502,574.0763888888889
12583061890899.496,1107209948040.9863,-32131267854833.273,-11098991004257.09,16454188507420.838,24231940156312.547,4280331007478.6934,987550666305.4131,-9285167495651.918,-26356717732422.72,7769090512577.947,573.7555555555556
14360417473823.945,1263603200433.1472,-36669804556572.5,-12666721826642.436,18778340174276.15,27654698037589.938,4884927117501.811,1127042042067.8013,-10596695974507.566,-30079600129267.69,8866473341328.752,565.8499999999999
12429879336115.041,1093731097242.9623,-31740111103163.434,-10963875111661.662,16253879965596.184,23936947545615.137,4228223502214.968,975528518152.3298,-9172132564492.02,-26035858657018.84,7674511874166.609,555.0763888888889
3343245025688.8325,294179118984.88184,-8537087608641.065,-2948936185988.3657,4371780441827.9443,6438283010168.854,1137258604139.0383,262386383483.2648,-2467014024963.5806,-7002823812625.78,2064201347217.8928,557.9847222222222
10703828473462.584,941852260788.3306,-27332582707603.688,-9441398041041.463,13996816723925.17,20612990172600.83,3641079519368.489,840063663502.3246,-7898462339174.649,-22420440101516.473,6608805816367.552,562.3597222222222
11984641158843.982,1054553667602.3578,-30603180499961.953,-10571149199756.424,15671666152459.668,23079526229434.754,4076768565881.338,940585078500.1077,-8843586803169.617,-25103254388554.523,7399610866045.889,556.8041666666667
13141576391052.719,1156354806780.0283,-33557453339852.086,-11591633228554.879,17184527652128.887,25307504351954.48,4470318713350.624,1031384321659.0465,-9697300987401.861,-27526592731040.664,8113931089290.477,551.3152777777777
11101991601939.762,976887472787.5758,-28349305495372.86,-9792601045474.744,14517473070398.504,21379756255563.79,3776521120071.604,871312520550.5555,-8192270902439.038,-23254440023628.645,6854641494420.995,547.7694444444445
13752710062351.307,1210129738443.5718,-35118003599157.57,-12130688624212.797,17983674012644.293,26484400366255.25,4678205681625.512,1079347668849.3186,-10148262699028.504,-28806684775791.547,8491260055219.326,552.338888888889
11269630561820.25,991638372292.31,-28777377253082.836,-9940468346382.332,14736685442027.281,21702588490070.04,3833546217456.1836,884469267770.8263,-8315973410607.134,-23605579774522.992,6958145935088.905,552.4416666666667
11627382161070.99,1023117685950.9448,-29690907892336.664,-10256026024102.566,15204497848284.732,22391531724650.453,3955241179918.542,912546518089.1769,-8579961894162.867,-24354933017819.746,7179030515898.513,560.3583333333333
16358954580560.69,1439458651851.2935,-41773135329346.58,-14429547493341.93,21391718866792.496,31503397903924.492,5564761646060.034,1283892262698.5515,-12071436444697.627,-34265773271001.465,10100419014086.129,574.5416666666666
12360316838910.914,1087610139024.9971,-31562481217233.46,-10902516973587.934,16162916827878.664,23802987141388.855,4204560719127.9473,970069119644.0901,-9120801807261.785,-25890151884888.76,7631562388874.07,579.5611111111111
12735374256760.129,1120612249532.533,-32520202538750.676,-11233339378573.021,16653359210104.564,24525257005568.566,4332142510150.242,999504513368.9336,-9397560270807.473,-26675754121084.74,7863131827146.007,598.0986111111112
13262022462995.45,1166953116909.1602,-33865016285129.45,-11697873653263.244,17342028488479.498,25539454342691.586,4511290374841.255,1040837213632.1011,-9786179294773.324,-27778881292948.223,8188297381043.701,599.5625
12982748820131.117,1142379218783.7341,-33151881718502.293,-11451538044340.717,16976837370406.422,25001640691490.453,4416290946580.42,1018919122801.035,-9580100526624.662,-27193909388403.51,8015867081693.978,601.2986111111111
15369097574525.973,1352359030814.6145,-39245502846596.305,-13556436161351.799,20097336333201.008,29597172467112.875,5228045885804.93,1206205851538.7559,-11341011244014.236,-32192400293778.625,9489257303926.646,600.9944444444444
12356101922719.316,1087239235045.4229,-31551718087909.54,-10898799101742.547,16157405117024.312,23794870080672.72,4203126927090.5244,969738306129.9092,-9117691561484.107,-25881323053063.55,7628960016578.5205,589.8888888888889
11320562828239.82,996119981807.3557,-28907434471199.29,-9985393505127.85,14803286727896.957,21800671701204.074,3850871636435.758,888466564777.0336,-8353556874900.84,-23712263397306.316,6989592817076.463,592.9083333333333
10706833515850.674,942116638171.9042,-27340256172596.465,-9444048584272.955,14000746106120.639,20618777122337.57,3642101722518.8384,840299524131.3613,-7900679867364.257,-22426734408295.516,6610661323985.715,605.3097222222223
14129372119335.867,1243273013092.3376,-36079822462806.04,-12462926351477.195,18476214624568.11,27209760364811.766,4806333304227.5625,1108909004341.6343,-10426205289284.318,-29595648122781.31,8723820289942.952,608.8722222222223
12871360327839.152,1132577928162.5474,-32867447485176.137,-11353286948490.674,16831180754770.328,24787133332813.996,4378400355490.785,1010177053287.1155,-9497905791024.777,-26960593033487.277,7947093016081.467,612.6430555555556
11907021613401.803,1047723752744.2992,-30404976240405.254,-10502684212800.766,15570167259054.42,22930049595832.67,4050365010310.316,934493274645.9414,-8786310514742.973,-24940670929674.785,7351686617923.819,615.4208333333333
10878866351021.145,957254207314.2957,-27779547955559.688,-9595791627725.922,14225704281803.518,20950071000031.324,3700621482341.2017,853801104931.7106,-8027624604780.72,-22787077857310.81,6716878534855.021,622.525
14625358578663.324,1286915913306.917,-37346340316367.49,-12900415213418.217,19124789286991.96,28164910523534.44,4975051078187.944,1147835265334.3105,-10792198619043.637,-30634550631239.945,9030054422872.434,626.9444444444445
12398803156706.926,1090996635684.6652,-31660756906468.81,-10936464085044.615,16213243339771.111,23877102217254.66,4217652422558.431,973089553523.9534,-9149201084456.574,-25970765850348.11,7655324619017.992,623.1430555555556
15071311367621.686,1326156204367.23,-38485095983609.4,-13293771463300.94,19707937482590.055,29023708191847.066,5126749122390.751,1182834843208.1318,-11121271837992.537,-31568651842776.39,9305396803143.234,628.2083333333334
15579975378442.477,1370914654624.2126,-39783986281666.53,-13742442681398.44,20373090022063.87,30003272180224.17,5299779357864.216,1222756029049.1965,-11496619948303.941,-32634109044739.09,9619458208623.357,638.4277777777778
12440153920389.625,1094635161383.2886,-31766347281565.324,-10972937808299.82,16267315439402.738,23956733678638.816,4231718533163.6094,976334847813.7552,-9179714196671.246,-26057379790407.8,7680855586010.645,643.9083333333333
12007785890931.77,1056590209963.786,-30662281408214.137,-10591564182260.082,15701931239180.43,23124097426184.12,4084641618894.013,942401545462.043,-8860665567010.043,-25151733807392.61,7413901025258.512,643.8222222222223
13147891026672.62,1156910395916.9988,-33573578154030.414,-11597203042237.504,17192784784724.305,25319664907758.98,4472466743087.173,1031879960152.0231,-9701960777640.654,-27539819467776.27,8117830101891.292,648.3902777777778
9737184573730.406,856795242555.7781,-24864225316235.543,-8588762015473.788,12732788864548.807,18751467342134.297,3312260041260.798,764198995976.5311,-7185166115243.433,-20395689658822.0,6011976196704.564,653.9402777777777
11153589101936.19,981427645300.8958,-28481061386134.605,-9838113015576.965,14584944377505.559,21479120531240.54,3794072825609.732,875361998415.412,-8230345165253.985,-23362517159588.133,6886498975579.442,666.8569444444444
18042844686169.53,1587627683099.2803,-46073005078915.06,-15914836376878.045,23593650807111.562,34746164006956.766,6137563989441.297,1416048264616.9219,-13313995889485.066,-37792881294662.086,11140094029489.348,666.0222222222222
16661683271707.53,1466096423314.799,-42546163483316.945,-14696571895667.062,21787580916757.066,32086380565846.562,5667739720974.846,1307651214788.0315,-12294823026733.277,-34899874776160.848,10287331114783.479,668.8527777777776
12309834242587.822,1083168092021.6919,-31433571939250.71,-10857988389048.998,16096903562894.5,23705769659231.188,4187388229914.3354,966107060001.9438,-9083550043754.305,-25784409995468.734,7600393028142.37,677.2736111111111
16858123160033.328,1483381557965.0186,-43047778753651.664,-14869843164850.902,22044454638317.94,32464676003653.504,5734561862267.772,1323068248235.0354,-12439777852260.59,-35311341082369.29,10408617819492.004,690.9777777777778
20161647902206.617,1774065648215.885,-51483440121951.164,-17783743915989.207,26364295172152.45,38826467899693.19,6858309036115.075,1582337354129.8894,-14877482074041.516,-42230966692459.22,12448294993889.271,697.0055555555556
19656655158336.133,1729630269868.1467,-50193923870150.31,-17338310923787.795,25703943468299.766,37853973451669.01,6686527590274.604,1542704182641.521,-14504842737537.895,-41173199100836.88,12136500013602.793,683.0013888888889
19200749751902.242,1689514235026.2085,-49029754107605.19,-16936175942676.814,25107780781127.766,36976009626662.97,6531444029439.756,1506923538328.5723,-14168425464864.398,-40218251086119.71,11855012721115.809,682.1791666666667
17483402562125.71,1538401210943.3647,-44644450907576.64,-15421375943737.932,22862098740567.973,33668813436447.387,5947260732140.915,1372141790292.5715,-12901177855343.17,-36621063386214.03,10794680635620.291,700.2930555555555
24813509898744.633,2183392738284.7844,-63362124134740.73,-21886956151462.984,32447283243980.9,47784830904155.78,8440714701112.615,1947427181087.5117,-18310137402401.875,-51974843927856.7,15320468209105.506,704.5083333333333
17825741423373.168,1568524277441.3716,-45518624791405.73,-15723338649694.316,23309756513211.508,34328075582694.277,6063712822016.32,1399009481495.9717,-13153793321933.438,-37338132722342.125,11006049291739.523,692.9291666666667
18283639900887.637,1608815744332.12,-46687883770802.05,-16127231727922.04,23908525596429.46,35209877533586.33,6219474365955.69,1434946511728.9119,-13491681163251.607,-38297255459458.17,11288766986888.287,698.9027777777778
18222868060823.168,1603468293223.8096,-46532700817345.3,-16073627410381.934,23829057534056.406,35092845599387.84,6198801838193.866,1430176977001.1643,-13446837009635.115,-38169961598735.734,11251244962883.574,702.651388888889
22293790230436.37,1961677304378.1106,-56927935938107.664,-19664417122847.703,29152382097512.227,42932458988479.99,7583591521688.106,1749673231439.2415,-16450811113436.838,-46696991523570.21,13764731802695.84,693.6222222222221
20894785537476.754,1838575932974.104,-53355531062818.55,-18430413764330.35,27322979390304.7,40238313741458.58,7107697569640.718,1639875824379.4087,-15418471626068.926,-43766610142023.02,12900952143790.36,680.7944444444444
20163509907756.312,1774229470726.5125,-51488194814269.77,-17785386290167.22,26366729907440.84,38830053680500.26,6858942431939.533,1582483512532.0479,-14878856130703.111,-42234866778796.56,12449444750742.916,690.4180555555555
21379701540304.055,1881244709658.958,-54593780278065.73,-18858137842115.207,27957077775715.56,41172144962722.836,7272649559427.79,1677933274515.3706,-15776296025749.502,-44782324317694.55,13200351183654.113,677.2416666666667
22361305768144.035,1967618111152.8623,-57100339511266.51,-19723969750762.098,29240668427820.906,43062477864184.19,7606558042552.288,1754972088602.6274,-16500631684221.244,-46838411023326.03,13806417731833.576,658.8875
