Feature_1,Close
34302728787974.332,897.4691176470589
37164037823644.71,907.4220588235294
31500032159409.332,923.404411764706
27686462463468.258,939.5720588235296
36947475283933.234,940.9073529411766
31108147113343.363,951.2279411764706
29111541799485.133,976.9205882352942
26714776425410.812,1017.0220588235294
33822052316439.6,1054.6279411764706
38327301630912.73,1043.110294117647
31833734035382.273,1062.9426470588237
30696311188852.793,1106.3764705882354
26184736873759.13,1120.9382352941177
35501730886603.086,1165.739705882353
30952448880921.535,1128.2044117647058
33262674466734.574,1081.4485294117646
28639773489305.117,1074.4147058823528
19531192143579.125,1036.125
22164708888153.348,1036.654411764706
40599449755400.305,999.6691176470588
34117531772858.21,1038.7911764705882
28320377493317.527,1064.8617647058825
30699022083708.438,1048.0
29713219409374.49,1063.6808823529411
25721281656527.27,1064.8808823529412
32922619745464.562,1009.895588235294
21852131595436.625,979.154411764706
20368269141645.504,967.129411764706
27598854293704.363,927.6691176470588
29717006107166.06,904.7220588235294
24925496018289.094,910.6985294117648
23319446860785.59,871.8838235294118
20112788059347.562,886.4823529411765
31941642984325.117,1042.785
23000152052309.6,1035.4083333333333
24847235679046.97,1071.3
22307144108738.5,1062.71
22479069199126.582,1047.26
26134785587588.734,1101.5879310344828
32601252754807.582,1031.045
43857578464287.47,993.19
38870204709063.49,953.7666666666668
20085644662475.05,887.1816666666667
38182366723390.62,900.9383333333334
37612459330728.07,926.3216666666668
23151270541340.21,996.205
37917369632228.9,1051.8266666666666
43061722107569.73,1073.8316666666667
42628026886001.36,1036.246666666667
16254961533502.365,977.3433333333334
19646237400739.23,910.6983333333334
22451398108022.95,865.9449999999999
31831475724229.12,829.9133333333334
34519173169247.766,844.3366666666667
32244477354150.05,831.6333333333333
31978645746880.793,808.4783333333332
33001332740488.254,856.995
49801544419456.36,840.6766666666666
35305719466220.31,829.555
35935212507351.125,777.7616666666667
34107032257514.215,758.4449999999999
30500673511609.633,809.33
38774072845974.086,850.6383333333332
39820427294471.64,790.9683333333334
30708038971436.582,805.4283333333333
35053749507293.023,787.2583333333333
26233916716160.28,735.4133333333333
26783361877453.535,711.9116666666666
37383213923888.945,722.88
28003369973783.76,729.5883333333334
28637305728136.156,726.1183333333333
22301791906461.598,714.8433333333334
35449177883051.34,693.8349999999999
19208737248315.793,660.4783333333332
25206504491691.19,655.3783333333334
25065063613783.92,658.8783333333333
27810647748317.76,662.4599999999999
26942072471997.258,665.6566666666666
32988865561405.934,676.4566666666667
30002998657998.875,701.075
35930996250909.48,739.2549999999999
26168144444017.05,722.3566666666667
38566133182439.945,756.4316666666667
42286437009765.81,781.765
30978309803555.492,794.3016666666666
37431072677531.17,796.0483333333334
27668939606399.453,802.5533333333333
39459806465831.29,800.4816666666667
21209044313524.387,788.68
30285352276335.766,783.2466666666667
32340553060025.28,788.4666666666667
37692373453848.08,808.6783333333333
34542946135856.266,827.2816666666665
39551873266345.016,845.0100000000001
31419990763466.105,859.6850000000001
32985566945746.566,833.3616666666668
40462805786320.01,838.9233333333334
50005963319440.15,824.5133333333334
28200528825140.055,823.2883333333333
36739064977908.41,823.2099999999999
26127502316927.047,832.9566666666666
32533804049726.785,845.3383333333334
34053458848969.33,837.3966666666668
38926823690564.34,855.9266666666666
32412571979303.363,875.4916666666667
40190785543105.91,781.3866666666668
36590877423187.39,773.7366666666668
32884774055653.48,770.495
31792935919193.656,765.2683333333333
44566881820325.4,759.3116666666666
38197159895353.89,765.705
47967351894982.54,750.1066666666667
61179808541855.9,739.5033333333333
37226247243436.734,735.58
41541474238334.44,722.635
32055632944157.273,711.5566666666667
31344429495480.492,708.3449999999999
40758587350040.31,699.1766666666666
36295948830254.31,656.8183333333333
45354219609499.88,680.3966666666666
29890387507547.14,656.2783333333333
39757889471685.86,667.9449999999999
45429004908284.84,664.7133333333334
22746183732112.137,662.8216666666667
23386699251565.48,656.5633333333333
19515367967517.027,651.2666666666667
23342180194065.7,640.27
36121716145798.984,628.8083333333333
26534486269391.902,628.565
41596514066949.04,673.0383333333334
31628493996001.543,681.24
38724912580380.91,662.7
33972136240484.43,660.355
30643773160980.285,667.635
32421186458177.11,695.1633333333334
32512977843994.973,684.3033333333333
52072591638959.97,704.5949999999999
42547452709150.625,708.4583333333334
45506485495696.21,721.9566666666667
51498947012771.78,716.9533333333333
43794733933382.37,734.8083333333333
44239721028246.67,735.85
30160511709445.99,721.7633333333332
35665280216522.82,725.9333333333333
45012276994485.33,734.5916666666667
58309122940451.95,752.285
55449120362824.695,800.4155172413792
31826678433055.09,769.025
42318312881839.54,758.3833333333333
47409084337419.37,760.2466666666667
42875836513635.72,768.595
50384202067241.73,771.4683333333334
50853422753858.836,771.69
45323406055289.984,766.7316666666667
52142036022118.15,754.7066666666667
51307857870268.016,736.4416666666667
41636323705325.22,699.5583333333333
47363192347075.73,683.2866666666666
34471653426301.113,724.096551724138
27192579630278.51,685.4483333333334
43854290705585.91,646.7266666666667
33858176107474.66,680.3483333333334
30543020766769.055,661.6333333333333
36997597364276.49,672.4366666666666
40958378766764.56,665.4833333333333
33833334730139.445,664.6566666666666
33380810981346.676,666.3366666666666
28845989751029.086,679.1333333333333
30502837800555.31,672.95
41615639606731.28,673.8316666666667
24662665778775.742,665.0183333333333
36711102528017.08,658.3133333333334
36814040783514.11,626.7199999999999
48697336054036.375,631.4116666666666
41800411958332.625,615.63
41053872188914.97,623.3666666666667
42158365026622.75,618.6133333333333
30121257567541.27,598.6483333333333
41747379782417.77,625.6933333333333
50056991577923.38,646.175
34777514491036.598,627.1216666666667
30207078028143.844,638.1416666666667
37485423133781.06,656.7833333333333
8398980791885.526,702.032142857143
20682062131995.805,663.5216666666668
19130462436280.688,671.8862068965517
22958762580850.844,656.9283333333333
30352178210408.086,667.1483333333333
34725724221615.082,675.2283333333332
40841751284167.65,686.8266666666666
33750986453742.45,684.2466666666667
27689966737121.023,689.1583333333333
44207420653549.03,704.5033333333333
33953989702460.32,700.705
30783744608062.375,687.2283333333334
28973183884355.668,661.9
31592853802221.918,682.5733333333334
31725371367021.773,685.9416666666667
26750719174317.26,681.5483333333334
28444781847898.39,682.9633333333334
24242428028790.24,684.5483333333334
29992430406155.55,687.765
35369194493414.84,677.985
25502604175926.95,675.5699999999999
27099480446820.234,680.5566666666667
29029018615632.84,697.9366666666667
36032612973105.23,697.5483333333334
33008654872866.145,671.5616666666666
33380331270322.21,661.8166666666667
49337505757816.76,674.535
35131747730356.99,671.1933333333333
39905426753515.28,680.7
38793211305656.23,686.11
42030846953532.58,686.9766666666667
42034562322699.73,695.6566666666666
38063876255382.62,703.8766666666667
39992612229613.02,706.6066666666667
43055514301979.75,718.2716666666666
47052215131732.73,711.2116666666666
56041184659536.016,686.8133333333334
36311997590918.26,683.3416666666667
38796220574525.45,666.5366666666667
40004607415135.17,651.3666666666667
45500167634237.805,632.4666666666667
52344874885334.99,604.2816666666666
42403570461195.164,582.5333333333333
41827663984879.26,585.0566666666667
36673814594637.02,596.55
45350872124572.95,609.4016666666666
35349027096099.25,602.425
39996397047324.48,610.2099999999999
55379916876540.96,614.2916666666666
52814243573358.03,640.3
54604809181415.016,657.3216666666667
51905269217633.97,638.9433333333333
43646322141851.78,639.2516666666667
48964167615477.4,629.8816666666667
43869558330901.43,618.51
50770272251870.66,627.2333333333333
51775634877652.97,639.5833333333334
39297606716541.3,637.1
38221628276350.01,642.9866666666668
38607382473831.03,655.285
60482005806505.08,680.3183333333333
45436074241771.79,682.9616666666666
48685867047693.49,675.1416666666667
48844391305213.23,681.5566666666667
47961181515308.6,677.9533333333333
35239137487241.086,663.9133333333334
43412845224606.17,681.5883333333334
40258184859851.664,678.9466666666667
51311052591666.83,672.42
47443600997907.05,682.5316666666666
40752038067767.02,676.2733333333333
38228799787520.766,679.45
50306518925513.98,669.5633333333333
49211637033977.85,677.2033333333333
50672373439152.055,675.955
40725806932618.836,678.745
46420744183717.94,676.6416666666667
37225246313155.01,673.9333333333333
52750561291316.97,682.605
53074796896709.734,664.3883333333334
37764112540632.875,664.6033333333332
38046721032306.43,659.8333333333334
54203105979376.3,645.6933333333333
54473389539645.8,633.2866666666666
52656590045382.24,616.35
37344226718600.75,617.8033333333333
46687734248468.266,609.2483333333333
74134655378728.86,641.4566666666667
68190545654126.57,625.3266666666666
59812026073443.17,583.9733333333334
51664316850463.36,566.9766666666667
45840900577027.87,585.0166666666667
30573862930302.18,585.6916666666667
23829502299767.83,563.3816666666667
20910728504445.0,526.455
25211308662494.402,494.2683333333333
16471204916246.496,509.8
17834578780254.883,525.12
19389802268727.547,514.9
11971067539849.002,503.9633333333333
10545608844402.621,499.3283333333333
14407195199831.41,507.03333333333336
13731659870589.621,498.44
16623095895294.639,485.6933333333333
10055141188631.006,487.7133333333333
17465967694406.469,504.0066666666667
15241727772378.21,516.1716666666666
16623138775067.744,501.42
14228698628006.268,477.9566666666667
16339529827980.389,468.0
12661431451357.584,474.7433333333334
9856257780470.408,465.32
14504615458999.498,465.53333333333336
12586533371024.64,460.25166666666667
14003158112581.959,450.65333333333336
15163878126575.02,414.67
21429273764212.094,395.68666666666667
