Feature_1,Feature_2,Feature_3,Feature_4,Close
7350833683392.801,646815206433.0057,-18770598835002.42,-6483861983473.85,380.5214285714285
7073993714808.059,622455468792.1152,-18063678702715.62,-6239673032665.576,380.8528571428572
7063909846892.106,621568158741.6361,-18037929205654.805,-6230778456192.758,377.6657142857143
8471519639197.811,745426718516.816,-21632307648585.004,-7472372033274.094,384.1442857142857
10039569186435.021,883402699586.8447,-25636374437250.152,-8855482794273.777,391.95142857142855
9033800782499.314,794903022055.0503,-23068111323033.285,-7968336667869.063,395.20714285714286
2999983717021.8335,263974829494.5992,-7660558424726.208,-2646159780462.0938,397.80285714285714
8076211560867.75,710642758048.851,-20622875190555.85,-7123687393659.08,392.3785714285714
7625288636266.845,670965096890.2256,-19471428685715.242,-6725947216626.227,388.4285714285714
6426854569955.657,565512325706.2607,-16411187385607.766,-5668858719286.787,388.4642857142857
7768626088808.908,683577584414.2552,-19837445639259.254,-6852379038591.256,387.2557142857143
6559969256323.648,577225359175.865,-16751100082279.0,-5786273583280.783,384.63
7157700641418.042,629821015617.983,-18277426993369.223,-6313507381634.287,374.12285714285713
6961039272307.409,612516378891.1454,-17775246001172.273,-6140040703765.004,375.6257142857143
6056970567127.668,532965483093.217,-15466676229114.049,-5342599603533.71,381.05
8583790280448.526,755305682134.9305,-21918994481495.4,-7571401321633.055,387.4628571428572
8606478163848.642,757302006325.8925,-21976928394560.0,-7591413257463.193,388.8642857142857
8811331299933.564,775327409310.937,-22500028528537.863,-7772105630305.444,394.83142857142855
7965539353420.108,700904419160.9916,-20340270216060.45,-7026068013928.001,388.4871428571428
6968631108436.232,613184403999.0898,-17794631769211.227,-6146737115608.183,384.2228571428571
18356262513365.016,1615206055020.2144,-46873327705899.67,-16191289180262.31,347.17
17845591531098.094,1570271069154.6284,-45569312371667.055,-15740847776522.727,332.40714285714284
12651563399368.135,1113237567192.9307,-32306188630059.46,-11159413344722.877,339.88
12131180723142.102,1067447971373.2515,-30977374162480.312,-10700405563750.01,344.24285714285713
10198040133220.389,897346907328.3538,-26041035235374.695,-8995263388623.355,339.82714285714286
6105002228785.063,537191897406.0938,-15589326630769.803,-5384966320276.46,340.56714285714287
6993462273423.986,615369347353.0237,-17858038903779.94,-6168639631477.988,339.54571428571427
10023363915901.645,881976697218.6105,-25594993965495.58,-8841188741255.902,337.1871428571428
10531877917885.346,926721878881.2375,-26893501372282.562,-9289727540950.66,336.7628571428572
7716137486789.605,678959003425.762,-19703414156233.668,-6806081046678.399,336.09714285714284
8361262307217.962,735724813281.7211,-21350761991285.598,-7375118491873.48,334.10714285714283
8079962847900.349,710972699007.025,-20632454865654.508,-7126996103946.79,334.1328571428571
8207771770132.905,722218812242.9117,-20958818833906.82,-7239730836232.337,332.12
8342500886597.924,734073963891.4678,-21302854356982.523,-7358569858124.064,337.78
8277006055385.812,728310890426.4604,-21135610982263.72,-7300799521954.982,340.5242857142857
11206157222951.373,986053149847.0402,-28615295951489.383,-9884481052569.219,343.0114285714285
8552887766080.67,752586402066.7418,-21840083867239.934,-7544143336682.14,344.87
7885969144924.282,693902844576.1714,-20137085235137.652,-6955882460715.848,339.62714285714287
5647795817002.81,496961307935.91016,-14421834919905.664,-4981683677898.498,338.35285714285715
6812856085757.178,599477439039.1117,-17396855033355.22,-6009334507079.701,334.9214285714286
5725620135485.261,503809222327.53094,-14620561879827.809,-5050329218574.79,339.41
6797112612595.872,598092055881.2672,-17356653651226.283,-5995447733025.984,341.1
6026533450233.808,530287193664.1003,-15388954089658.908,-5315752200438.463,344.23857142857145
9028256551737.357,794415107897.9462,-23053954042166.1,-7963446238036.608,350.9528571428572
11908848469902.154,1047884428216.7686,-30409641380387.824,-10504295517489.686,345.31571428571425
9620644270641.367,846540571401.5621,-24566635813996.637,-8485966638907.736,349.13
10832705290968.717,953192335413.7766,-27661674080254.582,-9555074787999.584,346.6442857142857
9182537853301.277,807990644538.3834,-23447916445258.98,-8099531297121.087,342.87428571428575
10839110062477.11,953755916246.5889,-27678028712731.766,-9560724164503.094,343.52142857142854
8683185512140.217,764051559660.4741,-22172803731806.65,-7659073521765.668,346.70714285714286
9244834868886.148,813472258281.7136,-23606993925276.797,-8154480829999.154,344.34857142857146
10412176522307.03,916189062316.34,-26587839944614.68,-9184143905260.518,350.0028571428572
15694236193174.598,1380968415044.1162,-40075755429648.33,-13843226943264.516,354.03285714285715
12765135839952.045,1123230825756.3618,-32596199943635.93,-11259590520819.156,353.6385714285714
9516164746470.367,837347132648.9714,-24299843913102.28,-8393809534095.785,359.77714285714285
9290990265054.955,817533553793.7894,-23724853399864.848,-8195192560142.048,358.23
9938088596892.049,874473052831.57,-25377240578595.29,-8765970798307.613,362.3942857142857
15781038579897.645,1388606369024.3218,-40297408169190.164,-13919791728605.256,367.90857142857146
14017586240476.092,1233436573034.326,-35794373883500.195,-12364324530700.932,372.6928571428571
9109569860307.021,801570010910.0048,-23261590323008.863,-8035169266457.087,373.62714285714287
11397503694926.16,1002890071706.7941,-29103905675597.062,-10053259685638.922,367.2714285714285
10449146723770.38,919442181421.9795,-26682244540746.84,-9216753823879.977,369.57428571428574
8249255375854.777,725869136895.3284,-21064748647504.934,-7276321959977.062,372.9728571428572
11951055882054.367,1051598274637.6473,-30517419649721.812,-10541524823837.582,374.86285714285714
10356286098429.195,911271195249.9335,-26445121824975.93,-9134845390743.049,374.48428571428576
14798308946347.977,1302134070286.7554,-37787975066691.33,-13052967334601.652,387.5271428571429
14848980486262.979,1306592758325.0154,-37917365997987.445,-13097662512303.383,390.3314285714286
15192593894811.506,1336827950892.891,-38794795804693.55,-13400749576541.162,390.70714285714286
16250548180105.318,1429919623618.4192,-41496316498027.49,-14333926646767.059,391.64714285714285
13281555005427.355,1168671700611.486,-33914893436091.61,-11715102313167.139,389.1571428571429
13774923948545.982,1212084302779.3042,-35174727410584.047,-12150282407621.4,386.39
13849955896183.36,1218686498219.1067,-35366324029027.03,-12216464917736.943,391.8328571428571
18588390130739.62,1635631213405.9656,-47466073224515.46,-16396038837848.713,396.11285714285714
14449556453798.264,1271446547093.5537,-36897424826403.78,-12745347433380.63,402.3885714285714
12988850286440.545,1142916015075.8855,-33167462134042.594,-11456919778053.895,403.8328571428571
11861463908489.092,1043714936803.096,-30288643552095.055,-10462499589752.2,402.70714285714286
13680248227887.035,1203753558536.9534,-34932969331140.375,-12066772828960.703,401.1328571428571
18872582862886.55,1660637978955.9775,-48191769835935.68,-16646713539862.418,404.8157142857143
12554415576155.576,1104689180207.7854,-32058118653588.215,-11073723129892.484,404.4528571428572
12119111989610.025,1066385879038.705,-30946556658974.438,-10689760080619.81,406.64
13519176708976.59,1189580537108.7297,-34521668380217.293,-11924698461635.791,412.0185714285715
10289301897543.111,905377050692.5936,-26274078263328.137,-9075761699052.008,409.62714285714287
18206013585684.855,1601985171891.2095,-46489662405741.96,-16058760687448.15,415.5083333333333
16682891833010.232,1467962432124.5605,-42600320249322.24,-14715278798252.86,413.5111111111111
15042787038014.299,1323646116576.0522,-38412258429938.74,-13268611123187.52,417.7458333333333
17021196902144.084,1497730539201.2463,-43464193743675.52,-15013683443273.006,412.8222222222223
14824680255345.023,1304454491504.8132,-37855315422353.48,-13076228351288.744,416.3736111111111
18062115273230.906,1589323168723.369,-46122213424513.88,-15931833935163.402,413.62916666666666
15968770533368.977,1405125370932.3086,-40776788183427.51,-14085382379852.777,409.35277777777776
15074307068834.607,1326419669997.3926,-38492745729349.99,-13296413674120.256,401.1888888888889
16440605915551.414,1446643162122.754,-41981635219739.03,-14501568548655.918,400.80277777777775
19345271069112.332,1702230586741.2146,-49398795149702.75,-17063651695088.537,402.8833333333333
16986220697919.902,1494652880257.1033,-43374880944968.805,-14982832358762.385,407.1611111111111
16890588277574.232,1486238074047.4722,-43130679925540.445,-14898479118039.94,414.2736111111111
16537021390005.402,1455126934885.1702,-42227835895482.586,-14586612609248.396,418.8263888888889
16230928288711.06,1428193241014.0312,-41446216367418.51,-14316620794376.715,420.8569444444445
16193958433559.414,1424940134553.4238,-41351813051904.47,-14284011203864.557,423.87638888888887
25178589217882.938,2215516523627.84,-64294366888732.94,-22208976912033.027,424.8375
19224117679690.254,1691570221015.553,-49089425427239.04,-16956787568600.701,430.7861111111111
17635221876998.055,1551759946630.0227,-45032126743101.64,-15555289186321.494,433.2833333333333
20178180116415.363,1775520163776.4382,-51525655841868.49,-17798326044142.406,431.21527777777777
22715319731663.758,1998768384171.3025,-58004326391375.53,-20036230453229.293,422.25694444444446
19039393198551.316,1675315902677.79,-48617725314372.59,-16793849818373.59,428.4944444444444
19344459448241.19,1702159335961.1729,-49396722121966.96,-17062935979891.76,436.0736111111111
17948555811992.234,1579330872690.9358,-45832235588955.414,-15831667967904.188,436.2305555555556
19022150202216.613,1673798671920.9055,-48573694247129.69,-16778640458275.969,433.85833333333335
18846575149255.13,1658349445167.3652,-48125358421281.664,-16623773167184.436,437.4069444444444
16900725247018.246,1487130038404.3376,-43156565242605.55,-14907420522723.648,430.7902777777778
16422012638547.715,1445007129344.5295,-41934157047729.62,-14485168288939.758,437.9347222222222
15181726639376.428,1335871734004.3574,-38767045126727.89,-13391163935761.055,437.90833333333336
16331095446849.219,1437007165366.6238,-41701996483530.836,-14404974020369.15,445.92083333333335
17046994997447.799,1500000564910.5125,-43530070102727.49,-15036438846049.205,450.3347222222222
19958500755349.938,1756190124720.3025,-50964696912148.47,-17604556045584.098,448.05277777777775
23758580089252.414,2090567046002.5156,-60668326267024.71,-20956446591280.656,437.35833333333335
19564167713512.04,1721491925356.3596,-49957754278132.47,-17256731383850.184,451.0680555555556
19416527491757.523,1708500814424.6255,-49580750203331.16,-17126504253247.6,459.87361111111113
20676505057625.914,1819368855425.3457,-52798144510428.14,-18237877496596.58,460.9555555555556
20893265441779.21,1838442019488.2249,-53351649930653.98,-18429072767739.074,468.6972222222222
15816608730957.676,1391736418170.395,-40388237347427.39,-13951166872429.559,473.81111111111113
19358402687305.86,1703386240126.9045,-49432326801487.61,-17075234749220.463,473.88194444444446
20164267363108.715,1774295977440.7532,-51490128885718.36,-17786054180458.926,464.0944444444445
26670627605080.83,2346804362718.195,-68104336348689.18,-23525041764218.19,478.7097222222222
21947998171587.15,1931250213530.2817,-56044944807008.79,-19359408303899.55,484.3083333333333
18755153667860.758,1650305179230.792,-47891909846783.13,-16543134158085.367,490.7763888888889
24037366139127.824,2115098203966.0708,-61380215305177.76,-21202352308205.832,496.7972222222222
19558831235317.855,1721022455004.0369,-49944127223956.96,-17252024426607.295,494.52777777777777
20369711152614.234,1792373463448.606,-52014736442445.836,-17967267603265.805,492.5194444444445
18693121228175.562,1644846839941.582,-47733508069996.41,-16488418014210.496,481.9944444444444
19764462059481.332,1739116289381.6697,-50469212633852.62,-17433402700529.967,468.5666666666667
24982461023064.734,2198258979377.234,-63793546361173.76,-22035980682940.984,480.1069444444444
23117020793638.816,2034115020673.439,-59030083392824.75,-20390554271885.17,478.15833333333336
21000270471864.74,1847857699784.4714,-53624890688354.79,-18523457542688.02,464.0055555555556
23627213742162.223,2079007929582.2937,-60332877913410.266,-20840574005438.78,469.95416666666665
17839259955006.008,1569713791277.3997,-45553144675737.54,-15735262775098.994,465.26666666666665
19897691416807.19,1750839481968.5645,-50809418479707.63,-17550918880183.232,470.1055555555556
23551042546256.953,2072305471067.3718,-60138371828490.53,-20773386514192.633,484.9486111111112
25121033655572.77,2210452294460.144,-64147396859106.28,-22158209909042.83,482.15
20651516671986.375,1817170112411.559,-52734336157566.875,-18215836423191.54,491.55555555555554
21830027261550.016,1920869756764.5723,-55743702117159.07,-19255351203938.6,493.1375000000001
21124930371304.73,1858826751293.256,-53943213802125.195,-18633414745037.504,499.0541666666667
18444774792239.02,1622994263169.6602,-47099347353969.55,-16269361987909.023,502.6166666666667
20490735193754.004,1803022534559.5588,-52323774331249.47,-18074017540306.883,508.17083333333335
21115675733769.875,1858012387216.929,-53919582556160.875,-18625251657981.836,516.6888888888889
24769066262960.695,2179481871321.2146,-63248636194840.97,-21847754082147.008,512.0861111111111
21809847274662.094,1919094094650.8542,-55692172050444.5,-19237551337048.582,512.2513888888889
22028345042879.066,1938320170543.497,-56250113129213.2,-19430279010656.8,522.8361111111111
25563768807312.402,2249409563495.0835,-65277935349948.37,-22548728043723.633,531.8027777777778
23470019428216.766,2065176137631.1113,-59931476695024.97,-20701919535150.473,540.4666666666667
28280845774706.72,2488490793641.643,-72216082079245.4,-24945347605160.508,536.036111111111
26797391346633.516,2357958535061.03,-68428032074782.04,-23636854730484.645,539.963888888889
33289827143694.535,2929241603563.4375,-85006682959216.81,-29363560025786.633,544.0597222222221
25821269467578.67,2272067510716.118,-65935472102157.11,-22775858498172.746,548.2486111111111
21665799787481.652,1906419001905.0593,-55324341675894.52,-19110492960751.36,538.0972222222222
30512621864818.617,2684869471083.7847,-77914996924931.56,-26913903752628.805,527.2486111111111
24610227505483.082,2165505435126.2727,-62843036307629.984,-21707649311675.8,522.213888888889
22711443951602.918,1998427482224.3567,-57994428855040.3,-20032811920172.176,512.1416666666667
27125291427474.49,2386811174261.9517,-69265335958901.195,-23926081706917.723,524.2833333333333
6727320342862.1875,591950896517.6431,-17178436597688.346,-5933886855956.36,529.5958333333333
22599775165327.57,1988601465354.0713,-57709279084945.58,-19934313509029.77,518.6694444444444
28740141796873.484,2528905190522.254,-73388909817492.38,-25350473341628.32,520.7
28398821239327.11,2498871671561.7583,-72517336844978.86,-25049408840441.223,528.1624999999999
33654089643466.375,2961293730776.0127,-85936839394906.69,-29684860549012.895,535.0305555555556
28914086973319.867,2544210992063.6963,-73833084851640.19,-25503903094778.242,551.6236111111111
33931000873558.9,2985659802290.0254,-86643941206654.97,-29929112388357.72,571.6430555555556
33514213083117.9,2948985786002.026,-85579660052148.45,-29561481434144.5,579.2375
29629620856052.938,2607172389188.766,-75660223517975.48,-26135045514222.797,575.9236111111111
27875017163771.508,2452781111209.1133,-71179785976927.17,-24587383346311.496,576.2472222222223
21629065286363.96,1903186753993.1702,-55230538961457.336,-19078091171837.36,569.2777777777778
12798686996994.781,1126183245123.999,-32681873603423.02,-11289184844094.701,571.8638888888889
18820371953737.863,1656043924253.5713,-48058447039106.69,-16600660576722.379,574.0763888888889
20866647502966.79,1836099980900.4246,-53283679756444.805,-18405594356325.312,573.7555555555556
23814058296768.684,2095448849864.4995,-60809991424907.86,-21005381811389.066,565.8499999999999
20612622973642.74,1813747835549.3108,-52635019666693.24,-18181529996848.812,555.0763888888889
5544144666215.978,487840879415.08496,-14157158200127.426,-4890257429812.558,557.9847222222222
17750291433399.004,1561885278491.4282,-45325960696238.86,-15656787399265.512,562.3597222222222
19874278985467.812,1748779418365.0942,-50749633554947.38,-17530267749228.898,556.8041666666667
21792839021457.355,1917597509306.6353,-55648740824074.016,-19222549063266.25,551.3152777777777
18410570284655.44,1619984604817.4548,-47012004697656.1,-16239191694740.865,547.7694444444445
22806289563682.25,2006773145034.1226,-58236620662378.055,-20116471307573.203,552.338888888889
18688568049739.95,1644446204306.1763,-47721881399492.05,-16484401872677.39,552.4416666666667
19281831961172.098,1696648740337.9768,-49236800581941.29,-17007695081034.348,560.3583333333333
27128257153092.8,2387072124710.7812,-69272908102090.93,-23928697465014.227,574.5416666666666
20497266622289.62,1803597374666.094,-52340453825101.586,-18079779035936.13,579.5611111111111
21119228987212.316,1858325183587.7644,-53928654963699.555,-18628385930725.4,598.0986111111112
21992576235510.45,1935172818361.712,-56158776268524.83,-19398728876429.07,599.5625
21529453291902.09,1894421618502.4836,-54976176377257.35,-18990227482779.203,601.2986111111111
25486765010531.945,2242633743530.376,-65081303825492.35,-22480806120804.887,600.9944444444444
20490276974524.46,1802982299999.3455,-52322605194332.82,-18073613642971.242,589.8888888888889
18773029658458.016,1651878112915.323,-47937556896376.89,-16558901820280.408,592.9083333333333
17755274732439.21,1562323698783.6128,-45338685698350.33,-15661182827960.25,605.3097222222223
23430912921572.88,2061735048200.9502,-59831616805882.055,-20667425248841.41,608.8722222222223
21344736374454.17,1878168016776.6304,-54504495562519.695,-18827296472691.29,612.6430555555556
19745561531152.992,1737453285897.9666,-50420948974547.48,-17416731412724.652,615.4208333333333
18040558915379.97,1587426517325.2998,-46067168707137.95,-15912820197800.293,622.525
24253413414915.9,2134108610588.2908,-61931899061156.87,-21392918451350.395,626.9444444444445
20561088960135.492,1809213244053.0496,-52503425618705.19,-18136073951645.227,623.1430555555556
24992942452509.62,2199181271643.9883,-63820311699222.98,-22045225996251.53,628.2083333333334
25836466286634.535,2273404764494.087,-65974277580467.16,-22789263038582.098,638.4277777777778
20629661444100.57,1815247056319.2495,-52678527446539.22,-18196558779017.605,643.9083333333333
19912660181572.055,1752156641806.3547,-50847641323668.234,-17564122167762.05,643.8222222222223
21803310659976.86,1918518849659.099,-55675480803295.875,-19231785554334.98,648.3902777777778
16147293872750.22,1420834170859.5308,-41232653038404.555,-14242850509491.582,653.9402777777777
18496135058459.7,1627513629172.539,-47230497124443.984,-16314664758890.342,666.8569444444444
29920672987341.027,2632782665810.7896,-76403435405449.97,-26391770431001.812,666.0222222222222
27630275893997.53,2431245871308.623,-70554830271641.33,-24371507341204.914,668.8527777777776
20413550707066.28,1796231073060.551,-52126681971569.38,-18005936732255.496,677.2736111111111
27956034595715.53,2459910024351.3984,-71386665092047.77,-24658845234620.645,690.9777777777778
33434310623437.715,2941955054295.3633,-85375626900620.5,-29491002968550.906,697.0055555555556
32596874896802.48,2868267315596.8965,-83237206116476.08,-28752335916362.215,683.0013888888889
31840841310284.637,2801742397773.1313,-81306648969156.44,-28085470492651.32,682.1791666666667
28992943178654.62,2551149796863.765,-74034446315936.67,-25573458878195.805,700.2930555555555
41148551032952.78,3620747241438.637,-105074195837428.64,-36295410678681.875,704.5083333333333
29560647955612.297,2601103251418.172,-75484099703031.06,-26074207376364.676,692.9291666666667
30319986676607.543,2667919090382.9917,-77423096361736.83,-26743988274316.19,698.9027777777778
30219207980950.863,2659051345927.473,-77165754546499.2,-26655095570104.383,702.651388888889
36970068674624.15,3253073789188.9985,-94404301798046.0,-32609746658762.95,693.6222222222221
34650081851377.438,3048933259126.361,-88480138512760.8,-30563383593642.723,680.7944444444444
33437398410320.66,2942226723195.3447,-85383511665827.73,-29493726538007.836,690.4180555555555
35454224069485.97,3119691420389.923,-90533542534724.27,-31272683733549.297,677.2416666666667
37082030527671.84,3262925502700.925,-94690200780388.23,-32708503519798.797,658.8875
44083168242641.81,3878970350841.745,-112567839025455.6,-38883913513193.31,641.6638888888889
37684744869661.91,3315959699496.583,-96229251114634.83,-33240132628828.23,667.0805555555556
33861676594181.344,2979559836527.666,-86466918929278.02,-29867964340731.59,678.2216216216217
43134166312262.85,3795465680884.2334,-110144531356335.66,-38046838765312.52,665.6121621621622
47276599540571.31,4159967133038.743,-120722372581370.3,-41700705449149.266,656.45
35835114251613.016,3153206842958.0645,-91506158329562.05,-31608651154900.562,644.4621621621623
36944183905949.875,3250796149049.8066,-94338204346338.55,-32586914823551.25,629.927027027027
37054705737365.984,3260521217708.5728,-94620426163196.94,-32684401636839.742,642.9621621621621
40931362097161.516,3601636429860.205,-104519597030324.73,-36103837708200.83,640.127027027027
33552876316169.184,2952387924826.2764,-85678387719979.14,-29595584774055.688,650.1581081081081
29690360108943.37,2612517032628.9087,-75815323539542.72,-26188621208883.516,662.0081081081081
38295427513406.76,3369694920549.7993,-97788650549388.7,-33778790247881.938,657.8391891891891
30885317910211.91,2717663874027.5527,-78866688476744.95,-27242643420803.324,663.9945945945946
36325713342429.195,3196375691072.767,-92758918463768.66,-32041387892683.113,660.018918918919
31346686305487.05,2758260609978.291,-80044808799124.8,-27649597150268.926,668.618918918919
32588148251594.99,2867499505409.4805,-83214922413584.5,-28744638648412.38,669.4121621621622
34195080518726.777,3008896844196.0146,-87318276700852.61,-30162046084782.785,673.2716216216216
33864110232052.84,2979774086511.1567,-86473134372772.11,-29870111268583.492,672.9675675675676
38652061900285.266,3401075996707.906,-98699328072058.88,-34093362550652.695,654.3864864864864
40520949645753.73,3565523396471.85,-103471594750416.98,-35741830058267.7,651.7567567567568
30484173187999.594,2682366312847.6626,-77842352031686.25,-26888810475813.812,642.1972972972973
40946710497630.43,3602986921589.9478,-104558789409062.33,-36117375768376.42,643.6121621621622
32344769172187.535,2846084082901.51,-82593445473156.5,-28529964157363.48,633.1243243243243
37123353408226.59,3266561692566.9824,-94795720522040.25,-32744952916141.734,626.5527027027027
34838081051444.707,3065475791764.1816,-88960200976985.05,-30729209998299.62,635.422972972973
30394903445360.812,2674511239505.443,-77614398760374.0,-26810069302438.594,649.4797297297297
35938504037449.805,3162304304167.072,-91770167540871.84,-31699846893623.75,653.314864864865
31664177280913.83,2786197372296.133,-80855531778890.89,-27929642638898.03,652.6432432432432
30139347693443.617,2652024353108.694,-76961828569447.95,-26584654304635.8,657.5554054054054
31906548377091.004,2807524049981.4375,-81474434191349.58,-28143427854756.55,658.1027027027027
35948808488964.195,3163211042016.2637,-91796479283041.0,-31708935931450.64,649.6702702702703
31983801643196.33,2814321720494.5527,-81671704522553.4,-28211569931259.61,643.381081081081
30059606429593.086,2645007744189.1567,-76758206728693.08,-26514317876592.4,633.8283783783784
32002101335598.066,2815931981566.7114,-81718431394841.33,-28227711107434.766,636.0310810810811
32273664086748.082,2839827317351.378,-82411876921160.73,-28467245284584.277,621.3783783783783
35113291955146.105,3089692171361.687,-89662961278565.05,-30971961991886.992,618.2810810810811
29863188209081.688,2627724555937.788,-76256646253872.19,-26341065700216.11,621.2608108108109
28315508807656.47,2491540976705.167,-72304595108869.9,-24975922560337.38,611.7256756756757
28054788631296.613,2468599686945.2603,-71638837625674.25,-24745952299356.95,619.0594594594595
21232996592565.3,1868335826528.6636,-54219164492911.43,-18728735584107.445,606.7175675675676
22213871720871.05,1954645138811.524,-56723861112283.33,-19593924388637.992,612.0851351351351
21265518122237.215,1871197475480.4695,-54302209749249.44,-18757421539510.105,606.045945945946
27544363217168.547,2423686161117.1,-70335449301607.8,-24295727225912.086,609.8567567567568
25474331808711.984,2241539755342.322,-65049554976489.52,-22469839316354.773,624.2337837837838
26818899126495.547,2359851158431.6055,-68482952544340.57,-23655825956258.4,624.0202702702703
24477495528796.062,2153826127334.019,-62504100148012.14,-21590571989118.12,616.2243243243244
25035522757874.08,2202928125046.8916,-63929041380896.79,-22082784426985.992,620.1581081081081
27525200073574.12,2421999996599.8247,-70286515504482.62,-24278824271833.305,635.2148648648649
34263421968259.46,3014910329654.4204,-87492789967314.25,-30222327312164.83,638.1945945945946
28341504038792.31,2493828379563.3286,-72370974790149.03,-24998851895994.543,645.0567567567567
32760871800752.766,2882697848543.5205,-83655977683072.1,-28896990888970.766,647.6905405405405
24443824743131.727,2150863374953.7708,-62418120825772.85,-21560872436298.12,649.0405405405405
32687600402967.918,2876250518633.575,-83468876777585.7,-28832361218248.71,649.6905405405405
23236333078763.832,2044613687110.6426,-59334750646857.9,-20495794745851.91,642.422972972973
27902389144476.883,2455189808398.734,-71249680156791.73,-24611527155974.51,662.6513513513513
34819718526718.35,3063860062626.6885,-88913311250216.97,-30713013139304.43,656.0445945945946
21519247908772.566,1893523758187.1523,-54950116480900.03,-18981225944254.746,658.5486486486486
5333328653705.519,469290753232.69806,-13618832469100.146,-4704305490134.267,658.0297297297296
22087631725019.977,1943536990344.3735,-56401503449448.33,-19482573367352.715,651.2783783783783
19577324014117.645,1722649754988.4805,-49991349216472.77,-17268336279818.92,651.545945945946
24411026469996.637,2147977403149.7288,-62334369443890.37,-21531942490067.04,661.0216216216216
25726055436441.402,2263689523388.4204,-65692339673599.09,-22691874313479.566,664.4445945945946
32536963904437.996,2862995530793.3955,-83084221507132.19,-28699490809015.73,663.3824324324324
31535728651081.562,2774894780668.5527,-80527533357707.03,-27816343155967.027,641.2567567567568
30686477640695.906,2700167512689.0527,-78358942997168.31,-27067254731073.137,640.1675675675676
38935591455524.87,3426024229840.3936,-99423330452418.5,-34343451856474.37,638.5824324324324
26091533774637.06,2295848714024.028,-66625600845272.375,-23014247413207.86,640.1621621621622
30356808235022.81,2671159163008.4766,-77517121355554.06,-26776467129566.8,633.1837837837837
23619504074133.914,2078329655748.6465,-60313190759231.09,-20833773767964.938,640.2824324324324
19537721246498.38,1719165010065.49,-49890222242338.98,-17233404312442.299,646.0567567567567
21812820432967.46,1919355741331.1924,-55699763782838.1,-19240173827760.203,652.6972972972973
22611947394719.88,1989672528132.9421,-57740361129202.97,-19945050093851.36,643.2351351351351
25472340232945.004,2241364523470.171,-65044469580287.63,-22468082678179.438,630.0337837837837
26855937967947.17,2363110184955.5776,-68577532393770.83,-23688496176264.008,608.7175675675676
28979401580077.14,2549958236157.9014,-73999867496902.31,-25561514439149.754,584.1608108108109
41363706391518.88,3639679167091.0645,-105623602749548.64,-36485190243263.42,590.1486486486486
42885152237086.97,3773554277254.9062,-109508665103894.08,-37827193571508.24,559.2486486486487
26246621863139.305,2309495014414.8545,-67021623648553.74,-23151043731304.586,500.8810810810812
34619111563530.188,3046207972589.865,-88401054933369.28,-30536065748122.37,542.8878378378378
31087902990787.68,2735489574948.783,-79383996339503.34,-27421334913039.566,557.75
29742126565921.332,2617071925452.1885,-75947511304763.05,-26234282046430.805,552.072972972973
24713045068851.65,2174552538365.303,-63105584278786.195,-21798340300020.16,556.8081081081082
22390543168213.18,1970190797500.0176,-57174998106284.11,-19749758872006.85,581.7756756756756
26863069294154.914,2363737760935.7793,-68595742432833.555,-23694786562300.312,580.4337837837837
24184103753797.18,2128009924324.6262,-61754914990555.96,-21331783412449.64,576.4756756756757
25825499400388.242,2272439780187.9497,-65946273330778.53,-22779589660600.684,564.0364864864864
30694762755610.883,2700896471523.196,-78380099562488.02,-27074562619964.793,537.7189189189189
29327210461325.945,2580562616844.006,-74888009310651.72,-25868302018618.438,533.372972972973
27653236052105.58,2433266137260.607,-70613459899484.19,-24391759487092.2,543.4716216216217
21936001911880.77,1930194741105.452,-56014311948193.74,-19348827102620.875,549.322972972973
27667641238462.793,2434533685506.7026,-70650244061775.31,-24404465713047.348,536.5283783783783
23684368555021.152,2084037174487.4316,-60478824539472.92,-20890987981669.51,543.9918918918919
25516425216033.625,2245243669277.3413,-65157042208516.72,-22506968272691.3,546.7162162162163
22163809787217.39,1950240031183.1655,-56596026606605.15,-19549766820770.367,547.9445945945946
21703638865708.113,1909748603549.9688,-55420965663384.49,-19143869429979.496,550.0108108108109
17826237261005.793,1568567935596.047,-45519890999693.516,-15723776103050.219,550.377027027027
20079496922993.156,1766836984780.813,-51273664616864.06,-17711281939745.367,538.0081081081081
21803504227723.73,1918535979044.3936,-55675974241667.78,-19231956374886.137,526.7972972972973
21626922168170.145,1902998154752.5972,-55225067128500.086,-19076200887863.285,534.814864864865
20747482266417.098,1825614419354.2056,-52979387291239.23,-18300483785706.934,533.0837837837837
20404307231367.812,1795417708736.216,-52103078710018.445,-17997783488059.29,537.1621621621622
21011989707664.785,1848889013182.2424,-53654816146054.25,-18533794789497.035,535.3418918918919
20481673180696.23,1802225329213.8682,-52300634988590.84,-18066024751293.777,538.2878378378379
22992875459873.133,2023191272105.6582,-58713073228860.414,-20281050871674.35,538.8945945945945
26543806432295.47,2335645070620.6777,-67780494565223.516,-23413178124626.188,530.081081081081
31872018312715.844,2804485617997.8237,-81386260974252.17,-28112970326497.785,539.021052631579
25975824155804.91,2285667141221.7207,-66330132775362.25,-22912184819161.86,520.625
23319569504058.766,2051937744575.3599,-59547297739771.68,-20569213998734.168,530.6736842105263
29026349591089.184,2554089312291.553,-74119750698750.78,-25602925360247.0,531.925
28257585828339.156,2486444116382.793,-72156687772847.89,-24924831116089.18,529.7631578947369
26833734025427.2,2361156469472.159,-68520834109469.51,-23668911186238.695,427.2986842105264
