Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Close
13742121568471.822,1209198081891.4968,-35090965233353.76,-12121348970838.307,17969828282641.57,26464009261166.09,4674603798352.089,1078516554236.1614,-10140449082286.184,-28784506006075.55,8484722097862.889,-1380626240724.7817,684.7785714285715
13302284216452.031,1170495881564.5063,-33967825814112.41,-11733386892694.488,17394676854482.018,25616988617618.29,4524986034749.221,1043996977355.811,-9815888630279.729,-27863214432700.996,8213155665850.84,-1336437276663.9707,699.8142857142857
13735329189785.365,1208600422384.0537,-35073620635169.395,-12115357717582.738,17960946331909.31,26450928758312.1,4672293258225.582,1077983452289.0671,-10135436863503.729,-28770278608339.844,8480528235967.815,-1379943883716.3716,705.9559523809525
1675448169919.7632,147426189566.51733,-4278312745353.6714,-1477842554334.1475,2190892868801.1934,3226508790802.393,569930659899.5559,131493440070.50037,-1236329976879.3228,-3509425230563.537,1034462682831.5664,-168326826146.07797,708.0380952380953
15022078801295.57,1321824211342.6084,-38359378600629.95,-13250345552585.707,19643559102923.887,28928897902380.35,5110001840234.369,1178970820174.357,-11084942283839.943,-31465528486360.86,9274998936981.004,-1509219429873.1538,683.597619047619
21003816034536.14,1848169824885.5542,-53633943852223.88,-18526585054222.527,27465553025267.633,40448280004350.68,7144786020680.813,1648432709645.9822,-15498926037978.455,-43994987671093.0,12968269824835.658,-2110185146090.8728,689.7154761904761
13305017794406.537,1170736413446.4016,-33974806188079.812,-11735798083949.44,17398251380398.848,25622252901231.88,4525915917166.241,1044211537420.2489,-9817905813005.227,-27868940257767.305,8214843502852.063,-1336711864863.2488,685.5940476190476
18222486623237.49,1603434770428.3027,-46531726545790.33,-16073290963800.031,23828559004449.797,35092110836635.996,6198672049101.204,1430146943156.5125,-13446555301112.031,-38169162737842.125,11251009110944.457,-1830753939705.9155,693.1
16589117443782.328,1459711206680.5217,-42360863901864.7,-14632564548958.076,21692690634409.605,31946636020979.234,5643055236388.126,1301955974773.2808,-12241275784953.453,-34747877001589.04,10242526946807.94,-1666654698904.5645,718.5642857142857
12305250611513.154,1082764792349.657,-31421867356199.387,-10853945363559.623,16090909952032.717,23696942583547.145,4185829012867.7734,965747269062.4379,-9080167598704.475,-25774809119034.01,7597562780655.799,-1236268503996.6213,720.6321428571429
11945206447935.756,1051083742817.2886,-30502482565593.395,-10536365493022.875,15620099658465.295,23003584407449.273,4063354194017.1006,937490092904.3854,-8814487417993.465,-25020653805479.477,7375262729935.823,-1200096028860.8418,719.2940476190475
16208797539147.943,1426246070349.4712,-41389704221022.96,-14297100316219.834,21195366911845.055,31214231601257.836,5513683293767.923,1272107484146.232,-11960633862344.922,-33951251714112.754,10007708076131.816,-1628445264242.7073,733.8928571428571
12447513781403.041,1095282853939.7443,-31785141186229.426,-10979429796964.62,16276939897513.463,23970907184825.105,4234222131028.719,976912441493.5371,-9185144989464.69,-26072796354922.945,7685399481147.553,-1250561244017.224,726.7714285714286
15640595640883.908,1376248800378.8665,-39938781945045.945,-13795913295053.76,20452360086600.49,30120012026058.805,5320400290482.047,1227513582807.6396,-11541352043882.996,-32761085488623.86,9656886352716.438,-1571359805393.0115,710.1226190476191
11288983792685.727,993341382469.4126,-28826796169550.316,-9957539107274.988,14761992978681.113,21739858011534.35,3840129511688.7134,885988060938.398,-8330254073949.623,-23646117613164.914,6970094687272.471,-1134167558545.4006,721.1619047619048
10413482372962.36,916304174285.8956,-26591174093771.844,-9185296019373.242,13617147177953.172,20053853563859.473,3542313609531.8574,817276483235.5953,-7684212798587.996,-21812275876585.516,6429538674439.224,-1046208790997.4762,716.2809523809524
22419729284311.094,1972759110518.4937,-57249525382725.945,-19775502893220.566,29317066579947.246,43174987120429.68,7626431694622.853,1759557073794.6458,-16543742294492.13,-46960786477458.18,13842488847839.984,-2252437636643.0254,734.1559523809524
12963551756143.36,1140690096481.6868,-33102861124383.0,-11434605182779.357,16951734725405.393,24964671614015.934,4409760733232.066,1017412392283.9012,-9565934552544.402,-27153698985943.754,8004013968562.546,-1302405939953.4844,689.8571428571429
11642461490291.006,1024444596367.7131,-29729413332512.26,-10269326906638.254,15224216545720.203,22420570764222.855,3960370633566.264,913729903007.4025,-8591088874573.819,-24386518653758.13,7188340546204.341,-1169680227450.927,680.2761904761904
10973523347675.303,965583339713.2549,-28021257328347.105,-9679284631101.45,14349482405469.32,21132357251590.996,3732820547880.615,861229910044.6879,-8097472637144.333,-22985348185432.812,6775321676446.882,-1102474283322.9004,658.2154761904761
13529249666178.146,1190467062244.1204,-34547389687667.305,-11933583625915.146,17691467339087.305,26054069325265.08,4602191990448.891,1061809798649.7391,-9983368689745.809,-28338620591129.188,8353289651145.707,-1359239773331.1147,654.2154761904761
14654651829578.604,1289493563148.3547,-37421141522623.195,-12926253661947.463,19163094827612.707,28221322206735.29,4985015641231.621,1150134198920.6675,-10813814176218.158,-30695909070116.15,9048140445028.855,-1472305307883.8625,640.9773809523809
14114678615331.318,1241980178177.9941,-36042301931047.74,-12449965922250.828,18457001063927.824,27181464118095.203,4801335059799.019,1107755735028.4026,-10415362550870.715,-29564871012729.703,8714747792803.042,-1418055938430.3926,657.9345238095239
12040819066387.225,1059496898740.7496,-30746632673844.242,-10620701390915.418,15745127101158.664,23187711305632.156,4095878374639.9297,944994030030.6731,-8885040962639.477,-25220925848205.395,7434296334425.764,-1209701878148.0964,639.9892857142856
13499591901146.697,1187857382973.341,-34471657640539.086,-11907423712044.465,17652685361785.727,25996955646374.848,4592103425167.434,1059482208516.8755,-9961484012718.38,-28276498805760.2,8334978346000.436,-1356260070643.0195,644.4535714285714
12830291738254.63,1128964237724.5322,-32762577315316.47,-11317062066143.56,16777477716739.459,24708045017750.42,4364430192397.239,1006953831800.0164,-9467600733552.996,-26874570035182.68,7921736078065.7,-1289017647540.9783,660.2642857142857
14878444934430.738,1309185555660.642,-37992604677339.23,-13123652114678.107,19455736841228.066,28652293692684.01,5061142460546.811,1167698064057.6274,-10978953411636.135,-31164670236969.727,9186315878757.742,-1494789006607.0852,675.8119047619048
21391930096880.055,1882320744088.1726,-54625006074341.86,-18868924094279.156,27973068611278.1,41195693988825.24,7276809251761.457,1678892905268.9075,-15785319385242.846,-44807938600735.19,13207901076308.445,-2149177594249.2266,685.4571428571429
13293002252024.656,1169679133216.223,-33944124074966.832,-11725199658513.379,17382539288208.604,25599113840200.28,4521828631550.741,1043268523773.2318,-9809039424099.42,-27843772254827.477,8207424816627.735,-1335504700057.5356,663.4916666666667
11071095545492.746,974168893908.0863,-28270411224333.434,-9765348931871.19,14477072175220.64,21320257766915.594,3766011300655.535,868887645920.5266,-8169472213280.191,-23189724681069.98,6835565247600.498,-1112276969580.9143,667.927380952381
9924135687874.984,873245497844.7375,-25341611088000.156,-8753663780965.741,12977254885809.156,19111489976291.723,3375854457546.126,778871340772.8014,-7323119070673.167,-20787281056134.17,6127404184129.896,-997045627224.1533,667.2202380952381
9335352019002.963,821437160872.3842,-23838132341633.332,-8234322352912.671,12207334261550.154,17977634703878.582,3175570210019.7905,732662115325.8379,-6888649751433.213,-19554003626412.035,5763874817505.983,-937892404427.4844,673.127380952381
13479484679644.922,1186088108147.5544,-34420313132922.16,-11889687963765.795,17626392270494.8,25958233945588.176,4585263620651.444,1057904124948.1578,-9946646654544.543,-28234381856127.188,8322563600520.9795,-1354239994567.281,676.3369047619047
12217113923024.484,1075009457691.1206,-31196807337154.46,-10776203678529.414,15975658359465.182,23527212563956.445,4155847897139.724,958830075257.0258,-9015130647780.926,-25590196308652.59,7543145036074.995,-1227413708959.1353,673.4892857142856
9067612318829.414,797878201733.7861,-23154450142501.004,-7998160430109.883,11857225632821.309,17462032699730.365,3084494246874.699,711649217874.625,-6691081916094.11,-18993191113518.742,5598565715518.305,-910993492271.5778,669.1107142857143
8239645801055.678,725023678809.0532,-21040210025613.625,-7267845870894.159,10774538598956.63,15867569002183.371,2802848107582.031,646668310000.1207,-6080117151174.682,-17258916832195.854,5087358963765.147,-827810375022.5864,679.5511904761905
13369814219703.297,1176437959912.3467,-34140265922691.72,-11792952221063.219,17482982094315.982,25747035076929.273,4547957443273.736,1049296911405.3113,-9865719741311.291,-28004663987837.168,8254850410406.972,-1343221744880.4314,689.722619047619
11269664288621.078,991641375098.032,-28777463163987.133,-9940498099479.947,14736729767764.727,21702653268242.727,3833557658606.322,884471831266.9559,-8315998091196.813,-23605650520130.195,6958166463020.609,-1132226510457.5908,693.9261904761905
12294945720943.684,1081858068011.8848,-31395553366755.11,-10844855880954.361,16077434890718.95,23677097794959.973,4182323635066.8477,964938488179.6147,-9072563433017.156,-25753224298349.3,7591200184525.416,-1235233296736.2412,697.6904761904761
8313424617170.587,731515630788.7866,-21228606763361.01,-7332923077144.625,10871015164487.232,16009649240660.543,2827945163847.3105,652458667726.5697,-6134559301009.048,-17413455375219.35,5132911827590.306,-835222664175.3282,704.3059523809524
12350710669636.22,1086764895672.1573,-31537951042422.082,-10894043714508.889,16150355550714.049,23784487597782.117,4201292966461.8047,969315079093.7653,-9113713029824.822,-25870030533304.523,7625630945190.716,-1240835723878.4321,714.6583333333334
14374090281659.549,1264806333894.1602,-36704718281366.48,-12678782034334.613,18796219587412.848,27681028369281.367,4889578108165.263,1128115029749.7288,-10606785057888.967,-30108239531332.965,8874914960719.809,-1444118137846.1948,715.1547619047619
10304871660781.545,906747231452.4059,-26313833081614.863,-9089494971983.428,13475122615018.941,19844695553076.07,3505367922242.877,808752477993.9025,-7604068005800.443,-21584777714245.227,6362479965932.559,-1035296882338.3038,715.2011904761905
10062232699492.268,885396952820.2079,-25694246314970.54,-8875473361277.873,13157836918075.938,19377431424434.637,3422830369518.2476,789709520923.6113,-7425022178423.842,-21076541640204.04,6212668583340.325,-1010919844523.9282,716.5892857142857
10251718661933.55,902070211980.3069,-26178105098147.027,-9042610971185.518,13405617435429.078,19742335685292.688,3487287069839.9463,804580868266.3066,-7564845796412.427,-21473442533520.645,6329661880154.664,-1029956844872.1493,715.1607142857143
9170376636910.287,806920661801.6746,-23416862196237.25,-8088804536243.521,11991605017578.441,17659931939025.117,3119451179838.9316,719714405554.4017,-6766912687642.88,-19208443192452.336,5662014857521.592,-921317937750.0996,708.7761904761904
13194263872415.664,1160990931731.2651,-33691992251196.4,-11638106646528.967,17253424472794.0,25408967477403.18,4488241167865.161,1035519263302.5477,-9736179343589.896,-27636952975920.617,8146461270930.871,-1325584810245.9836,712.025
12987734570259.648,1142817972350.0159,-33164612832454.35,-11455935799065.188,16983357225069.334,25011241913793.19,4417986905780.162,1019310337198.865,-9583779351749.17,-27204352784527.707,8018945096375.521,-1304835438308.4553,714.5095238095239
7802405693724.457,686549999550.1971,-19923703417495.848,-6882174779215.002,10202783388493.455,15025550464046.518,2654113889957.2827,612352677341.1401,-5757473489875.854,-16343065844388.732,4817396384291.896,-783882055922.5981,701.2011904761905
13188635927865.988,1160495697204.2292,-33677621104978.855,-11633142438101.52,17246065038099.895,25398129402678.61,4486326728713.481,1035077578617.539,-9732026468542.338,-27625164518097.61,8142986506150.061,-1325019347832.9329,701.8662790697674
11340320917367.943,997858608029.9954,-28957887212242.04,-10002821356138.645,14829123659611.854,21838720873154.3,3857592645420.4136,890017131733.8812,-8368136296232.06,-23753649260849.105,7001791547809.891,-1139325175933.176,703.5593023255814
18840083360793.957,1657778380044.406,-48108780341519.35,-16618047084223.568,24636156761690.47,36281453026420.8,6408757504009.33,1478617494703.0532,-13902286127406.793,-39462792416027.55,11632328469275.88,-1892801855765.7866,699.953488372093
12415580706126.902,1092472916759.256,-31703598922635.383,-10951262820981.209,16235182446149.688,23909411683801.074,4223359561137.3516,974406281851.4127,-9161581386964.033,-26005908456377.227,7665683449403.432,-1247352903100.1914,704.6988372093023
10783401233185.396,948854060488.5973,-27535774235434.19,-9511585836602.695,14100869873845.412,20766227970508.824,3668147450641.469,846308673512.881,-7957179722091.049,-22587114763528.363,6657935768881.335,-1083373234150.9319,713.4267441860464
8723915440071.909,767635593838.8926,-22276808676796.105,-7694999830138.385,11407791830786.605,16800155448192.973,2967580221521.577,684675012437.5557,-6437464539148.121,-18273277144997.43,5386358848708.167,-876463398932.9796,713.5837209302325
11696561710756.277,1029204977673.7283,-29867559912575.418,-10317046402033.027,15294960441550.559,22524754629709.043,3978773679748.157,917975808445.1842,-8631009940112.706,-24499837891519.605,7221743330832.527,-1175115533624.37,715.556976744186
11486678309327.57,1010736914839.918,-29331615641505.36,-10131917087147.824,15020507347805.857,22120569858359.477,3907378465247.815,901503615903.6512,-8476134836139.398,-24060212216526.08,7092156122773.314,-1154029273165.5854,713.3732558139535
12343033021658.09,1086089339953.6951,-31518345973083.016,-10887271627930.742,16140315943414.373,23769702364096.816,4198681304098.3926,968712526805.6704,-9108047619624.008,-25853948835686.656,7620890574216.54,-1240064378148.5093,714.5267441860466
14451821049583.291,1271646035148.2402,-36903206273283.25,-12747345080820.42,18897863935753.867,27830718992833.01,4916019471180.05,1134215515305.4258,-10664143312958.42,-30271055816777.426,8922907775700.777,-1451927556816.822,697.560465116279
14726119174878.57,1295782085439.226,-37603635926357.46,-12989291963183.416,19256548657945.758,28358951148458.605,5009326415035.768,1155743181332.6533,-10866550780705.793,-30845605896741.98,9092266307411.607,-1479485256246.515,702.7383720930233
13942420074871.281,1226822762111.415,-35602433912386.06,-12298023826575.193,18231747815153.43,26849735658573.86,4742738529598.701,1094236442112.3043,-10288251260043.266,-29204054927623.094,8608391190861.789,-1400749672109.3525,716.4581395348837
11979688598328.504,1054117913234.8654,-30590533970610.363,-10566780782370.307,15665190166438.32,23069988763482.62,4075083858122.99,940196338722.4048,-8839932132134.186,-25092880876913.332,7396552814401.409,-1203560338261.1458,721.2162790697674
12956406333676.277,1140061360539.0645,-33084615089232.17,-11428302512348.873,16942391083461.814,24950911272491.89,4407330101796.351,1016851596224.9297,-9560661862215.371,-27138732117918.91,7999602177447.404,-1301688064202.645,727.539534883721
11368990782238.85,1000381298821.6204,-29031096706830.39,-10028109794061.787,14866613572637.285,21893932123602.754,3867345159789.232,892267238317.5237,-8389292154830.929,-23813701633026.676,7019493137556.775,-1142205464015.7915,731.1953488372093
13962366518992.701,1228577891260.6082,-35653367916869.72,-12315617761743.637,18257830697175.086,26888147760831.305,4749523641712.487,1095801904497.7775,-10302969975099.742,-29245835177109.742,8620706645554.094,-1402753588003.2808,722.5162790697675
12041473164255.688,1059554473148.69,-30748302826747.53,-10621278355457.832,15745982518076.275,23188970868327.1,4096100866881.1626,945045332508.249,-8885523539970.365,-25222295948168.05,7434700073664.47,-1209767680440.83,728.6941860465116
12778305510745.03,1124389887581.315,-32629828700584.02,-11271207226734.578,16709498271559.379,24607932056826.223,4346746234500.1895,1002873788247.4733,-9429239483198.723,-26765678792187.74,7889638369481.41,-1283794845575.8494,735.9476744186046
12493356783440.326,1099316670249.9316,-31902202609114.566,-11019865940153.697,16336886308535.924,24059189585273.09,4249816343088.531,980510280598.5576,-9218972925589.963,-26168819857057.24,7713704000241.55,-1255167018515.4282,733.7732558139535
11660858332014.342,1026063368592.0807,-29776390123346.094,-10285553953231.514,15248273101146.525,22455998521926.766,3966628597473.4766,915173705860.944,-8604664031239.64,-24425052944284.6,7199699149333.049,-1171528556528.7676,729.7255813953489
14135169565894.734,1243783189602.9023,-36094626229464.82,-12468040065517.67,18483795884447.586,27220924693791.664,4808305372964.793,1109363918710.4197,-10430483063453.707,-29607791680610.668,8727399461446.286,-1420114553728.2883,737.0290697674419
12866022770355.732,1132108300950.4436,-32853817665575.926,-11348578923761.363,16824201335433.553,24776854334459.06,4376584671795.469,1009758071062.5253,-9493966960225.943,-26949412988366.746,7943797198971.41,-1292607479461.2488,740.3209302325581
16773098499545.775,1475900102825.9912,-42830665592910.69,-14794846534195.357,21933272786874.277,32300939081591.3,5705639345644.597,1316395246873.5542,-12377037174602.326,-35133247221005.49,10356121246981.748,-1685138745224.3896,710.9593023255813
9806237830073.32,862871385189.1777,-25040554987555.855,-8649670965006.347,12823086134008.52,18884447136424.023,3335749595262.755,769618430407.3295,-7236121120542.348,-20540329923090.45,6054611249360.756,-985200747006.973,715.6581395348837
9968355548746.41,877136493106.0215,-25454527884931.74,-8792668238378.638,13035078820827.725,19196646676652.867,3390896540414.484,782341804902.3447,-7355749304479.038,-20879904785546.527,6154706553287.571,-1001488291244.3254,714.006976744186
14787473104328.96,1301180767032.1165,-37760305036668.05,-13043409687248.895,19336777987163.605,28477103867708.977,5030196920261.637,1160558338884.5627,-10911824323694.139,-30974118990462.246,9130147547358.025,-1485649417388.781,705.6488372093023
12531756879661.691,1102695578928.6938,-32000258498402.035,-11053737050943.906,16387100064277.68,24133138871972.996,4262878748087.762,983524004583.0073,-9247308710880.871,-26249253430728.535,7737413116678.935,-1259024977841.5364,717.8255813953489
9919054734866.367,872798393554.6982,-25328636695672.74,-8749182040480.914,12970610747420.957,19101705255598.387,3374126079563.8584,778472574529.5879,-7319369806406.77,-20776638369478.266,6124267109601.253,-996535129577.6519,720.7976744186046
8795613058538.973,773944421102.226,-22459890878179.168,-7758241283647.025,11501546958161.738,16938227709118.85,2991969311625.348,690302005456.9904,-6490370889211.449,-18423456329508.703,5430626657492.0,-883666661243.5879,721.6511627906976
10609308523460.373,933535287389.5635,-27091222625468.27,-9358025958179.367,13873218325897.342,20430967371544.973,3608927003373.426,832645410357.895,-7828714905257.949,-22222456921520.547,6550446582308.282,-1065882764109.1277,724.4732558139535
14153968759038.385,1245437417282.264,-36142630571551.31,-12484622121571.123,18508378756099.25,27257127408437.164,4814700225322.356,1110839295437.664,-10444355065116.92,-29647168953200.71,8739006373207.195,-1422003357527.1372,724.3558139534883
13908859375497.691,1223869699410.9893,-35516735629776.4,-12268421368388.42,18187862384863.652,26785105900208.188,4731322320438.895,1091602507826.8914,-10263486464641.574,-29133758181827.195,8587669938211.848,-1397377943300.6938,735.296511627907
15817541180717.268,1391818643490.1204,-40390618129537.39,-13951989561645.697,20683742347486.23,30460766329993.863,5380591149868.793,1241400665399.741,-11671921787109.947,-33131718994941.58,9766136662623.656,-1589137086292.9492,744.2069767441861
16653030719153.969,1465335086391.1924,-42524068561871.15,-14688939785757.518,21776266654261.305,32069717545154.82,5664796360521.921,1306972028487.038,-12288437971157.59,-34881751024840.805,10281988471190.281,-1673075908143.759,750.9453488372093
13696522208483.275,1205185720046.122,-34974525583901.977,-12081127684299.773,17910200608442.688,26376195769077.645,4659092419131.719,1074937742988.1127,-10106800717201.617,-28688992776077.727,8456567741083.519,-1376045149586.4578,745.4151162790697
15880844786844.223,1397388827798.545,-40552265942892.516,-14007826953694.486,20766520919191.56,30582673743216.41,5402124881095.0,1246368903745.7031,-11718634203704.842,-33264315788594.72,9805221952382.135,-1595496945490.0132,743.8802325581395
15650269629391.264,1377100024969.046,-39963484792780.54,-13804446288071.812,20465010228339.023,30138641769801.33,5323691045053.34,1228272816060.32,-11548490577046.537,-32781348815833.395,9662859304490.719,-1572331709431.7732,740.9779069767442
13440633476930.652,1182669539703.0203,-34321105191817.613,-11855418983062.527,17575588779413.605,25883415850010.723,4572047753456.791,1054854949266.8945,-9917977859461.723,-28153003436116.29,8298575776422.008,-1350336846070.9587,743.560465116279
3043639649452.21,267816235666.99933,-7772035252698.53,-2684666875156.1826,3980002823991.249,5861315336173.115,1035343007691.8909,238872565274.67664,-2245932138156.168,-6375264835524.874,1879217536111.294,-305784598937.1236,747.7069767441861
9233769846647.545,812498764865.238,-23578738789567.434,-8144721012798.229,12074500910756.021,17782011896632.992,3141015389636.385,724689645322.1239,-6813691128122.002,-19341227785336.254,5701155321910.595,-927686887920.6465,741.6627906976744
19037327297515.227,1675134299335.6104,-48612449236313.87,-16792027687698.367,24894082053761.676,36661297183769.836,6475853192438.183,1494097670545.1309,-14047834333475.594,-39875943309058.23,11754111601584.502,-1912618373916.2532,746.646511627907
16750763076186.916,1473934757115.816,-42773631310507.38,-14775145377797.777,21904065954109.953,32257926415823.844,5698041586135.008,1314642300221.1702,-12360555634010.826,-35086463002426.84,10342330803246.26,-1682894784308.5403,750.7546511627908
14081083495365.979,1239024097602.2979,-35956515711548.76,-12420333117202.244,18413070659400.016,27116768053407.777,4789907141179.385,1105119088770.7522,-10390572322286.166,-29494502167535.57,8694005246203.671,-1414680789090.588,752.3732558139535
15633878112318.082,1375657718544.0288,-39921628415203.39,-13789988041250.037,20443575976180.453,30107075620715.28,5318115206117.542,1226986351957.9055,-11536395056998.71,-32747014804743.965,9652738719875.021,-1570684973854.2024,751.9906976744186
14320636275536.586,1260102821826.6921,-36568221462705.57,-12631632492973.062,18726320754890.8,27578088701968.27,4871394849399.828,1123919775947.2356,-10567340688181.455,-29996273691853.5,8841911008144.031,-1438747919606.0696,757.1674418604651
12508736885295.648,1100670008710.9084,-31941476444819.246,-11033432132185.844,16356998086491.51,24088808108531.707,4255048151040.8794,981717374886.8765,-9230322106683.479,-26201035490820.348,7723200073230.137,-1256712142029.3484,760.8593023255814
12026711209482.662,1058255558895.0963,-30710607576452.35,-10608257471463.85,15726679203115.008,23160542837812.445,4091079341861.4814,943886744296.8463,-8874630455407.984,-25191375297129.332,7425585561597.396,-1208284685499.3755,762.6139534883721
12004830593069.928,1056330193418.0544,-30654734794522.316,-10588957434084.717,15698066944319.373,23118406093776.043,4083636298103.763,942169535159.3248,-8858484652783.354,-25145543688111.27,7412076102049.345,-1206086281049.5579,764.8988372093023
13097632126742.268,1152488111286.2407,-33445239814936.66,-11552871842905.38,17127064416434.623,25222878021906.535,4455370319379.858,1027935342024.847,-9664873766200.785,-27434546314176.33,8086798406969.654,-1315876577211.6145,764.082558139535
15637829238154.809,1376005413749.4084,-39931717708715.875,-13793473204656.477,20448742755645.32,30114684522996.77,5319459245821.58,1227296424753.2612,-11539310560231.72,-32755290966707.105,9655178136891.791,-1571082003517.866,758.7360465116279
15285998352721.295,1345047029536.023,-39033305922686.68,-13483137867814.18,19988672397442.746,29437143191788.09,5199778305298.587,1199683879288.6157,-11279691148500.357,-32018339333811.84,9437949301537.006,-1535734567420.9346,760.9476744186046
14712536878195.254,1294586989639.2852,-37568952869345.08,-12977311614107.416,19238788013307.406,28332794779979.87,5004706157979.422,1154677140466.2134,-10856528086321.936,-30817156208562.457,9083880019443.893,-1478120864376.1924,766.9337209302325
10310066450131.793,907204332551.4877,-26327098099510.64,-9094077065316.377,13481915583763.092,19854699418788.21,3507135004611.349,809160162348.6165,-7607901259902.866,-21595658820392.918,6365687310876.733,-1035818813620.7217,774.7127906976744
14505003740408.154,1276325688681.036,-37039010108956.195,-12794255302473.605,18967408059579.812,27933136054926.6,4934110421817.269,1138389435008.007,-10703387373907.008,-30382453322774.57,8955744086283.777,-1457270621026.714,775.9651162790698
14354800823223.549,1263109036078.9993,-36655461973233.49,-12661767640094.594,18770995908384.934,27643881507914.77,4883016485189.671,1126601120307.7458,-10592551103628.678,-30067835537965.426,8863005071372.365,-1442180253536.598,778.5930232558139
19399481017980.71,1707001065917.8477,-49537220827448.04,-17111468476330.26,25367651218655.95,37358717908367.86,6599045631077.472,1522520367859.1135,-14315070997144.107,-40634517546056.54,11977713875101.188,-1949002981681.869,781.6872093023256
16701080433399.371,1469563072000.999,-42646765061120.4,-14731322406708.096,21839098605456.047,32162249671999.305,5681141243608.133,1310743098367.9329,-12323894355349.047,-34982396772784.297,10311655586439.17,-1677903297822.508,774.0406976744187
20350481606833.707,1790681550808.6448,-51965632481719.38,-17950306099963.23,26611223035167.344,39190115437707.13,6922543767312.576,1597157315712.4658,-15016823926314.535,-42626501128735.58,12564885023050.883,-2044546832579.7043,771.4953488372093
16233963287485.742,1428460495291.6436,-41453965921503.41,-14319298036970.19,21228274986131.02,31262694839766.38,5522243834457.03,1274082536892.6086,-11979203852839.53,-34003964607548.906,10023245880504.31,-1630973630009.6697,781.6651162790697
14370996127365.32,1264534095733.3252,-36696817153852.05,-12676052827457.56,18792173643838.426,27675069703870.215,4888525570903.508,1127872154667.4768,-10604501748973.844,-30101758502208.688,8873004412236.467,-1443807374743.3901,784.9267441860464
12254151876329.799,1078268523341.3512,-31291384932236.156,-10808873318887.047,16024090985195.967,23598538680931.027,4168446944917.2188,961736878614.1287,-9042461247415.107,-25667776765274.805,7566013059467.514,-1231134860269.3816,786.2813953488371
11116015638999.13,978121489397.3451,-28385116222126.465,-9804971033054.455,14535811696616.484,21406763036524.473,3781291590670.307,872413099167.513,-8202619241755.725,-23283815147944.48,6863300064696.455,-1116789895954.2727,787.9023255813954
9542484448110.742,839663165128.3016,-24367051838247.266,-8417025142752.598,12478190097939.836,18376521707690.8,3246029627059.198,748918382887.0636,-7041494834898.197,-19987867062506.92,5891763441559.081,-958702330405.2473,789.2058139534884
14161584152735.018,1246107455674.718,-36162076791663.555,-12491339249742.938,18518336791420.004,27271792823351.06,4817290717810.896,1111437006775.2114,-10449974671452.535,-29663120187291.46,8743708493276.244,-1422768314197.5803,782.7174418604651
11947765014183.441,1051308884317.8337,-30509015746607.79,-10538622268421.662,15623445431013.867,23008511431638.758,4064224506203.246,937690844770.6067,-8816375293828.596,-25026012990740.992,7376842306720.937,-1200353189927.397,786.8825581395348
17600035989837.668,1548664009258.716,-44942278063276.266,-15524253299610.525,23014613992390.457,33893421068034.793,5986935425253.666,1381295418964.4275,-12987242732618.11,-36865365943551.484,10866692832723.936,-1768218342116.7383,789.4593023255813
11423202308828.104,1005151507719.7855,-29169527458922.4,-10075927512132.3,14937503166607.215,21998330309275.89,3885786064842.917,896521845389.913,-8429295251293.817,-23927254110691.496,7052964490838.454,-1147652050457.9873,796.896511627907
11429608008604.465,1005715167516.7772,-29185884742280.895,-10081577741252.602,14945879592324.043,22010666221330.273,3887965076415.0737,897024591193.7385,-8434022098532.621,-23940671711297.707,7056919525463.443,-1148295585192.417,800.1418604651162
13707941797945.986,1206190544387.7046,-35003685891479.293,-12091200407933.879,17925133358937.574,26398187137269.496,4662976973703.234,1075833984711.0817,-10115227363265.021,-28712912448875.395,8463618498366.272,-1377192419207.2207,802.8802325581395
13063855195293.719,1149516039108.9426,-33358989159337.734,-11523078665520.89,17082896258777.543,25157831734039.56,4443880548525.493,1025284409488.8463,-9639949325981.025,-27363796512772.797,8065943573500.474,-1312483233343.3071,800.1220930232558
12009259878702.629,1056719976082.7142,-30666045206899.51,-10592864402937.428,15703859035140.086,23126935907432.895,4085143004154.3364,942517146779.2458,-8861753010396.258,-25154821519499.74,7414810743069.452,-1206531328879.6458,799.3244186046511
11385382377002.084,1001823652880.7528,-29072953125333.457,-10042568163827.334,14888048059506.46,21925498348349.484,3872921023340.57,893553670647.8485,-8401387607147.543,-23848035800733.75,7029613615851.158,-1143852347526.4343,791.3151162790698
17564560343585.79,1545542493035.8638,-44851689822248.58,-15492961840352.59,22968224586036.742,33825103598152.57,5974867834779.178,1378511187159.7312,-12961064808515.094,-36791058089509.484,10844789171868.182,-1764654326963.8176,771.1802325581396
21733233086961.66,1912352738842.7104,-55496534392131.31,-19169973147622.375,28419372204396.223,41852961000186.85,7392908931563.796,1705679161614.4902,-16037170106926.562,-45522838259987.766,13418629669512.338,-2183467362797.1755,746.2220930232558
18022435048351.613,1585831841071.7168,-46020888150061.1,-15896833893809.467,23566962536749.984,34706859760699.79,6130621279756.034,1414446353687.3196,-13298935144621.398,-37750131064114.3,11127492221498.168,-1810655493542.1973,756.7476744186047
13777010004754.63,1212267972483.3535,-35180053914530.03,-12152122540378.727,18015449988085.723,26531195865158.266,4686471639818.491,1081254663072.9191,-10166193575166.766,-28857583939430.844,8506263032465.347,-1384131390317.2256,775.2313953488372
