Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Close
21125713849586.83,1858895877217.092,-53945214015852.945,-18634106008540.21,27624952267834.832,40683025778369.05,7186251518516.151,1657999543316.7222,-15588875622857.7,-44250317224670.61,13043532449452.473,-2122431839198.1047,852.2627659574467
22441031413094.67,1974633411798.9624,-57303921242112.914,-19794292427554.066,29344921770602.906,43216009928076.695,7633677951490.523,1761229007724.984,-16559461653795.92,-47005406072819.086,13855641744466.05,-2254577479748.6562,866.3202127659575
25638837019150.598,2256015021381.164,-65469624197774.69,-22614942553332.35,33526518997915.613,49374211533566.9,8721462965013.757,2012200864116.8574,-18919154362669.72,-53703589671318.82,15830045110300.379,-2575850664874.921,884.0265957446809
35759976053567.734,3146595290392.1113,-91314289856183.05,-31542374763262.477,46761384554463.64,68865082409970.52,12164331285429.055,2806533496905.7915,-26387644130904.863,-74903517664897.92,22079083928968.4,-3592688628691.929,883.708510638298
28884076927795.684,2541570429826.584,-73756452442602.64,-25477432452433.78,37770143286013.29,55623760300245.49,9825383539059.748,2266895555695.9233,-21313849512553.52,-60501129997703.96,17833735838097.91,-2901889228576.413,882.0648936170213
30422403577495.43,2676931048862.579,-77684620917920.8,-26834325945174.54,39781729823045.18,58586206255718.86,10348670130074.37,2387627348944.912,-22448996156753.39,-63723338001168.766,18783536346474.277,-3056439902305.1816,878.763829787234
27296263255021.58,2401855368733.6074,-69701917268775.18,-24076888612843.69,35693845247032.93,52566014388943.71,9285263170943.738,2142279926283.133,-20142185932586.6,-57175265521407.77,16853380891760.178,-2742366750897.3286,879.9851063829788
20605894526418.12,1813155853630.9111,-52617838215845.984,-18175595163995.67,26945212546549.742,39681979330227.93,7009426623104.547,1617202853454.7012,-15205295873960.863,-43161493880027.3,12722583457770.41,-2070207148793.662,879.5765957446808
25036143687883.22,2202982773517.9775,-63930626722510.766,-22083332064034.957,32738409541019.996,48213569680066.76,8516447138389.081,1964899977129.818,-18474420943583.31,-52441176875439.86,15457927539426.594,-2515300012365.621,892.5904255319149
31880465971508.484,2805229031915.4585,-81407831797279.92,-28120421637766.895,41688359144209.64,61394082486890.83,10844653514110.773,2502059763252.0977,-23524914942809.4,-66777422946254.7,19683779663424.17,-3202926732309.189,903.081914893617
45810753054099.086,4030984378987.705,-116979283464647.16,-40407743723906.1,59904242041345.43,88220452840484.98,15583264807026.72,3595343801866.8735,-33804212647183.77,-95956064345489.14,28284678912967.426,-4602457931546.823,907.4648936170212
31243087771427.562,2749144805213.543,-79780265155270.6,-27558217061402.71,40854894280968.66,60166645790033.125,10627839044167.715,2452036659939.0396,-23054587071020.152,-65442358582752.48,19290246617425.754,-3138891533566.948,915.4031914893616
25226026044133.14,2219690971477.0835,-64415497629275.98,-22250819408755.594,32986708619759.203,48579237279382.68,8581038682449.769,1979802392025.4646,-18614536916309.82,-52838908176463.44,15575165367430.65,-2534376991040.97,922.4042553191488
24747515478341.004,2177585813290.4644,-63193605039427.664,-21828745307254.05,32360986219160.375,47657741478038.24,8418265619286.416,1942247689426.5815,-18261439231760.668,-51836610966820.25,15279721300463.725,-2486302536891.7314,918.991489361702
41293636026300.43,3633513692126.044,-105444674669598.1,-36423384122966.125,53997452393116.92,79521575670441.88,14046694738677.46,3240829046673.3496,-30470986938160.477,-86494425958257.66,25495700585792.67,-4148637702051.201,921.7095744680852
26632406234537.684,2343441334231.6904,-68006736324662.516,-23491328421871.348,34825755910652.324,51287586109734.5,9059441544456.473,2090178671004.5994,-19652318911993.047,-55784738605429.664,16443498863381.941,-2675671461618.8945,922.5031914893616
26551751097925.57,2336344294016.573,-67800780651543.36,-23420185836526.21,34720287509502.75,51132263679473.92,9032005378771.758,2083848632835.4788,-19592802666324.703,-55615796782200.05,16393700398488.588,-2667568302494.291,929.518085106383
33902840610594.312,2983182132671.3857,-86572032436091.98,-29904273587602.832,44332909490084.37,65288687665945.766,11532596758576.197,2660780696017.6426,-25017244998703.418,-71013527107149.52,20932442628902.285,-3406108552247.321,944.1563829787234
36542653862050.875,3215464808395.6953,-93312883487187.55,-32232742067822.37,47784850236484.375,70372330793232.77,12430571710431.016,2867959942044.516,-26965189672962.125,-76542929443188.66,22562328003817.027,-3671321953498.415,941.2308510638296
35106937536012.055,3089133041415.424,-89646734022173.75,-30966356787450.227,45907441457089.5,67607487636568.81,11942189683304.25,2755281323977.1665,-25905760377008.137,-73535650850400.92,21675881853395.355,-3527080047713.097,925.7936170212766
41912595048471.83,3687977040203.0337,-107025207287395.1,-36969341685434.555,54806830939225.445,80713541396123.62,14257243612299.426,3289406649420.827,-30927723412913.836,-87790908696714.2,25877861667311.36,-4210822103571.4536,929.2755319148936
36788041321286.61,3237056886787.383,-93939488911683.27,-32449187976590.773,48105729806688.31,70844888035525.7,12514044227266.941,2887218679473.8003,-27146263845195.113,-77056922585340.62,22713836629580.01,-3695974914213.1963,927.1031914893616
44075318002793.98,3878279657701.4077,-112547792270887.8,-38876989000348.51,57634907035165.484,84878423731564.67,14992928620696.322,3459142540697.6304,-32523618064047.28,-92320989085089.55,27213179333724.46,-4428104097151.118,931.6787234042554
34844333288932.902,3066026014717.685,-88976165408195.39,-30734724745570.18,45564048327662.945,67101775356591.85,11852860650731.988,2734671466344.849,-25711981981936.33,-72985595248924.22,21513743413702.55,-3500697157354.985,926.436170212766
28785479166013.62,2532894757208.6265,-73504679749185.38,-25390463755943.07,37641212918722.695,55433884866414.125,9791843942550.703,2259157261525.452,-21241092901850.79,-60294605713132.72,17772858644259.56,-2891983762507.813,942.8489361702128
34493728195161.438,3035175454548.494,-88080883837232.38,-30425470603847.1,45105580663042.49,66426594700510.11,11733596702475.58,2707155187247.0283,-25453267257225.85,-72251211047303.53,21297271657818.703,-3465472729069.977,953.6819148936172
31225644108481.465,2747609944163.42,-79735722204463.08,-27542830820142.508,40832084299267.73,60133053551447.44,10621905313120.105,2450667621363.8696,-23041715142967.418,-65405820879543.51,19279476353776.33,-3137139102942.4287,949.4829787234044
32362300943175.234,2847626832179.4653,-82638213256937.56,-28545428242094.52,42318429175674.53,62321980265850.15,11008557431172.877,2539875280467.022,-23880465429375.887,-67786683838737.35,19981275832672.277,-3251335483795.3506,950.5468085106382
5275111092525.884,464168095201.5899,-13470171848163.53,-4652954230182.326,6897977233081.297,10158590688592.434,1794413923698.4265,414004083848.51666,-3892557213612.2188,-11049346825460.56,3256982555931.809,-529973318853.0212,953.8436170212766
28563666599889.535,2513376942265.5034,-72938273978007.4,-25194812092715.875,37351160391447.19,55006727377741.1,9716390821407.316,2241748887676.205,-21077415327573.047,-59829992756440.27,17635906357265.055,-2869698840351.0527,948.8393617021276
27381053452218.574,2409316344757.6885,-69918431824159.78,-24151678656413.07,35804721258703.164,52729299849967.84,9314105924174.443,2148934392183.798,-20204753193065.46,-57352869020901.99,16905732000376.68,-2750885604514.349,935.0648936170212
27607036098171.836,2429201078819.9766,-70495486121914.7,-24351008562786.83,36100226704116.92,53164487964867.97,9390977572833.098,2166670070549.0647,-20371507981368.695,-57826216696962.45,17045259089347.434,-2773589410766.2583,920.0329787234044
31939190494865.285,2810396443093.1025,-81557786431434.25,-28172220213295.812,41765150499595.875,61507171524366.805,10864629585036.105,2506668478410.8394,-23568247954825.215,-66900428584558.38,19720037075221.703,-3208827003518.944,926.8744680851064
25795373817843.1,2269789059904.9067,-65869346340078.27,-22753017198290.29,33731213812372.51,49675663801057.51,8774711504491.887,2024486288049.3247,-19034664442875.457,-54031474791947.45,15926694730617.324,-2591577395286.9976,923.731914893617
39919482667699.1,3512599062060.294,-101935728104466.23,-35211301097597.78,52200546387667.13,76875287896358.81,13579254364455.912,3132982008762.3423,-29456985400425.58,-83616098302968.8,24647264715086.42,-4010581042044.2246,907.1744680851064
36284258129146.984,3192727992744.5923,-92653061916274.97,-32004822071227.547,47446959932619.664,69874723365240.48,12342674298091.16,2847680513773.5225,-26774517176273.703,-76001689014972.05,22402788518704.527,-3645361470741.594,902.1606382978724
40719378921657.75,3582983544552.7603,-103978290253117.98,-35916855966850.99,53246527178925.74,78415695249626.05,13851351966367.658,3195759984022.101,-30047237120219.67,-85291576113133.52,25141140549006.73,-4090943721400.4155,889.772340425532
38560373262785.86,3393008137226.6035,-98465197356975.84,-34012487690834.41,50423312477340.83,74257971466397.75,13116931452642.994,3026315732813.6367,-28454085171459.7,-80769282350090.25,23808117543760.883,-3874035511157.8657,890.5585106382979
33005801489695.945,2904249705777.998,-84281413370128.7,-29113032931982.883,43159899657109.75,63561206973932.27,11227454486676.418,2590378888848.4097,-24355311123834.25,-69134571931930.64,20378589120836.9,-3315985691172.6006,872.063829787234
29613631009228.332,2605765558951.1626,-75619393027027.72,-26120941737541.527,38724142137870.01,57028705415311.695,10073553123104.23,2324152736218.349,-21852194486550.098,-62029267989449.57,18284179952600.23,-2975185453141.045,891.554255319149
26876342486172.832,2364905810654.975,-68629635788157.62,-23706494410193.066,35144738150234.297,51757348562287.5,9142420407168.64,2109323431446.688,-19832321953248.34,-56295692113504.14,16594111117228.13,-2700178912664.156,900.236170212766
26562989969272.85,2337333276674.5146,-67829479559695.13,-23430099285900.953,34734984117974.66,51153907136319.164,9035828486434.992,2084730688644.0203,-19601095893314.797,-55639338057698.08,16400639469778.014,-2668697496539.053,906.3872340425532
26426703989489.594,2325341197607.717,-67481468715997.055,-23309887148223.94,34556770365376.844,50891453199790.79,8989468613157.229,2074034603925.4402,-19500529061061.445,-55353870888525.805,16316493114513.643,-2655005331687.6284,927.9734042553192
35499247337230.51,3123653343392.6255,-90648510301167.1,-31312397087157.92,46420444201466.336,68362981824890.36,12075640223962.09,2786070760067.7705,-26195249505813.723,-74357390712310.14,21918103194299.06,-3566494355025.5957,924.4085106382978
28818251233487.887,2535778428496.29,-73588364293678.72,-25419370608256.914,37684067100705.9,55496995954051.53,9802991892090.37,2261729311403.9155,-21265275777191.52,-60363250610449.57,17793092993741.887,-2895276239253.969,944.3691489361702
29052596929600.094,2556399008539.0244,-74186773518507.53,-25626077094452.918,37990508304111.6,55948289000117.76,9882708330830.908,2280121308358.0547,-21438201691667.68,-60854115330053.805,17937783648608.965,-2918820330935.73,936.1936170212764
25394546876537.582,2234519509560.3247,-64845821573071.87,-22399464688725.29,33207074309220.703,48903768016909.99,8638363796682.625,1993028377114.3147,-18738890191483.996,-53191895387149.44,15679214270555.96,-2551307651196.4976,944.2851063829788
23439976019000.562,2062532697719.4763,-59854759345093.24,-20675419619780.695,30651187763275.133,45139735997568.5,7973485022226.332,1839628644154.9048,-17296592677560.82,-49097814252819.71,14472414320566.61,-2354938402372.828,956.886170212766
24752719361615.793,2178043760655.5417,-63206893332724.17,-21833335517342.04,32367791227018.785,47667762931910.83,8420035812909.158,1942656080354.958,-18265279136347.242,-51847511247159.21,15282934160000.072,-2486825448504.3325,958.3617021276596
26946812272848.54,2371106622024.071,-68809582440904.734,-23768652842445.145,35236887828550.664,51893056149759.72,9166391807840.7,2114854001484.918,-19884322121896.477,-56443299427262.35,16637620642823.594,-2707258971826.0205,957.554255319149
27111357295842.176,2385585251101.766,-69229753903961.78,-23913791087963.44,35452054316888.89,52209930314034.26,9222364463198.113,2127767971097.5444,-20005741704207.77,-56787958580093.67,16739214960470.818,-2723790101065.9966,948.5340425531916
27140744503157.86,2388171117750.2046,-69304794984511.695,-23939712335603.496,35490482466289.52,52266522907534.12,9232360988530.58,2130074321846.4377,-20027426724274.01,-56849513563731.89,16757359224995.46,-2726742640426.3843,958.1
26530880918491.76,2334507889775.6475,-67747488005675.12,-23401777155113.89,34692996699053.36,51092072807065.96,9024906063748.049,2082210704119.0405,-19577402377552.66,-55572081717833.23,16380814674423.326,-2665471526365.787,964.4021276595744
28605883449898.594,2517091716899.2153,-73046076054790.55,-25232049845835.242,37406365160989.305,55088026824905.58,9730751565208.445,2245062156571.333,-21108567501840.344,-59918420981393.89,17661971993023.64,-2873940300111.6816,966.2925531914892
25676174834214.26,2259300557957.5103,-65564967507175.13,-22647876853924.133,33575344006117.273,49446115191037.07,8734164041788.193,2015131175682.766,-18946706093081.188,-53781798397463.58,15853098066908.703,-2579602100824.257,971.0351063829788
34734577487817.29,3056368295908.159,-88695900556149.72,-30637913669154.453,45420526296664.28,66890412312581.96,11815525462370.102,2726057639938.521,-25630992336763.742,-72755698575927.56,21445977852713.992,-3489670087250.78,935.4691489361704
29712356520387.145,2614452611643.2397,-75871491808214.78,-26208023334850.21,38853240096360.24,57218826846747.695,10107136184526.34,2331900956751.488,-21925045021261.46,-62236060204228.77,18345135509460.633,-2985104097844.3857,925.9074468085108
27471741861224.86,2417296132007.747,-70150007821524.15,-24231670983944.77,35923309293620.555,52903943879497.98,9344955043813.129,2156051908153.9316,-20271673279199.176,-57542826522706.984,16961725529498.771,-2759996566619.7534,938.9425531914892
24587292887748.99,2163487462234.6504,-62784471425965.695,-21687419643785.41,32151471710033.22,47349191495048.48,8363763329236.271,1929673043692.6448,-18143209471516.12,-51501005710318.78,15180796071767.867,-2470205392939.0547,955.4606382978724
29569826645467.67,2601911100148.368,-75507537065275.69,-26082303682897.77,38666861525675.71,56944348699750.3,10058652342012.658,2320714838741.0503,-21819870789856.316,-61937514537020.7,18257134037608.348,-2970784570690.295,954.963829787234
24544322077967.223,2159706389778.0696,-62674743799801.37,-21649516897161.855,32095281174967.277,47266439943307.734,8349146102191.733,1926300543150.7034,-18111500765683.164,-51410998153346.73,15154264717475.496,-2465888384483.125,960.072340425532
22158570951653.37,1949779141271.7473,-56582648786942.695,-19545145907050.785,28975563555013.457,42672059107106.27,7537594468652.384,1739060758614.7847,-16351031147757.219,-46413758937764.96,13681243649049.127,-2226199723918.333,953.8159574468084
22276387325394.418,1960146024244.6714,-56883497049961.99,-19649066761839.227,29129625587789.72,42898945124752.414,7577671609463.314,1748307319390.8496,-16437969135368.54,-46660539444048.24,13753986464195.973,-2238036219702.71,950.0478723404256
25613212197755.445,2253760272355.2314,-65404190502384.05,-22592340049595.156,33493010930964.68,49324864424727.445,8712746286202.557,2010189765706.9731,-18900245529081.24,-53649915616401.12,15814223652572.691,-2573276236214.3105,961.3755319148936
23361820030293.113,2055655571653.537,-59655185494960.13,-20606481486297.98,30548987330523.402,44989226474272.03,7946899011359.226,1833494789167.5652,-17238920660335.965,-48934107223670.805,14424158996446.443,-2347086256953.299,957.6095744680852
23300604868017.668,2050269076627.0747,-59498870545355.9,-20552486077321.387,30468939430197.504,44871340816434.28,7926075677569.172,1828690485640.4182,-17193749460495.42,-48805884700747.586,14386363378231.12,-2340936079980.1226,955.563829787234
22292023131456.363,1961521899750.5227,-56923423494262.08,-19662858520376.367,29150071859877.44,42929055869902.91,7582990380908.176,1749534417381.0442,-16449506820348.498,-46693290561628.42,13763640211862.08,-2239607238738.3457,955.0351063829788
20804543983160.05,1830635505892.3691,-53125095912944.59,-18350815585566.746,27204975977346.652,40064530050571.97,7077000412286.493,1632793272169.4797,-15351881026035.568,-43577588820522.72,12845234133918.277,-2090165089512.131,957.5297872340426
23569114367443.42,2073895850264.102,-60184518442160.69,-20789327137357.79,30820054993114.88,45388425296285.72,8017413509040.696,1849763749594.918,-17391885161907.525,-49368309886180.65,14552147495754.314,-2367912503275.2334,945.6159574468084
24486361485985.938,2154606354960.5793,-62526739545664.39,-21598392361095.293,32019489408342.9,47154821880174.12,8329429881541.931,1921751629964.433,-18068730990376.773,-51289592967232.83,15118478299194.979,-2460065339499.083,949.0627659574468
22890772092271.918,2014207101827.4414,-58452348579738.99,-20190989861458.81,29933023542446.156,44082101643695.03,7786664454093.534,1796525693750.4639,-16891329512116.441,-47947441246648.64,14133322298369.227,-2299761779277.4067,952.5893617021276
22405379407123.773,1971496373410.3809,-57212882757675.414,-19762845393344.418,29298301809716.305,43147352856137.95,7621550359987.523,1758430923277.8096,-16533153581905.021,-46930728965244.96,13833629138458.975,-2250995724653.851,947.7106382978724
21355419591551.113,1879108203710.9172,-54531775113939.31,-18836719844461.414,27925326176575.832,41125383496089.47,7264389613228.259,1676027384042.9565,-15758377649541.799,-44731463206747.62,13185358212272.916,-2145509772377.104,943.2287234042552
17629116583319.395,1551222913409.5957,-45016536297933.734,-15549904158009.078,23052641200444.36,33949423308520.34,5996827675531.847,1383577733884.1182,-13008701541131.89,-36926278710817.22,10884647842972.719,-1771140051201.2075,946.8095744680852
25958797429713.22,2284168984919.8003,-66286654038354.695,-22897166227176.45,33944913744093.32,49990378264456.44,8830302681024.143,2037312246408.771,-19155256541602.484,-54373784757869.65,16027596744864.795,-2607995867320.6187,966.1819148936172
21444401052586.145,1886937828956.1294,-54758992453835.47,-18915206641938.97,28041682189304.977,41296740475799.516,7294658116662.633,1683010955633.3882,-15824038167807.805,-44917845355772.48,13240297835970.818,-2154449258259.4001,971.7446808510638
19080797034449.445,1678959339953.5364,-48723450815778.74,-16830370650291.08,24950925159700.25,36745009585957.766,6490640163632.745,1497509316559.8276,-14079911105539.564,-39966995936046.89,11780950894398.54,-1916985642720.0588,971.322340425532
17205767396045.45,1513971561783.9194,-43935500169438.85,-15176485680917.023,22499050473129.258,33134155075781.25,5852818659802.017,1350352231165.358,-12696307939116.564,-36039523662278.914,10623261678045.285,-1728607540416.2722,972.2617021276596
25012967708622.14,2200943466988.142,-63871446096339.85,-22062889493720.684,32708103576568.547,48168938330674.234,8508563451387.905,1963081062711.0134,-18457319151969.45,-52392632059860.805,15443618108555.723,-2512971593323.657,978.3989361702128
23452686696503.02,2063651140067.0293,-59887216449257.984,-20686631167237.168,30667808869155.785,45164213657837.74,7977808755012.603,1840626192843.0254,-17305971975709.717,-49124438306186.35,14480262145424.129,-2356215432250.544,986.6074468085106
27071800582497.992,2382104484456.906,-69128744486434.195,-23878899614653.97,35400327805150.766,52133753564756.03,9208908594833.43,2124663505437.4917,-19976552587024.156,-56705102065995.87,16714791964795.23,-2719815792905.104,998.0712765957446
27234986457196.11,2396463601991.401,-69545444892188.69,-24022839086180.027,35613717350520.93,52448010077252.6,9264418885857.408,2137470686621.6353,-20096968901656.746,-57046914345187.17,16815546673054.436,-2736210722561.4604,1001.2872340425532
24049749180797.277,2116187902464.5586,-61411835439998.7,-21213274926045.72,31448555046700.418,46314011933902.67,8180909176545.554,1887485200327.2815,-17746550438295.82,-50375056528031.52,14848903252593.18,-2416200290131.6177,994.6648936170212
25475167009434.312,2241613445344.461,-65051687235547.97,-22470576238599.117,33312496943303.594,49059022548447.13,8665787978317.961,1999355552719.822,-18798380378356.86,-53360763585666.42,15728990887171.277,-2559407520255.4336,993.6212765957446
41698762949888.0,3669161731747.7676,-106479179563750.33,-36780729657308.51,54527215294264.54,80301752197972.36,14184505156850.074,3272624332784.146,-30769933872253.61,-87343012632802.84,25745835450909.64,-4189339743299.0513,1030.5270833333334
30489380385032.516,2682824606825.054,-77855648057151.33,-26893403519059.504,39869312343027.34,58715187191541.64,10371453338916.916,2392883699861.5293,-22498418557345.215,-63863629155296.305,18824888816194.508,-3063169286180.8154,1027.196875
29458122610252.793,2592082059377.9956,-75222297136415.11,-25983774305633.71,38520792306873.32,56729233747714.266,10020654429735.568,2311948019176.975,-21737443226820.18,-61703537257314.78,18188165168671.22,-2959562070837.925,1031.265625
29125989796008.17,2562857004612.6836,-74374184794840.3,-25690813867269.855,38086480273757.625,56089626007504.92,9907674090813.152,2285881357164.2188,-21492359012150.613,-61007845614281.97,17983098131396.742,-2926193848602.559,1039.3083333333334
24996243707023.797,2199471957277.413,-63828740764092.805,-22048138063722.87,32686234788767.83,48136731943277.29,8502874517147.081,1961768469660.44,-18444978171772.406,-52357601856715.53,15433292035627.318,-2511291554122.6914,1037.4760416666666
22579915288651.99,1986854179392.3179,-57658565480375.945,-19916796155679.934,29526533031668.21,43483466538055.75,7680921515762.827,1772128858783.3342,-16661945142079.656,-47296314899715.18,13941391636069.887,-2268531015489.5977,1043.0010416666669
21022741601751.105,1849835169192.8274,-53682270800664.44,-18543278539546.508,27490301202193.406,40484725984051.43,7151223837621.643,1649917966455.4304,-15512891222426.951,-44034629678167.16,12979954660044.098,-2112086696222.842,1034.5114583333334
26722345507806.355,2351355252374.047,-68236399217316.625,-23570660009812.152,34943364591890.98,51460787366811.914,9090035813383.258,2097237317600.3728,-19718686001266.1,-55973127090019.62,16499029563262.678,-2684707346958.6396,1033.534375
28215821597499.816,2482769373126.516,-72050039961298.69,-24887992636589.15,36896302518223.97,54336861714995.65,9598065725535.77,2214449059119.553,-20820736827458.66,-59101390132593.22,17421138083099.04,-2834752170458.686,1012.446875
35854297624197.2,3154894863855.007,-91555143004406.05,-31625571856357.395,46884723928504.09,69046722870933.34,12196416259634.404,2813936031270.1304,-26457244818670.707,-75101085503919.92,22137320158687.785,-3602164929207.043,1000.0770833333332
20453931855834.277,1799784345506.9792,-52229796098702.695,-18041555210998.367,26746499254503.477,39389335631518.43,6957734035890.873,1605276363240.6404,-15093160929102.867,-42843189868678.75,12628757799560.19,-2054940126416.2634,988.1791666666668
34737298715644.586,3056607763327.861,-88702849112834.44,-30640313938256.047,45424084846685.67,66895652587161.95,11816451104230.3,2726271143535.404,-25633000203154.15,-72761398555402.45,21447657790399.63,-3489943619912.3677,958.634375
38148119767854.35,3356733111139.609,-97412494212544.55,-33648856190610.918,49884231026351.7,73464070658154.9,12976696779099.057,2993960991412.0684,-28149879080506.758,-79905768483036.38,23553581994714.65,-3832617847064.2163,967.625
35373623597624.95,3112599409211.004,-90327725792754.94,-31201589571004.188,46256172710841.34,68121060724250.12,12032907269158.352,2776211489825.839,-26102550524291.668,-74094256718517.89,21840540097009.484,-3553873312892.15,968.5520833333334
23837428958874.742,2097505403935.4573,-60869668878910.08,-21025996199305.164,31170915395017.42,45905134572308.96,8108685054067.043,1870821800306.0593,-17589877286100.488,-49930326721995.17,14717811609484.344,-2394869094629.318,981.61875
26255429720312.2,2310270354071.431,-67044113595287.32,-23158813116144.258,34332804033664.812,50561619883385.195,8931206859915.66,2060592518255.8938,-19374144005158.35,-54995116058535.17,16210744233947.613,-2637798053780.606,972.8875
23292101689445.703,2049520931594.467,-59477157903993.45,-20544985969394.21,30457820535950.13,44854966129846.164,7923183237628.398,1828023173615.8042,-17187474914354.04,-48788074273791.22,14381113244164.115,-2340081733571.7417,991.8729166666668
21918357449106.086,1928642280745.3838,-55969255741429.64,-19333263709822.758,28661449517647.438,42209465966027.26,7455881986421.74,1720208182020.2075,-16173775155742.496,-45910603446483.65,13532929844991.398,-2202066276287.2065,977.5177083333332
26868548513862.25,2364219950027.803,-68609733510766.164,-23699619548334.074,35134546259144.918,51742339116652.32,9139769130389.777,2108711729438.8752,-19826570732880.023,-56279366586852.12,16589298985220.021,-2699395830751.176,959.53125
2192932399080.2744,192960714653.9459,-5599725946752.569,-1934293685847.7703,2867578983599.0215,4223058502300.892,745961246400.6887,172106908518.254,-1618186759252.368,-4593357417737.262,1353970094766.8853,-220316793511.71536,968.5416666666666
24816294003699.7,2183637750856.7856,-63369233297536.3,-21889411916601.797,32450924036502.562,47790192316121.836,8441661742486.69,1947645627680.591,-18312191673365.242,-51980675640822.555,15322186974502.773,-2493212421091.101,969.4958333333334
20015518083921.934,1761207412159.828,-51110291997841.51,-17654848859806.914,26173209314317.85,38545056601986.695,6808600553329.241,1570868557329.4612,-14769651041121.9,-41924880168831.14,12358070439481.09,-2010894108826.1943,980.1125
21269238696641.87,1871524950178.3586,-54311709491484.27,-18760703293549.69,27812632006559.152,40959420006303.71,7235073810048.386,1669263728725.7024,-15694784007033.875,-44550947109456.41,13132148146474.184,-2136851354115.9937,975.759375
16795620325420.662,1477881893871.8098,-42888175920222.18,-14814712198751.367,21962723504028.273,32344310791039.37,5713300530121.764,1318162816541.1934,-12393656211454.494,-35180422004807.48,10370026691339.738,-1687401490513.1838,984.2104166666668
17471195920024.92,1537327143188.5059,-44613280713110.08,-15410608981053.969,22846136889672.613,33645306293851.945,5943108430061.444,1371183736548.3127,-12892170340246.455,-36595495162007.48,10787143801796.785,-1755274237246.7524,982.19375
19750593506002.523,1737896046347.0828,-50433798404624.53,-17421169857197.729,25826781419774.383,38034875854787.414,6718482191791.451,1550076680119.9507,-14574160796078.664,-41369963973692.47,12194499887410.922,-1984277739687.1672,989.8770833333332
23060719530087.418,2029161062231.9814,-58886315304256.3,-20340893285141.81,30155254332483.516,44409379543186.56,7844474822206.913,1809863680640.4133,-17016735674777.795,-48303416301456.0,14238252327293.555,-2316835585512.0713,1003.7864583333334
20131849990005.695,1771443703796.4048,-51407349592484.516,-17757460385664.703,26325330268874.95,38769083906243.43,6848172738332.181,1579998604816.6682,-14855493574558.898,-42168551301580.97,12429896643837.23,-2022581528936.7144,1001.2354166666668
20175452168842.2,1775280327837.6821,-51518689126381.08,-17795919988014.55,26382346386301.46,38853051112079.805,6863004711439.117,1583420616079.1978,-14887668081487.01,-42259881124723.695,12456817751383.02,-2026962080845.0532,995.8916666666668
15488935139309.982,1362903871807.3433,-39551511621981.73,-13662139898574.277,20254041840760.39,29827950384805.484,5268810515843.531,1215610858275.3635,-11429440191380.752,-32443414428760.184,9563247413438.932,-1556123028720.4092,997.015625
17886526761470.49,1573873006136.3125,-45673841854747.34,-15776954942188.545,23389242679997.23,34445133255771.99,6084389900362.928,1403779929709.1323,-13198647048025.295,-37465455063367.31,11043579098309.08,-1797001246480.607,993.9614583333332
17692322927704.45,1556784578580.2957,-45177935832677.69,-15605655836484.098,23135292742413.39,34071143492606.375,6018328333048.052,1388538326854.8298,-13055342129227.85,-37058671948524.83,10923672969219.672,-1777490189970.262,991.0239583333332
23310823525295.082,2051168252596.4287,-59524964254661.72,-20561499550892.656,30482301886309.445,44891019502453.56,7929551719391.755,1829492461633.7903,-17201289877982.723,-48827288972954.81,14392672567088.215,-2341962740109.9414,990.1729166666664
32874022523081.035,2892654140470.993,-83944911408694.3,-28996796132830.25,42987579231425.95,63307432467080.94,11182627740066.42,2580036571200.751,-24258070224599.68,-68858545096539.63,20297225742392.023,-3302746162322.6772,1008.034375
27866948206901.406,2452071242039.578,-71159180138974.02,-24580266010062.46,36440099536752.96,53665015770101.53,9479390828623.428,2187068617434.6995,-20563299740971.516,-58370633254062.8,17205735247982.867,-2799701924126.5303,1026.2604166666667
26001927166665.51,2287964117246.3677,-66396787065201.195,-22935209205016.64,34001312457026.23,50073435585868.37,8844973930800.582,2040697088789.7385,-19187082169347.277,-54464125271909.36,16054225755008.098,-2612329190143.7886,1042.1135416666666
24539552142428.71,2159286693292.62,-62662563651175.086,-21645309576646.18,32089043866728.535,47257254235840.86,8347523537733.013,1925926180250.8196,-18107980952674.77,-51401007042103.28,15151319585889.992,-2465409191088.8594,1042.8802083333333
21472471022611.82,1889407786954.8286,-54830669915022.03,-18939965981418.688,28078387927273.28,41350796340008.25,7304206544263.383,1685213897285.1172,-15844751134541.143,-44976641325156.71,13257628710717.816,-2157269482927.2834,1046.8416666666667
25798967523941.15,2270105320661.156,-65878522644357.586,-22756187063045.37,33735913329406.63,49682584169927.75,8775933926715.318,2024768234389.8652,-19037316026640.05,-54039002239378.3,15928913250204.92,-2591938686958.9097,1051.5583333333334
23961747615816.016,2108444512154.321,-61187120497556.305,-21135652521291.508,31333480371340.496,46144542172903.74,8150974032754.171,1880578579718.5706,-17681613082004.68,-50190726951098.06,14794568745372.53,-2407359176354.501,1048.540625
22459611198868.63,1976268346430.3582,-57351365105223.586,-19810680937803.24,29369217809718.97,43251789964702.984,7639998147467.7295,1762687116050.6655,-16573171634482.176,-47044323716621.65,13867113047899.637,-2256444359802.7646,1049.1510416666667
