Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Close
34704450228634.844,3053717243464.6753,-88618969598516.62,-30611339502623.445,45381130314502.664,66832394376608.05,11805277153863.041,1175.8397959183674
29739242283277.305,2616818156406.251,-75940145702811.11,-26231737818816.66,38888396574012.05,57270602314553.26,10116281773213.48,1180.4102040816326
29220768839970.11,2571196622305.8955,-74616206310751.95,-25774414170110.51,38210417065323.266,56272147489845.6,9939914675174.477,1184.680612244898
26513929157657.418,2333016109306.3486,-67704201092251.9,-23386824431843.145,34670829282285.965,51059427670968.984,9019139610067.662,1173.6
31506483645925.938,2772321556994.578,-80452855257510.69,-27790547507413.254,41199322864618.33,60673882622902.42,10717437380654.18,1175.134693877551
42519086597128.484,3741343543423.733,-108573903591816.53,-37504302491405.97,55599907425914.91,81881497647497.92,14463551453000.828,1158.9336734693877
31227025101603.61,2747731349842.4663,-79739248145089.39,-27544048672972.008,40833889825256.86,60135712597928.195,10622375011949.146,1162.6326530612246
26390944819355.008,2322194512540.6304,-67390156786356.74,-23278345245198.3,34510009543503.668,50822589748630.79,8977304541526.418,1176.5989795918367
28300605275397.715,2490229506331.187,-72266538159303.72,-24962776531798.76,37007168989196.03,54500134690565.76,9626906251919.914,1183.854081632653
27486622735316.355,2418605506945.627,-70188006453966.664,-24244796709581.016,35942768202013.586,52932600690376.9,9350016984490.318,1180.4408163265307
39826489082094.35,3504416132903.729,-101698266029148.5,-35129274958117.383,52078943033005.484,76696204595220.84,13547621046473.291,1180.3622448979593
36917081748599.016,3248411213830.199,-94268997679964.77,-32563008711554.504,48274468385118.414,71093388392380.52,12557939325760.348,1168.1204081632654
31071110502035.695,2734012181217.8457,-79341115100910.86,-27406523097159.31,40630009088225.28,59835458800422.266,10569338167711.84,1156.454081632653
26202134519068.016,2305580692567.3975,-66908023426909.43,-23111803590591.254,34263112512046.773,50458986699888.59,8913077679970.178,1149.604081632653
24769237100553.652,2179497074860.2197,-63249071783306.62,-21847904894977.67,32389390224238.605,47699571918330.555,8425654546154.617,1146.7214285714283
26009407088908.5,2288622237859.833,-66415887211423.54,-22941806833108.27,34011093405309.324,50087840010384.65,8847518327772.436,1145.2867346938776
25056699780003.355,2204791564368.9775,-63983117360298.13,-22101463754422.38,32765289765394.566,48253155718649.305,8523439616256.837,1143.5530612244895
23263942597968.93,2047043041894.2993,-59405252164971.42,-20520147742490.39,30420998053339.195,44800738055801.664,7913604399064.21,1141.4683673469387
34348203357501.625,3022370304304.4966,-87709280978443.86,-30297108989458.79,44915285428781.72,66146348640546.96,11684094020413.045,1129.6408163265307
34021583135094.746,2993630256764.1724,-86875245763644.55,-30009010972400.26,44488181649461.17,65517357184548.78,11572988925405.52,1121.3448979591838
29403727506440.69,2587295477237.5273,-75083397507169.0,-25935794265564.914,38449661931461.586,56624481812415.88,10002151022957.217,1111.1265306122448
27862933937334.652,2451717823179.2812,-71148929885422.86,-24576724904406.46,36434849642780.65,53657285343012.02,9478025298393.428,1127.8295918367348
24407395242759.05,2147657826386.92,-62325096642361.85,-21528739347121.523,31916229095689.402,47002751902036.92,8302568224278.328,1137.2061224489796
23405906620527.957,2059534718195.9097,-59767761863275.87,-20645368170656.316,30606636556673.496,45074126379297.64,7961895730990.926,1134.2244897959183
24136795795435.52,2123847171836.0544,-61634111893082.875,-21290054845710.36,31562380707573.645,46481642620539.81,8210519455086.277,1134.9551020408164
36117264380013.23,3178033606944.7437,-92226637543650.36,-31857523382382.438,47228590484886.78,69553133306538.89,12285868592177.953,1116.3530612244897
34091379558040.934,2999771785429.9824,-87053473057565.64,-30070575419232.473,44579450677943.39,65651768088885.45,11596731275042.928,1116.045918367347
31596424863130.164,2780235497635.685,-80682523020618.36,-27869880538023.957,41316933533128.625,60847087476336.86,10748032277945.322,1095.4336734693877
34328925766409.23,3020674046592.2236,-87660055328869.97,-30280105113605.496,44890077257813.234,66109224875384.664,11677536465540.057,1091.7234693877551
31659133584995.273,2785753377754.9775,-80842651960751.39,-27925193308260.13,41398934397297.4,60967849424677.734,10769363669626.06,1094.3938775510203
49343208596209.48,4341812187110.3765,-125999526136206.23,-43523573890894.97,64523441758594.31,95023109151715.92,16784886293635.42,1107.5132653061223
47639672852702.75,4191914476147.565,-121649491077117.14,-42020956457307.82,62295820200532.16,91742510616630.28,16205401210749.758,1127.704081632653
27692881586748.39,2436754605463.7173,-70714695421792.05,-24426728914895.57,36212481566005.98,53329805497685.86,9420179249458.922,1149.161224489796
26684347869991.008,2348011629579.501,-68139371019271.41,-23537143679610.965,34893676668502.99,51387613042890.18,9077110290036.555,1144.6255102040816
26586837929251.71,2339431534718.0293,-67890376115421.016,-23451134269807.793,34766168244063.54,51199832423749.984,9043940715604.783,1128.2571428571428
26158970733093.7,2301782655085.027,-66797802873455.9,-23073730640662.83,34206669635933.723,50375863447700.04,8898394807409.17,1132.927551020408
21346480578907.91,1878321559198.9697,-54508949196903.484,-18828834997059.266,27913636831569.61,41108169164449.23,7261348860638.686,1139.4193877551022
24672311915478.945,2170968390314.4768,-63001570164476.89,-21762411209204.152,32262646280085.758,47512917437334.88,8392683886196.9375,1132.9061224489797
24637827201082.78,2167934020807.3752,-62913512227300.414,-21731993692692.832,32217552552460.47,47446508148434.87,8380953346594.68,1143.1367346938775
25912093505291.684,2280059376104.7803,-66167393557147.516,-22855970521424.984,33883841539304.543,49900437409226.195,8814415530650.277,1141.64693877551
26711747500284.535,2350422594568.1978,-68209336941318.086,-23561311780506.44,34929505733307.844,51440378164948.24,9086430723874.066,1147.1173469387754
38203984358876.17,3361648772980.1235,-97555146351431.62,-33698132043061.965,49957282314753.06,73571652382298.9,12995700014281.068,1158.9948979591836
24153245498819.457,2125294707964.9834,-61676116713179.19,-21304564594651.52,31583891425897.06,46513320804883.11,8216115100212.144,1164.8857142857144
30660514269980.902,2697882922916.926,-78292644299365.12,-27044353375282.496,40093094494748.4,59044749784556.02,10429667275704.72,1152.680612244898
46351891535050.48,4078600035479.7686,-118361098450768.4,-40885058804809.11,60611858761701.664,89262554634507.58,15767341692124.1,1160.3336734693878
42162529208454.74,3709969359862.697,-107663422213016.03,-37189798234471.82,55133656801651.17,81194854070605.39,14342262713354.762,1169.9836734693877
43122504905711.59,3794439697833.9233,-110114752424285.58,-38036552669647.95,56388965296548.555,83043535777492.56,14668813924207.059,1168.9571428571428
27785643155590.91,2444917024712.064,-70951565170098.72,-24508550241885.598,36333781311486.445,53508441975486.72,9451733617994.166,1168.1846938775511
30137750155292.746,2651883788225.152,-76957748704467.92,-26583245040828.04,39409504047238.02,58038032268191.93,10251840649578.68,1171.2520408163266
35324901884871.74,3108312156467.0303,-90203313281947.03,-31158613970293.035,46192461613767.86,68027234358517.586,12016333760510.684,1159.8948979591837
46445640452021.49,4086849232391.093,-118600489586596.66,-40967750876733.74,60734449223085.164,89443092561221.62,15799231919701.77,1153.4673469387756
33883812129324.73,2981507626734.824,-86523442724150.86,-29887489154254.65,44308026416488.23,65252043442455.03,11526123913739.277,1147.4857142857145
26106188077128.094,2297138127525.4805,-66663020753895.766,-23027173176707.727,34137648353450.84,50274216856980.12,8880439939536.404,1128.8408163265306
31241139235358.797,2748973299352.1177,-79775289553377.22,-27556498262295.027,40852346183487.0,60162893361388.35,10627176206548.447,1020.5979591836737
48211372353500.81,4242219559171.0127,-123109344643326.6,-42525228688219.26,63043400777113.125,92843465828735.17,16399874009317.553,1020.6908163265306
36814159021370.18,3239354914232.125,-94006181449867.67,-32472225122340.145,48139882132730.38,70895184419470.22,12522928570353.53,1017.7755102040816
34477561179101.945,3033752660491.762,-88039600540340.33,-30411209929489.297,45084439236126.805,66395460569468.31,11728097157625.148,1012.054081632653
28248954113664.44,2485684587517.2617,-72134645047120.77,-24917217155824.89,36939627444740.86,54400666919966.15,9609336268861.05,1010.5224489795918
34756745047188.688,3058318665085.272,-88752506198830.61,-30657466391164.406,45449513009321.22,66933101545365.35,11823066065803.875,982.1234693877552
40969354919020.945,3604979280278.4,-104616612351710.78,-36137349022294.61,53573406702670.414,78897088603628.47,13936385294429.432,969.5775510204082
34361555664250.61,3023545154660.442,-87743376943231.6,-30308886484697.168,44932745308516.836,66172062226280.305,11688636055206.115,977.7132653061226
38916425581670.63,3424337766123.9434,-99374388816087.47,-34326546231893.54,50888902325087.88,74943642174333.67,13238048343221.146,987.3255102040816
37703311489514.164,3317593258847.0664,-96276661632416.78,-33256509101768.797,49302578471243.69,72607477267102.88,12825388065569.305,1002.6397959183672
37381532997273.79,3289279239390.2153,-95454989740173.1,-32972681743799.965,48881805902285.18,71987809696201.97,12715929953505.096,1008.7540816326532
49627551489612.93,4366832047617.3647,-126725605585701.44,-43774380800414.0,64895261267542.53,95570685203392.06,16881610143534.49,975.9153061224488
35733055189192.46,3144226252570.277,-91245546629791.73,-31518628662404.49,46726180884486.72,68813239258324.62,12155173692899.979,958.6081632653062
42382909645211.62,3729360850625.9673,-108226171472293.61,-37384186244216.0,55421835366378.33,81619253829725.19,14417228683736.5,953.0785714285714
44858575372260.21,3947199874214.5576,-114547866293048.14,-39567867102984.336,58659129468638.47,86386788386348.31,15259366198066.057,940.1785714285714
46373425117738.81,4080494626858.5225,-118416085774812.27,-40904052479773.24,60640016242523.08,89304023487916.62,15774666736423.729,952.2214285714284
41063318455509.22,3613247208965.609,-104856551309068.48,-36220230104918.1,53696277280047.336,79078039590464.34,13968348480896.918,960.6132653061223
33188858373346.445,2920356949369.032,-84748855398239.14,-29274499237912.13,43399272092504.664,63913730301532.22,11289724201541.744,965.6020408163264
41121736914184.21,3618387602220.0596,-105005724699265.67,-36271758633765.055,53772667998614.8,79190539425184.72,13988220469335.555,942.780612244898
55349482071974.64,4870316704437.111,-141336746067323.53,-48821455751842.586,72377519987349.44,106589742523129.19,18828016929556.59,933.4816326530612
56967882220216.92,5012723087561.4795,-145469385000405.84,-50248978611515.91,74493814010247.16,109706390754391.12,19378541809566.805,949.1938775510204
61722463353510.84,5431088803880.477,-157610365866891.4,-54442795343269.805,80711123011018.62,118862566136717.95,20995889055653.883,964.6979591836734
30603585986399.164,2692873571738.3804,-78147276248635.73,-26994139188173.055,40018651961990.44,58935119780469.695,10410302222296.762,971.0632653061224
37943504059104.75,3338728310224.858,-96890001587110.97,-33468372965831.594,49616665214454.516,73070030390348.61,12907093476092.373,947.4826530612244
36394864422021.96,3202460314773.6274,-92935498662761.19,-32102382985823.902,47591593236490.33,70087724240753.36,12380298783290.084,962.3367346938776
49306581442552.945,4338589279402.8647,-125905997903057.94,-43491266699005.734,64475546299327.45,94952574430646.97,16772427035223.178,982.295918367347
47162708378960.39,4149945407525.095,-120431546555206.06,-41600246244789.24,61672119539078.12,90823992382448.0,16043154129524.227,990.0224489795918
55412593531154.76,4875870135368.862,-141497903151088.25,-48877123904625.82,72460047892853.95,106711279928644.95,18849485312103.39,1018.504081632653
41419910669610.71,3644624672402.5166,-105767121630752.39,-36534765474254.12,54162574192550.58,79764750393734.34,14089649117376.271,1031.3816326530612
38235971824735.19,3364463257612.294,-97636827341186.7,-33726346577566.344,49999109945438.95,73633252413648.12,13006581046106.525,1019.4367346938776
33490022951821.33,2946857279862.339,-85517889059890.73,-29540144237616.05,43793089593156.09,64493700607671.41,11392170195915.145,1018.9704081632652
37306564380530.0,3282682746706.1523,-95263554646250.55,-32906555289046.8,48783774122633.445,71843438136215.38,12690428167560.688,1016.85
28320078830773.96,2491943047312.117,-72316264563922.34,-24979953402234.09,37032633519339.19,54537636127872.914,9633530516952.178,1024.245918367347
27199934117786.8,2393379174043.7607,-69455937777352.15,-23991920751707.32,35567880991882.87,52380507800553.05,9252495265556.277,1033.7173469387756
59392888077942.66,5226104609681.882,-151661717544259.12,-52387974693258.77,77664863684379.17,114376366247102.77,20203446506373.13,1061.3591836734693
58023751817840.75,5105631466667.569,-148165582541101.97,-51180317100145.98,75874518344926.5,111739740358108.62,19737712797545.723,1054.6183673469386
34016627485284.812,2993194280610.3203,-86862591022126.53,-30004639904263.8,44481701718216.31,65507813630036.984,11571303171595.525,1037.8448979591838
37575092920762.74,3306311094230.9434,-95949251363900.34,-33143412983884.516,49134914244958.05,72360559341497.64,12781772466331.924,1041.5295918367349
36677524764398.54,3227332191685.4165,-93657281072642.83,-32351705765572.645,47961212932972.91,70632059667062.8,12476450214672.607,1038.995918367347
40892650209626.05,3598229858327.2246,-104420744274572.02,-36069690974360.625,53473104051163.77,78749373801617.52,13910292942825.21,1038.2255102040815
27574993409115.01,2426381404681.0254,-70413664117882.06,-24322744781151.54,36058325602564.79,53102781435453.45,9380077717621.88,1036.7673469387755
30816644040799.87,2711621010387.822,-78691326928592.64,-27182068752480.223,40297256555126.445,59345418042382.445,10482777327677.57,1034.495918367347
26046990359558.95,2291929199179.2554,-66511857312229.46,-22974957361564.28,34060238691561.582,50160216295861.266,8860302885173.99,1041.3948979591837
41732296020889.44,3672112113380.9155,-106564807952825.89,-36810307455234.18,54571063660328.87,80366329093143.34,14195912000573.328,1061.8244897959185
33075895118169.156,2910417208173.851,-84460400005054.25,-29174859318709.227,43251556649354.49,63696190437427.92,11251297955954.537,1064.5316326530613
28705922493557.855,2525894219387.8623,-73301529206657.77,-25320289876660.895,37537180291682.8,55280677884510.96,9764781446405.857,1068.7418367346938
32087887240387.15,2823480460215.033,-81937488617273.81,-28303379185712.062,41959592777020.44,61793525551776.67,10915211161559.947,1067.041836734694
36228579642994.71,3187828660033.331,-92510884743466.72,-31955710259008.496,47374152034472.19,69767499770572.9,12323734320931.629,1079.601020408163
31752986536085.605,2794011895771.991,-81082308700080.73,-28007977442876.695,41521661427973.31,61148587795117.086,10801289325705.426,1083.3714285714286
44591687020820.99,3923716108253.4414,-113866357780937.52,-39332456570194.88,58310135118336.086,85872825865422.7,15168579863927.166,1092.8765306122448
30696665860793.402,2701064014685.419,-78384958693324.42,-27076241277454.75,40140368025466.97,59114369154963.78,10441964852913.004,1097.3336734693878
35886089043864.055,3157692167683.2505,-91636323752983.25,-31653613674306.867,46926295438045.516,69107945685471.7,12207230661155.572,1099.404081632653
44621513015942.4,3926340518298.319,-113942519325523.77,-39358764738236.625,58349136819472.664,85930263417052.14,15178725636677.607,1094.411224489796
44924339145611.96,3952986685812.2812,-114715796456183.6,-39625874809417.0,58745125607410.74,86513433743561.6,15281736844964.674,1112.1632653061224
39548791823737.26,3479981102020.6255,-100989156704326.06,-34884330117626.09,51715813722963.76,76161426769861.14,13453157901089.512,1113.5816326530612
30836263942110.91,2713347461300.4233,-78741427474224.86,-27199374806103.97,40322912599593.54,59383201601790.875,10489451404736.506,1117.5102040816328
35369136253897.36,3112204419855.2837,-90316267408988.05,-31197631289759.977,46250304356528.81,68112419254500.77,12031380829657.14,1117.9479591836734
35105337050333.152,3088992175872.258,-89642647379689.25,-30964945070466.793,45905348461318.305,67604405657832.63,11941645278670.375,1112.4204081632652
31400022385663.887,2762953754044.511,-80181003065123.22,-27696642443931.42,41060109000054.66,60468864048662.74,10681222885918.393,1110.178571428571
28606466620532.383,2517142906657.6426,-73047565311448.56,-25232564040286.637,37407127334759.97,55089149861452.12,9730949924130.328,1104.9091836734694
40077897068989.58,3526538222840.662,-102340244760953.27,-35351031739571.375,52407696198606.65,77180355888314.14,13633141575868.744,1123.4938775510204
35509665798096.26,3124569898273.932,-90675114395133.9,-31321586488245.297,46434067220106.59,68383045289320.8,12079184214209.926,1128.389795918367
48146835393133.125,4236540887779.2744,-122944547463728.7,-42468303457454.27,62959009551148.2,92719183311402.08,16377920734418.64,1133.851020408163
34946892926017.098,3075050347620.017,-89238055013673.88,-30825188154479.75,45698159701591.734,67299280495842.32,11887747954894.773,1138.678571428571
4095303187681.0923,360354312623.447,-10457493097306.242,-3612295145213.4727,5355206240350.056,7886565452721.505,1393083278977.7815,1141.1214285714286
34132643815529.3,3003402752618.8433,-87158842492536.89,-30106972935941.336,44633409830124.95,65731232976354.98,11610767971584.393,1132.8520408163265
27837758842245.414,2449502695217.5264,-71084644604764.72,-24554519180537.883,36401929790389.63,53608804362427.89,9469461619258.625,1128.9632653061224
32580259925983.293,2866805366629.39,-83194778818845.03,-28737680511539.113,42603441857648.375,62741716617910.08,11082699673292.428,1131.1244897959184
33266730045818.867,2927209353901.279,-84947703035558.88,-29343187057109.547,43501101846885.65,64063692317181.1,11316213523926.055,1129.057142857143
31989168578221.316,2814793938737.9385,-81685407230693.66,-28216303498203.316,41830503518638.56,61603417206562.7,10881630411509.695,1120.4785714285713
29708771337153.55,2614136989558.1694,-75862337212878.73,-26204860766458.793,38848551479985.7,57211922723946.99,10105916612769.287,1115.7510204081634
36090067718113.33,3175640706743.4307,-92157189980882.86,-31833534713335.7,47193027507282.26,69500759269939.414,12276617265295.322,1108.227551020408
32174512009218.504,2831102662728.1875,-82158688009442.86,-28379787124058.18,42072866963117.33,61960344001966.57,10944677967636.555,1117.641836734694
33997751646527.12,2991533348914.1665,-86814390888927.39,-29987990283337.176,44457018809835.81,65471463261733.195,11564882236265.654,1131.2448979591836
31296376728833.566,2753833737344.823,-79916340286463.23,-27605220890652.03,40924577142245.49,60269267405767.49,10645966124325.55,1134.7418367346938
29400990932180.58,2587054735737.999,-75076409756324.6,-25933380565207.33,38446083672031.21,56619211981227.24,10001220155041.791,1121.7010204081632
30192294672156.87,2656683281521.097,-77097029947617.45,-26631356493640.49,39480828981713.99,58143071856103.83,10270394850724.893,1104.315306122449
25544014886575.49,2247671364910.122,-65227492774105.67,-22531303853425.73,33402525013556.715,49191607008014.68,8689207692494.394,1101.0091836734694
28450532923223.11,2503421984945.5054,-72649383388091.48,-25095021477268.875,37203221358436.414,54788859167781.516,9677906561571.178,1116.0857142857142
44009225918236.91,3872464064377.343,-112379023884122.78,-38818691909023.38,57548482073881.79,84751146245906.6,14970446312848.281,1110.8734693877552
26459859659890.848,2328258487225.7905,-67566132798475.16,-23339132115494.06,34600125758570.78,50955302897037.22,9000747014275.094,1117.4234693877552
35202289217920.695,3097523088617.6504,-89890217894620.94,-31050462286388.043,46032127179185.4,67791111993403.7,11974625082154.248,1122.057142857143
27099906301883.215,2384577472522.932,-69200513248446.914,-23903690300765.746,35437079873018.45,52187878222374.82,9218469168224.223,1130.265306122449
26552450649926.246,2336405738130.551,-67802567127479.94,-23420802726406.02,34721201883014.777,51133610889810.664,9032243340172.172,1142.0357142857142
27085358696966.59,2383297418396.3433,-69163365487615.9,-23890858516166.902,35418056827591.414,52159863087514.37,9213520576180.686,1142.9928571428572
27431088127180.664,2413718809089.431,-70046197083428.39,-24195811825704.184,35870148239489.96,52825654469696.875,9331125992417.076,1130.8642857142856
39796210886821.984,3501751906413.0635,-101620949874291.03,-35102567893799.7,52039349943934.875,76637896260044.25,13537321452540.98,1135.5244897959185
30124672274490.926,2650732892448.4746,-76924353844217.88,-26571709322885.46,39392402294747.89,58012847293056.94,10247391963197.74,1140.5010204081634
43072107750857.98,3790004884440.329,-109986061548739.02,-37992098976773.97,56323062706710.3,82946482817388.31,14651670464440.504,1151.238775510204
47070697840142.664,4141848974257.409,-120196594702477.86,-41519087186044.01,61551801551982.22,90646802195355.89,16011855212094.479,1148.7479591836734
30871216356908.49,2716422914156.412,-78830679126718.55,-27230204640067.562,40368617698021.39,59450511112624.414,10501340969174.03,1147.7551020408164
26897979118211.645,2366809455307.6943,-68684885471419.89,-23725578763063.72,35173030587102.625,51799015187427.625,9149780379099.867,1139.0948979591838
34530798045673.35,3038437196779.717,-88175542739110.4,-30458168120045.73,45154054662473.71,66497982017848.12,11746206546757.57,1129.0632653061225
29882482349001.004,2629422176080.1104,-76305913914691.72,-26358083922463.863,39075703913470.27,57546448098020.76,10165007195177.408,1128.823469387755
30637810276638.086,2695885052856.4775,-78234668921968.0,-27024326969940.793,40063405324093.12,59001027343631.086,10421944135250.709,1129.4734693877551
39760183072450.48,3498581303746.9766,-101528951810717.31,-35070788533652.406,51992236630198.93,76568515266236.39,13525065957188.805,1148.2020408163264
49638859275433.17,4367825587024.665,-126754481366832.05,-43784352547581.0,64910042258020.06,95592461170025.27,16885456523071.92,1145.1663265306122
37686729095497.15,3316134130645.891,-96234317804857.78,-33241882417282.418,49280894567060.51,72575543463904.56,12819747275371.402,1163.345918367347
24548011845422.777,2160030907354.2952,-62684165878120.836,-21652771236649.45,32100105587805.008,47273545524762.055,8350401212191.978,1165.7418367346938
18466096132855.984,1624870449390.435,-47153791507443.38,-16288168627710.768,24147113884561.766,35561243895531.18,6281539729752.344,1164.4173469387754
34487648287952.016,3034640172160.795,-88065358405955.75,-30420107200730.883,45097629335352.29,66414885906480.945,11731528432049.543,1163.4438775510205
19959525459962.98,1756280451097.0308,-50967313019004.45,-17605460017371.508,26099990666066.61,38437228296733.96,6789553743631.2,1167.3132653061225
21245801122322.13,1869462558698.5981,-54251860788534.22,-18740029854544.293,27781983745176.734,40914284785475.516,7227101116636.762,1162.538775510204
14867981555704.262,1308264803262.2183,-37965886071028.06,-13114422689669.262,19442054268717.2,28632143682437.258,5057583152102.59,1163.6602040816326
9166817626421.096,806607484487.8237,-23407774146651.73,-8085665257031.414,11986951010839.672,17653078145602.65,3118240524071.7974,1164.2704081632653
25462504690555.688,2240499048081.718,-65019353589470.24,-22459406977811.375,33295938323760.062,49034637867985.4,8661480654021.42,1154.8979591836735
27724289276766.414,2439518274832.7393,-70794896134041.3,-24454432413592.13,36253551839724.61,53390289245712.98,9430863101017.975,1156.601020408163
26008816645071.902,2288570273106.3438,-66414379331322.24,-22941285979587.215,34010321266355.52,50086702840007.48,8847317461713.9,1156.388775510204
29880509969012.953,2629248689965.013,-76300877284001.17,-26356344260470.37,39073125042654.63,57542649720514.125,10164336251977.137,1151.2530612244898
30932273213961.426,2721795503321.978,-78986589897489.78,-27284060449970.24,40448458736699.79,59568091938416.38,10522110450340.91,1158.1448979591837
31817291090910.777,2799670070414.2476,-81246512349663.78,-28064697546850.445,41605748672191.88,61272422619981.984,10823163503972.166,1155.5020408163266
41526880351943.516,3654037304667.92,-106040271756427.31,-36629119090415.414,54302453266333.02,79970747866244.62,14126036537760.01,1156.2765306122449
30679047172399.582,2699513697339.937,-78339968700555.95,-27060700511608.535,40117329074402.44,59080439699565.55,10435971542732.645,1166.584693877551
25116156385534.77,2210023244614.8193,-64134941732406.61,-22153907862803.332,32843037851658.934,48367654726622.66,8543664722856.836,1161.8908163265307
35375769531287.59,3112788071616.8325,-90333205486709.6,-31203482119984.82,46258978364539.54,68125193124234.0,12033637198539.969,1165.6938775510205
37544045846730.15,3303579236078.121,-95869971334710.2,-33116027671343.383,49094315834359.164,72300769975551.23,12771211277666.639,1166.6510204081633
43852139925718.66,3858641736202.0825,-111977899483359.52,-38680132932033.83,57343069214526.68,84448636483782.05,14917010978990.648,1159.9897959183672
30629194117600.742,2695127006040.841,-78212667061404.47,-27016727166964.465,40052138847686.69,58984434610217.555,10419013207256.16,1165.591836734694
31671805273845.133,2786868465196.859,-80875009223951.8,-27936370568373.293,41415504695223.86,60992251894187.555,10773674144339.916,1167.65
29466854913722.92,2592850249290.9204,-75244595632747.05,-25991476416150.824,38532210486464.875,56746050098105.61,10023624840851.293,1167.1255102040816
28991010067912.64,2550979745837.8496,-74029509705970.69,-25571753742944.76,37909974257401.17,55829687644663.06,9861758550473.875,1165.384693877551
29362925396239.258,2583705277806.6333,-74979207762567.39,-25899804497475.695,38396307514924.68,56545906666277.84,9988271508977.908,1153.2510204081632
36519187146712.18,3213399722652.6396,-93252960222533.3,-32212042685380.797,47754163444333.72,70327139266404.79,12422589067410.844,1134.3316326530612
41254535704363.37,3630073117434.404,-105344830966300.98,-36388895316086.26,53946322902235.086,79446278016485.98,14033394140720.152,1128.64693877551
35536980642076.07,3126973427067.722,-90744863360501.05,-31345679759961.246,46469785578766.29,68435646802641.06,12088475757845.396,1134.1663265306122
42126380772774.88,3706788268720.71,-107571116336388.98,-37157912702616.37,55086386288497.7,81125240958463.58,14329966208864.684,1122.1857142857143
27948906609011.63,2459282738664.319,-71368463796473.31,-24652557751429.34,36547271482590.85,53822847820771.586,9507270262428.031,1129.3765306122448
23617354964813.598,2078140480095.758,-60307702240816.08,-20831877835855.086,30883136078985.703,45481324809590.445,8033823274105.148,1112.9602040816328
31226187130715.84,2747657436144.7236,-79737108954364.9,-27543309300548.375,40832793441430.06,60134099150963.98,10622089973316.383,1108.727551020408
29281165215165.926,2576510986197.696,-74770430370713.08,-25827687204899.086,38289393959316.82,56388456257695.36,9960459465731.043,1114.2714285714287
31392574746448.477,2762298302046.8057,-80161985212794.42,-27690072946152.766,41050369769806.13,60454521536792.99,10678689404469.107,1115.630612244898
29913243239630.863,2632128780044.2715,-76384462851159.9,-26385216602486.848,39115927887367.45,57605686048669.94,10175470976666.602,1119.8
25464028337941.203,2240633115799.7026,-65023244417224.695,-22460750928030.83,33297930769882.66,49037572113935.68,8661998947521.384,1119.142857142857
28828847041373.523,2536710585759.0386,-73615420933652.25,-25428716366518.656,37697922062188.31,55517400699184.375,9806596169112.814,1119.2979591836734
29667552673988.215,2610510036331.6245,-75757083836653.1,-26168503408845.137,38794651965319.75,57132545382266.445,10091895391332.354,1122.0795918367348
26960915072476.477,2372347306287.321,-68845594615244.88,-23781091929444.656,35255328430646.74,51920214718700.67,9171189071586.918,1118.476530612245
30929804722805.957,2721578292785.344,-78980286363360.48,-27281883078590.992,40445230784074.68,59563338125632.81,10521270746278.258,1119.8755102040816
25271370479048.246,2223680861081.03,-64531286206471.33,-22290815727377.77,33046002909493.223,48666559694840.37,8596463307317.632,1125.34693877551
24983999963786.113,2198394463650.9678,-63797475727667.87,-22037338106229.992,32670223806894.26,48113153214614.43,8498709570502.111,1134.6602040816326
19465307995570.99,1712793231536.5684,-49705312501839.71,-17169531581503.512,25453729292433.844,37485484920540.84,6621437743088.616,1139.6051020408163
23099361225740.746,2032561181761.9958,-58984988037658.96,-20374977395958.215,30205783903710.207,44483793977771.63,7857619385115.108,1132.6163265306122
21497841493836.836,1891640066398.2473,-54895454275491.87,-18962343998954.953,28111563153066.234,41399653658511.516,7312836689437.658,1146.676530612245
24150315484073.133,2125036679568.1545,-61668634925370.586,-21301979802002.62,31580059237273.152,46507678250523.03,8215118380172.677,1154.4734693877551
25551701935886.914,2248347639063.674,-65247121296827.15,-22538083957702.773,33412576548685.23,49206409891943.414,8691822482029.326,1157.5510204081634
37939268719990.61,3338355496159.703,-96879186756936.42,-33464636866358.52,49611126580879.44,73061874120808.36,12905652701012.766,1163.7204081632651
53771508069833.57,4731467411403.223,-137307336412751.55,-47429590863064.766,70314088774523.195,103550945029059.23,18291243593376.19,1168.977551020408
28728346373154.42,2527867287068.4126,-73358789049403.28,-25340068881622.28,37566502659922.79,55323860600628.24,9772409240343.855,1157.8622448979593
29569297167474.703,2601864294408.116,-75506185390003.69,-26081836342783.223,38666168394056.125,56943329175000.65,10058472225887.693,1172.889795918367
30306052792583.82,2666693031787.9565,-77387515122967.75,-26731697638958.527,39629584098575.516,58362142503250.555,10309091489934.432,1183.14693877551
30945586927265.668,2722966931584.9043,-79020586825143.88,-27295803775201.33,40465868079572.67,59593730838366.58,10526639303889.107,1199.1265306122448
61349289523460.55,5398252624172.983,-156657452991726.6,-54113634482607.4,80223144464565.4,118143922754561.38,20868947900582.81,1208.461224489796
53286081372322.7,4688753985383.672,-136067783615434.67,-47001416906370.1,69679323616169.43,102616130851775.12,18126117981209.48,1211.9469387755105
41588961685367.586,3659499895181.384,-106198798455140.72,-36683878282594.42,54383633407919.13,80090301436299.73,14147154479061.23,1209.0367346938776
31974776049025.082,2813527515330.3853,-81648655493392.61,-28203608457146.75,41811683232321.45,61575700699392.7,10876734559286.062,1208.6591836734694
