Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Close
21404512728948.02,1883427944482.5276,-54657136372939.13,-18880022816874.37,27989522220956.887,41219925272810.98,7281089481599.496,611.7256756756757
21207426800826.57,1866085959494.0166,-54153871020363.12,-18706181639875.84,27731803692709.453,40840385446022.94,7214047546190.6,619.0594594594595
16050636735031.318,1412329132156.3306,-40985835869127.76,-14157593350352.662,20988548359856.56,30909652459418.33,5459882411507.181,606.7175675675676
16792108636947.201,1477572839621.8909,-42879208544705.53,-14811614611468.398,21958131148134.355,32337548050802.02,5712105978654.096,612.0851351351351
16075220700679.113,1414492335432.3435,-41048612182223.18,-14179277894385.73,21020695525367.188,30956995471233.625,5468245069512.304,606.045945945946
20821581455503.703,1832134525252.7637,-53168602058298.83,-18365843474635.594,27227254302229.816,40097340363320.79,7082796020189.295,609.8567567567568
19256784794684.035,1694444784714.3855,-49172841532347.24,-16985601951616.088,25181054468617.293,37083919580437.72,6550505236518.343,624.2337837837838
20273182150067.027,1783879798953.6328,-51768246137075.195,-17882123582310.414,26510142527220.33,39041255687975.56,6896249180581.22,624.0202702702703
18503247396254.234,1628139514342.614,-47248658546718.734,-16320938327669.623,24195694622784.984,35632788392659.3,6294177372033.228,616.2243243243244
18925076331380.78,1665257135721.1067,-48325812871031.48,-16693015957044.254,24747297535972.145,36445129158198.19,6437669276227.247,620.1581081081081
20807095480563.97,1830859904686.4065,-53131611584613.305,-18353066042374.22,27208311916567.25,40069443839831.87,7077868378088.172,635.2148648648649
25900712455451.926,2279057987835.8174,-66138332504205.87,-22845932031309.508,33868959171199.188,49878520942289.85,8810544198136.066,638.1945945945946
21424163276622.035,1885157058514.217,-54707314695445.5,-18897355765410.594,28015218295119.664,41257767472999.6,7287773926392.787,645.0567567567567
24764891290988.742,2179114746339.17,-63237975038108.05,-21844071865804.55,32383707500695.66,47691203360526.13,8424176335284.52,647.6905405405405
18477794674735.383,1625899884058.4995,-47183664288279.03,-16298487576009.182,24162411520612.86,35583772669346.086,6285519226992.565,649.0405405405405
24709503320487.94,2174241023035.7114,-63096540047824.625,-21795216426934.1,32311279593319.1,47584539504295.58,8405335222039.598,649.6905405405405
17565016773563.693,1545582669512.4536,-44852855518747.1,-15493364520042.408,22968821409517.55,33825982753317.75,5975023134823.358,642.422972972973
21092223617381.168,1855949044138.106,-53859695625075.57,-18604565782920.38,27581159010149.594,40618531754890.84,7174859302410.075,662.6513513513513
26321233126561.453,2316060507889.4287,-67212145660387.3,-23216855651445.332,34418851411399.223,50688341987311.79,8953591035788.164,656.0445945945946
16267022390788.273,1431369418787.3164,-41538383634998.07,-14348458122178.633,21271504420542.38,31326358873686.49,5533489459242.219,658.5486486486486
4031617507965.6353,354750464467.4,-10294869674368.775,-3556120690906.024,5271927909387.809,7763922261142.48,1371419581663.9521,658.0297297297296
16696680169938.125,1469175868658.9011,-42635529056397.7,-14727441151310.143,21833344493856.973,32153776005294.31,5679644456530.502,651.2783783783783
14799065907853.72,1302200813647.3906,-37789907923248.74,-13053635243495.756,19351937049525.73,28499429044747.867,5034140444534.799,651.545945945946
18453001510693.152,1623718294434.4312,-47120354194445.01,-16276618592246.35,24129990914391.836,35536027066430.305,6277085436495.117,661.0216216216216
19447069971281.477,1711188435528.0264,-49658741090950.055,-17153444632971.848,25429880300181.863,37450362955730.67,6615233815774.054,664.4445945945946
24595632830922.312,2164221194048.197,-62805767994650.24,-21694775838525.574,32162376824126.324,47365252392356.25,8366600329666.22,663.3824324324324
23838770121136.06,2097623286862.8894,-60873093416557.41,-21027178963977.8,31172668610659.098,45907717184732.73,8109141255407.982,641.2567567567568
23196796699950.117,2041134781940.307,-59233793190969.586,-20460921340473.14,30333194982637.758,44671431599015.72,7890763715266.948,640.1675675675676
29432540611580.043,2589830885096.9355,-75156973398541.22,-25961209364500.2,38487339407661.7,56679969471408.53,10011952362274.416,638.5824324324324
19723345626266.297,1735498498610.007,-50364220224812.99,-17397135790474.156,25791150957394.617,37982403216262.016,6709213431058.79,640.1621621621622
22947590053585.133,2019206530740.5352,-58597435844688.61,-20241106575351.22,30007320784267.22,44191519828286.07,7805992074424.22,633.1837837837837
17854666820238.637,1571069546148.9714,-45592486721635.55,-15748852646004.656,23347580900359.918,34383778943339.477,6073552276573.121,640.2824324324324
14769129029467.883,1299566594090.6116,-37713463116277.75,-13027229158214.393,19312790184532.26,28441777837495.395,5023956930219.191,646.0567567567567
16488942359582.9,1450896562578.9573,-42105063729837.695,-14544204322830.623,21561696923283.043,31753723178700.863,5608979103113.977,652.6972972972973
17093025561515.334,1504051057113.4087,-43647610331123.34,-15077040695730.332,22351623583475.547,32917041623231.67,5814467725895.043,643.2351351351351
19255279304913.586,1694312321869.9614,-49168997334156.26,-16984274057971.668,25179085838630.312,37081020463953.51,6549993134269.626,630.0337837837837
20301180882447.293,1786343391438.9448,-51839741782969.61,-17906819947285.438,26546754692214.574,39095174403404.69,6905773379255.638,608.7175675675676
21906368492673.242,1927587241849.9194,-55938641842438.664,-19322688668621.984,28645771657820.246,42186378362212.17,7451803794955.174,584.1608108108109
31268022975957.676,2751338836624.475,-79843938701138.23,-27580211405872.914,40887500222146.266,60214665509774.16,10636321249528.8,590.1486486486486
32418127930422.11,2852538907548.7324,-82780769791874.55,-28594670567346.285,42391429946423.01,62429489843827.375,11027547919316.865,559.2486486486487
19840581201547.812,1745814132081.4954,-50663585325096.76,-17500544087032.22,25944452971437.332,38208170626070.31,6749092973974.95,500.8810810810812
26169588516314.66,2302716782072.8696,-66824916282701.33,-23083095996528.367,34220553177297.555,50396311108682.195,8902006673037.145,542.8878378378378
23500245741750.082,2067835751235.5034,-60008660683653.625,-20728580799233.047,30729998276332.54,45255801318881.96,7993986793329.705,557.75
22482934387324.383,1978320422261.56,-57410922173334.18,-19831253176909.305,29399715393595.625,43296705171109.01,7647931968771.836,552.072972972973
18681306111803.594,1643807208388.2383,-47703337811741.61,-16477996407945.836,24428532071850.418,35975686762409.266,6354746941741.447,556.8081081081082
16925659697928.088,1489324253009.446,-43220236057090.47,-14929414408234.756,22132768581671.84,32594735419542.766,5757535544889.885,581.7756756756756
20306571658351.227,1786817794288.2048,-51853507278605.234,-17911575032171.91,26553804089512.258,39105555770119.266,6907607154922.712,580.4337837837837
18281464061008.844,1608624299211.5256,-46682327800270.22,-16125312551667.002,23905680418215.5,35205687473472.7,6218734231464.04,576.4756756756757
19522242542135.71,1717803007927.8857,-49850696892780.33,-17219751202870.754,25528179281548.387,37595127289191.28,6640804993459.102,564.0364864864864
23203059658135.44,2041685823023.492,-59249786051093.086,-20466445585220.625,30341384487362.03,44683492665479.63,7892894177250.834,537.7189189189189
22169287293691.51,1950721979085.514,-56610013947621.14,-19554598280221.297,28989576162763.742,42692696633286.695,7541239871034.881,533.372972972973
20903881582867.69,1839376306521.8064,-53378758316533.47,-18438437040613.24,27334873730184.47,40255830687397.69,7110791763175.711,543.4716216216217
16582058805106.832,1459090076254.2073,-42342839792947.01,-14626338478377.5,21683460183657.766,31933043101460.586,5640654188723.266,549.322972972973
20914770880207.906,1840334482931.5054,-53406564529564.4,-18448042044607.387,27349113091075.844,40276800868100.45,7114495936006.251,536.5283783783783
17903699758909.76,1575384024773.5618,-45717694090558.82,-15792102526267.635,23411698428544.223,34478204652061.664,6090231639907.683,543.9918918918919
19288604419715.016,1697244680471.4275,-49254094242364.01,-17013668804446.322,25222663252042.516,37145196718972.5,6561329237436.774,546.7162162162163
16754265372204.746,1474242891255.2876,-42782574741563.43,-14778234627731.494,21908645378680.652,32264671209614.92,5699233002497.781,547.9445945945946
16406408852519.898,1443634249041.743,-41894312161247.19,-14471405040919.309,21453772184215.688,31594783928589.97,5580904056881.869,550.0108108108109
13475368744187.008,1185725906313.4626,-34409803226273.26,-11886057497008.908,17621009838619.176,25950307884341.53,4583863566442.583,550.377027027027
15178672945579.012,1335603219691.784,-38759247252329.79,-13388470689347.398,19848328537968.926,29230460659976.71,5163269901053.8,538.0081081081081
16481899970372.115,1450276880537.5122,-42087080527054.54,-14537992512340.574,21552487839570.97,31740161132678.734,5606583524198.596,526.7972972972973
16348416480208.004,1438531389397.1946,-41746226788245.47,-14420252431198.791,21377938743328.227,31483104676361.543,5561177025890.397,534.814864864865
15683622402189.252,1380034783858.5173,-40048652395769.97,-13833865419757.256,20508623581746.824,30202871373809.27,5335036581918.188,533.0837837837837
15424206459644.598,1357208216227.8357,-39386225373580.83,-13605045502796.998,20169399354595.35,29703299024782.68,5246792088568.007,537.1621621621622
15883571233465.656,1397628723039.9526,-40559228618100.74,-14010231960946.818,20770085942862.836,30587924715072.31,5403052412540.868,535.3418918918919
15482689620178.145,1362354293600.4014,-39535563883021.39,-13656631048988.812,20245874720013.89,29815923347709.086,5266686059793.84,538.2878378378379
17380980112315.479,1529388845916.566,-44382911563396.79,-15331033409571.443,22728166342555.1,33471572442112.637,5912420097985.84,538.8945945945945
20065231619682.984,1765581716507.488,-51237237817298.984,-17698699062691.004,26238216524770.656,38640793339045.164,6825511484105.455,530.081081081081
24092981210612.164,2119991857337.0093,-61522230478649.29,-21251408028357.56,31505086583253.848,46397266842213.6,8195615323679.424,539.021052631579
19635877376058.312,1727801953012.7488,-50140867358143.73,-17319983721329.055,25676773266240.73,37813960657454.01,6679459730552.632,520.625
17627937596807.234,1551119136552.3362,-45013526018672.7,-15548864258491.156,23051099228335.457,33947153132869.566,5996426679477.752,530.6736842105263
21941857853155.246,1930710041877.5525,-56029265024857.28,-19353992382560.668,28692179177435.316,42254722290817.38,7463876082248.861,531.925
21360727072242.434,1879575080231.032,-54545328936311.6,-18841401315273.27,27932265771751.543,41135605124632.14,7266195142237.414,529.7631578947369
20284396279580.72,1784866521352.7441,-51796881908676.66,-17892015086417.824,26524806423124.336,39062851507355.19,6900063873240.229,427.2986842105264
21841897504583.867,1921914325330.011,-55774013361098.34,-19265821618862.332,28561466456261.89,42062223072240.305,7429872996351.995,428.0407894736842
15698619790867.56,1381354403306.5256,-40086948901646.48,-13847093956600.707,20528234741627.38,30231752823181.984,5340138193620.46,425.42763157894734
18039611904379.77,1587343207555.551,-46064750171962.734,-15911984892589.785,23589423345620.582,34739938556360.082,6136464331849.169,433.65921052631575
22857631195223.64,2011290803751.1758,-58367723122383.59,-20161757585248.38,29889686194396.547,44018280920960.15,7775391140143.688,435.778947368421
29605790203948.184,2605075416875.6025,-75599372098365.03,-26114025518788.242,38713888113254.336,57013606488313.71,10070886034721.453,426.0815789473684
16742116355845.342,1473173835445.483,-42751552057903.12,-14767518449107.514,21892758659081.95,32241275258156.367,5695100325542.218,434.6315789473685
12782145007509.115,1124727693155.9985,-32639633173304.797,-11274593883554.557,16714518723547.785,24615326167323.125,4348052336541.2646,433.9105263157894
13176713725040.31,1159446623044.8342,-33647177687304.473,-11622626413517.37,17230474898853.926,25375170371333.76,4482271242575.864,429.2105263157895
17613079780279.984,1549811775358.7173,-44975586167249.6,-15535758825333.16,23031670512304.156,33918540616541.94,5991372559574.523,424.7421052631578
18070983558377.78,1590103678886.4875,-46144858815603.08,-15939656536360.38,23630446448761.53,34800352831941.78,6147135905251.468,430.6460526315789
19018235550501.156,1673454375190.2551,-48563698269100.766,-16775187784247.54,24869116620558.79,36624531491650.6,6469358908695.007,436.075
16668149297042.629,1466665356397.102,-42562674715141.336,-14702275277141.87,21796036076526.527,32098832583953.086,5669939248209.0205,437.4960526315789
17300302349984.28,1522289832129.9983,-44176898606715.6,-15259870972759.0,22622668410270.93,33316206791125.887,5884976282625.427,435.7618421052632
15876938400625.451,1397045037213.1147,-40542291309081.11,-14004381302568.645,20761412401561.184,30575151333395.523,5400796120102.343,438.05
22868123979037.97,2012214105414.9175,-58394516662938.125,-20171012837786.312,29903407137302.01,44038487398408.14,7778960416516.096,440.3723684210527
19295263179588.32,1697830567872.5627,-49271097545555.81,-17019542163536.102,25231370416609.293,37158019836364.164,6563594317142.914,441.5486842105263
17562495247050.463,1545360711480.576,-44846417074205.695,-15491140312896.81,22965523774124.758,33821127130480.06,5974165426585.372,445.58289473684215
22370722362306.79,1968446725681.4053,-57124384889000.195,-19732275771462.016,29252982078650.293,43080611846795.63,7609761246390.785,444.0302631578948
18761372519371.848,1650852476459.205,-47907790131659.336,-16548619730156.99,24533230826763.87,36129875408467.016,6381982828507.463,442.5618421052631
22610396265365.094,1989536076325.4856,-57736400322997.734,-19943681970829.45,29566390492338.086,43542165971170.19,7691290172441.869,449.1578947368421
20381471148097.79,1793408333364.3762,-52044765617436.83,-17977640697460.76,26651745983600.176,39249794107481.66,6933085423735.464,453.76973684210526
16255087392818.889,1430319182154.265,-41507907518753.49,-14337930726454.84,21255897448170.66,31303375140484.082,5529429601638.701,454.1921052631579
20764095797609.26,1827076313185.0725,-53021810487348.445,-18315137915879.336,27152083668990.16,39986636893856.65,7063241363792.513,452.8618421052632
17388053005020.732,1530011213395.9224,-44400972855128.13,-15337272179697.5,22737415249619.27,33485193403522.016,5914826086290.513,452.8447368421053
18038068753759.938,1587207441543.797,-46060809614829.13,-15910623741187.11,23587405610444.125,34736966737733.832,6135939382425.117,459.7026315789474
20326378382123.28,1788560624870.0889,-51904084555705.81,-17929045732229.285,26579704239421.754,39143698846496.84,6914344746424.371,455.3184210526316
18344501180503.2,1614171098209.2727,-46843295037870.984,-16180914983888.197,23988110767077.5,35327081666860.484,6240177315169.635,458.575
18307370585344.832,1610903887099.4783,-46748480489837.61,-16148163580189.33,23939557033519.926,35255576877336.375,6227546720182.555,460.7828947368421
19914280159827.33,1752299209096.5642,-50851778440572.17,-17565551184600.451,26040825607742.246,38350097404111.305,6774162932538.139,450.6657894736842
18007399317071.41,1584508785463.4373,-45982494332628.14,-15883571579179.207,23547300826098.098,34677904946168.516,6125506708830.255,445.87631578947367
18438733545726.582,1622462770172.518,-47083920665231.92,-16264033378656.0,24111333168442.215,35508550559796.19,6272231986477.587,443.5394736842105
15274026915055.797,1343993575527.492,-39002736654547.1,-13472578348507.979,19973017583342.98,29414089292458.49,5195706077894.366,444.2184210526316
15097719569307.457,1328479916515.0203,-38552529996983.86,-13317065015977.664,19742470030844.97,29074563891146.17,5135732289283.881,445.9513157894737
13219915034853.41,1163247935270.349,-33757494013735.67,-11660732429732.023,17286966643418.06,25458365884969.344,4496966889571.946,440.6605263157894
16265766130280.205,1431258795948.598,-41535175617143.836,-14347349888495.76,21269861313521.703,31323939527072.133,5533062112643.067,449.0052631578948
15409052613505.248,1355874799421.5908,-39347529720990.69,-13591678960716.168,20149583512767.69,29674116504841.01,5241637278595.598,445.9197368421053
15531642063081.969,1366661665414.4011,-39660565533952.914,-13699809848112.51,20309886955770.93,29910193885433.785,5283338012096.852,442.4526315789474
15077417457132.87,1326693493850.2576,-38500688106313.18,-13299157409665.79,19715922075704.984,29035467076682.977,5128826216821.25,447.0697368421053
12509403238956.855,1100728519488.353,-31943179457047.69,-11034019915197.756,16357868918897.21,24090092303558.637,4255274938483.9785,439.5384615384616
19275230644084.195,1696067849243.4688,-49219943659070.82,-17001872230786.055,25205174999300.574,37119441854695.72,6556779892378.731,456.6125
14348542632763.56,1262558300642.9824,-36639481836692.37,-12656247531421.076,18762812071164.094,27631830011800.133,4880887705857.125,454.50625
11944995615104.365,1051065153540.5895,-30501944349556.05,-10536179503293.1,15619823782103.525,23003178504416.25,4063282494757.8594,460.985
12603673240003.973,1109023593894.889,-32183899620983.855,-11117171436987.92,16481140890564.254,24271632651415.387,4287342294925.279,461.3225000000001
11909634030556.344,1047953642302.076,-30411647355145.49,-10504988584344.154,15573583450437.494,22935080641875.258,4051253688877.4253,463.325
13254176038433.16,1166262723668.7449,-33844980157730.145,-11690952703631.164,17331768277070.777,25524344021381.098,4508621289935.799,462.4525
11449752813698.941,1007487713946.1389,-29237325174535.656,-10099346603897.75,14972221620424.973,22049460294041.242,3894817676516.818,463.13875
10302084364134.11,906501936823.4255,-26306715991046.812,-9087036428018.541,13471477644945.152,19839328149719.203,3504419815968.7373,465.75125
11942384189710.17,1050835348029.6189,-30495275966161.395,-10533876041660.182,15616408864020.68,22998149514021.53,4062394175713.092,467.16
12786122035707.873,1125077601947.496,-32649788787924.312,-11278101801523.678,16719719139299.783,24622985029575.19,4349405188174.3174,471.39875
13911993262207.025,1224145382655.4033,-35524738435079.84,-12271185600494.64,18191960000206.637,26791141256067.816,4732388406961.818,468.68125
13021755879905.516,1145811537596.511,-33251487570687.566,-11485944555905.734,17027844820208.367,25076758896616.566,4429559830813.524,473.29625
15097306232733.03,1328443556468.9055,-38551474566107.734,-13316700436503.908,19741929621812.84,29073767909288.59,5135591679562.941,475.55625
17605085507241.97,1549108300784.2263,-44955172439165.445,-15528707309724.686,23021216735740.58,33903145464128.395,5988653151783.662,478.88875
17991576359759.54,1583116454054.702,-45942089859452.52,-15869614737284.672,23526609891558.594,34647433698573.223,6120124261084.049,477.48375
13867270818882.707,1220210183321.4392,-35410538149564.06,-12231737845426.268,18133478956831.39,26705016616951.22,4717175350884.358,482.175
18403694838301.305,1619379639566.3936,-46994448050756.48,-16233127167364.979,24065515006614.42,35441074358862.71,6260312982835.509,487.0725000000001
17875190460724.543,1572875424032.3977,-45644894528273.15,-15766955619889.477,23374418407023.094,34423302502707.504,6080533716995.967,485.28
18938019615277.215,1666395977338.7412,-48358864177294.46,-16704432614659.633,24764222480964.66,36470054921863.51,6442072158346.082,489.6825
20036179959831.227,1763025431018.9097,-51163053118407.29,-17673073816689.508,26200227378951.64,38584846646471.08,6815629069900.875,490.52
19041378532881.605,1675490772853.737,-48622794680573.97,-16795601231447.84,24899379463642.008,36669099298685.81,6477231363149.719,483.70625
14945152440339.945,1315055266479.582,-38162944831848.89,-13182492047240.307,19542966465318.438,28780756500739.098,5083834136806.582,483.18125
11467399813042.562,1009040524006.5621,-29282387555181.73,-10114912328273.879,14995297705866.383,22083444280497.797,3900820602416.722,483.4525
12844664825944.922,1130228942856.5254,-32799279576233.43,-11329739983342.863,16796272513904.818,24735724216908.25,4369319453245.8735,478.32625
16800580710653.209,1478318263980.7144,-42900842758177.625,-14819087443810.062,21969209466306.1,32353863506666.844,5714987915298.64,483.22625
20107028414919.637,1769259543581.7324,-51343967027578.055,-17735566269848.906,26292872147560.734,38721283662899.234,6839729304345.745,487.88125
17689927880229.33,1556573787737.0144,-45171820154253.34,-15603543236865.473,23132160637329.543,34066531328325.645,6017513642215.233,495.93625
17551938612059.5,1544431830734.9397,-44819459917488.14,-15481828691709.172,22951719600190.23,33800797264624.918,5970574363901.415,503.20375
16839268751426.705,1481722509466.1304,-42999633730623.91,-14853212509470.305,22019799756605.105,32428367171398.28,5728148252251.598,504.9787500000001
19522477395447.473,1717823684226.763,-49851296643236.43,-17219958370050.646,25528486477036.215,37595579572461.11,6640884878247.212,501.07125
16892802223663.88,1486433030444.667,-43136333427799.484,-14900432170579.736,22089802553185.67,32531459858427.72,5746358544459.146,504.04625
13817541428143.766,1215834399531.1013,-35283552401845.61,-12187873623847.92,18068450614142.133,26609249728834.996,4700259080761.647,505.72
2405701263759.2114,211682680000.70615,-6143038382181.391,-2121968168340.6785,3145805266404.6577,4632800011339.723,818338004539.92,504.9675
10329826599484.848,908943066657.3593,-26377556382553.523,-9111506685500.04,13507754831904.05,19892752768197.402,3513856751725.443,501.55875
14639962051872.281,1288200957646.357,-37383630779822.61,-12913296414356.266,19143885709342.77,28193033305181.113,4980018687521.54,495.985
16478356695135.945,1449965183377.5564,-42078032600875.945,-14534867232396.117,21547854949610.664,31733337573406.117,5605378199912.578,496.0525
15243624986618.818,1341318518411.681,-38925104425278.45,-13445762191043.95,19933263005363.35,29355542573622.72,5185364369798.059,495.45125
11251140722538.39,990011459443.5375,-28730162662340.727,-9924159276345.242,14712507539672.627,21666981396048.68,3827256580352.427,494.325
13214979060785.59,1162813710467.8455,-33744889259359.99,-11656378683264.086,17280512601269.44,25448860009642.902,4495287789438.708,498.2425
13698321008897.01,1205343971979.8716,-34979119022790.11,-12082714326619.164,17912552642989.875,26379659939532.727,4659704332577.471,494.2875
11295962344058.812,993955394890.0238,-28844616145003.57,-9963694524286.654,14771118293644.916,21753297001602.176,3842503373333.5176,493.83625
13245342513778.113,1165485453206.6702,-33822423441767.94,-11683161026486.465,17320217227637.115,25507332760968.668,4505616416895.312,488.9175
14958194955384.098,1316202909283.2563,-38196249040683.85,-13193996255677.52,19560021520203.234,28805873019272.504,5088270724924.043,492.855
15637966583848.662,1376017423373.541,-39932068753807.0,-13793594286556.686,20448922034977.117,30114949223963.484,5319505992377.688,497.20125
20996619947187.3,1847536586158.364,-53615568473330.87,-18520237634897.75,27456142948681.336,40434422105103.15,7142338157075.27,502.36375
15766116143297.78,1387293580062.9045,-40259302835373.0,-13906629650075.428,20616496268764.074,30361734308859.33,5363098129575.371,498.6675
12676462817379.568,1115428503884.1436,-32369770216505.66,-11181376062528.924,16576323920320.016,24411807783160.473,4312102833232.8125,503.0175
12533074414364.457,1102811460217.3445,-32003623066758.152,-11054899152638.674,16388822702542.299,24135676259142.43,4263326948766.3247,506.755
14803751293694.469,1302613094184.0981,-37801872103290.234,-13057767996912.723,19358063960746.266,28508451858926.367,5035734230623.091,514.5375
13684509531733.748,1204128665652.2454,-34943850965353.363,-12070531790401.879,17894492113228.375,26353062365565.28,4655006133665.335,514.77
12477611474662.316,1097930847661.117,-31862009507609.22,-11005978807379.889,16316296004693.463,24028876431597.574,4244461268855.893,519.10375
18924420134551.066,1665199008198.2314,-48324137715448.89,-16692436572396.822,24746437933272.92,36443865623953.914,6437446051944.844,510.589024390244
13526853286631.37,1190255959831.6335,-34541270779076.61,-11931469545634.555,17688332735632.69,26049454617618.875,4601376833465.541,510.6182926829268
13406384480975.49,1179655754781.7747,-34233649537888.668,-11825209197182.146,17530802633372.256,25817460705284.95,4560397421674.834,514.3499999999999
12485798788097.16,1098651488805.6304,-31882903181055.18,-11013199159553.363,16327002558582.246,24044634780476.965,4247245375660.2656,512.6536585365853
2871346071779.845,252655715253.11694,-7332078007265.173,-2532693885842.576,3754703665657.879,5529519570013.964,976734582563.7834,513.6256097560976
13561277785662.35,1193285138394.962,-34629174650348.473,-11961834055694.488,17733348237319.906,26115747739285.246,4613086856928.038,515.4426829268293
13427995369720.406,1181557281711.375,-34288833501852.984,-11844271134459.441,17559061773157.223,25859077929986.953,4567748694872.614,518.0036585365854
12584090576926.658,1107300345743.8977,-32133894818454.27,-11099898182900.12,16455533259707.033,24233921199822.01,4280680921888.193,519.5731707317074
12909825282258.207,1135962467312.1226,-32965668899633.203,-11387215133378.55,16881479029863.482,24861207425206.99,4391484807876.0015,515.8670731707317
13665794107765.941,1202481679211.3975,-34896060852648.055,-12054023459549.082,17870018245595.617,26317021143061.105,4648639792752.39,515.6731707317073
13247069182706.799,1165637142141.881,-33826832750871.293,-11684683661146.39,17322474159757.46,25510657923000.65,4506203752354.539,522.1426829268293
13485918886770.219,1186654044142.7288,-34436743362153.46,-11895362985967.143,17634805035826.242,25970624771486.19,4587452321862.616,526.7256097560976
19559426830627.94,1721074759083.3757,-49945648151055.28,-17252549579406.553,25576802580897.215,37666735084702.37,6653453780644.021,528.5939024390243
19327878488459.9,1700700403734.887,-49354381692852.14,-17048310606085.963,25274019629157.086,37220828857748.12,6574688888710.654,536.7926829268292
21141673212149.594,1860299896976.5527,-53985967071849.59,-18648182695730.465,27645820308050.754,40713759768393.2,7191680359298.351,540.9073170731707
21128053242213.43,1859101471381.409,-53951187954586.29,-18636169132691.34,27628010270188.023,40687530975495.54,7187047312418.927,539.5743902439024
24649154262014.6,2168930599863.4043,-62942436846867.89,-21741984738619.516,32232363774719.645,47468321739626.555,8384806486019.056,548.8073170731707
19687665733242.723,1732358902702.5872,-50273110170346.83,-17365663918609.236,25744494178561.023,37913692121372.58,6697076299492.826,547.3256097560975
16128222732106.26,1419156024916.0012,-41183954304611.64,-14226028582458.861,21090003194815.02,31059064304851.28,5486274515375.147,546.0987804878049
16276653420114.34,1432216722978.4392,-41562976802890.56,-14356953003015.506,21284097797996.953,31344905857234.82,5536765593659.634,547.8548780487805
16612207895356.61,1461742818075.959,-42419826564046.58,-14652931472194.379,21722884070126.83,31991102900053.61,5650909852929.295,544.2817073170731
16238429232239.771,1428853328966.5398,-41465370206393.67,-14323237116248.273,21234114253868.195,31271295392755.855,5523763030337.144,547.0121951219512
15411181400756.65,1356062087098.4553,-39352965178253.44,-13593556537583.98,20152367171548.7,29678215663799.723,5242361361321.978,542.419512195122
13472195454844.764,1185446656724.9626,-34401700030719.234,-11883258393460.7,17616860284743.434,25944196776895.492,4582784092681.056,546.6719512195122
13131722493075.56,1155487651605.5786,-33532290976659.055,-11582941345655.398,17171641944171.592,25288527987612.21,4466966723176.895,552.7878048780487
17939404147110.57,1578525557967.7114,-45808866213906.516,-15823595516642.91,23458386576043.418,34546962394454.85,6102376996151.923,558.6951219512196
15922684581021.203,1401070277597.284,-40659105811334.91,-14044731987296.426,20821232004295.664,30663247456480.543,5416357410731.448,562.8182926829268
15267671192147.639,1343434304301.8704,-38986507148019.02,-13466972185104.64,19964706555658.035,29401849685333.156,5193544060644.453,560.4670731707317
16141367470809.701,1420312665404.5256,-41217519653558.74,-14237622994057.729,21107191879917.62,31084377784153.58,5490745897474.092,567.6743902439025
15320217411165.822,1348057958369.8962,-39120685610341.63,-13513320983010.182,20033418452473.74,29503040959083.06,5211418488593.669,574.5719512195122
17211276282430.34,1514456231147.2334,-43949567282464.0,-15181344735296.389,22506253860804.375,33144763836084.84,5854692594019.175,570.0658536585366
12157065600880.08,1069725596066.1566,-31043472243513.496,-10723237480065.518,15897136101870.102,23411574153398.156,4135421509314.3975,572.5182926829268
13583295048178.533,1195222549198.193,-34685396372619.39,-11981254670390.848,17762139232649.08,26158147664546.723,4620576393805.33,574.6426829268293
15714768909345.59,1382775397097.0933,-40128186151271.83,-13861338385639.96,20549352133944.65,30262852048954.938,5345631555663.134,575.9085365853658
14500721475445.115,1275948804388.5686,-37028075428675.03,-12790478017660.65,18961808022998.066,27924889591542.336,4932653762120.144,581.530487804878
13123187969922.895,1154736741445.1904,-33510497812241.844,-11575413517786.992,17160482008209.113,25272092621301.613,4464063586214.12,581.5073170731707
16175096663146.355,1423280534173.513,-41303648311273.19,-14267374042480.88,21151297608789.477,31149332068522.38,5502219419233.935,580.4585365853659
11303968833291.342,994659870254.2142,-28865061067328.316,-9970756670603.453,14781587820177.348,21768715610140.45,3845226912304.639,585.2487804878049
12845932944164.525,1130340501136.3677,-32802517411054.332,-11330858433514.014,16797930699013.996,24738166039284.08,4369750784020.8755,590.7609756097561
12480994537519.635,1098228764586.8066,-31870635814419.36,-11008961611331.105,16320720360344.2,24035383255756.543,4245611167830.6904,588.5560975609756
20060093172473.152,1765129564114.5356,-51224116277424.76,-17694166565871.53,26231497304564.64,38630897648868.914,6823763511132.731,571.4048780487806
18403833694642.734,1619391769979.0056,-46994802632310.74,-16233249492901.352,24065696262861.703,35441341713734.45,6260360200857.368,562.7219512195121
15341742131050.262,1349951996928.539,-39175649692772.59,-13532307096778.7,20061565273082.836,29544492395891.05,5218740476744.405,567.6963414634146
12752809371317.729,1122146367455.8179,-32564723633798.98,-11248718094058.904,16676158072617.576,24558832762652.49,4338073331130.453,560.0426829268292
14198087822546.123,1249319475209.8704,-36255290178424.195,-12523537617139.688,18566070538555.99,27342090149315.88,4829708049519.607,549.6780487804878
20500075900324.19,1803844616243.6626,-52347626849108.48,-18082256952795.95,26806839108351.46,39478198210672.65,6973430719748.229,538.1975609756097
18495830465614.457,1627486829312.0007,-47229719273453.28,-16314396065874.771,24185995779457.723,35618505178737.69,6291654367788.397,547.1426829268293
