Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Close
17369924832102.805,1528416208850.937,-44354681759766.33,-15321282265635.45,22713710570558.008,33450282826698.312,708.4583333333334
18577944908636.562,1634712431277.0579,-47439401271955.82,-16386826109835.986,24293373009664.125,35776637930693.34,721.9566666666667
21024357078653.156,1849977359803.2317,-53686396270352.336,-18544703664402.402,27492413659447.105,40487837326216.32,716.9533333333333
17879125259623.09,1573221852838.12,-45654941981956.61,-15770426641118.068,23379564545878.465,34430879924052.24,734.8083333333333
18060790480379.92,1589206958581.0889,-46118830100611.81,-15930665905996.328,23617118321594.02,34780723244328.39,735.85
12312977344896.65,1083444748206.3768,-31441597876093.484,-10860760932962.643,16101013994742.916,23711822501597.28,721.7633333333332
14560289677310.078,1281190500471.4993,-37180184758322.766,-12843020913283.314,19039702752933.805,28039603626768.965,725.9333333333333
18376185132884.508,1616959189758.6975,-46924200806176.43,-16208862286770.002,24029542794116.125,35388097192941.484,734.5916666666667
23804599758886.734,2094616894290.4985,-60785838288463.21,-20997039281648.332,31127987188845.12,45841913483840.14,752.285
22637008595848.16,1991878011481.125,-57804355568208.766,-19967156000456.223,29601191028907.348,43593414861524.74,800.4155172413792
12993187061437.842,1143297845699.7139,-33178536008959.633,-11460745412375.5,16990487490713.566,25021742213583.777,769.025
17276378889325.87,1520184880709.7256,-44115809137753.07,-15238769288336.953,22591385485462.0,33270135961509.51,758.3833333333333
19354677633208.562,1703058775362.781,-49422814081081.55,-17071949460898.781,25309064334086.266,37272437636148.5,760.2466666666667
17503986958899.86,1540212650380.862,-44697013805445.23,-15439532881720.32,22889016523648.523,33708454080400.914,768.595
20569264360337.273,1809932859604.845,-52524301681252.97,-18143285527026.594,26897313871843.38,39611438468548.055,771.4683333333334
20760822903498.98,1826788513031.7202,-53013452839018.875,-18312251308200.523,27147804685703.938,39980334009354.23,771.69
18503203040071.64,1628135814082.348,-47248544643594.586,-16320899447128.955,24195637463870.957,35632702614716.35,766.7316666666667
21286897067334.902,1873078916708.86,-54356801114810.56,-18776279354695.44,27835723578511.21,40993426112406.62,754.7066666666667
20946345262899.777,1843113011576.9185,-53487190299419.95,-18475892787972.086,27390402207835.246,40337605254900.18,736.4416666666667
16997957973899.033,1495686094253.2725,-43404851891398.336,-14993185927458.002,22227309801070.527,32733964362219.348,699.5583333333333
19335942306604.79,1701410225442.2207,-49374972805749.75,-17055423829899.732,25284565217716.03,37236357920679.625,683.2866666666666
14072993580750.2,1238312266554.58,-35935857987624.0,-12413197433655.193,18402491901138.773,27101188990364.188,724.096551724138
11101324147363.668,976828825233.386,-28347601183715.766,-9792012460098.246,14516600651583.395,21378470960696.656,685.4483333333334
17903439210060.73,1575361257711.5603,-45717028484144.516,-15791872918957.465,23411358425133.285,34477702742454.504,646.7266666666667
13822542514100.943,1216274572320.2246,-35296322803240.01,-12192285074203.535,18074990703240.06,26618880654981.29,680.3483333333334
12469136013635.738,1097185479518.0226,-31840354246444.59,-10998501949007.363,16305214241515.613,24012546411974.08,661.6333333333333
15104205875236.203,1329050826816.1538,-38569092912459.4,-13322786579535.887,19750952503840.332,29087054960571.44,672.4366666666666
16721188111703.02,1471332466643.2844,-42698111014469.93,-14749058775486.322,21865392508334.27,32200972540581.863,665.4833333333333
13812401064271.076,1215382176311.7637,-35270426355711.555,-12183339699228.342,18061729136347.633,26599350728714.484,664.6566666666666
13627659017432.125,1199126360739.392,-34798681274652.06,-12020386507245.338,17820152087473.387,26243582059900.145,666.3366666666666
11776326002595.74,1036223692201.1177,-30071240758158.36,-10387403316151.611,15399264206105.998,22678361513365.984,679.1333333333333
12452731386373.205,1095742025975.2905,-31798464410145.047,-10984032137845.656,16283762918206.518,23980955007073.1,672.95
16989513726008.275,1494943071747.322,-43383289157109.516,-14985737608381.797,22216267734940.227,32717702735349.246,673.8316666666667
10068491142466.816,885947697657.0684,-25710227536587.61,-8880993786523.604,13166020935756.234,19389483768298.31,665.0183333333333
14987244848106.572,1318759204274.615,-38270428978503.4,-13219620187520.422,19598009021341.902,28861816212221.547,658.3133333333334
15029269214936.562,1322457019059.8909,-38377739550352.44,-13256688116206.096,19652962020202.203,28942744967773.773,626.7199999999999
19880604194204.6,1749336164650.0579,-50765785099576.51,-17535847234733.37,25996790056529.457,38285245270716.305,631.4116666666666
17064946722674.514,1501580527194.6763,-43575910061452.945,-15052273851090.537,22314907124608.32,32862968641515.97,615.63
16760173138046.469,1474762854965.0017,-42797660563655.19,-14783445848786.486,21916371187421.32,32276048280290.773,623.3666666666667
17211080450870.254,1514439127171.7664,-43949067423096.26,-15181172268128.35,22505998219037.34,33144386945762.332,618.6133333333333
12296951908570.42,1082034633697.92,-31400676390807.758,-10846625563995.56,16080058385015.568,23680961379861.207,598.6483333333333
17043296427517.701,1499675447767.6353,-43520625295555.45,-15033176999416.889,22286596078651.56,32821275392426.844,625.6933333333333
20435681237451.215,1798178548358.385,-52183192968620.64,-18025457418422.637,26722634202755.805,39354189780984.99,646.175
14197860837547.914,1249299587201.013,-36254710782491.17,-12523337600466.758,18565773993002.656,27341653254275.73,627.1216666666667
12331987964898.246,1085117525530.1833,-31490142083400.684,-10877529388657.562,16125873113821.762,23748432340039.297,638.1416666666667
15303359911680.662,1346574775067.6978,-39077639161354.4,-13498451931121.475,20011375267220.44,29470577432108.438,656.7833333333333
3428869549926.089,301713389268.1441,-8755733118421.439,-3024462027930.109,4483747015856.837,6603175445804.583,702.032142857143
8443416508654.687,742953932904.3018,-21560545407539.137,-7447583572139.846,11040998653986.623,16259982310267.752,663.5216666666668
7809978585394.738,687216387560.2644,-19943040566938.203,-6888854530116.126,10212686122074.955,15040133755203.46,671.8862068965517
9372875574798.064,824738985156.1959,-23933950148469.69,-8267420435490.749,12256401936147.758,18049896173124.83,656.9283333333333
12391224866253.615,1090329869942.2948,-31641405288396.336,-10929779704551.533,16203333810432.203,23862508193800.805,667.1483333333333
14176717548593.92,1247439117272.5107,-36200721138640.09,-12504688011485.094,18538125944338.38,27300936678319.004,675.2283333333332
16673575141311.732,1467142865296.004,-42576529822783.516,-14707061337805.93,21803131426076.37,32109281531704.45,686.8266666666666
13778782521209.354,1212423984376.204,-35184580380099.98,-12153686170116.37,18017767861128.44,26534609594248.836,684.2466666666667
11304381583430.893,994696273205.3984,-28866115044560.42,-9971120896967.75,14782127850283.758,21769510530114.523,689.1583333333333
18047603907628.27,1588046600800.9475,-46085157831085.28,-15919034536060.406,23599874734908.207,34755329149427.992,704.5033333333333
13861658250457.037,1219716426293.162,-35396206256144.5,-12226787410528.86,18126140128548.934,26694208201857.605,700.705
12567411110317.627,1105832871560.084,-32091303120691.266,-11085186254768.729,16433723066240.184,24201800626904.688,687.2283333333334
11828252790083.348,1040792800859.1869,-30203837623693.58,-10433205717319.49,15467165861599.506,22778360034084.45,661.9
12897728555631.854,1134898192080.6968,-32934779723943.45,-11376545413216.613,16865661277343.41,24837912304291.633,682.5733333333334
12951828624917.832,1139658572629.7712,-33072926044144.848,-11424264816705.88,16936405017623.203,24942095974090.86,685.9416666666667
10920935371593.904,960955984104.8103,-27886972378191.777,-9632899008255.316,14280715735581.402,21031085689192.996,681.5483333333334
11612533562022.04,1021811216706.6396,-29652990689779.562,-10242928751709.244,15185081484421.523,22362936413230.85,682.9633333333334
9896929799446.854,870851584635.4977,-25272140940022.793,-8729666753774.977,12941679156570.543,19059098694574.39,684.5483333333334
12244358440169.387,1077406790667.072,-31266377387937.168,-10800235048656.643,16011284593146.941,23579679169884.637,687.765
14439413187020.486,1270554301613.1094,-36871522671834.27,-12736400808085.016,18881638998369.035,27806824722757.715,677.985
10411394557198.75,916120436077.5751,-26585843024543.004,-9183454461399.305,13614416902149.82,20049833118062.43,675.5699999999999
11063316564873.244,973484423034.9851,-28250546807574.64,-9758487426293.084,14466899967182.193,21305277051801.617,680.5566666666667
11851047223675.762,1042798487556.1567,-30262044880890.625,-10453311787173.951,15496972739929.926,22822257209557.47,697.9366666666667
14710252647216.223,1294385954325.4653,-37563120318183.85,-12975296838879.945,19235800686140.484,28328396207854.445,697.5483333333334
13475726922359.268,1185757471363.1924,-34410718077448.02,-11886373550358.139,17621478405475.86,25950997829950.164,671.5616666666666
13627463176226.475,1199109073413.066,-34798181403135.723,-12020213718332.121,17819895726972.082,26243205066132.43,661.8166666666667
20141952381379.7,1772332703336.8914,-51433146586876.78,-17766371483687.56,26338540749723.504,38788538926822.766,674.535
14342475951925.945,1262024539302.3076,-36623990389344.04,-12650896492641.125,18754879170512.67,27620147127922.953,671.1933333333333
16291322252353.52,1433507666226.7747,-41600434215105.484,-14369892127727.844,21303280195732.49,31373154642649.53,680.7
15837262197137.562,1393553942801.6309,-40440976821739.08,-13969384772947.422,20709530320362.87,30498744626323.566,686.11
17159021415527.94,1509858248614.6057,-43816133241307.29,-15135253088693.785,22437922967600.348,33044134018753.156,686.9766666666667
17160538208638.875,1509991740662.2476,-43820006346860.13,-15136591013442.041,22439906526431.254,33047054942284.19,695.6566666666666
15539512409687.982,1367354325031.332,-39680662681411.29,-13706752170763.084,20320179095332.48,29925350308086.086,703.8766666666667
16326915573923.701,1436639588697.1497,-41691323068937.78,-14401287507612.326,21349823618020.93,31441698869396.445,706.6066666666667
17577340108825.637,1546667097091.9507,-44884323612779.47,-15504234563327.846,22984936208797.125,33849714613417.06,718.2716666666666
19208986390067.8,1690239000083.0251,-49050786795462.02,-16943441217330.523,25118551294435.438,36991871584353.2,711.2116666666666
22878717832825.25,2013146443248.1394,-58421568630845.27,-20180357545401.92,29917260764911.312,44058888834408.99,686.8133333333334
14824310939820.297,1304422263202.7122,-37854371925203.94,-13075902975632.998,19384948950115.41,28548044908854.297,683.3416666666667
15838490726008.973,1393662045439.28,-40444113892555.82,-13970468406798.81,20711136809155.57,30501110464086.2,666.5366666666667
16331812587906.912,1437070514085.755,-41703827531998.33,-14405606965657.945,21356227302573.574,31451129185875.633,651.3666666666667
18575365652496.777,1634485429071.563,-47432815196683.56,-16384551010249.9,24290000016816.57,35771671005800.84,632.4666666666667
21369705686482.812,1880365304036.7412,-54568255625133.1,-18849321203029.637,27944007319195.156,41152895509658.7,604.2816666666666
17311185150346.885,1523247561993.776,-44204687929071.734,-15269470418835.86,22636899765585.31,33337164317859.05,582.5333333333333
17076072315923.852,1502559509159.384,-43604319575700.46,-15062087286201.695,22329455547695.676,32884393807778.14,585.0566666666667
14972022113049.236,1317419680256.792,-38231557434927.3,-13206192820787.3,19578102863291.492,28832501047144.953,596.55
18514416015902.168,1629122381101.8013,-47277178146392.71,-16330789927603.16,24210299668354.414,35654296630210.09,609.4016666666666
14431179881543.291,1269829811163.2808,-36850498732684.78,-12729138532082.064,18870872628401.074,27790969420179.81,602.425
16328460719284.12,1436775536364.078,-41695268618827.586,-14402650394620.74,21351844052228.38,31444674429166.902,610.2099999999999
22608756390878.695,1989391893998.7224,-57732213096320.02,-19942235780655.348,29564246417777.44,43539008268309.79,614.2916666666666
21561324650965.48,1897226195088.8447,-55057561157872.71,-19018340185927.77,28194576741014.535,41521907477423.016,640.3
22292319999418.137,1961548030085.036,-56924182087325.26,-19663120544594.316,29150459873551.766,42929628054316.92,657.3216666666667
21190237424165.64,1864573527254.948,-54109976807163.4,-18691019713883.44,27709326416427.74,40807282541385.766,638.9433333333333
17818536399446.043,1567890413402.2065,-45500227057427.51,-15716983711671.04,23300335312163.434,34314200904892.824,639.2516666666667
19989537723004.688,1758921427364.6501,-51043950636037.67,-17631932913461.676,26139236401987.39,38495025051684.1,629.8816666666667
17909672191995.23,1575909692668.2927,-45732944616522.09,-15797370747507.62,23419508864529.79,34489705967925.258,618.51
20726876853211.105,1823801455172.4358,-52926770723672.63,-18282308855309.87,27103414909487.51,39914962287701.31,627.2333333333333
