Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Close
14335714864983.477,1261429664322.3772,-36606725608774.82,-12644932868979.518,18746038313938.9,711.5566666666667
14017655013568.762,1233442866016.9763,-35794549279283.53,-12364385567408.22,18330128446980.168,708.3449999999999
18227794396310.63,1603901887516.449,-46545280437082.79,-16077972962977.83,23835499834085.46,699.1766666666666
16232041778460.521,1428291428340.3354,-41449059650758.46,-14317603288143.799,21225762223994.9,656.8183333333333
20283023622659.15,1784745852699.43,-51793376469852.45,-17890804473286.953,26523011945817.637,680.3966666666666
13367387668137.184,1176224509446.0527,-34134069961263.473,-11790812058760.787,17479809218305.592,656.2783333333333
17780268700122.56,1564523187175.6035,-45402508627015.336,-15683229344709.14,23250294842165.59,667.9449999999999
20316468625019.293,1787688756590.007,-51878779685027.3,-17920304953306.09,26566746222681.93,664.7133333333334
10172402610740.52,895091046738.9827,-25975569050342.527,-8972649697576.475,13301900155729.635,662.8216666666667
10458849859168.775,920296142513.9154,-26707021534323.812,-9225312789561.326,13676471710171.562,656.5633333333333
8727537876257.995,767954373602.632,-22286058754221.277,-7698195117158.826,11412528819944.059,651.2666666666667
10438940331396.025,918544254684.0148,-26656182106808.27,-9207751447983.158,13650437077335.736,640.27
16154122553191.646,1421435178497.8843,-41250090229989.77,-14248874031945.363,21123871603215.1,628.8083333333333
11866583009279.016,1044165533394.4816,-30301715181894.195,-10467015172781.184,15517288108653.734,628.565
18602526616144.855,1636875451603.2034,-47502171387747.305,-16408508623494.023,24325517311119.99,673.0383333333334
14144692520200.682,1244621234692.101,-36118943553596.5,-12476440089911.904,18496248871167.664,681.24
17318307390493.7,1523874254622.8948,-44222874958066.02,-15275752656257.771,22646213114778.246,662.7
15192801194921.465,1336846526479.6716,-38795323854738.04,-13400932790874.344,19866803870061.23,660.355
13704311975007.105,1205871180310.6123,-34994417362361.395,-12087998845702.473,17920386855525.242,667.635
14499195366335.936,1275814679107.0222,-37024178418509.67,-12789132180063.78,18959813022013.688,695.1633333333334
14540245722023.465,1279426757815.8083,-37129000941824.44,-12825340824672.855,19013492147341.004,684.3033333333333
23287570933860.336,2049122347191.5103,-59465589193998.5,-20540989867236.11,30451896189192.0,704.5949999999999
19027799305423.68,1674296069688.3706,-48588119461573.91,-16783623813584.785,24881623288276.312,708.4583333333334
20351118997096.99,1790737747289.1162,-51967260382378.92,-17950868612543.594,26612056790560.418,721.9566666666667
23031029258043.492,2026548661676.1616,-58810500536866.39,-20314705038483.812,30116430243084.66,716.9533333333333
19585600426311.938,1723378193519.0225,-50012483170214.484,-17275636825641.588,25611029772851.316,734.8083333333333
19784604704957.285,1740888999518.0808,-50520647143706.67,-17451170145585.322,25871256896011.176,735.85
13488190883699.924,1186854256806.275,-34442544801485.836,-11897367509308.984,17637777127254.117,721.7633333333332
15949998200144.69,1403473875139.1465,-40728851768686.27,-14068824521431.738,20856949371950.105,725.9333333333333
20130102236343.824,1771290045592.2295,-51402886548889.86,-17755919011917.406,26323045269746.227,734.5916666666667
26076632520648.6,2294537844668.6396,-66587549614905.03,-23001104110761.723,34099001506124.586,752.285
24797600484768.76,2181993037373.4927,-63321498933514.586,-21872923501349.016,32426480111104.22,800.4155172413792
14233323294867.535,1252420040073.5876,-36345265194209.22,-12554617576363.816,18612146523346.336,769.025
18925324859379.645,1665279101486.0334,-48326447614679.76,-16693235375678.191,24747622871364.664,758.3833333333333
21201987065898.05,1865607416046.637,-54139980255184.63,-18701383640644.848,27724690890257.023,760.2466666666667
19174657007331.406,1687218423936.8315,-48963125428724.34,-16913160873321.918,25073661338221.543,768.595
22532500162887.582,1982682109550.8083,-57537489696057.55,-19874973500818.94,29464531087810.47,771.4683333333334
22742342033232.58,2001146552757.586,-58073327942333.86,-20060066240409.83,29738930026208.98,771.69
20269243382290.797,1783533424109.8784,-51758187421173.28,-17878649571932.242,26504992864358.418,766.7316666666667
23318627406139.777,2051855149337.5654,-59544892248807.41,-20568383497170.47,30492507416858.023,754.7066666666667
22945571595563.367,2019029144943.9167,-58592281329127.6,-20239326500038.645,30004682296741.332,736.4416666666667
18620330027658.617,1638442025538.6304,-47547632972179.28,-16424212282675.521,24348797941403.984,699.5583333333333
21181463543891.824,1863801520089.308,-54087572763826.55,-18683280718894.473,27697853452907.18,683.2866666666666
15416192071604.562,1356503123254.587,-39365760086247.73,-13597976490356.375,20158919857119.67,724.096551724138
12160891307375.771,1070062364803.194,-31053241238962.535,-10726612215534.924,15902139270332.836,685.4483333333334
19612235024545.457,1725721794136.6616,-50080495525744.336,-17299130045935.908,25645858222568.242,646.7266666666667
15141836674094.51,1332362038759.4705,-38665184392637.06,-13355979125349.65,19800160269721.492,680.3483333333334
13659254134536.674,1201906473798.2861,-34879360519466.207,-12048255232471.732,17861467290065.176,661.6333333333333
16545828542137.854,1455902235836.1985,-42250324421333.27,-14594381476877.797,21636084437132.98,672.4366666666666
18317143834133.91,1611763963140.4878,-46773437130969.94,-16156784386606.764,23952337411038.29,665.4833333333333
15130727272419.26,1331384467911.3474,-38636816255695.89,-13346179958031.137,19785632951051.797,664.6566666666666
14928352499672.525,1313577114152.0845,-38120045411119.11,-13167673679898.01,19520998552963.89,666.3366666666666
12900318792312.654,1135126181679.6843,-32941393790824.16,-11378830220320.41,16869048749332.28,679.1333333333333
13641283765738.367,1200325249666.1565,-34833472502923.285,-12032404348519.518,17837968542735.723,672.95
18611079817556.746,1637628085164.1438,-47524012180236.33,-16416053057928.455,24336701964001.918,673.8316666666667
11029479437540.07,970507077553.0864,-28164143160759.01,-9728641259884.395,14422653318197.93,665.0183333333333
16417704156322.113,1444628328197.5396,-41923154473851.4,-14481368356711.215,21468543246357.41,658.3133333333334
16463739543677.428,1448679081340.2827,-42040707315572.39,-14521974238113.488,21528741240514.086,626.7199999999999
21778110747995.34,1916301756076.8154,-55611131296995.39,-19209558190856.113,28478056673374.367,631.4116666666666
18693712525265.37,1644899053310.0474,-47735017808948.21,-16488939859974.885,24444756001561.44,615.63
18359849790800.387,1615521765270.1016,-46882488198326.4,-16194453538072.932,24008181756013.875,623.3666666666667
18853794003955.637,1658984943840.8225,-48143791217890.52,-16630141001251.523,24654085807475.688,618.6133333333333
13470635897760.445,1185309553756.3806,-34397717560330.625,-11881882988425.125,17614821406946.234,598.6483333333333
18669995815197.312,1642812143357.988,-47674456382211.32,-16468020307096.91,24413742804567.273,625.6933333333333
22386167183474.23,1969805906715.563,-57163823823116.984,-19745899274837.83,29273179097616.86,646.175
15552977298088.37,1368539129983.7742,-39715045822792.37,-13718628998056.52,20337786427020.625,627.1216666666667
13509015974513.988,1188686692554.139,-34495722316242.562,-11915736432186.252,17665008927812.5,638.1416666666667
16763990858495.531,1475098759344.0461,-42807408925442.125,-14786813228148.8,21921363281115.207,656.7833333333333
3756138398474.2095,330510458406.9991,-9591425072908.95,-3313132154030.28,4911698765462.526,702.032142857143
9249299368403.37,813865256477.7313,-23618394143647.19,-8158419042731.792,12094808040345.297,663.5216666666668
8555402889705.971,752807834707.9388,-21846506367505.34,-7546362043032.505,11187437123560.816,671.8862068965517
10267470762012.201,903456292447.9337,-26218328773041.934,-9056505329794.932,13426215628556.24,656.9283333333333
13573906748732.078,1194396529778.138,-34661422855235.85,-11972973785490.045,17749862869519.703,667.1483333333333
15529815985488.463,1366501087288.9727,-39655903131174.56,-13698199396909.611,20307499507171.773,675.2283333333332
18264986438307.645,1607174484810.769,-46640251608459.914,-16110778498656.826,23884133812623.613,686.8266666666666
15093900003648.535,1328143931006.2761,-38542776701068.89,-13313696144422.611,19737475786863.316,684.2466666666667
12383329583782.13,1089635173401.8365,-31621244714889.965,-10922815677760.762,16193009743051.523,689.1583333333333
19770159538252.766,1739617891256.1606,-50483761020542.52,-17438428618208.139,25852367493210.945,704.5033333333333
15184685816405.826,1336132400880.704,-38774601233191.66,-13393774541133.662,19856191657811.676,700.705
13766909109124.02,1211379217168.3418,-35154261237877.066,-12143213131766.078,18002241654345.426,687.2283333333334
12957201738004.139,1140131389439.1177,-33086646379440.402,-11429004236935.502,16943431286143.754,661.9
14128753740996.182,1243218680548.8567,-36078243562535.18,-12462381098601.338,18475406257684.76,682.5733333333334
14188017397617.223,1248433416166.931,-36229575274156.45,-12514655086044.861,18552902142391.82,685.9416666666667
11963285304156.086,1052674538527.561,-30548647664118.24,-10552312161981.158,15643740291393.828,681.5483333333334
12720893163410.574,1119338105804.0525,-32483223796565.883,-11220566264458.77,16634423333143.398,682.9633333333334
10841543402404.238,953970114287.9628,-27684243338600.586,-9562870801090.898,14176899212096.236,684.5483333333334
13413022639719.086,1180240005715.2036,-34250600373685.277,-11831064725014.297,17539483492603.006,687.765
15817584639337.361,1391822503057.445,-40390729393853.555,-13952028048030.377,20683799204151.934,677.985
11405111308128.531,1003559656462.3147,-29123331869667.145,-10059970328659.709,14913846489174.117,675.5699999999999
12119256086803.283,1066398755752.3263,-30946923496728.367,-10689887381022.508,15847694898392.87,680.5566666666667
12982171788932.371,1142328509133.5547,-33150409234995.06,-11451029332939.625,16976083085404.518,697.9366666666667
16114274402960.818,1417928770603.8179,-41148336657099.86,-14213725537960.037,21071763894944.984,697.5483333333334
14761919228311.678,1298932229591.813,-37695053021938.16,-13020869840927.84,19303362438538.586,671.5616666666666
14928137966380.479,1313558176834.9087,-38119497829308.41,-13167484399127.1,19520717724105.062,661.8166666666667
22064403342953.113,1941493202043.4534,-56342189178204.5,-19462084853264.4,28852425800785.176,674.535
15711395218690.438,1382478616601.878,-40119571364192.28,-13858362763365.062,20544940769947.137,671.1933333333333
17846249378399.78,1570328970297.982,-45570992443245.98,-15741428134544.893,23336574224111.504,680.7
17348851508992.14,1526561859145.4343,-44300870505620.15,-15302694309224.97,22686153823599.867,686.11
18796766187997.758,1653966842802.9258,-47998169117831.89,-16579839060454.648,24579513105835.93,686.9766666666667
18798427751601.605,1654113076014.4072,-48002411892389.68,-16581304683584.375,24581685985667.59,695.6566666666666
17022682958835.133,1497861615843.8223,-43467988094724.78,-15014994708119.684,22259640926117.03,703.8766666666667
17885239908640.832,1573759819468.7454,-45670556194185.46,-15775820050073.244,23387559988693.24,706.6066666666667
19255011357088.22,1694288916056.5884,-49168313042162.17,-16984038014371.838,25178736088750.918,718.2716666666666
21042390305299.715,1851564055840.898,-53732444782502.164,-18560609912989.438,27515994311625.754,711.2116666666666
25062379687668.184,2205291437056.5996,-63997621967900.305,-22106474092272.426,32772717159412.37,686.8133333333334
16239219002420.37,1428922996136.1326,-41467386807248.9,-14323934039006.234,21235147632128.598,683.3416666666667
17350197294942.975,1526680279651.7666,-44304306994521.77,-15303881370633.932,22687913643900.14,666.5366666666667
17890604318686.875,1574231874580.627,-45684254147160.96,-15780551779288.807,23394574873654.504,651.3666666666667
20348293563558.3,1790489078832.01,-51960045698394.85,-17948376365815.863,26608361862022.594,632.4666666666667
23409339703466.105,2059836986741.9658,-59776529059187.14,-20648396833119.492,30611126311625.3,604.2816666666666
18963453207986.895,1668634100737.4797,-48423809452457.83,-16726866779108.514,24797481267188.95,582.5333333333333
18705900002041.95,1645971474320.9692,-47766138872550.48,-16499689939528.879,24460693000563.582,585.0566666666667
16401028485566.457,1443160953155.7766,-41880572831328.055,-14466659413415.963,21446737142762.46,596.55
20281526581889.082,1784614154131.9683,-51789553851939.125,-17889484050452.816,26521054504635.11,609.4016666666666
15808565505071.98,1391028863533.308,-40367698822413.98,-13944072623259.084,20672005236764.145,602.425
17886932530577.875,1573908742676.379,-45674878327538.28,-15777313017988.92,23389773263475.992,610.2099999999999
24766651744846.688,2179269632122.0525,-63242470815099.28,-21845624768303.156,32386009317316.008,614.2916666666666
23619247762051.992,2078307167479.7146,-60312536414774.26,-20833547852279.27,30885611360728.297,640.3
24420013045609.723,2148768207414.792,-62357317193519.086,-21539869346435.14,31932728868786.984,657.3216666666667
23212742072211.375,2042537962009.0168,-59274509766729.516,-20474986240135.43,30354046263102.516,638.9433333333333
19519228655406.957,1717537894232.9775,-49843001461919.9,-17217093029646.998,25524238495812.176,639.2516666666667
21897441449980.242,1926801885293.6064,-55915846375076.0,-19314814778241.484,28634098826657.332,629.8816666666667
19619062914157.562,1726322574530.9148,-50097930775207.195,-17305152615364.336,25654786581590.324,618.51
22705155998270.824,1997874394817.3796,-57978372442519.05,-20027265926659.33,29690303462696.3,627.2333333333333
23154767832928.207,2037436658629.3167,-59126471257073.91,-20423849637418.586,30278236382471.133,639.5833333333334
17574423994247.727,1546410410695.3835,-44876877506290.984,-15501662296345.969,22981122524644.145,637.1
17093231807329.342,1504069323890.2498,-43648137128020.8,-15077222869212.605,22351893675656.035,642.9866666666668
17265746328964.035,1519249264536.0317,-44088658652120.016,-15229390720561.89,22577481703219.363,655.285
27048375279776.46,2380043327166.202,-69068927693107.336,-23858237445837.52,35369695881009.76,680.3183333333333
20319630127065.78,1787966902975.302,-51886852732448.33,-17923093533637.465,26570880140343.676,682.9616666666666
21772981652431.926,1915850298933.8586,-55598034491740.29,-19205033913232.57,28471348956711.06,675.1416666666667
21843875855611.28,1922088460545.7878,-55779065106598.54,-19267566746743.957,28564053625658.363,681.5566666666667
21448892429887.277,1887332994674.0386,-54770461857796.125,-18919168384288.043,28047554961386.953,677.9533333333333
15759421377986.436,1386704518040.186,-40242207916010.92,-13900724615470.12,20607741878248.01,663.9133333333334
19414814603779.297,1708350237538.7607,-49576376292982.99,-17124993663612.555,25387701637406.25,681.5883333333334
18004007599476.23,1584210370114.358,-45973833571940.52,-15880579974673.025,23542865724650.973,678.9466666666667
22947000318406.75,2019154702932.7627,-58595928581127.38,-20240586378504.746,30006549681003.863,672.42
21217423385739.395,1866965538153.7832,-54179399575960.69,-18714999438895.812,27744875477055.45,682.5316666666666
18224865468237.246,1603644083910.1584,-46537801562193.35,-16075389401261.973,23831669430239.023,676.2733333333333
17096439004625.188,1504351458203.5095,-43656327136201.41,-15080051746337.95,22356087193691.066,679.45
22497759205765.78,1979625018748.0256,-57448777949657.695,-19844329802268.188,29419101416100.15,669.5633333333333
22008113138404.117,1936539969467.7297,-56198450426612.836,-19412433460907.76,28778817440294.92,677.2033333333333
22661374318239.76,1994021797473.098,-57866575007165.91,-19988647805426.535,29633051762703.586,675.955
18213134547973.582,1602611885443.657,-46507846244431.5,-16065042085123.992,23816329693448.676,678.745
20759987912184.26,1826714847377.7334,-53011321463480.16,-18311514642348.54,27146711880872.14,676.6416666666667
16647636247077.605,1464860399285.443,-42510294154709.72,-14684181683679.28,21769212314243.95,673.9333333333333
23590768179730.758,2075801112366.9377,-60239813118427.336,-20808427138859.047,30848369773276.516,682.605
23735770750607.562,2088560196406.6929,-60610081944941.78,-20936327821039.14,31037981796717.668,664.3883333333334
16888624550161.479,1486065450462.1523,-43125665901363.22,-14896747348798.822,22084339593836.535,664.6033333333332
17015010909841.629,1497186428740.236,-43448397719161.195,-15008227430487.549,22249608077153.684,659.8333333333334
24240365912302.14,2132960631476.4614,-61898582395424.66,-21381410099573.47,31697813804051.656,645.6933333333333
24361240395094.79,2143596639364.0737,-62207239344751.91,-21488028413716.773,31855874858841.816,633.2866666666666
23548742960962.688,2072103206539.747,-60132500423486.03,-20771358443901.293,30793415580403.62,616.35
16700845901991.035,1469542395266.2534,-42646166884319.266,-14731115657467.227,21838791533291.92,617.8033333333333
20879389499004.016,1837221219530.975,-53316217220348.73,-18416833720895.195,27302846735261.477,609.2483333333333
33154025783071.62,2917292261070.608,-84659909937508.72,-29243775618470.926,43353724070042.484,641.4566666666667
30495739101085.97,2683384034345.8457,-77871886529398.2,-26899012449917.035,39877626529313.92,625.3266666666666
26748751234441.75,2353678706369.504,-68303827932158.7,-23593951574190.953,34977893383422.715,583.9733333333334
23104984897744.785,2033056070627.5544,-58999349162039.08,-20379938124434.45,30213137523257.043,566.9766666666667
20500673968008.723,1803897199494.143,-52349154693587.39,-18082784599322.508,26807620720710.94,585.0166666666667
13673047169383.318,1203120041965.216,-34914581842643.152,-12060421388234.102,17879503149230.832,585.6916666666667
10656877402453.688,937720933363.4333,-27212691692890.88,-9399984518206.967,13935421266434.064,563.3816666666667
