Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Close
6463267422909.182,568716417562.0206,-16504168870454.26,-5700977074324.462,8451664691303.018,12446693189185.553,2198584452297.2375,507253699392.667,-4769309893577.049,514.9
3990355846616.3335,351119756304.35645,-10189506664093.055,-3519725501041.3296,5217972226533.722,7684462272955.437,1357383765985.8896,313173287680.42615,-2944523582359.7744,503.9633333333333
3515202948134.2065,309310054677.18243,-8976187791151.852,-3100613042278.0073,4596640500613.777,6769432396442.639,1195752851685.809,275882068145.9593,-2593903466587.914,499.3283333333333
4802398399943.802,422573088712.084,-12263084484863.158,-4235994197476.696,6279836325411.596,9248260307425.559,1633613117825.7058,376904458259.1409,-3543737937093.9893,507.03333333333336
4577219956863.207,402759155981.8296,-11688083580783.742,-4037373694605.666,5985382608433.54,8814620815495.82,1557015030162.3157,359231860596.89575,-3377576460813.186,498.44
5541031965098.214,487566994091.5175,-14149210023886.307,-4887511884967.19,7245707383734.208,10670690361104.045,1884871224090.473,434874323923.92615,-4088783117308.8525,485.6933333333333
3351713729543.6694,294924293467.3007,-8558712736537.4795,-2956406071106.8047,4382854500662.6123,6454591693393.598,1140139370461.5388,263051035119.84915,-2473263173480.989,487.7133333333333
5821989231468.823,512289034915.19073,-14866643487811.002,-5135332499692.259,7613100079306.941,11211746062685.94,1980443338423.1077,456924506345.06024,-4296104151102.991,504.0066666666667
5080575924126.07,447050518950.1376,-12973419975138.52,-4481362921778.062,6643594035735.601,9783963022601.19,1728239673412.26,398736519476.5064,-3749007874597.414,516.1716666666666
5541046258355.915,487568261979.40564,-14149246321962.326,-4887524481053.471,7245726114704.891,10670717754981.648,1884876070912.7297,434875409783.0146,-4088793573366.5947,501.42
4742899542668.756,417337649835.65845,-12111152096589.168,-4183512729141.667,6202032838070.49,9133679822526.623,1613373620110.0972,372234837645.7262,-3499833140915.132,477.9566666666667
5446509942660.129,479249808154.4605,-13907844692911.56,-4804137955672.923,7122106068402.3125,10488663630526.797,1852718022414.1702,427455965323.2673,-4019034295052.937,468.0
4220477150452.5283,371368616650.6518,-10777128853631.467,-3722705828460.4043,5518889399861.944,8127620215481.999,1435663215345.336,331233759308.2145,-3114332317855.027,474.7433333333334
3285419260156.8022,289090896985.93585,-8389427840219.679,-2897930520707.34,4296164791618.341,6326924702595.536,1117588257188.6345,257848114401.2842,-2424343913751.131,465.32
4834871819666.499,425430488040.44073,-12346006361283.316,-4264637622078.0254,6322300026838.434,9310796223452.852,1644659469265.769,379453049593.34753,-3567700389150.5957,465.53333333333336
4195511123674.8804,369171787793.41376,-10713377531017.28,-3700684354656.078,5486242613078.251,8079541843832.087,1427170639557.0679,329274411250.9849,-3095909761991.8237,460.25166666666667
4667719370860.653,410722400160.69604,-11919176994174.207,-4117199464199.8555,6103723855688.535,8988900936101.8,1587799870999.188,366334491255.2896,-3444356895925.486,450.65333333333336
5054626042191.673,444767139822.1177,-12907155987696.227,-4458473614066.968,6609660802230.528,9733989747948.06,1719412395854.1963,396699888703.6127,-3729859150660.49,414.67
7143091254737.363,628535581538.6526,-18240121571303.152,-6300621201188.049,9340633692277.682,13755869736287.254,2429837458660.645,560607946621.7268,-5270958562774.801,395.68666666666667
5290404802288.924,465513752889.0718,-13509225176271.4,-4666444130487.445,6917975652149.995,10188042917208.963,1799616362489.2214,415204495942.0708,-3903842906341.4873,410.2
5732147197276.396,504383606566.66907,-14637229021478.834,-5056086577651.067,7495618323963.009,11038732100049.63,1949882141132.2637,449873536936.35974,-4229808981180.724,421.0683333333333
6643426414808.3,584568983791.5842,-16964210861474.832,-5859887763183.665,8687248840783.778,12793635927312.781,2259868433704.855,521393036550.7863,-4902251024182.654,452.35833333333335
9959020779560.076,876315103409.9976,-25430691422656.625,-8784434494699.891,13022872101862.414,19178670358985.508,3387721214580.6187,781609272376.0155,-7348861245466.147,469.5833333333333
7535986382241.063,663107225669.8403,-19243392585400.69,-6647177511525.317,9854401270293.371,14512491068044.865,2563487078310.1367,591443404780.9751,-5560879946400.574,478.265
5142585909337.741,452506880459.2144,-13131764595711.656,-4536059300117.015,6724680998446.024,9903379329547.875,1749333375827.2175,403603256419.7193,-3794765763393.5933,475.465
4951215690672.869,435667812210.82935,-12643094339589.951,-4367259651807.4746,6474436519621.288,9534846459492.64,1684235713966.2454,388584033520.2969,-3653551757176.71,485.7133333333333
5879772800624.279,517373493633.61743,-15014195746421.893,-5186300910036.671,7688660322955.315,11323023270481.898,2000099354327.7695,461459547057.6495,-4338743339616.017,486.155
6771191628862.275,595811317270.6351,-17290463785874.035,-5972584129407.834,8854320525588.732,13039681017332.201,2303329840497.1665,531420394933.8315,-4996530301044.423,476.9866666666667
6465590143602.944,568920799876.962,-16510099969065.809,-5703025844722.805,8454701990952.13,12451166158637.312,2199374559850.4517,507435985367.10547,-4771023834913.652,448.9866666666667
4954926869680.981,435994377350.3503,-12652570991890.852,-4370533145371.811,6479289484582.476,9541993314109.42,1685498132019.926,388875289181.90106,-3656290251007.983,473.4333333333333
5956592106314.443,524133019723.30475,-15210356470717.326,-5254060051163.273,7789112949157.655,11470958750456.145,2026230677493.741,467488493852.42065,-4395428992087.838,486.04
6139569285049.908,540233586925.65155,-15677594623529.66,-5415456553206.023,8028382396160.731,11823328520717.139,2088473295354.9155,481848963795.5697,-4530449570175.947,482.3466666666666
5831863597998.347,513157884504.26953,-14891858209529.188,-5144042266869.806,7626012179949.954,11230761840407.455,1983802279149.2441,457699514109.1704,-4303390654814.191,488.6683333333333
4981997946672.705,438376429712.0384,-12721697802961.295,-4394411411498.741,6514688920048.506,9594125616939.773,1694706787018.617,390999873144.12146,-3676266209267.9937,499.89666666666665
4845540624884.898,426369261518.84766,-12373249497022.795,-4274048129881.1055,6336251060023.369,9331341757820.05,1648288633697.9128,380290359697.1254,-3575572994283.681,502.0066666666666
6764221168517.394,595197980593.5546,-17272664224971.867,-5966435758206.079,8845205661598.623,13026257424303.828,2300958707161.946,530873293810.8884,-4991386624367.516,494.10833333333335
5734224599791.965,504566438261.49475,-14642533652082.469,-5057919005095.797,7498335014835.099,11042732613811.818,1950588791874.7964,450036527369.59937,-4231341780439.5107,492.75166666666667
5619178221337.884,494443216303.6221,-14348759010098.076,-4956441369035.696,7347894847052.321,10821181141339.078,1911453929640.7383,441007462577.1338,-4146448090901.21,489.9216666666667
4685734526396.962,412307567672.2087,-11965179375291.969,-4133089855997.201,6127281181215.009,9023593834320.252,1593928025055.2544,367748401649.37683,-3457650555931.204,490.0083333333333
5847100662460.225,514498627509.31024,-14930766456226.846,-5157482231607.041,7645936866530.306,11260104680660.098,1988985404390.9338,458895342578.8344,-4314634200504.2964,490.9933333333334
6289961820713.89,553466883947.581,-16061627268112.494,-5548111461487.234,8225042290670.229,12112948446832.506,2139631765490.842,493652249595.1114,-4641425991819.296,494.4183333333333
7410735826579.661,652086151029.8112,-18923561020566.105,-6536699217116.976,9690617816203.018,14271288666977.69,2520881081168.7476,581613426981.4797,-5468456323601.593,501.3716666666666
6229313410453.91,548130326474.75977,-15906759447752.371,-5494616062953.759,8145735764559.124,11996154187948.023,2119001223436.0186,488892373160.1926,-4596672826272.931,502.6266666666667
5246597462839.429,461659075757.7057,-13397361395728.416,-4627803508886.427,6860691266470.559,10103680369392.65,1784714568293.5964,411766325725.57886,-3871516879014.8267,503.6566666666667
5217997298870.406,459142502742.75745,-13324330204891.004,-4602576559008.254,6823292477434.454,10048603535560.207,1774985779352.33,409521731342.19684,-3850412569360.087,510.6383333333333
7105979034068.604,625269986580.2538,-18145354299854.8,-6267886053675.949,9292103986784.506,13684400571910.215,2417213142553.653,557695301260.3434,-5243573127751.115,520.8716666666667
8628852283731.122,759270785261.9866,-22034061976373.69,-7611148668452.707,11283482797491.252,16617086961045.213,2935242999123.6973,677214287861.7473,-6367316626807.671,516.7916666666666
6321645969988.047,556254863388.7622,-16142533710968.316,-5576058742321.897,8266474058667.669,12173964409926.686,2150409629295.2874,496138865095.0644,-4664805942013.381,514.4633333333334
6285097115039.14,553038853976.6072,-16049205014550.5,-5543820534430.793,8218681106999.819,12103580150889.564,2137976949386.0505,493270419879.6386,-4637836179414.402,524.3316666666666
5941351291383.572,522791929893.92505,-15171438584327.549,-5240616748378.372,7769183267947.255,11441608649953.666,2021046274476.8826,466292380772.55084,-4384182710665.4478,525.935
7648962936390.077,673048283714.0167,-19531881573989.523,-6746829359503.727,10002134639392.057,14730056378051.453,2601917841629.1196,600310025781.9469,-5644246312955.13,509.9216666666667
6489224251880.022,571000414589.2734,-16570450725882.959,-5723872534340.101,8485607050810.238,12496679924338.674,2207414101045.9126,509290884696.63293,-4788463762685.055,500.9983333333333
6057223879333.104,532987805770.4767,-15467323107080.59,-5342823104290.381,7920703595782.706,11664751292961.67,2060462200456.5361,475386352934.5489,-4469686245691.381,499.7633333333333
5124402199486.789,450906871582.273,-13085331833954.445,-4520020224123.249,6700903214319.513,9868361856478.71,1743147888614.9663,402176131419.54803,-3781347763804.116,489.6716666666667
6533199629042.555,574869928532.1476,-16682742882930.977,-5762661353501.422,8543111389167.019,12581365601249.248,2222372999531.7393,512742099737.5288,-4820913418416.0625,489.88
5022164352554.414,441910752609.60175,-12824264192252.19,-4429840525526.041,6567212344159.158,9671476507450.29,1708370046198.9275,394152255101.49634,-3705905453195.6294,492.2183333333333
6558473683567.571,577093842688.4779,-16747281127380.984,-5784954546031.461,8576160892774.214,12630037398203.186,2230970383586.0166,514725687905.4166,-4839563436638.298,493.0683333333333
6807687765869.007,599022724314.9597,-17383657327205.84,-6004775818239.808,8902044695822.521,13109963399464.62,2315744545280.0947,534284596727.8661,-5023460890765.512,500.91
5666077754307.188,498570059401.6417,-14468518611665.674,-4997809562422.42,7409223113742.664,10911498365695.107,1927407558561.03,444688209710.1706,-4181055585287.459,500.0066666666667
4899676579046.994,431132807471.62067,-12511487438401.633,-4321799194710.5757,6407041764478.667,9435594524077.693,1666703847035.134,384539073925.1381,-3615520421429.253,501.4283333333333
5677568620979.539,499581154449.32513,-14497860643045.666,-5007945125509.679,7424249027137.11,10933626822275.484,1931316344007.3801,445590017886.1817,-4189534758300.6777,502.385
6633433491264.41,583689707303.9277,-16938693601095.38,-5851073453656.91,8674181748650.167,12774391966425.275,2256469176987.617,520608743933.7903,-4894877080569.898,497.0416666666667
7970302148042.074,701323606594.5492,-20352432083530.445,-7030269231227.294,10422332590524.182,15348878222624.883,2711226553887.0923,625529547095.212,-5881365740395.074,475.89166666666665
6900763767667.301,607212656532.3464,-17621330302129.64,-6086874266265.37,9023755055603.61,13289205514552.236,2347405869275.64,541589497411.1293,-5092142758144.082,470.01666666666665
6472695234916.727,569546007320.1873,-16528243112052.1,-5709292975194.968,8463993017608.71,12464848882933.906,2201791472634.0645,507993601598.8474,-4776266722737.714,478.9633333333333
5099291655278.539,448697346169.1218,-13021211214601.338,-4497871270597.142,6668067535921.377,9820005002964.086,1734606131707.2925,400205386862.0946,-3762818427013.804,475.6433333333334
5971331506957.47,525429957799.6113,-15247994065747.754,-5267061047007.915,7808386806405.012,11499343308371.867,2031244526321.0374,468645298058.424,-4406305392718.439,490.8603448275862
4713251835760.688,414728895303.3549,-12035445524645.145,-4157361722324.7764,6163264175810.552,9076585386425.533,1603288462727.726,369907979725.74316,-3477955723069.7847,472.87666666666667
6134205551056.08,539761595042.6391,-15663898407516.18,-5410725426490.523,8021368414918.028,11812999434849.922,2086648756295.0295,481428063706.69464,-4526491772167.533,458.95166666666665
8293169812562.649,729733402361.7301,-21176885574097.258,-7315057265386.996,10844529120918.291,15970643518407.514,2821055198395.1255,650869048336.1194,-6119613093228.457,481.2266666666666
8077165169007.522,710726707247.8632,-20625310372002.805,-7124528619434.401,10562071571996.283,15554670611775.453,2747577730928.7847,633916429698.6663,-5960221037815.607,473.3983333333333
5548702635431.033,488241970293.94183,-14168797164848.553,-4894277863778.644,7255737985387.375,10685462106753.074,1887480511758.4194,435476297339.4243,-4094443276460.108,474.715
6230503284351.561,548235050171.666,-15909797450190.328,-5495665585486.375,8147291799748.565,11998445347442.867,2119405948580.204,488985684232.44904,-4597550658804.998,482.5683333333333
1808607117792.1475,159143103864.15036,-4618338852829.307,-1595296480878.0076,2365017554371.0947,3482940968780.471,615226837687.4015,141944144184.71008,-1334589431575.6265,438.469696969697
4746845417488.13,417684864990.0223,-12121228002955.172,-4186993230090.26,6207192680330.572,9141278616421.73,1614715871677.6533,372544508959.5185,-3502744815664.5903,406.65
4458479831237.291,392310972668.70984,-11384876843618.615,-3932638038563.0234,5830112624835.127,8585956077144.967,1516623673682.1677,349912841043.3338,-3289956948222.9116,421.2227272727273
3936738837912.472,346401860206.20276,-10052593938317.662,-3472432167543.099,5147860046479.928,7581208921388.471,1339145087961.466,308965325165.4545,-2904959157033.941,420.47878787878784
4719594161294.444,415286984262.4142,-12051640600670.277,-4162956007960.605,6171557741336.0205,9088799004057.28,1605445887487.3386,370405693884.50775,-3482635671099.6196,423.919696969697
3306652984211.881,290959301485.60565,-8443648993228.446,-2916659920418.4087,4323931005705.5425,6367815817043.341,1124811259460.6843,259514603370.2222,-2440012522428.724,418.9606060606061
4342171835544.796,382076800423.15625,-11087880472376.219,-3830047646397.1304,5678023019402.814,8361974927989.843,1477059633103.3665,340784677545.55194,-3204132066903.17,422.9363636363637
4598917342888.295,404668390208.8045,-11743488641321.16,-4056512103616.06,6013755281173.377,8856404782064.613,1564395745731.016,360934697835.2416,-3393587097693.3223,417.6029411764706
5588948013715.32,491783257470.1056,-14271564949783.37,-4929776623623.505,7308364732109.44,10762964908613.5,1901170615211.1475,438634828709.8927,-4124140674731.7456,440.6
6134282504166.227,539768383840.25507,-15664094826314.846,-5410793316364.507,8021469119229.013,11813147573410.441,2086674925730.3633,481434074909.11884,-4526548483803.378,436.1954545454546
4332306836041.755,381208750798.6043,-11062689890379.244,-3821346136901.837,5665123055968.029,8342977336069.727,1473703897379.5554,340010458217.0668,-3196852614777.989,433.8318181818182
4711496234413.481,414574430573.5197,-12030962526314.229,-4155813197424.6304,6160968535638.519,9073204514433.6,1602691264682.3347,369770179809.9958,-3476660205744.7456,434.0878787878788
5160223440361.195,454058884158.58466,-13176802603554.602,-4551616677800.652,6747744841122.276,9937344943105.992,1755333059999.4536,404987450995.2753,-3807780553156.73,436.1318181818182
5261365374886.711,462958577837.0375,-13435071755217.654,-4640829721270.656,6880002676134.332,10132119801556.578,1789738106434.028,412925305480.02814,-3882414147498.3,436.67575757575753
5835007423057.963,513434559872.2156,-14899885865933.723,-5146815335075.885,7630123393509.078,11236815950553.826,1984871682365.6206,457946178455.46045,-4305710326630.8584,437.17121212121214
198892746553.44388,17500963977.879593,-507879241684.0926,-175434914121.29205,260081256091.71225,383019385803.1936,67656560356.23429,15609624872.654995,-146764951588.245,445.6734375
3762416462016.375,331062905126.08215,-9607455721690.15,-3318669731865.1587,4919908290959.681,7245505949050.53,1279846505444.9429,295283996093.0113,-2776324752242.284,435.1166666666667
4367770499752.609,384329267473.3441,-11153247507834.87,-3852627136335.102,5711496938288.672,8411271774948.949,1485767432168.1316,342793738694.0551,-3223021615326.852,431.93030303030304
4978755131691.401,438091097898.3673,-12713417239430.045,-4391551082965.9316,6510448512145.2705,9587880786824.498,1693603696054.2104,390745368047.3728,-3673873301791.0723,417.9470588235295
3892087184855.0947,342472897175.899,-9938574349331.918,-3433046843165.7085,5089471644164.168,7495220541217.533,1323956098021.9082,305460905683.2383,-2872010133794.07,426.969696969697
2876012891926.574,253066368279.00995,-7343994871293.454,-2536810309412.78,3760806219768.6587,5538506744690.636,978322081008.7988,225716846050.15125,-2122238817830.517,430.29848484848486
5719209010554.877,503245168714.23,-14604190787119.918,-5044674354907.358,7478699849173.697,11013816180166.836,1945480996367.3174,448858076148.28796,-4220261661936.283,453.278125
6266480715183.811,551400742570.3016,-16001667536562.729,-5527399783480.295,8194337368824.984,12067729540515.438,2131644292595.4468,491809389340.62415,-4624099038979.83,442.01666666666665
4859742752009.576,427618923616.44653,-12409515150758.621,-4286575219631.0195,6354822340704.054,9358691663461.95,1653119721884.3435,381404999045.72797,-3586052945092.5903,445.51969696969695
5181156637602.193,455900820462.7896,-13230256175911.373,-4570080941736.507,6775117949033.183,9977657202352.787,1762453823359.9604,406630356306.0524,-3823227412953.576,465.009375
3927576331417.0327,345595626255.2099,-10029197145254.123,-3464350293849.011,5135878701563.635,7563564128492.07,1336028312795.0989,308246230994.0174,-2898198060788.939,448.96818181818185
3875992245320.8955,341056636401.67365,-9897475523337.986,-3418850145359.247,5068424997074.343,7464225668655.57,1318481159817.4749,304197786572.3244,-2860133660713.4414,434.7544117647059
4084934442648.756,359441917897.3365,-10431016268307.453,-3603149304863.297,5341647487921.964,7866597831038.874,1389556200260.2605,320596065699.3999,-3014314106381.347,441.9409090909091
4196191471598.8403,369231648138.16547,-10715114541566.412,-3701284419742.6616,5487132216585.705,8080851851446.093,1427402053024.2046,329327777181.2633,-3096411733138.201,440.6454545454546
3927895150344.5835,345623679058.3137,-10030011636711.945,-3464631556434.8804,5136295622792.451,7564178340945.1875,1336136790279.6926,308271300900.6758,-2898433436079.225,435.4757575757576
3173860648491.6455,279274628707.21796,-8104558971076.798,-2799529329477.3438,4150285652050.5493,6112089590247.946,1079639783442.1306,249092673857.69458,-2342023608086.6006,420.6823529411764
5879773403988.828,517373527926.00323,-15014197533836.4,-5186301448057.733,7688661021557.33,11323024598093.342,2000099580087.016,461459645864.09454,-4338743921139.014,441.1151515151515
4661157831020.077,410144995297.3613,-11902421965675.965,-4111411760990.303,6095143469606.68,8976265056975.762,1585567869920.058,365819579255.67975,-3439515224264.7686,436.4818181818182
5710133857745.176,502446560750.1764,-14581017435409.533,-5036669499710.968,7466832440003.974,10996339867609.426,1942393971105.2263,448145949403.97,-4213565324140.9917,434.04848484848486
3668127917336.848,322766231911.2917,-9366686955488.008,-3235501748131.0605,4796612138939.824,7063929087401.607,1247772755349.7234,287884041487.22845,-2706748424357.8433,419.8441176470588
4108493424953.505,361514891949.9924,-10491175018912.213,-3623929668105.4707,5372454143723.624,7911966817719.331,1397570178763.9868,322445079361.1334,-3031698638163.8413,435.0257575757576
4000190575789.087,351985115872.32336,-10214620055942.281,-3528400288548.3086,5230832468528.994,7703401647489.077,1360729216695.457,313945173213.73676,-2951780814921.203,440.36515151515147
5055564938178.803,444849710502.0699,-12909553694773.496,-4459301741295.447,6610888319202.964,9735797978031.49,1719731797669.5312,396773649060.85474,-3730552173274.4624,444.380303030303
4787834091830.757,421291526153.9804,-12225894000945.986,-4223147602974.191,6260791258953.912,9220212947458.607,1628658835179.0935,375761430016.09607,-3532990840059.926,437.99264705882354
4720273789889.999,415346759842.0152,-12053376497192.432,-4163555500004.5967,6172446342627.486,9090108096730.47,1605677108615.0552,370459116465.44165,-3483137390438.4434,437.7838235294117
5504225485384.74,484328334844.298,-14055223229814.295,-4855046431963.243,7197577622134.772,10599809821049.348,1872350890615.8994,431985609786.58954,-4061623126933.7173,433.6970588235295
6123051681302.427,538780121973.10803,-15635416574871.13,-5400887031768.661,8006782982042.872,11791519745556.879,2082854588262.6348,480552695434.0479,-4518261273134.744,432.1852941176471
6071982512792.128,534286445617.2094,-15505009851705.617,-5355841081739.148,7940002637856.699,11693172916489.176,2065482594518.87,476544662713.4559,-4480576831235.533,422.2088235294118
5471833675114.513,481478099272.406,-13972509673645.867,-4826474959864.766,7155220546899.2295,10537431020384.332,1861332297115.6086,429443432179.7002,-4037720923700.21,428.8242424242424
6861944907876.604,603796916931.1255,-17522204965113.316,-6052633785161.596,8972993789955.77,13214449704847.223,2334201002375.8755,538542870658.1099,-5063497872007.722,430.3636363636364
5943349269994.273,522967770173.8381,-15176540477398.758,-5242379124767.009,7771796082037.031,11445456263604.482,2021725914344.479,466449150728.10504,-4385656938468.6436,432.7363636363636
7313858490720.197,643561718763.0503,-18676181493939.3,-6451247789938.417,9563936604258.39,14084726286118.057,2487926693980.351,574010237155.9897,-5396969540030.984,444.40625
7476224878618.401,657848680827.6022,-19090789475312.457,-6594464374587.366,9776254348271.14,14397404761873.682,2543158234205.102,586753160816.9508,-5516781317809.213,434.0106060606061
5817874286631.218,511926953718.1616,-14856135842189.006,-5131702881700.626,7607719187923.547,11203821676499.102,1979043574591.601,456601554603.19446,-4293067693995.4487,435.24696969696976
5756323503780.373,506510979960.91504,-14698963916503.86,-5077411535375.411,7527232610707.07,11085289754590.068,1958106087228.63,451770889804.77185,-4247648742919.7007,434.5636363636364
7466400540454.333,656984231757.2043,-19065702646227.496,-6585798751069.164,9763407664320.514,14378485420995.447,2539816321920.752,585982099424.0665,-5509531780532.716,405.3191176470588
6754588964613.95,594350448818.4463,-17248067947565.111,-5957939614088.715,8832610268400.6,13007708042292.594,2297682146627.5483,530117291698.6293,-4984278814114.443,413.8969696969697
8294204412035.174,729824419317.4097,-21179527531990.633,-7315969825427.231,10845881905478.53,15972635961072.777,2821407142797.6934,650950276915.508,-6120376621310.744,386.8909090909091
6396498167065.488,562841245633.3324,-16333671010285.014,-5642082665167.107,8364354092993.787,12318111501389.441,2175871793686.4956,502013442007.498,-4720040110896.592,352.55294117647054
9493420890717.52,835346002619.1066,-24241767082086.715,-8373748435140.711,12414032416468.451,18282037665248.965,3229339951193.485,745067861915.3483,-7005290543723.804,371.45454545454544
5669475951981.118,498869049289.73956,-14477195869526.834,-5000806918423.245,7413666607775.144,10918042382023.623,1928563504037.0308,444954916243.3935,-4183563183315.383,371.3909090909091
8762204635882.108,771004690937.8774,-22374581800300.8,-7728773140922.042,11457860201696.234,16873891513937.865,2980604966139.536,687680188684.9083,-6465718857871.917,360.71363636363634
6657811435080.13,585834741291.3956,-17000943543668.688,-5872576178848.573,8706059289519.606,12821338044726.775,2264761736309.47,522522028332.4748,-4912865930397.498,334.33529411764704
6620041289029.09,582511264546.345,-16904496217456.727,-5839260714077.968,8656669306143.603,12748601858942.342,2251913613193.6685,519557733570.49414,-4884994966313.116,353.47727272727275
7822318163969.701,688302148058.1815,-19974550144814.344,-6899738728150.779,10228821750480.088,15063896857770.402,2660887432807.409,613915440307.2616,-5772167024590.841,347.8058823529412
8005649828981.407,704433849202.1965,-20442693613116.39,-7061447846344.251,10468554451518.482,15416949371751.607,2723250651220.1587,628303807443.144,-5907449391876.123,361.5393939393939
8171518133320.355,719028900749.0876,-20866244628731.176,-7207753352803.291,10685451243753.48,15736372203590.0,2779673485327.5005,641321721922.6409,-6029845657065.916,345.1470588235294
7760503077209.865,682862876954.9108,-19816703086380.81,-6845214168945.523,10147989334068.934,14944855812342.367,2639860028510.418,609064046847.4512,-5726553096492.889,348.2279411764706
7019673937999.644,617675752589.9161,-17924971971586.96,-6191759934818.182,9179247163724.488,13518198197651.979,2387855127825.6143,550922006818.1714,-5179888127616.145,346.84558823529414
6108087767137.007,537463398045.7589,-15597205766303.04,-5387687972791.486,7987215393024.549,11762702890678.86,2077764377673.8555,479378313766.3898,-4507219318189.145,338.1794117647059
8787805625224.806,773257385174.6844,-22439954827190.06,-7751354718265.892,11491337277455.229,16923192870686.875,2989313557012.39,689689415650.8018,-6484610072180.139,347.7676470588235
7376907138868.94,649109473307.0873,-18837178374605.984,-6506860327746.536,9646381757809.3,14206142809244.47,2509373715119.0264,578958492618.3262,-5443493876106.209,349.06617647058823
6728506691868.964,592055351342.5642,-17181466325179.215,-5934933492303.406,8798503585101.838,12957480104958.068,2288809873520.4004,528070397063.82947,-4965032735112.998,353.22121212121215
7363849905996.813,647960492657.8778,-18803836491442.89,-6495343052163.179,9629307289454.922,14180997865342.104,2504932107381.705,577933802224.0338,-5433859015018.924,348.5573529411765
8734056631065.417,768527896761.5104,-22302704910569.656,-7703944974096.375,11421052619229.574,16819685234964.113,2971029966634.258,685471050846.1959,-6444948132936.675,365.0439393939394
7569119556516.945,666022663555.0973,-19327998725822.934,-6676402803849.513,9897727583127.564,14576297232477.105,2574757828707.1675,594043736095.8153,-5585329156780.823,365.3220588235295
8748080272983.904,769761886800.5321,-22338515131201.805,-7716314714991.527,11439390701329.555,16846691630652.63,2975800358059.953,686571689022.0629,-6455296374753.439,371.6485294117647
5216004419950.823,458967134167.4222,-13319241179969.621,-4600818691867.442,6820686420481.573,10044765645261.852,1774307862525.595,409365319772.35315,-3848942001981.42,342.93676470588235
6418532105693.554,564780063701.4032,-16389935780211.113,-5661517932005.714,8393166735925.371,12360543789139.89,2183367017231.4214,503742762363.98474,-4736299268478.579,359.4136363636364
7488856374027.979,658960146500.4609,-19123044440443.305,-6605606081354.81,9792771837127.86,14421729988911.332,2547455043363.7563,587744521991.1381,-5526102251710.557,357.4779411764706
5970037564894.513,525316095886.96765,-15244689965567.703,-5265919710988.43,7806694750232.667,11496851508645.566,2030804374820.1582,468543755760.44916,-4405350610942.21,359.1090909090909
6646137776329.9375,584807591627.2987,-16971134298770.346,-5862279366040.51,8690794477738.842,12798857278450.238,2260790735793.5913,521605786413.3415,-4904251646953.463,364.08484848484846
7080992482991.183,623071340314.2748,-18081550424577.43,-6245846443283.342,9259430281944.193,13636282588349.715,2408713578089.039,555734337377.8727,-5225135425829.006,354.2852941176471
5586334161970.096,491553199395.30225,-14264890620546.104,-4927471004048.341,7304946445372.197,10757931419316.791,1900281495710.2683,438429778570.7785,-4122212136656.872,367.4863636363636
6057743841160.295,533033560467.1011,-15468650877193.502,-5343281747344.035,7921383522828.941,11665752636858.373,2060639076877.7446,475427163370.60486,-4470069940831.68,360.33529411764704
4616368641083.118,406203909666.63214,-11788051193880.996,-4071905096794.6455,6036575110382.68,8890011832923.92,1570332099385.6433,362304390068.21826,-3406464781770.1626,361.5352941176471
4606369444571.586,405324057702.78644,-11762518114434.357,-4063085247788.8984,6023499709437.311,8870755923932.348,1566930725591.3804,361519654665.82904,-3399086338304.866,369.2318181818182
5988773461788.676,526964681218.06464,-15292532779589.277,-5282445835688.177,7831194540965.64,11532932378402.408,2037177700637.439,470014233068.6119,-4419176117284.572,363.9075757575757
7053969913335.604,620693581825.0581,-18012547356368.12,-6222010982090.135,9224094401571.035,13584243615294.422,2399521411573.63,553613518087.5203,-5205195147421.422,355.8014705882353
7455663514526.77,656039440099.3645,-19038285315015.336,-6576328049501.024,9749367347608.604,14357808517074.363,2536163953548.117,585139452078.8364,-5501608881292.609,372.3772727272727
7694808433366.32,677082307132.7628,-19648949850480.117,-6787267759451.921,10062084227812.322,14818343922499.637,2617512947635.817,603908150793.9591,-5678076306540.926,369.16363636363633
5931203519030.682,521899015859.5556,-15145525900872.352,-5231665835674.231,7755913616605.623,11422066485032.451,2017594345356.0798,465495947230.0417,-4376694541336.3154,364.719696969697
6042216878145.309,531667283064.754,-15429002352446.307,-5329586039909.999,7901079622077.679,11635851517344.96,2055357340404.6045,474208608015.00555,-4458612547668.441,373.5954545454545
4880380278143.797,429434855291.3924,-12462213805920.629,-4304778711364.698,6381808876362.3545,9398434589078.486,1660139913113.6804,383024698359.60736,-3601281620822.649,358.1573529411765
5221905421487.091,459486378084.51794,-13334309598533.94,-4606023722806.649,6828402857187.602,10056129557953.354,1776315183505.709,409828444389.12726,-3853296405185.476,371.3378787878788
3930605660005.671,345862190968.4874,-10036932637353.965,-3467022347763.026,5139840027000.942,7569397884330.951,1337058787018.9817,308483972646.754,-2900433411756.6616,364.36764705882354
2817295910073.744,247899737849.9914,-7194059010710.428,-2485018511079.505,3684025193609.718,5425431951331.223,958348548612.0103,221108577021.8087,-2078910943358.4668,366.5455882352941
3590207889879.8843,315909885904.6203,-9167715626498.654,-3166771768007.693,4694720349079.158,6913873956926.134,1221267007389.638,281768686099.5189,-2649250468612.9517,373.2060606060606
