Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Close
32596016068300.875,2868191828566.2354,-83235012388821.67,-28751578343314.707,42624045555488.19,62772058938806.31,11088059340285.818,2558217819990.246,-24052926201707.26,951.6544444444444
22757983024525.598,2002522684005.714,-58113267510801.29,-20073862160068.45,29759382438540.633,43826382058518.47,7741494115146.421,1786104098148.9377,-16793343219179.674,1012.7511111111112
19355786262852.766,1703156237478.6812,-49425644784880.13,-17072927099533.574,25310513838451.56,37274572310465.805,6584182146276.6,1519091104764.5735,-14282828251527.412,1002.2555555555556
19890065899662.523,1750168643555.9592,-50789945615555.664,-17544192787973.973,26009162464818.28,38303465932408.35,6765925964758.782,1561022711567.8613,-14677078496032.744,1003.09
19347516642081.926,1702428574687.172,-49404528074884.164,-17065632814806.113,25299700105794.047,37258647040298.71,6581369103068.802,1518442087962.7136,-14276726027484.873,989.9755555555556
38890453485570.1,3422052528041.7305,-99308068005247.75,-34303637457229.7,50854940370188.945,74893626098606.16,13229213509688.732,3052221242870.138,-28697654673988.28,985.4333333333332
21928705819495.633,1929552848209.4414,-55995680494865.76,-19342391531762.117,28674981536554.703,42229394302186.13,7459402130103.313,1721020319372.704,-16181411256134.686,1009.1133333333332
22858324378801.93,2011351948696.9866,-58369492553315.1,-20162369104754.06,29890593444649.453,44019615343253.48,7775626853112.823,1793979146793.5906,-16867386101149.12,1036.308888888889
18600513431347.17,1636698180374.717,-47497030590074.49,-16406732622749.416,24322884340689.36,35820099245750.31,6327263957809.5625,1459815426311.3274,-13725504983816.244,1031.9022222222222
18143270646653.49,1596464458092.107,-46329445754771.195,-16003417968926.463,23724972829277.316,34939559912565.527,6171725456462.26,1423929811567.4216,-13388100835943.42,1004.88
19623565055858.156,1726718682199.1582,-50109426728887.28,-17309123574685.406,25660673750700.176,37790249572962.57,6675271410196.632,1540107036781.2324,-14480424816799.248,978.3311111111112
20970918093473.734,1845275071702.7874,-53549938050483.26,-18497567182671.176,27422534252135.777,40384926610880.04,7133595260698.072,1645850801470.4602,-15474650328583.047,965.521111111111
26565059713004.793,2337515334078.305,-67834764606176.02,-23431924780739.715,34737690432158.453,51157892823053.28,9036532511828.498,2084893127526.7634,-19602623230852.53,929.4266666666666
20812525951866.594,1831337853734.8083,-53145478089496.81,-18357856128350.043,27215413596478.3,40079901346137.09,7079715596638.461,1633419702358.2222,-15357770963790.523,929.4633333333333
20659816432142.832,1817900632916.839,-52755529264478.01,-18223157488844.293,27015723659076.22,39785819692321.54,7027769000491.923,1621434671689.0103,-15245085069980.879,941.3666666666668
21790561860230.37,1917397257988.9011,-55642925321087.21,-19220540523031.82,28494338102330.277,41963362395633.42,7412410241086.825,1710178445654.3853,-16079473488737.46,978.4133333333332
20123301835281.066,1770691531951.5005,-51385521431940.164,-17749920385084.23,26314152342337.07,38752622095800.58,6845264926017.79,1579327692204.8818,-14849185728207.979,995.7344444444444
13521592128888.191,1189793236348.5737,-34527835866778.59,-11926829183882.172,17681453930937.074,26039322703357.52,4599587144178.309,1061208815968.4714,-9977718132172.39,996.2644444444444
15703604373500.984,1381793075761.8264,-40099676757217.36,-13851490646238.447,20534753244153.094,30241351567975.492,5341833713108.006,1232458644783.5583,-11587846758260.785,1000.8544444444444
17167797385870.746,1510630539067.655,-43838542254235.42,-15142993944582.117,22449399364355.973,33061033831295.28,5839902523048.323,1347372171985.8635,-12668289281600.303,977.1533333333334
15390188459245.43,1354214989912.5818,-39299358828154.89,-13575039688659.744,20124916362529.363,29637788220400.53,5235220257062.309,1207860957335.0078,-11356573957715.639,979.541111111111
14720823276992.607,1295316141102.1494,-37590112458194.33,-12984620723170.916,19249623751381.945,28348752384480.516,5007524910746.8955,1155327469589.299,-10862642664926.895,965.3466666666666
16923414703827.791,1489126790752.667,-43214502966977.81,-14927434227899.031,22129833358766.508,32590411786784.402,5756771821140.342,1328192403177.6409,-12487956866732.11,973.4611111111112
15778203319951.516,1388357209321.6467,-40290167616973.266,-13917291265786.914,20632302320763.77,30385011110690.465,5367209741855.493,1238313340248.357,-11642894013249.64,982.0733333333334
20807492314885.83,1830894837937.2197,-53132624656575.17,-18353416033552.453,27208830980214.934,40070207831956.51,7078003328030.084,1633024735720.455,-15354056863277.752,985.8388888888888
25172052280625.02,2214941642264.353,-64277673764551.54,-22203211287745.246,32916129853580.832,48475296741587.26,8562678614815.487,1975566408813.6958,-18574709219812.023,990.5888888888888
29236113527096.84,2572547000286.9297,-74655389171140.61,-25787949332083.12,38230483002967.21,56301697576645.61,9945134435035.48,2294524138970.3296,-21573620399579.08,986.9966666666668
26924041666833.387,2369102771142.728,-68751437373881.586,-23748567506098.73,35207111224061.836,51849205584637.29,9158645999394.404,2113067056014.803,-19867519996572.363,947.93
28687385683221.37,2524263254796.6797,-73254194691679.17,-25303939504799.184,37512941224390.375,55244980397706.94,9758475845347.775,2251458644639.4414,-21168708795361.016,940.7855555555556
25075753221556.996,2206468150916.5806,-64031770924283.15,-22118270044516.668,32790205022442.51,48289848047960.53,8529920954200.191,1968008585329.1077,-18503649056936.3,947.37
29516496745568.207,2597218467225.1113,-75371357201419.98,-26035263538186.555,38597124868625.97,56841648020673.01,10040511289673.477,2316529343615.6597,-21780518072271.88,912.8222222222222
33885075845808.008,2981619014232.9707,-86526669531768.25,-29888604099010.242,44309679662739.086,65254477031034.02,11526553788838.703,2659386442511.23,-25004136094570.72,908.3444444444444
29669435115067.703,2610675840338.4897,-75761890592127.14,-26170164101179.652,38797114080556.96,57136170540969.03,10092535759141.8,2328532368641.538,-21893372895037.477,922.0922222222224
23749670758983.42,2089783407803.7146,-60645575102840.67,-20948588382081.598,31056158904323.863,45736133268078.266,8078832666188.006,1863934247064.8394,-17525119443725.574,926.8688888888888
23324381573213.727,2052361166052.3208,-59559585268683.516,-20573458401654.312,30500030685357.367,44917129043642.83,7934163701972.154,1830556596277.8015,-17211294707985.164,884.9566666666667
21432972141895.875,1885932114681.271,-54729808229180.42,-18905125539272.812,28026737073192.523,41274731000062.055,7290770353733.2705,1682113976751.6995,-15815604692505.018,901.6844444444444
25420407994960.184,2236795013791.1777,-64911858314915.66,-22422275492012.06,33240891297502.75,48953569890017.67,8647160808394.677,1995057969763.935,-18757973305007.504,844.2111111111111
28505108435931.36,2508224281086.915,-72788743638306.38,-25143160359291.883,37274587072136.91,54893958387243.02,9696471302013.916,2237153069985.3706,-21034204616393.344,843.1099999999999
28884915911683.375,2541644330486.7656,-73758594664279.4,-25478172585525.73,37771240722499.43,55625375895507.87,9825668923312.893,2266961322716.2363,-21314468360116.086,852.1755555555555
23170865814338.31,2038853084359.1638,-59167577227484.88,-20438048682883.375,30299286800849.29,44621494491233.0,7881942821919.326,1818508170434.8486,-17098013541898.492,857.4944444444444
25213973152016.383,2218630373764.179,-64384720378546.29,-22240188010036.766,32970947617635.664,48556026414578.92,8576938697888.786,1978856486772.5017,-18605643081121.3,899.1866666666667
21918642683952.117,1928667340856.5054,-55969984014272.25,-19333515227908.484,28661822370585.535,42210015180053.21,7455979000472.861,1720230578026.4368,-16173985678140.762,899.3155555555555
32741107314841.21,2880958707206.621,-83605507678603.86,-28879557242280.37,42813773470886.9,63051469646950.25,11137414466259.057,2569604957827.34,-24159990503554.594,892.75
26591632186505.91,2339853549450.721,-67902618593051.01,-23455363371615.37,34772437987052.758,51209065221733.586,9045571600135.475,2086978623300.3223,-19622231331434.973,911.382222222222
25321199063897.945,2228065448552.815,-64658524913274.96,-22334767504094.46,33111161295100.297,48762517388996.89,8613413290948.618,1987271765548.111,-18684765929381.668,883.4355555555555
19954962759173.297,1755879079837.1067,-50955661990723.85,-17601435637584.008,26094024682201.87,38428441683656.2,6788001684274.166,1566115975584.465,-14724966505361.334,875.1188888888888
20953745470635.348,1843764052639.8167,-53506086777907.484,-18482419924048.12,27400078721225.945,40351856004623.164,7127753679723.625,1644502954974.5562,-15461978235212.652,881.4011111111112
18688186843813.066,1644412802892.9795,-47720907421293.19,-16484065727473.014,24437530351823.21,35988936990964.79,6357087470389.081,1466696195356.4587,-13790199887476.39,880.7655555555555
21293873539880.53,1873692653070.181,-54374615197073.61,-18782432673613.6,27844845826925.3,41006860635734.9,7243453729253.051,1671197075796.4993,-15712962141370.729,856.0155555555555
21808621461476.055,1918986385582.854,-55689041155680.4,-19236470189840.234,28517953759201.23,41998140871286.47,7418553512997.572,1711595801809.2556,-16092799811532.346,874.0400000000001
22575833396044.797,1986495000494.3208,-57648142340910.71,-19913195693112.883,29521195376904.04,43475605857108.805,7679532997849.081,1771808514002.2732,-16658933098789.977,869.7777777777778
17195392553456.838,1513058727403.312,-43909007517470.96,-15167334554463.684,22485484177917.785,33114175543854.805,5849289478141.469,1349537910334.4622,-12688652002886.107,882.3455555555556
23138707912419.055,2036023502219.1555,-59085461129735.836,-20409683673409.2,30257235878042.758,44559566284988.28,7871003817839.918,1815984330244.153,-17074283839948.598,881.7266666666666
22853348793493.633,2010914200780.3237,-58356787145192.68,-20157980452738.383,29884087369250.855,44010033551345.68,7773934334342.66,1793588607939.4277,-16863714413424.223,884.6533333333334
26851943493417.5,2362758913698.131,-68567331898103.37,-23684973054645.297,35112833107424.117,51710361776560.84,9134120656495.023,2107408450129.1108,-19814317483635.395,896.8033333333334
23532640632364.94,2070686486441.0908,-60091381441202.31,-20757155229781.016,30772360436121.168,45318185622236.61,8005006373387.883,1846901156209.7778,-17364970694293.78,904.7511111111112
25008627397856.203,2200561641984.3457,-63860362851235.78,-22059061219237.48,32702428350968.85,48160579895532.47,8507087024711.309,1962740352539.2122,-18454116148944.42,917.8144444444443
21749243369348.77,1913761572679.0205,-55537417219942.41,-19184095246357.37,28440308212196.99,41883792989088.43,7398355096310.85,1706935661708.4214,-16048984139403.914,929.8044444444444
23097444077569.68,2032392582212.036,-58980092587383.29,-20373286530512.098,30203277289523.887,44480102105606.305,7856967258110.993,1812745859859.9878,-17043834913294.69,934.6988888888887
21480590215438.016,1890122261652.9124,-54851402414197.21,-18947127640975.38,28089005189781.58,41366431864998.52,7306968408197.053,1685851054813.6902,-15850742189934.975,932.6544444444444
27644597783913.36,2432506189500.774,-70591400735215.64,-24384140041066.004,36149344080013.75,53236822387279.31,9403754734592.338,2169617937458.22,-20399224983615.48,934.5244444444444
27396707378695.38,2410693851497.578,-69958404708482.35,-24165486466251.246,35825191449014.914,52759445585412.664,9319430863064.12,2150162891605.8223,-20216304174153.2,951.0266666666666
21343921951373.223,1878096523714.806,-54502415426580.62,-18826578272909.125,27910291472306.03,41103241748123.29,7260478492596.146,1675124981184.1882,-15749893316432.043,955.7811111111112
34548838525188.477,3040024936663.533,-88221609562356.19,-30474081399270.504,45177646355585.86,66532723724040.81,11752343351824.744,2711480186537.452,-25493933096125.02,982.0433333333332
30201981355826.406,2657535801814.695,-77121764883610.1,-26639900927026.97,39493496376019.25,58161725914108.49,10273689919873.084,2370327840446.8643,-22286343771465.637,978.1655555555554
28714006679819.996,2526605750269.145,-73322172156587.69,-25327420847300.19,37547752290060.21,55296245945102.734,9767531401620.148,2253547872264.539,-21188352519965.19,993.7433333333332
24541318217353.32,2159442136123.1619,-62667073235515.15,-21646867399344.38,32091353480213.12,47260655169395.39,8348124281903.909,1926064727676.2703,-18109283983485.11,987.5544444444444
26738074054331.855,2352739283488.3926,-68276562648525.92,-23584533581760.965,34963932154547.504,51491076806236.05,9095386139552.588,2098471714246.1765,-19730292164857.08,980.7511111111112
29616184745217.277,2605990352894.0156,-75625913879716.67,-26123194376719.426,38727481941148.805,57033623159356.58,10074421795507.703,2324353053223.5874,-21854078602255.812,974.67
24891195376740.56,2190228575017.9995,-63560496225995.56,-21955479384736.4,32548868967340.957,47934434133938.72,8467140627104.364,1953523961034.0996,-18367461803750.07,963.7555555555556
27192912360990.53,2392761492541.5737,-69438007041370.88,-23985727375487.453,35558699702495.14,52366985365570.47,9250106683642.883,2134168504338.744,-20065921708866.57,946.0855555555556
22827963216655.29,2008680448692.998,-58291964312309.37,-20135588870427.93,29850891955147.707,43961147095461.3,7765299022279.485,1791596303032.2083,-16844982207608.545,945.1966666666666
25072424615590.23,2206175304715.6733,-64023271022297.195,-22115334060487.54,32785852587439.95,48283437830186.164,8528788659080.866,1967747282175.729,-18501192662058.105,942.0922222222224
26709727488714.895,2350245010164.312,-68204178626867.16,-23559530255299.133,34926864864726.836,51436488091705.31,9085743594036.363,2096246993814.6821,-19709374922890.977,956.53
26658499508256.09,2345737384532.877,-68073366093082.82,-23514344233791.19,34859876923183.375,51337835264415.27,9068317563669.271,2092226450194.8145,-19671573159207.414,973.678888888889
21276231054588.793,1872140256954.325,-54329564624249.516,-18766870992742.215,27821775731948.61,40972885529557.07,7237452359274.101,1669812456297.9026,-15699943592009.059,980.6933333333332
24347829457389.066,2142416618926.0356,-62172993243850.4,-21476199011701.227,31838338599114.652,46888042487633.086,8282305954958.19,1910879249001.5776,-17966506747080.414,971.9733333333334
26037232553986.086,2291070691092.744,-66486940275326.02,-22966350515258.54,34047479392405.133,50141425010429.0,8856983587162.205,2043467895570.1406,-19213134271659.48,968.8622222222224
22758471925934.4,2002565741111.8372,-58114515903015.555,-20074293461695.957,29760021884084.09,43827323565519.15,7741660427623.782,1786142445312.1077,-16793703898580.186,953.6066666666668
25501522386129.46,2243932494785.654,-65118986464320.79,-22493823163222.695,33346960423173.477,49109776547454.484,8674753166392.443,2001423973429.4138,-18817828246044.508,944.8955555555556
23594041413993.62,2076089238500.2441,-60248170370100.72,-20811314221446.492,30852650815019.867,45436428671558.67,8025892826775.825,1851720053039.297,-17410278993597.486,933.1722222222222
22150212653868.91,1949043673679.1636,-56561305655322.41,-19537773387610.87,28964633925195.85,42655963045416.41,7534751248534.539,1738404765276.5776,-16344863452995.748,912.977659574468
28808292632927.156,2534902109924.34,-73562934527713.67,-25410586434298.18,37671044705857.15,55477817932207.99,9799604279295.71,2260947710193.504,-21257927206612.12,927.5553191489362
39720938537527.11,3495128767623.9243,-101428739236958.58,-35036173683434.344,51940921157792.836,76492939908099.62,13511716380875.885,3117399744894.9595,-29310477651024.285,918.486170212766
34236283956682.23,3012522543544.7603,-87423490972526.19,-30198389998052.996,44768935467815.59,65930818957356.56,11646022861875.408,2686950120855.7227,-25263296029823.043,930.7148936170212
23764575621168.11,2091094920588.875,-60683635196359.95,-20961735335428.152,31075649224890.984,45764836442198.195,8083902791205.023,1865104010090.9365,-17536117876043.385,908.6414893617022
24778141640322.445,2180280751347.0889,-63271809772310.93,-21855759453832.492,32401034747344.117,47716719957428.61,8428683586396.636,1944651219523.833,-18284038314858.17,902.6765957446808
30024529671097.74,2641921456283.697,-76668636283778.45,-26483378277999.492,39261452377560.83,57819996948531.945,10213326897688.312,2356401023991.432,-22155400487544.945,870.9638297872341
39033674183061.4,3434655042193.134,-99673786741454.73,-34429966800211.883,51042223174149.38,75169434653732.77,13277932362605.49,3063461428522.148,-28803338158366.86,882.6287234042554
26670459274392.234,2346789764593.3184,-68103905838123.35,-23524893474489.25,34875516133960.68,51360866944047.04,9072385876320.062,2093165080752.212,-19680398377188.605,878.9914893617021
29118687558658.004,2562214493386.3174,-74355538225437.33,-25684372908829.727,38076931657239.195,56075563627227.29,9905190114653.1,2285308232661.153,-21486970526743.277,858.0659574468085
29741307217615.402,2617000095245.589,-75945418310693.94,-26233559581631.926,38891097655836.164,57274578831137.18,10116984210975.7,2334173007941.975,-21946407829124.094,848.9085106382978
23763477842738.26,2090998305732.3875,-60680832011304.664,-20960766999924.637,31074213655426.746,45762722391027.87,8083529361808.414,1865017865392.0955,-17535307858779.557,859.3819148936169
25272775921422.16,2223804684492.9175,-64534874838869.82,-22292055641615.734,33047841308471.176,48669266176947.67,8596941397569.335,1983471351210.153,-18649033834122.62,859.8223404255319
20963058957627.785,1844583583480.4758,-53529869126032.164,-18490635000222.33,27412257518454.285,40369791580855.96,7130921821318.829,1645233902178.4944,-15468850738292.305,853.2744680851064
20931162206582.348,1841776927646.9866,-53448419637492.59,-18462500214463.207,27370547887889.035,40308366091282.89,7120071623131.554,1642730550128.3125,-15445313768566.824,858.3617021276596
19624198789231.535,1726774512735.5059,-50111045125040.28,-17309682694977.414,25661502714610.133,37791470112845.85,6675487003931.426,1540156752235.491,-14480892353548.82,877.6223404255319
20999265421172.59,1847769442755.7583,-53622323396950.055,-18522571142918.035,27459602661166.242,40439516383430.766,7143238017464.311,1648075469590.3718,-15495567851865.445,867.3010638297873
16003362359198.139,1408169465411.9673,-40865118823259.14,-14115894693028.777,20926730750708.45,30818613165492.688,5443801227894.576,1255984386234.0852,-11809041075947.8,854.1936170212765
26791264729073.156,2357419676988.4644,-68412386471316.52,-23631450866243.17,35033486813023.965,51593509015635.1,9113479789184.506,2102646197192.7798,-19769541933901.426,829.9063829787234
23136196626704.254,2035802559905.1643,-59079048644300.88,-20407468655427.9,30253952103951.254,44554730293697.336,7870149586060.489,1815787251933.6306,-17072430741695.303,812.0170212765958
24705569335797.367,2173894924767.478,-63086494016645.41,-21791746412746.727,32306135722585.92,47576963228944.84,8403996948937.218,1938955591546.234,-18230486584399.133,797.1063829787234
25953310920523.3,2283686318821.052,-66272643723256.54,-22892326916980.65,33937739812520.94,49979812359961.61,8828436328345.56,2036881517509.4214,-19151207603096.383,798.4255319148937
35307045112862.734,3106741051992.145,-90157715293094.14,-31142863504379.21,46169111739557.49,67992846555870.45,12010259517583.795,2770986208460.44,-26053421491140.035,808.5478723404256
30909217730888.195,2719766986542.547,-78927716810290.38,-27263724464717.01,40418310965391.2,59523692657654.31,10514267777461.557,2425833607416.2754,-22808220740547.39,778.5606382978723
24209186201076.1,2130217115333.6116,-61818963195652.625,-21353907644939.07,31657042332062.703,46621049136142.555,8235144234780.007,1899998194169.3105,-17864200538354.19,761.4244680851064
24661459771343.332,2170013622103.9326,-62973858701716.85,-21752839189733.777,32248455995782.76,47492018800588.16,8388992363595.164,1935493756147.6804,-18197937691532.62,728.5531914893617
31742228073148.26,2793065310432.6025,-81054836414876.55,-27998487929785.87,41507593478184.01,61127869475542.97,10797629644722.445,2491210362411.5005,-23422907396092.625,756.0265957446809
25647348073597.758,2256764009045.102,-65491357442099.86,-22622449937809.32,33537648765003.047,49390601800286.875,8724358148263.476,2012868785975.7466,-18925434570361.055,726.4478723404256
21679309393292.402,1907607978253.937,-55358838495335.89,-19122409505586.555,28348859461914.984,41749117081938.016,7374565944969.164,1701447057647.062,-15997379099079.137,736.0
18705302581495.043,1645918852749.939,-47764612999372.56,-16499162797604.512,24459911673819.19,36021897751947.66,6362909661872.688,1468039477450.6194,-13802829753032.785,745.7425531914894
21020147691581.1,1849606914246.6492,-53675647254954.35,-18540990561888.91,27486909230801.3,40479730804415.08,7150341487853.756,1649714418893.395,-15510977214369.867,738.7446808510638
23002025922705.87,2023996550577.373,-58736438991674.4,-20289122186969.215,30078504141842.26,44296349687873.64,7824509234157.131,1805257184329.258,-16973424848245.225,768.4702127659574
21371385020540.18,1880513038190.8684,-54572543636900.305,-18850802325311.965,27946203320655.758,41156129242522.78,7269820533888.636,1677280431642.261,-15770158781741.213,768.7787234042553
25868388778951.297,2276213898078.125,-66055792172715.83,-22817420760759.477,33826691907975.13,49816272837439.695,8799548708729.502,2030216588603.017,-19088542596657.4,746.9829787234042
21778603755647.145,1916345082314.975,-55612390022753.87,-19209992880357.92,28478701266833.75,41940334093365.41,7408342522997.709,1709239948537.9507,-16070649456450.166,742.1744680851064
23594931811154.492,2076167579542.9321,-60250444123887.086,-20812099612472.39,30853815084293.918,45438143436728.14,8026195722506.891,1851789961237.1208,-17410936092973.97,713.9755319148936
21496669698906.613,1891537056477.6997,-54892461910444.64,-18961310562613.66,28110031149631.312,41397397047294.05,7312438099071.812,1687113065174.095,-15862607577645.629,700.1031914893616
25840675666043.29,2273775283659.37,-65985025921668.0,-22792976051593.16,33790452712499.004,49762904078095.29,8790121634109.34,2028041636898.1182,-19068092987436.074,724.0914893617022
29086155341873.47,2559351898559.5815,-74272465782295.78,-25655677542101.914,38034390923941.664,56012914213780.56,9894123737898.988,2282754998918.9136,-21462964630727.527,741.8712765957446
24411324056942.184,2148003631722.2693,-62335129380059.93,-21532205009128.754,31921366964440.754,47010318159761.05,8303904719172.903,1915862570787.3884,-18013360291868.098,750.9914893617021
28318964391079.055,2491845101093.317,-72313418735884.4,-24978970574831.676,37031176642873.516,54535489996218.49,9633151430634.188,2222544029311.29,-20896847073639.69,766.9670212765957
41220570686787.86,3627084513791.7983,-105258099878416.02,-36358936234704.31,53901908815313.96,79380869436401.14,14021840380313.88,3235094687365.058,-30417071279428.83,814.3021276595744
36748922830773.44,3233614909831.2324,-93839598182408.05,-32414683383278.277,48054577243552.97,70769555080612.78,12500737430223.746,2884148422041.4453,-27117397477757.12,808.3744680851064
33514291729360.344,2948992939456.4526,-85579859933698.67,-29561550992412.137,43824825288574.83,64540436338656.67,11400425614889.885,2630286384075.6304,-24730530821855.566,789.8372340425532
25784732083368.945,2268852755244.0317,-65842172016547.72,-22743630669039.4,33717298537337.91,49655170219190.63,8771091531776.146,2023651001649.8267,-19026811504388.824,793.986170212766
27914614141129.594,2456265537440.3223,-71280896748234.88,-24622310267593.754,36502429953190.78,53756808940057.836,9495605183351.578,2190809539448.1643,-20598472791719.844,769.2691489361703
27019832484184.633,2377531726454.905,-68996042060864.2,-23833060741757.855,35332372084478.4,52033675431674.76,9191230790315.69,2120584864699.0847,-19938204666246.562,794.8372340425532
31431360217894.84,2765711232171.672,-80261025050497.25,-27724284161700.547,41101087794789.03,60529212972941.41,10691882920321.305,2466812764592.2017,-23193515258528.188,796.6595744680851
28413987739913.234,2500206449721.283,-72556064028803.89,-25062786754891.445,37155433728742.01,54718482044513.25,9665475153437.611,2230001668653.7427,-20966965643154.918,815.4414893617021
23514194947096.934,2069063434093.0503,-60044279814429.125,-20740885117349.566,30748240065669.812,45282663742325.195,7998731790348.089,1845453496964.1746,-17351359427887.434,820.4978723404256
36433783258416.93,3205885057123.0513,-93034878649851.78,-32136711861781.12,47642486058146.914,70162672202963.625,12393537612368.793,2859415482831.892,-26884852913527.797,836.2946808510638
40656113429407.28,3577416831906.2153,-103816739579399.81,-35861052353722.91,53163798965267.76,78293861137694.5,13829831189730.14,3190794622769.2646,-30000552469652.613,838.2117021276595
25301497962853.785,2226331950293.422,-64608217696804.13,-22317390103931.184,33085399351320.355,48724578005218.414,8606711676963.562,1985725594515.648,-18670228297495.445,845.6574468085107
25964477920079.29,2284668948258.0757,-66301159097617.04,-22902176922984.574,33952342318807.703,50001317393756.58,8832234984551.29,2037757951065.8545,-19159447860019.87,781.3648936170213
26994190290501.895,2375275503689.49,-68930563697344.234,-23810442965471.867,35298841508768.25,51984294688519.05,9182508185464.113,2118572327133.9136,-19919282793218.68,795.990425531915
30093999775956.85,2648034257206.7256,-76846030725161.06,-26544654940617.473,39352294598423.016,57953779738354.51,10236958286584.299,2361853256495.1367,-22206663287627.65,781.8478723404255
24082408981318.508,2119061759011.0537,-61495233220437.92,-21242082833793.734,31491262734908.24,46376906764765.31,8192018926257.001,1890048370049.0798,-17770650260996.406,779.1021276595745
21797965784321.105,1918048790619.2832,-55661831542387.29,-19227071297080.766,28504019994802.93,41977620623013.85,7414928814717.471,1710759503402.4587,-16084936835388.963,762.6989361702127
20389669171207.336,1794129779468.7756,-52065699137835.6,-17984871853408.004,26662466613008.984,39265581184504.3,6935874047053.891,1600232826946.619,-15045740723175.365,758.9702127659574
17020641167877.746,1497681939943.7559,-43462774122598.06,-15013193625335.766,22256971056159.496,32777646600329.223,5789844986366.79,1335823024262.28,-12559701348331.357,753.2074468085107
16909337599972.562,1487888101427.834,-43178556702127.484,-14915017393020.744,22111425423410.484,32563302739255.293,5751983274605.872,1327087620961.5112,-12477569300693.137,760.4734042553191
16224607307021.336,1427637233526.416,-41430075117779.5,-14311045513879.105,21216040617058.19,31244677492250.54,5519061252602.657,1273348273677.8184,-11972300019258.219,739.4563829787234
20594315431059.926,1812137027253.2458,-52588270340679.75,-18165381759898.96,26930071382433.492,39659680614225.84,7005487787120.476,1616294026452.7996,-15196751342317.016,745.2808510638297
13959788589693.096,1228351101260.012,-35646785074814.19,-12313343959290.545,18254459865920.844,26883183305588.03,4748646723528.887,1095599554287.6538,-10301067586341.922,750.8914893617022
20680838186438.2,1819750401766.2534,-52809208993358.25,-18241699931763.91,27043212733982.168,39826302520015.07,7034919892649.486,1623084501730.4905,-15260597191297.846,751.6191489361702
19259644751117.895,1694696592389.0146,-49180144239194.46,-16988124792502.127,25184794956048.035,37089427002340.0,6551478075341.634,1511545654758.2349,-14211884379639.59,746.1053191489361
28108479045688.113,2473324023444.845,-71775937335832.36,-24793310212129.387,36755936263612.02,54130145955122.59,9561551437728.201,2206024604482.1323,-20741527856935.49,735.218085106383
22692608720519.473,1996770267065.2795,-57946331959042.25,-20016198231026.625,29673895996920.934,43700486882341.69,7719255992120.604,1780973348982.7598,-16745102840692.525,757.9691489361703
17062525151283.021,1501367368753.2456,-43569726204015.8,-15050137654761.08,22311740401088.66,32858304959158.91,5804092477402.87,1339110176453.2737,-12590607971353.197,756.6010638297872
28691229732571.727,2524601517664.0454,-73264010375023.67,-25307330166994.625,37517967972560.14,55252382949640.19,9759783438161.29,2251760281328.2095,-21171545226102.66,780.6670212765957
28477801563460.074,2505821520044.7188,-72719014603458.67,-25119074132253.65,37238879539856.37,54841371896544.93,9687182414236.186,2235009907871.116,-21014054479893.234,776.2840425531915
27070873714948.06,2382022963704.452,-69126377257621.234,-23878082017532.22,35399116097109.695,52131968276351.33,9208593240126.488,2124590619502.8823,-19975868302092.05,757.813829787234
27190622284507.84,2392559893744.284,-69432159375279.35,-23983707265420.496,35555704718893.484,52362575281042.57,9249327679860.416,2133988851997.0635,-20064232091213.41,774.8978723404255
20559862035405.96,1809105425876.231,-52500292588503.516,-18134991923371.19,26885018654757.348,39593331790789.01,6993767922045.644,1613590037547.5298,-15171327820775.62,772.2606382978723
26669032980554.0,2346664185004.4805,-68100263661598.484,-23523635262570.945,34873650729926.664,51358120158580.15,9071900685666.705,2093053180159.342,-19679346049357.227,765.6925531914894
26480169409377.77,2330045736366.511,-67617994270320.42,-23357046721828.9,34626684274611.49,50994414549205.14,9007655711413.744,2078230660128.8604,-19539981621858.156,751.4159574468085
31920326621885.145,2808736568342.8975,-81509617201604.28,-28155581205900.258,41740483283257.85,61470844430906.016,10858212747781.064,2505188021916.5376,-23554328182532.1,739.0510638297873
28252310168655.49,2485980073741.308,-72143214826136.78,-24920177680279.758,36944016632738.63,54407129949933.99,9610477907092.871,2217312792646.048,-20847662146013.758,720.1531914893617
32398182024219.855,2850784001731.2856,-82729836577788.97,-28577077256803.83,42365348658954.945,62391078356212.414,11020762919158.236,2542691318951.8228,-23906942506127.066,719.4489361702127
32786333354572.48,2884938256125.3037,-83720994264652.22,-28919449331742.5,42872913111460.36,63138564384212.69,11152798878348.857,2573154481999.7793,-24193363391902.703,708.5648936170213
42555893461548.125,3744582381654.413,-108667890998971.97,-37536768470980.945,55648038125042.28,81952378783565.92,14476071917277.066,3339894199582.1074,-31402419293198.367,708.2234042553191
41796355411435.61,3677748924089.332,-106728385596971.67,-36866811666726.46,54654830931532.39,80489691971523.56,14217702832020.47,3280283831623.2104,-30841948895578.363,733.6914893617021
29616634721273.145,2606029777962.0693,-75627063174356.75,-26123591043713.027,38728069650878.5,57034489824125.766,10074574869681.496,2324388521420.645,-21854411129628.938,730.8
26534053574477.95,2334787001401.2485,-67755589680702.21,-23404575573075.203,34697145132838.242,51098182711388.91,9025985315708.58,2082459788621.0059,-19579743739345.35,715.227659574468
