Feature_1,Feature_2,Feature_3,Close
35322178930610.266,3108072802082.7607,-90196360886777.75,739.5033333333333
21492583866917.76,1891177595440.399,-54882029160005.625,735.58
23983981334036.285,2110400919706.6958,-61243895390743.34,722.635
18507328309353.035,1628498694110.8599,-47259079547323.14,711.5566666666667
18096714806810.906,1592367892860.6985,-46210564414555.27,708.3449999999999
23531981378334.652,2070628433100.6167,-60089698659125.17,699.1766666666666
20955475827640.207,1843916305164.308,-53510505914448.43,656.8183333333333
26185270900430.168,2304096988239.2163,-66864961503863.23,680.3966666666666
17257223273664.57,1518499312161.8503,-44066894832750.766,656.2783333333333
22954228188889.223,2019790749562.154,-58614386596156.336,667.9449999999999
26228448212815.08,2307896260825.1143,-66975216580558.13,664.7133333333334
13132515300771.629,1155557572453.1484,-33534315446745.81,662.8216666666667
13502317108348.152,1188097211178.4407,-34478616543079.664,656.5633333333333
11267202949380.553,991424833203.3809,-28771178135899.676,651.2666666666667
13476614018516.582,1185835533715.2312,-34412983124380.19,640.27
20854882540368.293,1835064924678.5576,-53253637496767.89,628.8083333333333
15319692790441.842,1348011907173.5374,-39119346086998.88,628.565
24015758593903.08,2113197121291.651,-61325039564478.59,673.0383333333334
18260719522653.953,1606799104766.207,-46629355621894.984,681.24
22357838702627.645,1967313203289.571,-57091486078000.91,662.7
19613822003390.332,1725861444497.001,-50084547733374.57,660.355
17692190683477.793,1556772999671.4946,-45177598551552.45,667.635
18718380729075.605,1647069668342.8196,-47798008807300.0,695.1633333333334
18771376510386.836,1651732841904.2588,-47933334103001.84,684.3033333333333
30064124800155.004,2645405575004.7236,-76769745540256.0,704.5949999999999
24564783274960.98,2161506931507.864,-62726992499404.07,708.4583333333334
26273181650814.01,2311832490891.911,-67089444669659.36,721.9566666666667
29732930920806.07,2616263072316.9004,-75924029720468.62,716.9533333333333
25284901425526.348,2224871680905.3984,-64565838140239.81,734.8083333333333
25541814844532.16,2247478034243.0728,-65221875009065.75,735.85
17413179554345.506,1532222256995.3613,-44465134139052.49,721.7633333333332
20591359133732.887,1811876981750.3674,-52580721536757.484,725.9333333333333
25987850239604.105,2286725615960.5605,-66360841183613.22,734.5916666666667
33664787825880.926,2962235619881.435,-85964156907762.44,752.285
32013564567804.797,2816940898429.3594,-81747703608797.58,800.4155172413792
18375141360736.01,1616867319220.4768,-46921535603554.805,769.025
24432489333980.87,2149866075614.2195,-62389175597673.3,758.3833333333333
27371647604242.74,2408488817636.5586,-69894413964109.49,760.2466666666667
24754375752877.965,2178189619107.225,-63211123121238.086,768.595
29089332626426.508,2559631597037.8906,-74280579791803.9,771.4683333333334
29360237316154.24,2583469090716.8374,-74972343993166.95,771.69
26167480686612.387,2302531749660.616,-66819532637362.12,766.7316666666667
30104218533465.074,2648933607404.7744,-76872125343782.08,754.7066666666667
29622605552942.293,2606555417958.397,-75642309934670.33,736.4416666666667
24038742699335.906,2115219559545.8213,-61383730217611.01,699.5583333333333
27345151851264.195,2406157415980.653,-69826756183694.03,683.2866666666666
19902218385086.43,1751238001814.454,-50820977741611.37,724.096551724138
15699643169501.637,1381444572762.0322,-40089562054754.42,685.4483333333334
25319286543990.133,2227897256292.8257,-64653641713674.29,646.7266666666667
19548027089920.254,1720071995744.797,-49916538410240.75,680.3483333333334
17634021261558.445,1551654585573.215,-45029060806085.695,661.6333333333333
21360572797634.42,1879561704366.58,-54544934285228.1,672.4366666666666
23647331006562.17,2080778329086.7915,-60384247684375.41,665.4833333333333
19533684914028.723,1718809957206.6243,-49879915302928.74,664.6566666666666
19272420205848.516,1695820762356.7407,-49212767011311.59,666.3366666666666
16654239947797.83,1465441599163.144,-42527156517574.13,679.1333333333333
17610821615198.1,1549613233996.428,-44969819631465.3,672.95
24026800729444.754,2114168767040.7573,-61353235906337.914,673.8316666666667
14238996726309.945,1252919249579.8445,-36359752473940.4,665.0183333333333
21195164926798.613,1865007152189.5115,-54122559699235.805,658.3133333333334
21254596356319.727,1870236652009.9915,-54274319765330.734,626.7199999999999
28115420079615.574,2473934929197.845,-71793661792339.08,631.4116666666666
24133479096380.598,2123555546554.053,-61625643001656.96,615.63
23702464159546.547,2085629630775.5706,-60525032006961.305,623.3666666666667
24340143396715.152,2141740353034.7842,-62153367203392.29,618.6133333333333
17390516164950.002,1530228053933.003,-44407262419568.97,598.6483333333333
24102860955340.45,2120861357390.9333,-61547458535932.11,625.6933333333333
28900417562336.895,2543008490656.792,-73798179224155.64,646.175
20078807353146.09,1766776419686.782,-51271903688513.1,627.1216666666667
17440064630980.879,1534587921373.5183,-44533786015400.984,638.1416666666667
21642219136975.52,1904344309650.2378,-55264127287509.37,656.7833333333333
4849153821113.605,426687167052.5624,-12382476524590.873,702.032142857143
11940794139304.346,1050695528131.694,-30491215727502.785,663.5216666666668
11044977637308.68,971870735572.7711,-28203718444720.82,671.8862068965517
13255247756314.941,1166357058225.7148,-33847716901127.375,656.9283333333333
17523838260270.602,1541959289532.8862,-44747704491393.86,667.1483333333333
20048906227154.18,1764145317881.5063,-51195550801951.21,675.2283333333332
23579996098089.945,2074853338040.5312,-60212305914162.984,686.8266666666666
19486141114483.617,1714626442051.2534,-49758510759943.68,684.2466666666667
15986809749528.611,1406712960009.0483,-40822851389039.375,689.1583333333333
25523166214505.555,2245837040533.192,-65174255228825.45,704.5033333333333
19603345094777.246,1724939512313.0334,-50057794943994.945,700.705
17773003236129.5,1563883844678.2551,-45383956107507.61,687.2283333333334
16727675514913.273,1471903294595.3418,-42714676803142.2,661.9
18240142647181.312,1604988415153.227,-46576812159371.24,682.5733333333334
18316651698890.867,1611720609887.7852,-46772180558991.984,685.9416666666667
15444534916308.156,1358996985564.6074,-39438134550762.68,681.5483333333334
16422602456924.316,1445059280851.484,-41935661598409.375,682.9633333333334
13996372348232.17,1231570121805.622,-35740204467584.57,684.5483333333334
17316137768645.025,1523683295554.2434,-44217334948296.195,687.765
20420413961793.285,1796835125072.7354,-52144207427855.086,677.985
14723935386007.898,1295589945468.0608,-37598059772430.85,675.5699999999999
15645892330870.664,1376714873815.024,-39952306439727.984,680.5566666666667
16759911712046.275,1474739763924.068,-42796994295698.81,697.9366666666667
20803438799627.9,1830538171552.3145,-53122274199027.98,697.5483333333334
19057555776436.727,1676914297687.0537,-48664104196124.016,671.5616666666666
19272143244559.414,1695796314385.393,-49212060086233.75,661.8166666666667
28485022230420.223,2506456946096.403,-72737453458684.6,674.535
20283324009223.633,1784772219528.9802,-51794143916832.22,671.1933333333333
23039408878268.94,2027285983343.7085,-58831898267611.92,680.7
22397270990050.656,1970782885808.5667,-57192177896919.39,686.11
24266520802889.996,2135262012451.6638,-61965369880603.36,686.9766666666667
24268665872278.793,2135450798715.9072,-61970847279004.695,695.6566666666666
21976189202445.758,1933731031028.8186,-56116931328003.77,703.8766666666667
23089745436363.4,2031715190577.6143,-58960434517370.09,706.6066666666667
24858112772345.79,2187317585183.6614,-63476019191135.67,718.2716666666666
27165609072274.074,2390358917569.353,-69368287931213.51,711.2116666666666
32355393048888.645,2847019003084.677,-82620574692851.95,686.8133333333334
20964741583929.7,1844731655682.6829,-53534166171738.72,683.3416666666667
22399008392242.37,1970935766024.8586,-57196614385014.55,666.5366666666667
23096670859953.586,2032324611106.5505,-58978118498620.516,651.3666666666667
26269534031800.297,2311511461294.211,-67080130552686.53,632.4666666666667
30221327605745.44,2659238115184.5674,-77171167180105.17,604.2816666666666
24481712820372.285,2154197361023.3499,-62514869189763.5,582.5333333333333
24149213061243.254,2124940036125.861,-61665820122006.22,585.0566666666667
21173636728424.113,1863112779156.382,-54067587035120.11,596.55
26183338229106.49,2303926966119.7163,-66860026525357.484,609.4016666666666
20408770309524.277,1795810540852.7773,-52114475087975.36,602.425
23091930601887.938,2031907449611.957,-58966014367535.29,610.2099999999999
31973609916370.027,2813424997368.091,-81645678746629.4,614.2916666666666
30492317744124.723,2683083015984.1484,-77863149700649.7,640.3
31526101279938.105,2774047827392.485,-80502950334890.97,657.3216666666667
29967521155160.97,2636905170285.7876,-76523063060384.11,638.9433333333333
25199215837735.25,2217331886948.1587,-64347038195669.234,639.2516666666667
28269475353441.824,2487490537727.731,-72187047266587.23,629.8816666666667
25328101311575.934,2228672860446.7153,-64676150523943.16,618.51
29312230351448.113,2579244752980.644,-74849756970029.11,627.2333333333333
29892676734076.723,2630319415941.2764,-76331946166219.61,639.5833333333334
22688483816303.16,1996407255674.9978,-57935799737218.41,637.1
22067267374216.48,1941745147656.1292,-56349502729934.055,642.9866666666668
22289982663973.184,1961342366761.9727,-56918213572094.78,655.285
34919302333514.215,3072622723122.2637,-89167602231936.33,680.3183333333333
26232529694406.76,2308255346264.466,-66985638839963.06,682.9616666666666
28108798445716.164,2473352100532.4453,-71776753889458.58,675.1416666666667
28200322468468.27,2481405532543.7627,-72010463408291.8,681.5566666666667
27690401058515.926,2436536419040.108,-70708362213111.0,677.9533333333333
20345325514268.867,1790227834826.7415,-51952467024442.2,663.9133333333334
25064417876713.926,2205470673159.0347,-64002826582678.46,681.5883333333334
23243073865921.07,2045206793447.3325,-59351963928479.04,678.9466666666667
29624450026201.887,2606717512624.991,-75647018516755.22,672.42
27391575807466.832,2410242145737.5903,-69945304088404.31,682.5316666666666
23528200148451.164,2070295610076.031,-60080043473160.125,676.2733333333333
22071407848121.418,1942109381488.3452,-56360075985030.32,679.45
29044482243638.496,2555684909782.216,-74166053419664.06,669.5633333333333
28412351888829.27,2500062350337.8457,-72551887528311.55,677.2033333333333
29255708445571.69,2574271071195.9624,-74705427101605.3,675.955
23513055595512.215,2068963047585.7847,-60041371324219.445,678.745
26801029150452.316,2358278727387.9287,-68437321729502.16,676.6416666666667
21492005979550.17,1891126643650.4229,-54880553767856.414,673.9333333333333
30455550761445.703,2679847712745.3276,-77769264328772.05,682.605
30642748275500.08,2696319619411.6045,-78247279328342.12,664.3883333333334
21803120541041.71,1918502247004.7136,-55674995276694.94,664.6033333333332
21966284629784.72,1932859368226.2305,-56091640261902.555,659.8333333333334
31294177828106.715,2753640334608.131,-79910726257109.12,645.6933333333333
31450226114385.844,2767371361747.748,-80309200665254.31,633.2866666666666
30401296437309.207,2675073736850.476,-77630724235323.94,616.35
21560699348662.55,1897171074470.652,-55055964707516.93,617.8033333333333
26955175936206.867,2371842395514.1157,-68830940459062.57,609.2483333333333
42801663239189.25,3766208114382.0815,-109295473759797.03,641.4566666666667
39369829889597.445,3464233892166.777,-100532173222037.64,625.3266666666666
34532489354279.332,3038586144030.7017,-88179862687822.56,583.9733333333334
29828407241113.14,2624664101148.8022,-76167832247217.97,566.9766666666667
26466256288041.906,2328821270637.005,-67582468105433.27,585.0166666666667
17651827992976.684,1553221295339.8835,-45074531338784.27,585.6916666666667
13757969567425.762,1210592519435.551,-35131433910681.098,563.3816666666667
12072814730992.502,1062312178564.6196,-30828335234649.223,526.455
14555755842913.885,1280791386787.343,-37168607961593.805,494.2683333333333
9509654592272.402,836774388079.6272,-24283220087142.54,509.8
10296798859663.744,906036863339.5902,-26293219203283.336,525.12
11194707559383.467,985045730315.9767,-28586059020323.42,514.9
6911499066619.013,608157257460.3479,-17648743246270.83,503.9633333333333
6088510105084.353,535740729992.78754,-15547213312554.459,499.3283333333333
8317998026890.147,731918059560.6399,-21240285385292.6,507.03333333333336
7927977522705.301,697599321374.0875,-20244354605029.016,498.44
9597348889913.324,844490805860.1431,-24507150648333.93,485.6933333333333
5805338471995.806,510823860671.7189,-14824125307069.777,487.7133333333333
10083981150022.883,887310636633.537,-25749781858901.63,504.0066666666667
8799815632297.555,774314212371.6715,-22470622544868.875,516.1716666666666
9597373646561.87,844493001906.3835,-24507213518445.81,501.42
8214942983097.478,722850013426.7496,-20977130769486.766,477.9566666666667
9433631944616.398,830085017241.1628,-24089093631899.992,468.0
7310080856767.298,643229312375.4983,-18666534734206.227,474.7433333333334
5690513082756.933,500720121585.30133,-14530915265693.318,465.32
8374243639745.367,736867220374.867,-21383910288311.26,465.53333333333336
7266838429925.284,639424293179.2286,-18556114204388.742,460.25166666666667
8084727105804.085,711392064884.9613,-20644620138315.812,450.65333333333336
8754869118336.767,770359283708.9988,-22355849951906.715,414.67
12372196976306.035,1088655561589.7974,-31592817297730.13,395.68666666666667
9163249910170.799,806293471625.9355,-23398664376190.69,410.2
9928370182146.26,873618033078.3022,-25352424347223.016,421.0683333333333
11506752086793.125,1012503180455.9314,-29382875122386.195,452.35833333333335
17249529983832.262,1517822282546.091,-44047249615647.33,469.5833333333333
13052711299188.7,1148535405726.2048,-33330533667908.21,478.265
8907220077260.762,783764907729.8557,-22744883472806.766,475.465
8575757135477.641,754598785971.5331,-21898481761056.277,485.7133333333333
10184065227642.803,896117177462.8385,-26005349867587.242,486.155
11728047928974.53,1031975473237.2804,-29947961763563.547,476.9866666666667
11198730629636.854,985399730869.624,-28596331984463.33,448.9866666666667
8582185086075.676,755164413385.164,-21914895804327.098,473.4333333333333
10317120168100.332,907825020085.2643,-26345110208516.445,486.04
10634045938295.77,935712020510.4062,-27154390428422.035,482.3466666666666
10101084054544.578,888815528265.957,-25793455038016.242,488.6683333333333
8629073566840.947,759290249101.8973,-22034626953266.324,499.89666666666665
8392722552439.69,738493223736.266,-21431096783569.53,502.0066666666666
11715974737505.049,1030913142950.4312,-29917132019728.58,494.10833333333335
9931968348850.994,873934706862.9742,-25361612236943.895,492.75166666666667
9732702176141.729,856400772095.6417,-24852779631051.574,489.9216666666667
8115930270499.229,714137655553.4087,-20724298599680.926,490.0083333333333
10127475424350.75,891137763270.58,-25860846098130.01,490.9933333333334
10894533451144.898,958632763304.0377,-27819554480604.543,494.4183333333333
12835770973106.916,1129446344495.6655,-32776569147750.453,501.3716666666666
10789487323176.332,949389574623.6001,-27551315547283.36,502.6266666666667
9087373372499.855,799616974987.6356,-23204910624763.504,503.6566666666667
9037836435400.707,795258142664.7885,-23078416891695.844,510.6383333333333
12307916724526.037,1082999385204.9097,-31428675568686.906,520.8716666666667
14945610566429.045,1315095576776.4802,-38164114840200.74,516.7916666666666
10949412007482.338,963461685346.6212,-27959688550290.5,514.4633333333334
10886107533752.363,957891393647.1492,-27798038506290.67,524.3316666666666
10290722302291.309,905502184363.265,-26277702451966.16,525.935
13248392431038.844,1165753823339.7097,-33830211253568.23,509.9216666666667
11239666105964.336,989001729211.5151,-28700862561545.87,500.9983333333333
10491419511824.39,923161959409.1184,-26790189478547.695,499.7633333333333
8875724967928.824,780993611062.432,-22664459570307.527,489.6716666666667
11315833693491.85,995703923961.1691,-28895358282844.54,489.88
8698643822585.503,765411875930.8312,-22212277150667.035,492.2183333333333
11359609640042.445,999555856271.605,-29007141801263.25,493.0683333333333
11791261092550.182,1037537793401.835,-30109377712087.5,500.91
9813934550095.82,863548674016.2767,-25060209345660.863,500.0066666666667
8486488775564.659,746743927350.658,-21670531921571.41,501.4283333333333
9833837314995.328,865299942010.1456,-25111031234808.293,502.385
11489443835498.959,1010980228905.4098,-29338677930939.023,497.0416666666667
13804968272084.232,1214728119169.2068,-35251446426269.63,475.89166666666665
11952473456630.197,1051723172112.8943,-30521039380241.566,470.01666666666665
11211037008784.742,986482621926.5603,-28627756829924.57,478.9633333333333
8832232229554.434,777166600786.2395,-22553399399775.164,475.6433333333334
10342649558887.166,910071382727.6979,-26410300435383.85,490.8603448275862
8163591648404.794,718331518032.3245,-20846003140412.85,472.87666666666667
10624755678500.176,934894506588.2683,-27130667886415.25,458.95166666666665
14364191471154.973,1263935328870.6191,-36679441760408.86,481.2266666666666
13990060453846.69,1231014767249.4307,-35724085486186.2,473.3983333333333
9610634880657.879,845659898936.6418,-24541076571655.547,474.715
10791548245221.664,949570961387.3982,-27556577521859.418,482.5683333333333
3132599418946.709,275643941566.9193,-7999197539669.725,438.469696969697
8221777438764.94,723451407715.2659,-20994582751244.996,406.65
7722313592224.1,679502537028.9706,-19719185131061.83,421.2227272727273
6818631683394.061,599985621713.515,-17411603449025.105,420.47878787878784
8174576878467.399,719298156464.5582,-20874053834920.83,423.919696969697
5727290971654.227,503956293107.8198,-14624829057549.47,418.9606060606061
7520862234358.199,661776430726.2607,-19204772326406.418,422.9363636363637
7965558497692.189,700906212058.7578,-20340318984876.254,417.6029411764706
9680341920616.096,851793588249.9495,-24719075596543.973,440.6
10624888965196.75,934906265130.6615,-27131008093754.105,436.1954545454546
7503775554002.288,660272924673.0454,-19161140958515.426,433.8318181818182
8160550857673.594,718063977272.2725,-20838238359533.46,434.0878787878788
8937769177113.463,786453056990.7,-22822891590662.434,436.1318181818182
9112952146487.459,801867778613.5798,-23270226883370.55,436.67575757575753
10106529319277.941,889294744060.4423,-25807359346774.605,437.17121212121214
344492342287.48456,30312558791.120186,-879672650706.4016,445.6734375
6516696471445.9,573417772179.7295,-16640601441435.654,435.1166666666667
7565200421372.026,665677818099.5607,-19317991352960.95,431.93030303030304
8623456846533.79,758796039903.6034,-22020284596514.9,417.9470588235295
6741292751656.746,593180458123.9688,-17214115727843.676,426.969696969697
4981400452039.926,438323807546.1821,-12720172247605.521,430.29848484848486
9905960585386.775,871646200876.618,-25295200446721.01,453.278125
10853862983348.916,955054101462.9697,-27715701179152.168,442.01666666666665
8417321358195.185,740657701981.6003,-21493910738409.684,445.51969696969695
8974026538299.73,789643384253.8885,-22915475893830.42,465.009375
6802761756619.281,598589183547.6083,-17371079014704.879,448.96818181818185
6713415498638.763,590727422506.2439,-17142930473090.756,434.7544117647059
7075314000255.7,622571664168.188,-18067050151286.016,441.9409090909091
7268016827096.407,639527974337.697,-18559122794913.125,440.6454545454546
6803313967200.213,598637772427.8788,-17372489755292.158,435.4757575757576
5497287899331.035,483717846185.8353,-14037507910843.158,420.6823529411764
10184066272700.857,896117236858.9929,-26005352963479.98,441.1151515151515
8073362185424.325,710391970325.1282,-20615599577674.605,436.4818181818182
9890241959633.924,870262971307.548,-25255063024176.965,434.04848484848486
6353383921489.232,559047512637.9166,-16223577705497.875,419.8441176470588
7116119354582.142,626162160550.1598,-18171248163853.33,435.0257575757576
6928533317224.9,609656104198.8824,-17692240916904.082,440.36515151515147
8756495333889.494,770502300321.8917,-22360002902386.21,444.380303030303
8292771905261.269,729698328096.9268,-21175869577589.99,437.99264705882354
8175754029725.179,719401690805.4792,-20877060495893.88,437.7838235294117
9533598197001.84,838881283495.5564,-24344360745760.69,433.6970588235295
10605436609385.844,933194545365.5803,-27081335905181.35,432.1852941176471
10516982214825.709,925411269604.393,-26855464835010.113,422.2088235294118
9477493935864.668,833944530671.4989,-24201096664002.273,428.8242424242424
11885237219180.82,1045806937578.1543,-30349349260211.906,430.3636363636364
10294182902757.482,905806748662.0913,-26286539189980.273,432.7363636363636
12667974505296.408,1114681594703.9563,-32348095238880.49,444.40625
12949201338577.535,1139427338885.569,-33066217327842.37,434.0106060606061
10076853856493.809,886683493603.8174,-25731582082816.41,435.24696969696976
9970244773350.512,877302751883.8064,-25459352322006.293,434.5636363636364
12932185085726.637,1137930069175.0845,-33022765665266.414,405.3191176470588
11699291270955.424,1029445174854.9147,-29874530017583.02,413.8969696969697
14365983450006.87,1264092974862.2065,-36684017765711.66,386.8909090909091
11079059815878.625,974869634032.286,-28290748063928.523,352.55294117647054
16443087320358.54,1446861718435.857,-41987972251424.914,371.45454545454544
9819820401121.227,864066539693.4116,-25075238797146.766,371.3909090909091
15176583615663.371,1335419297578.3435,-38753912476226.914,360.71363636363634
11531667672771.852,1014695536755.666,-29446497994244.242,334.33529411764704
11466247860802.148,1008939106175.4647,-29279446324990.95,353.47727272727275
13548652492964.424,1192174291395.5662,-34596935709150.72,347.8058823529412
13866192251400.89,1220115217389.5176,-35407783981481.38,361.5393939393939
14153484581881.25,1245394588207.8196,-36141395860123.58,345.1470588235294
13441585622022.107,1182753197488.5603,-34323536584118.543,348.2279411764706
12158431913182.488,1069845786089.078,-31046962179036.684,346.84558823529414
10579518349771.236,930913912623.87,-27015152843343.125,338.1794117647059
15220925829928.951,1339321078450.4106,-38867141880243.664,347.7676470588235
12777177967238.566,1124290587442.1492,-32626950016055.3,349.06617647058823
11654115449384.238,1025469949418.3635,-29759172623744.133,353.22121212121215
12754562176497.785,1122300494580.805,-32569200180396.79,348.5573529411765
15127829841189.168,1331129364224.9849,-38629418051322.54,365.0439393939394
13110099640450.56,1153585092269.7808,-33477075801751.844,365.3220588235295
