Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Close
19550479904725.094,1720287743299.5017,-49922801187978.164,-17244658168362.262,25565104133188.75,37649505096201.49,6650410307313.303,1534371122997.041,-14426494564381.35,-40950802321365.15,12070944330562.828,-1964173399180.5154,-1855324165177.1504,960.6020408163264
19872218294851.758,1748598169802.6553,-50744371673945.84,-17528450185466.951,25985824026667.387,38269096080383.09,6759854849356.842,1559622068468.2837,-14663908794017.629,-41624722117745.62,12269593681015.76,-1996497098219.6194,-1885856906591.224,972.3918367346938
27276162471478.156,2400086792548.54,-69650589180676.87,-24059158753114.49,35667561123963.72,52527305117389.06,9278425564688.117,2140702253766.8882,-20127353007692.13,-57133162493685.45,16840969616725.258,-2740347621402.7197,-2588485006528.8755,961.9163265306124
22643769049200.69,1992472783334.3154,-57821618180008.79,-19973118839701.047,29610031052645.523,43606433453018.73,7702642395944.127,1777140275066.5217,-16709063516200.59,-47430064119713.27,13980816581637.305,-2274946150493.858,-2148874731217.2678,970.1397959183672
27844138457823.38,2450064214676.7993,-71100934258932.0,-24560146512541.84,36410272655901.77,53621089435219.62,9471631697840.678,2185278358867.0042,-20546467946139.65,-58322855420523.15,17191651653169.332,-2797410575921.741,-2642385461884.0757,962.1520408163263
23333390493583.52,2053153921811.2993,-59582590225171.414,-20581404900539.855,30511811362160.29,44934478303945.14,7937228257706.95,1831263651471.6643,-17217942493440.45,-48874558377985.625,14406606196843.271,-2344229706991.4214,-2214319310854.882,957.4040816326532
40103550437991.086,3528795439972.311,-102405751493230.98,-35373659318290.03,52441241483750.56,77229757992212.86,13641867944527.06,3147428165782.4395,-29592811104240.875,-84001650049433.23,24760912977529.875,-4029073420881.681,-3805793556090.908,930.3091836734694
27557736690032.07,2424863010764.8457,-70369598323288.14,-24307523407031.37,36035760153012.62,53069549048634.96,9374207551608.854,2162800958875.3503,-20335129623553.992,-57722952890314.55,17014820713335.244,-2768636286052.7666,-2615206201867.121,937.1061224489796
39872940280261.94,3508503241171.1675,-101816881266992.33,-35170247304988.715,52139683734272.63,76785658698050.17,13563422197282.234,3129329583182.3384,-29422642478606.254,-83518608904014.58,24618529970204.234,-4005903860126.997,-3783908836832.427,939.9408163265306
27709555346335.56,2438221808418.4126,-70757272453091.95,-24441436226245.035,36234284993169.97,53361915218458.266,9425851120874.295,2174716126362.4666,-20447158287552.77,-58040955012234.9,17108557489265.426,-2783888858405.5264,-2629613639612.5786,971.2275510204082
32398273874911.375,2850792109445.0693,-82730071245421.44,-28577158342589.656,42365468826023.234,62391255352475.88,11020794184107.176,2542698540923.774,-23907010296904.715,-67862033215032.57,20003486546948.992,-3254949487595.9453,-3074569062170.805,977.4816326530612
24770573420144.027,2179614731117.1487,-63252484246122.164,-21849083744533.09,32391137862962.605,47702145488983.29,8426109144063.915,1944057325193.1482,-18278453898143.363,-51884908584037.16,15293957806529.355,-2488619107284.8735,-2350706680208.735,981.3173469387756
20244615035183.195,1781366118045.234,-51695298756236.055,-17856925644379.75,26472786962320.7,38986242053113.33,6886531564654.854,1588848674123.2886,-14938704009434.828,-42404750978052.4,12499520535981.87,-2033910687063.607,-1921197027067.2605,970.9142857142858
20663037848804.66,1818184061139.2173,-52763755251775.445,-18225998913224.047,27019935985599.082,39792023352051.59,7028864815506.902,1621687517133.786,-15247462266153.26,-43281187336068.03,12757864842500.01,-2075948394664.3179,-1960904995178.9558,981.8591836734694
21364668721556.277,1879922049700.9087,-54555393120495.33,-18844878111370.31,27937420749917.09,41143195114117.91,7267535855678.187,1676753286467.628,-15765202697308.53,-44750836627872.89,13191068874795.854,-2146438976474.0051,-2027489164518.8054,988.2928571428572
15699199790355.65,1381405518178.2935,-40088429493653.71,-13847605564349.727,20528993632582.594,30232869405591.504,5340335425482.945,1232112954700.654,-11584596555944.004,-32883838849019.938,9693069888435.236,-1577247648818.4878,-1489840928073.103,982.761224489796
19843476528657.83,1746069126787.1416,-50670978189571.72,-17503098235497.828,25948239968535.57,38213746102684.71,6750077846624.554,1557366285493.9182,-14642699818048.535,-41564518799148.22,12251847699130.238,-1993609676341.707,-1883129320917.9636,975.8163265306124
17352001390389.986,1526838999493.9563,-44308913373465.914,-15305472513819.828,22690272815109.49,33415766306288.074,5902562479308.432,1361828997097.9744,-12804215365199.275,-36345828120212.33,10713549990009.246,-1743299284153.0588,-1646690430005.562,987.180612244898
26693700401213.555,2348834705862.26,-68163252949530.875,-23545393360401.305,34905906894999.195,51405623795466.85,9080291722389.707,2094989184440.015,-19697548505608.184,-55913126441368.96,16481343411993.982,-2681829462986.694,-2533209837006.4395,973.484693877551
21253997777753.145,1870183856278.0454,-54272791117592.65,-18747259853916.336,27792702283500.992,40930069518582.08,7229889337800.66,1668067544316.3552,-15683537511981.021,-44519023122371.76,13122737952471.2,-2135320207846.453,-2016986635636.1882,984.369387755102
21287605679449.56,1873141094325.7896,-54358610011199.625,-18776903987076.375,27836649551654.49,40994790226109.82,7241321606725.683,1670705171371.7456,-15708337098354.287,-44589418891505.0,13143488260668.283,-2138696704014.859,-2020175998396.3413,975.2102040816328
22168778798783.254,1950677341171.1233,-56608714868515.65,-19554149784724.336,28988911829570.21,42691716920799.7,7541066816714.631,1739861878545.6448,-16358563599802.254,-46435140549180.95,13687546175494.902,-2227225270924.086,-2103798588846.3818,963.7153061224492
15531169068876.248,1366620132598.0996,-39659357537124.32,-13699392709472.023,20309268916213.71,29909282848731.594,5283177077701.702,1218925497183.0334,-11460605057188.742,-32531878563519.242,9589323672278.668,-1560366092526.064,-1473894951059.4658,961.504081632653
16101043668877.023,1416764595658.4705,-41114551261515.7,-14202055186888.875,21054463074269.598,31006723749967.31,5477029091241.684,1263650694128.049,-11881121212636.846,-33725548572713.176,9941178180994.533,-1617619561441.0596,-1527975563834.0803,968.9061224489795
18022202706174.773,1585811407423.6816,-46020294548641.836,-15896628930250.79,23566658746363.36,34706412125869.004,6130542222383.201,1414428069076.5967,-13298763575269.16,-37749644233491.695,11127348650628.838,-1810632289991.5295,-1710291988987.626,978.3244897959185
15810390270445.377,1391189369558.1995,-40372358289661.46,-13945681987522.936,20674391308650.31,30446995537620.37,5378158662000.217,1240839502701.866,-11666645241858.408,-33116740582973.97,9761721742433.082,-1588418457445.293,-1500392850227.2625,982.8377551020408
23073786517448.62,2030310836463.7368,-58919682209517.59,-20352419061040.844,30172341338543.51,44434543300110.02,7848919741146.298,1810889178889.3953,-17026377889999.6,-48330786671890.05,14246320133875.238,-2318148404982.589,-2189683123447.1177,999.9969387755102
24972539096689.008,2197386085903.8223,-63768210167572.664,-22027229104763.195,32655237396542.41,48091082476694.19,8494810987487.683,1959908072216.3198,-18427486355347.902,-52307949593892.66,15418656321281.762,-2508909965478.91,-2369873153068.9404,1005.691836734694
26126633345195.73,2298937244640.038,-66715228163151.36,-23045207187550.652,34164383901047.695,50313589354438.945,8887394706572.883,2050484304782.9373,-19279104045517.04,-54725336980736.4,16131222360371.824,-2624858074953.1143,-2479395738366.667,1015.5326530612244
23698532037171.33,2085283559212.011,-60514990686203.4,-20903480968296.637,30989287430697.586,45637652395216.75,8061436990797.17,1859920758654.1274,-17487383743619.31,-49639390516015.08,14632053121523.225,-2380914675764.28,-2248970923827.3574,1032.312244897959
45752802840394.11,4025885120168.111,-116831305336898.39,-40356628018421.64,59828463438341.21,88108854376572.33,15563552039169.484,3590795681322.4014,-33761450614075.01,-95834680439612.36,28248899095066.38,-4596635825214.846,-4341902880994.355,1035.3295918367348
21062904943175.273,1853369146787.7822,-53784829374922.38,-18578704811614.125,27542820365706.758,40562070922258.695,7164886035932.271,1653070138786.7788,-15542528344946.51,-44118756476508.29,13004752746859.691,-2116121566327.4917,-1998852131013.8076,1034.9204081632652
18673606850861.848,1643129849046.0623,-47683676888273.445,-16471205259792.46,24418464790358.9,35960859390050.44,6352127837084.675,1465551919133.3784,-13779441201548.125,-39114087786182.42,11529541446120.418,-1876076742872.215,-1772109703645.6255,1045.7336734693877
19791585943553.93,1741503186245.5977,-50538473817968.8,-17457327759965.576,25880385533725.746,38113817351372.91,6732426430737.251,1553293766370.2788,-14604409184037.438,-41455827836946.13,12219809110284.28,-1988396453240.6438,-1878204934056.36,1049.4214285714286
23169900400688.695,2038768160115.1763,-59165112251976.89,-20437197207163.28,30298024459533.836,44619635517659.51,7881614445480.1,1818432424229.6516,-17097301193232.46,-48532108771593.76,14305663049190.158,-2327804756572.9336,-2198804180560.3196,1049.7030612244898
18592527902428.875,1635995516178.8728,-47476639157325.234,-16399688886504.111,24312442134220.812,35804720938396.03,6324547530578.77,1459188664061.3103,-13719612315152.027,-38944258252079.52,11479481433416.713,-1867930922483.811,-1764415379105.7656,1047.9224489795918
19487804437046.57,1714772780647.295,-49762757604130.32,-17189374763861.02,25483146817821.39,37528807442202.92,6629090247267.304,1529452225342.9998,-14380245807783.498,-40819521334162.42,12032247030409.803,-1957876462302.4802,-1849376390151.8467,1040.9469387755105
17636886914191.508,1551906661771.3896,-45036378054182.6,-15556758058343.24,23062802158850.215,33964387051724.582,5999470869537.85,1384187536545.6257,-13014435261611.094,-36942554681567.125,10889445303590.455,-1771920783316.6619,-1673725852857.4287,1031.351020408163
24553297766676.805,2160496177373.6826,-62697663447435.805,-21657433941974.47,32107018254151.89,47283724868845.66,8352199306336.876,1927004943947.1838,-18118123951904.227,-51429798842164.93,15159806428024.363,-2466790187495.2705,-2330087480730.7925,1050.273469387755
35773440333594.97,3147780246201.0864,-91348670975498.56,-31554251305460.453,46778991964912.95,68891011159836.82,12168911352255.312,2807589994947.3022,-26397578918364.562,-74931720741526.33,22087396159384.402,-3594041954494.8667,-3394869595280.2744,1041.1979591836734
30000184917841.83,2639779328302.8027,-76606471110260.77,-26461904809471.406,39229618142513.88,57773114805301.28,10205045633178.373,2354490361379.404,-22137436191332.18,-62838951300025.69,18522847359398.8,-3014021540102.1616,-2846992450866.62,1026.9204081632652
20991949023231.004,1847125646000.5474,-53603641001971.64,-18516117685296.11,27450035304266.785,40425426970067.88,7140749257563.485,1647501322082.0444,-15490169162051.21,-43970130903454.13,12960942702786.008,-2108992983431.489,-1992118360029.3071,1027.0
24337365732732.824,2141495892476.122,-62146273622266.19,-21466969384304.734,31824655696533.168,46867891797838.766,8278746546733.014,1910058020569.8203,-17958785444393.363,-50977503471221.516,15026484603698.898,-2445096317326.668,-2309595666823.757,1045.4193877551022
27975655432114.56,2461636667333.101,-71436767945282.05,-24676152208817.703,36582250302748.65,53874359852054.1,9516369365325.734,2195600240646.3193,-20643515866272.027,-58598333800303.4,17272853636909.91,-2810623384635.556,-2654866313878.827,1050.4438775510205
19501675975046.58,1715993467730.535,-49798178936960.4,-17201610432227.498,25501286239955.203,37555520672478.875,6633808886469.496,1530540835741.6504,-14390481521250.73,-40848577119709.66,12040811320209.43,-1959270335668.4639,-1850692723789.966,1056.084693877551
22072748789501.984,1942227509775.5344,-56363499103534.86,-19469445837692.4,28863338778461.02,42506786370500.08,7508400676621.442,1732325181201.2776,-16287702009318.363,-46233994471154.09,13628254749656.193,-2217577529608.288,-2094685399282.9917,1056.442857142857
20731514783879.07,1824209498333.575,-52938613347470.87,-18286399542661.39,27109479633285.8,39923893359575.24,7052158336871.754,1627061736793.2498,-15297992026783.691,-43424620462251.52,12800144091586.08,-2082828093667.8257,-1967403444737.5999,1054.6591836734692
32250004639772.91,2837745610607.174,-82351460377514.78,-28446376222343.582,42171585339180.1,62105724266474.29,10970357967742.709,2531061889393.1567,-23797600694434.58,-67551465605909.92,19911941185077.26,-3240053603153.921,-3060498551341.8916,1048.6632653061224
22917998468668.086,2016602767146.8184,-58521872459175.164,-20215005072299.453,29968625923698.64,44134533296456.72,7795925955137.246,1798662544532.2568,-16911420304677.117,-48004470366963.38,14150132690626.701,-2302496899418.8906,-2174898938639.5117,1043.619387755102
18856783706985.727,1659248007136.3306,-48151425081603.64,-16632777951319.523,24657995409881.12,36313613816174.81,6414438397719.773,1479928077198.0264,-13914609142986.814,-39497773589255.77,11642639172855.422,-1894480019436.8162,-1789493019799.8225,1031.9122448979592
29007563006629.805,2552436432311.481,-74071778046292.28,-25586354642133.617,37931620184916.98,55861564611122.0,9867389315288.795,2276586886876.4175,-21404970579916.77,-60759786814169.055,17909978341100.0,-2914296003997.9634,-2752793489380.0713,1012.195918367347
24108044468661.926,2121317458180.4058,-61560694271374.68,-21264694777215.367,31524784795001.816,46426274496669.71,8200739242391.222,1892060311246.1145,-17789566979339.324,-50497163001967.11,14884895997802.807,-2422057155697.7417,-2287833262037.0864,1002.4163265306124
22612534781497.79,1989724356961.3257,-57741860653282.59,-19945568326000.016,29569187499715.234,43546283894820.94,7692017560040.248,1774688984700.0122,-16686015614679.232,-47364640235017.79,13961532002014.51,-2271807948149.8926,-2145910672409.3496,998.158163265306
22661492744148.37,1994032293211.0977,-57866876332586.016,-19988752116790.45,29633207253303.027,43640565056212.38,7708671395284.041,1778531304224.6533,-16722142106571.607,-47467188491459.21,13991759749810.441,-2276726682523.6216,-2150556727192.2507,1012.4632653061224
14730517609292.678,1296169115294.3025,-37614867430498.88,-12993171630160.508,19262300274302.86,28367421434554.234,5010822606287.807,1156088367187.5657,-10869796400011.28,-30854818941091.785,9094981969566.025,-1479927178306.4827,-1397913780281.6162,1016.0428571428572
15444280483138.16,1358974629417.4133,-39437484594316.96,-13622751944375.23,20195649411908.555,29741956391337.414,5253620530140.604,1212106260920.983,-11396489090921.586,-32349880051635.445,9535676536110.316,-1551636699631.5925,-1465649262279.5684,1011.3204081632653
17002979620394.89,1496127864892.8755,-43417674706313.2,-14997615095901.014,22233876038420.754,32743634661553.668,5783837113763.451,1334436876164.1318,-12546668671333.402,-35614760668359.42,10498055340192.13,-1708234233004.3945,-1613568554919.3384,1015.8704081632652
16414442553466.79,1444341235024.9998,-41914825680284.99,-14478491203996.438,21464277902678.78,31610254304091.875,5583636756516.955,1288247006011.1877,-12112381316795.643,-34381999793120.86,10134678222358.56,-1649105793624.333,-1557716880783.285,1007.195918367347
21967202239755.62,1932940210913.7817,-56093982477624.57,-19376347591649.75,28725321130057.504,42303529175579.984,7472497314159.469,1724041641866.9475,-16209818233284.146,-46012914580772.61,13563087851381.475,-2206973532103.456,-2084669133272.887,1018.911224489796
17570608981238.102,1546074717395.118,-44867135151605.43,-15498297057805.326,22976134055732.87,33836751749948.33,5976925363224.582,1378985883238.2434,-12965528135503.75,-36803727652289.766,10848523722420.955,-1765262030896.4314,-1667436135586.5034,1017.1265306122448
27573803449974.246,2426276882482.6675,-70410625319214.9,-24321695435196.953,36056770250254.51,53100489811288.03,9379672938119.396,2164061850673.3416,-20346985185500.92,-57756606971186.92,17024740318261.877,-2770250723099.2725,-2616730868775.896,1009.3183673469388
26734227834128.355,2352400852563.9297,-68266740972375.23,-23581140975353.305,34958902647594.95,51483669779499.23,9094077773826.58,2098169823879.8699,-19727453934327.668,-55998016071828.05,16506365798892.158,-2685901290113.832,-2537055869916.3726,1005.2928571428572
23470054110540.0,2065179356557.1577,-59931564665871.86,-20701950263070.492,30690519376977.188,45197659079804.96,7983716559068.091,1841989211199.9146,-17318787501138.986,-49160816448362.34,14490985124935.543,-2357960345250.637,-2227288507153.558,1004.2663265306124
23701700122025.6,2085562284025.489,-60523080742635.734,-20906275381848.38,30993429953512.094,45643753534211.57,8062514691031.697,1860169476587.361,-17489721712079.77,-49646026399151.945,14634009454027.346,-2381232762341.433,-2249271509929.217,1013.0204081632652
19079261410512.395,1678824228629.0613,-48719529268974.85,-16829016097749.625,24948917226399.03,36742052121206.336,6490117758380.818,1497388720812.4248,-14078777782525.768,-39963779362756.445,11780002542218.18,-1916831521452.1587,-1810605980106.3323,1002.234693877551
18958798271572.04,1668224374006.8823,-48411922814903.24,-16722760552294.941,24791393921784.504,36510069283995.77,6449140287970.285,1487934519480.6052,-13989886988047.918,-39711454987846.27,11705625860922.697,-1904728807469.8562,-1799174154876.7349,1006.7255102040816
21170711075310.906,1862855275919.8398,-54060115696696.25,-18673796123420.18,27683792744698.297,40769679389655.04,7201558018828.671,1661530987967.5735,-15622079417505.486,-44344569182585.7,13071314710656.629,-2126952667500.1914,-2009082810680.676,1000.1234693877552
29997999638107.297,2639586875318.413,-76600891072726.05,-26459976998415.266,39226759952229.21,57768906490384.78,10204302258926.36,2354318964528.3184,-22135824043282.09,-62834373596570.43,18521498691960.85,-3013801590986.1772,-2846785142164.408,1005.927551020408
22470358298057.562,1977213945318.5798,-57378808179250.695,-19820160389586.7,29383271006220.39,43272486235580.72,7643653930364.978,1763530598697.206,-16581102135293.84,-47066834655138.016,13873748734209.164,-2257523968095.414,-2132418267036.0725,1013.004081632653
17638656222736.195,1552062320515.6055,-45040895895648.46,-15558318625781.104,23065115684132.207,33967794200883.8,6000072712824.761,1384326390447.0662,-13015740859819.812,-36946260540621.086,10890537765091.506,-1772098541160.3904,-1673893771951.9155,1018.3408163265306
34012038524408.184,2992790483575.1997,-86850872971259.44,-30000592117628.11,44475700998840.25,65498976359179.79,11569742138989.771,2669350911255.3257,-25097823614003.254,-71242254650287.5,20999864667083.996,-3417078902624.321,-3227714209735.3594,1033.3877551020407
18484906412613.176,1626525709960.409,-47201824198841.7,-16304760561063.85,24171711460777.055,35597468016677.17,6287938364586.259,1450742256011.423,-13640197308711.396,-38718832403895.72,11413033221134.16,-1857118570977.7979,-1754202160216.9773,1037.3795918367346
17198521120345.033,1513333945648.9358,-43916996461030.15,-15170094008949.316,22489574963127.9,33120200396378.6,5850353700276.353,1349783486934.8484,-12690960768510.309,-36024345496751.27,10618787548339.662,-1727879585335.2947,-1632125281681.4397,1030.9602040816328
17569594507463.342,1545985507605.7905,-44864544649104.414,-15497402331790.666,22974807675119.145,33834798150318.312,5976580285166.11,1378906237771.7427,-12964779437475.668,-36801602846333.92,10847897199236.111,-1765160223467.1924,-1667339819233.2346,1028.5051020408164
13454888509051.355,1183923859951.6355,-34357505879258.12,-11867992722396.457,17594229270136.92,25910867583683.258,4576896826506.996,1055973716426.7402,-9928496808725.088,-28182862265387.56,8307377213164.993,-1351768980681.024,-1276857674476.3796,1031.4969387755102
15363259465735.344,1351845409638.9253,-39230594661553.164,-13551286659721.164,20089702611475.293,29585929394116.945,5226059909753.639,1205747503219.0051,-11336702844820.656,-32180171896794.22,9485652141919.23,-1543496794923.308,-1457960502193.2131,1036.0408163265306
15441058764874.027,1358691097123.3706,-39429257776440.93,-13619910096541.22,20191436413599.566,29735752052438.27,5252524587492.495,1211853409419.4011,-11394111801514.316,-32343131683604.594,9533687445871.523,-1551312960009.4565,-1465343611789.3826,1031.6591836734694
15593074407001.535,1372067327719.7483,-39817434788318.68,-13753996814438.291,20390219245916.29,30028497522110.746,5304235164074.128,1223783953172.5286,-11506285552388.945,-32661546663720.188,9627545444327.387,-1566585590157.8594,-1479769743376.0786,1029.8102040816325
16397492548895.373,1442849743382.029,-41871543263296.16,-14463540263002.484,21442113222650.074,31577612651347.58,5577870929557.904,1286916729587.3914,-12099873773373.836,-34346495942176.64,10124212928031.883,-1647402840468.9631,-1556108378378.055,1026.8020408163266
16179475754252.533,1423665998736.1707,-41314830106618.625,-14271236809557.225,21157024500885.547,31157764926660.91,5503709009271.753,1269806211326.7305,-11938996975351.947,-33889833890730.113,9989603991445.111,-1625499425487.8564,-1535418763806.497,1026.6724489795918
19413336626205.81,1708220194869.6848,-49572601506150.17,-17123689806631.252,25385769281143.94,37385400359268.31,6603758813725.121,1523607792156.6045,-14325295248743.63,-40663539621139.66,11986268768171.555,-1950394937833.3303,-1842309481449.7751,1027.5989795918367
18040244909299.734,1587398993512.3005,-46066366045767.13,-15912543237469.422,23590251643942.797,34741157136490.246,6136679575268.955,1415844068580.525,-13312077091443.547,-37787435930058.53,11138488301733.201,-1812444921253.803,-1712004201833.5657,1017.338775510204
19823832379382.73,1744340616314.7854,-50620816124580.61,-17485770966919.502,25922552483850.273,38175916153818.1,6743395562175.674,1555824527432.2175,-14628204115132.99,-41523371853605.28,12239718791628.09,-1991636172299.6995,-1881265148475.2415,1004.8826530612243
18439176554447.03,1622501809117.8728,-47085051383755.2,-16264424092526.604,24111912884629.51,35509403253624.055,6272382600295.287,1447153259265.3384,-13606452817621.365,-38623045647141.56,11384798552710.191,-1852524211568.4563,-1749862474396.4424,1001.2214285714284
24392190750488.02,2146320014223.4368,-62286271157891.24,-21515328155407.04,31896347258692.715,46973471532066.37,8297396150344.829,1914360853469.026,-17999241461034.805,-51092340896559.58,15060335036032.271,-2450604314626.948,-2314798555354.4946,985.6163265306122
18809599044089.04,1655096068884.7017,-48030937746134.86,-16591158274356.686,24596294343641.547,36222747699972.84,6398387789223.677,1476224980573.4539,-13879791333450.822,-39398939686945.64,11613506498917.75,-1889739292784.6055,-1785015240097.177,987.761224489796
17809499294442.125,1567095204534.0906,-45477149501083.62,-15709012226852.346,23288518083034.42,34296796833891.28,6058187750810.881,1397734583031.937,-13141807626262.467,-37304111850089.96,10996020354708.316,-1789262628600.7935,-1690106610626.0652,981.458163265306
15452916389439.22,1359734464154.5242,-39459536735125.83,-13630369223548.904,20206941910031.08,29758587073139.29,5256558167318.956,1212784066374.2144,-11402861750224.229,-32367968869794.402,9541008754443.686,-1552504177782.222,-1466468832893.941,901.0979591836737
27077160241598.49,2382576068425.4214,-69142430404703.586,-23883627064338.38,35407336343829.4,52144074818495.88,9210731736534.473,2125084110795.6326,-19980507471126.383,-56716328467840.68,16718101067134.479,-2720354303321.539,-2569599935394.576,924.8265306122448
27542623259382.69,2423533075169.7695,-70331005689586.52,-24294192352977.535,36015996920307.88,53040444176953.695,9369066456065.176,2161614849828.501,-20323977392391.477,-57691295880448.11,17005489485374.664,-2767117753746.94,-2613772033527.016,934.7744897959184
19492349883678.105,1715172685930.157,-49774364548597.82,-17193384012815.025,25489090425302.9,37537560844462.39,6630636446059.586,1529808997344.7056,-14383600063381.473,-40829042132618.18,12035053699034.05,-1958333006823.8362,-1849807764196.3066,938.1785714285714
20036666689972.965,1763068282828.1152,-51164295630215.945,-17673503061892.32,26200864130038.05,38585783625666.02,6815794565750.113,1572528341593.8872,-14785256826642.035,-41969178409094.24,12371128124017.0,-2013018798238.846,-1901462982871.4626,946.5377551020408
31781595571484.617,2796529093645.27,-81155362620226.2,-28033211908363.06,41559071358419.9,61203681604402.43,10811021080291.555,2494300136805.1445,-23451957535296.016,-66570326806996.016,19622734777716.883,-3192993462230.7437,-3016047017977.415,952.208163265306
20120788411903.336,1770470285997.5276,-51379103258077.35,-17747703230894.61,26310865383909.21,38747781741616.18,6844409917488.286,1579130453637.747,-14847331183075.568,-42145381225320.46,12423067081956.506,-2021470138923.6775,-1909446077990.7046,958.8051020408162
15283013698976.867,1344784374864.863,-39025684489214.54,-13480505169058.922,19984769428328.938,29431395430459.336,5198763016410.437,1199449639557.7144,-11277488788044.434,-32012087549416.062,9436106576029.195,-1535434657582.7712,-1450345280487.72,966.5846938775512
18433872978944.508,1622035080771.8364,-47071508491024.55,-16259745924234.703,24104977485295.88,35499189785901.32,6270578488619.424,1446737040022.397,-13602539353454.07,-38611936515216.88,11381524153398.295,-1851991278378.6992,-1749359212575.0361,964.0755102040816
17137229374041.502,1507940709352.3774,-43760485926516.53,-15116031047054.176,22409426899075.01,33002167245464.81,5829504316424.926,1344973177751.66,-12645733060373.318,-35895962518703.72,10580944660028.568,-1721721717409.7925,-1626308774387.5552,962.822448979592
20933161733991.367,1841952756164.349,-53453525521079.375,-18464263717121.176,27373162132223.95,40312216650323.336,7120751776848.543,1642887540991.3357,-15446789485142.85,-43846993706215.52,12924646102383.56,-2103086753832.5737,-1986539605319.539,975.1397959183672
23590718467073.746,2075796697437.3945,-60239685290426.66,-20808382964807.184,30848304995356.516,45430029528764.24,8024762468437.221,1851459374468.0747,-17407827342915.086,-49413561902586.96,14565486844624.133,-2370082686907.489,-2238739519329.3296,965.7132653061224
14643631111852.84,1288523792164.5872,-37392999812571.02,-12916532680493.979,19148683533815.906,28200098963464.992,4981266755492.146,1149269273466.2117,-10805681947311.268,-30672824861343.7,9041336069370.748,-1471198003586.093,-1389668362762.2415,960.2908163265306
21430496134723.062,1885714313015.7078,-54723485572326.07,-18902941651876.402,28023499606415.836,41269962770967.52,7289928098037.54,1681919593181.9402,-15813777436911.729,-44888719883927.27,13231712386038.217,-2153052406365.0405,-2033736166981.4463,947.930612244898
18675028170724.17,1643254846889.3157,-47687306333233.9,-16472458837443.0,24420323121039.863,35963596510534.41,6352611315275.804,1465663511779.3074,-13780490166824.771,-39117064754618.21,11530419239208.13,-1876219375697.3591,-1772244614485.577,959.6122448979592
20823178793206.594,1832275137671.0933,-53172680540300.25,-18367252421599.195,27229343415799.555,40100416152956.24,7083339326277.318,1634255821018.7441,-15365632005491.844,-43616621445952.49,12856739972647.031,-2092037093658.883,-1976102278272.777,920.0071428571428
14262092153400.82,1254951377760.8228,-36418727318671.27,-12579993164572.525,18649765682527.484,27465346989034.484,4851480136940.557,1119325126694.405,-10524140521530.232,-29873646140325.41,8805764582049.545,-1432866041448.3877,-1353460624663.2168,920.5438775510204
12017367440578.352,1057433339553.553,-30686747962387.184,-10600015647458.94,15714460700731.75,23142548975434.094,4087900900025.2295,943153438924.2535,-8867735686997.686,-25171803557530.61,7419816631371.989,-1207345850881.4011,-1140438139639.8098,918.6336734693878
15331861389049.842,1349082609273.7395,-39150418675649.61,-13523591716729.502,20048644965260.38,29525464309993.938,5215379354290.096,1203283327694.4666,-11313533953877.352,-32114404849346.152,9466266294149.834,-1540342272749.3928,-1454980831850.1714,923.2530612244898
14364675954171.572,1263977919082.1035,-36680678488079.29,-12670477994563.951,18783908891343.082,27662898623935.273,4886375663807.413,1127376176217.2324,-10599838180173.266,-30088520055486.984,8869102395119.592,-1443172253644.7007,-1363195759940.0537,912.8571428571428
15024986259693.223,1322079999549.611,-38366802657476.92,-13252909973076.12,19647360889204.74,28934496760903.14,5110990822895.478,1179198977156.8901,-11087087718490.93,-31471618287580.547,9276794106636.98,-1509511537821.676,-1425858665180.745,907.738775510204
20115409358235.383,1769996977824.943,-51365367870460.37,-17742958635477.992,26303831499535.188,38737423130095.84,6842580165737.18,1578708322284.5708,-14843361989679.576,-42134114283780.63,12419745977676.43,-2020929651734.2527,-1908935585852.726,922.3785714285716
21127036597938.0,1859012172659.9116,-53948591512560.14,-18635272540468.953,27626681662585.117,40685572860870.35,7186701428145.959,1658103359031.824,-15589851782486.697,-44253087587231.85,13044349315514.686,-2122564628341.0564,-2004938197983.3154,925.0938775510205
22615643601733.895,1989997916380.9949,-57749798919938.04,-19948310474072.49,29573252785492.81,43552270591229.39,7693075059300.014,1774932940536.2412,-16688309544626.178,-47371151939408.305,13963451353572.986,-2272120390842.894,-2146205708139.8528,916.1336734693878
19619452236857.707,1726356705168.8474,-50098924801409.84,-17305495720381.338,25655295360129.387,37782329415474.836,6673872372977.137,1539784328397.2637,-14477390178134.367,-41095273255122.13,12113529788858.105,-1971102542861.6372,-1861869656210.2903,917.6867346938776
27341644862425.97,2405848573009.4004,-69817800618463.51,-24116917758522.734,35753188346136.086,52653408290528.77,9300700426007.625,2145841557899.3384,-20175673415986.15,-57270322703697.69,16881400515128.482,-2746926127904.831,-2594699304711.9414,911.1142857142856
22327029919209.45,1964602076019.5942,-57012814614423.305,-19693736298041.332,29195847846618.598,42996470475775.68,7594898481213.435,1752281922894.7197,-16475338989582.79,-46766616159183.61,13785254705829.412,-2243123926937.124,-2118816539016.055,910.2122448979592
