Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Close
8281765572497.45,728729897135.5164,-21147764198275.426,-7304997959981.124,10829616393306.602,15948681471065.582,2817175819501.161,649973955492.6422,-6111197700527.973,-17347141702733.549,5113364673596.188,-832042062667.7795,-785932631340.3417,11687739291972.318,636.1464285714286
11702533806269.826,1029730441369.6547,-29882809925891.523,-10322314094094.145,15302769675893.17,22536255484122.43,3980805189099.262,918444549284.5005,-8635416919276.019,-24512347067827.02,7225430810621.553,-1175715424960.4434,-1110560646858.4485,16515339036490.375,634.6666666666666
8933213976786.83,786052203998.2279,-22811259492800.668,-7879613278010.681,11681480173658.23,17203213924649.045,3038776486267.7896,701101296342.69,-6591908045524.618,-18711677800772.082,5515584910163.103,-897490916633.2849,-847754524269.9572,12607103670892.57,642.7964285714286
10123717522461.785,890807088853.2653,-25851249910784.695,-8929706475945.365,13238237131759.79,19495836363709.066,3443745417973.364,794535034198.7483,-7470392550928.8125,-21205328818893.92,6250630970884.634,-1017096914725.7104,-960732324056.5067,14287215845848.25,650.3678571428571
11755289043347.904,1034372535204.0286,-30017522139942.418,-10368847353228.424,15371755040935.717,22637849331418.633,3998750734487.38,922584877162.9398,-8674345411918.009,-24622849309890.395,7258002996460.94,-1181015695456.022,-1115567067680.4463,16589790279025.031,659.9452380952381
14605933972072.541,1285206777473.9983,-37296738866431.78,-12883281682602.846,19099389133638.02,28127503377744.992,4968443476892.607,1146310694975.4194,-10777864779856.566,-30593863755776.977,9018060839346.842,-1467410780133.0212,-1386090879149.8147,20612796444331.73,663.5
17079365257578.768,1502849087628.261,-43612728266062.14,-15064991548807.395,22333760866581.582,32890735161664.035,5809820950051.668,1340431961092.331,-12603034807095.357,-35774759151628.016,10545218303014.31,-1715908068206.8943,-1620817367045.1272,24103456206948.55,613.4011904761904
15424457167329.951,1357230240396.7805,-39386865331879.47,-13605266516429.646,20169727123671.164,29703781607797.586,5246877327066.123,1210550583573.1873,-11381861583034.621,-32308357553750.22,9523437588120.13,-1549644809261.1462,-1463768002326.9094,21767947648891.156,593.8416666666666
13190720553489.562,1160679085861.9702,-33682944332710.227,-11634981139747.383,17248790811812.684,25402143920048.277,4487035850028.002,1035241223443.9275,-9733564858401.729,-27629530908938.516,8144273787471.557,-1325228662446.633,-1251788347826.643,18615560164586.22,596.1226190476191
9325166505482.434,820540867591.5089,-23812123261811.37,-8225338036532.702,12194015071722.207,17958019793931.297,3172105423964.7163,731862735956.1932,-6881133823742.858,-19532668757579.805,5757586131381.876,-936869021442.9238,-884950558748.7404,13160251326893.738,612.9583333333334
12882794066570.531,1133583988800.9678,-32896643625569.74,-11363372067060.504,16846132061787.361,24809151695242.125,4382289677291.5493,1011074332041.1719,-9506342735405.018,-26984542267119.707,7954152334184.73,-1294292369081.5784,-1222566446141.1218,18180994995672.418,598.5619047619048
12197653156558.201,1073296975122.6648,-31147113573336.363,-10759037963203.434,15950210323016.012,23489735695565.83,4149227965312.561,957302751067.6144,-9000770461875.887,-25549433268058.285,7531129642086.771,-1225458410493.668,-1157547206787.9521,17214081880436.127,602.4
19047289333186.195,1676010813181.379,-48637887605562.86,-16800814664724.045,24907108605449.832,36680481614388.445,6479241928531.335,1494879551854.5142,-14055185559029.32,-39896809760635.1,11760262631907.676,-1913619091894.351,-1807571914605.671,26880711704043.38,608.4869047619047
12554769056016.375,1104720425567.1592,-32059021101210.7,-11074035099109.049,16417191629811.709,24177454935636.523,4270706733332.5923,985330134116.5012,-9264289832278.086,-26297455123837.37,7751621674543.468,-1261336734294.2332,-1191437041406.0435,17718066126622.375,605.8130952380952
9355773821465.242,823234111037.4214,-23890280062264.785,-8252335548177.514,12234038723084.514,18016962137411.094,3182517009442.6255,734264865921.2847,-6903719205385.854,-19596779485571.26,5776483746559.488,-939944114431.949,-887855104194.9647,13203446229927.719,610.8892857142857
12178243099928.324,1071589097444.4917,-31097549432210.555,-10741917291507.963,15924828979872.44,23452356733040.84,4142625352509.3584,955779408296.0972,-8986447548052.438,-25508776709945.656,7519145333496.192,-1223508402920.2793,-1155705095843.4165,17186689308256.205,620.5416666666666
13059604075592.178,1149141855125.0461,-33348134015121.297,-11519328765446.756,17077336818707.604,25149645211221.87,4442434467776.565,1024950879616.4232,-9636812731277.69,-27354891794006.883,8063319327927.435,-1312055786940.131,-1239345498796.1733,18430520536335.87,617.0821428571429
15580887828889.793,1370994899166.343,-39786316096013.77,-13743247399005.475,20374283072759.94,30005029178528.117,5300089709706.787,1222827618942.4976,-11497293255364.406,-32636020140562.484,9620021602423.576,-1565360955520.7104,-1478613219745.1777,21988711991049.53,604.527380952381
14558889253619.076,1281067169145.611,-37176608510858.21,-12841785429414.25,19037871094833.02,28036906532734.203,4952440451801.869,1142618529950.2722,-10743150096755.5,-30495322764015.242,8989014445312.23,-1462684283402.2732,-1381626349496.5793,20546404142732.82,601.2630952380953
9551406100473.547,840448206953.7156,-24389833993928.863,-8424894636456.514,12489856455057.623,18393702959717.8,3249064512305.9043,749618644383.1997,-7048078360836.814,-20006554751236.555,5897272031118.598,-959598499192.9587,-906420408366.8728,13479535034088.36,599.9238095238095
12339069696452.111,1085740626664.5126,-31508225474210.53,-10883775795476.139,16135133401531.797,23762069970626.62,4197333122499.775,968401463431.2733,-9105122992816.277,-25845647223061.098,7618443451039.209,-1239666252671.3154,-1170967334304.0618,17413657626615.533,603.6035714285714
13924738886099.9,1225266978350.616,-35557284513285.28,-12282428049678.46,18208627132364.184,26815686053503.516,4736724006475.473,1092848790518.2174,-10275204145302.4,-29167019662060.652,8597474392056.442,-1398973293098.2197,-1321446025977.6992,19651451909414.29,592.0416666666666
13806889277993.883,1214897103276.6016,-35256351711645.83,-12178477797427.008,18054521426018.21,26588736198222.918,4696635567400.699,1083599691653.0958,-10188241859268.807,-28920169599866.453,8524711324974.608,-1387133202120.5774,-1310262209372.3872,19485135481302.8,581.9333333333334
12223105237038.2,1075536631003.5548,-31212106492424.598,-10781488359189.244,15983492809916.22,23538750475980.277,4157885949034.2666,959300318374.9991,-9019551782344.266,-25602745854445.914,7546844321739.083,-1228015548338.6223,-1159962418976.4246,17250001657465.562,580.2702380952381
12937465072244.906,1138394660754.3293,-33036247985113.33,-11411595193114.594,16917622546138.445,24914434991954.805,4400886927526.752,1015365053787.7985,-9546684970958.72,-27099057360708.207,7987907457479.96,-1299785041288.8354,-1227754598619.0706,18258150169011.73,578.5011904761905
15069307626551.729,1325979949767.4165,-38479978892749.98,-13292004061688.602,19705317581511.977,29019849148886.668,5126067474189.059,1182677458343.7876,-11119792932326.174,-31564454745323.4,9304159229798.15,-1513964335753.209,-1430064656374.428,21266738104851.863,563.9988095238095
14741980701784.543,1297177733166.0999,-37644138969800.44,-13003282701205.527,19277289731684.562,28389496684779.145,5014721976619.597,1156988081519.99,-10878255302954.51,-30878829654701.18,9102059807690.068,-1481078673935.5894,-1399001574871.6418,20804794579723.35,560.2488095238095
13963281790507.797,1228658372678.767,-35655705205506.734,-12316425013341.473,18259027303499.227,26889910416484.89,4749834993554.461,1095873795338.4213,-10303645541147.2,-29247752183460.28,8621272017202.079,-1402845370591.767,-1325103731884.0876,19705846384309.27,567.3630952380952
9252176261724.512,814118332551.2739,-23625740349415.418,-8160956484736.099,12098569745951.621,17817458315076.355,3147276642013.3696,726134293841.747,-6827273599061.023,-19379782102427.43,5712520166216.394,-929535933624.7615,-878023766752.3147,13057243129611.176,559.620238095238
11718037220959.402,1031094639264.1422,-29922398340683.797,-10335989035139.855,15323042709966.19,22566111290178.7,3986078926232.4604,919661281425.7585,-8646856989823.369,-24544820802376.195,7235002933496.895,-1177273066590.145,-1112031880889.7869,16537218322264.748,562.7630952380953
9771778036237.324,859839186751.4988,-24952560863205.63,-8619275432745.597,12778024864413.762,18818085972701.992,3324027554939.402,766913968003.2065,-7210692968608.236,-20468149791378.97,6033335028220.088,-981738612759.4406,-927333527358.7426,13790537341793.232,560.6571428571428
18919166677610.6,1664737021723.3132,-48310722398336.1,-16687803085344.443,24739569435806.258,36433748513628.42,6435658981009.437,1484824231726.5452,-13960642728118.758,-39628441665260.75,11681156774842.316,-1900746878208.077,-1795413082223.2537,26699897575620.1,549.3166666666666
12787600572693.613,1125207730237.726,-32653564066897.56,-11279405959685.344,16721652667859.238,24625832187787.754,4349908114873.1646,1003603354806.0614,-9436098589993.64,-26785148241398.566,7895377649966.536,-1284728519488.5813,-1213532545281.6943,18046652410491.008,540.3964285714286
10524380646621.54,926062270702.9939,-26874356628899.027,-9283114614422.002,13762162567058.307,20267416893737.74,3580037435869.868,825980112209.8119,-7766045932087.558,-22044565339061.473,6498010250212.3955,-1057350184782.5034,-998754900415.097,14852656546260.643,557.5690476190476
3219685580916.1,283306866251.96436,-8221574422055.663,-2839949576875.949,4210208464220.45,6200337317398.401,1095227865408.9524,252689113862.31213,-2375838252517.624,-6744013885066.757,1987912693085.5151,-323471305696.4397,-305545453275.353,4543819347747.373,562.222619047619
11990580098814.05,1055076235766.0997,-30618345733834.9,-10576387643005.59,15679432198311.613,23090963123615.26,4078788772229.227,941051157016.953,-8847969174174.719,-25115694228800.78,7403277658822.567,-1204654489016.79,-1137895990417.8262,16921847794905.38,570.8190476190476
13851681598480.08,1218838464429.42,-35370730193533.39,-12217987172706.111,18113093909082.633,26674995241873.855,4711872372549.03,1087115072494.1615,-10221294494401.842,-29013992326212.145,8552367136047.864,-1391633408759.436,-1314513008735.2305,19548348922774.38,582.6273809523809
14448297300689.541,1271335909717.7754,-36894208626536.04,-12744236879765.695,18893255847008.82,27823933331598.844,4914820837634.205,1133939061384.2202,-10661543382634.555,-30263674896300.67,8920732487286.873,-1451573250731.9482,-1371131290053.6858,20390330394302.387,592.4928571428571
13246342863038.705,1165573442295.4253,-33824977814413.27,-11684043324566.312,17321525172558.129,25509259145927.42,4505956694044.147,1039606611191.5326,-9774609100512.137,-27746038509854.465,8178616332279.606,-1330816884667.0696,-1257066782738.071,18694057887956.332,591.7869047619048
9737277016815.715,856803394918.036,-24864461215786.168,-8588843556447.8,12732909835691.967,18751645256519.13,3312291472076.1094,764206208640.3501,-7185234224732.486,-20395883281418.89,6012033139726.121,-978272514217.1782,-924059394237.936,13741847166359.686,593.847619047619
12476815956653.107,1097861139588.8898,-31859965241718.54,-11005275885454.574,16315256474658.1,24027336048363.203,4244189724905.2944,979212188854.0731,-9206767511362.584,-26134173003537.504,7703491609132.029,-1253504988901.6467,-1184039374747.5466,17608053946674.613,603.395238095238
10496869151968.707,923641486721.6719,-26804104924815.09,-9258847872419.963,13726187305897.826,20214436278458.902,3570678946207.3027,823820910101.4006,-7745744845039.624,-21986939153672.99,6481023900426.782,-1054586286097.7008,-996144077505.3506,14813830415518.41,603.3547619047619
11090386798608.719,975866365611.6342,-28319672282738.23,-9782364950228.588,14502298287443.812,21357408191465.812,3772573543720.835,870401700242.4723,-8183707497695.995,-23230132618534.297,6847476208553.925,-1114215009211.0608,-1052468420913.3849,15651439375215.604,609.5571428571429
12135963793258.99,1067868888358.9404,-30989587811895.695,-10704624559349.535,15869542723864.217,23370937027148.42,4128243378373.967,952461212714.727,-8955249169765.703,-25420217737233.312,7493040977325.022,-1219260804114.2026,-1151692770104.2788,17127022109040.621,612.0428571428571
11257986737787.314,990613818376.6836,-28747644178635.71,-9930197783670.268,14721459565787.453,21680165133519.234,3829585351217.636,883555366112.5347,-8307381176351.222,-23581190441906.72,6950956556540.052,-1131053238443.0017,-1068373499884.7001,15887966727571.053,614.0261904761905
12582707882404.273,1107178800680.9978,-32130363699125.883,-11098678705947.398,16453725662161.191,24231258264303.836,4280210556526.838,987522829222.7164,-9284906158607.465,-26355976208983.67,7768871793109.197,-1264143669885.4604,-1194088453712.633,17757494999963.51,612.2476190476191
13252447464647.816,1166110632475.1865,-33840566046914.312,-11689427975232.314,17329507990050.629,25521015087360.977,4508033264588.469,1040085674516.2467,-9779113629881.18,-27758825424084.434,8182385287487.946,-1331430302899.9153,-1257646137416.2427,18702672826160.477,607.9869047619047
12771327292105.17,1123775837424.6497,-32612009612169.13,-11265052003354.895,16700373125111.22,24594493708544.25,4344372484278.928,1002326142765.4386,-9424090256876.799,-26751062005082.203,7885329957150.615,-1283093702019.4348,-1211988271633.467,18023686275616.715,613.7345238095238
14639583299548.867,1288167529482.0464,-37382663579468.56,-12912962129747.309,19143390091974.633,28192303807633.8,4979889816030.254,1148951644662.5964,-10802695211455.828,-30664345965283.793,9038837145989.701,-1470791154664.2334,-1389284246802.6248,20660284793675.72,618.504761904762
11601948087079.422,1020879661810.7523,-29625960956121.918,-10233591596088.365,15171239068789.693,22342551655399.42,3946589332211.925,910550342922.1417,-8561193774216.084,-24301658263525.227,7163326821183.396,-1165609837005.206,-1101015171229.577,16373386334974.215,625.754761904762
3591919039028.378,316060441469.50586,-9172084924834.822,-3168281034922.318,4696957928820.728,6917169060630.308,1221849052672.32,281902938236.8452,-2650513073409.477,-7523701023940.633,2217738778863.0747,-360868355617.14575,-340870146902.1548,5069138178993.718,629.5678571428571
12546027252952.55,1103951129010.012,-32036698322412.617,-11066324115224.002,16405760166525.078,24160620061705.277,4267733019700.203,984644041737.9065,-9257839217666.146,-26279144023383.547,7746224405792.798,-1260458422703.3062,-1190607563940.8257,17705728971248.746,637.3333333333334
14083190916142.262,1239209473472.3044,-35961897209864.71,-12422191902504.48,18415826170130.066,27120826501493.78,4790624018968.395,1105284542311.124,-10392127593640.451,-29498916288325.51,8695306682611.815,-1414892330364.8757,-1336483016348.74,19875069427500.047,636.4880952380952
13678250300027.895,1203577906776.1438,-34927867787816.59,-12065010779271.803,17886307264035.082,26341008579237.88,4652876950918.52,1073503768108.0167,-10093317831240.656,-28650720023533.855,8445286414252.702,-1374209301147.8252,-1298054471968.142,19303592148335.516,627.8297619047619
13478346124281.562,1185987936779.3623,-34417405817359.63,-11888683721687.812,17624903466127.426,25956041396540.15,4584876331131.784,1057814771628.2122,-9945806501137.906,-28231997035478.707,8321860625167.689,-1354125615748.2166,-1279083728837.495,19021474968224.65,640.9238095238095
14817380254021.596,1303812343644.2961,-37836674003795.57,-13069789520944.023,19375885844088.59,28534697874655.008,5040370329654.26,1162905559652.6572,-10933893192784.582,-31036763003781.445,9148613079329.342,-1488654018097.2646,-1406156956404.448,20911202640830.457,644.472619047619
9170595523628.107,806939898160.6635,-23417421210679.707,-8088997579427.207,11991891137303.303,17660353510081.703,3119525643054.191,719731612929.8488,-6767074294310.707,-19208901636418.01,5662150125965.098,-921339841144.9009,-870281822457.4799,12942111251925.164,635.5285714285715
11013178589824.225,969072682309.4854,-28122518347984.0,-9714262856907.947,14401337376999.225,21208723708775.363,3746309922688.218,864342168073.149,-8126734675382.581,-23068410781294.2,6799805848569.06,-1106458282805.8708,-1045141391281.7812,15542478143754.646,635.677380952381
11747167852175.623,1033657911739.4238,-29996784449917.285,-10361683959142.05,15361135307980.312,22622209896181.824,3995988181474.841,921947525950.3088,-8668352769041.992,-24605838463429.59,7252988868063.303,-1180199720067.1482,-1114796374939.6409,16578329273358.758,640.5952380952381
13886152076091.754,1221871661891.4275,-35458751864328.02,-12248392283601.236,18158169312764.055,26741377221196.88,4723598090654.248,1089820400239.2974,-10246730536948.898,-29086195081981.66,8573649916246.673,-1395096615625.2883,-1317784153404.7034,19596995839638.8,645.0178571428571
14569725862396.82,1282020736649.809,-37204280234891.36,-12851344002680.512,19052041698049.41,28057775279370.645,4956126702313.883,1143468995748.6,-10751146475752.086,-30518021519627.652,8995705105935.908,-1463773047859.8887,-1382654765459.0527,20561697343346.273,654.3714285714285
11810305827810.709,1039213549374.1714,-30158009299439.617,-10417375297040.44,15443697407653.818,22743798340519.03,4017465571308.08,926902743389.7615,-8714942893762.496,-24738088404628.066,7291971784015.794,-1186543007771.0398,-1120788131084.6562,16667433403799.445,659.1416666666667
15462388923729.951,1360567975790.2827,-39483725201914.67,-13638724555656.549,20219328659129.39,29776828905904.51,5259780402816.925,1213527493380.8127,-11409851622548.84,-32387810269177.984,9546857308252.734,-1553455851805.1467,-1467367783934.6597,21821478841720.508,668.3440476190476
15326472276412.39,1348608377973.2686,-39136657471968.32,-13518838171392.473,20041597768630.34,29515086228054.004,5213546168530.492,1202860416555.9697,-11309557383749.3,-32103116627384.875,9462939085184.701,-1539800743088.0688,-1454469382764.8381,21629664900129.58,666.15
14313858287836.596,1259506405194.3633,-36550913758157.28,-12625653927190.473,18717457481034.67,27565036025067.832,4869089223685.901,1123387855277.143,-10562339222941.154,-29982076386167.465,8837726219959.66,-1438066884485.2493,-1358373132857.2673,20200601163125.27,659.8880952380953
16961058014416.305,1492439080837.6367,-43310626754008.57,-14960637831082.666,22179057329380.996,32662903960901.816,5769576833705.6,1331146824398.0017,-12515734447027.861,-35526950943630.91,10472172095230.08,-1704022359056.8555,-1609590169928.665,23936493228810.293,666.15
12843016215407.785,1130083872303.8933,-32795069672463.27,-11328285753313.965,16794116764753.09,24732549259777.223,4368758620477.469,1007952482806.0388,-9476990278756.102,-26901222915331.637,7929592524277.298,-1290296004649.2085,-1218791507973.4373,18124858173862.664,672.8880952380953
11798264872613.73,1038154012723.1307,-30127262398288.805,-10406754442329.111,15427951986074.12,22720610411818.29,4013369651215.039,925957769830.9851,-8706057845265.473,-24712867145049.05,7284537533541.815,-1185333199452.818,-1119645447503.9492,16650440654801.785,669.45
12576014873282.123,1106589886491.0012,-32113272806626.773,-11092775109351.52,16444973625375.09,24218369115146.16,4277933822745.9937,986997531397.9952,-9279967271091.82,-26341956889753.49,7764739309385.513,-1263471303905.738,-1193453265252.7217,17748049329808.05,668.9714285714285
12195637085538.312,1073119652773.6154,-31141965604155.82,-10757259845629.07,15947574223762.111,23485853403642.184,4148542207067.889,957144532419.569,-8999282723639.404,-25545210554140.523,7529884765002.3955,-1225255942340.4062,-1157355742384.4578,17211236797464.213,670.3678571428571
12036639009691.002,1059129081840.3823,-30735958596617.457,-10617014300530.367,15739661061171.307,23179661403726.406,4094456443201.15,944665940324.3083,-8881956402711.59,-25212170132802.49,7431715414665.727,-1209281978261.5237,-1142266963263.2478,16986848744814.328,664.1
10170427843484.08,894917247438.986,-25970526340591.535,-8970907734123.094,13299317763136.832,19585789225051.56,3459634694132.0615,798200978110.9438,-7504860547125.89,-21303169231649.6,6279471022809.575,-1021789762375.1937,-965165082923.3091,14353136355841.344,653.2428571428571
10854228924298.555,955086364272.9362,-27716635112208.574,-9574060019641.438,14193487502510.992,20902625031258.22,3692240635691.6177,851867398132.2943,-8009444136970.158,-22735471847557.28,6701666443743.865,-1090489110856.3837,-1030057215079.0535,15318158570163.305,664.4404761904761
16238418434209.139,1428852479014.6582,-41465342153973.8,-14323227670680.512,21234100559768.246,31271274293868.074,5523759318579.258,1274432204108.4844,-11982491410729.635,-34013296195733.863,10025996734522.133,-1631421187795.43,-1541012302730.5952,22916659309612.523,664.745238095238
16247712977345.82,1429670309739.201,-41489076396660.69,-14331426006027.877,21246254503173.586,31289173531125.406,5526921023643.527,1275161707305.6262,-11989350066893.707,-34032764907884.863,10031735519301.982,-1632354833482.485,-1541894379287.74,22929776650216.727,668.6988095238095
11743152284050.389,1033304554157.5099,-29986530488771.367,-10358141944570.941,15355884315848.363,22614476809009.832,3994622207328.5854,921632365521.2692,-8665389641424.337,-24597427310416.61,7250509570648.456,-1179796284777.441,-1114415340761.0105,16572662178162.053,674.0261904761904
9902692030888.65,871358624615.6744,-25286853784606.65,-8734749189454.229,12949214198341.625,19070194510362.434,3368560028640.2383,777188346075.9281,-7307295494053.3955,-20742364680035.246,6114164251233.81,-994891340808.479,-939757201090.7333,13975290709301.664,672.7035714285714
10345073249837.72,910284659397.9678,-26416489234028.89,-9124955113681.926,13527692109227.293,19922114133420.375,3519043137496.085,811907592024.3134,-7633733146399.772,-21668984814064.812,6387301367294.863,-1039335804658.0411,-981738808586.1289,14599606745418.146,682.7571428571429
12583522421890.36,1107250456517.4734,-32132443618209.78,-11099397137298.42,16454790743934.105,24232826828811.766,4280487625734.1973,987586754157.3281,-9285507227690.877,-26357682313608.1,7769374732889.165,-1264225487302.648,-1194165784294.2593,17758644497817.875,688.9845238095238
12824785359935.598,1128479748666.0195,-32748516602610.477,-11312205170145.99,16770277429557.111,24697441082885.37,4362557114182.805,1006521661616.3363,-9463537466002.564,-26863036357522.164,7918336216247.928,-1288464494691.2834,-1217061377834.4976,18099129587760.78,689.0166666666667
14376681236512.814,1265034316874.321,-36711334306316.984,-12681067394300.277,18799607637007.99,27686017876951.79,4890459456752.035,1128318362820.4482,-10608696927945.303,-30113666557983.12,8876514660373.12,-1444378465987.9048,-1364335019107.6775,20289260809366.88,691.7952380952381
12386238418036.477,1089891068008.5931,-31628672370914.34,-10925381274847.002,16196813302370.393,23852905499175.297,4213378306772.4497,972103385665.0995,-9139929303138.312,-25944447676155.08,7647566625130.982,-1244405087081.2744,-1175443676940.6592,17480225025144.402,692.7892857142857
12939880675385.209,1138607259428.5981,-33042416288925.875,-11413725966951.148,16920781478420.02,24919086866482.875,4401708637188.022,1015554605552.1675,-9548467361785.217,-27104117258603.824,7989398744714.458,-1300027833155.1116,-1227983832129.323,18261559046268.656,682.3107142857143
24790380541966.562,2181357675311.7146,-63303062168862.99,-21866554861955.562,32417038875348.164,47740289096811.89,8432846841929.784,1945611753018.229,-18293069519375.855,-51926397077883.65,15306186856795.557,-2490609316759.9995,-2352586380929.6387,34985716098655.73,677.4119047619048
13119216923511.035,1154387386155.1885,-33500357364450.73,-11571910863881.107,17155289620989.168,25264445156736.63,4462712736723.955,1029629387318.1492,-9680801457859.797,-27479758217581.46,8100125461234.592,-1318045074799.8213,-1245002729603.1206,18514649528986.844,678.6511904761904
14144709201658.447,1244622646291.7668,-36118985960619.945,-12476454643967.832,18496270521717.56,27239295717741.984,4811550434897.31,1110112578584.109,-10437522344064.809,-29627773689760.594,8733289299343.495,-1421073081280.7761,-1342321081858.6995,19961887357782.953,675.0654761904761
27414366803040.887,2412247731793.918,-70003498460995.85,-24181063072962.64,35848283628036.67,52793453275536.914,9325437994897.408,2151548842486.487,-20229335238465.027,-57422647967056.984,16926300171290.533,-2754232696970.788,-2601600455816.2217,38688847656554.44,672.2785714285715
30164284883432.508,2654218818062.766,-77025503914888.77,-26606650257610.39,39444202593730.04,58089130495606.68,10260866750135.877,2367369117901.574,-22258526663757.113,-63182676792937.9,18624166337098.36,-3030508814998.207,-2862565303971.23,42569700090473.58,663.4095238095239
12656749087330.277,1113693772890.486,-32319432449188.516,-11163987473236.422,16550545242145.209,24373845035025.977,4305396986680.2007,993334053707.1799,-9339542643700.88,-26511065566590.594,7814587282910.438,-1271581447870.1965,-1201115044742.7312,17861988529821.406,674.125
16259144285833.207,1430676138173.2485,-41518266138909.17,-14341508913385.654,21261202598986.258,31311187055622.695,5530809492884.467,1276058765687.6252,-11997785166594.406,-34056708931941.81,10038793293203.676,-1633503456017.1545,-1542979407088.9832,22945908490231.258,680.5571428571429
10763781513515.36,947127592289.0531,-27485674345540.33,-9494279875526.744,14075214015688.652,20728444823506.965,3661473422986.9917,844768828751.6664,-7942702141501.086,-22546018681005.61,6645822121848.867,-1081402069421.1133,-1021474059044.3561,15190513300134.875,674.1428571428571
13681642684072.125,1203876329391.5745,-34936530197014.75,-12068002856786.994,17890743135961.887,26347541270357.0,4654030868688.05,1073769980823.8271,-10095821126566.746,-28657825646256.617,8447380992117.249,-1374550061165.5344,-1298376626464.132,19308379416284.707,680.4309523809524
19544639301777.9,1719773699506.6982,-49907887146864.5,-17239506192827.037,25557466390177.625,37638257459555.15,6648423493975.94,1533912770107.7842,-14422184921648.668,-40938568423732.13,12067338443503.842,-1963586361419.822,-1854770119575.5198,27582602269288.746,689.625
14820701635005.145,1304104552006.4194,-37845155239346.234,-13072719071467.426,19380228911827.62,28541093984315.484,5041500129457.66,1163166232333.7593,-10936344126823.021,-31043719960796.81,9150663857550.893,-1488987634552.3132,-1406472244225.908,20915889956473.703,700.8666666666667
12170384121001.041,1070897609343.8408,-31077481235275.867,-10734985286078.732,15914552350238.506,23437222246144.83,4139952002326.8335,955162596213.7603,-8980648247139.426,-25492315212906.35,7514292891822.018,-1222718926727.8208,-1154959245030.2788,17175598130412.092,698.6845238095239
11227645438052.611,987943987221.2396,-28670166643689.42,-9903434926784.773,14681783766121.168,21621735076545.61,3819264259754.9785,881174116835.6722,-8284992089781.923,-23517636890484.105,6932223193755.523,-1128004880632.317,-1065494169185.3462,15845147265554.02,704.0809523809525
14013850386475.27,1233108079778.5461,-35784833550814.836,-12361029529587.666,18325153408079.48,26987293183094.098,4767036700710.116,1099842462819.3433,-10340960365749.377,-29353674201529.348,8652493968560.408,-1407926085161.0725,-1329902662302.3662,19777211388710.387,705.3654761904761
13675237766583.523,1203312832647.53,-34920175200281.734,-12062353558344.275,17882367965205.0,26335207176469.227,4651852189362.974,1073267333288.2308,-10091094841778.807,-28644409951482.62,8443426379342.763,-1373906648411.987,-1297768593807.346,19299340657010.1,702.827380952381
12524340100433.205,1102042933844.2654,-31981319737237.73,-11047195013952.137,16377401411535.152,24118856102016.91,4260355831701.098,982941975017.8512,-9241835950838.535,-26233718126859.582,7732834012139.371,-1258279680275.3567,-1188549377723.5537,17675122799467.8,699.8333333333334
15117164143706.953,1330190959506.5137,-38602182051257.91,-13334216297214.96,19767897040670.785,29112009207559.656,5142346630366.7,1186433333084.0408,-11155106668079.217,-31664695955137.797,9333706914569.078,-1518772384111.9614,-1434606232407.2966,21334276014380.14,715.2833333333334
15514228848220.865,1365129522825.9414,-39616100145489.43,-13684450448692.037,20287117086562.58,29876660090121.332,5277414591525.717,1217595993381.1992,-11448104719713.863,-32496395256503.5,9578864392977.838,-1558664143302.7659,-1472287333917.0918,21894638388432.445,721.7880952380953
14981311178359.613,1318236992522.386,-38255277069168.51,-13214386144315.004,19590249547365.414,28850389260864.746,5096134069443.456,1175771251574.2458,-11054859395600.707,-31380135888746.016,9249827934834.227,-1505123684499.3909,-1421713883109.557,21142551960909.14,717.3309523809525
15659779601369.918,1377936820042.3555,-39987768764886.55,-13812834618031.541,20477445857485.773,30156955645273.81,5326926012412.364,1229019183049.8962,-11555508088280.621,-32801268503261.758,9668731023378.09,-1573287146121.5386,-1486099993508.1162,22100048569596.293,724.9964285714285
12089706782761.854,1063798652178.4746,-30871468921346.34,-10663823199679.18,15809055017052.008,23281857135893.188,4112508302998.23,948830817418.4471,-8921115585703.14,-25323326967198.74,7464480664519.928,-1214613580809.7126,-1147303046371.8738,17061741178404.799,731.8059523809524
16532053834817.508,1454690063471.1135,-42215150146958.71,-14582231154905.94,21618071629019.254,31836745345998.395,5623644142864.756,1297477494395.022,-12199168011535.006,-34628350512419.754,10207294522206.148,-1660921673272.2246,-1568878041170.4048,23331056008651.25,725.0464285714286
17047499672433.809,1500045181178.9749,-43531358303054.54,-15036884238659.348,22292092079235.062,32829369622216.734,5798981336040.949,1337931019660.0579,-12579520758259.97,-35708012947156.51,10525543547036.09,-1712706735326.5403,-1617793431582.6094,24058485195738.402,722.2964285714286
13514713309316.008,1189187943385.0496,-34510270530061.64,-11920761638437.525,17672458813099.168,26026075726423.125,4597247198887.487,1060668948460.4673,-9972642201379.596,-28308172333777.555,8344314620512.698,-1357779317376.2717,-1282534979015.6028,19072798484410.918,728.5238095238095
14641377245217.139,1288325472123.3335,-37387244489432.5,-12914544652444.902,19145736268823.516,28195758573021.4,4980500072311.031,1149092393308.1592,-10804018802706.236,-30668103849228.65,9039944490685.17,-1470971567346.0842,-1389454442956.335,20662816295176.027,717.9928571428571
