Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Close
19135255899090.266,1683751165853.625,-48862513409199.65,-16878406341786.24,25022137538328.57,36849884224809.945,6509165221495.219,1501783484635.78,-14120097171279.68,-40081066100258.95,11814575635712.252,-1922456641674.6865,-1815919676511.8772,27004856195910.87,480.2265957446808
19784367596228.56,1740867839678.946,-50520041933028.1,-17450960528036.65,25870945640418.65,38099916799749.266,6729971026348.891,1552727464137.1628,-14599083319952.494,-41440707662076.2,12215353244848.895,-1987670650966.6228,-1877519806550.992,27920923054597.152,476.2074468085106
18743185582040.582,1649252079072.3193,-47861349035262.52,-16532577590664.297,24509448457933.246,36094851574537.78,6375796206580.646,1471012834277.9836,-13830784613538.455,-39259828446504.44,11572501849555.363,-1883066534070.956,-1778712564583.998,26451542502395.33,481.8851063829787
17722334178738.27,1559425254551.2231,-45254570818290.95,-15632127431295.525,23174536445434.973,34128938098567.27,6028537172013.732,1390893798852.3267,-13077488044091.592,-37121533881529.18,10942203100795.184,-1780505030759.5073,-1681834585625.4275,25010853724311.957,482.32234042553193
16341229125985.809,1437898890266.9373,-41727873128562.02,-14413912551096.764,21368540017243.89,31469263150099.06,5558732063802.368,1282501204127.2642,-12058356897900.78,-34228645230916.508,10089475186745.607,-1641749798479.9236,-1550768885560.3286,23061753099000.367,482.37659574468086
19128928293218.45,1683194367629.0046,-48846355799442.25,-16872825011837.12,25013863205589.156,36837698866547.664,6507012791833.1,1501286907229.5808,-14115428051601.438,-40067812217405.89,11810668914077.648,-1921820834282.1487,-1815319201306.6663,26995926478280.08,501.90531914893614
26319254137174.293,2315886194428.4316,-67207092219183.016,-23215109752670.023,34416262897766.53,50684530822170.64,8952917820873.305,2065601892277.355,-19421241465338.06,-55128803665233.45,16250152043989.19,-2644209493874.982,-2497675096576.6763,37143358577331.48,503.9063829787234
25787102363880.87,2269061132682.7686,-65848225157278.625,-22745721184148.203,33720397162220.69,49659735152572.13,8771897866247.683,2023837260345.9521,-19028561241152.21,-54014148930830.95,15921588308403.482,-2590746032382.3853,-2447174278813.0776,36392353115970.45,508.2585106382979
31852394208308.055,2802758809457.0527,-81336149753138.36,-28095660519229.81,41651650689984.97,61340023090581.016,10835104451115.383,2499856724206.8394,-23504200853151.53,-66718622961853.99,19666447987829.707,-3200106115556.3145,-3022765500733.348,44952067656423.72,525.1446808510639
26440473895126.92,2326552593679.981,-67516631022033.664,-23322032668858.383,34574775466199.35,50917970912293.47,8994152687923.21,2075115538383.3618,-19510690748375.707,-55382712945767.87,16324996081868.686,-2656388038114.634,-2509178716425.2617,37314431496715.91,529.7925531914893
22012401663365.523,1936917238091.6775,-56209401102457.1,-19416215909709.48,28784425231389.05,42390572590458.984,7487872655830.954,1727589195596.797,-16243171896341.2,-46107589745538.83,13590995887547.002,-2211514036161.623,-2088958427578.0225,31065262236962.914,512.6829787234042
29195098544501.68,2568937711184.4014,-74550656881583.4,-25751771384590.055,38176848659305.41,56222713104010.87,9931182581807.805,2291305514352.5713,-21543356041033.258,-61152601288518.56,18025769021182.92,-2933136024025.6353,-2770590313574.175,41201928325924.29,522.1595744680851
23052900673215.758,2028472967513.5027,-58866350011713.875,-20333996524031.152,30145029552017.117,44394322604046.234,7841815156496.437,1809250193645.5642,-17010966487917.57,-48287038585548.34,14233425370420.727,-2316049644919.3066,-2187700832941.6392,32533678767293.95,527.9851063829788
28915485445026.38,2544334010778.281,-73836655347827.83,-25505136436948.38,37811213948685.66,55684245651411.07,9836067670770.271,2269360707093.498,-21337026562744.45,-60566918512273.234,17853128811338.402,-2905044373435.9136,-2744055305538.663,40807320644404.04,548.0329787234042
28108047100727.223,2473285800980.392,-71774834878213.06,-24792928948173.973,36755370488606.82,54129314440181.85,9561404540157.072,2205990942004.3677,-20741209838663.504,-58875643089703.3,17354596741653.105,-2823923542409.568,-2667430088636.202,39667814042538.805,557.7063829787235
33970400672039.316,2989126575761.6562,-86744549856322.02,-29963865076216.883,44421252793029.69,65418792330830.62,11555578432298.217,2666083289907.2017,-25067099190336.86,-71155038898905.38,20974157255589.3,-3412895176742.5386,-3223762525237.3936,47941129560392.48,566.0148936170212
28580199543723.77,2514831566240.317,-72980491838048.08,-25209394970740.496,37372778906602.04,55038566144981.234,9722014818671.424,2243046640557.6675,-21089615721568.215,-59864622576943.914,17646115031662.34,-2871359321352.8755,-2712236828850.6294,40334144664940.016,566.9893617021277
26244989762439.652,2309351597882.048,-67017455722369.27,-23149604414427.598,34319151696486.34,50541515648829.04,8927655618250.379,2059773402819.106,-19366440894137.383,-54973248367290.4,16204299162169.129,-2636748538752.2603,-2490627422830.404,37038551951568.89,574.5765957446808
36004309393992.59,3168094531927.406,-91938202915605.81,-31757890661868.324,47080885330791.93,69335609229323.21,12247445175019.3,2825709477685.2197,-26567940458715.22,-75415302125100.34,22229941879819.96,-3617235740479.1406,-3416778748793.083,50811506422917.71,592.6617021276595
34981161560073.42,3078065605045.559,-89325561826473.7,-30855415013326.71,45742970290844.82,67365274126775.234,11899405056172.408,2745410392470.5537,-25812949777710.83,-73272198019760.73,21598225689841.496,-3514443009679.0947,-3319682828212.7617,49367578044929.414,580.7106382978723
32268487184510.9,2839371722929.196,-82398657077257.6,-28462678738630.26,42195752958685.98,62141317807420.13,10976645193594.047,2532512774445.6626,-23811240041890.2,-67590179126492.875,19923354000897.395,-3241909626075.842,-3062252283954.101,45539283923401.74,586.8606382978724
24231805956555.8,2132207297610.3284,-61876724163453.26,-21373859423051.934,31686620091946.156,46664609782420.13,8242838776223.199,1901773712414.3872,-17880892615402.566,-50756395833624.35,14961310465068.883,-2434490293341.964,-2299577952184.538,34197423060795.434,587.6659574468085
25927293541735.72,2281396795072.3604,-66206207905928.47,-22869377842347.938,33903717351283.082,49929709442244.414,8819586139850.043,2034839842500.4983,-19132009808748.957,-54307795767140.336,16008145946200.564,-2604830502409.7505,-2460478302371.706,36590199673459.9,580.9925531914894
21795128566624.676,1917798978308.346,-55654586984300.21,-19224568524838.97,28500309153225.945,41972157072490.73,7413963727503.816,1710537026744.2412,-16082843793722.898,-45652485543699.02,13456846002179.816,-2189685434104.0186,-2068339339862.072,30758632886625.145,573.9936170212766
22625947972086.76,1990904519856.9329,-57776112145630.4,-19957399491310.68,29586726695694.797,43572114809309.234,7696580330672.008,1775741861833.2039,-16695913800738.457,-47392735546952.96,13969814281468.102,-2273155102189.4546,-2147183386984.1074,31931136737476.258,588.8393617021277
25363459895610.773,2231783988178.4155,-64766439847852.67,-22372043985630.45,33166423027091.76,48843901924513.11,8627789054831.792,1990588673723.5781,-18715951067899.574,-53126779512335.734,15660020873052.014,-2548184209649.11,-2406970970136.6855,35794482360408.25,599.0904255319149
27068681358710.375,2381829964540.295,-69120779581243.766,-23876148228386.125,35396248681680.23,52127746798631.23,9207847561051.783,2124418778490.7668,-19974251094263.367,-56698568297480.336,16712866401468.71,-2719502222982.4824,-2568795091702.9937,38200996255693.695,598.3308510638298
23141102985135.35,2036234115529.3496,-59091577432596.18,-20411796125585.645,30260367139257.664,44564178886083.42,7871818579678.627,1816172478409.7651,-17076051699746.682,-48471788911844.06,14287883407916.111,-2324911192271.458,-2196071201148.306,32658154971261.918,584.8553191489361
27612071215023.188,2429643903318.071,-70508343690208.53,-24355449484017.848,36106809945299.875,53174184445145.01,9392690342661.393,2167065414589.0034,-20375224032536.543,-57836762764680.52,17048368773553.805,-2774094692229.817,-2620362429291.534,38967861698855.02,601.231914893617
31182885229363.113,2743847363667.8335,-79626536095330.4,-27505114788127.13,40776170294015.36,60050710280419.98,10607360182418.941,2447311891614.402,-23010163274424.48,-65316256983700.75,19253076479341.06,-3132842920885.5303,-2959229703046.115,44007214765092.234,630.4351063829787
31079045783998.29,2734710386183.4824,-79361378010023.53,-27413522438362.707,40640385253957.1,59850740252200.55,10572037507306.262,2439162214886.7705,-22933538814159.887,-65098752648315.54,19188963167054.04,-3122410867542.806,-2949375301142.1562,43860669503171.65,628.7968085106384
33462079873782.867,2944398501550.3887,-85446535533580.48,-29515496818261.426,43756549774501.22,64439889061853.58,11382664926918.54,2626188860255.577,-24692003787643.145,-70090300922084.414,20660306979422.84,-3361826233427.698,-3175523314527.882,47223755095735.38,621.0574468085107
25144896737255.293,2212552072459.4077,-64208332459514.2,-22179258575506.652,32880619498191.29,48423002612343.68,8553441341028.38,1973435465325.5332,-18554671616662.82,-52668973315685.63,15525075187779.074,-2526225342660.4795,-2386229502650.287,35486033744706.12,630.3287234042554
26414301332206.22,2324249637603.3545,-67449798547954.21,-23298946993211.965,34540551109237.305,50867568910333.13,8985249675920.209,2073061442132.4062,-19491377716869.48,-55327891491773.75,16308836437034.686,-2653758598741.1978,-2506694952000.589,37277495131932.984,621.7851063829787
25505265692261.625,2244261738631.523,-65128545105294.49,-22497124795047.65,33351854598625.89,49116985277120.78,8676026535020.018,2001717905041.5215,-18820590901272.95,-53423808089768.59,15747575252929.986,-2562431104267.311,-2420428208697.2607,35994607071905.11,617.468085106383
29426065949773.45,2589261155201.3496,-75140440330269.03,-25955498333953.684,38478872806526.766,56667500953102.67,10009749911001.88,2309432397386.3174,-21713789040618.953,-61636390715527.22,18168373570183.047,-2956340683484.6606,-2792508918616.7554,41527883792815.05,635.3053191489362
27840359335657.574,2449731599403.138,-71091284995331.62,-24556813128749.617,36405330440499.65,53613812368440.52,9470346257936.684,2184981988500.7288,-20543679858721.95,-58314939660798.055,17189319052332.404,-2797030344984.265,-2642026629848.778,39290035741133.69,634.8393617021277
23026877513828.42,2026183212248.5483,-58799898480431.805,-20311042638238.414,30111000790232.203,44344207951876.336,7832962923927.846,1807207701438.6147,-16991763380906.61,-48232529927673.06,14217357592575.955,-2313435557923.3896,-2185231279652.9011,32496952438665.074,632.9563829787235
24194348189091.426,2128911357667.8682,-61781074505498.21,-21340819552115.184,31637638870604.09,46592475140019.24,8230096900919.679,1898833871558.836,-17853251991103.25,-50677936355723.234,14938182846338.596,-2430727163043.726,-2296023341760.752,34144559983700.977,645.9776595744681
390731022304.5407,34381228803.4465,-997744713841.9729,-344647438859.48615,510937804801.7584,752453646721.6334,132913445281.66191,30665581200.87642,-288324339790.79016,-818432554878.05,241246890853.7506,-39255463522.60047,-37080059697.13978,551423786651.9117,751.7102272727273
74543658939664.31,6559252936347.831,-190349715391053.84,-65751834430769.96,97476707149530.28,143553093983305.8,25357225035289.75,5850374991054.724,-55006511440291.94,-156140548600096.88,46025077932062.72,-7489159561936.096,-7074131000861.612,105200616328620.38,737.1914893617021
48241513033204.445,4244871942486.3145,-123186309998922.75,-42551814943275.71,63082814858847.695,92901509763639.67,16410126908251.479,3786116051952.1855,-35597894968170.9,-101047579547990.02,29785489919522.99,-4846668280291.469,-4578079224512.785,68081403420618.01,739.8031914893617
35494646513924.76,3123248400889.341,-90636762072945.62,-31308338741837.99,46414427497741.14,68354121805187.29,12074075184349.867,2785709770525.59,-26191854814687.938,-74347753440319.12,21915262989701.727,-3566031834889.812,-3368412158411.9595,50092238351866.77,732.9244680851064
30990545157172.246,2726923088206.846,-79135389434615.47,-27335459930805.777,40524658061550.19,59680309893830.74,10541932648966.154,2432216512402.2695,-22868233396746.21,-64913378259920.8,19134320657881.566,-3113519355943.033,-2940976693543.2773,43735772396958.55,736.468085106383
24847612686610.64,2186393547329.6194,-63449206618567.83,-21917036813745.797,32491877782394.613,47850504552850.24,8452315297558.607,1950103598745.6946,-18335302050021.17,-52046276357358.66,15341523901003.035,-2496358898562.5635,-2358017600753.9175,35066486391283.19,740.0425531914893
25468445784849.363,2241021917219.3833,-65034524577946.44,-22464647580414.57,33303707464615.37,49046079209631.766,8663501659188.344,1998828170530.617,-18793421075775.375,-53346684892071.164,15724841562648.49,-2558731917235.516,-2416934147627.1074,35942644506738.836,725.3446808510638
32378576476041.39,2849058792055.8706,-82679773431712.16,-28559783939599.86,42339711209240.94,62353322967442.56,11014093794459.576,2541152719085.8564,-23892475660223.266,-67820774460043.664,19991325282392.547,-3252970278469.561,-3072699822506.6274,45694647833152.72,751.7851063829787
46841969471069.82,4121723087020.8477,-119612529126107.55,-41317336168303.49,61252707207131.64,90206326783335.12,15934049650520.627,3676276407509.94,-34565158019279.227,-98116069207437.72,28921377828147.285,-4706060425367.807,-4445263735777.758,66106281547502.78,754.936170212766
44110554732722.234,3881380147107.9814,-112637770586322.61,-38908069761878.31,57680983914683.58,84946281256477.1,15004914971794.111,3461908079153.66,-32549619813799.2,-92394796453340.16,27234935661922.992,-4431644008845.928,-4186054754607.0894,62251540391708.67,766.1882978723404
32391546231620.523,2850200002333.96,-82712891866512.08,-28571223950335.76,42356670905612.76,62378299418034.67,11018505651088.99,2542170612380.8315,-23902046170951.42,-67847940846592.625,19999333199060.26,-3254273341790.8926,-3073930595854.578,45712951469424.8,780.081914893617
33238144575427.684,2924694003328.917,-84874709681368.52,-29317973001946.555,43463721873343.13,64008644005089.586,11306489765812.684,2608613880864.0522,-24526759730493.246,-69621242206551.57,20522043816404.74,-3339328114579.3857,-3154272031883.8325,46907724029179.83,784.5808510638299
32537787013107.465,2863068048147.5444,-83086323075960.08,-28700216909722.71,42547902081290.67,62659924226158.17,11068251854954.582,2553648035816.4077,-24009958868723.902,-68154259835363.63,20089625977109.527,-3268965499249.7104,-3087808662554.39,45919336056941.71,789.5010638297873
30282059834233.29,2664581873245.6562,-77326248231977.62,-26710534513194.254,39598209784492.945,58315937876996.92,10300929917287.18,2376612791340.427,-22345435081704.06,-63429371119023.03,18696884709387.695,-3042340054140.1245,-2873742114313.432,42735914030690.08,796.772340425532
35498008246167.9,3123544115620.1,-90645346592652.61,-31311303847729.484,46418823147926.92,68360595772836.6,12075218726819.809,2785973676362.9014,-26194335711380.426,-74354794915400.52,21917338921375.836,-3566369311451.6704,-3368731262267.0527,50096983039484.33,807.3414893617022
28015940430156.676,2465181341639.2163,-71539637053686.86,-24711685796473.164,36634928383531.43,53951939055003.41,9530072965190.44,2198761995894.5164,-20673242827835.426,-58682715141037.46,17297727002433.535,-2814670463008.0566,-2658689235762.2583,39537826341373.23,786.1851063829787
34223767118774.098,3011421030384.3877,-87391528430256.23,-30187349186179.406,44752567209245.125,65906714306332.32,11641765041619.61,2685967840302.8564,-25254059989739.375,-71685745029094.42,21130590829784.06,-3438350957043.598,-3247806803549.742,48298694093829.625,807.7776595744682
42340424691208.37,3725622656189.566,-108117685398006.03,-37346712363583.125,55366280566924.79,81537438598021.6,14402776815888.06,3322983931815.1704,-31243423500161.0,-88687049205137.42,26142014439080.223,-4253804395771.3774,-4018070876595.513,59753424484334.1,823.0659574468085
37177345250845.22,3271312478747.6562,-94933589322360.52,-32792576520307.996,48614801069262.53,71594593358803.4,12646472224079.602,2917772299745.733,-27433535302177.06,-77872365447834.47,22954202758415.79,-3735086870241.1455,-3528098865091.4536,52466967158660.34,818.977659574468
38438327498036.51,3382268901518.016,-98153550326386.33,-33904836130677.965,50263718973478.19,74022941404596.83,13075415713386.555,3016737574710.773,-28364027190446.94,-80513642741554.62,23732764613596.176,-3861773188560.3286,-3647764851968.3887,54246544541803.79,807.7872340425532
30369994041143.355,2672319486952.23,-77550791352863.53,-26788097792532.504,39713196935561.77,58485278131670.586,10330842189454.854,2383514073809.513,-22410322488456.96,-63613560126556.16,18751177204743.004,-3051174640146.808,-2882086917621.5166,42860012199443.34,797.195744680851
29193625421172.766,2568808352073.049,-74546894927428.33,-25750472405028.1,38174923385194.945,56219876146744.54,9930681482810.205,2291189694603.099,-21542268323754.18,-61149516314578.47,18024858460201.63,-2932988703835.507,-2770450483974.5728,41199848186412.14,798.1563829787234
29298982728674.36,2578078950230.3394,-74815928313513.28,-25843403631050.33,38312693428713.68,56422768856338.94,9966520454189.766,2299458392596.469,-21620012529091.52,-61370199731126.64,18089908621061.56,-2943573601482.578,-2780448865655.197,41348534850617.98,779.0776595744682
31910702339431.035,2807889596717.94,-81485041331463.3,-28147091881524.242,41727897570880.234,61452310432051.516,10854938908153.242,2504432797676.0938,-23547226672758.785,-66840756534534.58,19702448374027.42,-3205964487950.533,-3028298838206.299,45034355144164.414,768.8265957446808
29075499470478.746,2558414169251.621,-74245256504981.34,-25646278419942.3,38020456354888.03,55992394144931.8,9890499044371.867,2281918906319.186,-21455102112380.676,-60902087465311.57,17951924750181.54,-2921120856361.722,-2759240442028.273,41033141766662.0,777.9617021276595
26609055066315.223,2341386516507.759,-67947108521295.11,-23470731204107.445,34795220421149.633,51242617493338.555,9051498279180.104,2088346111675.123,-19635088158822.6,-55735826559627.37,16429081732623.414,-2673325147678.432,-2525176966911.823,37552343050288.78,767.8627659574469
31620714231441.777,2782372928465.9844,-80744547076267.39,-27891305530297.273,41348695799453.72,60893863352221.52,10756294788717.479,2481673805225.4795,-23333241571711.863,-66233342000103.53,19523402653799.625,-3176830297329.2314,-3000779211760.078,44625106064055.12,765.2393617021277
25606167465162.0,2253140362276.2114,-65386201607008.27,-22586126166757.195,33483798723355.188,49311298038515.61,8710349924713.498,2009636930508.55,-18895047288341.996,-53635159430594.96,15809874282050.438,-2572568361489.487,-2430003773625.4844,36137005973861.875,775.1574468085107
37389978318889.19,3290022444351.789,-95476554972699.61,-32980131094118.69,48892849675879.42,72004073258419.16,12718802754330.041,2934460284674.107,-27590439448590.625,-78317750638297.69,23085487708011.77,-3756449310204.687,-3548277717213.7676,52767048058278.31,771.831914893617
30223974994484.188,2659470944243.3457,-77177926863906.64,-26659300479343.75,39522255668365.23,58204080682240.23,10281171456001.305,2372054137574.1333,-22302573611291.29,-63307705851887.445,18661021528604.715,-3036504537952.8794,-2868229855902.2217,42653941138924.34,786.3712765957446
25805984350438.266,2270722690206.208,-65896440581303.4,-22762376279729.395,33745088531666.344,49696097071336.93,8778320847558.738,2025319037423.4668,-19042494085635.4,-54053699644028.234,15933246007905.867,-2592643399045.734,-2448966232569.803,36418999729391.26,790.3148936170213
26861995492438.508,2363643271796.2124,-68593000308162.625,-23693839333246.246,35125976915749.145,51729719685348.64,9137540031980.662,2108197513875.4663,-19821735427181.16,-56265640319050.94,16585253336287.383,-2698737251891.936,-2549180812335.6,37909308184461.414,778.2978723404256
22961892198968.38,2020465076275.2285,-58633956620028.65,-20253721955726.832,30026023254211.81,44219062148713.914,7810857152993.112,1802107494796.641,-16943810034618.553,-48096410844089.93,14177233943089.732,-2306906703116.0767,-2179064216693.59,32405241256001.996,784.7829787234043
29458784614813.75,2592140247119.7324,-75223987809027.62,-25984358175403.84,38521657656216.47,56730508764720.36,10020879645995.355,2312000069694.5728,-21737931988070.098,-61704923747471.07,18188574282305.99,-2959628334919.617,-2795613900604.4546,41574057280853.125,787.3776595744681
25710299521133.234,2262303190632.2944,-65652106199097.086,-22677976722016.805,33619966702812.902,49511831198248.21,8745772114489.338,2017809444552.248,-18971887274278.145,-53853276448506.8,15874167819521.043,-2583030270259.0996,-2439885826584.7964,36283963360851.32,799.1989361702127
34339327214138.883,3021589399650.9204,-87686615751869.36,-30289279981645.49,44903678921103.83,66129255648224.74,11681074718044.16,2695037386492.6875,-25339333179113.926,-71927799890631.64,21201940641775.72,-3449960607738.021,-3258773395550.1553,48461780348583.67,762.6159574468085
30315099280338.49,2667489179198.748,-77410615696541.6,-26739677404209.51,39641414053068.7,58379564015126.68,10312168840731.262,2379205774576.483,-22369815058580.805,-63498576535837.75,18717283784334.95,-3045659569445.993,-2876877498443.5645,42782541186476.12,772.9095744680851
29378173098962.08,2585047022237.7812,-75018143478281.75,-25913254044224.637,38416246127409.14,56575270337035.1,9993458329129.219,2305673490782.0923,-21678448018260.152,-61536073087322.14,18138802916815.363,-2951529501561.696,-2787963922849.883,41460293390646.22,761.9308510638298
22893548655496.645,2014451347025.6855,-58459439256037.32,-20193438928014.418,29936654000004.594,44087449041881.305,7787608994727.626,1796743748876.571,-16893378753676.234,-47953257210456.91,14135037085744.225,-2300040324556.726,-2172578530677.7466,32308790797613.684,761.4074468085107
23935821839272.273,2106163181684.275,-61120918307051.35,-21112784396473.07,31299578341649.215,46094615466868.83,8142154972435.944,1878543930820.6848,-17662482409755.797,-50136422169400.44,14778561853636.496,-2404754287508.2163,-2271489397706.524,33779710740139.26,748.2031914893618
20354447522967.06,1791030521209.2239,-51975759734151.08,-17953804320609.816,26616408944866.246,39197752993586.29,6923892872696.33,1597468629350.7158,-15019750538105.99,-42634808159033.4,12567333857769.252,-2044945181040.8518,-1931619954700.0564,28725454166912.9,743.7542553191489
22650836885038.39,1993094671789.9219,-57839666468522.11,-19979353096099.72,29619273140295.344,43620044633554.35,7705046666410.382,1777695054316.0366,-16714279139096.0,-47444868609321.26,13985180675491.521,-2275656034675.117,-2149545405392.892,31966260568409.812,766.3574468085106
24004225385871.707,2112182122158.8777,-61295589082979.9,-21173120249649.766,31389025832067.164,46226344201681.89,8165423539371.399,1883912439896.782,-17712958154780.004,-50279701449900.055,14820795999369.484,-2411626486364.6997,-2277980839551.1616,33876246199772.383,784.431914893617
29516821952816.81,2597247082367.4966,-75372188035635.08,-26035550483752.953,38597549971497.484,56842274640323.49,10040621977725.424,2316554975299.013,-21780758286788.0,-61826489840126.375,18224407913046.668,-2965459193905.5317,-2801121594111.792,41655963083070.01,788.7063829787234
27584812808117.504,2427245550228.3037,-70438738256117.89,-24331406256067.062,36071166251947.47,53121691299257.695,9383417968741.867,2164925984158.966,-20355109358306.508,-57779667176818.555,17031538146121.846,-2771356559275.1714,-2617775568561.423,38929392263373.97,813.2053191489362
32602765424498.0,2868785725037.2065,-83252247525323.25,-28757531780209.816,42632871184766.37,62785056944949.11,11090355311707.871,2558747639261.948,-24057906861526.953,-68290365059091.31,20129744899572.816,-3275493896031.7817,-3093975041364.2715,46011037226488.59,835.7234042553191
29122872417223.484,2562582636154.584,-74366224747122.98,-25688064125038.38,38082403475090.62,56083622912530.97,9906613705330.533,2285636820329.1514,-21490058984983.824,-61001315699879.04,17981173847714.87,-2925880369026.401,-2763736092599.0723,41099997168994.125,834.7031914893618
32543781347710.8,2863595623176.48,-83101629558722.53,-28705504429639.23,42555741020457.38,62671467755163.82,11070290919791.777,2554118377622.125,-24014381799248.89,-68166815899901.09,20093326533815.773,-3269568086266.3975,-3088377500652.5522,45927794985060.43,823.227659574468
30495331387883.016,2683348195415.3604,-77870844250799.73,-26898652594957.91,39877093870354.16,58726647471978.164,10373477685428.639,2393350821666.6025,-22502810062031.414,-63876094045614.27,18828563416728.043,-3063766985478.257,-2893981363625.3086,43036895705947.49,843.3351063829788
30146629500446.574,2652665178232.806,-76980422792839.14,-26591077334835.906,39421115273196.61,58055132085472.02,10254861159735.648,2365983878670.2095,-22245499605068.574,-63145696763298.81,18613266483930.867,-3028733861002.81,-2860889837976.921,42544786514342.016,844.7255319148936
30951090480323.5,2723451373835.152,-79034640313934.0,-27300658527276.832,40473065335723.375,59604329466642.266,10528511463293.832,2429119947392.9346,-22839119277594.457,-64830735642900.64,19109960239830.355,-3109555579533.894,-2937232593115.458,43680091072760.57,849.3638297872341
35504104249687.37,3124080581724.152,-90660912679518.45,-31316680950903.453,46426794820004.625,68372335057801.625,12077292367625.795,2786452028132.648,-26198833779975.297,-74367563765281.05,21921102436006.63,-3566982000227.263,-3369309764196.378,50105585608444.164,850.4265957446808
33338229029249.91,2933500669900.438,-85130278174325.89,-29406253265178.227,43594597021849.875,64201382168484.46,11340535060075.934,2616468664036.9185,-24600612807753.277,-69830880807234.03,20583838133741.438,-3349383531151.272,-3163770014758.164,47048968721164.5,839.6872340425532
38232009527552.03,3364114632331.2974,-97626709483220.22,-33722851616771.16,49993928717529.65,73625621992222.05,13005233203598.545,3000544919398.753,-28211782386204.324,-80081485248601.8,23605377916166.664,-3841045757266.4434,-3628185818285.6133,53955373874978.87,850.6127659574469
32158968919231.094,2829735063174.7217,-82118997880062.3,-28366077261696.74,42052542358073.39,61930411558579.93,10939390709414.645,2523917289640.2295,-23730424889378.3,-67360780226780.125,19855734024237.53,-3230907174604.8584,-3051859340337.4907,45384723573140.0,863.5627659574468
23278928285292.758,2048361717437.5903,-59443518986382.53,-20533366152549.74,30440594097028.465,44829597206516.68,7918702081796.669,1826989319280.9526,-17177754231930.459,-48760480637695.234,14372979886012.89,-2338758173886.095,-2209150715673.5483,32852662357440.902,875.5478723404256
33121612184672.68,2914440072262.668,-84577140092664.12,-29215184645675.58,43311338718876.13,63784230605273.49,11266849388322.111,2599468106428.393,-24440769265952.176,-69377151049766.71,20450093863147.516,-3327620561386.192,-3143213152907.359,46743266180758.77,873.1234042553192
29321903137184.637,2580095749183.178,-74874456298654.2,-25863620735789.7,38342665122231.63,56466908006481.766,9974317199207.457,2301257255587.624,-21636925762877.152,-61418209146347.805,18104060312094.277,-2945876315864.781,-2782623971034.6387,41380881605572.05,874.3585106382978
34975894339982.125,3077602313902.4204,-89312111193006.17,-30850769224278.96,45736083403030.64,67355130373705.54,11897613287706.764,2744996787796.442,-25809062397628.547,-73261165473687.84,21594972691176.082,-3513914476315.8003,-3319183029516.534,49360143252898.914,854.6393617021278
30367819090892.285,2672128106581.839,-77545237596438.7,-26786179363308.46,39710352866480.58,58481089734876.06,10330102348395.512,2383343385818.4995,-22408717590545.457,-63609004463967.586,18749834355411.75,-3050956106628.403,-2881880518741.652,42856942828762.07,834.4382978723404
33483964772656.83,2946324287784.298,-85502419283027.9,-29534800708470.934,43785167816861.33,64482034089333.05,11390109433173.084,2627906379796.1646,-24708152657347.39,-70136141670426.375,20673818925981.68,-3364025152805.8022,-3177600154777.7783,47254640064963.49,821.5308510638297
29420215393255.516,2588746463362.4966,-75125499744487.6,-25950337843992.28,38471222802725.445,56656233560443.75,10007759678670.824,2308973010838.5415,-21709471261926.797,-61624135803583.36,18164760585728.754,-2955753529495.942,-2791953748965.048,41519625668668.98,826.6542553191489
30145284717324.11,2652546767182.7363,-76976988972559.72,-26589891053597.336,39419356411163.42,58052542430673.09,10254403720142.643,2365878420591.0186,-22244507527242.99,-63142879721291.4,18612436558857.91,-3028598517700.683,-2860762173869.126,42542889176203.5,823.5670212765958
27579053413030.68,2426738741030.398,-70424031155866.1,-24326326046125.586,36063634894690.02,53110599881625.32,9381458789758.045,2164473945031.046,-20350859403051.02,-57767603182646.83,17027982160808.188,-2770777987304.7144,-2617229029210.951,38921264021311.305,848.8
25612784597244.016,2253722616411.745,-65403098935150.38,-22591962896091.44,33492451585604.31,49324041213630.68,8712600869616.319,2010156298593.3625,-18899930226977.484,-53649019952969.12,15813959942389.79,-2573233058797.8184,-2430631723679.1387,36146344758508.57,845.0031914893617
24227952963101.992,2131868377195.0815,-61866884825112.56,-21370460929385.566,31681582302586.953,46657189435597.26,8241528057946.641,1901471120703.9846,-17878048923414.992,-50748325442715.984,14958930808591.436,-2434103706386.198,-2299212462593.5923,34191984198957.43,814.1148936170213
25654973473082.55,2257434934941.9917,-65510829230588.56,-22629175930429.895,33547619807637.33,49405286549124.1,8726952067039.927,2013467312886.5703,-18931061620166.43,-53737389409036.78,15840008166984.125,-2577471860016.514,-2434635414764.6396,36205883795306.625,823.4702127659574
24421195106490.79,2148872195931.0413,-62360335250505.73,-21540911823112.457,31934274677063.566,47029327328560.36,8307262514994.328,1916637279222.4912,-18020644253609.086,-51153094201499.58,15078243236490.062,-2453518107803.322,-2317550885797.3613,34464699665786.227,812.0436170212766
17278637120937.236,1520383520288.5974,-44121575384613.07,-15240760992243.064,22594338273495.203,33274484531759.848,5877606461176.442,1356071217931.598,-12750079214463.371,-36192157940548.08,10668253200539.312,-1735928546290.2256,-1639728161891.8723,24384680339274.445,823.9595744680851
