Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Close
13691324143221.79,1204728378074.9302,-34961252387077.953,-12076542841785.43,17903403455068.85,26366185794265.023,4657324266255.19,1074529840696.8512,662.7
12010963953519.898,1056869976440.0905,-30670396486208.87,-10594367597499.955,15706087514310.33,23130217519215.605,4085722686423.799,942650866033.9474,660.355
10834209901635.74,953324873634.2812,-27665516063900.973,-9556402176476.521,14167309753700.635,20864073404668.832,3685430878571.63,850296298752.1099,667.635
11462620399345.246,1008620064563.7566,-29270183074735.336,-10110696746489.05,14989048290120.854,22074240261662.69,3899194810517.45,899615499498.0164,695.1633333333334
11495073555028.41,1011475663515.6475,-29353052555675.527,-10139322193477.117,15031485364830.84,22136736735621.977,3910234226364.152,902162436747.1671,684.3033333333333
18410441330933.25,1619973455368.8765,-47011676064232.91,-16239078343726.447,24074337757212.113,35454066962990.76,6262607977827.472,1444898174256.5466,704.5949999999999
15042796166427.172,1323647264420.8137,-38412281180731.914,-13268619660592.295,19670650368310.367,28968794691695.08,5117049221239.951,1180596762755.9775,708.4583333333334
16088972240987.025,1415702493368.1553,-41083726641837.55,-14191407698516.09,21038678169980.35,30983477309978.363,5472922852006.791,1262703316641.0903,721.9566666666667
18207627328348.812,1602127390015.663,-46493783007763.25,-16060184479026.844,23809128640431.496,35063495668795.152,6193617484089.079,1428980760232.603,716.9533333333333
15483776672277.635,1362450090346.6353,-39538339564679.086,-13657590099727.143,20247296826148.74,29818016688880.855,5267055832572.206,1215206001680.5925,734.8083333333333
15641103368437.156,1376293598002.2268,-39940078459948.266,-13796361373795.457,20453024430683.316,30120989891584.297,5320573035886.235,1227553390510.4775,735.85
10663351176902.762,938290675543.557,-27229222496271.797,-9405694872375.229,13943887146136.129,20535040656410.72,3627310522016.581,836886836236.966,721.7633333333332
12609580747010.848,1109543520495.6167,-32198984518106.496,-11122382372238.168,16488866264545.182,24283009052828.195,4289351831787.4126,989631849235.9761,725.9333333333333
15914243149723.896,1400327735213.7344,-40637549950431.03,-14037286506786.348,20810194501029.855,30646991160680.11,5413485926838.304,1248990094504.8965,734.5916666666667
20615388118116.83,1813991441651.6357,-52642080148141.94,-18183969422167.21,26957627674216.426,39700261635093.95,7012656036296.713,1617947775065.4417,752.285
19604224509691.203,1725016959182.2852,-50060040371457.25,-17292064337721.975,25635383413309.777,37753004707794.516,6668692482186.21,1538589189060.4783,800.4155172413792
11252430071328.443,990124978467.973,-28733455044135.797,-9925296673423.145,14714193789639.668,21669464403909.02,3827695185156.3276,883119223596.4928,769.025
14961783003561.385,1316518725143.6384,-38205411421799.83,-13197161326109.912,19564713737097.125,28812782930029.445,5089491296385.869,1174238672623.0603,758.3833333333333
16761642512417.082,1474892163602.1838,-42801412520731.88,-14784741925262.395,21918292659333.387,32278877853875.805,5701742466981.521,1315496177144.9001,760.2466666666667
15158897373918.793,1333863282459.9858,-38708749428819.33,-13371027698134.953,19822469777121.395,29192377555928.406,5156542907870.526,1189708642928.8853,768.595
17813505473209.94,1567447835562.009,-45487379572002.77,-15712546174519.562,23293757106579.938,34304511994206.766,6059550573357.106,1398049000250.3884,771.4683333333334
17979400037899.92,1582045259627.0693,-45910996900918.62,-15858874833386.467,23510688514797.824,34623984903887.707,6115982280035.309,1411068816948.7239,771.69
16024243884083.486,1410006975806.5708,-40918439953196.07,-14134313533825.07,20954036704470.73,30858825669840.547,5450904403735.282,1257623116384.8728,766.7316666666667
18434993628056.484,1622133925162.9092,-47074370633884.234,-16260734909719.53,24106443751712.184,35501348401504.48,6270959790957.086,1446824968233.7083,754.7066666666667
18140067114111.035,1596182690071.2532,-46321265576350.266,-16000592511981.516,23720784131858.69,34933390878572.215,6170635768604.187,1423678372837.3594,736.4416666666667
14720663417856.824,1295302153710.4597,-37589704385451.99,-12984479896841.977,19249414945513.914,28348444704256.426,5007470571979.235,1155314928303.1235,699.5583333333333
16745417243630.016,1473464477491.5715,-42759980760945.09,-14770430309003.648,21897075802186.496,32247631903718.457,5696223179712.237,1314222767655.4148,683.2866666666666
12187569948225.0,1072409880654.1534,-31121365924072.316,-10750144319737.197,15937025479323.562,23470318138418.527,4145798071711.516,956511400260.5409,724.096551724138
9614028727262.557,845958577801.0219,-24549742761447.668,-8480131544618.835,12571744940864.953,18514298946031.215,3270366609803.2856,754533372697.9563,685.4483333333334
15504833171022.986,1364302869316.0146,-39592108052805.95,-13676163121152.678,20274831133268.273,29858566439094.008,5274218544528.663,1216858599237.619,646.7266666666667
11970672962101.834,1053324677606.3674,-30567512207781.81,-10558828604442.1,15653401122173.445,23052626867519.95,4072017066178.5796,939488751058.2007,680.3483333333334
10798588551051.969,950190497926.0183,-27574555642916.74,-9524982091413.035,14120729747300.338,20795475202322.42,3673313691785.5146,847500607392.5873,661.6333333333333
13080625991944.717,1150991778943.5012,-33401814263112.18,-11537871627076.463,17104826617265.588,25190128517129.04,4449585455227.101,1026600679640.1798,672.4366666666666
14480973686193.158,1274211293525.904,-36977648832139.11,-12773059581480.957,18935985375935.426,27886860246709.023,4925936271085.343,1136503550609.6316,665.4833333333333
11961890208917.96,1052551839992.8048,-30545085226354.406,-10551081682467.205,15641916268350.62,23035713455238.86,4069029479743.063,938799493274.2528,664.6566666666666
11801898903208.299,1038473890747.8962,-30136542002046.527,-10409960078582.158,15432704407054.242,22727608750175.07,4014605852333.7104,926242934852.0802,666.3366666666666
10198597481495.156,897396041449.4747,-26042458419883.152,-8995755151142.018,13336154002076.201,19640037186782.246,3469217067124.323,800411762423.8223,679.1333333333333
10784381727103.004,948940430488.8298,-27538277980520.957,-9512450867359.033,14102152356369.867,20768116243136.938,3668481004577.5312,846385589830.6396,672.95
14713350484667.572,1294658677344.7231,-37571030509782.83,-12978029463306.492,19239852235734.805,28334361722280.055,5004982955583.58,1154740979390.8296,673.8316666666667
8719569107154.865,767253212595.3563,-22265710183763.07,-7691166229981.195,11402108597122.664,16791785509612.357,2966101761492.099,684333878793.9646,665.0183333333333
12979334771197.74,1142078972376.3682,-33143163709112.08,-11448526910774.285,16972373676078.688,24995066039141.418,4415129609987.362,1018651059987.085,658.3133333333334
13015728940450.467,1145281373918.9067,-33236097390427.98,-11480628678681.75,17019964369105.844,25065152397346.305,4427509669244.638,1021507359148.7328,626.7199999999999
17217108274764.635,1514969558345.787,-43964459539294.77,-15186489182162.195,22513880605805.195,33155994994558.355,5856676477750.243,1351242282377.1829,631.4116666666666
14778677376064.123,1300406882378.6196,-37737845106244.164,-13035651539764.627,19325276453001.16,28460165687324.207,5027204969601.095,1159868072774.2888,615.63
14514735709373.79,1277182096957.3564,-37063861270668.82,-12802839660520.7,18980134207076.184,27951877744504.848,4937420964157.751,1139153265597.219,623.3666666666667
14905232897031.361,1311542756615.8816,-38061008861036.45,-13147280843426.975,19490766195213.664,28703881087891.492,5070254869803.258,1169800485594.0632,618.6133333333333
10649472741937.516,937069480556.9884,-27193783450453.773,-9393453283757.87,13925739055760.453,20508314140997.996,3622589549443.4824,835797624001.4673,598.6483333333333
14759927670458.893,1298757035198.5747,-37689967094534.664,-13019113181082.941,19300758367994.9,28424058274446.71,5020826957494.968,1158396568858.205,625.6933333333333
17697819095273.754,1557268303418.5854,-45191970761410.96,-15610504039188.664,23142480075625.438,34081728095686.95,6020198010756.385,1388969713300.8943,646.175
12295708164712.697,1081925179453.4899,-31397500544494.957,-10845528502173.06,16078431918860.75,23678566299668.242,4182583034165.7163,964998383064.1403,627.1216666666667
10679814856765.834,939739343200.8479,-27271263013006.414,-9420216780989.262,13965415774774.107,20566745706529.95,3632910906019.407,838178949244.594,638.1416666666667
13253098446771.832,1166167963303.942,-33842228233654.53,-11690002284114.307,17330359346076.502,25522268720402.266,4508254727890.547,1040136762404.8859,656.7833333333333
2969488136498.9062,261291459768.11594,-7582687309309.708,-2619260948968.874,3883038819874.6885,5718517681712.405,1010119205985.609,233053045473.08835,702.032142857143
7312213191227.868,643416979736.6846,-18671980042376.797,-6449796570280.76,9561785317502.207,14081557745777.453,2487367004010.366,573881057030.0864,663.5216666666668
