Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Close
19180477510028.527,1687730366732.452,-48977988757703.445,-16918294622184.926,25081271527410.574,36936970520474.67,6524548147326.342,1505332665006.9895,524.2833333333333
4756933833652.0625,418572493057.0816,-12146989008408.592,-4195891634640.463,6220384570304.705,9160706318004.412,1618147570005.9617,373336267708.48914,529.5958333333333
15980454272694.445,1406153581229.369,-40806622578352.016,-14095688260533.555,20896774343333.797,30774497938352.887,5436008711747.444,1254186694146.4143,518.6694444444444
20322349156832.156,1788206009196.1436,-51893795795836.836,-17925491606154.18,26574435086194.36,39135939522442.98,6912974141233.66,1594949637269.7708,520.7
20080999076032.746,1766969104276.2822,-51277500636673.62,-17712606855790.24,26258834647120.53,38671157723151.48,6830875049349.618,1576007915547.952,528.1624999999999
23797035001555.02,2093950878116.9285,-60766521889877.76,-20990366192784.035,31118093530340.12,45827345798408.336,8094944446177.82,1867651807625.0269,535.0305555555556
20445346970652.09,1799028845257.5928,-52207874974516.53,-18033982825042.27,26735272727424.832,39372803705587.74,6954813827715.16,1604602820078.4697,551.6236111111111
23992840810140.156,2111180292515.3638,-61266518375954.25,-21163078324702.055,31374138448472.316,46204420399579.695,8161550921193.761,1883019064304.0637,571.6430555555556
23698127337203.57,2085247846904.773,-60513957954513.66,-20903123984003.805,30988757650145.297,45636873554054.336,8061299410495.984,1859889230827.5103,579.2375
20951305831301.383,1843549276117.7085,-53499857115650.35,-18480267909725.992,27396887899237.395,40347157936836.234,7126923834457.353,1644311636433.0815,575.9236111111111
19710613662194.223,1734378156502.2393,-50331709347692.305,-17385905495810.041,25774501935451.785,37957884932940.414,6704882495826.272,1546939106936.2896,576.2472222222223
15294058734714.51,1345756259612.984,-39053888628234.3,-13490247639701.402,19999212311538.707,29452665776608.29,5202520223556.974,1200316581759.2227,569.2777777777778
9050038365859.1,796331809485.8513,-23109574446862.043,-7982659157327.762,11834244997286.041,17428189505843.46,3078516189526.04,710269999026.509,571.8638888888889
13308012632941.152,1170999888782.4817,-33982453794646.9,-11738439665976.578,17402167358615.262,25628020359684.363,4526934676896.228,1044446650275.2358,574.0763888888889
14754947949977.148,1298318747431.1804,-37677251282354.484,-13014720581126.479,19294246272578.06,28414468500066.65,5019133003684.74,1158005802215.7595,573.7555555555556
16839082109216.898,1481706091368.7393,-42999157300448.164,-14853047920245.768,22019555674187.562,32428007877167.473,5728084784379.832,1321573939024.5994,565.8499999999999
14575325482704.398,1282513393879.3403,-37218579334206.086,-12856283153118.424,19059363687227.656,28068559002504.99,4958031537711.225,1143908583924.721,555.0763888888889
3920302289360.546,344955593974.41534,-10010622565640.84,-3457934190368.356,5126366970709.405,7549556024274.855,1333553919962.135,307675307063.2448,557.9847222222222
12551351440593.918,1104419671856.728,-32050294172105.42,-11071020541616.734,16412722437314.688,24170873490663.105,4269544190104.0693,985061961636.577,562.3597222222222
14053237441817.588,1236573785525.424,-35885410029435.66,-12395771201495.588,18376657476047.055,27063143388949.742,4780434882640.6455,1102933768912.9155,556.8041666666667
15409864253379.293,1355946202417.1553,-39349602001195.4,-13592394794326.682,20150644831166.703,29675679313551.83,5241913336133.341,1209405319186.0974,551.3152777777777
13018239093791.406,1145502099484.2314,-33242507318886.453,-11482842568339.53,17023246120552.342,25069986420569.984,4428363544722.47,1021704494530.4502,547.7694444444445
16126482004183.707,1419002899156.6833,-41179509383756.14,-14224493275129.623,21087727002108.46,31055712216839.258,5485682414197.951,1265647329074.8809,552.338888888889
13214813198637.367,1162799062361.3762,-33744465948560.992,-11656232347974.408,17280295411211.309,25448540770696.773,4495231398591.993,1037132148157.9427,552.4416666666667
13634314133444.297,1199711829584.5972,-34815675575420.426,-12026256524152.475,17828854081949.027,26256398321971.7,4637931391048.137,1070055642504.3676,560.3583333333333
19182574594724.375,1687914886564.3738,-48983343071501.02,-16920144242472.91,25084013825628.93,36941008504138.95,6525261431085.237,1505497125719.1616,574.5416666666666
14493756224409.666,1275335934156.649,-37010289830110.695,-12784334358664.82,18952699953549.348,27911476504711.18,4930284465033.063,1137506871724.1704,579.5611111111111
14933550030289.328,1314034338964.644,-38133317625101.516,-13172258014176.006,19527794623268.773,28758412993159.7,5079887375852.432,1172022930380.0732,598.0986111111112
15551099791891.55,1368373822631.4495,-39710251522612.055,-13716972734922.297,20335330932417.777,29947664786562.887,5289956867823.79,1220489817557.6777,599.5625
15223622417943.006,1339558372869.5005,-38874027120066.35,-13428118629348.314,19907106388528.406,29317022380202.39,5178560163951.582,1194788577892.8596,601.2986111111111
18021864369455.164,1585781527768.1013,-46019431263467.65,-15896330454561.178,23566215766929.504,34705761046489.574,6130427203964.868,1414401733912.155,600.9944444444444
14488813797076.818,1274901010688.855,-36997668942259.2,-12779974767490.67,18946236899685.64,27901958407334.582,4928603194840.903,1137118958494.051,589.8888888888889
13274536574911.84,1168054215336.0623,-33896971554944.047,-11708911766122.541,17358392341428.22,25563553530516.05,4515547253148.828,1041819394376.5952,592.9083333333333
12554875165137.926,1104729681818.3418,-32059292107389.062,-11074128579053.0,16417330046358.684,24177659290724.73,4270742829545.6035,985338532739.466,605.3097222222223
16568157416235.68,1457866833592.8645,-42307341972794.195,-14614076543121.832,21665282064238.594,31906272209033.004,5635925369278.293,1300311067543.5266,608.8722222222223
15093007833015.709,1328065340870.445,-38540498417409.76,-13312909007249.574,19736308867152.887,29065490206268.863,5134129507552.62,1184537592737.4695,612.6430555555556
13962220457014.504,1228565000453.3015,-35652994933763.42,-12315488888042.36,18257639473738.902,26887866499456.605,4749473969349.223,1095790495712.0818,615.4208333333333
12756601545460.598,1122480055036.0637,-32574407382881.977,-11252063069666.844,16681116889489.707,24566135796991.68,4339363330478.578,1001170539581.5879,622.525
17149753092607.809,1509042670335.581,-43792465797904.805,-15127077706320.682,22425803268752.344,33026285048400.684,5833764495764.817,1345956154551.289,626.9444444444445
14538885432291.66,1279306953482.423,-37125528290509.94,-12824140875309.045,19011713019678.664,27998384134681.55,4945635848056.381,1141048644392.0737,623.1430555555556
17672679089974.684,1555055990237.9192,-45127775179959.72,-15588328794739.42,23109605140488.812,34033314577888.965,6011646220080.629,1386996797462.9243,628.2083333333334
18269140513176.902,1607539925355.575,-46650859061031.945,-16114442432825.344,23889565628947.453,35181955170098.84,6214542155928.304,1433808537267.8665,638.4277777777778
14587373500706.176,1283573503052.26,-37249343980369.55,-12866910106902.955,19075118176748.395,28091760300045.062,4962129824771.87,1144854089262.6116,643.9083333333333
14080377045852.95,1238961843122.3215,-35954711987307.125,-12419709890413.51,18412146435978.926,27115407749866.605,4789666855622.79,1105063765229.2808,643.8222222222223
15417268819986.574,1356597688428.163,-39368510021831.96,-13598925979795.746,20160327177380.836,29689938829200.24,5244432124265.5625,1209986506835.7556,648.3902777777778
11417860995233.672,1004681477156.3398,-29155888569767.973,-10071216178687.77,14930518389195.998,21988044485340.26,3883969174540.7617,896102753592.3905,653.9402777777777
13078742525579.09,1150825923661.4302,-33397004795506.074,-11536210083796.553,17102363241100.041,25186501361719.41,4448944743789.424,1026452928229.5447,666.8569444444444
21157110767013.99,1861658476385.2048,-54025387281142.02,-18661799839279.996,27666007894361.71,40743488812909.91,7196931715750.054,1660463774257.457,666.0222222222222
19537555450700.848,1719150442334.1235,-49889798930543.46,-17233258108703.717,25548203225096.39,37624616270434.73,6646013927459.416,1533356966548.5083,668.8527777777776
14434560133062.008,1270127172339.1047,-36859130302851.26,-12732119964993.805,18875292538939.566,27797478902100.516,4910147936522.333,1132860944977.449,677.2736111111111
19767901637716.168,1739419059327.6387,-50477994972879.97,-17436436681629.842,25849414363069.785,38068206991274.48,6724369833615.792,1551435040710.8967,690.9777777777778
23641627766130.223,2080276368838.2886,-60369684729481.38,-20853288183054.95,30914876393025.15,45528069233749.86,8042080197183.3955,1855455015792.035,697.0055555555556
23049471285018.57,2028171269114.301,-58857592891982.6,-20330971701413.246,30140545383330.926,44387718412411.516,7840648596979.544,1808981002751.8276,683.0013888888889
22514874809187.016,1981131048603.238,-57492482841644.72,-19859426638168.434,29441482667498.37,43358214572070.7,7658797002522.218,1767024478256.3052,682.1791666666667
20501106728182.934,1803935321185.0515,-52350259031390.22,-18083166191167.566,26808187058849.848,39480183289216.91,6973781366453.192,1608978869475.1526,700.2930555555555
29096419471401.62,2560254927383.746,-74298676404369.1,-25664731016846.582,38047812172755.664,56032680988337.49,9897615314567.979,2283560785320.345,704.5083333333333
20902534625681.703,1839257747644.1665,-53375318771774.72,-18437248849891.76,27333112326803.51,40253236679369.766,7110333545857.186,1640484030037.7773,692.9291666666667
21439468184514.96,1886503680466.859,-54746396457843.61,-18910855464742.48,28035231312908.652,41287241121246.56,7292980145974.1,1682623933279.2358,698.9027777777778
21368206885416.984,1880233238228.5327,-54564428315206.234,-18847998830796.312,27942046749869.348,41150009014104.74,7268739458471.737,1677031158065.7222,702.651388888889
26141786260759.086,2300270536035.7583,-66753921974579.7,-23058572995186.637,34184198106641.438,50342770561884.91,8892549297347.307,2051673724820.951,693.6222222222221
24501307845777.9,2155921382913.4502,-62564905942698.17,-21611575795070.44,32039033284403.977,47183605230414.26,8334514174175.378,1922924852705.6538,680.7944444444444
23643811161174.016,2080468467759.7031,-60375260100427.47,-20855214037486.973,30917731373217.066,45532273934452.06,8042822919622.705,1855626401710.263,690.4180555555555
25069922261240.848,2205954958567.2075,-64016881851144.26,-22113126733894.94,32782579549456.402,48278619399722.49,8527937527303.255,1967551168679.7568,677.2416666666667
26220955246283.34,2307236749466.348,-66956083083728.22,-23128404641313.78,34287723005405.637,50495231207804.28,8919479930199.725,2057887185608.0005,658.8875
31171507200559.48,2742846239101.7593,-79597482318415.31,-27495078924250.215,40761291847660.86,60028799357911.53,10603489853789.766,2446419031660.686,641.6638888888889
26647138644622.883,2344737589655.3403,-68044356011661.43,-23504323189384.668,34845020178020.383,51315957234290.47,9064453044503.982,2091335031252.53,667.0805555555556
23943821142091.42,2106866965359.7937,-61141344723199.945,-21119840125569.297,31310038116067.418,46110020171626.24,8144876076287.708,1879171833399.5586,678.2216216216217
30500461500229.402,2683799520714.058,-77883945032679.25,-26903177693663.695,39883801736740.664,58736527477562.56,10375222877943.967,2393753696890.17,665.6121621621622
33429604126578.78,2941540969284.856,-85363608293215.88,-29486851603356.254,43714083139850.58,64377349185647.46,11371617881677.986,2623640200070.1626,656.45
25339252291910.25,2229653941139.472,-64704625075163.19,-22350691575790.18,33134768106686.35,48797284080255.09,8619554483511.543,1988688836613.6218,644.4621621621623
26123482965300.062,2298660001248.2334,-66707184018258.23,-23042428449681.516,34160263954637.53,50307522899385.64,8886323140081.99,2050237233619.8362,629.927027027027
26201633701763.555,2305536663244.3516,-66906744978757.586,-23111362036434.08,34262457461147.242,50458022688208.67,8912907418142.055,2056370773453.578,642.9621621621621
28942843702104.926,2546741542922.6587,-73906515827027.95,-25529268470327.383,37846989582548.234,55736931412397.914,9845374107694.906,2271507820055.9775,640.127027027027
23725466371476.734,2087653522337.939,-60583768957927.46,-20927238686916.113,31024507607515.45,45689521892316.58,8070599227732.732,1862034828018.0225,650.1581081081081
20994254968904.414,1847328509737.2578,-53609529392662.74,-18518151646727.38,27453050384598.945,40429867767079.03,7141533692234.746,1647682385208.4363,662.0081081081081
27078956483167.8,2382734128850.627,-69147017926554.34,-23885211644555.336,35409684953454.49,52147534596914.9,9211342875898.342,2125225285886.8235,657.8391891891891
21839217733413.168,1921678554310.586,-55767170231633.29,-19263457900297.117,28557962412144.06,42057062302490.55,7428961401587.539,1713997254163.5554,663.9945945945946
25686158235870.324,2260178926377.3906,-65590460261260.875,-22656682657544.77,33588398261696.926,49465340713441.99,8737560061319.92,2015914780948.361,660.018918918919
22165454454337.367,1950384781595.392,-56600227100641.766,-19551217642031.395,28984564462787.88,42685315805679.8,7539936100270.676,1739601212621.765,668.618918918919
23043300615015.344,2027628345324.1145,-58841835934558.03,-20325528911049.3,30132476468833.758,44375835272899.08,7838549564481.724,1808496709285.8184,669.4121621621622
24179573318011.707,2127611362421.8044,-61743345576696.18,-21327787321011.055,31618318739042.363,46564021869672.67,8225070967136.226,1897674194376.5547,673.2716216216216
23945541983933.305,2107018462975.989,-61145739705442.69,-21121358232812.094,31312288712377.65,46113334624780.11,8145461511215.086,1879306939662.9138,672.9675675675676
27331135076533.895,2404923900602.9565,-69790964178308.63,-24107647853018.008,35739445453397.74,52633169586546.17,9297125469571.168,2145016837768.7268,654.3864864864864
28652638274631.094,2521205772124.537,-73165466308206.25,-25273290406218.26,37467503748828.32,55178065592990.68,9746656030798.803,2248731697436.7695,651.7567567567568
21555565580099.637,1896719409440.9387,-55042854985115.766,-19013260225487.824,28187045897661.617,41510816685725.67,7332472547474.195,1691735495707.7778,642.1972972972973
28953696660156.86,2547696484782.6953,-73934229023804.14,-25538841324481.652,37861181287991.41,55757831439487.945,9849065894160.877,2272359575743.425,643.6121621621622
22871205617567.4,2012485354846.7542,-58402385375630.32,-20173731122680.86,29907437162357.34,44044421697340.414,7780008669530.884,1794990227227.789,633.1243243243243
26250174935341.75,2309807923978.3203,-67030696808599.42,-23154178256638.035,34325932322773.855,50551501483114.46,8929419503684.562,2060180407778.8162,626.5527027027027
24634243355003.105,2167618719919.653,-62904361366544.266,-21728832770303.113,32212866066633.516,47439607097428.79,8379734355911.309,1933357967359.6782,635.422972972973
21492442339724.984,1891165033813.9377,-54881667681177.21,-18957581807835.625,28104502955477.168,41389256533752.555,7311000153500.0205,1686781434344.8552,649.4797297297297
25412359910580.88,2236086817651.944,-64891307778776.08,-22415176701056.664,33230366938105.688,48938071665461.19,8644423206951.377,1994426504676.014,653.314864864865
22389954476027.18,1970139055674.7358,-57173494817298.13,-19749239706081.74,29278131116800.207,43117648323051.4,7616303365775.097,1757220450004.4753,652.6432432432432
21311737134573.105,1875264403955.025,-54420230873973.2,-18798189334308.117,27868204496524.93,41041261918004.516,7249530376531.6045,1672599242258.04,657.5554054054054
22561336721697.676,1985219294086.1943,-57611124910040.4,-19900408681932.73,29502238266766.742,43447688996465.375,7674601764565.499,1770670947392.1484,658.1027027027027
25419646258123.105,2236727978133.8647,-64909912990088.72,-22421603621338.516,33239894948768.316,48952102946775.59,8646901724745.475,1994998247686.0208,649.6702702702703
22615963030029.555,1990025973002.29,-57750616098961.55,-19948592406312.176,29573670108483.688,43552886823417.57,7693183872952.38,1774958325032.4995,643.381081081081
21255351546164.01,1870302912207.0852,-54276248489577.75,-18748453969074.195,27794472117072.8,40932676933420.336,7230349913150.065,1668173967060.6003,633.8283783783784
22628902866620.457,1991164599525.894,-57783656987219.97,-19960005941441.953,29590590888261.047,43577804892789.96,7697585460757.387,1775973665444.771,636.0310810810811
22820926729476.312,2008061153497.9612,-58273997021263.88,-20129382182430.31,29841690003125.87,43947596959620.31,7762905518044.39,1791044299377.4207,621.3783783783783
24828846851266.85,2184742286148.8372,-63401287941340.2,-21900484351115.3,32467338518306.945,47814366497114.39,8445931869363.452,1948630950748.8499,618.2810810810811
21116462890491.81,1858081852594.0198,-53921591676656.78,-18625946180303.184,27612855137301.938,40665210913027.09,7183104702782.362,1657273598599.1738,621.2608108108109
20022088290641.297,1761785520232.3774,-51127069512429.6,-17660644208804.637,26181800642579.176,38557709469820.76,6810835560647.199,1571384299777.5942,611.7256756756757
19837731285945.09,1745563578673.9817,-50656307881436.24,-17498030677794.133,25940727033847.793,38202682470701.67,6748123572435.62,1556915504388.4055,619.0594594594595
15013995875513.775,1321112932472.191,-38338738883206.555,-13243215934572.164,19632989252079.848,28913332361849.477,5107252338983.24,1178336553340.1997,606.7175675675676
15707579330235.998,1382142832466.9487,-40109826847579.44,-13854996805262.395,20539950902541.973,30249006383610.17,5343185882266.673,1232770654493.2766,612.0851351351351
15036992069679.344,1323136423851.3884,-38397460747108.53,-13263499968162.205,19663060171904.016,28957617694317.188,5115074889257.725,1180141391123.6726,606.045945945946
19476806014325.18,1713804919993.8928,-49734673158969.484,-17179673475301.06,25468764295377.69,37507627440102.04,6625349011988.586,1528589209804.7314,609.8567567567568
18013072768136.41,1585007961301.7905,-45996981437042.875,-15888575752766.55,23554719614814.71,34688830407168.902,6127436576330.061,1413711685986.0232,624.2337837837838
18963825436302.97,1668666756717.9182,-48424760139779.74,-16727194948239.057,24797967652850.984,36519750683460.984,6450850421888.864,1488329148143.909,624.0202702702703
17308203074875.086,1522985060134.645,-44197073066622.48,-15266839863201.746,22632999878367.49,33331421475186.62,5887663814433.382,1358391686959.7686,616.2243243243244
17702787912642.9,1557705415687.2236,-45204658675187.52,-15614886615802.477,23148977157040.684,34091296681675.656,6021888200250.831,1389359704962.392,620.1581081081081
19463255625540.715,1712612621629.5317,-49700071739193.086,-17167721281849.87,25451045316068.32,37481532631807.625,6620739624871.825,1527525709783.2866,635.2148648648649
24227898020412.38,2131863538768.01,-61866745090818.23,-21370412585671.145,31681510316315.61,46657084081269.39,8241509445113.525,1901466948587.2122,638.1945945945946
20040469694855.96,1763402958304.689,-51174007035195.07,-17676857697535.918,26205837119004.73,38593107606787.664,6817088286206.525,1572826894664.078,645.0567567567567
23165434607895.418,2038375196816.9946,-59153709106490.77,-20433258213477.105,30292184595276.15,44611035834512.695,7880095403100.89,1818082065917.4333,647.6905405405405
17284394234003.955,1520890077835.5952,-44136276504825.266,-15245839108004.514,22601866387093.223,33285571464385.883,5879564861346.59,1356523115957.191,649.0405405405405
23113623905654.734,2033816246117.1255,-59021408787455.2,-20387558135043.688,30224434491615.125,44511260933121.0,7862471155463.913,1814015840150.1172,649.6905405405405
16430568689903.191,1445760203062.765,-41956004542406.11,-14492715450599.494,21485365073103.195,31641309558459.832,5589122362139.253,1289512702246.1025,642.422972972973
19729968575365.516,1736081362618.845,-50381131996240.055,-17402977747346.436,25799811836528.22,37995157345149.8,6711466326981.598,1548457927830.3574,662.6513513513513
24621259089249.402,2166476226889.9714,-62871205322778.56,-21717379861473.695,32195887406934.15,47414602305037.234,8375317509302.436,1932338843860.9775,656.0445945945946
15216406122327.512,1338923489751.9717,-38855599990635.08,-13421753580416.557,19897670410729.234,29303125520115.12,5176105427452.348,1194222151631.5989,658.5486486486486
3771232857331.692,331838673958.9836,-9629968790744.246,-3326446312847.044,4931437001175.147,7262484269685.602,1282845552024.8394,295975947401.22705,658.0297297297296
15618314173112.742,1374288185359.4,-39881885558221.37,-13776259743019.527,20423223675855.02,30077103375721.043,5312820908756.756,1225764927135.9854,651.2783783783783
13843258567868.82,1218097323361.6985,-35349222031632.695,-12210557683269.637,18102079552435.562,26658774801030.18,4709007195087.771,1086454088642.5057,651.545945945946
17261202352658.928,1518849387602.6436,-44077055334762.41,-15225382546845.158,22571539686905.582,33240909542426.914,5871675772718.272,1354702954337.2083,661.0216216216216
18191068252288.76,1600670212488.8965,-46451498855211.98,-16045578204894.23,23787474867488.15,35031606797668.723,6187984618006.94,1427681200260.1523,664.4445945945946
23007107816050.027,2024443554330.789,-58749416437298.37,-20293604567656.01,30085148705049.81,44306136622567.95,7826237981420.227,1805656263583.9375,663.3824324324324
22299127578838.668,1962146916489.891,-56941564909460.555,-19669124873396.297,29159361443132.19,42942737278546.05,7585407069672.647,1750092084720.1235,641.2567567567568
21698616430465.434,1909306758562.042,-55408139959907.84,-19139439368445.47,28374105767810.203,41786298005056.0,7381133585629.092,1702962465848.957,640.1675675675676
27531620747710.625,2422564965429.561,-70302911171056.09,-24284487697066.746,36001609447988.3,53019256613704.305,9365323878083.219,2160751504633.7085,638.5824324324324
18449500463603.695,1623410194264.8042,-47111414158320.266,-16273530409784.232,24125412623284.34,35529284890388.27,6275894498441.017,1447963632407.695,640.1621621621622
21465504958164.254,1888794757791.8767,-54812882168572.82,-18933821483535.375,28069278367437.16,41337381649568.43,7301836976592.056,1684667331256.4978,633.1837837837837
16701511499083.375,1469600993120.9705,-42647866180850.125,-14731702709034.412,21839662134783.46,32163080117137.12,5681287934899.378,1310777038330.7974,640.2824324324324
13815255182331.486,1215633236595.9473,-35277714462461.81,-12185857052257.44,18065461013292.6,26604847034662.008,4699481389697.194,1084256315045.0284,646.0567567567567
15423993244955.773,1357189460204.6191,-39385680681333.69,-13604857384817.168,20169120641095.734,29702888222290.26,5246719523356.773,1210514153782.0127,652.6972972972973
15989061338639.91,1406910936983.3853,-40828600902619.555,-14103280172467.682,20908029371875.473,30791072985077.523,5438936529188.467,1254862171421.0488,643.2351351351351
18011664511406.332,1584884053656.7122,-45993385518903.484,-15887333622000.68,23552878130081.562,34686118532016.844,6126957548539.637,1413601179648.6416,630.0337837837837
18990015852260.715,1670971236473.0854,-48491638192675.49,-16750296282347.877,24832215197250.11,36570187023428.664,6459759493969.675,1490384662408.335,608.7175675675676
20491531372000.69,1803092760529.7395,-52325808113965.625,-18074720197320.64,26795665780830.684,39461743555052.89,6970524178546.029,1608227415264.9849,584.1608108108109
29248557284452.336,2573641820393.4966,-74687165757559.88,-25798925433892.824,38246754308228.68,56325661999192.14,9949367492850.02,2295501064893.956,590.1486486486486
30324381959061.633,2668305818622.4453,-77434319693650.14,-26747865087669.66,39653551748735.91,58397440456671.375,10315326532578.885,2379934507457.2563,559.2486486486487
18559164302664.895,1633059585809.2666,-47391444568025.04,-16370260013951.785,24268813526596.91,35740470964538.78,6313198395024.37,1456570421390.8872,500.8810810810812
24479408545225.82,2153994314322.818,-62508985407429.9,-21592259161255.594,32010396393831.465,47141432431489.57,8327064756320.087,1921206193821.935,542.8878378378378
21982467017655.508,1934283228311.3909,-56132962129350.9,-19389811866197.703,28745281261547.535,42332925824792.16,7477689933758.855,1725239899881.6167,557.75
21030859381671.535,1850549305340.1765,-53703000257839.94,-18550438734591.72,27500915567874.652,40500359181613.39,7153985286124.929,1650555302541.9495,552.072972972973
17474761751953.768,1537640845924.5256,-44622386574268.91,-15413754244756.256,22850799368670.81,33652173529708.535,5944321458911.499,1371463738466.1785,556.8081081081082
15832504908693.658,1393135273143.5945,-40428828875281.51,-13965188425195.22,20703309263342.66,30489583138118.61,5385681350287.692,1242575190442.0103,581.7756756756756
18995058461381.05,1671414999704.396,-48504514634782.41,-16754744256970.432,24838809304617.902,36579897902791.77,6461474834037.272,1490780401032.7134,580.4337837837837
17100743761229.025,1504730247922.2148,-43667319161420.9,-15083848705745.85,22361716430668.297,32931905147893.496,5817093218385.35,1342109831045.86,576.4756756756757
18261385753543.64,1606857578408.967,-46631057066175.07,-16107602321657.709,23879425144923.75,35167021432077.3,6211904264475.38,1433199940441.0476,564.0364864864864
21704474891404.734,1909822210296.8706,-55423099910712.016,-19144606826236.918,28381766348021.61,41797580099662.78,7383126450333.903,1703422317369.7556,537.7189189189189
20737469390488.633,1824733325646.8987,-52953819213123.13,-18291651775146.758,27117265447212.688,39935360929809.04,7054183967222.956,1627529309449.931,533.372972972973
19553790734196.16,1720578986088.572,-49931256337969.6,-17247578538394.195,25569433052269.418,37655881563055.67,6651536631624.423,1534631198768.4019,543.4716216216217
15511095704011.959,1364853790446.2769,-39608099822066.44,-13681686852269.275,20283019741750.43,29870626650687.668,5276348852868.446,1217350218872.203,549.322972972973
19563976739153.605,1721475278048.8672,-49957266668565.945,-17256563196930.37,25582752754734.953,37675497370937.78,6655001568032.745,1535430624124.9644,536.5283783783783
16747377613376.883,1473636818324.915,-42764986950052.695,-14772159267525.178,21899638590521.586,32251407279772.55,5696890050656.237,1314376784696.903,543.9918918918919
18042837301896.79,1587627023962.1738,-46072986387700.29,-15914829889570.488,23593641067779.125,34746149921678.67,6137561502077.783,1416047736777.6692,546.7162162162163
15672180197470.186,1379027950991.0798,-40019434201744.766,-13823772689582.496,20493661203837.81,30180836340822.055,5331144315685.413,1229992503920.5166,547.9445945945946
15346790218366.113,1350396187931.7227,-39188540640485.984,-13536759892088.348,20068166291808.984,29554214167483.82,5220457722327.177,1204455167428.4014,550.0108108108109
12605053250297.5,1109145024011.7485,-32187423604755.785,-11118388708325.793,16482945406271.43,24274290296126.145,4287811743335.958,989276633150.1394,550.377027027027
14198348437062.871,1249342413189.7056,-36255955946869.33,-12523767563100.773,18566411272301.863,27342592261801.746,4829796741296.375,1114322474294.153,538.0081081081081
15417405693053.008,1356609800732.6626,-39368858935450.84,-13599046768165.838,20160506332071.566,29690202089870.637,5244478664470.6875,1209997154184.6,526.7972972972973
15292543321306.777,1345622899811.0483,-39050019458044.72,-13488911007084.963,19997230603243.72,29449747792721.348,5202004774520.085,1200197738031.54,534.814864864865
14670685403131.168,1290904335757.3,-37462084016743.65,-12940396183867.836,19184060729302.31,28252199194399.17,4990469758860.848,1151392669238.912,533.0837837837837
14428024008713.887,1269552036909.7917,-36842440276550.48,-12726354750733.994,18866745520478.81,27784892051908.332,4907924593764.39,1132348023662.6719,537.1621621621622
14857720408511.71,1307361958882.4678,-37939684340192.43,-13105371976773.256,19428636373010.58,28612383614058.883,5054092742627.577,1166071663890.772,535.3418918918919
14482729996116.947,1274365751513.2847,-36982133660795.0,-12774608610723.836,18938281674459.94,27890242459360.336,4926533699861.739,1136641443472.81,538.2878378378379
16258418156654.043,1430612268143.3484,-41516412224429.54,-14340868600950.271,21260252870862.043,31309789068742.47,5530562583334.857,1276001921733.328,538.8945945945945
18769305526779.215,1651550467880.814,-47928047339247.47,-16555617021051.705,24543604168920.555,36145152456960.92,6384681365753.386,1473062831507.7385,530.081081081081
22536920279023.2,1983070798226.4067,-57548777030311.76,-19878871957162.777,29470309983796.09,43400669051572.555,7666296153750.706,1768754779944.6155,539.021052631579
18367681407478.98,1616210735093.1487,-46902486682462.73,-16201361257428.82,24018422090037.32,35371721304285.5,6248062460120.334,1441542342582.5142,520.625
16489425730670.965,1450939093761.867,-42106298033126.93,-14544630702182.19,21562328925240.113,31754654069886.895,5609143544879.065,1294132027465.38,530.6736842105263
20524728628950.53,1806013872477.4426,-52410578338943.02,-18104002140443.68,26839076040473.08,39525673446379.586,6981816769277.95,1610832823304.2437,531.925
19981130559179.5,1758181495735.666,-51022483232141.18,-17624517102116.125,26128242138551.77,38478835193498.95,6796903181923.388,1568169984266.1738,529.7631578947369
18974315293935.766,1669589751006.251,-48451546451364.38,-16736447603091.51,24811684471458.01,36539951722737.266,6454418740130.33,1489152485967.7976,427.2986842105264
20431224284796.387,1797786233029.4233,-52171812270645.54,-18021525943121.336,26716805485792.105,39345606915595.31,6950009794898.172,1603494421388.4482,428.0407894736842
14684714175663.797,1292138726721.143,-37497907117768.77,-12952770347016.959,19202405289609.883,28279215316495.707,4995241879638.41,1152493723324.7947,425.42763157894734
16874511784139.418,1484823609473.917,-43089628187705.14,-14884298952898.48,22065885027719.73,32496236928869.4,5740136773984.563,1324354587382.6946,433.65921052631575
21381356151440.758,1881390273201.5215,-54598005592510.69,-18859597299797.535,27959241284404.73,41175331490250.24,7273212423643.824,1678063196737.0,435.778947368421
27693680901970.582,2436824919163.9507,-70716737261829.83,-24427434120194.305,36213526357424.47,53331345465905.42,9420451280793.514,2173470501668.3264,426.0815789473684
15660815833269.385,1378027940849.172,-39990415138375.98,-13813748622355.896,20478800538403.28,30158951432173.18,5327278550370.93,1229100642211.566,434.6315789473685
11956601821540.535,1052086420301.589,-30531581141121.91,-10546416871819.549,15635000612083.48,23025529245453.617,4067230535774.8296,938384491350.1976,433.9105263157894
12325687060675.664,1084563005421.4514,-31474052734449.535,-10871971493462.799,16117633420729.943,23736298415137.06,4192780826077.1,967351248316.9084,429.2105263157895
16475527515930.84,1449716169345.0454,-42070808551794.336,-14532371691986.57,21544155025526.605,31727889511619.035,5604415848611.678,1293041262553.8652,424.7421052631578
16903857279368.668,1487405793960.511,-43164562962260.47,-14910183405478.09,22104258626943.652,32552749308993.605,5750119116846.869,1326657687265.7322,430.6460526315789
