Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Close
4626720465197.805,407114785515.9894,-11814484819885.518,-4081035970004.4253,6050111674127.212,8909946847841.441,1573853417685.9712,363116792906.85693,-3414103430585.168,-9691215455693.71,396.75714285714287
4182524489781.287,368029037417.0142,-10680215794232.88,-3689229342168.552,5469260590830.48,8054532743800.811,1422753024596.6372,328255206358.78314,-3086326873499.6973,-8760794285821.396,398.6428571428572
2964996575673.346,260896218863.7146,-7571217633977.7,-2615299056275.846,3877165334228.3047,5709867804661.541,1008591305557.4259,232700506055.15472,-2187900771486.6914,-6210537462033.038,393.9242857142857
2999011159261.399,263889227539.56018,-7658074861436.633,-2645301865711.753,3921644331679.1006,5775371586086.889,1020161902782.7179,235370042049.59183,-2213000442452.044,-6281784931896.362,396.7357142857143
5291807627780.842,465637181781.1184,-13512807368704.209,-4667681482001.361,6919810042044.931,10190744421326.45,1800093550297.99,415314589532.9586,-3904878077219.5396,-11084319613368.695,395.89
3712707611331.948,326688884046.8495,-9480522657426.723,-3274823601327.832,4854906572992.317,7149778783443.639,1262937248055.6875,291382762507.43115,-2739644224030.075,-7776707033241.706,389.9771428571429
5103147911441.602,449036607134.2699,-13031058340459.402,-4501272615872.352,6673109918593.153,9827431224460.555,1735917894398.0806,400508074717.4883,-3765664143835.5347,-10689149320604.992,393.4942857142857
3563651076729.051,313573070813.6916,-9099901845206.117,-3143347061367.1006,4659993344458.808,6862731880204.957,1212233269461.007,279684441787.82825,-2629653959134.269,-7464490366628.737,399.59
3047842005618.472,268185961677.39948,-7782765980665.902,-2688373506489.9766,3985497804993.3975,5869407963812.162,1036772496138.2238,239202397235.71933,-2249033176989.0586,-6384066910272.475,403.4242857142857
3705806122386.548,326081573729.34644,-9462899736660.584,-3268736068616.269,4845881733438.363,7136488344947.748,1260589613400.093,290841176372.497,-2734551711871.192,-7762251091317.335,402.45714285714286
3873242338062.8315,340814663718.54193,-9890453421264.424,-3416424532830.2344,5064829122229.368,7458929905199.03,1317545715023.8071,303981934605.7863,-2858104413329.6616,-8112966072381.055,404.4614285714285
4233807340807.32,372541537201.4992,-10811168013281.863,-3734463783688.6533,5536320449115.51,8153290976629.027,1440197694009.9497,332279970835.3403,-3124168889620.812,-8868212197853.453,405.55285714285714
4006628511721.812,352551593830.30536,-10231059599394.984,-3534078900794.5376,5239251009813.803,7715799572877.878,1362919178662.9097,314450437252.81805,-2956531447314.6157,-8392359353341.229,409.17
3772357327153.604,331937582291.8604,-9632840205965.584,-3327438105955.0205,4932907256385.271,7264649744012.498,1283228058931.7395,296064228101.08655,-2783660361741.581,-7901650440574.276,410.74
3600427121121.861,316809073169.0755,-9193810673339.182,-3175785663615.627,4708083397140.408,6933553644482.869,1224743229334.529,282570712048.9399,-2656791354698.002,-7541522156862.579,408.0214285714285
4408974585611.625,387954869788.907,-11258463604032.475,-3888971486111.757,5765377178120.113,8490620938143.881,1499783665022.5303,346027565844.13293,-3253426614575.9097,-9235120927973.846,404.07714285714286
3701370394138.4707,325691285037.71643,-9451572693094.596,-3264823493639.6475,4840081458065.903,7127946029949.146,1259080708558.2817,290492995555.4843,-2731278404568.025,-7752959846600.441,399.3657142857143
3174551953178.68,279335433985.847,-8106324262292.74,-2800139063197.679,4151189534684.467,6113420881408.718,1079874941153.5411,249146947541.94922,-2342533791837.6147,-6649476064247.956,400.7357142857143
3182060913380.3076,279996149421.2214,-8125498675121.871,-2806762382680.7417,4161008544491.1494,6127881340714.433,1082429235087.9685,249736281766.17487,-2348074768003.655,-6665204454966.124,397.0142857142857
4431739427853.408,389957982656.1807,-11316594398498.797,-3909051382805.989,5795145459916.614,8534460540241.0,1507527495501.1792,347814224438.6482,-3270225064439.9014,-9282804535862.203,392.5471428571428
3577269403608.2065,314771380730.5235,-9134676663229.668,-3155359217327.346,4677801319321.078,6888957466487.766,1216865758744.6987,280753232064.82745,-2639703032006.211,-7493015575225.127,391.88714285714286
3850379963979.8784,338802958228.02246,-9832073637280.162,-3396258609440.9116,5034933223982.26,7414902536631.564,1309768719496.9717,302187650747.81744,-2841234063377.3384,-8065078123622.032,395.0471428571428
3459184885134.718,304380877361.47,-8833143948102.277,-3051201824850.972,4523388589619.187,6661555212296.095,1176697413276.1724,271485665593.0994,-2552567295830.3086,-7245673545203.108,391.62428571428575
3695064257800.1,325136400269.4848,-9435469747711.219,-3259261118446.5566,4831835298387.313,7115801918638.477,1256935571495.9604,289998063885.19543,-2726625017897.341,-7739750918914.537,380.4142857142857
4245520933800.0386,373572229127.4562,-10841079251859.422,-3744795859508.289,5551637635571.688,8175848651642.68,1444182274969.058,333199317865.3441,-3132812556563.303,-8892747787247.408,387.7757142857143
4029422013776.972,354557242051.91547,-10289263433072.635,-3554184077933.1978,5269056826119.379,7759694272557.88,1370672747083.1836,316239313941.2217,-2973350963455.628,-8440102954712.956,380.0657142857143
5204988266844.795,457997755953.91254,-13291111024104.203,-4591101713564.133,6806281058904.902,10023551124396.934,1770560523072.3652,408500749546.8959,-3840813128650.099,-10902466033635.576,379.3
4824143291760.07,424486408093.0981,-12318610578880.697,-4255174321233.408,6308270706073.69,9290135548418.6,1641009966883.2122,378611053956.06287,-3559783770251.9414,-10104740925210.637,369.37428571428575
3859840699140.99,339635399402.469,-9856232078231.008,-3404603494422.6396,5047304415319.867,7433121702999.007,1312986945647.0256,302930186176.6607,-2848215336110.486,-8084894769601.423,368.0971428571429
4142221294473.594,364482675864.22015,-10577300173110.408,-3653679575397.7705,5416558291823.204,7976918469445.7295,1409043237965.9736,325092097461.10156,-3056586714213.8984,-8676374422073.901,367.3514285714286
4134445453346.617,363798450302.4195,-10557444338656.818,-3646820817274.804,5406390187447.668,7961944097543.816,1406398163203.7378,324481845256.49896,-3050848888297.646,-8660086970328.386,368.3342857142857
3153817496298.6924,277510961117.1155,-8053378004165.849,-2781850042627.1836,4124076188775.59,6073491231260.401,1072821770908.9799,247519638582.83643,-2327233594528.455,-6606045187203.148,369.64142857142855
3249147402197.3833,285899250873.3046,-8296806343203.7,-2865936605269.188,4248733999790.613,6257073789573.008,1105249792223.037,255001397501.42773,-2397578539591.624,-6805725195351.898,367.1028571428572
3291972954772.7954,289667556546.07166,-8406162679272.89,-2903711202408.869,4304734634853.343,6339545372452.731,1119817581846.634,258362438807.20184,-2429179908256.651,-6895428301263.155,370.48
3015286102073.443,265321298004.1529,-7699633622467.71,-2659657341498.3833,3942926199614.7227,5806713308180.755,1025698101694.0476,236647364467.51764,-2225009935301.972,-6315874822220.123,372.91
4007144829790.9404,352597019562.9522,-10232377844585.764,-3534534293419.1533,5239926121089.791,7716793758107.121,1363094801761.7197,314490944148.292,-2956912409455.18,-8393440675431.373,374.04285714285714
3752502497551.402,330190509147.23346,-9582140177683.64,-3309924979761.0044,4906944140384.739,7226414097218.436,1276474115921.2366,294505968842.15393,-2769009282129.5527,-7860062076009.364,370.0242857142857
4464096154142.85,392805116358.5911,-11399218574897.732,-3937591916182.2983,5837456594033.471,8596771915952.301,1518534171536.5195,350353691315.5536,-3294101486477.275,-9350579659190.252,374.32714285714286
3758890559779.526,330752612542.8581,-9598452355623.03,-3315559631605.7275,4915297494768.077,7238715990739.679,1278647119546.4243,295007319516.6054,-2773723094581.757,-7873442692794.367,376.7314285714286
2229535113759.3447,196181428978.0552,-5693192263132.872,-1966579360065.614,2915442225692.122,4293546530337.133,758412253080.0082,174979619544.69608,-1645196374604.1387,-4670026066138.225,376.94857142857137
3606030057208.7734,317302081287.42426,-9208117928451.84,-3180727774158.1763,4715409996514.349,6944343541939.686,1226649162388.1047,283010456198.47595,-2660925843049.8057,-7553258090161.64,373.98285714285714
3644336711922.5625,320672770740.2132,-9305935433030.42,-3214516494618.451,4765501594981.657,7018113024255.846,1239679795997.9788,286016870459.13043,-2689192732854.033,-7633496107073.091,376.59857142857146
3909316711834.9434,343988928771.42804,-9982570586829.168,-3448244248692.1714,5112001620989.508,7528400492711.125,1329817004581.327,306813157163.66486,-2884724078897.478,-8188528141461.39,377.9157142857143
4229925360205.421,372199941159.881,-10801255445443.898,-3731039660330.4004,5531244139247.238,8145815351053.031,1438877191774.639,331975342003.64307,-3121304436053.008,-8860081000852.604,382.6842857142857
4083390929918.8135,359306090871.2517,-10427074854650.64,-3601787815869.8667,5339629086105.739,7863625387229.396,1389031146001.4846,320474928518.7187,-3013175149953.658,-8553147274987.492,383.89571428571423
3483187247655.8535,306492911874.12115,-8894434777017.807,-3072373328484.941,4554775244907.404,6707777973667.659,1184862204647.989,273369421025.72745,-2570278841557.9214,-7295949394643.533,382.4242857142857
4994997007883.392,439520257455.7076,-12754891252177.004,-4405877338308.788,6531687156545.982,9619158606711.838,1699128616004.6187,392020041255.7432,-3685858276522.036,-10462614578384.22,388.0342857142857
3950813784300.2275,347640358874.92773,-10088534713119.143,-3484847091540.21,5166265177757.423,7608313814115.22,1343932896563.3616,310069931125.3579,-2915345125440.082,-8275448747521.302,388.9557142857143
4986790708387.95,438798155028.27155,-12733936232257.152,-4398638890671.55,6520956168606.273,9603355277162.844,1696337113546.8145,391376004993.0059,-3679802810182.2925,-10445425487795.328,384.4542857142857
3312419487931.036,291466700367.12683,-8458373587022.403,-2921746249612.1064,4331471501289.7583,6378920467451.611,1126772800619.815,259967128541.28375,-2444267587543.475,-6938256029670.461,385.2685714285714
4954327309893.206,435941626007.5445,-12651039758936.322,-4370004263404.8584,6478505513042.111,9540838534508.18,1685294157099.0134,388828184305.6781,-3655847723305.8335,-10377426959755.424,387.5542857142857
5546914240679.723,488084558697.47815,-14164230523782.572,-4892700324889.891,7253399211475.831,10682018123808.848,1886872160176.751,435335976851.99,-4093123734886.0894,-11618670734309.42,395.20714285714286
5067344927037.284,445886247210.9952,-12939634219229.438,-4469692337659.001,6626292371080.178,9758483322479.93,1723738935205.4285,397698153109.08813,-3739244717899.2495,-10614155771306.518,395.35
3843128524387.458,338164897853.5222,-9813556788768.21,-3389862421333.71,5025450960027.177,7400937972300.253,1307302018756.413,301618519977.9845,-2835883104132.374,-8049889138234.384,391.19857142857137
4961215462004.745,436547714148.08997,-12668629090330.186,-4376080026811.063,6487512687828.656,9554103601534.4,1687637294614.9094,389368834504.66876,-3660930683023.52,-10391855046235.086,392.2371428571428
4653024335564.644,409429350631.1721,-11881652680781.578,-4104237574546.0967,6084507941553.845,8960601806950.947,1582801112391.9731,365181178019.9108,-3433513271075.872,-9746312157084.441,395.24
4418882912051.795,388826745564.3809,-11283764812687.242,-3897711236427.5747,5778333844087.808,8509701970759.131,1503154141715.678,346805178660.53375,-3260738009690.5684,-9255875140738.582,390.8757142857143
7578935010667.634,666886372000.0049,-19353062501536.094,-6685060583367.029,9910562887907.498,14595199192986.264,2578096676349.77,594813991072.1354,-5592571870727.3955,-15874979261488.293,395.3314285714286
5462983324033.896,480699325552.7641,-13949910582564.537,-4818668480296.55,7143647420481.13,10520387738537.844,1858321742016.8687,428748907294.1511,-4031190352538.9243,-11442867841110.67,395.29857142857145
4432951465251.273,390064648606.85223,-11319689337330.248,-3910120488638.017,5796730450497.277,8536794606954.733,1507939785955.9404,347909328590.8091,-3271119382523.0366,-9285343334327.516,394.44857142857137
3798548023535.7163,334242170670.3138,-9699718996846.494,-3350539840755.382,4967155467070.659,7315086693427.407,1292137245580.2239,298119728246.4439,-2802986699550.1963,-7956509993517.502,390.18142857142857
3686827127334.2866,324411623213.878,-9414435946919.475,-3251995533983.4316,4821064141280.967,7099939199601.309,1254133582677.6729,289351578359.2628,-2720546701402.8057,-7722497330264.714,388.2157142857143
4543452732068.229,399787898707.6202,-11601857811748.162,-4007589014345.1436,5941227017858.392,8749593252427.009,1545528556474.2622,356581713573.0282,-3352659283818.776,-9516801282981.998,393.18142857142857
4485532079271.851,394691331216.2598,-11453955856146.842,-3956499672924.7397,5865487290748.85,8638052294146.107,1525825941949.1133,352036010243.4031,-3309919191342.963,-9395479792292.557,386.6785714285714
4736012234249.984,416731586022.68134,-12093565028613.607,-4177437643576.7886,6193026547883.159,9120416439741.32,1611030775355.394,371694303736.5656,-3494750965030.133,-9920140020628.28,383.1571428571429
4509480043633.033,396798533286.5664,-11515107740801.72,-3977623113483.8486,5896802626971.86,8684170254449.983,1533972221217.4573,353915520472.3991,-3327590687783.681,-9445641528386.842,382.2185714285714
3429283158132.4487,301749762490.10535,-8756788891163.134,-3024826769001.3984,4484287716611.625,6603971706620.965,1166525861164.6177,269138904150.2106,-2530502514673.4463,-7183040818445.769,382.0
3608806962081.313,317546452830.9129,-9215208856669.697,-3183177202937.3867,4719041331013.726,6949691195778.432,1227593769888.1414,283228371447.603,-2662974878659.261,-7559074766562.703,379.6771428571428
3987073293514.672,350830892475.12006,-10181124648178.248,-3516830069195.3975,5213679696911.916,7678140923511.618,1356267158485.4495,312915694244.8511,-2942101449146.0693,-8351398570220.203,382.2742857142857
3165955157486.4546,278578997674.2993,-8084372060481.32,-2792556215354.1123,4139948022401.516,6096865537605.445,1076950605552.4979,248472242959.99,-2336190102455.558,-6631469093822.625,393.27647058823527
4647707528273.222,408961468315.58044,-11868075912800.967,-4099547749957.061,6077555256300.757,8950362817870.994,1580992500270.1738,364763912763.0115,-3429590007175.2734,-9735175251815.283,384.9542857142857
4004968013873.9233,352405442798.3682,-10226819455351.814,-3532614163474.0923,5237079551441.899,7712601808599.903,1362354318344.387,314320124441.4213,-2955306206141.2344,-8388881175624.0205,378.24142857142857
4502794492726.999,396210298343.7234,-11498035808982.79,-3971726114085.074,5888060460241.565,8671295407447.908,1531698014573.7798,353390771782.063,-3322657206417.13,-9431637889677.29,377.8885714285714
4987339239528.291,438846397690.5414,-12735336916838.686,-4399122689719.184,6521673346864.944,9604411606060.645,1696523704389.8728,391419072938.5333,-3680207634893.3677,-10446574355853.771,379.07428571428574
4717304242381.398,415085418641.18506,-12045793757622.232,-4160936123144.8706,6168563056939.757,9084389507943.672,1604666970087.4062,370226097195.6234,-3480946259131.8926,-9880953974502.047,379.49285714285713
3793467912075.8916,333795136369.5947,-9686746745368.799,-3346058849793.2715,4960512362534.608,7305303612468.255,1290409163936.3716,297721048142.71216,-2799238096669.232,-7945868981222.243,380.2814285714286
5428926970325.533,477702581044.4254,-13862946074531.785,-4788628661039.041,7099113485933.222,10454803110598.062,1846736894752.8257,426076066778.3531,-4006059833333.185,-11371532215940.2,383.68142857142857
4684680111411.82,412214778268.23987,-11962486958567.367,-4132159786692.4375,6125902355470.665,9021563317501.295,1593569348788.318,367665655241.44366,-3456872527042.4316,-9812618950218.424,380.3357142857143
7229813306956.379,636166436958.9275,-18461569081673.7,-6377115058283.122,9454035436606.578,13922875373627.05,2459337344536.057,567414083815.0505,-5334951576776.603,-15143702763871.129,384.83
5919797959062.158,520895408306.72205,-15116401430635.014,-5221605446777.735,7740999176714.1875,11400102115295.186,2013714553497.6875,464600804491.3909,-4368278267209.654,-12399720015704.541,392.87
5590515412238.066,491921160081.6844,-14275567405478.229,-4931159135538.83,7310414280583.14,10765983360996.361,1901703790368.6604,438757854002.9704,-4125297319947.793,-11709998615924.518,390.28857142857146
6694413594998.571,589055436824.3352,-17094408241538.883,-5904861361939.953,8753921990458.928,12891824843501.709,2277212524726.433,525394618916.95184,-4939874955431.178,-14022244375422.383,386.93428571428575
5829696265479.586,512967165068.14655,-14886323651622.498,-5142130497848.351,7623178044303.895,11226587929083.889,1983065003588.461,457529384392.164,-4301791305319.36,-12210991232887.188,388.3642857142857
6774864665235.996,596134496455.0315,-17299842766303.367,-5975823881689.987,8859123509991.371,13046754208991.03,2304579252752.5186,531708625239.3934,-4999240611197.452,-14190758732945.914,389.24
4405340342653.627,387635114918.1508,-11249183369984.988,-3885765913225.391,5760624989940.322,8483622228468.538,1498547417101.2224,345742313344.4945,-3250744781518.2925,-9227508618676.66,388.37714285714287
5930722687577.035,521856664704.4333,-15144298107233.465,-5231241645566.263,7755284695964.04,11421140515900.566,2017430778573.8035,465458237053.7118,-4376339830480.703,-12422603030142.709,386.80285714285714
4877942035720.44,429220296207.7055,-12455987644078.838,-4302628008090.2637,6378620484333.829,9393739087840.848,1659310497610.288,382833335381.78796,-3599482424666.728,-10217428937287.932,385.47
4476584342510.308,393903986160.77,-11431107341292.863,-3948607201843.2197,5853786755758.75,8620820992616.339,1522782210519.148,351333754840.3506,-3303316544824.3022,-9376737540071.082,382.53
5164386663444.169,454425132298.50757,-13187433475152.342,-4555288740976.339,6753188511433.471,9945362241229.309,1756749237130.0203,405314240311.5658,-3810852816413.1504,-10817421118690.273,378.20714285714286
3669571208527.551,322893189290.8102,-9370372529938.406,-3236774751555.9453,4798499309388.02,7066708545255.331,1248263711478.0295,287997344097.9508,-2707813549407.494,-7686352684018.83,377.2742857142857
5085089803466.612,447447660851.0257,-12984946192580.328,-4485344334895.854,6649496400936.265,9792655566649.898,1729775128581.691,399090790519.6545,-3752338776816.7754,-10651324438738.818,379.9971428571428
5112320791656.005,449843728739.7466,-13054481687491.46,-4509363618354.453,6685104690381.36,9845096047207.656,1739038209094.5742,401228022196.88306,-3772432998676.059,-10708362959686.432,379.48
11275638260210.75,992166889525.794,-28792718473431.504,-9945767362814.045,14744540892736.816,21714158087389.844,3835589859555.22,884940908093.3593,-8320406955503.21,-23618163411398.414,381.94428571428574
8971618066305.604,789431343178.8357,-22909325916082.46,-7913487791009.787,11731698569413.225,17277171132708.455,3051840287085.0566,704115499375.0676,-6620247230698.544,-18792119412860.918,383.4657142857143
2244237248063.4863,197475054579.75238,-5730734530259.281,-1979547377659.0854,2934667308983.1294,4321859146742.2407,763413387310.4608,176133460778.0884,-1656045232388.106,-4700821329628.719,387.9557142857143
5275258709819.148,464181048081.33734,-13470548861583.166,-4653084393490.205,6898170104063.791,10158875004382.809,1794464144447.1936,414015710616.2899,-3892666257558.5605,-11049655926986.967,390.7942857142857
8449430568003.1455,743483067702.637,-21575902554372.742,-7452888227418.475,11048862681788.748,16271563942126.229,2874209793048.293,663132797447.1262,-6234919538565.327,-17698335919705.73,391.3685714285714
4638277434335.461,408131711779.5419,-11843996118399.652,-4091229929452.3564,6065224089891.442,8932202926347.559,1577784728399.4565,364023847890.72296,-3422631506393.684,-9715422994393.049,390.1785714285714
4388901848762.574,386188618295.7729,-11207207221968.79,-3871266160714.2705,5739129088519.239,8451965712682.446,1492955605876.7786,344452223225.97375,-3238614783226.5366,-9193076148982.348,388.39714285714285
4932822327147.56,434049342182.80176,-12596126227741.35,-4351035623754.5625,6450384528825.825,9499425240737.744,1677978907208.5044,387140459740.82465,-3639979084256.435,-10332382234404.695,389.9971428571428
6507018153103.125,572566118750.515,-16615887785296.814,-5739567712251.6875,8508875109958.863,12530946489203.64,2213466954984.336,510687359458.919,-4801594004345.643,-13629722379510.025,392.25
6751801460494.459,594105121639.1365,-17240950054747.666,-5955480798168.586,8828965022976.238,13002340012916.377,2296733929549.7114,529898556976.66095,-4982222015226.797,-14142450093247.07,398.82714285714286
8145400959982.673,716730871001.7502,-20799552799524.75,-7184716469604.142,10651299653541.15,15686076284830.326,2770789227289.6553,639271774708.8694,-6010573023371.025,-17061509801840.742,407.9657142857143
6954661550885.716,611955194683.5242,-17758959935373.65,-6134415142774.968,9094234115937.195,13392999506691.396,2365740046346.701,545819526853.9379,-5131914503540.996,-14567364520088.139,406.25714285714287
10551050734283.975,928409045863.1228,-26942459781371.58,-9306639252816.2,13797037632300.734,20318777207718.246,3589109723296.748,828073283255.6885,-7785726108426.658,-22100429121416.61,411.5914285714286
8074132215429.131,710459787003.0065,-20617565618444.113,-7121853295161.146,10558105380001.086,15548829841975.027,2746546012591.2812,633678413162.8473,-5957983078004.805,-16912228911539.969,416.0585714285714
11263794255824.395,991124833385.5725,-28762474055399.84,-9935320398635.432,14729053679622.297,21691349171632.395,3831560902066.165,884011208778.7543,-8311666708595.621,-23593354996415.348,420.2485714285714
8007322134311.281,704581003592.4071,-20446963964245.996,-7062922897184.108,10470741370346.72,15420169811524.312,2723819492134.4536,628435015952.1289,-5908683334792.855,-16772287269014.178,420.64
9305686069370.365,818826753893.8389,-23762379547919.652,-8208155244353.057,12168541504462.791,17920505389784.555,3165478883478.0796,730333929146.0114,-6866759136301.712,-19491864696068.465,420.8985714285715
9929724970105.744,873737310266.4639,-25355883549437.098,-8758593866801.836,12984563661742.945,19122253627963.41,3377755751582.1333,779310019057.2805,-7327243490454.219,-20798988459343.57,418.7128571428572
9032805995925.729,794815473652.2195,-23065571121964.527,-7967459184224.539,11811711048907.518,17395004189095.059,3072654330161.8027,708917592369.918,-6665398151922.661,-18920284961105.99,426.2485714285714
7095657629440.225,624361703910.3206,-18118998372346.133,-6258781852463.98,9278606929486.701,13664524080186.36,2413702148395.6104,556885313077.2539,-5235957077207.89,-14862697608229.68,426.13142857142856
7447972820650.964,655362659398.6279,-19018646879563.836,-6569544296987.688,9739310445400.225,14342998052444.838,2533547823756.8726,584535888116.8601,-5495933949640.919,-15600663601722.537,432.4028571428572
9430247054228.082,829787133617.9747,-24080450199068.305,-8318025266623.146,12331423139231.885,18160379804355.004,3207850311176.3394,740109800332.7212,-6958673955855.5205,-19752772468418.03,427.22
9668559883077.443,850756821708.5044,-24688989839082.652,-8528231063930.872,12643052117134.021,18619312724084.723,3288916245336.74,758813143281.6946,-7134527228889.352,-20251947103378.996,416.9528571428571
7241686820437.582,637211156820.3485,-18491888673839.81,-6387588124852.944,9469561548566.955,13945741002050.588,2463376323463.101,568346014865.256,-5343713358359.146,-15168573155830.463,420.0685714285715
8663435631939.095,762313728828.7622,-22122371812592.617,-7641653004847.315,11328705094800.09,16683686161932.07,2947007075921.7227,679928562957.9219,-6392836327029.352,-18146594701750.125,426.8057142857143
11836332369234.477,1041503641468.2219,-30224469159555.797,-10440332214662.73,15477730670094.84,22793919357316.25,4026318952373.359,928945463639.1377,-8734148357305.68,-24792603972993.387,425.4071428571429
7865348189809.599,692088391766.0784,-20084428862327.37,-6937693610931.551,10285089605128.096,15146762324840.34,2675524779068.331,617292578552.6151,-5803919444689.684,-16474905923382.693,424.5585714285714
10305827159272.54,906831306033.9756,-26316273073322.52,-9090337800833.049,13476372021687.8,19846535697858.027,3505692967571.1006,808827499281.574,-7604773141381.417,-21586779111528.59,429.9757142857143
8563323692852.849,753504781470.2191,-21866732179926.996,-7553348567729.287,11197794634805.08,16490894437498.393,2912952351650.6973,672071365927.0499,-6318962279964.696,-17936898509837.973,425.25142857142856
8325743560880.501,732599600186.0714,-21260063815908.22,-7343789142172.61,10887123946830.951,16033372719565.287,2832135676643.3315,653425535704.316,-6143649670709.326,-17439258947949.137,424.6157142857143
7926176815115.178,697440868027.9486,-20239756332015.574,-6991347991824.377,10364632045510.707,15263903290512.564,2696216584402.4497,622066476649.7616,-5848805264388.675,-16602318541949.012,420.4257142857143
6469033406348.723,569223736897.8705,-16518892816209.797,-5706062966486.103,8459204426250.09,12457797255335.398,2200545855688.0884,507706283191.4651,-4773564845716.755,-13550158958243.49,418.9385714285714
7874752924494.244,692915948624.6993,-20108443989366.88,-6945989130064.496,10297387731928.729,15164873456994.588,2678723936641.281,618030648402.7888,-5810859195466.258,-16494605207793.756,421.6685714285714
8175415306562.315,719371870672.9071,-20876195532496.18,-7211190840565.29,10690547675529.734,15743876734213.357,2780999098047.497,641627411621.016,-6032721009130.745,-17124378377823.336,422.4385714285714
6955495371514.21,612028578815.7456,-17761089066708.96,-6135150635748.395,9095324520036.613,13394605209065.732,2366023679864.636,545884948133.1994,-5132529733292.226,-14569111073930.291,424.0271428571429
4474733358107.03,393741117598.9984,-11426380987645.984,-3946974555071.512,5851366353653.48,8617256570072.682,1522152581379.0503,351188505917.3584,-3301950733438.113,-9372860583452.1,422.6185714285714
5713452209826.485,502738600339.6984,-14589490655936.816,-5039596491829.548,7471171962330.484,11002729981286.736,1943522722344.0037,448406270636.3103,-4216013691455.6377,-11967504274546.066,426.71
8412478680548.947,740231548827.7844,-21481544545830.49,-7420294425903.951,11000542514687.707,16200403419297.795,2861639999100.036,660232730094.5403,-6207652429546.966,-17620935573747.582,430.2357142857143
7485614481536.3125,658674841631.3759,-19114766281178.547,-6602746476039.139,9788532451969.08,14415486929701.938,2546352257746.238,587490120686.7881,-5523710140928.47,-15679508660273.488,432.1871428571428
5050051732611.333,444364598195.7568,-12895475449826.955,-4454438756304.938,6603679067665.642,9725180791482.98,1717856374844.2317,396340923288.2399,-3726483848736.8433,-10577933169939.826,430.41
5530734115354.137,486660857331.36957,-14122913704996.389,-4878428507773.038,7232241413674.564,10650858898871.371,1881368207914.707,434066061204.3616,-4081184104396.9272,-11584779397812.48,431.9971428571428
4841429892842.581,426007537229.2534,-12362752628330.105,-4270422205316.2563,6330875623541.882,9323425489726.48,1646890301880.1455,379967747700.3965,-3572539682256.47,-10140949968397.684,434.2328571428572
7888828150060.688,694154445749.0107,-20144385899121.984,-6958404335331.76,10315793068677.951,15191979192983.19,2683511884894.991,619135377328.7347,-5821245610104.504,-16524087573519.469,432.09857142857146
8265426747247.519,727292175831.1595,-21106042424566.117,-7290586130526.514,10808250790422.412,15917216835688.312,2811617915302.042,648691688210.6705,-6099141228582.219,-17312917857929.639,434.57714285714286
6357906413878.337,559445476573.414,-16235126165497.594,-5608042538443.5,8313889842986.192,12243793377312.566,2162744206234.8167,498984698873.26495,-4691562969935.124,-13317390314350.248,434.8171428571428
7018287050946.522,617553752019.4688,-17921429890110.562,-6190536567278.4375,9177433815917.295,13515526944407.145,2387383292742.6724,550813019964.4551,-5178864392555.044,-14700635830175.736,434.3042857142857
5689679472552.668,500646777892.141,-14528786029163.19,-5018627518738.049,7440085609137.862,10956949318130.828,1935436028482.5322,446540507481.9487,-4198471516486.5913,-11917709341763.037,435.8142857142857
5903998237594.073,519505121730.8686,-15076056363524.38,-5207669119602.85,7720338602107.256,11369675677670.873,2008340021805.4175,463360828504.4437,-4356619585134.2085,-12366625550106.824,437.74285714285713
10463743383714.479,920726731810.2389,-26719517276306.414,-9229629127020.65,13682870729068.71,20150644143073.215,3559410700526.0317,821221105720.7401,-7721300936021.666,-21917553504708.863,424.10857142857145
6327530268154.349,556772652396.9077,-16157559383901.41,-5581249032734.567,8274168756851.946,12185296072306.113,2152411250511.396,496600634176.5529,-4669147923969.047,-13253763829732.951,410.8728571428572
6533778343069.201,574920849996.1278,-16684220518008.266,-5763171778036.633,8543868174153.309,12582479954377.209,2222569838084.766,512787482587.59735,-4821340390086.631,-13685774781903.71,416.47857142857146
7629397294017.274,671326674929.3352,-19481920270649.29,-6729571354353.424,9976549830681.424,14692377786280.07,2595262275643.8047,598774458325.8978,-5629808626275.271,-15980679047174.19,421.9757142857143
5151491878104.395,453290542833.1095,-13154506135749.158,-4543914856274.09,6736326922901.823,9920529953908.658,1752362862226.2048,404302173284.8556,-3801337470986.9565,-10790411606862.834,422.47857142857146
7106299263581.377,625298147141.0139,-18146171964304.855,-6268168461721.571,9292522707484.54,13685017188702.13,2417322056479.998,557720416765.1243,-5243809419592.495,-14884987921355.752,421.1571428571429
4506961914120.792,396576955767.9411,-11508677489490.078,-3975401954481.255,5893509802998.487,8679320856947.559,1533115627263.3445,353717872138.0713,-3325732493169.2485,-9440366935296.463,415.0642857142857
5019702002450.875,441694021844.31244,-12817976436406.998,-4427668471725.408,6563992206022.468,9666734543970.064,1707532424679.2148,393959030685.03925,-3704088582121.7925,-10514361944136.652,413.2471428571428
5633958012121.31,495743715736.6359,-14386499511400.525,-4969477950497.689,7367221598232.559,10849643297670.59,1916481486667.1084,442167374481.708,-4157354166674.353,-11800994106095.402,414.7728571428571
5497181431298.051,483708453171.9325,-14037236162692.225,-4848833088421.624,7188366251332.794,10586244755185.533,1869954748282.6057,431432835352.11725,-4056425439366.145,-11514499418110.64,410.01142857142855
