Date,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Returns,MA20,Volatility,Lagged Volume
2000-03-08,1064.8808823529412,1061.6338235294118,1092.7014705882352,983.145588235294,1012.3,1009.895588235294,1051.1588235294118,533553.9117647059,42899569888235.3,26760.617647058825,65993.9705882353,0.5602823529411766,-0.03413852321939149,1059.7152205882353,5.04200126516696,533751.5882352941
2000-03-09,1009.895588235294,1025.2029411764706,1054.0441176470588,949.5382352941176,969.7926470588235,979.1544117647059,988.0935294117647,458020.8823529412,28474254289264.707,26760.617647058825,65993.9705882353,0.5602823529411766,-0.01055516632142642,1059.8269117647058,5.123109795172692,453185.4705882353
2000-03-10,979.1544117647059,991.5647058823529,1037.7529411764706,943.3220588235295,970.6397058823529,967.1294117647059,991.0664705882353,431075.4117647059,26540718595000.0,26760.617647058825,65993.9705882353,0.5602823529411766,-0.010741165994853315,1057.3322794117648,5.120931973459864,435428.5882352941
2000-03-13,967.1294117647059,980.2794117647059,1020.2,913.3838235294118,927.8985294117647,927.6691176470588,953.7205882352941,664378.2352941176,35962477742500.0,26760.617647058825,65993.9705882353,0.5602823529411766,-0.010564097992471759,1050.984338235294,5.11939585648665,664910.4705882353
2000-03-14,927.6691176470588,918.1014705882353,941.4617647058824,873.3808823529412,906.2455882352941,904.7220588235294,897.0326470588234,689813.8823529412,38722519390735.3,26760.617647058825,65993.9705882353,0.5602823529411766,0.01516394275132115,1044.0649264705883,5.225011852464412,688890.9411764706
2000-03-15,904.7220588235294,883.1367647058823,937.4485294117648,860.5867647058823,904.0088235294118,910.6985294117648,892.7252941176471,483220.82352941175,32478978478970.59,26760.617647058825,65993.9705882353,0.5602823529411766,0.03402428139635187,1036.4527205882353,5.354757034873574,476717.4117647059
2000-03-16,910.6985294117648,894.8588235294118,919.0911764705882,862.3779411764706,872.7911764705883,871.8838235294118,883.3358823529412,698784.9705882353,30386228379117.65,26760.617647058825,65993.9705882353,0.5602823529411766,-0.005620706786327014,1024.7280882352943,5.411598069785338,703892.6176470588
2000-03-21,871.8838235294118,880.0058823529412,919.6308823529412,829.2764705882354,886.825,886.4823529411765,890.0355882352941,523328.0588235294,26207815911029.41,26760.617647058825,65993.9705882353,0.5602823529411766,-0.004714072977615832,1013.005294117647,5.45439278750517,520430.3823529412
2000-03-22,996.4733333333334,1005.995,1060.6933333333334,980.9449999999999,1041.5533333333333,1042.785,1036.8913333333335,624569.1,41621315590833.336,29527.433333333334,73088.1,0.53745,0.02566397428782959,1124.7532500000002,5.526101394583338,630491.0
2000-03-23,1042.785,1073.1166666666666,1105.24,1006.3133333333333,1034.7633333333333,1035.4083333333333,1050.8273333333334,414622.5,29970173632500.0,29527.433333333334,73088.1,0.53745,-0.0019347039547205032,1113.1191666666668,5.529025411149489,414495.93333333335
2000-03-24,1035.4083333333333,1036.5583333333334,1092.1866666666667,1014.75,1068.44,1071.3,1061.9316666666666,365777.76666666666,32377001925500.0,29527.433333333334,73088.1,0.53745,0.010107165679363721,1105.9360833333333,5.542146339376761,365378.2
2000-03-27,1071.3,1070.695,1108.8966666666668,1028.975,1060.7733333333333,1062.71,1068.9350000000002,400678.8,29067154876833.332,29527.433333333334,73088.1,0.53745,-0.00841363473188131,1098.7001666666665,5.558993403641855,395604.3
2000-03-28,1062.71,1047.3316666666667,1078.7266666666667,1011.3916666666667,1053.1866666666667,1047.26,1038.4136666666666,537953.3,29291180394000.0,29527.433333333334,73088.1,0.53745,-0.0049513440488700875,1092.8366666666666,5.554323783693553,446880.86666666664
2000-03-29,1082.1568965517242,1107.4086206896552,1143.8844827586208,1083.3793103448277,1100.094827586207,1101.5879310344828,1109.9141379310345,683784.6896551724,34054734345344.83,30496.793103448275,75592.86206896552,0.524948275862069,0.002961025029128964,1124.164827586207,5.5313040975835115,782739.8965517242
2000-03-30,1066.0433333333333,1049.1183333333333,1068.2183333333332,998.5783333333333,1030.9166666666667,1031.045,1024.409,974169.6333333333,42480815147333.336,29527.433333333334,73088.1,0.53745,-0.002488188603308942,1083.2686666666666,5.487647920683497,973125.6333333333
2000-03-31,1031.045,1004.0350000000001,1037.3016666666667,965.2083333333334,993.3983333333333,993.19,994.1993333333334,1280611.7333333334,57148284995333.336,29527.433333333334,73088.1,0.53745,0.018831599601664348,1074.56625,5.473855798491505,1277225.6333333333
2000-04-03,993.19,988.7983333333334,1023.5533333333333,936.5066666666665,953.725,953.7666666666667,964.2473333333332,1248863.2666666666,50649525484500.0,29527.433333333334,73088.1,0.53745,-0.0028878976811068844,1062.4170833333333,5.396234378136658,1254038.6333333333
2000-04-04,953.7666666666667,905.1216666666667,914.455,880.41,888.65,887.1816666666667,890.2373333333333,803490.4666666667,26172446969000.0,29527.433333333334,73088.1,0.53745,-0.0553734105948918,1047.8940833333334,5.412128890428986,803070.9
2000-04-05,887.1816666666667,850.6316666666667,940.6533333333333,840.4666666666667,903.4283333333333,900.9383333333334,890.9240000000001,1182217.9333333333,49753243375833.336,29527.433333333334,73088.1,0.53745,0.0011358682001466466,1033.1938333333335,5.370650524590818,1174559.4333333333
2000-04-06,900.9383333333334,910.3933333333333,950.1083333333333,846.7333333333333,929.2283333333332,926.3216666666667,897.7713333333334,945780.9333333333,49010629828666.664,29527.433333333334,73088.1,0.53745,-0.007674801180578302,1019.7099166666667,5.294969788489625,938517.2
2000-04-07,926.3216666666666,963.0583333333333,998.3516666666667,959.7199999999999,996.0399999999998,996.2049999999999,989.9646666666666,924165.7666666667,30167087492666.668,29527.433333333334,73088.1,0.53745,0.06694604878724683,1012.8365,5.055578267263245,907509.1
2000-04-10,996.205,1046.635,1066.565,1039.4283333333335,1051.3866666666665,1051.8266666666666,1055.2936666666667,1448078.9666666666,49407941065000.0,29527.433333333334,73088.1,0.53745,0.0317313165717722,1010.4574166666666,5.030455971492541,1479476.1333333333
2000-04-11,1051.8266666666666,1043.75,1095.7833333333333,982.6166666666667,1074.05,1073.8316666666667,1048.4226666666666,830324.6,56111249602166.664,29527.433333333334,73088.1,0.53745,-0.005549209684507835,1009.8435833333333,4.9819840191433515,505922.0
2000-04-12,1073.8316666666667,1063.3533333333332,1080.6433333333332,1022.4933333333335,1034.3533333333332,1036.2466666666667,1050.5316666666668,989366.8,55546127821166.664,29527.433333333334,73088.1,0.53745,-0.014254267112730267,1009.55975,4.921034239814237,1312834.4666666666
2000-04-13,1036.2466666666667,1012.3149999999999,1022.9816666666666,964.25,979.175,977.3433333333334,977.1156666666666,407887.4,21180904251666.668,29527.433333333334,73088.1,0.53745,-0.03388226183811389,1007.60425,4.870790488331058,380484.5333333333
2000-04-17,977.3433333333334,917.8833333333333,925.7800000000001,900.33,909.8283333333334,910.6983333333334,909.9696666666666,967898.7333333333,25599880766166.668,29527.433333333334,73088.1,0.53745,-0.043847185069750376,1001.9974166666667,4.876958352921845,995895.1
2000-04-18,910.6983333333334,915.32,940.9133333333334,858.7083333333334,867.2566666666667,865.9449999999999,880.121,612522.5666666667,29255124002666.668,29527.433333333334,73088.1,0.53745,-0.01554724754840982,996.3314166666665,4.8077296756387815,610150.6
2000-04-19,865.9449999999999,911.5666666666667,920.8516666666667,814.1783333333333,830.2816666666666,829.9133333333334,851.6129999999999,905584.8333333334,41477763020333.336,29527.433333333334,73088.1,0.53745,-0.015342100473124846,987.9983333333333,4.708389562943739,906146.9
2000-04-20,829.9133333333334,794.77,866.3083333333333,776.0533333333333,845.5016666666667,844.3366666666667,812.4223333333333,923924.3666666667,44979946784333.336,29527.433333333334,73088.1,0.53745,-0.0015702341564540348,978.07625,4.594013649225499,924826.4666666667
2000-04-24,844.3366666666666,854.41,879.2666666666667,809.6466666666668,819.6566666666666,831.6333333333333,844.965,895701.5,42015921661333.336,29527.433333333334,73088.1,0.53745,-0.01962253473656742,967.8856666666667,4.553646095500057,897642.8
2000-04-25,831.6333333333333,804.6866666666666,835.8016666666666,773.0716666666667,815.8166666666667,808.4783333333332,790.3316666666666,969889.5,41669531796833.336,29527.433333333334,73088.1,0.53745,-0.015422458281306551,954.7453333333334,4.537125333890605,962869.8333333334
2000-04-26,808.4783333333334,855.4983333333333,865.4916666666667,832.7016666666666,855.6633333333334,856.995,853.312,1110234.5,43002136220000.0,29527.433333333334,73088.1,0.53745,0.04977754745682616,944.4588333333334,4.670185637198509,1045571.0
2000-04-27,856.995,869.725,882.0,825.735,839.2016666666666,840.6766666666666,846.9173333333333,1432520.2666666666,64893524853833.336,29527.433333333334,73088.1,0.53745,-0.023556090049910168,934.1308333333334,4.681729533036757,1472838.7333333334
2000-04-28,840.6766666666666,837.1566666666666,861.8983333333333,812.0433333333333,829.315,829.555,832.3426666666667,860310.1666666666,46004850019166.664,29527.433333333334,73088.1,0.53745,-0.01711453366380479,922.3064166666667,4.63738928220503,889483.5333333333
2000-05-02,829.555,829.4300000000001,842.6416666666667,766.1016666666667,779.3983333333333,777.7616666666667,789.3236666666667,966117.5333333333,46825106009666.664,29527.433333333334,73088.1,0.53745,-0.0491935943401851,909.64225,4.732982787733374,924151.0333333333
2000-05-03,777.7616666666667,737.145,788.7983333333334,701.4883333333333,764.87,758.4449999999999,747.149,807733.9333333333,44442909443666.664,29527.433333333334,73088.1,0.53745,-0.00662146230053694,897.905,4.687823936320651,705684.1333333333
2000-05-04,758.4449999999999,770.765,822.1166666666667,756.1416666666667,809.6133333333333,809.33,798.9466666666666,712475.0,39743671549166.664,29527.433333333334,73088.1,0.53745,0.03513700407623684,890.6831666666666,4.7156899800227015,841775.2
2000-05-05,809.33,820.55,866.1183333333335,810.7,846.8666666666667,850.6383333333332,844.4453333333333,846252.8666666667,50524261537000.0,29527.433333333334,73088.1,0.53745,0.0238531211389396,888.856,4.674513195051394,861736.1333333333
2000-05-08,850.6383333333334,859.2583333333333,881.7433333333333,781.8483333333334,789.5516666666666,790.9683333333334,825.033,658181.1333333333,51887705683500.0,29527.433333333334,73088.1,0.53745,-0.03043034620308088,883.3575,4.697504109516429,655221.6333333333
2000-05-09,790.9683333333334,774.44,815.3416666666667,744.7933333333333,809.3066666666667,805.4283333333333,787.8003333333332,595736.8,40013877199000.0,29527.433333333334,73088.1,0.53745,0.006796970744723737,877.3128333333334,4.649640714352274,584086.1666666666
2000-05-10,805.4283333333333,817.4983333333333,823.81,772.3866666666667,785.6816666666667,787.2583333333333,794.5383333333333,718830.0,45676522413000.0,29527.433333333334,73088.1,0.53745,-0.012865627180540391,866.8655,4.360456898265221,731733.6333333333
2000-05-11,787.2583333333333,768.2099999999999,775.74,720.9083333333333,742.3116666666666,735.4133333333333,746.983,545268.6,34183906170000.0,29527.433333333334,73088.1,0.53745,-0.03436145991086629,851.0448333333334,4.275251435423254,548097.7666666667
2000-05-12,735.4133333333334,743.2033333333333,759.13,701.3166666666667,711.6,711.9116666666666,724.9556666666666,550497.0,34899856511166.668,29527.433333333334,73088.1,0.53745,-0.025444411265857513,832.9488333333334,4.27775723125826,549876.8333333334
2000-05-15,711.9116666666666,698.2633333333334,743.8349999999999,651.0316666666666,722.6133333333333,722.88,702.7853333333334,774487.3666666667,48711913295500.0,29527.433333333334,73088.1,0.53745,0.01093062090997963,817.2805000000001,4.298593900854116,761208.2333333333
2000-05-16,722.88,728.3783333333333,748.3733333333333,704.1283333333334,732.285,729.5883333333334,725.5076666666666,571137.6333333333,36489578831500.0,29527.433333333334,73088.1,0.53745,0.010840555541999008,804.8927500000001,4.312353115298567,581519.1333333333
2000-05-17,729.5883333333334,750.4150000000001,770.6366666666667,715.2416666666667,728.7133333333333,726.1183333333333,746.901,661471.0666666667,37315624002000.0,29527.433333333334,73088.1,0.53745,0.010137486596111023,795.6637499999999,4.249672460055666,662693.6666666666
2000-05-18,726.1183333333333,721.9966666666667,734.6316666666667,698.4699999999999,718.2233333333332,714.8433333333334,716.763,616154.2333333333,29060180786500.0,29527.433333333334,73088.1,0.53745,-0.003913230423738723,788.1086666666666,4.2255897816854056,617442.9666666667
2000-05-19,714.8433333333334,706.885,726.4566666666667,671.2483333333333,695.66,693.8349999999999,695.0173333333333,758841.7333333333,46191782339166.664,29527.433333333334,73088.1,0.53745,-0.007729576531227396,781.30475,4.201422347626565,760191.2
2000-05-22,693.8349999999999,677.1949999999999,690.3033333333333,645.9599999999999,656.3549999999999,660.4783333333332,668.0163333333333,442906.0,25029799338333.332,29527.433333333334,73088.1,0.53745,-0.021261967346046264,772.1118333333333,4.183290462383896,437374.6
2000-05-23,660.4783333333332,650.8566666666667,677.515,623.215,661.9233333333334,655.3783333333334,648.8143333333334,577048.5666666667,32845144465166.668,29527.433333333334,73088.1,0.53745,-0.00772308820582005,763.2990833333333,4.199620814052133,575965.1333333333
2000-05-24,655.3783333333334,644.0633333333334,671.9683333333334,624.3083333333333,656.61,658.8783333333333,655.5433333333333,588091.4666666667,32660841015166.668,29527.433333333334,73088.1,0.53745,0.01175108303318821,755.8190833333333,4.222015113690596,591680.6333333333
2000-05-25,658.8783333333333,665.1216666666667,690.1933333333333,650.1866666666666,663.36,662.4599999999999,669.888,673918.9333333333,36238453598833.336,29527.433333333334,73088.1,0.53745,0.011573615077077815,746.0923333333334,4.057113020038141,675863.9666666667
2000-05-26,662.4599999999999,662.8166666666667,684.6083333333333,638.6233333333333,665.7099999999999,665.6566666666666,660.6816666666667,613761.1666666666,35106663147666.668,29527.433333333334,73088.1,0.53745,0.008884782882105828,737.3413333333334,4.087648373802485,608005.6333333333
2000-05-29,665.6566666666666,664.7800000000001,693.4300000000001,642.89,674.25,676.4566666666667,669.8666666666667,943984.4333333333,42985891086500.0,29527.433333333334,73088.1,0.53745,0.025903189147640334,729.6864166666667,4.153437995663165,950783.7666666667
2000-05-30,676.4566666666667,680.73,710.8349999999999,666.5616666666666,701.4016666666666,701.075,689.5813333333333,754335.5666666667,39095179824500.0,29527.433333333334,73088.1,0.53745,0.023938838690316946,725.8520833333333,3.9905115135161933,753896.0666666667
2000-05-31,701.075,730.1550000000001,761.3016666666666,717.6183333333333,737.6566666666666,739.2549999999999,741.225,954863.0333333333,46819612139000.0,29527.433333333334,73088.1,0.53745,0.020720397167103347,724.8925833333334,4.0634938122763264,953904.5
2000-06-01,739.255,731.4816666666667,746.06,708.6216666666667,721.4233333333334,722.3566666666667,726.9566666666667,582276.9,34098202112500.0,29527.433333333334,73088.1,0.53745,-0.029178259787502547,720.5439166666667,4.017928562316845,583087.3666666667
2000-06-02,722.3566666666667,729.3549999999999,769.6883333333334,721.5616666666667,753.5949999999999,756.4316666666667,748.2463333333333,947718.4,50253307322666.664,29527.433333333334,73088.1,0.53745,0.021309196047444388,715.8335833333333,3.9319890100989605,948380.9333333333
2000-06-05,756.4316666666667,768.8183333333333,819.865,755.9866666666666,784.5166666666667,781.765,798.8103333333333,1051843.8,55101021006500.0,29527.433333333334,73088.1,0.53745,0.01641923222724526,715.3734166666667,3.917258817521707,1049922.6
2000-06-06,781.765,788.9416666666667,808.9766666666667,766.7716666666668,793.31,794.3016666666666,789.0143333333333,591637.7,40366051552666.664,29527.433333333334,73088.1,0.53745,0.009225968220649054,714.8170833333334,3.9074534570074184,578936.2666666667
2000-06-07,794.3016666666666,790.4833333333333,819.0783333333334,776.9916666666667,792.4733333333334,796.0483333333334,798.3,702493.9666666667,48774275271000.0,29527.433333333334,73088.1,0.53745,0.005965065315691528,715.2565833333334,3.886751791704221,690856.0666666667
2000-06-08,796.0483333333334,800.2183333333334,820.6466666666668,786.8066666666667,801.535,802.5533333333333,804.3486666666666,664383.0,36053801909000.0,29527.433333333334,73088.1,0.53745,0.01162452383251756,718.6135833333333,3.7818366844462803,680244.6
2000-06-09,802.5533333333333,809.64,825.1116666666666,786.725,797.49,800.4816666666667,805.5563333333334,1032013.4,51417801513166.664,29527.433333333334,73088.1,0.53745,-0.0017462141918150394,723.0420833333334,3.676373568582479,1025809.1666666666
2000-06-12,800.4816666666667,800.605,812.4316666666667,777.73,786.7933333333333,788.68,793.3566666666667,544491.8333333334,27636283991000.0,29527.433333333334,73088.1,0.53745,-0.00968635358060752,726.3320833333333,3.720460549454711,401966.0333333333
2000-06-13,788.68,780.785,796.425,755.4,783.6716666666667,783.2466666666667,773.7993333333333,784708.1,39463098681166.664,29527.433333333334,73088.1,0.53745,-0.0034020333712334633,729.015,3.6656913796742665,833864.5666666667
2000-06-14,783.2466666666667,783.1916666666667,810.6666666666666,770.4883333333333,790.6483333333333,788.4666666666667,793.6136666666666,816694.9333333333,42141112606500.0,29527.433333333334,73088.1,0.53745,0.005693498143340917,732.1324166666667,3.6145852790896673,925639.4666666667
2000-06-15,788.4666666666667,785.0400000000001,821.1766666666666,776.4883333333333,809.8716666666667,808.6783333333333,802.167,654240.3333333334,49114761283500.0,29527.433333333334,73088.1,0.53745,0.0003084527755007893,736.8241666666667,3.5596398256396764,655064.7666666667
2000-06-16,808.6783333333333,808.5566666666667,839.1666666666666,801.9016666666666,829.3199999999999,827.2816666666665,824.3103333333333,712090.1333333333,45010923924000.0,29527.433333333334,73088.1,0.53745,0.01542341252171617,743.4964999999999,3.50048414004914,711254.4666666667
2000-06-19,827.2816666666665,830.225,859.51,820.125,842.9383333333334,845.0100000000001,844.8476666666667,689524.0,51537768364333.336,29527.433333333334,73088.1,0.53745,0.012316018717908292,752.7230833333334,3.432407761472701,670212.7666666667
2000-06-20,845.01,846.4866666666666,880.5383333333334,839.9833333333333,860.4383333333334,859.6850000000001,860.213,595147.2333333333,40941580645833.336,29527.433333333334,73088.1,0.53745,0.012314926849992573,762.9384166666666,3.3771711190440716,613446.4666666667
2000-06-21,859.685,882.1766666666666,888.0233333333333,821.9683333333334,831.345,833.3616666666668,852.4916666666667,574902.1333333333,42981592763666.664,29527.433333333334,73088.1,0.53745,-0.015251401792002177,771.6625833333333,3.4181312522692626,574520.9666666667
2000-06-22,833.3616666666666,836.355,851.0416666666666,820.745,838.865,838.9233333333334,837.7716666666668,1066985.8,52724751674000.0,29527.433333333334,73088.1,0.53745,0.009045460493239328,780.4857499999999,3.338305415470748,838851.3666666667
2000-06-23,838.9233333333334,832.4166666666666,847.035,809.5933333333334,825.7266666666667,824.5133333333334,826.9036666666667,1297116.7666666666,65159891671333.336,29527.433333333334,73088.1,0.53745,-0.008799458723994994,788.4285833333332,3.2409446599343066,1491710.9333333333
2000-06-26,824.5133333333334,818.44,840.7483333333332,786.9200000000001,825.12,823.2883333333333,811.4833333333333,595568.2,36746484589000.0,29527.433333333334,73088.1,0.53745,-0.008063977609663172,795.7701666666667,3.168510037586476,342569.6
2000-06-27,823.2883333333333,828.87,846.9816666666667,808.7016666666666,823.11,823.2099999999999,828.4426666666667,878665.3666666667,47872560596666.664,29527.433333333334,73088.1,0.53745,-0.005997860412074585,801.8769166666666,3.0883241366199568,1166848.8333333333
2000-06-28,823.2099999999999,821.65,843.4833333333333,801.8033333333334,835.2166666666667,832.9566666666666,828.378,532252.3666666667,34045243685166.668,29527.433333333334,73088.1,0.53745,0.009176648389596956,806.562,2.909817554695709,532047.5333333333
2000-06-29,832.9566666666667,840.7833333333333,870.62,830.0383333333334,843.2633333333334,845.3383333333334,852.682,721485.2666666667,42392926578333.336,29527.433333333334,73088.1,0.53745,0.009921027889033315,812.7110833333334,2.7625738807854265,721197.4
2000-06-30,845.3383333333334,837.3199999999999,851.205,822.7266666666667,839.1149999999999,837.3966666666668,838.2139999999999,784008.9,44373101230000.0,29527.433333333334,73088.1,0.53745,-0.01258860006109153,816.7593333333333,2.6293529270635654,777409.5666666667
2000-07-03,837.3966666666666,845.2883333333333,870.2833333333333,834.025,858.0533333333334,855.9266666666666,852.757,898734.6333333333,50723302357833.336,29527.433333333334,73088.1,0.53745,0.017886825774337613,820.4674166666666,2.5502910239246455,906229.8
2000-07-04,855.9266666666666,858.6633333333334,888.0533333333333,851.3366666666666,872.475,875.4916666666667,870.955,698051.5333333333,42234956046000.0,29527.433333333334,73088.1,0.53745,0.008743001249152808,824.5269166666666,2.6166821890577188,698451.9
2000-07-05,875.4916666666667,797.8366666666666,804.4933333333333,772.1416666666667,779.8216666666667,781.3866666666668,785.7710000000001,1083568.8666666667,52370298273166.664,29527.433333333334,73088.1,0.53745,-0.027472525697461746,823.7938333333334,3.221044736989894,1082164.5333333334
2000-07-06,781.3866666666667,772.8616666666666,785.2233333333334,758.7866666666666,773.985,773.7366666666668,773.158,984046.3,47679464230333.336,29527.433333333334,73088.1,0.53745,-0.0014026121742786353,822.353,3.192077537453449,507943.6
2000-07-07,773.7366666666666,776.0316666666666,785.3783333333334,764.61,771.5,770.495,774.8863333333334,882708.1,42850256485666.664,29527.433333333334,73088.1,0.53745,-0.00034154570384390033,820.8536666666666,3.1793029141648903,1360130.5666666667
